agency_code,count_ALL_PK_ENROLL,count_AM7_PK_ENROLL,count_AS7_PK_ENROLL,count_BL7_PK_ENROLL,count_ELS_PK_ENROLL,count_FEM_PK_ENROLL,count_HI7_PK_ENROLL,count_MALE_PK_ENROLL,count_MU7_PK_ENROLL,count_PI7_PK_ENROLL,count_SWD_PK_ENROLL,count_WH7_PK_ENROLL,pct_ALL_PK_ENROLL,pct_AM7_PK_ENROLL,pct_AS7_PK_ENROLL,pct_BL7_PK_ENROLL,pct_ELS_PK_ENROLL,pct_FEM_PK_ENROLL,pct_HI7_PK_ENROLL,pct_MALE_PK_ENROLL,pct_MU7_PK_ENROLL,pct_PI7_PK_ENROLL,pct_SWD_PK_ENROLL,pct_WH7_PK_ENROLL
910308,18.0,,,13.0,2.0,7.0,3.0,11.0,,,0.0,2.0,1.0,,,0.722,1.0,0.389,0.16699999999999998,0.611,,,0.0,0.111
910311,36.0,,5.0,23.0,7.0,15.0,4.0,21.0,1.0,,0.0,3.0,1.0,,0.139,0.639,1.0,0.417,0.111,0.583,0.028,,0.0,0.083
910314,35.0,,,18.0,4.0,12.0,7.0,23.0,1.0,,0.0,9.0,1.0,,,0.514,1.0,0.343,0.2,0.657,0.029,,0.0,0.257
910340,18.0,,,13.0,0.0,9.0,2.0,9.0,,,0.0,3.0,1.0,,,0.722,1.0,0.5,0.111,0.5,,,0.0,0.16699999999999998
910346,18.0,,,12.0,4.0,10.0,3.0,8.0,,,0.0,3.0,1.0,,,0.667,1.0,0.556,0.16699999999999998,0.444,,,0.0,0.16699999999999998
910356,48.0,,,34.0,7.0,26.0,10.0,22.0,2.0,,0.0,2.0,1.0,,,0.708,1.0,0.542,0.208,0.458,0.042,,0.0,0.042
910360,46.0,1.0,1.0,31.0,0.0,22.0,5.0,24.0,3.0,,0.0,5.0,1.0,0.022,0.022,0.674,1.0,0.478,0.109,0.522,0.065,,0.0,0.109
910376,36.0,,,25.0,5.0,19.0,8.0,17.0,1.0,,0.0,2.0,1.0,,,0.6940000000000001,1.0,0.528,0.222,0.472,0.028,,0.0,0.056
910380,18.0,,1.0,5.0,4.0,12.0,5.0,6.0,,,0.0,7.0,1.0,,0.056,0.278,1.0,0.667,0.278,0.333,,,0.0,0.389
920302,29.0,,2.0,12.0,11.0,12.0,8.0,17.0,,,5.0,7.0,1.0,,0.069,0.414,1.0,0.414,0.276,0.586,,,0.172,0.241
920303,30.0,,4.0,9.0,7.0,7.0,4.0,23.0,,,0.0,13.0,1.0,,0.133,0.3,1.0,0.233,0.133,0.767,,,0.0,0.433
920304,1.0,,,,0.0,,,1.0,,,0.0,1.0,1.0,,,,1.0,,,1.0,,,0.0,1.0
920306,29.0,,1.0,7.0,12.0,11.0,7.0,18.0,,,0.0,14.0,1.0,,0.034,0.241,1.0,0.379,0.241,0.621,,,0.0,0.483
920307,31.0,,23.0,1.0,22.0,8.0,3.0,23.0,,,7.0,4.0,1.0,,0.742,0.032,1.0,0.258,0.097,0.742,,,0.226,0.129
920308,3.0,,1.0,,0.0,,,3.0,,,0.0,2.0,1.0,,0.333,,1.0,,,1.0,,,0.0,0.667
920320,25.0,,1.0,8.0,10.0,12.0,8.0,13.0,,,2.0,8.0,1.0,,0.04,0.32,1.0,0.48,0.32,0.52,,,0.08,0.32
920325,24.0,,1.0,3.0,13.0,7.0,13.0,17.0,1.0,,2.0,6.0,1.0,,0.042,0.125,1.0,0.292,0.542,0.708,0.042,,0.083,0.25
920326,20.0,,,6.0,13.0,7.0,13.0,13.0,,,2.0,1.0,1.0,,,0.3,1.0,0.35,0.65,0.65,,,0.1,0.05
920327,6.0,,,,0.0,2.0,3.0,4.0,,,0.0,3.0,1.0,,,,1.0,0.333,0.5,0.667,,,0.0,0.5
920328,3.0,,,1.0,0.0,1.0,,2.0,1.0,,0.0,1.0,1.0,,,0.333,1.0,0.333,,0.667,0.333,,0.0,0.333
920329,23.0,,,9.0,12.0,10.0,7.0,13.0,,,3.0,7.0,1.0,,,0.391,1.0,0.435,0.304,0.565,,,0.13,0.304
920332,14.0,,,3.0,7.0,2.0,7.0,12.0,1.0,,2.0,3.0,1.0,,,0.214,1.0,0.14300000000000002,0.5,0.857,0.071,,0.14300000000000002,0.214
920336,21.0,,1.0,6.0,11.0,10.0,10.0,11.0,,,3.0,4.0,1.0,,0.048,0.28600000000000003,1.0,0.476,0.476,0.524,,,0.14300000000000002,0.19
920340,30.0,,11.0,3.0,16.0,10.0,6.0,20.0,1.0,,5.0,9.0,1.0,,0.3670000000000001,0.1,1.0,0.333,0.2,0.667,0.033,,0.16699999999999998,0.3
920342,14.0,,5.0,2.0,6.0,5.0,,9.0,,,1.0,7.0,1.0,,0.35700000000000004,0.14300000000000002,1.0,0.35700000000000004,,0.643,,,0.071,0.5
920344,5.0,,,3.0,1.0,,,5.0,,,1.0,2.0,1.0,,,0.6,1.0,,,1.0,,,0.2,0.4
920349,22.0,,,7.0,8.0,9.0,11.0,13.0,,,1.0,4.0,1.0,,,0.318,1.0,0.409,0.5,0.591,,,0.045,0.182
920351,17.0,,,4.0,5.0,6.0,7.0,11.0,1.0,,0.0,5.0,1.0,,,0.235,1.0,0.353,0.412,0.647,0.059,,0.0,0.294
920352,44.0,1.0,2.0,15.0,19.0,18.0,20.0,26.0,2.0,,5.0,4.0,1.0,0.023,0.045,0.341,1.0,0.409,0.455,0.591,0.045,,0.114,0.091
920358,2.0,,2.0,,0.0,,,2.0,,,0.0,,1.0,,1.0,,1.0,,,1.0,,,0.0,
920362,37.0,,,8.0,15.0,18.0,19.0,19.0,,,1.0,10.0,1.0,,,0.21600000000000005,1.0,0.486,0.514,0.514,,,0.027000000000000003,0.27
920364,7.0,,2.0,1.0,1.0,2.0,1.0,5.0,1.0,,1.0,2.0,1.0,,0.28600000000000003,0.14300000000000002,1.0,0.28600000000000003,0.14300000000000002,0.7140000000000001,0.14300000000000002,,0.14300000000000002,0.28600000000000003
920369,5.0,,1.0,,0.0,1.0,2.0,4.0,,,0.0,2.0,1.0,,0.2,,1.0,0.2,0.4,0.8,,,0.0,0.4
920376,13.0,,4.0,1.0,10.0,6.0,3.0,7.0,,,2.0,5.0,1.0,,0.308,0.077,1.0,0.462,0.231,0.5379999999999999,,,0.154,0.385
920380,8.0,,,1.0,0.0,1.0,3.0,7.0,,,0.0,4.0,1.0,,,0.125,1.0,0.125,0.375,0.875,,,0.0,0.5
920384,32.0,,,12.0,14.0,17.0,15.0,15.0,,,2.0,5.0,1.0,,,0.375,1.0,0.531,0.469,0.469,,,0.063,0.156
920393,22.0,,5.0,6.0,10.0,9.0,4.0,13.0,1.0,,1.0,6.0,1.0,,0.227,0.273,1.0,0.409,0.182,0.591,0.045,,0.045,0.273
920396,8.0,,,,1.0,1.0,5.0,7.0,,,1.0,3.0,1.0,,,,1.0,0.125,0.625,0.875,,,0.125,0.375
920398,8.0,,,4.0,2.0,1.0,2.0,7.0,,,2.0,2.0,1.0,,,0.5,1.0,0.125,0.25,0.875,,,0.25,0.25
920403,27.0,,2.0,8.0,14.0,8.0,11.0,19.0,1.0,,3.0,5.0,1.0,,0.07400000000000001,0.29600000000000004,1.0,0.29600000000000004,0.407,0.7040000000000001,0.037000000000000005,,0.111,0.185
920413,23.0,,,10.0,9.0,9.0,9.0,14.0,1.0,,1.0,3.0,1.0,,,0.435,1.0,0.391,0.391,0.609,0.043,,0.043,0.13
920414,3.0,,,3.0,1.0,,,3.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,0.333,
920417,15.0,,4.0,4.0,5.0,6.0,4.0,9.0,,,2.0,3.0,1.0,,0.267,0.267,1.0,0.4,0.267,0.6,,,0.133,0.2
920420,28.0,,1.0,7.0,6.0,11.0,5.0,17.0,3.0,,1.0,12.0,1.0,,0.036000000000000004,0.25,1.0,0.393,0.179,0.607,0.107,,0.036000000000000004,0.429
920439,4.0,,,,0.0,1.0,,3.0,,,0.0,4.0,1.0,,,,1.0,0.25,,0.75,,,0.0,1.0
920440,15.0,,,3.0,6.0,4.0,7.0,11.0,,,2.0,5.0,1.0,,,0.2,1.0,0.267,0.467,0.733,,,0.133,0.333
920442,21.0,,1.0,10.0,5.0,12.0,3.0,9.0,,,0.0,7.0,1.0,,0.048,0.476,1.0,0.5710000000000001,0.14300000000000002,0.429,,,0.0,0.333
920443,3.0,,1.0,,2.0,1.0,,2.0,1.0,,2.0,1.0,1.0,,0.333,,1.0,0.333,,0.667,0.333,,0.667,0.333
920446,18.0,,1.0,,14.0,11.0,15.0,7.0,1.0,,0.0,1.0,1.0,,0.056,,1.0,0.611,0.833,0.389,0.056,,0.0,0.056
920447,2.0,,,,0.0,1.0,,1.0,,,0.0,2.0,1.0,,,,1.0,0.5,,0.5,,,0.0,1.0
920448,3.0,,,2.0,0.0,1.0,1.0,2.0,,,0.0,,1.0,,,0.667,1.0,0.333,0.333,0.667,,,0.0,
920449,3.0,,,,1.0,3.0,1.0,,,,1.0,2.0,1.0,,,,1.0,1.0,0.333,,,,0.333,0.667
920451,23.0,,1.0,6.0,8.0,9.0,6.0,14.0,,,4.0,10.0,1.0,,0.043,0.261,1.0,0.391,0.261,0.609,,,0.174,0.435
920452,21.0,,,6.0,11.0,10.0,9.0,11.0,2.0,,1.0,4.0,1.0,,,0.28600000000000003,1.0,0.476,0.429,0.524,0.095,,0.048,0.19
920453,6.0,,,4.0,0.0,1.0,,5.0,,,0.0,2.0,1.0,,,0.667,1.0,0.16699999999999998,,0.833,,,0.0,0.333
920454,3.0,,1.0,,2.0,2.0,1.0,1.0,,,2.0,1.0,1.0,,0.333,,1.0,0.667,0.333,0.333,,,0.667,0.333
920456,18.0,,2.0,7.0,13.0,10.0,9.0,8.0,,,1.0,,1.0,,0.111,0.389,1.0,0.556,0.5,0.444,,,0.056,
920457,5.0,,1.0,,1.0,1.0,,4.0,,,1.0,4.0,1.0,,0.2,,1.0,0.2,,0.8,,,0.2,0.8
920459,21.0,1.0,9.0,4.0,9.0,6.0,1.0,15.0,1.0,,2.0,5.0,1.0,0.048,0.429,0.19,1.0,0.28600000000000003,0.048,0.7140000000000001,0.048,,0.095,0.238
920460,31.0,2.0,12.0,4.0,2.0,16.0,3.0,15.0,,,2.0,10.0,1.0,0.065,0.387,0.129,1.0,0.516,0.097,0.484,,,0.065,0.32299999999999995
920464,22.0,,,9.0,7.0,11.0,8.0,11.0,1.0,,1.0,4.0,1.0,,,0.409,1.0,0.5,0.364,0.5,0.045,,0.045,0.182
920467,4.0,,,,0.0,2.0,,2.0,,,0.0,4.0,1.0,,,,1.0,0.5,,0.5,,,0.0,1.0
920468,4.0,,,,2.0,1.0,1.0,3.0,,,2.0,3.0,1.0,,,,1.0,0.25,0.25,0.75,,,0.5,0.75
920474,20.0,,2.0,7.0,9.0,9.0,8.0,11.0,,,1.0,3.0,1.0,,0.1,0.35,1.0,0.45,0.4,0.55,,,0.05,0.15
920476,17.0,,,2.0,3.0,7.0,1.0,10.0,1.0,,1.0,13.0,1.0,,,0.118,1.0,0.412,0.059,0.588,0.059,,0.059,0.765
920480,3.0,,,1.0,0.0,1.0,1.0,2.0,,,0.0,1.0,1.0,,,0.333,1.0,0.333,0.333,0.667,,,0.0,0.333
920488,19.0,1.0,2.0,9.0,5.0,9.0,5.0,10.0,1.0,,1.0,1.0,1.0,0.053,0.105,0.474,1.0,0.474,0.263,0.526,0.053,,0.053,0.053
920494,9.0,,,1.0,1.0,1.0,1.0,8.0,,,1.0,7.0,1.0,,,0.111,1.0,0.111,0.111,0.889,,,0.111,0.778
920496,33.0,,4.0,12.0,19.0,17.0,11.0,16.0,1.0,1.0,1.0,4.0,1.0,,0.121,0.364,1.0,0.515,0.333,0.485,0.03,0.03,0.03,0.121
920501,15.0,1.0,12.0,,12.0,9.0,1.0,6.0,,,5.0,1.0,1.0,0.067,0.8,,1.0,0.6,0.067,0.4,,,0.333,0.067
920514,2.0,,,,0.0,1.0,,1.0,1.0,,0.0,1.0,1.0,,,,1.0,0.5,,0.5,0.5,,0.0,0.5
920520,4.0,,,,2.0,1.0,2.0,3.0,,,2.0,2.0,1.0,,,,1.0,0.25,0.5,0.75,,,0.5,0.5
920521,16.0,,1.0,1.0,8.0,5.0,4.0,11.0,,,1.0,10.0,1.0,,0.063,0.063,1.0,0.313,0.25,0.688,,,0.063,0.625
920522,6.0,,,2.0,0.0,1.0,,5.0,,,0.0,4.0,1.0,,,0.333,1.0,0.16699999999999998,,0.833,,,0.0,0.667
920523,3.0,,,,1.0,,,3.0,,,1.0,3.0,1.0,,,,1.0,,,1.0,,,0.333,1.0
920531,5.0,,,2.0,0.0,2.0,,3.0,,,0.0,3.0,1.0,,,0.4,1.0,0.4,,0.6,,,0.0,0.6
920532,29.0,,,10.0,9.0,13.0,14.0,16.0,2.0,,3.0,3.0,1.0,,,0.345,1.0,0.448,0.483,0.552,0.069,,0.103,0.103
920533,8.0,,2.0,,4.0,2.0,1.0,6.0,,,4.0,5.0,1.0,,0.25,,1.0,0.25,0.125,0.75,,,0.5,0.625
920536,18.0,,1.0,8.0,8.0,6.0,6.0,12.0,,,1.0,3.0,1.0,,0.056,0.444,1.0,0.333,0.333,0.667,,,0.056,0.16699999999999998
920540,7.0,,,2.0,3.0,3.0,3.0,4.0,1.0,,3.0,1.0,1.0,,,0.28600000000000003,1.0,0.429,0.429,0.5710000000000001,0.14300000000000002,,0.429,0.14300000000000002
920543,6.0,,,2.0,0.0,2.0,,4.0,,,0.0,4.0,1.0,,,0.333,1.0,0.333,,0.667,,,0.0,0.667
920544,5.0,,,2.0,3.0,2.0,2.0,3.0,,,3.0,1.0,1.0,,,0.4,1.0,0.4,0.4,0.6,,,0.6,0.2
920547,29.0,,1.0,12.0,13.0,11.0,11.0,18.0,,,2.0,5.0,1.0,,0.034,0.414,1.0,0.379,0.379,0.621,,,0.069,0.172
920548,29.0,,1.0,11.0,10.0,10.0,7.0,19.0,,,3.0,10.0,1.0,,0.034,0.379,1.0,0.345,0.241,0.655,,,0.103,0.345
920550,15.0,,2.0,1.0,10.0,7.0,6.0,8.0,,,4.0,6.0,1.0,,0.133,0.067,1.0,0.467,0.4,0.5329999999999999,,,0.267,0.4
920554,21.0,,3.0,5.0,9.0,8.0,5.0,13.0,1.0,,3.0,7.0,1.0,,0.14300000000000002,0.238,1.0,0.381,0.238,0.619,0.048,,0.14300000000000002,0.333
920557,5.0,,,,1.0,1.0,,4.0,,,1.0,5.0,1.0,,,,1.0,0.2,,0.8,,,0.2,1.0
920560,27.0,,3.0,4.0,15.0,11.0,13.0,16.0,1.0,,4.0,6.0,1.0,,0.111,0.14800000000000002,1.0,0.407,0.481,0.593,0.037000000000000005,,0.14800000000000002,0.222
920564,3.0,,,2.0,1.0,,1.0,3.0,,,1.0,,1.0,,,0.667,1.0,,0.333,1.0,,,0.333,
920569,4.0,,,1.0,1.0,1.0,1.0,3.0,,,1.0,2.0,1.0,,,0.25,1.0,0.25,0.25,0.75,,,0.25,0.5
920570,1.0,,,1.0,0.0,,,1.0,,,0.0,,1.0,,,1.0,1.0,,,1.0,,,0.0,
920571,18.0,,7.0,3.0,12.0,4.0,5.0,14.0,,,4.0,3.0,1.0,,0.389,0.16699999999999998,1.0,0.222,0.278,0.778,,,0.222,0.16699999999999998
920576,20.0,,1.0,4.0,13.0,10.0,13.0,10.0,,,2.0,2.0,1.0,,0.05,0.2,1.0,0.5,0.65,0.5,,,0.1,0.1
920580,15.0,,,4.0,4.0,3.0,7.0,12.0,1.0,,2.0,3.0,1.0,,,0.267,1.0,0.2,0.467,0.8,0.067,,0.133,0.2
920584,27.0,,1.0,10.0,4.0,12.0,1.0,15.0,,,1.0,15.0,1.0,,0.037000000000000005,0.37,1.0,0.444,0.037000000000000005,0.556,,,0.037000000000000005,0.556
920593,1.0,,,,0.0,,,1.0,,,0.0,1.0,1.0,,,,1.0,,,1.0,,,0.0,1.0
920597,17.0,1.0,,7.0,6.0,5.0,6.0,12.0,,,4.0,3.0,1.0,0.059,,0.412,1.0,0.294,0.353,0.706,,,0.235,0.17600000000000002
920598,1.0,,,,0.0,,,1.0,,,0.0,1.0,1.0,,,,1.0,,,1.0,,,0.0,1.0
920599,18.0,,,3.0,12.0,5.0,6.0,13.0,1.0,,2.0,8.0,1.0,,,0.16699999999999998,1.0,0.278,0.333,0.722,0.056,,0.111,0.444
920606,4.0,,,,1.0,,,4.0,,,1.0,4.0,1.0,,,,1.0,,,1.0,,,0.25,1.0
920614,12.0,,3.0,1.0,2.0,3.0,1.0,9.0,,,2.0,7.0,1.0,,0.25,0.083,1.0,0.25,0.083,0.75,,,0.16699999999999998,0.583
920616,27.0,,1.0,9.0,14.0,10.0,12.0,17.0,,,2.0,5.0,1.0,,0.037000000000000005,0.333,1.0,0.37,0.444,0.63,,,0.07400000000000001,0.185
920618,7.0,,,2.0,1.0,2.0,3.0,5.0,,,1.0,2.0,1.0,,,0.28600000000000003,1.0,0.28600000000000003,0.429,0.7140000000000001,,,0.14300000000000002,0.28600000000000003
920626,31.0,,8.0,1.0,18.0,13.0,11.0,18.0,,,4.0,11.0,1.0,,0.258,0.032,1.0,0.419,0.355,0.581,,,0.129,0.355
920628,17.0,,3.0,5.0,9.0,8.0,8.0,9.0,1.0,,0.0,,1.0,,0.17600000000000002,0.294,1.0,0.471,0.471,0.529,0.059,,0.0,
920632,17.0,,,4.0,6.0,5.0,10.0,12.0,,,1.0,3.0,1.0,,,0.235,1.0,0.294,0.588,0.706,,,0.059,0.17600000000000002
92E000,65.0,6.0,44.0,,0.0,41.0,2.0,24.0,,,0.0,13.0,1.0,0.092,0.677,,1.0,0.631,0.031,0.369,,,0.0,0.2
92R000,21.0,,,1.0,0.0,13.0,7.0,8.0,,,0.0,13.0,1.0,,,0.048,1.0,0.619,0.333,0.381,,,0.0,0.619
930330,26.0,,,15.0,0.0,12.0,3.0,14.0,,2.0,0.0,6.0,1.0,,,0.5770000000000001,1.0,0.462,0.115,0.5379999999999999,,0.077,0.0,0.231
930340,36.0,1.0,,27.0,0.0,21.0,4.0,15.0,,,0.0,4.0,1.0,0.028,,0.75,1.0,0.583,0.111,0.417,,,0.0,0.111
930344,16.0,,1.0,11.0,0.0,7.0,1.0,9.0,,,0.0,3.0,1.0,,0.063,0.688,1.0,0.438,0.063,0.563,,,0.0,0.188
930348,18.0,2.0,,7.0,0.0,12.0,,6.0,,,0.0,9.0,1.0,0.111,,0.389,1.0,0.667,,0.333,,,0.0,0.5
940306,16.0,,,8.0,1.0,6.0,2.0,10.0,1.0,,0.0,5.0,1.0,,,0.5,1.0,0.375,0.125,0.625,0.063,,0.0,0.313
940314,50.0,,,42.0,1.0,24.0,4.0,26.0,4.0,,0.0,,1.0,,,0.84,1.0,0.48,0.08,0.52,0.08,,0.0,
950308,9.0,,,,0.0,3.0,,6.0,,,0.0,9.0,1.0,,,,1.0,0.333,,0.667,,,0.0,1.0
950312,17.0,,,,0.0,7.0,,10.0,1.0,,0.0,16.0,1.0,,,,1.0,0.412,,0.588,0.059,,0.0,0.941
950316,17.0,,,,0.0,8.0,1.0,9.0,,,0.0,16.0,1.0,,,,1.0,0.471,0.059,0.529,,,0.0,0.941
950320,15.0,,,,0.0,6.0,2.0,9.0,,,0.0,13.0,1.0,,,,1.0,0.4,0.133,0.6,,,0.0,0.867
950322,18.0,,2.0,2.0,0.0,6.0,7.0,12.0,,,0.0,7.0,1.0,,0.111,0.111,1.0,0.333,0.389,0.667,,,0.0,0.389
950328,17.0,,,,0.0,4.0,5.0,13.0,,,0.0,12.0,1.0,,,,1.0,0.235,0.294,0.765,,,0.0,0.706
950332,14.0,,,,0.0,5.0,5.0,9.0,,,0.0,9.0,1.0,,,,1.0,0.35700000000000004,0.35700000000000004,0.643,,,0.0,0.643
960314,18.0,,,5.0,0.0,5.0,10.0,13.0,,,0.0,3.0,1.0,,,0.278,1.0,0.278,0.556,0.722,,,0.0,0.16699999999999998
960316,18.0,,,7.0,0.0,11.0,6.0,7.0,1.0,,0.0,4.0,1.0,,,0.389,1.0,0.611,0.333,0.389,0.056,,0.0,0.222
960329,18.0,,,7.0,0.0,7.0,3.0,11.0,,,0.0,8.0,1.0,,,0.389,1.0,0.389,0.16699999999999998,0.611,,,0.0,0.444
960332,20.0,,,5.0,0.0,7.0,5.0,13.0,,,0.0,10.0,1.0,,,0.25,1.0,0.35,0.25,0.65,,,0.0,0.5
960334,18.0,,,4.0,0.0,6.0,6.0,12.0,,,0.0,8.0,1.0,,,0.222,1.0,0.333,0.333,0.667,,,0.0,0.444
960344,18.0,,,6.0,0.0,11.0,3.0,7.0,1.0,,0.0,8.0,1.0,,,0.333,1.0,0.611,0.16699999999999998,0.389,0.056,,0.0,0.444
960370,18.0,,,2.0,0.0,10.0,4.0,8.0,3.0,,0.0,9.0,1.0,,,0.111,1.0,0.556,0.222,0.444,0.16699999999999998,,0.0,0.5
960382,18.0,,,1.0,0.0,8.0,15.0,10.0,,,0.0,2.0,1.0,,,0.056,1.0,0.444,0.833,0.556,,,0.0,0.111
960388,18.0,,2.0,6.0,0.0,7.0,1.0,11.0,2.0,,0.0,7.0,1.0,,0.111,0.333,1.0,0.389,0.056,0.611,0.111,,0.0,0.389
960390,17.0,,,13.0,0.0,12.0,2.0,5.0,,,0.0,2.0,1.0,,,0.765,1.0,0.706,0.118,0.294,,,0.0,0.118
960450,18.0,,1.0,5.0,0.0,9.0,6.0,9.0,,,0.0,6.0,1.0,,0.056,0.278,1.0,0.5,0.333,0.5,,,0.0,0.333
970308,18.0,,,,0.0,13.0,,5.0,4.0,,0.0,14.0,1.0,,,,1.0,0.722,,0.278,0.222,,0.0,0.778
970310,16.0,,,,0.0,9.0,2.0,7.0,,,0.0,14.0,1.0,,,,1.0,0.563,0.125,0.438,,,0.0,0.875
970312,31.0,,,3.0,0.0,15.0,8.0,16.0,5.0,,0.0,15.0,1.0,,,0.097,1.0,0.484,0.258,0.516,0.161,,0.0,0.484
970337,62.0,,,1.0,0.0,28.0,11.0,34.0,4.0,,0.0,46.0,1.0,,,0.016,1.0,0.452,0.177,0.5479999999999999,0.065,,0.0,0.742
970340,35.0,,,,0.0,15.0,16.0,20.0,3.0,,0.0,16.0,1.0,,,,1.0,0.429,0.457,0.5710000000000001,0.086,,0.0,0.457
970344,18.0,,,,0.0,7.0,1.0,11.0,2.0,,0.0,15.0,1.0,,,,1.0,0.389,0.056,0.611,0.111,,0.0,0.833
970348,54.0,,,,0.0,28.0,5.0,26.0,2.0,,0.0,47.0,1.0,,,,1.0,0.519,0.093,0.481,0.037000000000000005,,0.0,0.87
970352,34.0,,,,0.0,13.0,6.0,21.0,3.0,,0.0,25.0,1.0,,,,1.0,0.382,0.17600000000000002,0.618,0.08800000000000001,,0.0,0.735
970360,32.0,,,2.0,0.0,19.0,11.0,13.0,9.0,,0.0,10.0,1.0,,,0.063,1.0,0.594,0.344,0.406,0.281,,0.0,0.313
970368,15.0,,,,0.0,10.0,1.0,5.0,1.0,,0.0,13.0,1.0,,,,1.0,0.667,0.067,0.333,0.067,,0.0,0.867
970370,32.0,,,4.0,0.0,14.0,3.0,18.0,,,0.0,25.0,1.0,,,0.125,1.0,0.438,0.094,0.563,,,0.0,0.7809999999999999
970392,32.0,,2.0,,0.0,15.0,,17.0,5.0,,0.0,25.0,1.0,,0.063,,1.0,0.469,,0.531,0.156,,0.0,0.7809999999999999
980344,7.0,,,4.0,0.0,1.0,1.0,6.0,,,0.0,2.0,1.0,,,0.5710000000000001,1.0,0.14300000000000002,0.14300000000000002,0.857,,,0.0,0.28600000000000003
980357,10.0,,,4.0,0.0,4.0,1.0,6.0,1.0,,0.0,4.0,1.0,,,0.4,1.0,0.4,0.1,0.6,0.1,,0.0,0.4
990304,16.0,,,,0.0,8.0,1.0,8.0,2.0,,0.0,13.0,1.0,,,,1.0,0.5,0.063,0.5,0.125,,0.0,0.813
990308,11.0,,,,0.0,6.0,6.0,5.0,,,0.0,5.0,1.0,,,,1.0,0.545,0.545,0.455,,,0.0,0.455
990312,19.0,,,,0.0,7.0,6.0,12.0,1.0,,0.0,12.0,1.0,,,,1.0,0.368,0.316,0.632,0.053,,0.0,0.632
990316,19.0,,,,0.0,10.0,4.0,9.0,1.0,,0.0,14.0,1.0,,,,1.0,0.526,0.211,0.474,0.053,,0.0,0.737
990320,18.0,,,1.0,0.0,8.0,3.0,10.0,,,0.0,14.0,1.0,,,0.056,1.0,0.444,0.16699999999999998,0.556,,,0.0,0.778
990324,18.0,2.0,,,0.0,6.0,5.0,12.0,1.0,,0.0,10.0,1.0,0.111,,,1.0,0.333,0.278,0.667,0.056,,0.0,0.556
990328,38.0,,,,0.0,19.0,11.0,19.0,,,0.0,27.0,1.0,,,,1.0,0.5,0.289,0.5,,,0.0,0.711
990336,46.0,,1.0,,0.0,17.0,26.0,29.0,1.0,,0.0,18.0,1.0,,0.022,,1.0,0.37,0.565,0.63,0.022,,0.0,0.391
995312,12.0,,,,0.0,4.0,4.0,8.0,,,0.0,8.0,1.0,,,,1.0,0.333,0.333,0.667,,,0.0,0.667
995330,18.0,,,,0.0,11.0,1.0,7.0,,,0.0,17.0,1.0,,,,1.0,0.611,0.056,0.389,,,0.0,0.944
