agency_code,count_2018_enroll_am7_college,count_2018_enroll_as7_college,count_2018_enroll_all_college,count_2018_enroll_bl7_college,count_2018_enroll_eds_college,count_2018_enroll_els_college,count_2018_enroll_fem_college,count_2018_enroll_hi7_college,count_2018_enroll_male_college,count_2018_enroll_mu7_college,count_2018_enroll_pi7_college,count_2018_enroll_swd_college,count_2018_enroll_wh7_college,count_2018_noenro_am7_college,count_2018_noenro_as7_college,count_2018_noenro_all_college,count_2018_noenro_bl7_college,count_2018_noenro_eds_college,count_2018_noenro_els_college,count_2018_noenro_fem_college,count_2018_noenro_hi7_college,count_2018_noenro_male_college,count_2018_noenro_mu7_college,count_2018_noenro_pi7_college,count_2018_noenro_swd_college,count_2018_noenro_wh7_college,pct_enrolled_2018_enroll_am7_college,pct_enrolled_2018_enroll_as7_college,pct_enrolled_2018_enroll_all_college,pct_enrolled_2018_enroll_bl7_college,pct_enrolled_2018_enroll_eds_college,pct_enrolled_2018_enroll_els_college,pct_enrolled_2018_enroll_fem_college,pct_enrolled_2018_enroll_hi7_college,pct_enrolled_2018_enroll_male_college,pct_enrolled_2018_enroll_mu7_college,pct_enrolled_2018_enroll_swd_college,pct_enrolled_2018_enroll_wh7_college,pct_enrolled_2018_noenro_am7_college,pct_enrolled_2018_noenro_as7_college,pct_enrolled_2018_noenro_all_college,pct_enrolled_2018_noenro_bl7_college,pct_enrolled_2018_noenro_eds_college,pct_enrolled_2018_noenro_els_college,pct_enrolled_2018_noenro_fem_college,pct_enrolled_2018_noenro_hi7_college,pct_enrolled_2018_noenro_male_college,pct_enrolled_2018_noenro_mu7_college,pct_enrolled_2018_noenro_swd_college,pct_enrolled_2018_noenro_wh7_college
490350,,0.0,9.0,1.0,1.0,1.0,5.0,4.0,4.0,0.0,,2.0,4.0,,1.0,73.0,24.0,41.0,1.0,36.0,9.0,37.0,3.0,,11.0,36.0,,,,,,,,,,,,,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
490354,,5.0,103.0,33.0,43.0,0.0,53.0,20.0,50.0,3.0,,3.0,42.0,,4.0,94.0,45.0,54.0,2.0,41.0,18.0,53.0,5.0,,13.0,22.0,,,0.5228426396,0.4230769231,0.4432989691,,0.5638297872,0.5263157895,0.4854368932,,,0.65625,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
490355,,1.0,50.0,7.0,8.0,,39.0,5.0,11.0,2.0,,,35.0,,0.0,17.0,4.0,2.0,,16.0,2.0,1.0,0.0,,,11.0,,,0.7462686567,,,,0.7090909090999999,,0.9166666667,,,0.7608695651999999,,,0.05,,,,0.05,,,,,0.05
490362,2.0,20.0,285.0,19.0,34.0,1.0,162.0,13.0,123.0,6.0,0.0,11.0,225.0,0.0,2.0,110.0,16.0,34.0,2.0,44.0,18.0,66.0,2.0,1.0,19.0,71.0,,0.9090909091,0.7215189873000001,0.5428571429,0.5,,0.786407767,0.4193548387,0.6507936508,,0.3666666667,0.7601351351000001,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
490380,,4.0,90.0,11.0,22.0,0.0,48.0,7.0,42.0,2.0,,0.0,66.0,,1.0,88.0,12.0,47.0,1.0,34.0,14.0,54.0,0.0,,14.0,61.0,,,0.5056179775,0.4782608696,0.3188405797,,0.5853658536999999,,0.4375,,,0.5196850394,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
491312,,3.0,280.0,33.0,56.0,0.0,158.0,17.0,122.0,9.0,,10.0,218.0,,1.0,151.0,28.0,67.0,3.0,62.0,22.0,89.0,6.0,,30.0,94.0,,,0.6496519722,0.5409836066,0.4552845528,,0.7181818181999999,0.4358974359,0.5781990521,,0.25,0.6987179487,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
49E000,,2.0,127.0,4.0,,,75.0,5.0,52.0,4.0,,7.0,112.0,,0.0,19.0,1.0,,,6.0,2.0,13.0,2.0,,2.0,14.0,,,0.8698630137000001,,,,0.9259259259,,0.8,,,0.8888888889,,,0.05,,,,,,0.05,,,0.05
500302,,,15.0,,,1.0,12.0,5.0,3.0,1.0,,4.0,9.0,,,17.0,,,0.0,5.0,5.0,12.0,0.0,,1.0,12.0,,,0.46875,,,,0.7058823529000001,,,,,,,,0.05,,,,,,0.05,,,0.05
500323,2.0,2.0,23.0,,3.0,,16.0,1.0,7.0,0.0,1.0,,17.0,3.0,0.0,8.0,,3.0,,7.0,1.0,1.0,1.0,0.0,,3.0,,,0.7419354839,,,,0.6956521739,,,,,0.85,,,,,,,,,,,,
500324,0.0,1.0,2.0,,0.0,,0.0,0.0,2.0,,0.0,1.0,1.0,11.0,0.0,56.0,,2.0,,26.0,10.0,30.0,,1.0,11.0,34.0,,,,,,,,,,,,,0.05,,0.05,,,,0.05,0.05,0.05,,0.05,0.05
500340,5.0,1.0,136.0,4.0,29.0,0.0,84.0,5.0,52.0,3.0,,7.0,118.0,2.0,0.0,63.0,0.0,32.0,1.0,21.0,6.0,42.0,3.0,,11.0,52.0,,,0.6834170854,,0.4754098361,,0.8,,0.5531914894,,,0.6941176470999999,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
510324,1.0,0.0,246.0,54.0,40.0,2.0,141.0,22.0,105.0,13.0,0.0,12.0,156.0,0.0,2.0,188.0,60.0,68.0,5.0,75.0,36.0,113.0,5.0,1.0,45.0,84.0,,,0.5668202765,0.4736842105,0.3703703704,,0.6527777778,0.3793103448,0.4816513761,0.7222222222,0.2105263158,0.65,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
510327,4.0,8.0,245.0,41.0,36.0,1.0,134.0,15.0,111.0,14.0,,17.0,163.0,1.0,1.0,129.0,24.0,41.0,3.0,49.0,26.0,80.0,5.0,,24.0,72.0,,,0.6550802139,0.6307692308,0.4675324675,,0.7322404372,0.3658536585,0.5811518325,0.7368421053,0.4146341463,0.6936170212999999,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
510333,,3.0,284.0,26.0,27.0,2.0,145.0,25.0,139.0,13.0,,17.0,217.0,,1.0,152.0,26.0,58.0,6.0,58.0,35.0,94.0,5.0,,29.0,85.0,,,0.6513761468,0.5,0.3176470588,,0.7142857143000001,0.4166666667,0.5965665236,0.7222222222,0.3695652174,0.7185430464,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
510367,1.0,,38.0,6.0,11.0,,25.0,8.0,13.0,1.0,,1.0,22.0,0.0,,4.0,0.0,2.0,,2.0,4.0,2.0,0.0,,0.0,0.0,,,0.9047619048,,0.8461538462,,0.9259259259,,0.8666666667,,,0.95,,,,,,,,,,,,
510368,,1.0,95.0,11.0,21.0,1.0,54.0,11.0,41.0,1.0,,5.0,71.0,,0.0,109.0,25.0,63.0,7.0,34.0,29.0,75.0,2.0,,30.0,53.0,,,0.4656862745000001,0.3055555556,0.25,,0.6136363636,0.275,0.35344827590000005,,,0.5725806452000001,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
510376,,,68.0,5.0,19.0,1.0,36.0,9.0,32.0,1.0,,8.0,53.0,,,60.0,9.0,32.0,0.0,27.0,14.0,33.0,0.0,,23.0,37.0,,,0.53125,,0.3725490196,,0.5714285714,,0.4923076923,,,0.5888888889,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
510399,,2.0,116.0,42.0,59.0,1.0,67.0,27.0,49.0,4.0,0.0,8.0,41.0,,1.0,162.0,47.0,103.0,23.0,75.0,75.0,87.0,1.0,1.0,42.0,37.0,,,0.4172661871,0.4719101124,0.3641975309,,0.4718309859000001,0.2647058824,0.3602941176,,,0.5256410256,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
510402,1.0,,131.0,10.0,21.0,0.0,75.0,11.0,56.0,2.0,,11.0,107.0,2.0,,181.0,38.0,100.0,5.0,89.0,49.0,92.0,8.0,,47.0,84.0,,,0.4198717949,0.2083333333,0.173553719,,0.4573170732,0.1833333333,0.3783783784000001,,0.1896551724,0.5602094241,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
510406,0.0,,158.0,20.0,27.0,0.0,91.0,23.0,67.0,3.0,,13.0,112.0,2.0,,155.0,18.0,36.0,3.0,75.0,32.0,80.0,5.0,,25.0,98.0,,,0.5047923323,0.5263157895,0.4285714286,,0.5481927711,0.4181818182,0.4557823129,,0.3421052632,0.5333333333,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
51A000,,1.0,33.0,3.0,,,17.0,0.0,16.0,4.0,,3.0,25.0,,0.0,9.0,0.0,,,6.0,1.0,3.0,1.0,,0.0,7.0,,,0.7857142856999999,,,,0.7391304348000001,,0.8421052631999999,,,0.78125,,,,,,,,,,,,
520320,1.0,,40.0,21.0,,0.0,29.0,1.0,11.0,,,2.0,17.0,0.0,,51.0,22.0,,1.0,19.0,2.0,32.0,,,10.0,27.0,,,0.4395604396,0.488372093,,,0.6041666667,,0.2558139535,,,0.3863636364,,,0.05,0.05,,,0.05,,0.05,,0.05,0.05
530306,,,2.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,2.0,,,9.0,7.0,8.0,1.0,5.0,2.0,4.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
530316,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,5.0,,3.0,1.0,1.0,3.0,4.0,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
530335,,,28.0,4.0,14.0,,18.0,10.0,10.0,,,,14.0,,,26.0,2.0,13.0,,13.0,13.0,13.0,,,,11.0,,,0.5185185185,,0.5185185185,,0.5806451613,0.4347826087,0.4347826087,,,0.56,,,0.05,,0.05,,0.05,0.05,0.05,,,0.05
530336,1.0,,200.0,43.0,80.0,4.0,106.0,50.0,94.0,5.0,,7.0,101.0,1.0,,158.0,37.0,104.0,18.0,73.0,71.0,85.0,4.0,,15.0,45.0,,,0.5586592179,0.5375,0.4347826087,,0.5921787709,0.4132231405,0.5251396648,,,0.6917808219,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
530343,2.0,1.0,127.0,20.0,52.0,0.0,76.0,24.0,51.0,2.0,,4.0,78.0,0.0,0.0,153.0,35.0,99.0,7.0,63.0,59.0,90.0,8.0,,16.0,51.0,,,0.4535714286,0.3636363636,0.3443708609,,0.5467625899,0.2891566265,0.3617021277,,,0.6046511628,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
540315,,1.0,70.0,64.0,,1.0,43.0,1.0,27.0,,,3.0,4.0,,0.0,96.0,88.0,,0.0,35.0,3.0,61.0,,,7.0,5.0,,,0.421686747,0.4210526316,,,0.5512820513000001,,0.3068181818,,,,,,0.05,0.05,,,0.05,,0.05,,,
540317,,,26.0,8.0,,0.0,19.0,1.0,7.0,0.0,,,17.0,,,32.0,8.0,,1.0,18.0,5.0,14.0,1.0,,,18.0,,,0.4482758621,,,,0.5135135135,,,,,0.4857142857,,,0.05,,,,0.05,,0.05,,,0.05
540318,,,1.0,0.0,,,1.0,0.0,0.0,0.0,,0.0,1.0,,,9.0,6.0,,,3.0,1.0,6.0,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
540324,0.0,1.0,116.0,44.0,,1.0,60.0,7.0,56.0,2.0,,6.0,62.0,1.0,1.0,73.0,38.0,,4.0,37.0,16.0,36.0,2.0,,13.0,15.0,,,0.6137566138,0.5365853659,,,0.618556701,,0.6086956522,,,0.8051948052,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
540336,,,84.0,9.0,,0.0,46.0,9.0,38.0,2.0,,5.0,64.0,,,74.0,20.0,,3.0,25.0,21.0,49.0,3.0,,16.0,30.0,,,0.5316455696,,,,0.6478873239,,0.4367816092,,,0.6808510637999999,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
550320,,1.0,154.0,9.0,21.0,0.0,80.0,7.0,74.0,3.0,1.0,3.0,133.0,,1.0,72.0,8.0,35.0,1.0,28.0,4.0,44.0,0.0,0.0,7.0,59.0,,,0.6814159292,,0.375,,0.7407407407,,0.6271186441,,,0.6927083333,,,0.05,,0.05,,0.05,,0.05,,,0.05
550332,,,109.0,17.0,55.0,0.0,56.0,30.0,53.0,9.0,,3.0,53.0,,,103.0,15.0,73.0,7.0,43.0,35.0,60.0,6.0,,21.0,47.0,,,0.5141509434,0.53125,0.4296875,,0.5656565657,0.4615384615,0.4690265487,,,0.53,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
550344,,5.0,169.0,3.0,27.0,1.0,86.0,14.0,83.0,4.0,,3.0,143.0,,0.0,79.0,1.0,40.0,1.0,31.0,5.0,48.0,4.0,,8.0,69.0,,,0.6814516129000001,,0.4029850746,,0.735042735,0.7368421053,0.6335877863,,,0.6745283019,,,0.05,,0.05,,0.05,,0.05,,,0.05
550368,,1.0,98.0,0.0,22.0,0.0,55.0,8.0,43.0,0.0,,2.0,89.0,,0.0,116.0,1.0,65.0,1.0,48.0,5.0,68.0,4.0,,19.0,106.0,,,0.4579439252000001,,0.2528735632,,0.5339805825,,0.3873873874,,,0.4564102564,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
55A000,,2.0,129.0,8.0,,1.0,69.0,4.0,60.0,9.0,,4.0,106.0,,0.0,17.0,1.0,,0.0,3.0,0.0,14.0,0.0,,1.0,16.0,,,0.8835616437999999,,,,0.95,,0.8108108108,,,0.8688524590000001,,,0.05,,,,,,0.05,,,0.05
560320,0.0,1.0,131.0,0.0,49.0,0.0,61.0,10.0,70.0,3.0,,4.0,117.0,1.0,1.0,80.0,1.0,43.0,3.0,37.0,20.0,43.0,1.0,,14.0,56.0,,,0.6208530806,,0.5326086957,,0.6224489796,0.3333333333,0.6194690265,,,0.676300578,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
560324,,,20.0,,4.0,,10.0,5.0,10.0,,,1.0,15.0,,,10.0,,4.0,,5.0,3.0,5.0,,,1.0,7.0,,,0.6666666667,,,,0.6666666667,,0.6666666667,,,0.6818181818000001,,,0.05,,,,,,,,,
560329,,,17.0,,8.0,,12.0,5.0,5.0,,,1.0,12.0,,,19.0,,6.0,,10.0,10.0,9.0,,,0.0,9.0,,,0.4722222222,,,,0.5454545454999999,,,,,0.5714285714,,,0.05,,,,0.05,0.05,,,,
560332,,,1.0,,0.0,,0.0,0.0,1.0,,,0.0,1.0,,,4.0,,2.0,,3.0,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
560350,0.0,,7.0,,,0.0,4.0,0.0,3.0,1.0,,0.0,6.0,1.0,,38.0,,,2.0,14.0,3.0,24.0,0.0,,7.0,34.0,,,,,,,,,,,,,,,0.05,,,,0.05,,0.05,,,0.05
570317,,,14.0,,1.0,,9.0,0.0,5.0,1.0,,0.0,13.0,,,25.0,,7.0,,12.0,2.0,13.0,0.0,,1.0,23.0,,,0.358974359,,,,,,,,,0.3611111111,,,0.05,,,,0.05,,0.05,,,0.05
570318,,2.0,65.0,,12.0,,40.0,2.0,25.0,0.0,,0.0,61.0,,0.0,72.0,,40.0,,23.0,6.0,49.0,2.0,,14.0,64.0,,,0.4744525547,,0.2307692308,,0.6349206349000001,,0.3378378378,,,0.488,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
580344,,,35.0,24.0,,0.0,12.0,1.0,23.0,,,3.0,10.0,,,20.0,14.0,,1.0,13.0,1.0,7.0,,,3.0,5.0,,,0.6363636364,0.6315789474,,,0.48,,0.7666666667,,,0.6666666667,,,0.05,0.05,,,0.05,,,,,
580368,,4.0,89.0,32.0,,1.0,53.0,5.0,36.0,1.0,,3.0,47.0,,0.0,54.0,28.0,,0.0,24.0,7.0,30.0,2.0,,12.0,17.0,,,0.6223776224,0.5333333333,,,0.6883116883,,0.5454545454999999,,,0.734375,,,0.05,0.05,,,0.05,,0.05,,0.05,0.05
58B000,,,26.0,,,,21.0,1.0,5.0,,,0.0,25.0,,,16.0,,,,1.0,1.0,15.0,,,3.0,15.0,,,0.6190476189999999,,,,0.95,,,,,0.625,,,0.05,,,,,,0.05,,,0.05
590328,,5.0,40.0,,13.0,,23.0,7.0,17.0,1.0,,1.0,27.0,,0.0,13.0,,5.0,,7.0,3.0,6.0,2.0,,0.0,8.0,,,0.7547169811,,0.7222222222,,0.7666666667,,0.7391304348000001,,,0.7714285714,,,0.05,,,,,,,,,
590330,0.0,4.0,172.0,5.0,53.0,1.0,111.0,9.0,61.0,6.0,,9.0,148.0,1.0,1.0,220.0,9.0,120.0,10.0,82.0,34.0,138.0,5.0,,44.0,170.0,,,0.4387755102000001,,0.3063583815,,0.5751295337,,0.3065326633,,,0.465408805,,,0.05,,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
590393,,,4.0,,,,2.0,1.0,2.0,0.0,,1.0,3.0,,,15.0,,,,5.0,0.0,10.0,1.0,,2.0,14.0,,,,,,,,,,,,,,,0.05,,,,,,0.05,,,0.05
600302,,115.0,592.0,69.0,32.0,10.0,325.0,41.0,267.0,14.0,,18.0,353.0,,7.0,84.0,21.0,21.0,9.0,33.0,18.0,51.0,1.0,,16.0,37.0,,0.9426229508,0.875739645,0.7666666667,0.6037735849,0.5263157895,0.9078212291,0.6949152542,0.8396226415000001,0.9333333333,0.5294117647,0.9051282051,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
600312,2.0,13.0,489.0,38.0,40.0,4.0,275.0,28.0,214.0,11.0,,22.0,397.0,2.0,6.0,147.0,24.0,28.0,10.0,64.0,23.0,83.0,4.0,,19.0,88.0,,0.6842105262999999,0.7688679245000001,0.6129032258,0.5882352941,,0.8112094395,0.5490196078,0.7205387205,0.7333333333,0.5365853659,0.8185567009999999,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
600334,,6.0,76.0,41.0,23.0,,53.0,7.0,23.0,2.0,,,20.0,,2.0,34.0,21.0,9.0,,21.0,4.0,13.0,1.0,,,6.0,,,0.6909090909000001,0.6612903226,0.71875,,0.7162162162000001,,0.6388888889,,,0.7692307692,,,0.05,0.05,,,0.05,,0.05,,,
600341,,1.0,14.0,8.0,,0.0,9.0,5.0,5.0,0.0,,,,,1.0,16.0,5.0,,1.0,6.0,9.0,10.0,1.0,,,,,,0.4666666667,,,,,,,,,,,,0.05,,,,,,0.05,,,
600361,1.0,20.0,280.0,82.0,72.0,6.0,152.0,34.0,128.0,12.0,,14.0,131.0,0.0,6.0,197.0,71.0,89.0,14.0,94.0,57.0,103.0,11.0,,31.0,52.0,,0.7692307692,0.5870020964,0.5359477124,0.4472049689,,0.6178861789,0.3736263736,0.5541125540999999,0.5217391304,0.3111111111,0.7158469945,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
600364,,,5.0,1.0,,,4.0,3.0,1.0,,,0.0,1.0,,,4.0,3.0,,,2.0,0.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
600377,,29.0,205.0,72.0,108.0,16.0,110.0,47.0,95.0,12.0,0.0,5.0,45.0,,9.0,161.0,81.0,87.0,18.0,80.0,37.0,81.0,4.0,1.0,26.0,29.0,,0.7631578947,0.5601092896000001,0.4705882353,0.5538461538,0.4705882353,0.5789473684,0.5595238095,0.5397727272999999,0.75,,0.6081081081,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
600386,,,18.0,13.0,,,13.0,3.0,5.0,,,,2.0,,,8.0,5.0,,,6.0,2.0,2.0,,,,1.0,,,0.6923076923,0.7222222222,,,0.6842105262999999,,,,,,,,,,,,,,,,,
600397,2.0,10.0,101.0,51.0,,19.0,46.0,35.0,55.0,1.0,0.0,1.0,2.0,1.0,25.0,281.0,115.0,,80.0,153.0,129.0,128.0,3.0,1.0,30.0,7.0,,0.2857142857,0.2643979058,0.3072289157,,0.1919191919,0.2311557789,0.2134146341,0.3005464481,,,,,0.05,0.05,0.05,,0.05,0.05,0.05,0.05,,0.05,
600404,,6.0,48.0,18.0,11.0,,27.0,9.0,21.0,2.0,,,13.0,,0.0,12.0,1.0,2.0,,5.0,3.0,7.0,2.0,,,6.0,,,0.8,0.9473684211,0.8461538462,,0.84375,,0.75,,,0.6842105262999999,,,0.05,,,,,,,,,
600405,1.0,4.0,75.0,61.0,,3.0,40.0,7.0,35.0,2.0,,5.0,0.0,0.0,4.0,216.0,121.0,,41.0,115.0,86.0,101.0,2.0,,23.0,3.0,,,0.2577319588,0.3351648352,,,0.2580645161,,0.2573529412,,,,,,0.05,0.05,,0.05,0.05,0.05,0.05,,0.05,
600415,1.0,4.0,160.0,71.0,57.0,2.0,81.0,11.0,79.0,8.0,1.0,9.0,64.0,1.0,3.0,194.0,108.0,101.0,11.0,79.0,37.0,115.0,4.0,0.0,31.0,41.0,,,0.4519774011,0.3966480447,0.3607594937,,0.50625,0.2291666667,0.4072164948,,,0.6095238095000001,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
600426,1.0,22.0,252.0,68.0,106.0,16.0,141.0,44.0,111.0,13.0,,12.0,104.0,2.0,18.0,327.0,108.0,190.0,51.0,168.0,117.0,159.0,4.0,,39.0,78.0,,0.55,0.4352331606,0.3863636364,0.35810810810000004,0.2388059701,0.4563106796,0.27329192550000003,0.4111111111,0.7647058823999999,0.2352941176,0.5714285714,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
600439,,,1.0,1.0,,,,,1.0,,,0.0,,,,5.0,5.0,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
600443,,4.0,95.0,22.0,16.0,,63.0,10.0,32.0,2.0,2.0,2.0,55.0,,0.0,23.0,4.0,6.0,,15.0,7.0,8.0,0.0,0.0,1.0,12.0,,,0.8050847458,0.8461538462,0.7272727273,,0.8076923077,0.5882352941,0.8,,,0.8208955224,,,0.05,,,,0.05,,,,,0.05
600445,0.0,29.0,398.0,271.0,152.0,4.0,239.0,21.0,159.0,16.0,,15.0,61.0,1.0,9.0,280.0,200.0,115.0,11.0,122.0,29.0,158.0,11.0,,34.0,30.0,,0.7631578947,0.587020649,0.5753715499000001,0.5692883895,,0.6620498615,0.42,0.5015772871,0.5925925926,0.306122449,0.6703296703,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
600454,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,9.0,1.0,,1.0,3.0,2.0,6.0,,,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
600457,1.0,9.0,156.0,97.0,99.0,9.0,96.0,33.0,60.0,7.0,,4.0,9.0,2.0,4.0,194.0,97.0,119.0,27.0,81.0,74.0,113.0,7.0,,31.0,10.0,,,0.4457142857,0.5,0.4541284404,,0.5423728814,0.308411215,0.3468208092,,,,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
600461,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,3.0,3.0,,,1.0,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
600466,1.0,18.0,509.0,86.0,74.0,9.0,289.0,25.0,220.0,6.0,,14.0,373.0,0.0,4.0,200.0,91.0,96.0,27.0,89.0,39.0,111.0,7.0,,32.0,59.0,,0.8181818181999999,0.7179125529000001,0.4858757062,0.4352941176,,0.7645502646,0.390625,0.6646525679999999,,0.3043478261,0.8634259259,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
600480,0.0,11.0,274.0,175.0,125.0,4.0,162.0,24.0,112.0,5.0,,9.0,59.0,1.0,0.0,169.0,113.0,86.0,10.0,87.0,31.0,82.0,3.0,,15.0,21.0,,0.95,0.618510158,0.6076388889,0.5924170616,,0.6506024096,0.4363636364,0.5773195876,,,0.7375,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
600482,,4.0,91.0,40.0,20.0,1.0,69.0,5.0,22.0,3.0,,5.0,39.0,,0.0,30.0,12.0,10.0,0.0,20.0,3.0,10.0,3.0,,1.0,12.0,,,0.7520661156999999,0.7692307692,0.6666666667,,0.7752808989,,0.6875,,,0.7647058823999999,,,0.05,0.05,0.05,,0.05,,0.05,,,0.05
600496,,12.0,238.0,178.0,133.0,2.0,131.0,37.0,107.0,3.0,,4.0,8.0,,4.0,140.0,87.0,87.0,2.0,67.0,37.0,73.0,5.0,,5.0,7.0,,0.75,0.6296296296,0.6716981132,0.6045454545000001,,0.6616161615999999,0.5,0.5944444444,,,,,,0.05,0.05,0.05,,0.05,0.05,0.05,,,
600498,,,14.0,11.0,,0.0,8.0,1.0,6.0,,,3.0,2.0,,,19.0,13.0,,1.0,16.0,3.0,3.0,,,2.0,3.0,,,0.4242424242,0.4583333333,,,,,,,,,,,0.05,0.05,,,0.05,,,,,
600499,,1.0,36.0,6.0,6.0,0.0,23.0,4.0,13.0,1.0,,1.0,24.0,,0.0,51.0,15.0,9.0,1.0,29.0,7.0,22.0,2.0,,5.0,27.0,,,0.4137931034,,,,0.4423076923,,0.3714285714,,,0.4705882353,,,0.05,0.05,,,0.05,,0.05,,,0.05
600508,1.0,51.0,431.0,38.0,34.0,8.0,239.0,18.0,192.0,7.0,1.0,23.0,315.0,0.0,3.0,68.0,9.0,19.0,8.0,22.0,12.0,46.0,5.0,0.0,12.0,39.0,,0.9444444444,0.8637274548999999,0.8085106383,0.6415094339999999,,0.9157088123,0.6,0.8067226891,,0.6571428571,0.8898305084999999,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
600535,,16.0,453.0,110.0,141.0,16.0,248.0,92.0,205.0,19.0,,16.0,216.0,,2.0,257.0,80.0,123.0,41.0,110.0,106.0,147.0,5.0,,24.0,64.0,,0.8888888889,0.638028169,0.5789473684,0.5340909091,0.2807017544,0.6927374302,0.4646464646,0.5823863636,0.7916666667,0.4,0.7714285714,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
600567,,1.0,10.0,7.0,2.0,,5.0,1.0,5.0,0.0,,,1.0,,0.0,5.0,3.0,3.0,,2.0,0.0,3.0,1.0,,,1.0,,,0.6666666667,,,,,,,,,,,,,,,,,,,,,
600576,0.0,5.0,100.0,89.0,,4.0,59.0,5.0,41.0,1.0,,4.0,0.0,5.0,9.0,216.0,173.0,,10.0,106.0,23.0,110.0,5.0,,33.0,1.0,,,0.3164556962,0.3396946565,,,0.3575757576,,0.2715231788,,,,,,0.05,0.05,,0.05,0.05,0.05,0.05,,0.05,
600579,1.0,5.0,116.0,78.0,,5.0,72.0,24.0,44.0,3.0,,5.0,5.0,1.0,12.0,271.0,180.0,,24.0,133.0,60.0,138.0,8.0,,26.0,10.0,,,0.2997416021,0.3023255814,,,0.3512195122,0.2857142857,0.2417582418,,,,,0.05,0.05,0.05,,0.05,0.05,0.05,0.05,,0.05,0.05
600592,,5.0,156.0,119.0,1.0,5.0,86.0,24.0,70.0,3.0,1.0,3.0,4.0,,4.0,227.0,114.0,0.0,31.0,103.0,92.0,124.0,10.0,0.0,32.0,7.0,,,0.407310705,0.5107296136999999,,,0.455026455,0.2068965517,0.3608247423,,,,,,0.05,0.05,,0.05,0.05,0.05,0.05,0.05,0.05,
600594,,,3.0,2.0,,,2.0,,1.0,,,,1.0,,,1.0,0.0,,,1.0,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
60B000,,,19.0,18.0,19.0,,9.0,1.0,10.0,,,1.0,,,,11.0,10.0,11.0,,7.0,1.0,4.0,,,0.0,,,,0.6333333333,0.6428571429,0.6333333333,,,,0.7142857143000001,,,,,,0.05,0.05,0.05,,,,,,,
