agency_code,pct_ap_a_am7_course2,pct_ap_a_as7_course2,pct_ap_a_all_course2,pct_ap_a_bl7_course2,pct_ap_a_els_course2,pct_ap_a_fem_course2,pct_ap_a_hi7_course2,pct_ap_a_male_course2,pct_ap_a_mu7_course2,pct_ap_a_pi7_course2,pct_ap_a_swd_course2,pct_ap_a_wh7_course2,pct_ap_h_am7_course2,pct_ap_h_as7_course2,pct_ap_h_all_course2,pct_ap_h_bl7_course2,pct_ap_h_els_course2,pct_ap_h_fem_course2,pct_ap_h_hi7_course2,pct_ap_h_male_course2,pct_ap_h_mu7_course2,pct_ap_h_pi7_course2,pct_ap_h_swd_course2,pct_ap_h_wh7_course2,pct_ap_t_am7_course2,pct_ap_t_as7_course2,pct_ap_t_all_course2,pct_ap_t_bl7_course2,pct_ap_t_fem_course2,pct_ap_t_hi7_course2,pct_ap_t_male_course2,pct_ap_t_mu7_course2,pct_ap_t_pi7_course2,pct_ap_t_swd_course2,pct_ap_t_wh7_course2,pct_ccp_a_am7_course2,pct_ccp_a_as7_course2,pct_ccp_a_all_course2,pct_ccp_a_bl7_course2,pct_ccp_a_els_course2,pct_ccp_a_fem_course2,pct_ccp_a_hi7_course2,pct_ccp_a_male_course2,pct_ccp_a_mu7_course2,pct_ccp_a_pi7_course2,pct_ccp_a_swd_course2,pct_ccp_a_wh7_course2,pct_ccp_h_am7_course2,pct_ccp_h_as7_course2,pct_ccp_h_all_course2,pct_ccp_h_bl7_course2,pct_ccp_h_els_course2,pct_ccp_h_fem_course2,pct_ccp_h_hi7_course2,pct_ccp_h_male_course2,pct_ccp_h_mu7_course2,pct_ccp_h_pi7_course2,pct_ccp_h_swd_course2,pct_ccp_h_wh7_course2,pct_ccp_i_all_course2,pct_ccp_i_fem_course2,pct_ccp_i_hi7_course2,pct_ccp_t_am7_course2,pct_ccp_t_as7_course2,pct_ccp_t_all_course2,pct_ccp_t_bl7_course2,pct_ccp_t_els_course2,pct_ccp_t_fem_course2,pct_ccp_t_hi7_course2,pct_ccp_t_male_course2,pct_ccp_t_mu7_course2,pct_ccp_t_pi7_course2,pct_ccp_t_swd_course2,pct_ccp_t_wh7_course2,pct_ib_h_am7_course2,pct_ib_h_as7_course2,pct_ib_h_all_course2,pct_ib_h_bl7_course2,pct_ib_h_els_course2,pct_ib_h_fem_course2,pct_ib_h_hi7_course2,pct_ib_h_male_course2,pct_ib_h_mu7_course2,pct_ib_h_pi7_course2,pct_ib_h_swd_course2,pct_ib_h_wh7_course2,total_ap_a_am7_course2,total_ap_a_as7_course2,total_ap_a_all_course2,total_ap_a_bl7_course2,total_ap_a_els_course2,total_ap_a_fem_course2,total_ap_a_hi7_course2,total_ap_a_male_course2,total_ap_a_mu7_course2,total_ap_a_pi7_course2,total_ap_a_swd_course2,total_ap_a_wh7_course2,total_ap_h_am7_course2,total_ap_h_as7_course2,total_ap_h_all_course2,total_ap_h_bl7_course2,total_ap_h_els_course2,total_ap_h_fem_course2,total_ap_h_hi7_course2,total_ap_h_male_course2,total_ap_h_mu7_course2,total_ap_h_pi7_course2,total_ap_h_swd_course2,total_ap_h_wh7_course2,total_ap_t_am7_course2,total_ap_t_as7_course2,total_ap_t_all_course2,total_ap_t_bl7_course2,total_ap_t_fem_course2,total_ap_t_hi7_course2,total_ap_t_male_course2,total_ap_t_mu7_course2,total_ap_t_pi7_course2,total_ap_t_swd_course2,total_ap_t_wh7_course2,total_ccp_a_am7_course2,total_ccp_a_as7_course2,total_ccp_a_all_course2,total_ccp_a_bl7_course2,total_ccp_a_els_course2,total_ccp_a_fem_course2,total_ccp_a_hi7_course2,total_ccp_a_male_course2,total_ccp_a_mu7_course2,total_ccp_a_pi7_course2,total_ccp_a_swd_course2,total_ccp_a_wh7_course2,total_ccp_h_am7_course2,total_ccp_h_as7_course2,total_ccp_h_all_course2,total_ccp_h_bl7_course2,total_ccp_h_els_course2,total_ccp_h_fem_course2,total_ccp_h_hi7_course2,total_ccp_h_male_course2,total_ccp_h_mu7_course2,total_ccp_h_pi7_course2,total_ccp_h_swd_course2,total_ccp_h_wh7_course2,total_ccp_i_all_course2,total_ccp_i_fem_course2,total_ccp_i_hi7_course2,total_ccp_t_am7_course2,total_ccp_t_as7_course2,total_ccp_t_all_course2,total_ccp_t_bl7_course2,total_ccp_t_els_course2,total_ccp_t_fem_course2,total_ccp_t_hi7_course2,total_ccp_t_male_course2,total_ccp_t_mu7_course2,total_ccp_t_pi7_course2,total_ccp_t_swd_course2,total_ccp_t_wh7_course2,total_ib_h_am7_course2,total_ib_h_as7_course2,total_ib_h_all_course2,total_ib_h_bl7_course2,total_ib_h_els_course2,total_ib_h_fem_course2,total_ib_h_hi7_course2,total_ib_h_male_course2,total_ib_h_mu7_course2,total_ib_h_pi7_course2,total_ib_h_swd_course2,total_ib_h_wh7_course2,year_a_am7_course2,year_a_as7_course2,year_a_all_course2,year_a_bl7_course2,year_a_els_course2,year_a_fem_course2,year_a_hi7_course2,year_a_male_course2,year_a_mu7_course2,year_a_pi7_course2,year_a_swd_course2,year_a_wh7_course2,year_h_am7_course2,year_h_as7_course2,year_h_all_course2,year_h_bl7_course2,year_h_els_course2,year_h_fem_course2,year_h_hi7_course2,year_h_male_course2,year_h_mu7_course2,year_h_pi7_course2,year_h_swd_course2,year_h_wh7_course2,year_i_all_course2,year_i_fem_course2,year_i_hi7_course2,year_t_am7_course2,year_t_as7_course2,year_t_all_course2,year_t_bl7_course2,year_t_els_course2,year_t_fem_course2,year_t_hi7_course2,year_t_male_course2,year_t_mu7_course2,year_t_pi7_course2,year_t_swd_course2,year_t_wh7_course2
260357,,,,,,,,,,,,,1.19,0.79,100.0,10.67,,33.6,5.14,27.27,5.14,,,37.94,,,,,,,,,,,,,,,,,,,,,,,,2.62,1.12,100.0,22.85,0.94,50.56,10.11,49.44,8.8,0.19,8.8,54.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,253.0,27.0,,85.0,13.0,69.0,13.0,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,6.0,534.0,122.0,5.0,270.0,54.0,264.0,47.0,1.0,47.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
260359,,,,,,,,,,,,,,,100.0,23.81,,23.81,6.35,14.29,1.59,1.59,,4.76,,,,,,,,,,,,,,,,,,,,,,,,0.82,1.64,100.0,72.13,,50.0,9.02,50.0,5.74,0.82,13.93,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,15.0,,15.0,4.0,9.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,122.0,88.0,,61.0,11.0,61.0,7.0,1.0,17.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
260374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,30.0,10.0,50.0,60.0,50.0,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,1.0,5.0,6.0,5.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,2019.0,2019.0,,,,,,,,,,,,,,,
260388,,,,,,,,,,,,,,7.81,100.0,1.56,,31.25,4.69,14.06,4.69,,,26.56,,,,,,,,,,,,,,,,,,,,,,,,,6.9,100.0,13.79,,62.07,10.34,37.93,13.79,,,55.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,64.0,1.0,,20.0,3.0,9.0,3.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,29.0,4.0,,18.0,3.0,11.0,4.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,,2019.0,,,,,,,,,,,,,,,
260408,,,,,,,,,,,,,0.44,3.07,100.0,15.35,,44.3,8.77,25.44,6.58,0.44,,35.09,,,,,,,,,,,,,,,,,,,,,,,,0.35,2.84,100.0,44.68,1.06,46.45,12.06,53.55,7.45,1.06,5.67,31.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,228.0,35.0,,101.0,20.0,58.0,15.0,1.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,282.0,126.0,3.0,131.0,34.0,151.0,21.0,3.0,16.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
260411,,,,,,,,,,,,,,,100.0,3.33,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,68.18,1.52,40.91,7.58,59.09,9.09,,7.58,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,45.0,1.0,27.0,5.0,39.0,6.0,,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
260424,,,,,,,,,,,,,,5.08,100.0,18.64,,25.42,1.69,10.17,6.78,,,3.39,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.56,100.0,69.75,1.4,49.58,12.04,50.42,7.84,0.56,13.73,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,59.0,11.0,,15.0,1.0,6.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,357.0,249.0,5.0,177.0,43.0,180.0,28.0,2.0,49.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
260427,,,,,,,,,,,,,4.35,4.35,100.0,13.04,,17.39,4.35,13.04,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,3.89,0.82,100.0,41.39,1.23,50.0,14.14,50.0,9.43,0.41,10.25,29.92,,,,,,,,,,,,,,,,1.45,4.35,100.0,33.33,,62.32,4.35,37.68,10.14,,,46.38,,,,,,,,,,,,,1.0,1.0,23.0,3.0,,4.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,19.0,4.0,488.0,202.0,6.0,244.0,69.0,244.0,46.0,2.0,50.0,146.0,,,,,,,,,,,,,,,,1.0,3.0,69.0,23.0,,43.0,3.0,26.0,7.0,,,32.0,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
260446,,,,,,,,,,,,,0.56,5.56,100.0,8.06,,35.83,5.83,33.06,4.17,0.28,,44.44,,,,,,,,,,,,,,,,,,,,,,,,0.34,6.21,100.0,31.38,0.69,56.55,8.62,43.45,5.86,,4.14,47.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,20.0,360.0,29.0,,129.0,21.0,119.0,15.0,1.0,,160.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,290.0,91.0,2.0,164.0,25.0,126.0,17.0,,12.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
260449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,61.11,,38.89,5.56,61.11,5.56,,27.78,27.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11.0,,7.0,1.0,11.0,1.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
260455,,,,,,,,,,,,,,,100.0,12.0,,20.0,4.0,8.0,8.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,100.0,64.18,1.49,54.73,12.44,45.27,8.96,2.49,8.96,10.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,3.0,,5.0,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,201.0,129.0,3.0,110.0,25.0,91.0,18.0,5.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,1.25,100.0,40.0,,66.67,12.92,33.33,7.5,,0.42,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,240.0,96.0,,160.0,31.0,80.0,18.0,,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
270306,,,,,,,,,,,,,0.88,,100.0,0.88,,33.33,0.88,19.3,4.39,,,45.61,,,,,,,,,,,,,,,,,,,,,,,,,0.67,100.0,3.33,1.33,48.0,5.0,52.0,8.0,,9.67,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,114.0,1.0,,38.0,1.0,22.0,5.0,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,300.0,10.0,4.0,144.0,15.0,156.0,24.0,,29.0,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
270311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.51,100.0,2.05,,59.49,5.64,40.51,5.64,0.51,2.05,85.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,195.0,4.0,,116.0,11.0,79.0,11.0,1.0,4.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
280304,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,100.0,,33.33,2.78,19.44,,,,44.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,5.36,100.0,,1.79,39.29,10.71,60.71,3.57,,17.86,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,36.0,,12.0,1.0,7.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,56.0,,1.0,22.0,6.0,34.0,2.0,,10.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0
280316,,,,,,,,,,,,,0.7,1.4,100.0,1.4,,38.46,6.99,27.97,2.8,,0.7,53.15,,,,,,,,,,,,,,,,,,,,,,,,,2.76,100.0,1.66,5.52,44.75,18.78,55.25,1.66,,4.42,75.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,143.0,2.0,,55.0,10.0,40.0,4.0,,1.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,181.0,3.0,10.0,81.0,34.0,100.0,3.0,,8.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
280330,,,,,,,,,,,,,0.43,2.6,100.0,,,38.1,2.6,25.97,0.43,,0.87,58.01,,,,,,,,,,,,,,,,,,,,,,,,0.45,3.13,100.0,,1.79,49.11,9.38,50.89,3.13,,3.13,83.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,231.0,,,88.0,6.0,60.0,1.0,,2.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,224.0,,4.0,110.0,21.0,114.0,7.0,,7.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
290308,,,,,,,,,,,,,,,100.0,,,33.93,4.46,18.75,1.79,,1.79,46.43,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.99,100.0,3.58,0.99,44.73,7.75,55.27,2.78,,12.72,84.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,38.0,5.0,21.0,2.0,,2.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,503.0,18.0,5.0,225.0,39.0,278.0,14.0,,64.0,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
290314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,50.0,,,,100.0,,,25.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,4.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,,,2019.0,,,2019.0,2019.0
290315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,5.92,100.0,5.26,,64.47,14.47,35.53,4.61,,1.32,68.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,152.0,8.0,,98.0,22.0,54.0,7.0,,2.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
290324,,,,,,,,,,,,,,3.49,100.0,1.16,,20.93,1.16,13.95,2.33,,,26.74,,,,,,,,,,,,,,,,,,,,,,,,0.27,1.09,100.0,1.36,0.54,48.91,9.24,51.09,1.09,,12.23,86.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,86.0,1.0,,18.0,1.0,12.0,2.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,368.0,5.0,2.0,180.0,34.0,188.0,4.0,,45.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
290336,,,,,,,,,,,,,,2.96,100.0,1.97,,32.51,3.94,18.23,0.99,,0.99,40.89,,,,,,,,,,,,,,,,,,,,,,,,0.24,3.57,100.0,6.67,1.9,50.24,15.48,49.76,4.05,,10.95,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,203.0,4.0,,66.0,8.0,37.0,2.0,,2.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,420.0,28.0,8.0,211.0,65.0,209.0,17.0,,46.0,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
290348,,,,,,,,,,,,,,1.43,100.0,0.48,,34.29,0.95,21.9,0.95,,0.95,52.38,,,,,,,,,,,,,,,,,,,,,,,,0.52,,100.0,1.31,1.31,55.5,7.59,44.5,2.36,,7.59,88.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,210.0,1.0,,72.0,2.0,46.0,2.0,,2.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,382.0,5.0,5.0,212.0,29.0,170.0,9.0,,29.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
290349,,,,,,,,,,,,,,,100.0,,,78.57,,21.43,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,0.6,,100.0,3.92,0.6,51.51,6.02,48.49,2.11,,9.04,87.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,11.0,,3.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,332.0,13.0,2.0,171.0,20.0,161.0,7.0,,30.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
290365,,,,,,,,,,,,,,,100.0,,,21.43,,14.29,,,,35.71,,,,,,,,,,,,,,,,,,,,,,,,,0.63,100.0,0.63,0.63,60.63,3.75,39.38,1.25,,19.38,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,6.0,,4.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,160.0,1.0,1.0,97.0,6.0,63.0,2.0,,31.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
290388,,,,,,,,,,,,,,1.0,100.0,1.0,,18.0,1.0,25.0,2.0,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.72,100.0,2.15,1.08,55.56,6.09,44.44,1.43,,11.47,89.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,100.0,1.0,,18.0,1.0,25.0,2.0,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,279.0,6.0,3.0,155.0,17.0,124.0,4.0,,32.0,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
290389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,100.0,7.01,,49.68,7.01,50.32,2.55,,4.46,80.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,157.0,11.0,,78.0,11.0,79.0,4.0,,7.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
291336,,,,,,,,,,,,,,5.22,100.0,11.3,,36.52,17.39,15.65,6.09,,,12.17,,,,,,,,,,,,,,,,,,,,,,,,0.41,6.1,100.0,27.24,4.47,49.59,41.87,50.41,4.47,,8.13,19.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,115.0,13.0,,42.0,20.0,18.0,7.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,246.0,67.0,11.0,122.0,103.0,124.0,11.0,,20.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
292324,,,,,,,,,,,,,,1.33,100.0,17.33,,41.33,30.67,29.33,4.0,,,17.33,,,,,,,,,,,,,,,,,,,,,,,,,1.4,100.0,34.11,2.8,57.01,36.45,42.99,3.27,,5.61,24.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,75.0,13.0,,31.0,23.0,22.0,3.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,214.0,73.0,6.0,122.0,78.0,92.0,7.0,,12.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
298202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,100.0,50.0,,,,100.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,,2019.0,2019.0,,,,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
298204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.33,100.0,33.33,26.67,46.67,13.33,53.33,6.67,,73.33,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,5.0,4.0,7.0,2.0,8.0,1.0,,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
