agency_code,pct_ap_a_am7_course2,pct_ap_a_as7_course2,pct_ap_a_all_course2,pct_ap_a_bl7_course2,pct_ap_a_els_course2,pct_ap_a_fem_course2,pct_ap_a_hi7_course2,pct_ap_a_male_course2,pct_ap_a_mu7_course2,pct_ap_a_pi7_course2,pct_ap_a_swd_course2,pct_ap_a_wh7_course2,pct_ap_h_am7_course2,pct_ap_h_as7_course2,pct_ap_h_all_course2,pct_ap_h_bl7_course2,pct_ap_h_els_course2,pct_ap_h_fem_course2,pct_ap_h_hi7_course2,pct_ap_h_male_course2,pct_ap_h_mu7_course2,pct_ap_h_pi7_course2,pct_ap_h_swd_course2,pct_ap_h_wh7_course2,pct_ap_t_am7_course2,pct_ap_t_as7_course2,pct_ap_t_all_course2,pct_ap_t_bl7_course2,pct_ap_t_fem_course2,pct_ap_t_hi7_course2,pct_ap_t_male_course2,pct_ap_t_mu7_course2,pct_ap_t_pi7_course2,pct_ap_t_swd_course2,pct_ap_t_wh7_course2,pct_ccp_a_am7_course2,pct_ccp_a_as7_course2,pct_ccp_a_all_course2,pct_ccp_a_bl7_course2,pct_ccp_a_els_course2,pct_ccp_a_fem_course2,pct_ccp_a_hi7_course2,pct_ccp_a_male_course2,pct_ccp_a_mu7_course2,pct_ccp_a_pi7_course2,pct_ccp_a_swd_course2,pct_ccp_a_wh7_course2,pct_ccp_h_am7_course2,pct_ccp_h_as7_course2,pct_ccp_h_all_course2,pct_ccp_h_bl7_course2,pct_ccp_h_els_course2,pct_ccp_h_fem_course2,pct_ccp_h_hi7_course2,pct_ccp_h_male_course2,pct_ccp_h_mu7_course2,pct_ccp_h_pi7_course2,pct_ccp_h_swd_course2,pct_ccp_h_wh7_course2,pct_ccp_i_all_course2,pct_ccp_i_fem_course2,pct_ccp_i_hi7_course2,pct_ccp_t_am7_course2,pct_ccp_t_as7_course2,pct_ccp_t_all_course2,pct_ccp_t_bl7_course2,pct_ccp_t_els_course2,pct_ccp_t_fem_course2,pct_ccp_t_hi7_course2,pct_ccp_t_male_course2,pct_ccp_t_mu7_course2,pct_ccp_t_pi7_course2,pct_ccp_t_swd_course2,pct_ccp_t_wh7_course2,pct_ib_h_am7_course2,pct_ib_h_as7_course2,pct_ib_h_all_course2,pct_ib_h_bl7_course2,pct_ib_h_els_course2,pct_ib_h_fem_course2,pct_ib_h_hi7_course2,pct_ib_h_male_course2,pct_ib_h_mu7_course2,pct_ib_h_pi7_course2,pct_ib_h_swd_course2,pct_ib_h_wh7_course2,total_ap_a_am7_course2,total_ap_a_as7_course2,total_ap_a_all_course2,total_ap_a_bl7_course2,total_ap_a_els_course2,total_ap_a_fem_course2,total_ap_a_hi7_course2,total_ap_a_male_course2,total_ap_a_mu7_course2,total_ap_a_pi7_course2,total_ap_a_swd_course2,total_ap_a_wh7_course2,total_ap_h_am7_course2,total_ap_h_as7_course2,total_ap_h_all_course2,total_ap_h_bl7_course2,total_ap_h_els_course2,total_ap_h_fem_course2,total_ap_h_hi7_course2,total_ap_h_male_course2,total_ap_h_mu7_course2,total_ap_h_pi7_course2,total_ap_h_swd_course2,total_ap_h_wh7_course2,total_ap_t_am7_course2,total_ap_t_as7_course2,total_ap_t_all_course2,total_ap_t_bl7_course2,total_ap_t_fem_course2,total_ap_t_hi7_course2,total_ap_t_male_course2,total_ap_t_mu7_course2,total_ap_t_pi7_course2,total_ap_t_swd_course2,total_ap_t_wh7_course2,total_ccp_a_am7_course2,total_ccp_a_as7_course2,total_ccp_a_all_course2,total_ccp_a_bl7_course2,total_ccp_a_els_course2,total_ccp_a_fem_course2,total_ccp_a_hi7_course2,total_ccp_a_male_course2,total_ccp_a_mu7_course2,total_ccp_a_pi7_course2,total_ccp_a_swd_course2,total_ccp_a_wh7_course2,total_ccp_h_am7_course2,total_ccp_h_as7_course2,total_ccp_h_all_course2,total_ccp_h_bl7_course2,total_ccp_h_els_course2,total_ccp_h_fem_course2,total_ccp_h_hi7_course2,total_ccp_h_male_course2,total_ccp_h_mu7_course2,total_ccp_h_pi7_course2,total_ccp_h_swd_course2,total_ccp_h_wh7_course2,total_ccp_i_all_course2,total_ccp_i_fem_course2,total_ccp_i_hi7_course2,total_ccp_t_am7_course2,total_ccp_t_as7_course2,total_ccp_t_all_course2,total_ccp_t_bl7_course2,total_ccp_t_els_course2,total_ccp_t_fem_course2,total_ccp_t_hi7_course2,total_ccp_t_male_course2,total_ccp_t_mu7_course2,total_ccp_t_pi7_course2,total_ccp_t_swd_course2,total_ccp_t_wh7_course2,total_ib_h_am7_course2,total_ib_h_as7_course2,total_ib_h_all_course2,total_ib_h_bl7_course2,total_ib_h_els_course2,total_ib_h_fem_course2,total_ib_h_hi7_course2,total_ib_h_male_course2,total_ib_h_mu7_course2,total_ib_h_pi7_course2,total_ib_h_swd_course2,total_ib_h_wh7_course2,year_a_am7_course2,year_a_as7_course2,year_a_all_course2,year_a_bl7_course2,year_a_els_course2,year_a_fem_course2,year_a_hi7_course2,year_a_male_course2,year_a_mu7_course2,year_a_pi7_course2,year_a_swd_course2,year_a_wh7_course2,year_h_am7_course2,year_h_as7_course2,year_h_all_course2,year_h_bl7_course2,year_h_els_course2,year_h_fem_course2,year_h_hi7_course2,year_h_male_course2,year_h_mu7_course2,year_h_pi7_course2,year_h_swd_course2,year_h_wh7_course2,year_i_all_course2,year_i_fem_course2,year_i_hi7_course2,year_t_am7_course2,year_t_as7_course2,year_t_all_course2,year_t_bl7_course2,year_t_els_course2,year_t_fem_course2,year_t_hi7_course2,year_t_male_course2,year_t_mu7_course2,year_t_pi7_course2,year_t_swd_course2,year_t_wh7_course2
810384,,,,,,,,,,,,,,0.9,100.0,5.41,,35.14,3.6,21.62,2.7,,,44.14,,,,,,,,,,,,,,,,,,,,,,,,,0.83,100.0,11.88,1.38,50.55,5.8,49.45,4.97,,8.56,76.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,111.0,6.0,,39.0,4.0,24.0,3.0,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,362.0,43.0,5.0,183.0,21.0,179.0,18.0,,31.0,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
810385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,1.58,100.0,4.21,,57.89,10.53,42.11,3.16,,1.58,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,190.0,8.0,,110.0,20.0,80.0,6.0,,3.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
810386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,15.38,,42.31,,57.69,3.85,,15.38,80.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,4.0,,11.0,,15.0,1.0,,4.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,2019.0,,2019.0,2019.0,,2019.0,2019.0
81A000,0.61,4.85,100.0,2.42,,34.55,0.61,26.06,1.82,,,50.3,,,,,,,,,,,,,,,,,,,,,,,,,11.11,100.0,,,59.26,,40.74,7.41,,,81.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,165.0,4.0,,57.0,1.0,43.0,3.0,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,27.0,,,16.0,,11.0,2.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
81B000,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14,100.0,,,57.14,,42.86,4.76,,,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,42.0,,,24.0,,18.0,2.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,,2019.0,,2019.0,2019.0,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
820324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.39,100.0,12.99,0.39,59.45,55.91,40.55,3.94,,,26.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,254.0,33.0,1.0,151.0,142.0,103.0,10.0,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,2019.0,,,,,,,,,,,,,,,
820348,,,,,,,,,,,,,,,100.0,7.89,,44.74,28.95,23.68,,,2.63,31.58,,,,,,,,,,,,,,,,,,,,,,,,1.33,,100.0,12.44,3.11,66.67,45.33,33.33,2.67,,6.22,38.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,3.0,,17.0,11.0,9.0,,,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,225.0,28.0,7.0,150.0,102.0,75.0,6.0,,14.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
820349,,,,,,,,,,,,,,,100.0,11.76,,32.35,5.88,17.65,,,,32.35,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17.13,4.42,39.78,25.41,60.22,2.21,0.55,7.18,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,4.0,,11.0,2.0,6.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,31.0,8.0,72.0,46.0,109.0,4.0,1.0,13.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
820352,,,,,,,,,,,,,1.14,,100.0,1.14,,45.45,3.41,19.32,4.55,,,54.55,,,,,,,,,,,,,,,,,,,,,,,,1.36,,100.0,5.0,2.73,63.64,15.45,36.36,6.82,,3.18,71.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,88.0,1.0,,40.0,3.0,17.0,4.0,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,220.0,11.0,6.0,140.0,34.0,80.0,15.0,,7.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
820388,,,,,,,,,,,,,,,100.0,20.0,,,20.0,60.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,22.77,11.88,50.5,48.51,49.5,1.98,,2.97,26.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,23.0,12.0,51.0,49.0,50.0,2.0,,3.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
821308,,,,,,,,,,,,,3.85,0.77,100.0,6.92,,44.62,12.31,26.92,3.08,,0.77,44.62,,,,,,,,,,,,,,,,,,,,,,,,2.8,1.55,100.0,28.88,3.73,60.25,27.02,39.75,3.73,,2.48,36.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,130.0,9.0,,58.0,16.0,35.0,4.0,,1.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,322.0,93.0,12.0,194.0,87.0,128.0,12.0,,8.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
830316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.09,,100.0,90.91,,27.27,,72.73,,,18.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11.0,10.0,,3.0,,8.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,2019.0,2019.0,,2019.0,,2019.0,,,2019.0,
830343,,,,,,,,,,,,,5.56,0.79,100.0,10.32,,27.78,2.38,20.63,,,,29.37,,,,,,,,,,,,,,,,,,,,,,,,16.76,0.72,100.0,39.64,0.18,49.19,0.54,50.81,3.96,0.18,9.91,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,126.0,13.0,,35.0,3.0,26.0,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,93.0,4.0,555.0,220.0,1.0,273.0,3.0,282.0,22.0,1.0,55.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
830348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,2.92,100.0,18.71,,61.99,6.43,38.01,9.94,1.17,1.75,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,5.0,171.0,32.0,,106.0,11.0,65.0,17.0,2.0,3.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
840302,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,100.0,43.8,1.65,62.81,8.26,37.19,9.09,,5.79,32.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,121.0,53.0,2.0,76.0,10.0,45.0,11.0,,7.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
840332,,,,,,,,,,,,,,3.45,100.0,,,31.03,3.45,24.14,,,,48.28,,,,,,,,,,,,,,,,,,,,,,,,,3.56,100.0,6.15,0.97,47.9,1.94,52.1,2.59,,11.33,85.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,29.0,,,9.0,1.0,7.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,309.0,19.0,3.0,148.0,6.0,161.0,8.0,,35.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
840356,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,100.0,13.83,1.29,42.44,7.72,57.56,2.57,,9.97,75.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,311.0,43.0,4.0,132.0,24.0,179.0,8.0,,31.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
840361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,16.22,100.0,6.76,0.68,64.86,15.54,35.14,4.05,,,56.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,24.0,148.0,10.0,1.0,96.0,23.0,52.0,6.0,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,2019.0,,,,,,,,,,,,,,,
840366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,50.0,,50.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,3.0,,3.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,,2019.0,,2019.0,,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
840368,,,,,,,,,,,,,,,100.0,,,29.79,2.13,17.02,2.13,,,42.55,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,100.0,1.18,1.48,43.79,10.65,56.21,0.59,,9.47,86.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,14.0,1.0,8.0,1.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,338.0,4.0,5.0,148.0,36.0,190.0,2.0,,32.0,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
840370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,37.5,,25.0,,75.0,,,37.5,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,,2.0,,6.0,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,2019.0,,2019.0,,,2019.0,2019.0,,,,,,,,,,,,,,,
84B000,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,100.0,,40.74,0.46,21.3,1.39,0.46,,56.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,216.0,,88.0,1.0,46.0,3.0,1.0,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0
850324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,44.44,,55.56,11.11,,33.33,88.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,4.0,,5.0,1.0,,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,,2019.0,,2019.0,2019.0,,2019.0,2019.0
850332,,,,,,,,,,,,,,,100.0,,,14.29,4.76,4.76,,,,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.56,1.56,62.5,5.47,37.5,3.91,,11.72,89.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,3.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,2.0,2.0,80.0,7.0,48.0,5.0,,15.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
850352,,,,,,,,,,,,,,,100.0,,,28.26,2.17,23.91,4.35,,,45.65,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,8.6,1.08,56.45,3.23,43.55,3.76,,9.68,84.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,13.0,1.0,11.0,2.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,16.0,2.0,105.0,6.0,81.0,7.0,,18.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
850358,,,,,,,,,,,,,,,100.0,,,29.85,1.49,11.94,1.49,,,38.81,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.56,100.0,1.12,0.28,49.58,3.64,50.42,3.64,,7.28,90.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,20.0,1.0,8.0,1.0,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,357.0,4.0,1.0,177.0,13.0,180.0,13.0,,26.0,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
850360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.12,,64.25,5.03,35.75,1.68,,1.12,92.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,2.0,,115.0,9.0,64.0,3.0,,2.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
860316,,,,,,,,,,,,,,1.35,100.0,,,22.97,4.05,21.62,,,,39.19,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,100.0,2.99,2.39,47.16,12.84,52.84,1.79,,9.85,81.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,74.0,,,17.0,3.0,16.0,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,335.0,10.0,8.0,158.0,43.0,177.0,6.0,,33.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
860336,,,,,,,,,,,,,,,100.0,,,30.36,1.79,35.71,1.79,,,62.5,,,,,,,,,,,,,,,,,,,,,,,,,0.45,100.0,2.23,3.79,48.33,14.25,51.67,4.23,,8.69,78.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,17.0,1.0,20.0,1.0,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,449.0,10.0,17.0,217.0,64.0,232.0,19.0,,39.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
860352,,,,,,,,,,,,,,,100.0,,,36.11,11.11,26.39,,,,51.39,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.12,3.72,57.25,26.02,42.75,0.74,,3.72,72.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,26.0,8.0,19.0,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,3.0,10.0,154.0,70.0,115.0,2.0,,10.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
860354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,100.0,0.95,1.59,60.63,41.9,39.37,3.17,,0.63,52.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,315.0,3.0,5.0,191.0,132.0,124.0,10.0,,2.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
861308,,,,,,,,,,,,,,1.92,100.0,,,34.62,7.69,21.15,1.92,,,44.23,,,,,,,,,,,,,,,,,,,,,,,,,2.34,100.0,1.56,3.91,57.81,25.0,42.19,7.03,,3.91,64.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,52.0,,,18.0,4.0,11.0,1.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,128.0,2.0,5.0,74.0,32.0,54.0,9.0,,5.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
862312,,,,,,,,,,,,,,,100.0,,,32.2,3.39,32.2,3.39,,,57.63,,,,,,,,,,,,,,,,,,,,,,,,,2.04,100.0,6.94,2.86,57.14,14.29,42.86,3.67,,5.71,73.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,19.0,2.0,19.0,2.0,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,245.0,17.0,7.0,140.0,35.0,105.0,9.0,,14.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
86T000,,,100.0,,,15.38,,7.69,,,,23.08,,,,,,,,,,,,,,,,,,,,,,,,,7.14,100.0,,,71.43,,28.57,,,,92.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,2.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,,,10.0,,4.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,,2019.0,,2019.0,,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
