agency_code,School Name,IndianPct,AsianPct,HispanicPct,BlackPct,WhitePct,PacificIslandPct,TwoOrMorePct,MinorityPct,IndianMalePct,AsianMalePct,HispanicMalePct,BlackMalePct,WhiteMalePct,PacificIslandMalePct,TwoOrMoreMalePct,MinorityMalePct,IndianFemalePct,AsianFemalePct,HispanicFemalePct,BlackFemalePct,WhiteFemalePct,MinorityFemalePct,PacificIslandFemalePct,TwoOrMoreFemalePct
010303,ABSS Early College at ACC,0.004329004329004329,0.025974025974025976,0.31601731601731603,0.15584415584415584,0.45454545454545453,0.0,0.04329004329004329,0.5454545454545454,0.004329004329004329,0.017316017316017316,0.11255411255411256,0.05194805194805195,0.22943722943722944,0.0,0.012987012987012988,0.19913419913419914,0.0,0.008658008658008658,0.20346320346320346,0.1038961038961039,0.22510822510822512,0.3463203463203463,0.0,0.030303030303030304
010304,Alexander Wilson Elementary,0.001658374792703151,0.01990049751243781,0.2620232172470978,0.087893864013267,0.5754560530679934,0.001658374792703151,0.05140961857379768,0.42454394693200664,0.001658374792703151,0.008291873963515755,0.14096185737976782,0.04809286898839138,0.3101160862354892,0.001658374792703151,0.01658374792703151,0.21724709784411278,0.0,0.011608623548922056,0.12106135986733002,0.03980099502487562,0.26533996683250416,0.20729684908789386,0.0,0.03482587064676617
010308,Altamahaw-Ossipee Elementary,0.0016233766233766235,0.0,0.1444805194805195,0.10064935064935066,0.689935064935065,0.0,0.0633116883116883,0.31006493506493504,0.0016233766233766235,0.0,0.056818181818181816,0.04707792207792208,0.3685064935064935,0.0,0.037337662337662336,0.14285714285714285,0.0,0.0,0.08766233766233766,0.05357142857142857,0.32142857142857145,0.1672077922077922,0.0,0.025974025974025976
010310,Broadview Middle,0.0036809815950920245,0.0049079754601227,0.5423312883435583,0.3398773006134969,0.08098159509202454,0.001226993865030675,0.026993865030674847,0.9190184049079755,0.00245398773006135,0.00245398773006135,0.2773006134969325,0.17791411042944785,0.04539877300613497,0.0,0.014723926380368098,0.47484662576687114,0.001226993865030675,0.00245398773006135,0.2650306748466258,0.1619631901840491,0.03558282208588957,0.4441717791411043,0.001226993865030675,0.012269938650306749
010312,Highland Elementary,0.0030257186081694403,0.06656580937972768,0.12708018154311648,0.21482602118003025,0.529500756429652,0.0,0.059001512859304085,0.47049924357034795,0.0030257186081694403,0.04236006051437216,0.06959152798789713,0.0907715582450832,0.24962178517397882,0.0,0.037821482602118005,0.24357034795763993,0.0,0.024205748865355523,0.057488653555219364,0.12405446293494705,0.27987897125567324,0.22692889561270801,0.0,0.02118003025718608
010320,E M Yoder Elementary,0.0,0.00847457627118644,0.11581920903954802,0.18926553672316385,0.6412429378531074,0.0,0.04519774011299435,0.3587570621468927,0.0,0.0,0.062146892655367235,0.10734463276836158,0.3361581920903955,0.0,0.014124293785310734,0.18361581920903955,0.0,0.00847457627118644,0.05367231638418079,0.08192090395480225,0.3050847457627119,0.1751412429378531,0.0,0.031073446327683617
010324,Eastern Alamance High,0.0041946308724832215,0.012583892617449664,0.174496644295302,0.23154362416107382,0.5100671140939598,0.0025167785234899327,0.06459731543624161,0.4899328859060403,0.0016778523489932886,0.00587248322147651,0.0964765100671141,0.12332214765100671,0.28104026845637586,0.0016778523489932886,0.031879194630872486,0.2609060402684564,0.0025167785234899327,0.006711409395973154,0.07802013422818792,0.10822147651006711,0.22902684563758388,0.22902684563758388,0.0008389261744966443,0.03271812080536913
010326,Eastlawn Elementary,0.0017857142857142857,0.0,0.5071428571428571,0.3357142857142857,0.10714285714285714,0.0,0.048214285714285716,0.8928571428571429,0.0,0.0,0.2982142857142857,0.1767857142857143,0.0625,0.0,0.019642857142857142,0.49464285714285716,0.0017857142857142857,0.0,0.20892857142857144,0.15892857142857142,0.044642857142857144,0.3982142857142857,0.0,0.02857142857142857
010328,Edwin M Holt Elementary,0.0032626427406199023,0.004893964110929853,0.09787928221859707,0.048939641109298535,0.802610114192496,0.0,0.04241435562805873,0.19738988580750408,0.0016313213703099511,0.0016313213703099511,0.05546492659053834,0.03099510603588907,0.43230016313213704,0.0,0.01957585644371941,0.10929853181076672,0.0016313213703099511,0.0032626427406199023,0.04241435562805873,0.01794453507340946,0.3703099510603589,0.08809135399673736,0.0,0.022838499184339316
010340,Elon Elementary,0.003947368421052632,0.011842105263157895,0.19342105263157894,0.14736842105263157,0.5592105263157895,0.0013157894736842105,0.08289473684210526,0.4407894736842105,0.0013157894736842105,0.003947368421052632,0.10789473684210527,0.08157894736842106,0.2710526315789474,0.0,0.04342105263157895,0.2381578947368421,0.002631578947368421,0.007894736842105263,0.08552631578947369,0.06578947368421052,0.2881578947368421,0.2026315789473684,0.0013157894736842105,0.039473684210526314
