agency_code,adm_central expense_funds2,adm_employee benefits_funds2,adm_instructional equip._funds2,adm_other objects_funds2,adm_purchased services_funds2,adm_salaries_funds2,adm_supplies & materials_funds2,adm_total_funds2,federal_funds_central expense_funds2,federal_funds_employee benefits_funds2,federal_funds_instructional equip._funds2,federal_funds_other objects_funds2,federal_funds_purchased services_funds2,federal_funds_salaries_funds2,federal_funds_supplies & materials_funds2,federal_funds_total_funds2,federal_ppe_central expense_funds2,federal_ppe_employee benefits_funds2,federal_ppe_instructional equip._funds2,federal_ppe_other objects_funds2,federal_ppe_purchased services_funds2,federal_ppe_salaries_funds2,federal_ppe_supplies & materials_funds2,federal_ppe_total_funds2,local_funds_central expense_funds2,local_funds_employee benefits_funds2,local_funds_instructional equip._funds2,local_funds_other objects_funds2,local_funds_purchased services_funds2,local_funds_salaries_funds2,local_funds_supplies & materials_funds2,local_funds_total_funds2,local_ppe_central expense_funds2,local_ppe_employee benefits_funds2,local_ppe_instructional equip._funds2,local_ppe_other objects_funds2,local_ppe_purchased services_funds2,local_ppe_salaries_funds2,local_ppe_supplies & materials_funds2,local_ppe_total_funds2,state_funds_central expense_funds2,state_funds_employee benefits_funds2,state_funds_instructional equip._funds2,state_funds_other objects_funds2,state_funds_purchased services_funds2,state_funds_salaries_funds2,state_funds_supplies & materials_funds2,state_funds_total_funds2,state_ppe_central expense_funds2,state_ppe_employee benefits_funds2,state_ppe_instructional equip._funds2,state_ppe_other objects_funds2,state_ppe_purchased services_funds2,state_ppe_salaries_funds2,state_ppe_supplies & materials_funds2,state_ppe_total_funds2,total_funds_central expense_funds2,total_funds_employee benefits_funds2,total_funds_instructional equip._funds2,total_funds_other objects_funds2,total_funds_purchased services_funds2,total_funds_salaries_funds2,total_funds_supplies & materials_funds2,total_funds_total_funds2,total_ppe_central expense_funds2,total_ppe_employee benefits_funds2,total_ppe_instructional equip._funds2,total_ppe_other objects_funds2,total_ppe_purchased services_funds2,total_ppe_salaries_funds2,total_ppe_supplies & materials_funds2,total_ppe_total_funds2
290356,306,306,306,306,306,306,306,306,807.84,56674.26,1664.64,0.0,11940.12,141910.56,88173.9,301168.0,2.64,185.21,5.44,0.0,39.02,463.76,288.15,984.22,5079.6,78244.2,1523.88,0.0,173336.76,207657.72,61652.88,527491.0,16.6,255.7,4.98,0.0,566.46,678.62,201.48,1723.84,51062.22,544395.42,28008.18,0.0,26823.96,1449953.46,91830.6,2192071.0,166.87,1779.07,91.53,0.0,87.66,4738.41,300.1,7163.64,56948,679313,31195,0,212099,1799520,241655,3020730,186.11,2219.98,101.95,0.0,693.14,5880.79,789.73,9871.7
290364,239,239,239,239,239,239,239,239,630.96,61865.15,1744.7,0.0,4462.13,178282.05,73153.12,320136.0,2.64,258.85,7.3,0.0,18.67,745.95,306.08,1339.49,3967.4,66635.59,5148.06,0.0,106899.92,174142.57,56274.94,413065.0,16.6,278.81,21.54,0.0,447.28,728.63,235.46,1728.32,39881.93,404309.13,21875.67,0.0,111352.49,1085937.13,63588.34,1726942.0,166.87,1691.67,91.53,0.0,465.91,4543.67,266.06,7225.71,44478,532809,28767,0,222713,1438361,193015,2460143,186.11,2229.33,120.37,0.0,931.86,6018.25,807.6,10293.52
290365,366,366,366,366,366,366,366,366,966.24,88831.86,1720.2,0.0,5405.82,203788.8,106301.04,407011.0,2.64,242.71,4.7,0.0,14.77,556.8,290.44,1112.06,6075.6,103457.22,2895.06,0.0,171064.74,345533.28,117299.34,746323.0,16.6,282.67,7.91,0.0,467.39,944.08,320.49,2039.14,61074.42,630526.5,33499.98,0.0,34063.62,1772219.58,115835.34,2647216.0,166.87,1722.75,91.53,0.0,93.07,4842.13,316.49,7232.84,68115,822814,38114,0,210532,2321540,339435,3800550,186.11,2248.13,104.14,0.0,575.23,6343.01,927.42,10384.04
290366,603,603,603,603,603,603,603,603,1591.92,107786.25,2683.35,0.0,14972.49,297447.84,133588.62,558067.0,2.64,178.75,4.45,0.0,24.83,493.28,221.54,925.49,10009.8,118061.37,2653.2,0.0,296121.24,320289.48,108769.14,855902.0,16.6,195.79,4.4,0.0,491.08,531.16,180.38,1419.41,100622.61,926744.67,55192.59,0.0,199490.49,2552390.46,150689.7,3985127.0,166.87,1536.89,91.53,0.0,330.83,4232.82,249.9,6608.84,112222,1152591,60528,0,510583,3170126,393046,5399096,186.11,1911.43,100.38,0.0,846.74,5257.26,651.82,8953.74
290367,278,278,278,278,278,278,278,278,733.92,45094.38,575.46,0.0,5865.8,112275.86,39092.36,203634.0,2.64,162.21,2.07,0.0,21.1,403.87,140.62,732.51,4614.8,67128.66,936.86,0.0,115325.52,184238.94,33118.14,405359.0,16.6,241.47,3.37,0.0,414.84,662.73,119.13,1458.14,46389.86,519790.5,25445.34,0.0,25781.72,1388896.34,72207.72,2078508.0,166.87,1869.75,91.53,0.0,92.74,4996.03,259.74,7476.66,51736,632012,26956,0,146971,1685409,144417,2687501,186.11,2273.43,96.97,0.0,528.68,6062.63,519.49,9667.31
290375,343,343,343,343,343,343,343,343,905.52,80718.19,10351.74,0.0,5289.06,215342.26,80275.72,392880.0,2.64,235.33,30.18,0.0,15.42,627.82,234.04,1145.43,5693.8,73765.58,5553.17,0.0,167380.57,190653.12,59428.18,502472.0,16.6,215.06,16.19,0.0,487.99,555.84,173.26,1464.94,57236.41,599666.9,31394.79,0.0,31521.7,1585157.35,85907.78,2390881.0,166.87,1748.3,91.53,0.0,91.9,4621.45,250.46,6970.51,63834,754149,47298,0,204190,1991152,225610,3286233,186.11,2198.69,137.9,0.0,595.31,5805.11,657.76,9580.88
290376,631,631,631,631,631,631,631,631,1665.84,100947.38,5382.43,0.0,8903.41,223102.67,124900.14,464899.0,2.64,159.98,8.53,0.0,14.11,353.57,197.94,736.77,10474.6,136794.49,4877.63,0.0,275059.21,370157.22,101111.44,898472.0,16.6,216.79,7.73,0.0,435.91,586.62,160.24,1423.89,105294.97,867549.28,57755.43,0.0,53161.75,2218810.54,150064.42,3452633.0,166.87,1374.88,91.53,0.0,84.25,3516.34,237.82,5471.69,117433,1105290,68014,0,337123,2812069,376075,4816004,186.11,1751.65,107.79,0.0,534.27,4456.53,596.0,7632.35
290380,841,841,841,841,841,841,841,841,2220.24,74100.51,5239.43,0.0,13851.27,155391.57,97404.62,348205.0,2.64,88.11,6.23,0.0,16.47,184.77,115.82,414.04,13960.6,173607.63,20360.61,0.0,321505.89,490504.84,126124.77,1146060.0,16.6,206.43,24.21,0.0,382.29,583.24,149.97,1362.74,140337.67,1132919.51,76976.73,0.0,102946.81,2846860.69,200174.82,4500212.0,166.87,1347.11,91.53,0.0,122.41,3385.09,238.02,5351.03,156517,1380626,102575,0,438302,3492755,423702,5994477,186.11,1641.65,121.97,0.0,521.17,4153.1,503.81,7127.81
290384,549,549,549,549,549,549,549,549,1449.36,65567.07,7987.95,0.0,8547.93,179429.67,119045.16,382024.0,2.64,119.43,14.55,0.0,15.57,326.83,216.84,695.86,9113.4,108531.81,5374.71,0.0,228521.25,304755.39,85929.48,742223.0,16.6,197.69,9.79,0.0,416.25,555.11,156.52,1351.96,91611.63,853546.77,50249.97,0.0,74158.92,2255302.98,137041.38,3461907.0,166.87,1554.73,91.53,0.0,135.08,4108.02,249.62,6305.85,102173,1027644,63610,0,311226,2739486,342015,4586154,186.11,1871.85,115.87,0.0,566.9,4989.96,622.98,8353.67
290388,727,727,727,727,727,727,727,727,1919.28,42049.68,3983.96,0.0,25932.09,66360.56,91318.47,231561.0,2.64,57.84,5.48,0.0,35.67,91.28,125.61,318.52,12068.2,169609.1,3584.11,0.0,363805.34,503302.1,110947.47,1163315.0,16.6,233.3,4.93,0.0,500.42,692.3,152.61,1600.16,121314.49,1157551.21,66542.31,0.0,63263.54,3074817.42,222265.71,4705752.0,166.87,1592.23,91.53,0.0,87.02,4229.46,305.73,6472.84,135301,1369209,74109,0,453000,3644479,424530,6100628,186.11,1883.37,101.94,0.0,623.11,5013.04,583.95,8391.52
290389,172,172,172,172,172,172,172,172,454.08,5442.08,622.64,0.0,2248.04,4879.64,9052.36,22697.0,2.64,31.64,3.62,0.0,13.07,28.37,52.63,131.97,2855.2,78884.36,2225.68,0.0,116767.36,229637.2,18741.12,449109.0,16.6,458.63,12.94,0.0,678.88,1335.1,108.96,2611.11,28701.64,303908.52,15743.16,0.0,98836.36,869707.68,149480.04,1466375.0,166.87,1766.91,91.53,0.0,574.63,5056.44,869.07,8525.45,32010,388234,18590,0,217851,1104223,177273,1938181,186.11,2257.18,108.09,0.0,1266.58,6419.91,1030.66,11268.53
291308,378,378,378,378,378,378,378,378,45753.12,69937.56,2952.18,0.0,23719.5,255403.26,236004.3,633768.0,121.04,185.02,7.81,0.0,62.75,675.67,624.35,1676.64,114371.46,104282.64,-464.94,0.0,325355.94,314057.52,1058.4,858659.0,302.57,275.88,-1.23,0.0,860.73,830.84,2.8,2271.59,146214.18,722331.54,30274.02,0.0,102192.3,1867550.58,66546.9,2935107.0,386.81,1910.93,80.09,0.0,270.35,4940.61,176.05,7764.84,306338,896550,32762,0,451266,2437010,303608,4427534,810.42,2371.83,86.67,0.0,1193.83,6447.12,803.2,11713.07
291332,739,739,739,739,739,739,739,739,89448.56,86100.89,13612.38,0.0,47399.46,373741.86,316417.63,926717.0,121.04,116.51,18.42,0.0,64.14,505.74,428.17,1254.02,223599.23,177130.91,-2150.49,0.0,604834.55,568749.18,29271.79,1601433.0,302.57,239.69,-2.91,0.0,818.45,769.62,39.61,2167.03,285852.59,983756.8,59186.51,0.0,200158.15,2627122.83,129635.38,4285709.0,386.81,1331.2,80.09,0.0,270.85,3554.97,175.42,5799.34,598899,1246986,70648,0,852391,3569612,475323,6813859,810.42,1687.4,95.6,0.0,1153.44,4830.33,643.2,9220.39
291336,789,789,789,789,789,789,789,789,95500.56,90585.09,16513.77,0.0,35852.16,350939.31,300703.68,890092.0,121.04,114.81,20.93,0.0,45.44,444.79,381.12,1128.13,238727.73,226435.11,-2611.59,0.0,702809.64,769282.89,68216.94,2002858.0,302.57,286.99,-3.31,0.0,890.76,975.01,86.46,2538.48,305193.09,1243432.44,63191.01,0.0,218734.47,3356989.86,152852.97,5340391.0,386.81,1575.96,80.09,0.0,277.23,4254.74,193.73,6768.56,639420,1560452,77093,0,957395,4477210,521771,8233341,810.42,1977.76,97.71,0.0,1213.43,5674.54,661.31,10435.17
291340,388,388,388,388,388,388,388,388,46963.52,91513.68,1385.16,0.0,17743.24,280151.52,219608.0,657363.0,121.04,235.86,3.57,0.0,45.73,722.04,566.0,1694.24,117397.16,66553.64,-217.28,0.0,292683.92,216829.92,1229.96,694474.0,302.57,171.53,-0.56,0.0,754.34,558.84,3.17,1789.89,150082.28,709302.8,31074.92,0.0,104895.8,1864433.12,66545.88,2926331.0,386.81,1828.1,80.09,0.0,270.35,4805.24,171.51,7542.1,314442,867368,32242,0,415321,2361413,287382,4278168,810.42,2235.49,83.1,0.0,1070.42,6086.12,740.68,11026.23
291348,221,221,221,221,221,221,221,221,26749.84,90709.45,2495.09,0.0,10661.04,254516.86,225004.52,610134.0,121.04,410.45,11.29,0.0,48.24,1151.66,1018.12,2760.8,66867.97,55733.99,-393.38,0.0,204575.28,192499.84,-5812.3,513469.0,302.57,252.19,-1.78,0.0,925.68,871.04,-26.3,2323.4,85485.01,556011.69,17699.89,0.0,60293.22,1416126.01,39669.5,2175283.0,386.81,2515.89,80.09,0.0,272.82,6407.81,179.5,9842.92,179101,702453,19801,0,275529,1863141,258861,3298886,810.42,3178.53,89.6,0.0,1246.74,8430.51,1171.32,14927.12
291350,38,38,38,38,38,38,38,38,4599.52,11719.2,79.8,0.0,1308.72,51762.46,2916.5,72383.0,121.04,308.4,2.1,0.0,34.44,1362.17,76.75,1904.9,11497.66,97650.88,-12.54,0.0,49306.52,262526.8,20451.98,441418.0,302.57,2569.76,-0.33,0.0,1297.54,6908.6,538.21,11616.35,14698.78,177881.42,3043.42,0.0,14965.16,422489.7,5304.8,638380.0,386.81,4681.09,80.09,0.0,393.82,11118.15,139.6,16799.56,30794,287250,3110,0,65579,736777,28671,1152181,810.42,7559.25,81.86,0.0,1725.8,19388.92,754.56,30320.81
291352,420,420,420,420,420,420,420,420,50836.8,93832.2,5296.2,0.0,19147.8,317520.0,227026.8,713657.0,121.04,223.41,12.61,0.0,45.59,756.0,540.54,1699.19,127079.4,111329.4,-835.8,0.0,361842.6,317717.4,781.2,917913.0,302.57,265.07,-1.99,0.0,861.53,756.47,1.86,2185.51,162460.2,630882.0,33637.8,0.0,113971.2,1670113.2,71622.6,2682685.0,386.81,1502.1,80.09,0.0,271.36,3976.46,170.53,6387.35,340375,836043,38098,0,494960,2305350,299429,4314255,810.42,1990.58,90.71,0.0,1178.48,5488.93,712.93,10272.05
292316,373,373,373,373,373,373,373,373,40947.94,128625.32,17501.16,0.0,54167.06,356170.24,284666.14,882076.0,109.78,344.84,46.92,0.0,145.22,954.88,763.18,2364.82,303838.34,111601.6,5863.56,0.0,163459.79,307049.87,98770.4,990580.0,814.58,299.2,15.72,0.0,438.23,823.19,264.8,2655.72,200812.01,596382.24,30988.84,0.0,36035.53,1581374.53,60209.66,2505800.0,538.37,1598.88,83.08,0.0,96.61,4239.61,161.42,6717.97,545597,836608,54352,0,253661,2244593,443645,4378456,1462.73,2242.92,145.72,0.0,680.06,6017.68,1189.4,11738.51
292318,723,723,723,723,723,723,723,723,79370.94,252587.28,33923.16,0.0,104451.81,700290.57,475661.7,1646282.0,109.78,349.36,46.92,0.0,144.47,968.59,657.9,2277.02,588941.34,175746.84,11365.56,0.0,290530.32,446604.33,178674.99,1691860.0,814.58,243.08,15.72,0.0,401.84,617.71,247.13,2340.06,389241.51,1164008.31,60066.84,0.0,69849.03,3022602.72,101993.61,4807759.0,538.37,1609.97,83.08,0.0,96.61,4180.64,141.07,6649.74,1057552,1592341,105354,0,464830,4169496,756328,8145901,1462.73,2202.41,145.72,0.0,642.92,5766.94,1046.1,11266.82
292320,516,516,516,516,516,516,516,516,56646.48,151435.68,27038.4,0.0,67580.52,444957.12,326514.48,1074170.0,109.78,293.48,52.4,0.0,130.97,862.32,632.78,2081.73,420323.28,157612.2,8111.52,0.0,278294.28,451546.44,120697.56,1436583.0,814.58,305.45,15.72,0.0,539.33,875.09,233.91,2784.08,277798.92,785161.08,42869.28,0.0,90898.56,2248991.16,87446.52,3533163.0,538.37,1521.63,83.08,0.0,176.16,4358.51,169.47,6847.22,754767,1094208,78018,0,436772,3145494,534657,6043916,1462.73,2120.56,151.2,0.0,846.46,6095.92,1036.16,11713.03
292324,642,642,642,642,642,642,642,642,70478.76,108189.84,30122.64,0.0,89321.46,314124.18,382503.6,994737.0,109.78,168.52,46.92,0.0,139.13,489.29,595.8,1549.44,522960.36,302202.24,10092.24,0.0,322874.64,888007.98,177179.16,2223314.0,814.58,470.72,15.72,0.0,502.92,1383.19,275.98,3463.11,345633.54,1096349.82,67076.16,0.0,125190.0,2939268.6,92621.34,4666137.0,538.37,1707.71,104.48,0.0,195.0,4578.3,144.27,7268.13,939071,1506740,107290,0,537385,4141399,652303,7884188,1462.73,2346.95,167.12,0.0,837.05,6450.78,1016.05,12280.68
295300,238,238,238,238,238,238,238,238,0.0,39046.0,0.0,0.0,17900.0,143364.0,7960.0,208270.0,0.0,164.06,0.0,0.0,75.21,602.37,33.45,875.09,0.0,56.0,0.0,0.0,9409.0,0.0,5573.0,15038.0,0.0,0.24,0.0,0.0,39.53,0.0,23.42,63.19,0.0,321172.0,0.0,0.0,497337.0,817196.0,21754.0,1657459.0,0.0,1349.46,0.0,0.0,2089.65,3433.6,91.4,6964.11,0,360274,0,0,524646,960560,35287,1880767,0.0,1513.76,0.0,0.0,2204.39,4035.97,148.27,7902.39
300306,20,20,20,20,20,20,20,20,313.2,20428.2,3565.0,0.0,6763.4,22623.0,26967.2,80659.0,15.66,1021.41,178.25,0.0,338.17,1131.15,1348.36,4033.0,7033.0,37614.6,1401.0,0.0,53065.0,100024.8,16769.8,215906.0,351.65,1880.73,70.05,0.0,2653.25,5001.24,838.49,10795.41,2858.4,180818.8,635.4,0.0,9627.4,490841.8,6228.6,691007.0,142.92,9040.94,31.77,0.0,481.37,24542.09,311.43,34550.52,10204,238860,5601,0,69455,613488,49964,987572,510.23,11943.08,280.07,0.0,3472.79,30674.48,2498.28,49378.93
300308,448,448,448,448,448,448,448,448,7015.68,129579.52,7378.56,0.0,9152.64,321086.08,121873.92,596083.0,15.66,289.24,16.47,0.0,20.43,716.71,272.04,1330.55,157539.2,165979.52,2898.56,0.0,164017.28,479122.56,125740.16,1095295.0,351.65,370.49,6.47,0.0,366.11,1069.47,280.67,2444.86,64028.16,756461.44,14232.96,0.0,72311.68,1949924.48,50794.24,2907750.0,142.92,1688.53,31.77,0.0,161.41,4352.51,113.38,6490.52,228582,1052019,24508,0,245480,2750132,298407,4599128,510.23,2348.26,54.71,0.0,547.95,6138.69,666.09,10265.93
300310,354,354,354,354,354,354,354,354,5543.64,89395.62,361.08,0.0,7448.16,209564.46,72300.96,384611.0,15.66,252.53,1.02,0.0,21.04,591.99,204.24,1086.48,124484.1,122678.7,141.6,0.0,145352.4,382401.42,108596.58,883652.0,351.65,346.55,0.4,0.0,410.6,1080.23,306.77,2496.2,50593.68,685361.7,11246.58,0.0,73331.1,1801605.12,46051.86,2668187.0,142.92,1936.05,31.77,0.0,207.15,5089.28,130.09,7537.26,180620,897434,11748,0,226131,2393570,226947,3936450,510.23,2535.13,33.19,0.0,638.79,6761.5,641.1,11119.94
300312,1719,1719,1719,1719,1719,1719,1719,1719,26919.54,216078.3,25613.1,0.0,21642.21,583995.87,278031.06,1152278.0,15.66,125.7,14.9,0.0,12.59,339.73,161.74,670.32,604486.35,598538.61,32385.96,0.0,721154.88,1703374.29,295169.49,3955106.0,351.65,348.19,18.84,0.0,419.52,990.91,171.71,2300.82,245679.48,2269698.84,76925.25,0.0,308268.27,6039964.35,252039.78,9192573.0,142.92,1320.36,44.75,0.0,179.33,3513.65,146.62,5347.63,877084,3084314,134923,0,1051064,8327333,825239,14299957,510.23,1794.25,78.49,0.0,611.44,4844.29,480.07,8318.77
300314,173,173,173,173,173,173,173,173,2709.18,1200.62,0.0,0.0,4779.99,13549.36,11762.27,33999.0,15.66,6.94,0.0,0.0,27.63,78.32,67.99,196.54,60835.45,18564.63,0.0,0.0,12099.62,76568.07,23521.08,191587.0,351.65,107.31,0.0,0.0,69.94,442.59,135.96,1107.45,24725.16,172522.52,5496.21,0.0,52306.55,459327.11,59811.29,774187.0,142.92,997.24,31.77,0.0,302.35,2655.07,345.73,4475.08,88269,192286,5496,0,69184,549444,95094,999773,510.23,1111.49,31.77,0.0,399.92,3175.98,549.68,5779.07
300320,558,558,558,558,558,558,558,558,8738.28,110484.0,753.3,0.0,9151.2,316787.76,138551.4,584464.0,15.66,198.0,1.35,0.0,16.4,567.72,248.3,1047.43,196220.7,205388.64,295.74,0.0,196393.68,594119.34,144622.44,1337037.0,351.65,368.08,0.53,0.0,351.96,1064.73,259.18,2396.13,79749.36,941797.98,17727.66,0.0,79369.92,2406581.46,68170.86,3593393.0,142.92,1687.81,31.77,0.0,142.24,4312.87,122.17,6439.78,284707,1257669,18775,0,284913,3317487,351343,5514894,510.23,2253.89,33.65,0.0,510.6,5945.32,629.65,9883.34
300325,472,472,472,472,472,472,472,472,7391.52,46558.08,759.92,0.0,9468.32,105864.88,78833.44,248873.0,15.66,98.64,1.61,0.0,20.06,224.29,167.02,527.28,165978.8,144200.72,297.36,0.0,155868.56,445388.64,96557.04,1008288.0,351.65,305.51,0.63,0.0,330.23,943.62,204.57,2136.21,67458.24,888214.32,14995.44,0.0,76379.04,2295595.6,70634.8,3413275.0,142.92,1881.81,31.77,0.0,161.82,4863.55,149.65,7231.52,240827,1078972,16051,0,241715,2846847,246024,4670436,510.23,2285.96,34.01,0.0,512.11,6031.46,521.24,9895.01
300326,511,511,511,511,511,511,511,511,8002.26,49888.93,2478.35,0.0,46332.37,147561.47,109798.57,364059.0,15.66,97.63,4.85,0.0,90.67,288.77,214.87,712.45,179693.15,178952.2,976.01,0.0,175216.79,542324.3,123794.86,1200955.0,351.65,350.2,1.91,0.0,342.89,1061.3,242.26,2350.21,73032.12,748098.89,16234.47,0.0,76506.92,1933915.27,55428.17,2903213.0,142.92,1463.99,31.77,0.0,149.72,3784.57,108.47,5681.44,260727,976938,19688,0,298054,2623800,289020,4468227,510.23,1911.82,38.53,0.0,583.28,5134.64,565.6,8744.1
300328,499,499,499,499,499,499,499,499,7814.34,28193.5,0.0,0.0,7904.16,57305.16,79211.26,180427.0,15.66,56.5,0.0,0.0,15.84,114.84,158.74,361.58,175473.35,174664.97,0.0,0.0,167858.61,529748.38,117010.51,1164753.0,351.65,350.03,0.0,0.0,336.39,1061.62,234.49,2334.18,71317.08,800914.96,15853.23,0.0,75508.68,2091209.2,56831.11,3111632.0,142.92,1605.04,31.77,0.0,151.32,4190.8,113.89,6235.74,254604,1003771,15853,0,251270,2678262,253052,4456812,510.23,2011.57,31.77,0.0,503.55,5367.26,507.12,8931.5
300330,522,522,522,522,522,522,522,522,8174.52,66497.58,1837.44,0.0,9014.94,162420.3,98464.86,346406.0,15.66,127.39,3.52,0.0,17.27,311.15,188.63,663.62,183561.3,194157.9,720.36,0.0,165588.84,565294.68,112506.66,1221826.0,351.65,371.95,1.38,0.0,317.22,1082.94,215.53,2340.67,74604.24,889879.5,16583.94,0.0,81922.68,2305152.0,87121.8,3455261.0,142.92,1704.75,31.77,0.0,156.94,4416.0,166.9,6619.28,266339,1150533,19140,0,256524,3032866,298091,5023493,510.23,2204.09,36.67,0.0,491.43,5810.09,571.06,9623.57
300336,360,360,360,360,360,360,360,360,5637.6,91886.4,0.0,0.0,12693.6,221817.6,77220.0,409253.0,15.66,255.24,0.0,0.0,35.26,616.16,214.5,1136.82,126594.0,157129.2,0.0,0.0,148374.0,453229.2,92192.4,977518.0,351.65,436.47,0.0,0.0,412.15,1258.97,256.09,2715.33,51451.2,631591.2,11437.2,0.0,85287.6,1655323.2,42764.4,2477853.0,142.92,1754.42,31.77,0.0,236.91,4598.12,118.79,6882.93,183682,880606,11437,0,246354,2330369,212176,3864624,510.23,2446.13,31.77,0.0,684.32,6473.25,589.38,10735.08
300337,464,464,464,464,464,464,464,464,7266.24,49160.8,0.0,0.0,10249.76,119373.28,72448.96,258496.0,15.66,105.95,0.0,0.0,22.09,257.27,156.14,557.11,163165.6,162585.6,0.0,0.0,171967.68,468394.08,96822.88,1062933.0,351.65,350.4,0.0,0.0,370.62,1009.47,208.67,2290.81,66314.88,838847.04,14741.28,0.0,71878.24,2196009.92,66036.48,3253825.0,142.92,1807.86,31.77,0.0,154.91,4732.78,142.32,7012.56,236745,1050592,14741,0,254094,2783776,235306,4575254,510.23,2264.21,31.77,0.0,547.62,5999.52,507.13,9860.48
310304,897,897,897,897,897,897,897,897,28614.3,214768.71,3884.01,0.0,20657.91,555565.92,324409.02,1147897.0,31.9,239.43,4.33,0.0,23.03,619.36,361.66,1279.71,207933.57,56080.44,159504.54,0.0,340886.91,113524.32,153539.49,1031466.0,231.81,62.52,177.82,0.0,380.03,126.56,171.17,1149.91,247356.72,1514144.97,100661.34,0.0,204542.91,4083457.95,878638.41,7028798.0,275.76,1688.01,112.22,0.0,228.03,4552.35,979.53,7835.9,483903,1784992,264049,0,566085,4752546,1356586,9208161,539.47,1989.96,294.37,0.0,631.09,5298.27,1512.36,10265.52
310308,872,872,872,872,872,872,872,872,27816.8,150594.4,10464.0,0.0,22140.08,405087.6,350360.88,966461.0,31.9,172.7,12.0,0.0,25.39,464.55,401.79,1108.33,202138.32,49076.16,465953.2,0.0,294186.64,92519.2,155800.24,1259672.0,231.81,56.28,534.35,0.0,337.37,106.1,178.67,1444.58,240462.72,1524482.72,110482.4,0.0,201798.24,4102646.64,1664787.52,7844657.0,275.76,1748.26,126.7,0.0,231.42,4704.87,1909.16,8996.17,470416,1724152,586899,0,518124,4600252,2170947,10070790,539.47,1977.24,673.05,0.0,594.18,5275.52,2489.62,11549.08
310330,498,498,498,498,498,498,498,498,15886.2,123852.6,2141.4,0.0,11478.9,289079.04,181535.94,623971.0,31.9,248.7,4.3,0.0,23.05,580.48,364.53,1252.96,115441.38,32678.76,1348335.0,0.0,224234.46,75432.06,169016.22,1965136.0,231.81,65.62,2707.5,0.0,450.27,151.47,339.39,3946.06,137328.48,961344.18,49565.94,0.0,108773.16,2616551.76,718534.32,4592095.0,275.76,1930.41,99.53,0.0,218.42,5254.12,1442.84,9221.08,268655,1117874,1400041,0,344485,2981062,1069085,7181202,539.47,2244.73,2811.33,0.0,691.74,5986.07,2146.76,14420.1
310336,774,774,774,774,774,774,774,774,24690.6,233655.12,2631.6,0.0,20874.78,626382.72,319174.38,1227406.0,31.9,301.88,3.4,0.0,26.97,809.28,412.37,1585.8,179420.94,74946.42,67709.52,0.0,329754.96,174575.7,127400.4,953804.0,231.81,96.83,87.48,0.0,426.04,225.55,164.6,1232.31,213438.24,1466923.5,78646.14,0.0,184359.06,3817011.96,484075.08,6244452.0,275.76,1895.25,101.61,0.0,238.19,4931.54,625.42,8067.77,417548,1775524,148986,0,534987,4617968,930649,8425662,539.47,2293.96,192.49,0.0,691.2,5966.37,1202.39,10885.88
310338,207,207,207,207,207,207,207,207,6603.3,19673.28,513.36,0.0,3560.4,54302.31,17537.04,102188.0,31.9,95.04,2.48,0.0,17.2,262.33,84.72,493.67,47984.67,14949.54,11531.97,0.0,51671.34,36686.61,71392.23,234213.0,231.81,72.22,55.71,0.0,249.62,177.23,344.89,1131.48,57082.32,262353.87,20060.37,0.0,48814.74,769218.21,130670.82,1288197.0,275.76,1267.41,96.91,0.0,235.82,3716.03,631.26,6223.19,111669,296975,32104,0,104045,860206,219599,1624598,539.47,1434.67,155.1,0.0,502.64,4155.59,1060.87,7848.34
310344,925,925,925,925,925,925,925,925,29507.5,132395.25,2294.0,0.0,23393.25,330511.75,307840.0,825940.0,31.9,143.13,2.48,0.0,25.29,357.31,332.8,892.91,214424.25,77811.0,108632.0,0.0,379416.5,219326.75,445119.25,1444728.0,231.81,84.12,117.44,0.0,410.18,237.11,481.21,1561.87,255078.0,1456162.75,146936.25,0.0,219104.75,4018209.25,471287.5,6566776.0,275.76,1574.23,158.85,0.0,236.87,4344.01,509.5,7099.22,499009,1666368,257862,0,621913,4568046,1224246,8837444,539.47,1801.48,278.77,0.0,672.34,4938.43,1323.51,9554.0
310352,641,641,641,641,641,641,641,641,20447.9,114649.26,1589.68,0.0,19345.38,295693.3,165948.49,617671.0,31.9,178.86,2.48,0.0,30.18,461.3,258.89,963.61,148590.21,76516.17,8653.5,0.0,303154.54,232029.18,112905.74,881847.0,231.81,119.37,13.5,0.0,472.94,361.98,176.14,1375.74,176762.16,1045342.8,76926.41,0.0,151468.3,2904653.04,366677.64,4721828.0,275.76,1630.8,120.01,0.0,236.3,4531.44,572.04,7366.35,345799,1236507,87168,0,473967,3432375,645530,6221346,539.47,1929.03,135.99,0.0,739.42,5354.72,1007.07,9705.7
310356,572,572,572,572,572,572,572,572,18246.8,224898.96,1418.56,0.0,15152.28,525181.8,236287.48,1021182.0,31.9,393.18,2.48,0.0,26.49,918.15,413.09,1785.29,132595.32,33845.24,14837.68,0.0,298744.16,73296.08,124810.4,678127.0,231.81,59.17,25.94,0.0,522.28,128.14,218.2,1185.54,157734.72,1085770.4,53436.24,0.0,125451.04,2834260.0,118758.64,4375409.0,275.76,1898.2,93.42,0.0,219.32,4955.0,207.62,7649.32,308575,1344513,69691,0,439347,3432737,479855,6074718,539.47,2350.55,121.84,0.0,768.09,6001.29,838.91,10620.15
