agency_code,poverty_eq,number_of_teachers_eq,beg_teacher_eq,pct_beg_teachers_eq,prov_teachers_eq,pct_prov_teachers_eq,num_prin_eq,inexp_count_prin_eq,pct_inexp_prin_eq
260342,NEITHER,36.0,4.0,0.1111,0.0,0.0,,,
260344,HIGH,26.0,8.0,0.3077,0.0,0.0,,,
260347,NEITHER,14.0,2.0,0.1429,0.0,0.0,,,
260348,HIGH,43.0,17.0,0.3953,0.0,0.0,,,
260352,HIGH,30.0,11.0,0.3667,0.0,0.0,,,
260354,NEITHER,14.0,0.0,0.0,0.0,0.0,,,
260356,NEITHER,23.0,1.0,0.0435,0.0,0.0,,,
260357,NEITHER,80.0,7.0,0.0875,0.0,0.0,,,
260358,HIGH,44.0,11.0,0.25,0.0,0.0,,,
260359,HIGH,62.0,12.0,0.1935,0.0,0.0,,,
260361,HIGH,22.0,8.0,0.3636,0.0,0.0,,,
260362,NEITHER,65.0,11.0,0.1692,0.0,0.0,,,
260363,HIGH,22.0,1.0,0.0455,0.0,0.0,,,
260364,NEITHER,52.0,8.0,0.1538,0.0,0.0,,,
260365,HIGH,52.0,5.0,0.0962,0.0,0.0,,,
260366,NEITHER,51.0,18.0,0.3529,0.0,0.0,,,
260367,HIGH,58.0,20.0,0.3448,0.0,0.0,,,
260368,NEITHER,41.0,13.0,0.3171,0.0,0.0,,,
260369,LOW,65.0,8.0,0.1231,0.0,0.0,,,
260370,NEITHER,51.0,18.0,0.3529,0.0,0.0,,,
260371,HIGH,30.0,4.0,0.1333,0.0,0.0,,,
260372,HIGH,45.0,14.0,0.3111,0.0,0.0,,,
260373,NEITHER,61.0,11.0,0.1803,0.0,0.0,,,
260374,HIGH,13.0,3.0,0.2308,0.0,0.0,,,
260375,NEITHER,32.0,9.0,0.2813,0.0,0.0,,,
260380,NEITHER,28.0,9.0,0.3214,0.0,0.0,,,
260382,HIGH,31.0,4.0,0.129,1.0,0.0323,,,
260383,NEITHER,69.0,12.0,0.1739,0.0,0.0,,,
260386,HIGH,30.0,6.0,0.2,0.0,0.0,,,
260388,LOW,22.0,1.0,0.0455,0.0,0.0,,,
260396,HIGH,38.0,6.0,0.1579,0.0,0.0,,,
260397,NEITHER,61.0,10.0,0.1639,0.0,0.0,,,
260398,NEITHER,41.0,10.0,0.2439,0.0,0.0,,,
260400,HIGH,37.0,9.0,0.2432,0.0,0.0,,,
260401,HIGH,42.0,17.0,0.4048,0.0,0.0,,,
260402,HIGH,28.0,11.0,0.3929,0.0,0.0,,,
260403,NEITHER,55.0,14.0,0.2545,0.0,0.0,,,
260404,HIGH,39.0,13.0,0.3333,0.0,0.0,,,
260405,HIGH,24.0,7.0,0.2917,1.0,0.0417,,,
260406,NEITHER,52.0,12.0,0.2308,0.0,0.0,,,
260407,NEITHER,51.0,14.0,0.2745,0.0,0.0,,,
260408,NEITHER,91.0,10.0,0.1099,0.0,0.0,,,
260410,HIGH,31.0,16.0,0.5161,0.0,0.0,,,
260411,NEITHER,31.0,4.0,0.129,0.0,0.0,,,
260412,NEITHER,16.0,3.0,0.1875,0.0,0.0,,,
260413,HIGH,20.0,4.0,0.2,1.0,0.05,,,
260414,HIGH,52.0,20.0,0.3846,0.0,0.0,,,
260415,NEITHER,46.0,7.0,0.1522,0.0,0.0,,,
260416,HIGH,23.0,2.0,0.087,0.0,0.0,,,
260417,NEITHER,35.0,8.0,0.2286,1.0,0.0286,,,
260418,NEITHER,32.0,4.0,0.125,0.0,0.0,,,
260419,NEITHER,18.0,2.0,0.1111,0.0,0.0,,,
260424,NEITHER,93.0,17.0,0.1828,0.0,0.0,,,
260425,HIGH,45.0,9.0,0.2,0.0,0.0,,,
260426,HIGH,31.0,8.0,0.2581,0.0,0.0,,,
260427,NEITHER,102.0,15.0,0.1471,0.0,0.0,,,
260428,HIGH,40.0,8.0,0.2,1.0,0.025,,,
260430,NEITHER,25.0,2.0,0.08,0.0,0.0,,,
260432,NEITHER,15.0,2.0,0.1333,0.0,0.0,,,
260434,LOW,58.0,11.0,0.1897,0.0,0.0,,,
260440,HIGH,24.0,6.0,0.25,0.0,0.0,,,
260444,HIGH,19.0,6.0,0.3158,0.0,0.0,,,
260446,NEITHER,67.0,12.0,0.1791,1.0,0.0149,,,
260448,NEITHER,35.0,5.0,0.1429,0.0,0.0,,,
260449,HIGH,19.0,4.0,0.2105,0.0,0.0,,,
260450,HIGH,32.0,6.0,0.1875,0.0,0.0,,,
260452,HIGH,39.0,15.0,0.3846,2.0,0.0513,,,
260454,HIGH,49.0,10.0,0.2041,0.0,0.0,,,
260455,HIGH,73.0,14.0,0.1918,0.0,0.0,,,
260459,HIGH,28.0,2.0,0.0714,0.0,0.0,,,
260700,NEITHER,13.0,0.0,0.0,0.0,0.0,,,
26B000,NEITHER,31.0,7.0,0.2258,0.0,0.0,,,
26C000,NEITHER,42.0,12.0,0.2857,1.0,0.0238,,,
270304,NEITHER,20.0,1.0,0.05,0.0,0.0,,,
270306,LOW,67.0,7.0,0.1045,0.0,0.0,,,
270308,NEITHER,33.0,3.0,0.0909,0.0,0.0,,,
270309,NEITHER,25.0,4.0,0.16,0.0,0.0,,,
270310,NEITHER,34.0,3.0,0.0882,0.0,0.0,,,
270311,LOW,12.0,1.0,0.0833,0.0,0.0,,,
270312,NEITHER,9.0,0.0,0.0,0.0,0.0,,,
270316,LOW,33.0,6.0,0.1818,0.0,0.0,,,
270318,LOW,37.0,6.0,0.1622,0.0,0.0,,,
270320,NEITHER,25.0,1.0,0.04,0.0,0.0,,,
27A000,LOW,4.0,3.0,0.75,0.0,0.0,,,
280302,NEITHER,33.0,3.0,0.0909,0.0,0.0,,,
280304,NEITHER,39.0,4.0,0.1026,1.0,0.0256,,,
280306,LOW,6.0,0.0,0.0,0.0,0.0,,,
280308,LOW,37.0,6.0,0.1622,0.0,0.0,,,
280310,LOW,49.0,3.0,0.0612,0.0,0.0,,,
280312,NEITHER,63.0,9.0,0.1429,0.0,0.0,,,
280316,NEITHER,47.0,1.0,0.0213,0.0,0.0,,,
280320,NEITHER,40.0,3.0,0.075,0.0,0.0,,,
280324,NEITHER,31.0,1.0,0.0323,0.0,0.0,,,
280328,LOW,53.0,2.0,0.0377,0.0,0.0,,,
280330,LOW,63.0,3.0,0.0476,0.0,0.0,,,
290302,NEITHER,23.0,3.0,0.1304,0.0,0.0,,,
290306,LOW,31.0,4.0,0.129,0.0,0.0,,,
290307,NEITHER,27.0,5.0,0.1852,0.0,0.0,,,
290308,NEITHER,57.0,4.0,0.0702,0.0,0.0,,,
290309,NEITHER,50.0,9.0,0.18,1.0,0.02,,,
290310,NEITHER,16.0,0.0,0.0,0.0,0.0,,,
290312,NEITHER,36.0,1.0,0.0278,0.0,0.0,,,
290314,HIGH,13.0,1.0,0.0769,0.0,0.0,,,
290315,LOW,7.0,0.0,0.0,0.0,0.0,,,
290316,NEITHER,35.0,5.0,0.1429,0.0,0.0,,,
290320,NEITHER,28.0,3.0,0.1071,0.0,0.0,,,
290322,NEITHER,48.0,6.0,0.125,0.0,0.0,,,
290324,LOW,55.0,6.0,0.1091,1.0,0.0182,,,
290328,NEITHER,38.0,5.0,0.1316,0.0,0.0,,,
290330,LOW,28.0,4.0,0.1429,0.0,0.0,,,
290332,NEITHER,37.0,2.0,0.0541,0.0,0.0,,,
290333,LOW,31.0,2.0,0.0645,0.0,0.0,,,
290334,NEITHER,47.0,5.0,0.1064,0.0,0.0,,,
290336,LOW,64.0,6.0,0.0938,0.0,0.0,,,
290344,LOW,36.0,3.0,0.0833,0.0,0.0,,,
290348,LOW,75.0,6.0,0.08,0.0,0.0,,,
290349,LOW,49.0,6.0,0.1224,0.0,0.0,,,
290350,LOW,43.0,2.0,0.0465,0.0,0.0,,,
290351,LOW,47.0,8.0,0.1702,0.0,0.0,,,
290352,NEITHER,30.0,2.0,0.0667,0.0,0.0,,,
290356,NEITHER,25.0,1.0,0.04,0.0,0.0,,,
290364,HIGH,23.0,4.0,0.1739,0.0,0.0,,,
290365,NEITHER,34.0,4.0,0.1176,0.0,0.0,,,
290366,NEITHER,44.0,5.0,0.1136,0.0,0.0,,,
290367,NEITHER,24.0,2.0,0.0833,0.0,0.0,,,
290375,NEITHER,26.0,3.0,0.1154,0.0,0.0,,,
290376,NEITHER,42.0,1.0,0.0238,0.0,0.0,,,
290380,LOW,45.0,4.0,0.0889,0.0,0.0,,,
290384,NEITHER,36.0,4.0,0.1111,0.0,0.0,,,
290388,NEITHER,49.0,3.0,0.0612,0.0,0.0,,,
290389,NEITHER,14.0,0.0,0.0,0.0,0.0,,,
291308,HIGH,32.0,7.0,0.2188,0.0,0.0,,,
291332,HIGH,49.0,11.0,0.2245,0.0,0.0,,,
291336,HIGH,57.0,10.0,0.1754,1.0,0.0175,,,
291340,HIGH,29.0,3.0,0.1034,0.0,0.0,,,
291348,HIGH,29.0,3.0,0.1034,0.0,0.0,,,
291350,NEITHER,5.0,1.0,0.2,0.0,0.0,,,
291352,HIGH,31.0,9.0,0.2903,0.0,0.0,,,
292316,HIGH,29.0,9.0,0.3103,0.0,0.0,,,
292318,HIGH,55.0,15.0,0.2727,0.0,0.0,,,
292320,HIGH,44.0,12.0,0.2727,0.0,0.0,,,
292324,NEITHER,53.0,11.0,0.2075,0.0,0.0,,,
295300,HIGH,14.0,5.0,0.3571,0.0,0.0,,,
29A000,LOW,21.0,5.0,0.2381,0.0,0.0,,,
300306,NEITHER,5.0,0.0,0.0,0.0,0.0,,,
300308,HIGH,37.0,4.0,0.1081,0.0,0.0,,,
300310,NEITHER,32.0,1.0,0.0313,0.0,0.0,,,
300312,NEITHER,113.0,9.0,0.0796,0.0,0.0,,,
300314,NEITHER,7.0,1.0,0.1429,0.0,0.0,,,
300320,NEITHER,42.0,2.0,0.0476,0.0,0.0,,,
300325,NEITHER,37.0,3.0,0.0811,0.0,0.0,,,
300326,LOW,35.0,5.0,0.1429,0.0,0.0,,,
300328,LOW,38.0,2.0,0.0526,0.0,0.0,,,
300330,NEITHER,41.0,1.0,0.0244,0.0,0.0,,,
300336,NEITHER,33.0,2.0,0.0606,0.0,0.0,,,
300337,LOW,39.0,1.0,0.0256,0.0,0.0,,,
310304,NEITHER,73.0,19.0,0.2603,0.0,0.0,,,
310308,NEITHER,60.0,6.0,0.1,0.0,0.0,,,
310330,NEITHER,37.0,5.0,0.1351,0.0,0.0,,,
310336,HIGH,73.0,16.0,0.2192,0.0,0.0,,,
310338,NEITHER,11.0,3.0,0.2727,0.0,0.0,,,
310344,NEITHER,56.0,3.0,0.0536,0.0,0.0,,,
310352,NEITHER,40.0,11.0,0.275,2.0,0.05,,,
310356,HIGH,46.0,5.0,0.1087,1.0,0.0217,,,
310360,NEITHER,46.0,9.0,0.1957,0.0,0.0,,,
310364,NEITHER,38.0,8.0,0.2105,0.0,0.0,,,
310384,HIGH,79.0,20.0,0.2532,0.0,0.0,,,
310388,HIGH,82.0,16.0,0.1951,0.0,0.0,,,
310392,NEITHER,39.0,5.0,0.1282,0.0,0.0,,,
320304,HIGH,56.0,20.0,0.3571,1.0,0.0179,,,
320306,HIGH,48.0,8.0,0.1667,1.0,0.0208,,,
320308,HIGH,34.0,4.0,0.1176,1.0,0.0294,,,
320309,NEITHER,17.0,0.0,0.0,0.0,0.0,,,
320310,HIGH,46.0,15.0,0.3261,1.0,0.0217,,,
320312,NEITHER,120.0,20.0,0.1667,0.0,0.0,,,
320313,LOW,39.0,3.0,0.0769,0.0,0.0,,,
320314,NEITHER,51.0,8.0,0.1569,2.0,0.0392,,,
320315,HIGH,41.0,12.0,0.2927,0.0,0.0,,,
320316,NEITHER,64.0,10.0,0.1563,0.0,0.0,,,
320317,NEITHER,26.0,4.0,0.1538,0.0,0.0,,,
320318,NEITHER,39.0,9.0,0.2308,1.0,0.0256,,,
320319,NEITHER,63.0,15.0,0.2381,0.0,0.0,,,
320320,HIGH,56.0,16.0,0.2857,2.0,0.0357,,,
320322,NEITHER,18.0,6.0,0.3333,0.0,0.0,,,
320323,NEITHER,115.0,16.0,0.1391,1.0,0.0087,,,
320324,NEITHER,64.0,11.0,0.1719,0.0,0.0,,,
320325,NEITHER,100.0,24.0,0.24,2.0,0.02,,,
320327,NEITHER,55.0,17.0,0.3091,0.0,0.0,,,
320328,HIGH,61.0,14.0,0.2295,0.0,0.0,,,
320329,,3.0,0.0,0.0,0.0,0.0,,,
320332,NEITHER,62.0,13.0,0.2097,0.0,0.0,,,
320336,LOW,20.0,1.0,0.05,0.0,0.0,,,
320338,NEITHER,36.0,8.0,0.2222,1.0,0.0278,,,
320339,HIGH,56.0,6.0,0.1071,0.0,0.0,,,
320340,NEITHER,48.0,11.0,0.2292,1.0,0.0208,,,
320341,HIGH,23.0,1.0,0.0435,0.0,0.0,,,
320342,NEITHER,27.0,3.0,0.1111,0.0,0.0,,,
320343,NEITHER,37.0,11.0,0.2973,0.0,0.0,,,
320344,HIGH,25.0,4.0,0.16,1.0,0.04,,,
320346,HIGH,50.0,8.0,0.16,3.0,0.06,,,
320347,LOW,35.0,3.0,0.0857,0.0,0.0,,,
320348,LOW,27.0,2.0,0.0741,0.0,0.0,,,
320352,HIGH,54.0,15.0,0.2778,0.0,0.0,,,
320353,LOW,8.0,0.0,0.0,0.0,0.0,,,
320354,NEITHER,23.0,3.0,0.1304,0.0,0.0,,,
320355,HIGH,65.0,24.0,0.3692,3.0,0.0462,,,
320356,NEITHER,101.0,16.0,0.1584,0.0,0.0,,,
320360,HIGH,53.0,14.0,0.2642,0.0,0.0,,,
320362,NEITHER,49.0,9.0,0.1837,0.0,0.0,,,
320363,NEITHER,39.0,5.0,0.1282,0.0,0.0,,,
320364,LOW,56.0,5.0,0.0893,0.0,0.0,,,
320365,NEITHER,114.0,19.0,0.1667,0.0,0.0,,,
320366,NEITHER,70.0,13.0,0.1857,0.0,0.0,,,
320367,HIGH,45.0,5.0,0.1111,0.0,0.0,,,
320368,NEITHER,93.0,22.0,0.2366,1.0,0.0108,,,
320369,NEITHER,58.0,11.0,0.1897,0.0,0.0,,,
320370,NEITHER,49.0,4.0,0.0816,0.0,0.0,,,
320372,NEITHER,58.0,5.0,0.0862,0.0,0.0,,,
320374,HIGH,31.0,9.0,0.2903,0.0,0.0,,,
320376,NEITHER,47.0,6.0,0.1277,1.0,0.0213,,,
320388,HIGH,42.0,7.0,0.1667,0.0,0.0,,,
320400,HIGH,32.0,7.0,0.2188,0.0,0.0,,,
320701,NEITHER,24.0,6.0,0.25,0.0,0.0,,,
32A000,HIGH,61.0,12.0,0.1967,0.0,0.0,,,
32B000,NEITHER,31.0,10.0,0.3226,1.0,0.0323,,,
32C000,HIGH,22.0,5.0,0.2273,0.0,0.0,,,
32D000,LOW,48.0,9.0,0.1875,1.0,0.0208,,,
32H000,NEITHER,43.0,16.0,0.3721,0.0,0.0,,,
32K000,NEITHER,49.0,9.0,0.1837,0.0,0.0,,,
32L000,LOW,114.0,26.0,0.2281,3.0,0.0263,,,
32M000,HIGH,26.0,4.0,0.1538,0.0,0.0,,,
32N000,LOW,40.0,7.0,0.175,0.0,0.0,,,
32P000,HIGH,33.0,8.0,0.2424,1.0,0.0303,,,
32Q000,HIGH,26.0,4.0,0.1538,0.0,0.0,,,
32R000,LOW,33.0,5.0,0.1515,1.0,0.0303,,,
32S000,HIGH,27.0,7.0,0.2593,1.0,0.037000000000000005,,,
330304,NEITHER,52.0,13.0,0.25,0.0,0.0,,,
330308,NEITHER,44.0,5.0,0.1136,0.0,0.0,,,
330312,NEITHER,23.0,7.0,0.3043,1.0,0.0435,,,
330326,LOW,10.0,3.0,0.3,0.0,0.0,,,
330328,NEITHER,27.0,10.0,0.3704,1.0,0.037000000000000005,,,
330332,NEITHER,14.0,6.0,0.4286,2.0,0.1429,,,
330334,NEITHER,20.0,4.0,0.2,0.0,0.0,,,
330340,NEITHER,27.0,7.0,0.2593,1.0,0.037000000000000005,,,
330344,NEITHER,22.0,6.0,0.2727,0.0,0.0,,,
330348,NEITHER,23.0,7.0,0.3043,0.0,0.0,,,
330350,NEITHER,52.0,7.0,0.1346,1.0,0.0192,,,
330354,NEITHER,39.0,6.0,0.1538,0.0,0.0,,,
330358,NEITHER,43.0,7.0,0.1628,2.0,0.0465,,,
330360,NEITHER,51.0,25.0,0.4902,1.0,0.0196,,,
33A000,NEITHER,74.0,6.0,0.0811,0.0,0.0,,,
340247,,2.0,1.0,0.5,0.0,0.0,,,
340308,HIGH,37.0,10.0,0.2703,0.0,0.0,,,
340311,LOW,68.0,5.0,0.0735,0.0,0.0,,,
340314,HIGH,40.0,5.0,0.125,0.0,0.0,,,
340320,NEITHER,39.0,7.0,0.1795,0.0,0.0,,,
340326,NEITHER,51.0,6.0,0.1176,0.0,0.0,,,
340330,HIGH,55.0,11.0,0.2,0.0,0.0,,,
340332,LOW,72.0,2.0,0.0278,0.0,0.0,,,
340334,NEITHER,47.0,3.0,0.0638,0.0,0.0,,,
340336,NEITHER,49.0,5.0,0.102,1.0,0.0204,,,
340344,NEITHER,15.0,1.0,0.0667,0.0,0.0,,,
340348,LOW,53.0,4.0,0.0755,0.0,0.0,,,
340350,NEITHER,77.0,8.0,0.1039,0.0,0.0,,,
340351,HIGH,21.0,3.0,0.1429,0.0,0.0,,,
340354,LOW,41.0,2.0,0.0488,0.0,0.0,,,
340362,LOW,14.0,2.0,0.1429,0.0,0.0,,,
340364,LOW,122.0,15.0,0.123,1.0,0.0082,,,
340366,HIGH,58.0,8.0,0.1379,0.0,0.0,,,
340368,HIGH,51.0,12.0,0.2353,0.0,0.0,,,
340372,HIGH,65.0,11.0,0.1692,0.0,0.0,,,
340376,HIGH,50.0,19.0,0.38,0.0,0.0,,,
340380,HIGH,51.0,12.0,0.2353,0.0,0.0,,,
340382,NEITHER,98.0,12.0,0.1224,0.0,0.0,,,
340384,HIGH,47.0,10.0,0.2128,0.0,0.0,,,
340385,HIGH,24.0,0.0,0.0,0.0,0.0,,,
340390,HIGH,50.0,15.0,0.3,0.0,0.0,,,
340392,NEITHER,54.0,9.0,0.1667,0.0,0.0,,,
340398,LOW,31.0,0.0,0.0,0.0,0.0,,,
340400,HIGH,47.0,12.0,0.2553,2.0,0.0426,,,
340403,LOW,39.0,10.0,0.2564,0.0,0.0,,,
340406,LOW,80.0,7.0,0.0875,0.0,0.0,,,
340416,HIGH,64.0,4.0,0.0625,0.0,0.0,,,
340420,NEITHER,46.0,5.0,0.1087,0.0,0.0,,,
340424,HIGH,25.0,3.0,0.12,0.0,0.0,,,
340426,NEITHER,58.0,10.0,0.1724,0.0,0.0,,,
340427,HIGH,25.0,2.0,0.08,0.0,0.0,,,
340428,HIGH,54.0,17.0,0.3148,0.0,0.0,,,
340430,HIGH,42.0,4.0,0.0952,0.0,0.0,,,
340432,LOW,40.0,3.0,0.075,0.0,0.0,,,
340436,NEITHER,22.0,2.0,0.0909,0.0,0.0,,,
340440,LOW,58.0,3.0,0.0517,0.0,0.0,,,
340442,LOW,72.0,5.0,0.0694,0.0,0.0,,,
340446,LOW,6.0,1.0,0.1667,0.0,0.0,,,
340448,HIGH,51.0,8.0,0.1569,0.0,0.0,,,
340452,HIGH,38.0,13.0,0.3421,0.0,0.0,,,
340453,NEITHER,42.0,3.0,0.0714,0.0,0.0,,,
340454,NEITHER,96.0,12.0,0.125,0.0,0.0,,,
340457,LOW,53.0,3.0,0.0566,0.0,0.0,,,
340460,NEITHER,77.0,15.0,0.1948,2.0,0.026,,,
340462,HIGH,40.0,9.0,0.225,1.0,0.025,,,
340464,HIGH,67.0,6.0,0.0896,0.0,0.0,,,
340472,NEITHER,36.0,3.0,0.0833,0.0,0.0,,,
340476,HIGH,52.0,10.0,0.1923,0.0,0.0,,,
340480,NEITHER,63.0,14.0,0.2222,2.0,0.0317,,,
340486,HIGH,104.0,15.0,0.1442,1.0,0.0096,,,
340488,HIGH,43.0,4.0,0.093,0.0,0.0,,,
340490,HIGH,38.0,7.0,0.1842,0.0,0.0,,,
340492,HIGH,44.0,24.0,0.5455,4.0,0.0909,,,
340494,LOW,44.0,1.0,0.0227,0.0,0.0,,,
340495,LOW,110.0,11.0,0.1,0.0,0.0,,,
340496,NEITHER,108.0,22.0,0.2037,2.0,0.0185,,,
340504,NEITHER,49.0,4.0,0.0816,0.0,0.0,,,
340508,NEITHER,51.0,4.0,0.0784,0.0,0.0,,,
340512,LOW,51.0,1.0,0.0196,0.0,0.0,,,
340514,NEITHER,51.0,14.0,0.2745,0.0,0.0,,,
340516,NEITHER,70.0,11.0,0.1571,0.0,0.0,,,
340520,HIGH,44.0,4.0,0.0909,0.0,0.0,,,
340528,LOW,43.0,6.0,0.1395,0.0,0.0,,,
340530,HIGH,53.0,6.0,0.1132,0.0,0.0,,,
340531,HIGH,18.0,2.0,0.1111,0.0,0.0,,,
340532,NEITHER,45.0,6.0,0.1333,0.0,0.0,,,
340536,LOW,53.0,3.0,0.0566,0.0,0.0,,,
340540,NEITHER,54.0,7.0,0.1296,0.0,0.0,,,
340542,NEITHER,58.0,13.0,0.2241,1.0,0.0172,,,
340544,NEITHER,54.0,7.0,0.1296,1.0,0.0185,,,
340548,NEITHER,58.0,4.0,0.069,0.0,0.0,,,
340556,LOW,138.0,6.0,0.0435,0.0,0.0,,,
340560,LOW,39.0,3.0,0.0769,0.0,0.0,,,
340564,HIGH,48.0,5.0,0.1042,0.0,0.0,,,
340568,HIGH,40.0,11.0,0.275,1.0,0.025,,,
34B000,NEITHER,49.0,18.0,0.3673,4.0,0.0816,,,
34D000,HIGH,25.0,2.0,0.08,0.0,0.0,,,
34F000,HIGH,44.0,15.0,0.3409,1.0,0.0227,,,
34G000,LOW,42.0,6.0,0.1429,0.0,0.0,,,
34H000,LOW,57.0,18.0,0.3158,0.0,0.0,,,
34Z000,NEITHER,26.0,6.0,0.2308,0.0,0.0,,,
350304,NEITHER,48.0,13.0,0.2708,0.0,0.0,,,
350308,NEITHER,54.0,9.0,0.1667,0.0,0.0,,,
350310,NEITHER,42.0,9.0,0.2143,0.0,0.0,,,
350312,NEITHER,49.0,6.0,0.1224,0.0,0.0,,,
350316,NEITHER,38.0,7.0,0.1842,0.0,0.0,,,
350317,NEITHER,7.0,4.0,0.5714,0.0,0.0,,,
350318,NEITHER,38.0,9.0,0.2368,0.0,0.0,,,
350321,NEITHER,64.0,5.0,0.0781,0.0,0.0,,,
350324,NEITHER,23.0,5.0,0.2174,0.0,0.0,,,
350330,NEITHER,22.0,7.0,0.3182,0.0,0.0,,,
350331,NEITHER,34.0,4.0,0.1176,0.0,0.0,,,
350332,NEITHER,38.0,10.0,0.2632,0.0,0.0,,,
350336,NEITHER,46.0,9.0,0.1957,0.0,0.0,,,
350338,NEITHER,33.0,6.0,0.1818,1.0,0.0303,,,
350339,NEITHER,33.0,7.0,0.2121,0.0,0.0,,,
350340,NEITHER,30.0,7.0,0.2333,1.0,0.0333,,,
35A000,LOW,20.0,4.0,0.2,0.0,0.0,,,
35B000,LOW,28.0,7.0,0.25,0.0,0.0,,,
360310,NEITHER,84.0,18.0,0.2143,0.0,0.0,,,
360320,LOW,41.0,7.0,0.1707,0.0,0.0,,,
360324,LOW,41.0,3.0,0.0732,0.0,0.0,,,
360332,HIGH,30.0,7.0,0.2333,0.0,0.0,,,
360336,NEITHER,43.0,10.0,0.2326,0.0,0.0,,,
360337,NEITHER,11.0,0.0,0.0,0.0,0.0,,,
360338,HIGH,34.0,9.0,0.2647,0.0,0.0,,,
360339,NEITHER,16.0,0.0,0.0,0.0,0.0,,,
360340,HIGH,43.0,10.0,0.2326,0.0,0.0,,,
360344,HIGH,47.0,7.0,0.1489,0.0,0.0,,,
360348,NEITHER,31.0,3.0,0.0968,0.0,0.0,,,
360352,HIGH,36.0,5.0,0.1389,0.0,0.0,,,
360360,NEITHER,39.0,5.0,0.1282,0.0,0.0,,,
360364,NEITHER,30.0,0.0,0.0,0.0,0.0,,,
360372,HIGH,25.0,11.0,0.44,0.0,0.0,,,
360376,NEITHER,32.0,3.0,0.0938,0.0,0.0,,,
360378,NEITHER,64.0,4.0,0.0625,0.0,0.0,,,
360380,LOW,47.0,2.0,0.0426,0.0,0.0,,,
360390,NEITHER,63.0,8.0,0.127,0.0,0.0,,,
360392,HIGH,32.0,4.0,0.125,0.0,0.0,,,
360394,NEITHER,28.0,4.0,0.1429,0.0,0.0,,,
360396,LOW,71.0,8.0,0.1127,0.0,0.0,,,
360400,HIGH,41.0,3.0,0.0732,0.0,0.0,,,
360408,HIGH,47.0,18.0,0.383,0.0,0.0,,,
360418,LOW,42.0,3.0,0.0714,0.0,0.0,,,
360420,LOW,27.0,8.0,0.2963,0.0,0.0,,,
360426,NEITHER,44.0,4.0,0.0909,0.0,0.0,,,
360428,NEITHER,78.0,16.0,0.2051,0.0,0.0,,,
360430,LOW,25.0,4.0,0.16,0.0,0.0,,,
360431,NEITHER,31.0,3.0,0.0968,0.0,0.0,,,
360432,NEITHER,27.0,4.0,0.1481,0.0,0.0,,,
360436,HIGH,40.0,15.0,0.375,0.0,0.0,,,
360438,HIGH,37.0,9.0,0.2432,0.0,0.0,,,
360440,NEITHER,37.0,5.0,0.1351,0.0,0.0,,,
360448,NEITHER,19.0,1.0,0.0526,0.0,0.0,,,
360456,NEITHER,39.0,6.0,0.1538,0.0,0.0,,,
360464,LOW,33.0,4.0,0.1212,0.0,0.0,,,
360468,HIGH,31.0,5.0,0.1613,0.0,0.0,,,
360470,NEITHER,66.0,10.0,0.1515,0.0,0.0,,,
360478,NEITHER,41.0,10.0,0.2439,0.0,0.0,,,
360480,HIGH,61.0,20.0,0.3279,0.0,0.0,,,
360482,NEITHER,41.0,2.0,0.0488,0.0,0.0,,,
360488,NEITHER,30.0,2.0,0.0667,0.0,0.0,,,
360490,NEITHER,41.0,3.0,0.0732,0.0,0.0,,,
360492,HIGH,48.0,13.0,0.2708,0.0,0.0,,,
360494,LOW,63.0,3.0,0.0476,0.0,0.0,,,
360498,HIGH,55.0,7.0,0.1273,0.0,0.0,,,
360499,NEITHER,34.0,2.0,0.0588,0.0,0.0,,,
360500,NEITHER,41.0,3.0,0.0732,0.0,0.0,,,
360504,HIGH,31.0,2.0,0.0645,0.0,0.0,,,
360510,LOW,35.0,3.0,0.0857,0.0,0.0,,,
360514,NEITHER,40.0,5.0,0.125,0.0,0.0,,,
360520,HIGH,44.0,15.0,0.3409,0.0,0.0,,,
360526,HIGH,32.0,12.0,0.375,0.0,0.0,,,
360550,LOW,4.0,0.0,0.0,0.0,0.0,,,
36B000,LOW,89.0,7.0,0.0787,0.0,0.0,,,
36C000,LOW,96.0,10.0,0.1042,0.0,0.0,,,
370304,NEITHER,19.0,0.0,0.0,0.0,0.0,,,
370308,NEITHER,30.0,4.0,0.1333,1.0,0.0333,,,
370312,NEITHER,45.0,4.0,0.0889,0.0,0.0,,,
370316,NEITHER,24.0,0.0,0.0,0.0,0.0,,,
370324,NEITHER,18.0,4.0,0.2222,0.0,0.0,,,
380306,NEITHER,49.0,5.0,0.102,0.0,0.0,,,
380308,NEITHER,33.0,2.0,0.0606,0.0,0.0,,,
380310,NEITHER,13.0,3.0,0.2308,0.0,0.0,,,
390309,NEITHER,34.0,9.0,0.2647,0.0,0.0,,,
390311,NEITHER,38.0,7.0,0.1842,0.0,0.0,,,
390312,HIGH,27.0,6.0,0.2222,0.0,0.0,,,
390314,NEITHER,12.0,4.0,0.3333,3.0,0.25,,,
390316,NEITHER,29.0,6.0,0.2069,1.0,0.0345,,,
390320,NEITHER,40.0,12.0,0.3,1.0,0.025,,,
390321,LOW,5.0,1.0,0.2,0.0,0.0,,,
390322,NEITHER,42.0,6.0,0.1429,0.0,0.0,,,
390323,NEITHER,8.0,2.0,0.25,0.0,0.0,,,
