agency_code,poverty_eq,number_of_teachers_eq,beg_teacher_eq,pct_beg_teachers_eq,prov_teachers_eq,pct_prov_teachers_eq,num_prin_eq,inexp_count_prin_eq,pct_inexp_prin_eq
070325,NEITHER,26.0,7.0,0.2692,1.0,0.0385,,,
070326,NEITHER,38.0,4.0,0.1053,0.0,0.0,,,
070327,NEITHER,39.0,6.0,0.1538,0.0,0.0,,,
070328,NEITHER,37.0,2.0,0.0541,0.0,0.0,,,
070329,NEITHER,36.0,3.0,0.0833,1.0,0.0278,,,
070330,LOW,36.0,5.0,0.1389,0.0,0.0,,,
070338,NEITHER,50.0,8.0,0.16,1.0,0.02,,,
070339,NEITHER,32.0,5.0,0.1563,1.0,0.0313,,,
070340,NEITHER,18.0,4.0,0.2222,1.0,0.0556,,,
070342,NEITHER,63.0,7.0,0.1111,4.0,0.0635,,,
07A000,LOW,41.0,3.0,0.0732,0.0,0.0,,,
080311,HIGH,8.0,1.0,0.125,0.0,0.0,,,
080312,HIGH,45.0,13.0,0.2889,1.0,0.0222,,,
080314,HIGH,31.0,9.0,0.2903,1.0,0.0323,,,
080348,HIGH,10.0,3.0,0.3,0.0,0.0,,,
080356,HIGH,19.0,2.0,0.1053,1.0,0.0526,,,
080360,HIGH,15.0,1.0,0.0667,0.0,0.0,,,
080362,HIGH,29.0,2.0,0.069,0.0,0.0,,,
08A000,HIGH,12.0,1.0,0.0833,0.0,0.0,,,
090315,NEITHER,19.0,0.0,0.0,0.0,0.0,,,
090317,HIGH,32.0,2.0,0.0625,0.0,0.0,,,
090318,HIGH,19.0,3.0,0.1579,0.0,0.0,,,
090320,HIGH,18.0,2.0,0.1111,0.0,0.0,,,
090324,HIGH,26.0,4.0,0.1538,0.0,0.0,,,
090328,HIGH,14.0,6.0,0.4286,0.0,0.0,,,
090330,NEITHER,46.0,6.0,0.1304,0.0,0.0,,,
090332,HIGH,27.0,5.0,0.1852,0.0,0.0,,,
090333,HIGH,37.0,4.0,0.1081,0.0,0.0,,,
090352,HIGH,14.0,0.0,0.0,0.0,0.0,,,
090365,HIGH,19.0,2.0,0.1053,0.0,0.0,,,
090368,NEITHER,51.0,6.0,0.1176,0.0,0.0,,,
090376,HIGH,5.0,1.0,0.2,0.0,0.0,,,
09A000,HIGH,21.0,1.0,0.0476,0.0,0.0,,,
09B000,HIGH,31.0,10.0,0.3226,0.0,0.0,,,
100302,NEITHER,69.0,9.0,0.1304,0.0,0.0,,,
100304,NEITHER,42.0,4.0,0.0952,0.0,0.0,,,
100307,LOW,14.0,0.0,0.0,0.0,0.0,,,
100308,HIGH,22.0,2.0,0.0909,0.0,0.0,,,
100309,NEITHER,42.0,4.0,0.0952,0.0,0.0,,,
100310,HIGH,42.0,4.0,0.0952,0.0,0.0,,,
100316,NEITHER,63.0,6.0,0.0952,0.0,0.0,,,
100320,HIGH,48.0,8.0,0.1667,0.0,0.0,,,
100326,NEITHER,84.0,9.0,0.1071,1.0,0.0119,,,
100332,NEITHER,46.0,6.0,0.1304,0.0,0.0,,,
100334,NEITHER,80.0,6.0,0.075,0.0,0.0,,,
100335,NEITHER,49.0,8.0,0.1633,0.0,0.0,,,
100336,NEITHER,38.0,2.0,0.0526,0.0,0.0,,,
100338,HIGH,55.0,8.0,0.1455,1.0,0.0182,,,
100339,NEITHER,42.0,9.0,0.2143,0.0,0.0,,,
100340,NEITHER,40.0,1.0,0.025,0.0,0.0,,,
100342,NEITHER,46.0,11.0,0.2391,0.0,0.0,,,
100344,NEITHER,35.0,1.0,0.0286,0.0,0.0,,,
100348,NEITHER,101.0,10.0,0.099,0.0,0.0,,,
10A000,LOW,50.0,19.0,0.38,0.0,0.0,,,
10B000,LOW,18.0,4.0,0.2222,0.0,0.0,,,
110303,HIGH,22.0,4.0,0.1818,0.0,0.0,,,
110304,NEITHER,82.0,10.0,0.122,0.0,0.0,,,
110306,NEITHER,42.0,5.0,0.119,0.0,0.0,,,
110308,NEITHER,19.0,2.0,0.1053,0.0,0.0,,,
110318,NEITHER,18.0,1.0,0.0556,0.0,0.0,,,
110320,NEITHER,37.0,3.0,0.0811,0.0,0.0,,,
110322,NEITHER,18.0,2.0,0.1111,0.0,0.0,,,
110323,LOW,5.0,0.0,0.0,0.0,0.0,,,
110324,HIGH,34.0,7.0,0.2059,0.0,0.0,,,
110326,LOW,41.0,6.0,0.1463,0.0,0.0,,,
110332,NEITHER,26.0,1.0,0.0385,0.0,0.0,,,
110336,NEITHER,58.0,4.0,0.069,0.0,0.0,,,
110338,NEITHER,42.0,2.0,0.0476,0.0,0.0,,,
110340,NEITHER,90.0,12.0,0.1333,0.0,0.0,,,
110342,NEITHER,55.0,10.0,0.1818,1.0,0.0182,,,
110348,HIGH,33.0,3.0,0.0909,0.0,0.0,,,
110352,NEITHER,78.0,4.0,0.0513,0.0,0.0,,,
110356,NEITHER,49.0,3.0,0.0612,0.0,0.0,,,
110366,LOW,39.0,8.0,0.2051,0.0,0.0,,,
110368,NEITHER,31.0,4.0,0.129,0.0,0.0,,,
110370,NEITHER,29.0,1.0,0.0345,0.0,0.0,,,
110372,HIGH,30.0,4.0,0.1333,0.0,0.0,,,
110376,NEITHER,31.0,3.0,0.0968,0.0,0.0,,,
110379,NEITHER,42.0,1.0,0.0238,0.0,0.0,,,
110380,NEITHER,74.0,9.0,0.1216,0.0,0.0,,,
110381,NEITHER,42.0,2.0,0.0476,0.0,0.0,,,
110382,NEITHER,41.0,2.0,0.0488,0.0,0.0,,,
110384,HIGH,39.0,6.0,0.1538,0.0,0.0,,,
110388,NEITHER,19.0,1.0,0.0526,0.0,0.0,,,
110401,NEITHER,43.0,7.0,0.1628,1.0,0.0233,,,
110408,HIGH,43.0,4.0,0.093,0.0,0.0,,,
110410,NEITHER,46.0,9.0,0.1957,0.0,0.0,,,
110412,NEITHER,34.0,8.0,0.2353,0.0,0.0,,,
110416,LOW,106.0,8.0,0.0755,0.0,0.0,,,
110420,NEITHER,51.0,5.0,0.098,0.0,0.0,,,
110422,NEITHER,61.0,7.0,0.1148,0.0,0.0,,,
110425,NEITHER,53.0,7.0,0.1321,0.0,0.0,,,
110428,NEITHER,27.0,4.0,0.1481,0.0,0.0,,,
110432,NEITHER,21.0,0.0,0.0,0.0,0.0,,,
110436,NEITHER,40.0,3.0,0.075,0.0,0.0,,,
110444,NEITHER,21.0,5.0,0.2381,0.0,0.0,,,
110450,NEITHER,49.0,8.0,0.1633,0.0,0.0,,,
110451,NEITHER,46.0,0.0,0.0,0.0,0.0,,,
110500,LOW,19.0,1.0,0.0526,0.0,0.0,,,
111302,LOW,101.0,6.0,0.0594,0.0,0.0,,,
111304,NEITHER,30.0,8.0,0.2667,0.0,0.0,,,
111306,LOW,36.0,6.0,0.1667,0.0,0.0,,,
111307,NEITHER,13.0,2.0,0.1538,0.0,0.0,,,
111312,NEITHER,33.0,8.0,0.2424,0.0,0.0,,,
111332,NEITHER,36.0,5.0,0.1389,0.0,0.0,,,
111356,NEITHER,67.0,8.0,0.1194,0.0,0.0,,,
111360,NEITHER,33.0,2.0,0.0606,0.0,0.0,,,
111369,NEITHER,18.0,3.0,0.1667,0.0,0.0,,,
111700,LOW,17.0,0.0,0.0,0.0,0.0,,,
11A000,LOW,38.0,3.0,0.0789,0.0,0.0,,,
11B000,NEITHER,46.0,2.0,0.0435,0.0,0.0,,,
11C000,LOW,73.0,16.0,0.2192,0.0,0.0,,,
11D000,LOW,48.0,8.0,0.1667,0.0,0.0,,,
11K000,NEITHER,14.0,0.0,0.0,0.0,0.0,,,
120308,HIGH,16.0,0.0,0.0,0.0,0.0,,,
120310,LOW,3.0,0.0,0.0,0.0,0.0,,,
120312,NEITHER,27.0,5.0,0.1852,0.0,0.0,,,
120314,NEITHER,61.0,11.0,0.1803,0.0,0.0,,,
120315,NEITHER,39.0,5.0,0.1282,0.0,0.0,,,
120316,HIGH,24.0,7.0,0.2917,0.0,0.0,,,
120318,NEITHER,72.0,4.0,0.0556,0.0,0.0,,,
120320,NEITHER,23.0,2.0,0.087,0.0,0.0,,,
120324,NEITHER,26.0,4.0,0.1538,0.0,0.0,,,
120334,NEITHER,35.0,5.0,0.1429,0.0,0.0,,,
120338,NEITHER,24.0,2.0,0.0833,0.0,0.0,,,
120340,HIGH,23.0,3.0,0.1304,0.0,0.0,,,
120344,NEITHER,20.0,3.0,0.15,0.0,0.0,,,
120346,NEITHER,42.0,3.0,0.0714,0.0,0.0,,,
120350,NEITHER,34.0,5.0,0.1471,0.0,0.0,,,
120352,NEITHER,15.0,0.0,0.0,0.0,0.0,,,
120354,HIGH,41.0,11.0,0.2683,0.0,0.0,,,
120360,NEITHER,25.0,3.0,0.12,0.0,0.0,,,
120364,NEITHER,24.0,4.0,0.1667,0.0,0.0,,,
120368,NEITHER,32.0,3.0,0.0938,0.0,0.0,,,
120370,NEITHER,53.0,4.0,0.0755,0.0,0.0,,,
120374,NEITHER,30.0,4.0,0.1333,0.0,0.0,,,
120376,NEITHER,36.0,6.0,0.1667,0.0,0.0,,,
120380,NEITHER,34.0,5.0,0.1471,0.0,0.0,,,
120386,NEITHER,28.0,2.0,0.0714,0.0,0.0,,,
120390,HIGH,36.0,4.0,0.1111,0.0,0.0,,,
12A000,LOW,27.0,8.0,0.2963,0.0,0.0,,,
130304,NEITHER,60.0,6.0,0.1,0.0,0.0,,,
130307,LOW,97.0,13.0,0.134,0.0,0.0,,,
130308,NEITHER,41.0,3.0,0.0732,0.0,0.0,,,
130309,NEITHER,31.0,5.0,0.1613,0.0,0.0,,,
130310,NEITHER,102.0,18.0,0.1765,0.0,0.0,,,
130311,NEITHER,42.0,4.0,0.0952,0.0,0.0,,,
130312,LOW,67.0,13.0,0.194,0.0,0.0,,,
130313,NEITHER,64.0,16.0,0.25,0.0,0.0,,,
130314,NEITHER,90.0,13.0,0.1444,0.0,0.0,,,
130315,LOW,45.0,6.0,0.1333,0.0,0.0,,,
130316,NEITHER,90.0,11.0,0.1222,0.0,0.0,,,
130317,NEITHER,18.0,0.0,0.0,0.0,0.0,,,
130318,NEITHER,68.0,5.0,0.0735,0.0,0.0,,,
130319,LOW,76.0,14.0,0.1842,0.0,0.0,,,
130320,LOW,75.0,6.0,0.08,0.0,0.0,,,
130321,NEITHER,56.0,13.0,0.2321,0.0,0.0,,,
130322,LOW,43.0,1.0,0.0233,0.0,0.0,,,
130323,NEITHER,48.0,7.0,0.1458,1.0,0.0208,,,
130324,LOW,59.0,5.0,0.0847,0.0,0.0,,,
130325,NEITHER,44.0,6.0,0.1364,0.0,0.0,,,
130326,NEITHER,89.0,7.0,0.0787,0.0,0.0,,,
130327,NEITHER,66.0,8.0,0.1212,0.0,0.0,,,
130328,HIGH,23.0,4.0,0.1739,0.0,0.0,,,
130329,NEITHER,58.0,12.0,0.2069,0.0,0.0,,,
130330,NEITHER,30.0,6.0,0.2,0.0,0.0,,,
130331,LOW,57.0,4.0,0.0702,0.0,0.0,,,
130332,LOW,91.0,10.0,0.1099,0.0,0.0,,,
130333,NEITHER,10.0,0.0,0.0,0.0,0.0,,,
130336,LOW,47.0,3.0,0.0638,0.0,0.0,,,
130337,LOW,46.0,3.0,0.0652,0.0,0.0,,,
130338,NEITHER,67.0,4.0,0.0597,0.0,0.0,,,
130340,NEITHER,86.0,12.0,0.1395,0.0,0.0,,,
130342,HIGH,76.0,16.0,0.2105,0.0,0.0,,,
130344,HIGH,42.0,6.0,0.1429,0.0,0.0,,,
130345,LOW,86.0,11.0,0.1279,0.0,0.0,,,
130346,LOW,68.0,9.0,0.1324,0.0,0.0,,,
130349,NEITHER,11.0,3.0,0.2727,0.0,0.0,,,
130350,NEITHER,10.0,2.0,0.2,0.0,0.0,,,
130355,NEITHER,72.0,12.0,0.1667,1.0,0.0139,,,
132304,LOW,107.0,18.0,0.1682,0.0,0.0,,,
132308,NEITHER,42.0,7.0,0.1667,0.0,0.0,,,
132312,NEITHER,27.0,5.0,0.1852,0.0,0.0,,,
132314,NEITHER,89.0,10.0,0.1124,0.0,0.0,,,
132328,NEITHER,32.0,3.0,0.0938,0.0,0.0,,,
132330,NEITHER,79.0,7.0,0.0886,1.0,0.0127,,,
132332,NEITHER,30.0,7.0,0.2333,0.0,0.0,,,
132336,NEITHER,31.0,3.0,0.0968,0.0,0.0,,,
13A000,LOW,63.0,11.0,0.1746,0.0,0.0,,,
13B000,NEITHER,71.0,31.0,0.4366,0.0,0.0,,,
13C000,NEITHER,35.0,11.0,0.3143,1.0,0.0286,,,
13D000,HIGH,39.0,16.0,0.4103,0.0,0.0,,,
140304,NEITHER,27.0,2.0,0.0741,0.0,0.0,,,
140305,LOW,14.0,1.0,0.0714,0.0,0.0,,,
140306,HIGH,12.0,0.0,0.0,0.0,0.0,,,
140307,HIGH,14.0,0.0,0.0,0.0,0.0,,,
140308,NEITHER,25.0,2.0,0.08,0.0,0.0,,,
140309,LOW,19.0,0.0,0.0,0.0,0.0,,,
140312,HIGH,37.0,3.0,0.0811,0.0,0.0,,,
140316,NEITHER,30.0,1.0,0.0333,0.0,0.0,,,
140324,HIGH,33.0,2.0,0.0606,0.0,0.0,,,
140332,HIGH,39.0,5.0,0.1282,0.0,0.0,,,
140336,NEITHER,40.0,4.0,0.1,0.0,0.0,,,
140340,NEITHER,39.0,0.0,0.0,0.0,0.0,,,
140344,NEITHER,20.0,3.0,0.15,0.0,0.0,,,
140348,NEITHER,64.0,4.0,0.0625,0.0,0.0,,,
140352,NEITHER,50.0,4.0,0.08,0.0,0.0,,,
140356,NEITHER,43.0,2.0,0.0465,0.0,0.0,,,
140360,NEITHER,18.0,2.0,0.1111,0.0,0.0,,,
140368,NEITHER,37.0,4.0,0.1081,0.0,0.0,,,
140372,NEITHER,25.0,3.0,0.12,0.0,0.0,,,
140376,NEITHER,17.0,1.0,0.0588,0.0,0.0,,,
140384,NEITHER,26.0,1.0,0.0385,0.0,0.0,,,
140386,NEITHER,105.0,9.0,0.0857,0.0,0.0,,,
140388,HIGH,18.0,4.0,0.2222,0.0,0.0,,,
140390,NEITHER,64.0,6.0,0.0938,0.0,0.0,,,
140392,HIGH,14.0,3.0,0.2143,0.0,0.0,,,
140396,HIGH,26.0,1.0,0.0385,0.0,0.0,,,
150304,LOW,36.0,2.0,0.0556,0.0,0.0,,,
150308,NEITHER,40.0,1.0,0.025,0.0,0.0,,,
150310,LOW,32.0,1.0,0.0313,0.0,0.0,,,
150312,LOW,24.0,0.0,0.0,0.0,0.0,,,
150350,LOW,6.0,0.0,0.0,0.0,0.0,,,
160304,NEITHER,13.0,1.0,0.0769,0.0,0.0,,,
160306,NEITHER,43.0,0.0,0.0,0.0,0.0,,,
160308,NEITHER,43.0,3.0,0.0698,0.0,0.0,,,
160309,NEITHER,7.0,1.0,0.1429,0.0,0.0,,,
160310,NEITHER,26.0,2.0,0.0769,0.0,0.0,,,
160311,LOW,47.0,3.0,0.0638,0.0,0.0,,,
160313,NEITHER,48.0,4.0,0.0833,0.0,0.0,,,
160314,LOW,60.0,6.0,0.1,0.0,0.0,,,
160316,NEITHER,13.0,0.0,0.0,0.0,0.0,,,
160317,NEITHER,22.0,2.0,0.0909,0.0,0.0,,,
160318,NEITHER,40.0,5.0,0.125,0.0,0.0,,,
160322,NEITHER,49.0,2.0,0.0408,0.0,0.0,,,
160324,NEITHER,67.0,9.0,0.1343,0.0,0.0,,,
160326,NEITHER,33.0,0.0,0.0,0.0,0.0,,,
160332,NEITHER,28.0,1.0,0.0357,0.0,0.0,,,
160343,LOW,3.0,1.0,0.3333,0.0,0.0,,,
160344,NEITHER,80.0,5.0,0.0625,0.0,0.0,,,
160352,LOW,60.0,2.0,0.0333,0.0,0.0,,,
16B000,LOW,17.0,3.0,0.1765,0.0,0.0,,,
170316,NEITHER,55.0,6.0,0.1091,0.0,0.0,,,
170334,HIGH,30.0,4.0,0.1333,0.0,0.0,,,
170338,NEITHER,40.0,11.0,0.275,2.0,0.05,,,
170339,HIGH,32.0,5.0,0.1563,0.0,0.0,,,
170342,HIGH,24.0,11.0,0.4583,0.0,0.0,,,
170344,HIGH,19.0,5.0,0.2632,0.0,0.0,,,
180302,NEITHER,38.0,2.0,0.0526,0.0,0.0,,,
180304,NEITHER,55.0,5.0,0.0909,0.0,0.0,,,
180308,LOW,50.0,4.0,0.08,0.0,0.0,,,
180312,NEITHER,23.0,4.0,0.1739,0.0,0.0,,,
180316,NEITHER,45.0,4.0,0.0889,0.0,0.0,,,
180320,NEITHER,53.0,1.0,0.0189,0.0,0.0,,,
180323,NEITHER,17.0,1.0,0.0588,0.0,0.0,,,
180324,NEITHER,32.0,2.0,0.0625,0.0,0.0,,,
180325,NEITHER,14.0,0.0,0.0,0.0,0.0,,,
180326,NEITHER,29.0,0.0,0.0,0.0,0.0,,,
180332,NEITHER,32.0,4.0,0.125,0.0,0.0,,,
180336,NEITHER,35.0,1.0,0.0286,0.0,0.0,,,
180340,LOW,52.0,2.0,0.0385,0.0,0.0,,,
180342,NEITHER,32.0,0.0,0.0,0.0,0.0,,,
180343,NEITHER,53.0,7.0,0.1321,0.0,0.0,,,
180344,NEITHER,41.0,1.0,0.0244,0.0,0.0,,,
180346,NEITHER,28.0,2.0,0.0714,0.0,0.0,,,
180348,NEITHER,54.0,4.0,0.0741,0.0,0.0,,,
180352,LOW,25.0,1.0,0.04,0.0,0.0,,,
180356,NEITHER,43.0,1.0,0.0233,0.0,0.0,,,
180360,NEITHER,38.0,2.0,0.0526,0.0,0.0,,,
180364,NEITHER,29.0,6.0,0.2069,0.0,0.0,,,
180368,LOW,29.0,3.0,0.1034,0.0,0.0,,,
180372,HIGH,58.0,5.0,0.0862,0.0,0.0,,,
180376,NEITHER,69.0,4.0,0.058,0.0,0.0,,,
180379,NEITHER,35.0,2.0,0.0571,0.0,0.0,,,
180380,NEITHER,39.0,2.0,0.0513,0.0,0.0,,,
180388,HIGH,35.0,6.0,0.1714,0.0,0.0,,,
181312,NEITHER,38.0,3.0,0.0789,0.0,0.0,,,
181316,NEITHER,35.0,3.0,0.0857,0.0,0.0,,,
181318,NEITHER,21.0,1.0,0.0476,0.0,0.0,,,
181322,NEITHER,80.0,12.0,0.15,0.0,0.0,,,
181326,NEITHER,31.0,3.0,0.0968,0.0,0.0,,,
181332,HIGH,24.0,2.0,0.0833,0.0,0.0,,,
181336,NEITHER,25.0,0.0,0.0,0.0,0.0,,,
181342,HIGH,33.0,8.0,0.2424,0.0,0.0,,,
181344,NEITHER,54.0,3.0,0.0556,0.0,0.0,,,
182304,NEITHER,13.0,3.0,0.2308,0.0,0.0,,,
182316,NEITHER,52.0,3.0,0.0577,0.0,0.0,,,
182321,NEITHER,39.0,5.0,0.1282,0.0,0.0,,,
182322,NEITHER,30.0,8.0,0.2667,0.0,0.0,,,
182324,HIGH,30.0,7.0,0.2333,0.0,0.0,,,
182328,HIGH,37.0,10.0,0.2703,0.0,0.0,,,
182700,LOW,11.0,0.0,0.0,0.0,0.0,,,
190304,NEITHER,22.0,2.0,0.0909,0.0,0.0,,,
190308,NEITHER,29.0,1.0,0.0345,0.0,0.0,,,
190310,HIGH,11.0,3.0,0.2727,0.0,0.0,,,
190312,HIGH,50.0,14.0,0.28,1.0,0.02,,,
190316,NEITHER,32.0,4.0,0.125,0.0,0.0,,,
190328,LOW,32.0,5.0,0.1563,0.0,0.0,,,
190332,NEITHER,25.0,2.0,0.08,1.0,0.04,,,
190336,HIGH,70.0,9.0,0.1286,2.0,0.0286,,,
190339,LOW,49.0,9.0,0.1837,0.0,0.0,,,
190340,NEITHER,27.0,3.0,0.1111,1.0,0.037000000000000005,,,
190341,LOW,50.0,10.0,0.2,0.0,0.0,,,
190342,LOW,93.0,10.0,0.1075,0.0,0.0,,,
190346,LOW,54.0,10.0,0.1852,1.0,0.0185,,,
190348,NEITHER,56.0,4.0,0.0714,1.0,0.0179,,,
190350,HIGH,54.0,8.0,0.1481,0.0,0.0,,,
190352,NEITHER,30.0,2.0,0.0667,0.0,0.0,,,
190370,HIGH,70.0,10.0,0.1429,0.0,0.0,,,
19A000,LOW,41.0,4.0,0.0976,0.0,0.0,,,
19B000,LOW,48.0,5.0,0.1042,0.0,0.0,,,
19C000,LOW,23.0,3.0,0.1304,0.0,0.0,,,
200304,HIGH,30.0,2.0,0.0667,0.0,0.0,,,
200308,NEITHER,25.0,1.0,0.04,0.0,0.0,,,
200310,NEITHER,23.0,4.0,0.1739,0.0,0.0,,,
200312,HIGH,16.0,1.0,0.0625,0.0,0.0,,,
200314,NEITHER,18.0,1.0,0.0556,0.0,0.0,,,
200320,NEITHER,21.0,3.0,0.1429,0.0,0.0,,,
200322,HIGH,10.0,1.0,0.1,0.0,0.0,,,
200324,HIGH,44.0,5.0,0.1136,0.0,0.0,,,
200328,NEITHER,39.0,6.0,0.1538,0.0,0.0,,,
200330,NEITHER,28.0,5.0,0.1786,1.0,0.0357,,,
200332,HIGH,16.0,1.0,0.0625,0.0,0.0,,,
200336,HIGH,25.0,4.0,0.16,1.0,0.04,,,
200350,NEITHER,7.0,0.0,0.0,0.0,0.0,,,
20A000,NEITHER,19.0,3.0,0.1579,0.0,0.0,,,
210304,NEITHER,33.0,2.0,0.0606,0.0,0.0,,,
210306,NEITHER,31.0,6.0,0.1935,0.0,0.0,,,
210312,NEITHER,45.0,5.0,0.1111,0.0,0.0,,,
210316,HIGH,35.0,3.0,0.0857,0.0,0.0,,,
220308,NEITHER,40.0,4.0,0.1,0.0,0.0,,,
220310,NEITHER,33.0,1.0,0.0303,0.0,0.0,,,
220312,NEITHER,29.0,2.0,0.069,0.0,0.0,,,
230304,NEITHER,33.0,1.0,0.0303,0.0,0.0,,,
230308,NEITHER,35.0,0.0,0.0,0.0,0.0,,,
230312,LOW,71.0,7.0,0.0986,0.0,0.0,,,
230316,NEITHER,53.0,3.0,0.0566,0.0,0.0,,,
230320,NEITHER,20.0,0.0,0.0,0.0,0.0,,,
230322,LOW,11.0,0.0,0.0,0.0,0.0,,,
230324,LOW,77.0,7.0,0.0909,1.0,0.013,,,
230328,NEITHER,59.0,4.0,0.0678,0.0,0.0,,,
230330,NEITHER,19.0,2.0,0.1053,0.0,0.0,,,
230334,NEITHER,22.0,3.0,0.1364,0.0,0.0,,,
230336,NEITHER,34.0,8.0,0.2353,0.0,0.0,,,
230340,NEITHER,36.0,1.0,0.0278,0.0,0.0,,,
230342,HIGH,26.0,2.0,0.0769,0.0,0.0,,,
230344,NEITHER,25.0,3.0,0.12,0.0,0.0,,,
230346,HIGH,32.0,4.0,0.125,0.0,0.0,,,
230348,NEITHER,27.0,1.0,0.037000000000000005,0.0,0.0,,,
230350,LOW,80.0,4.0,0.05,0.0,0.0,,,
230351,NEITHER,43.0,9.0,0.2093,0.0,0.0,,,
230352,NEITHER,45.0,2.0,0.0444,0.0,0.0,,,
230355,NEITHER,26.0,2.0,0.0769,0.0,0.0,,,
230357,NEITHER,24.0,1.0,0.0417,0.0,0.0,,,
230359,NEITHER,19.0,1.0,0.0526,0.0,0.0,,,
230361,NEITHER,58.0,5.0,0.0862,0.0,0.0,,,
230362,NEITHER,35.0,7.0,0.2,0.0,0.0,,,
230364,NEITHER,34.0,0.0,0.0,0.0,0.0,,,
230368,NEITHER,45.0,5.0,0.1111,0.0,0.0,,,
230370,NEITHER,32.0,0.0,0.0,0.0,0.0,,,
230376,NEITHER,30.0,6.0,0.2,0.0,0.0,,,
230380,LOW,24.0,3.0,0.125,0.0,0.0,,,
23A000,LOW,55.0,10.0,0.1818,0.0,0.0,,,
240304,NEITHER,13.0,3.0,0.2308,0.0,0.0,,,
240308,NEITHER,24.0,3.0,0.125,0.0,0.0,,,
240328,NEITHER,31.0,2.0,0.0645,0.0,0.0,,,
240330,,1.0,0.0,0.0,0.0,0.0,,,
240332,HIGH,24.0,5.0,0.2083,0.0,0.0,,,
240334,LOW,35.0,5.0,0.1429,0.0,0.0,,,
240344,NEITHER,31.0,6.0,0.1935,1.0,0.0323,,,
240352,NEITHER,14.0,0.0,0.0,0.0,0.0,,,
240354,NEITHER,25.0,4.0,0.16,0.0,0.0,,,
240356,NEITHER,16.0,3.0,0.1875,0.0,0.0,,,
240368,NEITHER,15.0,1.0,0.0667,0.0,0.0,,,
240370,NEITHER,21.0,0.0,0.0,0.0,0.0,,,
240371,LOW,51.0,2.0,0.0392,0.0,0.0,,,
240372,NEITHER,31.0,3.0,0.0968,0.0,0.0,,,
240373,LOW,13.0,2.0,0.1538,0.0,0.0,,,
240376,NEITHER,14.0,3.0,0.2143,0.0,0.0,,,
240380,NEITHER,35.0,1.0,0.0286,0.0,0.0,,,
240388,NEITHER,50.0,2.0,0.04,0.0,0.0,,,
241304,HIGH,39.0,5.0,0.1282,0.0,0.0,,,
241308,HIGH,38.0,5.0,0.1316,0.0,0.0,,,
241312,HIGH,11.0,1.0,0.0909,0.0,0.0,,,
241316,HIGH,52.0,3.0,0.0577,0.0,0.0,,,
241320,HIGH,41.0,4.0,0.0976,0.0,0.0,,,
24B000,HIGH,7.0,0.0,0.0,0.0,0.0,,,
24N000,NEITHER,37.0,10.0,0.2703,1.0,0.027000000000000003,,,
250304,NEITHER,41.0,2.0,0.0488,0.0,0.0,,,
250306,NEITHER,31.0,5.0,0.1613,0.0,0.0,,,
250308,NEITHER,31.0,4.0,0.129,1.0,0.0323,,,
250312,NEITHER,48.0,12.0,0.25,0.0,0.0,,,
250314,LOW,11.0,2.0,0.1818,0.0,0.0,,,
250316,LOW,33.0,5.0,0.1515,0.0,0.0,,,
250320,HIGH,54.0,13.0,0.2407,0.0,0.0,,,
250321,LOW,10.0,2.0,0.2,0.0,0.0,,,
250324,NEITHER,40.0,4.0,0.1,0.0,0.0,,,
250328,NEITHER,25.0,4.0,0.16,0.0,0.0,,,
250332,NEITHER,56.0,13.0,0.2321,0.0,0.0,,,
250336,HIGH,27.0,5.0,0.1852,0.0,0.0,,,
250340,NEITHER,71.0,14.0,0.1972,0.0,0.0,,,
250344,NEITHER,26.0,8.0,0.3077,0.0,0.0,,,
250348,HIGH,35.0,7.0,0.2,0.0,0.0,,,
250350,NEITHER,34.0,8.0,0.2353,0.0,0.0,,,
250356,NEITHER,101.0,15.0,0.1485,1.0,0.0099,,,
250360,HIGH,29.0,7.0,0.2414,0.0,0.0,,,
250362,NEITHER,25.0,6.0,0.24,0.0,0.0,,,
250364,HIGH,32.0,11.0,0.3438,0.0,0.0,,,
250368,NEITHER,31.0,5.0,0.1613,0.0,0.0,,,
250372,NEITHER,62.0,11.0,0.1774,0.0,0.0,,,
250376,NEITHER,50.0,9.0,0.18,1.0,0.02,,,
250378,NEITHER,36.0,3.0,0.0833,0.0,0.0,,,
250380,NEITHER,41.0,10.0,0.2439,1.0,0.0244,,,
260302,NEITHER,19.0,4.0,0.2105,0.0,0.0,,,
260306,NEITHER,38.0,4.0,0.1053,0.0,0.0,,,
260308,HIGH,18.0,1.0,0.0556,0.0,0.0,,,
260310,HIGH,38.0,8.0,0.2105,0.0,0.0,,,
260312,NEITHER,8.0,2.0,0.25,0.0,0.0,,,
260316,HIGH,19.0,4.0,0.2105,0.0,0.0,,,
260318,LOW,112.0,11.0,0.0982,0.0,0.0,,,
260320,HIGH,46.0,9.0,0.1957,0.0,0.0,,,
260321,HIGH,47.0,14.0,0.2979,0.0,0.0,,,
260322,HIGH,83.0,26.0,0.3133,0.0,0.0,,,
260325,NEITHER,90.0,6.0,0.0667,0.0,0.0,,,
260326,HIGH,48.0,12.0,0.25,0.0,0.0,,,
260332,LOW,31.0,4.0,0.129,0.0,0.0,,,
260336,NEITHER,39.0,14.0,0.359,0.0,0.0,,,
260338,HIGH,57.0,19.0,0.3333,0.0,0.0,,,
260340,HIGH,39.0,6.0,0.1538,0.0,0.0,,,
