agency_code,pct_met_4 year graduation rate_ltg,pct_met_el progress_ltg,pct_met_math grade 11_ltg,pct_met_math grades 3-8_ltg,pct_met_reading grade 10_ltg,pct_met_reading grades 3-8_ltg,pct_met_total targets_ltg,target_assign_4 year graduation rate_ltg,target_assign_el progress_ltg,target_assign_math grade 11_ltg,target_assign_math grades 3-8_ltg,target_assign_reading grade 10_ltg,target_assign_reading grades 3-8_ltg,target_assign_total targets_ltg,target_met_4 year graduation rate_ltg,target_met_el progress_ltg,target_met_math grade 11_ltg,target_met_math grades 3-8_ltg,target_met_reading grade 10_ltg,target_met_reading grades 3-8_ltg,target_met_total targets_ltg
270320,,,,0.0,,100.0,50.0,,,,3.0,,3.0,6.0,,,,0.0,,3.0,3.0
280302,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
280304,0.0,,0.0,75.0,0.0,75.0,46.2,2.0,,1.0,4.0,2.0,4.0,13.0,0.0,,0.0,3.0,0.0,3.0,6.0
280306,50.0,,,,,,50.0,2.0,,,,,,2.0,1.0,,,,,,1.0
280308,,,,25.0,,25.0,25.0,,,,4.0,,4.0,8.0,,,,1.0,,1.0,2.0
280310,,100.0,,16.7,,33.3,30.8,,1.0,,6.0,,6.0,13.0,,1.0,,1.0,,2.0,4.0
280312,,100.0,,16.7,,50.0,38.5,,1.0,,6.0,,6.0,13.0,,1.0,,1.0,,3.0,5.0
280316,0.0,,66.7,,0.0,,22.2,3.0,,3.0,,3.0,,9.0,0.0,,2.0,,0.0,,2.0
280320,,,,0.0,,66.7,33.3,,,,6.0,,6.0,12.0,,,,0.0,,4.0,4.0
280324,,,,0.0,,66.7,33.3,,,,3.0,,3.0,6.0,,,,0.0,,2.0,2.0
280328,,,,14.3,,14.3,14.3,,,,7.0,,7.0,14.0,,,,1.0,,1.0,2.0
280330,0.0,,0.0,,0.0,,0.0,3.0,,3.0,,3.0,,9.0,0.0,,0.0,,0.0,,0.0
290302,,,,66.7,,66.7,66.7,,,,3.0,,3.0,6.0,,,,2.0,,2.0,4.0
290306,,,,0.0,,66.7,33.3,,,,3.0,,3.0,6.0,,,,0.0,,2.0,2.0
290307,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
290308,0.0,,100.0,,33.3,,40.0,4.0,,3.0,,3.0,,10.0,0.0,,3.0,,1.0,,4.0
290309,,,,85.7,,42.9,64.3,,,,7.0,,7.0,14.0,,,,6.0,,3.0,9.0
290310,,,,0.0,,100.0,50.0,,,,2.0,,2.0,4.0,,,,0.0,,2.0,2.0
290312,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
290314,0.0,,0.0,,,,0.0,3.0,,1.0,,,,4.0,0.0,,0.0,,,,0.0
290316,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
290320,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
290322,,,,0.0,,16.7,8.3,,,,6.0,,6.0,12.0,,,,0.0,,1.0,1.0
290324,66.7,,0.0,,0.0,,22.2,3.0,,3.0,,3.0,,9.0,2.0,,0.0,,0.0,,2.0
290328,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
290330,,,,0.0,,66.7,33.3,,,,3.0,,3.0,6.0,,,,0.0,,2.0,2.0
290332,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
290333,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
290334,,,,28.6,,42.9,35.7,,,,7.0,,7.0,14.0,,,,2.0,,3.0,5.0
290336,0.0,,75.0,,0.0,,25.0,4.0,,4.0,,4.0,,12.0,0.0,,3.0,,0.0,,3.0
290344,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
290348,25.0,,0.0,,0.0,,10.0,4.0,,3.0,,3.0,,10.0,1.0,,0.0,,0.0,,1.0
290349,,,,,0.0,,0.0,,,,,3.0,,3.0,,,,,0.0,,0.0
290350,,,,60.0,,60.0,60.0,,,,5.0,,5.0,10.0,,,,3.0,,3.0,6.0
290351,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
290352,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
290356,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
290364,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
290365,0.0,,100.0,,0.0,,33.3,3.0,,3.0,,3.0,,9.0,0.0,,3.0,,0.0,,3.0
290366,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
290367,,,,50.0,,25.0,37.5,,,,4.0,,4.0,8.0,,,,2.0,,1.0,3.0
290375,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
290376,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
290380,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
290384,,,,25.0,,25.0,25.0,,,,4.0,,4.0,8.0,,,,1.0,,1.0,2.0
290388,33.3,,0.0,,0.0,,11.1,3.0,,3.0,,3.0,,9.0,1.0,,0.0,,0.0,,1.0
290389,0.0,,100.0,,100.0,,66.7,2.0,,2.0,,2.0,,6.0,0.0,,2.0,,2.0,,4.0
291308,,100.0,,14.3,,42.9,33.3,,1.0,,7.0,,7.0,15.0,,1.0,,1.0,,3.0,5.0
291332,,0.0,,11.1,,22.2,15.8,,1.0,,9.0,,9.0,19.0,,0.0,,1.0,,2.0,3.0
291336,40.0,0.0,100.0,,20.0,,50.0,5.0,1.0,5.0,,5.0,,16.0,2.0,0.0,5.0,,1.0,,8.0
291340,,100.0,,0.0,,16.7,15.4,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,1.0,2.0
291352,,100.0,,0.0,,28.6,20.0,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,2.0,3.0
292316,,100.0,,0.0,,0.0,5.9,,1.0,,8.0,,8.0,17.0,,1.0,,0.0,,0.0,1.0
292318,,0.0,,0.0,,33.3,15.4,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,2.0,2.0
292320,,0.0,,0.0,,0.0,0.0,,1.0,,8.0,,8.0,17.0,,0.0,,0.0,,0.0,0.0
292324,40.0,0.0,0.0,,20.0,,20.0,5.0,1.0,4.0,,5.0,,15.0,2.0,0.0,0.0,,1.0,,3.0
298202,,,,0.0,,0.0,0.0,,,,2.0,,2.0,4.0,,,,0.0,,0.0,0.0
300308,,0.0,,0.0,,20.0,9.1,,1.0,,5.0,,5.0,11.0,,0.0,,0.0,,1.0,1.0
300310,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
300312,20.0,100.0,40.0,,20.0,,31.3,5.0,1.0,5.0,,5.0,,16.0,1.0,1.0,2.0,,1.0,,5.0
300314,0.0,,100.0,,0.0,,33.3,1.0,,1.0,,1.0,,3.0,0.0,,1.0,,0.0,,1.0
300320,,0.0,,16.7,,0.0,7.7,,1.0,,6.0,,6.0,13.0,,0.0,,1.0,,0.0,1.0
300325,,,,60.0,,60.0,60.0,,,,5.0,,5.0,10.0,,,,3.0,,3.0,6.0
300326,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
300328,,,,33.3,,100.0,66.7,,,,3.0,,3.0,6.0,,,,1.0,,3.0,4.0
300330,,,,0.0,,0.0,0.0,,,,8.0,,8.0,16.0,,,,0.0,,0.0,0.0
300336,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
300337,,,,20.0,,80.0,50.0,,,,5.0,,5.0,10.0,,,,1.0,,4.0,5.0
310304,,0.0,,14.3,,71.4,40.0,,1.0,,7.0,,7.0,15.0,,0.0,,1.0,,5.0,6.0
310308,,0.0,,28.6,,28.6,26.7,,1.0,,7.0,,7.0,15.0,,0.0,,2.0,,2.0,4.0
310330,,,,0.0,,100.0,50.0,,,,6.0,,6.0,12.0,,,,0.0,,6.0,6.0
310336,,0.0,,0.0,,42.9,20.0,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,3.0,3.0
310338,100.0,,100.0,,0.0,,50.0,1.0,,1.0,,2.0,,4.0,1.0,,1.0,,0.0,,2.0
310344,80.0,0.0,80.0,,60.0,,68.8,5.0,1.0,5.0,,5.0,,16.0,4.0,0.0,4.0,,3.0,,11.0
310352,100.0,100.0,20.0,,0.0,,46.7,5.0,1.0,5.0,,4.0,,15.0,5.0,1.0,1.0,,0.0,,7.0
310356,,100.0,,0.0,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,0.0,1.0
310360,,0.0,,0.0,,42.9,20.0,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,3.0,3.0
310364,25.0,0.0,100.0,80.0,100.0,60.0,69.6,4.0,1.0,4.0,5.0,4.0,5.0,23.0,1.0,0.0,4.0,4.0,4.0,3.0,16.0
310384,,100.0,,0.0,,85.7,46.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,6.0,7.0
310388,,0.0,,0.0,,0.0,0.0,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,0.0,0.0
310392,0.0,0.0,60.0,,0.0,,18.8,5.0,1.0,5.0,,5.0,,16.0,0.0,0.0,3.0,,0.0,,3.0
320304,,100.0,,16.7,,0.0,15.4,,1.0,,6.0,,6.0,13.0,,1.0,,1.0,,0.0,2.0
320306,,100.0,,28.6,,28.6,33.3,,1.0,,7.0,,7.0,15.0,,1.0,,2.0,,2.0,5.0
320308,,0.0,,0.0,,100.0,45.5,,1.0,,5.0,,5.0,11.0,,0.0,,0.0,,5.0,5.0
320309,100.0,,100.0,,66.7,,88.9,3.0,,3.0,,3.0,,9.0,3.0,,3.0,,2.0,,8.0
320310,,100.0,,0.0,,0.0,9.1,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,0.0,1.0
320312,14.3,100.0,28.6,,57.1,,36.4,7.0,1.0,7.0,,7.0,,22.0,1.0,1.0,2.0,,4.0,,8.0
320313,,100.0,,28.6,,14.3,26.7,,1.0,,7.0,,7.0,15.0,,1.0,,2.0,,1.0,4.0
320314,0.0,,66.7,28.6,33.3,57.1,42.9,1.0,,3.0,7.0,3.0,7.0,21.0,0.0,,2.0,2.0,1.0,4.0,9.0
320315,,100.0,,33.3,,50.0,46.2,,1.0,,6.0,,6.0,13.0,,1.0,,2.0,,3.0,6.0
320316,,100.0,,57.1,,71.4,66.7,,1.0,,7.0,,7.0,15.0,,1.0,,4.0,,5.0,10.0
320317,100.0,,100.0,,100.0,,100.0,3.0,,3.0,,4.0,,10.0,3.0,,3.0,,4.0,,10.0
320318,,100.0,,0.0,,14.3,13.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,1.0,2.0
320319,,100.0,,0.0,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,0.0,1.0
320320,,0.0,,0.0,,33.3,15.4,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,2.0,2.0
320322,33.3,,,,100.0,,50.0,3.0,,,,1.0,,4.0,1.0,,,,1.0,,2.0
320323,40.0,0.0,0.0,28.6,100.0,57.1,43.3,5.0,1.0,5.0,7.0,5.0,7.0,30.0,2.0,0.0,0.0,2.0,5.0,4.0,13.0
320324,,100.0,,0.0,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,0.0,1.0
320325,33.3,100.0,20.0,,40.0,,35.3,6.0,1.0,5.0,,5.0,,17.0,2.0,1.0,1.0,,2.0,,6.0
320327,,100.0,,85.7,,14.3,53.3,,1.0,,7.0,,7.0,15.0,,1.0,,6.0,,1.0,8.0
320328,,100.0,,0.0,,16.7,15.4,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,1.0,2.0
320332,,100.0,,0.0,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,0.0,1.0
320338,,,,50.0,,16.7,33.3,,,,6.0,,6.0,12.0,,,,3.0,,1.0,4.0
320339,,100.0,,40.0,,100.0,72.7,,1.0,,5.0,,5.0,11.0,,1.0,,2.0,,5.0,8.0
320340,,,,0.0,,16.7,8.3,,,,6.0,,6.0,12.0,,,,0.0,,1.0,1.0
320341,0.0,,,0.0,,33.3,14.3,1.0,,,3.0,,3.0,7.0,0.0,,,0.0,,1.0,1.0
320342,,,,42.9,,57.1,50.0,,,,7.0,,7.0,14.0,,,,3.0,,4.0,7.0
320343,,0.0,,71.4,,100.0,80.0,,1.0,,7.0,,7.0,15.0,,0.0,,5.0,,7.0,12.0
320344,,100.0,,0.0,,0.0,9.1,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,0.0,1.0
320346,,0.0,,16.7,,50.0,30.8,,1.0,,6.0,,6.0,13.0,,0.0,,1.0,,3.0,4.0
320347,,100.0,,0.0,,16.7,15.4,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,1.0,2.0
320348,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
320352,,100.0,,50.0,,16.7,38.5,,1.0,,6.0,,6.0,13.0,,1.0,,3.0,,1.0,5.0
320353,0.0,,0.0,,,,0.0,2.0,,1.0,,,,3.0,0.0,,0.0,,,,0.0
320354,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
320355,,0.0,,83.3,,83.3,76.9,,1.0,,6.0,,6.0,13.0,,0.0,,5.0,,5.0,10.0
320356,28.6,100.0,0.0,,16.7,,19.0,7.0,1.0,7.0,,6.0,,21.0,2.0,1.0,0.0,,1.0,,4.0
320360,,0.0,,0.0,,0.0,0.0,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,0.0,0.0
320362,,100.0,,0.0,,0.0,7.7,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,0.0,1.0
320363,,0.0,,0.0,,28.6,13.3,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,2.0,2.0
320364,,,,0.0,,16.7,8.3,,,,6.0,,6.0,12.0,,,,0.0,,1.0,1.0
320365,71.4,0.0,71.4,,71.4,,68.2,7.0,1.0,7.0,,7.0,,22.0,5.0,0.0,5.0,,5.0,,15.0
320366,,100.0,,25.0,,100.0,64.7,,1.0,,8.0,,8.0,17.0,,1.0,,2.0,,8.0,11.0
320367,,100.0,,0.0,,40.0,27.3,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,2.0,3.0
320368,0.0,0.0,0.0,,50.0,,15.8,6.0,1.0,6.0,,6.0,,19.0,0.0,0.0,0.0,,3.0,,3.0
320369,,100.0,,0.0,,33.3,23.1,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,2.0,3.0
320370,,,,14.3,,28.6,21.4,,,,7.0,,7.0,14.0,,,,1.0,,2.0,3.0
320372,,100.0,,0.0,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,0.0,1.0
320374,,,,0.0,,66.7,33.3,,,,3.0,,3.0,6.0,,,,0.0,,2.0,2.0
320376,,100.0,,0.0,,0.0,7.7,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,0.0,1.0
320388,,100.0,,40.0,,80.0,63.6,,1.0,,5.0,,5.0,11.0,,1.0,,2.0,,4.0,7.0
320400,,100.0,,0.0,,80.0,45.5,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,4.0,5.0
320701,100.0,,66.7,,0.0,,50.0,2.0,,3.0,,3.0,,8.0,2.0,,2.0,,0.0,,4.0
32A000,,0.0,,0.0,,66.7,30.8,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,4.0,4.0
32B000,,,,75.0,,50.0,62.5,,,,4.0,,4.0,8.0,,,,3.0,,2.0,5.0
32C000,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
32D000,,100.0,,0.0,,37.5,23.5,,1.0,,8.0,,8.0,17.0,,1.0,,0.0,,3.0,4.0
32H000,,100.0,,0.0,,33.3,23.1,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,2.0,3.0
32K000,,,,0.0,,28.6,14.3,,,,7.0,,7.0,14.0,,,,0.0,,2.0,2.0
32L000,0.0,,100.0,28.6,0.0,71.4,45.0,2.0,,2.0,7.0,2.0,7.0,20.0,0.0,,2.0,2.0,0.0,5.0,9.0
32M000,,,,0.0,,80.0,40.0,,,,5.0,,5.0,10.0,,,,0.0,,4.0,4.0
32N000,50.0,,50.0,,50.0,,50.0,2.0,,2.0,,2.0,,6.0,1.0,,1.0,,1.0,,3.0
32P000,,0.0,,0.0,,0.0,0.0,,1.0,,4.0,,4.0,9.0,,0.0,,0.0,,0.0,0.0
32Q000,,100.0,,0.0,,20.0,18.2,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,1.0,2.0
32R000,,,,66.7,,100.0,83.3,,,,3.0,,3.0,6.0,,,,2.0,,3.0,5.0
32S000,,100.0,,0.0,,50.0,30.8,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,3.0,4.0
330304,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
330308,,100.0,,0.0,,14.3,13.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,1.0,2.0
330312,,,,0.0,,33.3,16.7,,,,3.0,,3.0,6.0,,,,0.0,,1.0,1.0
330326,,,0.0,,0.0,,0.0,,,1.0,,1.0,,2.0,,,0.0,,0.0,,0.0
330328,100.0,,100.0,,100.0,,100.0,3.0,,2.0,,3.0,,8.0,3.0,,2.0,,3.0,,8.0
330332,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
330334,,,,0.0,,100.0,50.0,,,,3.0,,3.0,6.0,,,,0.0,,3.0,3.0
330340,,,,0.0,,16.7,8.3,,,,6.0,,6.0,12.0,,,,0.0,,1.0,1.0
330344,,,,20.0,,60.0,40.0,,,,5.0,,5.0,10.0,,,,1.0,,3.0,4.0
330348,,,,0.0,,100.0,50.0,,,,5.0,,5.0,10.0,,,,0.0,,5.0,5.0
330350,75.0,,75.0,,0.0,,50.0,4.0,,4.0,,4.0,,12.0,3.0,,3.0,,0.0,,6.0
330354,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
330358,25.0,,0.0,,0.0,,10.0,4.0,,3.0,,3.0,,10.0,1.0,,0.0,,0.0,,1.0
330360,,,,20.0,,0.0,10.0,,,,5.0,,5.0,10.0,,,,1.0,,0.0,1.0
33A000,0.0,,0.0,16.7,0.0,100.0,41.2,1.0,,2.0,6.0,2.0,6.0,17.0,0.0,,0.0,1.0,0.0,6.0,7.0
340308,,100.0,,0.0,,0.0,7.7,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,0.0,1.0
340311,100.0,,25.0,,20.0,,46.2,4.0,,4.0,,5.0,,13.0,4.0,,1.0,,1.0,,6.0
340314,,100.0,,0.0,,33.3,23.1,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,2.0,3.0
340320,,100.0,,14.3,,14.3,20.0,,1.0,,7.0,,7.0,15.0,,1.0,,1.0,,1.0,3.0
340326,,,,0.0,,40.0,20.0,,,,5.0,,5.0,10.0,,,,0.0,,2.0,2.0
340330,50.0,0.0,75.0,,100.0,,66.7,6.0,1.0,4.0,,4.0,,15.0,3.0,0.0,3.0,,4.0,,10.0
340334,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
340336,,,0.0,,50.0,,25.0,,,2.0,,2.0,,4.0,,,0.0,,1.0,,1.0
340348,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
340350,,100.0,,88.9,,100.0,94.7,,1.0,,9.0,,9.0,19.0,,1.0,,8.0,,9.0,18.0
340351,,,,100.0,,100.0,100.0,,,,3.0,,3.0,6.0,,,,3.0,,3.0,6.0
340354,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
340362,0.0,,0.0,,0.0,,0.0,1.0,,1.0,,2.0,,4.0,0.0,,0.0,,0.0,,0.0
340364,16.7,100.0,0.0,,14.3,,15.0,6.0,1.0,6.0,,7.0,,20.0,1.0,1.0,0.0,,1.0,,3.0
340366,,0.0,,0.0,,14.3,6.7,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,1.0,1.0
340368,,100.0,,0.0,,0.0,9.1,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,0.0,1.0
340372,,0.0,,75.0,,62.5,64.7,,1.0,,8.0,,8.0,17.0,,0.0,,6.0,,5.0,11.0
340376,,100.0,,0.0,,20.0,18.2,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,1.0,2.0
340380,,100.0,,83.3,,33.3,61.5,,1.0,,6.0,,6.0,13.0,,1.0,,5.0,,2.0,8.0
340382,42.9,0.0,83.3,,0.0,,38.1,7.0,1.0,6.0,,7.0,,21.0,3.0,0.0,5.0,,0.0,,8.0
340384,,0.0,,0.0,,50.0,23.1,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,3.0,3.0
340385,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
340390,,100.0,,0.0,,0.0,9.1,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,0.0,1.0
340392,,0.0,,25.0,,62.5,41.2,,1.0,,8.0,,8.0,17.0,,0.0,,2.0,,5.0,7.0
340400,,100.0,,0.0,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,0.0,1.0
340403,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
340406,,,,11.1,,44.4,27.8,,,,9.0,,9.0,18.0,,,,1.0,,4.0,5.0
340416,,0.0,,0.0,,0.0,0.0,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,0.0,0.0
340420,,100.0,,28.6,,85.7,60.0,,1.0,,7.0,,7.0,15.0,,1.0,,2.0,,6.0,9.0
340424,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
340426,,100.0,,0.0,,12.5,11.8,,1.0,,8.0,,8.0,17.0,,1.0,,0.0,,1.0,2.0
340427,,,,0.0,,66.7,33.3,,,,3.0,,3.0,6.0,,,,0.0,,2.0,2.0
340428,,100.0,,0.0,,33.3,23.1,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,2.0,3.0
340430,,100.0,,0.0,,40.0,27.3,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,2.0,3.0
340432,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
340436,,,,0.0,,33.3,16.7,,,,6.0,,6.0,12.0,,,,0.0,,2.0,2.0
340440,,,,0.0,,83.3,41.7,,,,6.0,,6.0,12.0,,,,0.0,,5.0,5.0
340442,,,,55.6,,44.4,50.0,,,,9.0,,9.0,18.0,,,,5.0,,4.0,9.0
340446,100.0,,,,,,100.0,3.0,,,,,,3.0,3.0,,,,,,3.0
340448,,100.0,,16.7,,16.7,23.1,,1.0,,6.0,,6.0,13.0,,1.0,,1.0,,1.0,3.0
340452,,0.0,,50.0,,66.7,53.8,,1.0,,6.0,,6.0,13.0,,0.0,,3.0,,4.0,7.0
340453,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
340454,16.7,0.0,0.0,,0.0,,5.3,6.0,1.0,6.0,,6.0,,19.0,1.0,0.0,0.0,,0.0,,1.0
340457,,100.0,,0.0,,57.1,33.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,4.0,5.0
340460,16.7,100.0,50.0,,0.0,,26.7,6.0,1.0,4.0,,4.0,,15.0,1.0,1.0,2.0,,0.0,,4.0
340462,,100.0,,0.0,,0.0,9.1,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,0.0,1.0
340464,,0.0,,12.5,,25.0,17.6,,1.0,,8.0,,8.0,17.0,,0.0,,1.0,,2.0,3.0
340472,,0.0,,16.7,,16.7,15.4,,1.0,,6.0,,6.0,13.0,,0.0,,1.0,,1.0,2.0
340476,,100.0,,0.0,,0.0,9.1,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,0.0,1.0
340480,,,,28.6,0.0,28.6,26.7,,,,7.0,1.0,7.0,15.0,,,,2.0,0.0,2.0,4.0
340486,0.0,0.0,28.6,,0.0,,9.5,7.0,1.0,7.0,,6.0,,21.0,0.0,0.0,2.0,,0.0,,2.0
340488,100.0,0.0,0.0,0.0,33.3,75.0,37.5,2.0,1.0,2.0,4.0,3.0,4.0,16.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0
340490,,100.0,,0.0,,20.0,18.2,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,1.0,2.0
340492,,0.0,,0.0,,0.0,0.0,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,0.0,0.0
340494,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
340495,0.0,100.0,16.7,,0.0,,10.5,6.0,1.0,6.0,,6.0,,19.0,0.0,1.0,1.0,,0.0,,2.0
340496,42.9,0.0,0.0,,14.3,,19.0,7.0,1.0,6.0,,7.0,,21.0,3.0,0.0,0.0,,1.0,,4.0
340504,,100.0,,0.0,,57.1,33.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,4.0,5.0
340508,,100.0,,0.0,,14.3,13.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,1.0,2.0
340512,,,,0.0,,80.0,40.0,,,,5.0,,5.0,10.0,,,,0.0,,4.0,4.0
340514,,0.0,,0.0,,0.0,0.0,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,0.0,0.0
340516,,0.0,,25.0,,75.0,47.1,,1.0,,8.0,,8.0,17.0,,0.0,,2.0,,6.0,8.0
340520,,100.0,,85.7,,57.1,73.3,,1.0,,7.0,,7.0,15.0,,1.0,,6.0,,4.0,11.0
340528,,,,16.7,,50.0,33.3,,,,6.0,,6.0,12.0,,,,1.0,,3.0,4.0
340530,,0.0,,0.0,,50.0,23.1,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,3.0,3.0
340532,,0.0,,14.3,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,0.0,,1.0,,0.0,1.0
340536,,0.0,,0.0,,16.7,7.7,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,1.0,1.0
340540,,100.0,,0.0,,16.7,15.4,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,1.0,2.0
340542,25.0,,0.0,,0.0,,8.3,4.0,,4.0,,4.0,,12.0,1.0,,0.0,,0.0,,1.0
340544,,,,37.5,,75.0,56.3,,,,8.0,,8.0,16.0,,,,3.0,,6.0,9.0
340548,,0.0,,0.0,,28.6,13.3,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,2.0,2.0
340556,50.0,0.0,33.3,,33.3,,36.8,6.0,1.0,6.0,,6.0,,19.0,3.0,0.0,2.0,,2.0,,7.0
340560,,,,20.0,,20.0,20.0,,,,5.0,,5.0,10.0,,,,1.0,,1.0,2.0
340564,,100.0,,22.2,,66.7,47.4,,1.0,,9.0,,9.0,19.0,,1.0,,2.0,,6.0,9.0
