agency_code,pct_gce_all_rta,pct_gce_rpf_rta,pct_gce_swd_rta,pct_passed_eog_rta,pct_passed_laa_rta,pct_passed_rta_rta,pct_promoted_rta,pct_retained_rta
490360,20.0,15.3,,56.5,,,85.9,14.1
490363,23.4,14.3,,35.1,,,74.0,26.0
490364,18.4,12.3,,50.9,,,77.2,22.8
490368,,,,51.2,,,81.4,
490390,11.7,9.4,,82.0,,,95.0,
491316,,,,64.7,9.2,,90.8,9.2
491318,,,,85.7,,,95.0,
491320,10.6,,,54.9,,,88.5,11.5
49B000,,,,68.9,,,95.0,
49E000,,,,87.4,,,95.0,
49F000,,,,79.9,,,88.0,12.0
49G000,14.7,,,50.0,,,95.0,
500304,,,,50.8,,,95.0,
500314,,,,66.0,,,86.2,13.8
500316,,,,,,,84.2,
500332,,,,52.2,,,91.0,
500337,,,,49.1,,,92.5,
50A000,,,,59.3,,,81.5,
510308,8.9,,,39.3,,,92.0,
510326,9.6,,8.1,52.9,,,86.0,14.0
510328,,,,62.3,,,95.0,
510330,,,,38.4,,,73.7,26.3
510332,9.4,,,37.7,,,84.9,15.1
510334,,,,66.7,,,95.0,
510336,,,,70.8,,,92.1,
510340,14.3,,13.7,42.9,,,95.0,
510343,,,,36.7,,,95.0,
510356,,,,58.0,,,94.3,
510358,8.5,,7.0,53.5,,,92.3,7.7
510360,27.3,,22.7,54.5,,,95.0,
510372,,,,51.5,,,88.2,
510373,,,,61.8,,,93.6,
510374,14.7,,14.0,56.6,,,93.4,
510377,6.6,,6.0,61.4,,,94.0,6.0
510378,,,,67.1,,,95.0,
510388,17.3,,15.0,28.6,,,71.4,28.6
510396,,,,21.0,,,64.2,35.8
510404,19.8,,13.9,29.7,,,89.1,10.9
510408,12.0,,12.0,43.4,,,89.2,
510410,8.0,,8.0,57.4,,,95.0,
510414,8.2,,7.7,57.7,,,95.0,
51A000,,,,69.9,,,87.7,
51B000,,,,67.9,,,86.9,13.1
520304,,,,,,,69.6,
520308,,,,,,,71.4,
520328,,,,,,,95.0,
520336,,,,48.3,,,89.7,
530302,12.6,,9.9,56.8,,,75.7,24.3
530308,,,,57.0,,,77.9,22.1
530312,,,,54.7,,,67.5,32.5
530320,,,,44.2,11.7,,74.2,25.8
530340,,,,56.0,,,65.5,34.5
530346,10.7,,10.7,58.0,,,77.9,22.1
530354,,,,58.8,,,80.7,19.3
540304,12.8,,,65.4,,,95.0,
540308,17.1,,17.1,50.5,,,93.3,
540316,,,,42.9,,,83.1,16.9
540320,15.6,,,67.2,,,89.1,
540325,15.9,,15.9,36.4,,,64.8,35.2
540326,19.3,,14.8,44.3,,,89.8,
540328,,,,55.4,,,95.0,
540338,,,,35.7,,,67.9,
540340,30.2,,,60.5,,,93.0,
54A000,62.5,,,,,,87.5,
550312,,,,37.3,,,70.1,29.9
550314,,,,76.7,,,95.0,
550316,,,,53.8,,,84.6,
550328,21.1,,19.7,71.8,,,95.0,
550336,,,,53.7,,,75.6,24.4
550340,22.5,,15.5,52.1,,,80.3,19.7
550342,,,,46.9,,,82.8,17.2
550349,15.2,13.3,,65.7,,,92.4,
550356,,,,77.6,,,91.8,
550360,,,,52.9,,,80.4,19.6
550362,,,,72.2,,,95.0,
550364,,,,68.3,,,85.4,
55A000,12.3,7.5,,82.2,,,95.0,
560304,,,,55.4,,,94.6,
560316,,,,54.4,,,88.2,
560324,,,,,,,95.0,
560328,15.7,,14.3,62.9,,,91.4,
560338,13.0,,12.0,68.5,,,90.2,
570306,,,,73.5,,,95.0,
570312,,,,87.5,,,95.0,
570320,15.5,,,70.4,,,95.0,
580312,,,,49.6,,,70.9,29.1
580316,15.2,,,47.0,,,77.3,22.7
580324,,,,55.6,,,83.3,
580356,,,,75.0,,,95.0,
590306,36.1,,,29.5,,,78.7,21.3
590316,18.2,,,51.5,,,80.3,19.7
590320,15.9,,,61.9,,,84.1,15.9
590332,23.2,,,48.2,,,82.1,17.9
590336,,,,44.1,,,58.8,41.2
590340,27.3,,,54.5,,,85.5,
590344,,,,55.0,,,76.7,23.3
590352,39.5,19.7,17.1,48.7,,,94.7,
600300,12.0,,,35.2,,,69.0,31.0
600303,,,,37.7,,,66.0,34.0
600308,,,,36.7,,,53.1,46.9
600311,,,,27.5,,,39.2,60.8
600314,,,,78.2,,,95.0,
600316,13.9,,11.9,53.5,,,74.3,25.7
600318,8.3,,7.6,48.5,,,84.8,15.2
600319,21.2,,,50.0,,,78.8,21.2
600322,9.6,,7.5,80.1,,,94.5,
600328,,,,70.3,,,88.3,11.7
600329,13.0,,9.6,47.8,,,70.4,29.6
600336,,,,82.4,,,91.2,
600338,,,,45.7,,,82.7,17.3
600344,,,,64.8,,,73.9,26.1
600346,12.5,,9.4,68.0,,,89.8,10.2
600349,8.8,,7.5,55.1,,,78.9,21.1
600352,10.3,,,62.9,,,80.4,19.6
600357,,,,82.5,,,94.2,
600362,,,,42.2,,,56.9,43.1
600365,15.7,,,34.3,,,61.8,38.2
600366,,,,30.0,,,48.6,51.4
600367,,,,72.0,,,91.2,8.8
600368,,,,68.9,,,84.0,16.0
600369,,,,56.8,,,82.2,17.8
600374,20.0,,,24.0,,,50.0,50.0
600379,,,,76.7,,,85.0,
600382,,,,86.5,,,95.0,
600383,,,,84.4,,,94.6,5.4
600384,,,,59.5,,,84.8,15.2
600385,10.2,,,75.4,,,95.0,
600392,,,,85.2,,,95.0,
600398,17.6,,,47.1,,,74.1,25.9
600406,,,,87.6,,,95.0,
600408,10.8,,,64.7,,,79.4,20.6
600409,,,,67.8,,,94.9,
600410,,,,46.8,,,55.3,44.7
600411,,,,78.7,,,91.0,
600412,15.8,,,33.6,,,54.8,45.2
600413,,,,83.3,,,95.0,
600414,13.7,,,26.0,,,47.9,52.1
600416,,,,40.9,,,59.1,40.9
600418,15.9,,,62.3,,,85.5,14.5
600420,7.4,,,75.7,,,95.0,
600422,17.7,,,50.4,,,73.0,27.0
600424,10.7,,6.2,63.3,,,87.0,13.0
600432,9.0,,,50.3,,,71.0,29.0
600433,7.2,,6.7,69.7,,,82.6,17.4
600435,,,,71.9,,,90.6,
600436,16.3,,12.5,59.6,,,78.8,21.2
600437,9.0,,,81.9,,,93.8,
600438,10.7,,9.7,56.3,,,71.8,28.2
600440,7.8,,,57.8,,,77.3,22.7
600442,8.5,,7.2,60.8,,,82.4,17.6
600444,,,,60.2,,,75.0,25.0
600446,,,,72.0,,,82.2,17.8
600447,9.5,,,68.2,,,88.5,11.5
600449,,,,80.2,,,95.0,
600451,,,,87.5,,,95.0,
600453,13.8,,,37.2,,,68.1,31.9
600454,91.7,,91.7,,,,95.0,
600459,35.6,,13.7,13.7,,,58.9,41.1
600462,,,,70.6,,,83.3,16.7
600463,11.1,,,50.5,,,72.7,27.3
600464,,,,78.0,,,90.8,9.2
600468,8.5,,6.6,59.9,,,74.5,25.5
600471,20.0,,8.9,32.6,,,63.7,36.3
600474,10.3,,,34.5,,,58.6,41.4
600475,,,,72.2,,,86.1,13.9
600478,9.0,,7.5,35.1,,,65.7,34.3
600484,13.0,,9.8,52.8,,,73.2,26.8
600485,,,,35.4,,,67.7,32.3
600488,,,,67.2,,,68.7,31.3
600489,,,,15.6,,,32.8,67.2
600491,,,,84.6,,,93.2,
600492,,,,84.3,,,95.0,
600493,,,,74.2,,,91.9,8.1
600494,7.9,,7.9,46.8,,,67.5,32.5
600500,,,,65.8,,,85.5,14.5
600501,,,,42.5,,,61.6,38.4
600503,15.2,,10.4,47.2,,,68.0,32.0
600507,,,,89.4,,,95.0,
600512,14.6,,12.6,42.7,,,63.1,36.9
600515,13.0,,,29.9,,,49.4,50.6
600516,7.7,,,63.4,,,79.6,20.4
600517,,,,45.8,,,58.3,41.7
600521,10.2,,7.9,44.1,,,60.6,39.4
600522,,,,81.3,,,95.0,
600527,,,,54.4,,,82.3,17.7
600530,,,,78.1,,,94.9,
600532,,,,68.8,,,95.0,
600534,10.0,,,66.4,,,88.2,11.8
600545,34.2,,14.5,34.2,,,71.1,28.9
600546,14.0,,,40.9,,,63.4,36.6
600549,12.1,,,48.4,,,73.4,26.6
600550,25.2,,,36.9,,,67.0,33.0
600553,15.9,,,25.0,,,45.5,54.5
600557,,,,67.6,,,85.8,14.2
600558,10.8,,,86.0,,,95.0,
600562,14.2,,10.2,46.5,,,70.1,29.9
600565,,,,64.5,,,90.8,
600566,,,,53.2,,,71.0,29.0
600571,,,,90.5,,,95.0,
600574,,,,44.4,,,74.1,
600577,,,,36.9,,,51.2,48.8
600586,9.5,,,58.4,,,72.3,27.7
600587,12.0,,,48.0,,,69.0,31.0
600588,,,,73.3,,,91.1,
600589,18.4,,,18.4,,,65.0,35.0
600590,9.2,,,67.9,,,84.0,16.0
600593,,,,43.5,,,60.9,
60B000,9.0,,,46.6,,,57.1,42.9
60D000,,,,90.0,,,95.0,
60F000,,,,95.0,,,95.0,
60G000,,,,57.6,,,95.0,
60I000,,,,85.6,,,92.2,
60J000,,,,83.8,,,90.0,
60M000,11.5,,10.4,72.9,,,87.5,12.5
60N000,,,,59.1,,,72.7,
60Q000,,,,36.4,,,77.3,22.7
60S000,,,,67.8,11.3,,86.1,13.9
60Y000,,,,72.7,,,90.9,
610310,,,,65.8,,,95.0,
610320,22.2,,20.4,48.1,,,95.0,
61K000,,,,60.0,,,80.0,
61M000,,,,78.6,,,92.9,
61N000,,,,69.8,,,81.0,19.0
61P000,,,,43.9,,,48.8,51.2
61Q000,,,,71.0,,,88.2,11.8
61R000,,,,57.8,,,68.7,31.3
61T000,19.8,,18.6,46.5,,,70.9,29.1
61W000,,,,85.7,,,92.9,
61X000,,,,77.8,,,95.0,
620312,22.8,,,50.9,,,91.2,
620318,30.9,27.3,,38.2,,,89.1,
620324,,,,51.5,,,78.8,
620330,22.2,13.9,,51.4,,,81.9,18.1
620334,,,,50.0,,,93.3,
630308,19.0,,17.1,48.6,,,85.7,14.3
630312,,,,70.0,,,95.0,
630316,,,,61.3,,,88.0,
630324,,,,71.5,,,95.0,
630328,,,,66.7,,,85.7,
630342,,,,76.2,,,92.4,
630348,26.0,,22.1,37.7,,,72.7,27.3
630356,9.9,,,57.4,,,95.0,
630364,24.1,9.3,14.8,59.3,,,89.8,10.2
630368,,,,91.4,,,95.0,
630373,,,,82.1,,,94.0,
630376,,,,65.4,,,95.0,
63A000,,,,87.7,,,94.7,
63B000,26.0,20.0,,74.0,,,95.0,
640304,14.6,,14.6,40.6,,,89.6,10.4
640306,,,,15.8,,,51.3,48.7
640308,25.7,16.8,8.8,42.5,,,85.0,15.0
640316,,,,57.5,,,85.0,
640324,9.8,,,66.7,,,88.2,11.8
640326,15.9,,11.0,20.7,,,50.3,49.7
640328,9.1,,8.6,40.1,,,81.7,18.3
640332,14.1,,12.9,36.5,,,72.9,27.1
640336,,,,38.7,,,87.1,
640348,7.8,,,50.4,,,87.6,12.4
640376,22.4,,21.1,31.6,,,86.8,13.2
640384,,,,48.8,,,89.3,
64A000,,,,24.2,,,50.5,49.5
650304,15.9,,,42.0,,,71.0,29.0
650308,,,,77.9,,,89.5,
650309,14.7,,11.6,53.7,,,86.3,13.7
650312,27.8,,,,,,50.0,50.0
650316,,,,51.2,,,65.9,34.1
650323,,,,65.5,,,70.0,30.0
650324,22.7,,,43.2,,,70.5,29.5
650328,21.1,,16.9,28.2,,,60.6,39.4
650332,,,,55.9,,,72.1,27.9
650338,,,,77.2,,,94.3,
650339,12.0,,,86.7,,,95.0,
650341,11.5,,,64.4,,,83.9,16.1
650346,22.1,,,51.9,,,83.1,16.9
650348,11.1,,,62.4,,,80.3,19.7
650353,16.3,,,70.9,,,94.2,
650356,,,,91.7,,,95.0,
650362,,,,60.2,,,84.3,15.7
650366,13.3,,,75.9,,,94.0,
650368,,,,30.6,,,63.3,36.7
650380,,,,86.9,,,95.0,
650384,,,,26.4,,,56.6,43.4
650400,,,,56.9,,,72.5,27.5
650404,19.8,,10.4,36.5,,,70.8,29.2
650408,,,,82.5,,,93.0,
65A000,,,,75.6,,,95.0,
65B000,,,,,,,92.3,
65C000,,,,65.0,,,80.0,
65D000,,,,54.2,,,95.0,
65F000,,,,56.1,,,68.2,31.8
660306,,,,34.4,,,81.3,
660320,,,,41.9,,,72.1,27.9
660360,,,,33.3,,,66.7,33.3
66A000,,,,42.7,,,55.2,44.8
670304,19.1,11.8,,59.1,,,89.1,10.9
670308,14.3,,,51.2,,,78.6,21.4
670310,9.6,,7.6,61.8,,,94.9,
670312,,,,53.2,,,77.4,22.6
670314,12.9,6.2,6.7,73.2,,,89.7,10.3
670321,18.7,,14.0,43.9,,,78.5,21.5
670323,25.3,11.6,12.6,48.4,,,87.4,12.6
670329,13.0,,13.0,42.6,,,86.1,13.9
670330,11.9,,,52.3,,,81.7,18.3
670332,28.0,,14.6,46.3,,,79.3,20.7
670335,15.0,,12.4,65.5,,,94.7,
670337,9.9,,,57.3,,,90.1,9.9
670338,,,,72.3,,,95.0,
670339,8.4,,,44.1,,,86.7,13.3
670341,11.7,,,62.8,,,91.5,
670342,,,,60.8,,,85.1,14.9
670343,12.8,,,45.3,,,88.0,12.0
670346,33.0,25.0,,54.0,,,92.0,
670347,,,,54.0,,,85.8,14.2
670350,,,,72.7,,,90.9,
67B000,,,,,,,58.8,
680308,11.9,,11.9,50.5,,,81.2,18.8
680312,,,,36.5,,,65.4,34.6
680324,,,,47.7,,,69.8,30.2
680328,,,,62.0,,,83.1,16.9
680329,,,,80.0,,,89.4,
680330,17.2,,12.1,33.3,,,70.7,29.3
680336,,,,55.6,,,90.5,
681300,15.6,,,55.8,,,88.3,
681304,,,,74.7,,,88.6,
681310,,,,67.2,,,79.1,20.9
681311,,,,70.1,,,84.4,15.6
681312,,,,76.8,,,91.3,
681316,13.9,,,66.3,,,90.1,9.9
681320,,,,86.1,,,89.9,
681326,,,,81.6,,,89.8,10.2
681330,,,,72.9,,,88.2,11.8
681332,,,,78.7,,,95.0,
681334,12.4,,,77.5,,,94.4,
68A000,,,,90.0,,,95.0,
68C000,,,,92.1,,,95.0,
690312,12.4,,12.4,61.8,,,88.8,11.2
69A000,,,,47.7,,,93.2,
700306,,,,64.5,,,95.0,
700314,,,,56.6,,,88.2,
700316,,,,46.9,,,89.8,
700318,,,,21.2,,,63.5,36.5
700320,,,,33.8,,,88.2,
700324,,,,58.9,,,95.0,
700328,,,,63.3,,,95.0,
710312,11.7,,11.7,43.6,,,84.0,16.0
710318,,,,57.3,,,79.8,20.2
710323,,,,62.1,,,84.8,15.2
710324,,,,29.7,,,59.4,40.6
710328,,,,43.4,,,60.4,39.6
710332,,,,55.9,,,76.5,23.5
710344,,,,71.4,,,92.3,
710347,,,,72.9,,,88.1,
710350,,,,79.6,,,92.9,
720312,,,,54.2,,,94.1,
730332,12.8,10.6,,58.5,,,88.3,11.7
730334,,,,,,,81.3,
730340,,,,42.9,,,57.1,42.9
730348,,,,47.6,,,83.3,
730354,,,,61.4,,,95.0,
730356,,,,36.4,,,63.6,36.4
730368,,,,43.3,,,83.3,
73A000,,,,75.9,,,84.5,
740304,,,,51.2,,,74.8,25.2
740310,,,,45.3,,,73.4,26.6
740320,,,,38.5,,,82.1,
740330,13.0,,12.0,44.0,,,89.0,11.0
740332,,,,77.1,,,90.8,9.2
740334,,,,35.8,,,52.8,47.2
740336,16.0,9.2,,58.0,,,94.1,
740338,,,,59.2,,,83.7,
740352,,,,37.5,,,64.6,35.4
740358,,,,56.1,,,86.0,
740368,17.7,12.1,,46.8,,,95.0,
740375,,,,36.9,,,60.0,40.0
740376,35.6,27.1,,37.3,,,84.7,
740379,11.4,,10.6,62.1,,,93.9,
740380,11.8,,,66.4,,,95.0,
740386,11.9,,9.8,49.7,,,77.6,22.4
740390,,,,,,,58.7,41.3
740396,,,,47.6,,,90.5,
740400,21.7,,20.3,37.7,,,94.2,
740404,,,,76.4,,,95.0,
74B000,,,,,,,,70.0
74C000,,,,74.3,,,82.9,17.1
750304,,,,77.6,,,93.1,
750314,,,,79.0,,,93.5,
750320,,,,77.8,,,88.9,
750328,,,,,,,95.0,
760304,,,,75.4,,,88.5,
760316,,,,46.9,,,71.4,28.6
760320,,,,59.6,,,78.9,21.1
760324,,,,49.1,,,74.5,25.5
760328,,,,63.6,,,81.8,18.2
760329,9.2,,9.2,71.4,,,91.6,8.4
760330,,,,52.5,,,77.0,23.0
760331,,,,58.2,,,74.6,25.4
760332,,,,47.5,,,83.1,16.9
760336,,,,51.9,,,77.9,22.1
760340,,,,51.7,,,75.9,24.1
760344,,,,47.0,,,67.5,32.5
760356,,,,49.3,,,80.3,19.7
760359,,,,39.0,,,70.5,29.5
760364,,,,54.4,,,82.5,17.5
760368,,,,59.1,,,84.1,
760376,,,,59.0,,,91.0,
761312,,,,39.5,,,85.5,14.5
761320,,,,41.5,,,88.7,
761321,14.1,,,40.8,,,80.3,19.7
761328,,,,64.6,,,86.1,13.9
761332,,,,41.4,,,87.1,
76A000,,,,61.9,,,70.1,29.9
770310,19.5,,,45.1,,,82.9,17.1
770318,13.4,,,48.8,,,84.1,15.9
770340,22.0,15.4,,50.5,,,81.3,18.7
770344,20.0,,15.4,50.8,,,87.7,
770346,,,,55.7,,,83.6,16.4
770368,,,,40.5,,,88.1,
770370,15.2,,,57.0,,,84.8,15.2
780320,,,,37.0,,,73.9,26.1
780322,,,,78.7,,,90.7,9.3
780328,,,,51.7,,,81.0,19.0
780329,,,,26.2,,,64.3,35.7
780340,12.8,,,46.2,,,80.8,19.2
780344,,,,46.6,,,69.0,31.0
780356,,,,35.1,,,64.9,35.1
780360,,,,46.2,,,72.3,27.7
780364,,,,42.4,,,50.0,50.0
780374,,,,32.5,,,54.2,45.8
780376,,,,42.1,,,54.7,45.3
780384,,,,39.6,,,67.0,33.0
780390,,,,33.3,,,63.8,36.2
780392,,,,17.6,,,40.5,59.5
780394,,,,32.1,,,50.0,50.0
780398,15.7,,14.6,48.3,,,79.8,20.2
780400,,,,39.2,,,66.9,33.1
780407,,,,64.9,,,85.6,14.4
780412,,,,39.0,,,66.2,33.8
780416,,,,48.3,,,63.8,36.2
780417,,,,39.0,,,70.7,29.3
78B000,,,,72.0,,,95.0,
790302,20.0,13.8,,73.8,,,95.0,
790310,,,,60.2,,,86.4,13.6
790318,,,,42.1,,,78.9,21.1
790327,,,,38.0,,,86.1,13.9
790344,,,,46.4,,,71.4,28.6
790347,,,,40.4,,,68.1,31.9
790350,,,,37.7,,,63.6,36.4
790362,,,,58.3,,,86.1,13.9
790386,,,,40.4,,,86.5,
790390,,,,50.8,,,80.0,20.0
790398,,,,53.1,,,95.0,
790402,,,,56.2,,,87.6,12.4
79Z000,,,,,,,,88.6
800312,20.7,,,60.3,,,87.9,
800315,,,,40.0,,,60.0,40.0
800316,,,,36.2,,,55.3,44.7
800346,,,,18.6,,,28.8,71.2
800347,,,,42.1,,,66.7,33.3
800348,,,,57.9,,,73.7,26.3
800352,,,,66.7,,,78.4,21.6
800356,,,,55.4,,,70.7,29.3
800358,,,,40.3,,,51.4,48.6
800359,,,,25.7,,,36.5,63.5
800360,,,,23.2,,,35.7,64.3
800362,10.4,,,35.4,,,59.4,40.6
800364,,,,54.4,,,68.4,31.6
800366,,,,60.2,,,80.6,19.4
800368,,,,58.7,,,73.9,26.1
800372,,,,64.2,,,75.5,24.5
800373,,,,30.4,,,36.7,63.3
800392,,,,66.2,,,87.3,
800406,,,,50.0,,,63.8,36.3
80B000,,,,,,,,92.3
810328,28.9,,,53.3,,,95.0,
810336,,,,66.2,,,95.0,
810344,10.4,,,64.6,,,95.0,
810350,19.0,,,49.2,,,95.0,
810360,16.7,,,83.3,,,95.0,
810364,,,,58.1,,,93.5,
810370,,,,66.7,,,95.0,
810388,28.6,23.2,,57.1,,,95.0,
810396,40.0,25.7,,45.7,,,95.0,
810400,,,,84.6,,,95.0,
81A000,,,,95.0,,,95.0,
81B000,,,,80.5,,,92.7,
820312,,,,50.0,,,70.3,29.7
820320,,,,89.8,,,95.0,
820340,36.8,21.1,,49.1,,,89.5,
820346,57.3,57.3,,41.3,,,95.0,
820350,18.4,18.4,,60.5,,,95.0,
820364,,,,66.7,,,93.8,
820376,22.1,,,35.1,,,75.3,24.7
820384,11.8,,,64.1,,,84.3,15.7
821304,10.1,,5.5,50.5,,,81.2,18.8
830312,20.0,,,34.0,,,60.0,40.0
830320,36.7,22.4,,26.5,,,91.8,
830328,12.4,,12.4,50.4,,,76.7,23.3
830356,,,,49.2,,,79.4,20.6
830360,,,,38.2,,,82.4,17.6
830364,14.0,,14.0,29.1,,,68.6,31.4
840304,,,,51.9,,,76.9,23.1
840308,18.0,14.6,,67.4,,,91.0,
840310,,,,33.3,,,63.4,36.6
840312,,,,54.3,,,82.6,
840316,,,,28.6,,,51.8,48.2
840320,21.6,17.6,,70.3,,,95.0,
840324,,,,45.0,,,80.0,
840336,,,,34.5,,,62.1,37.9
840342,,,,43.9,,,95.0,
840344,24.5,22.6,,52.8,,,94.3,
840360,18.5,,,41.5,,,84.6,15.4
850312,,,,44.0,,,84.0,
850314,24.0,,,50.0,,,95.0,
850316,17.2,,,48.4,,,95.0,
850320,,,,41.7,,,91.7,
850328,,,,48.1,,,81.5,
850336,,,,60.0,,,88.0,
850340,,,,50.0,,,90.0,
850342,20.0,17.3,,53.3,,,95.0,
850348,,,,67.6,,,91.9,
850354,,,,45.5,,,95.0,
850356,,,,50.0,,,70.0,
860302,,,,52.6,,,93.0,
860308,,,,65.9,,,90.2,
860312,,,,66.7,,,95.0,
860320,,,,62.5,,,90.6,
860324,,,,63.1,,,92.9,
860332,,,,79.2,,,91.7,
860339,,,,67.2,,,90.6,
860344,,,,52.3,,,93.8,
860348,,,,82.5,,,95.0,
860356,,,,57.9,,,84.2,
860360,,,,75.0,,,93.8,
861304,,,,77.0,,,86.2,13.8
862310,9.3,,,47.3,,,89.9,10.1
86T000,,,,75.3,,,90.9,
870320,,,,64.7,,,74.5,25.5
870324,14.6,,,62.2,,,82.9,17.1
87A000,,,,85.7,,,95.0,
880304,25.6,12.2,13.4,54.9,,,91.5,
880318,10.8,,,59.1,,,78.5,21.5
880324,34.0,24.0,,56.0,,,95.0,
880336,,,,61.9,,,95.0,
88A000,,,,70.8,,,77.1,22.9
890308,,,,56.1,,,95.0,
900302,,,,91.6,,,95.0,
900303,,,,93.4,,,95.0,
900304,,,,33.0,,,58.2,41.8
900305,13.3,11.3,,80.0,,,95.0,
900306,,,,23.7,,,38.7,61.3
900307,18.7,,16.8,47.7,,,79.4,20.6
900312,,,,69.8,,,86.8,
900318,,,,76.0,,,88.0,
900320,,,,61.6,,,90.2,9.8
900328,,,,88.5,,,95.0,
900332,,,,48.1,,,66.7,33.3
900334,,,,90.2,,,95.0,
900340,,,,77.6,,,93.9,
900341,,,,65.2,,,84.8,15.2
900347,,,,79.7,,,89.0,11.0
900351,,,,50.5,,,89.7,10.3
900352,,,,50.0,,,81.6,18.4
900353,14.5,8.9,,80.6,,,95.0,
900354,,,,60.0,,,77.9,22.1
900356,14.1,,,65.4,,,93.6,
900358,,,,71.7,,,89.2,10.8
900363,,,,64.6,,,76.1,23.9
900364,,,,52.1,,,75.0,25.0
900368,13.0,,,75.0,,,91.3,
900370,9.4,,,29.1,,,47.9,52.1
900372,15.3,,,70.6,,,94.1,
900376,7.4,,,86.6,,,95.0,
900380,,,,86.9,,,95.0,
900384,,,,64.0,,,83.1,16.9
900388,,,,43.0,,,55.7,44.3
90A000,12.0,,8.2,71.5,,,86.7,13.3
90B000,19.4,19.4,,71.0,,,90.3,
90C000,,,,65.9,,,84.6,15.4
910304,,,,51.6,,,80.6,19.4
910308,,,,37.8,,,59.5,40.5
910311,,,,44.4,,,63.3,36.7
910314,,,,62.5,,,75.0,25.0
910340,,,,45.8,,,70.8,
910346,,,,42.9,,,71.4,
910356,,,,50.0,,,80.6,
910360,20.0,,,44.0,,,70.0,30.0
910376,,,,56.1,,,68.3,31.7
910380,,,,53.2,,,79.0,21.0
91A000,16.9,,,76.3,,,95.0,
920302,7.7,,,50.8,,,66.2,33.8
920303,,,,72.3,,,88.7,11.3
920304,,,,67.4,,,82.0,18.0
920306,6.3,,,71.5,,,85.4,14.6
920307,6.1,,,80.4,,,90.5,9.5
920308,,,,82.2,,,95.0,
920320,,,,42.1,,,69.7,30.3
920325,,,,63.0,,,79.3,20.7
920326,,,,43.3,,,78.3,21.7
920327,,,,67.2,,,83.2,16.8
920328,,,,78.2,,,91.8,
920329,,,,32.4,,,52.9,47.1
920332,,,,52.0,,,82.7,17.3
920334,10.2,,,62.0,,,83.9,16.1
920336,14.9,,,49.3,,,77.6,22.4
920340,,,,68.5,,,92.1,
920342,,,,62.2,,,79.8,20.2
920344,12.0,,,58.0,,,81.0,19.0
920349,,,,58.8,,,83.8,16.2
920351,,,,68.7,,,89.6,10.4
920352,13.9,,13.9,15.3,,,47.2,52.8
920358,,,,68.2,,,85.6,14.4
920362,,,,42.1,,,60.5,39.5
920364,,,,64.8,,,81.8,18.2
920369,,,,83.1,,,94.0,6.0
920376,7.1,,,71.4,,,88.6,11.4
920380,,,,62.5,,,75.0,25.0
920384,,,,55.4,,,81.1,18.9
920390,7.7,,,85.1,,,95.0,
920393,11.7,,,59.6,,,86.2,13.8
920396,,,,54.5,,,73.7,26.3
920398,,,,57.2,,,76.3,23.7
920403,,,,43.9,,,66.3,33.7
920413,,,,51.1,,,88.0,12.0
920414,,,,68.1,,,83.0,17.0
920415,,,,59.4,,,82.6,17.4
920416,,,,77.5,,,91.0,
920417,9.6,,,58.7,,,82.7,17.3
920420,,,,61.5,,,85.9,14.1
920439,,,,89.6,,,95.0,
920440,14.1,,14.1,43.6,,,69.2,30.8
920442,,,,64.8,,,81.7,18.3
920443,,,,89.7,,,95.0,
920446,,,,46.8,,,65.8,34.2
920447,,,,84.7,,,95.0,
920448,,,,73.5,,,86.7,13.3
920449,,,,84.7,,,92.8,
920451,,,,63.5,,,91.0,9.0
920452,,,,83.1,,,89.9,
920453,,,,86.0,,,90.7,9.3
920454,,,,75.8,,,86.4,13.6
920456,,,,82.9,,,91.5,8.5
920457,,,,84.8,,,91.5,8.5
920459,,,,76.6,,,89.5,10.5
920460,14.9,,,61.2,,,89.6,
920464,16.0,,12.8,39.4,,,74.5,25.5
920467,,,,77.3,,,94.0,
920468,10.1,,10.1,70.5,,,90.7,9.3
920469,8.5,,,71.2,,,83.1,16.9
920470,12.9,,11.8,73.1,,,91.4,
920474,,,,57.1,,,73.5,26.5
920476,,,,48.2,,,83.9,
920480,16.7,,11.1,40.0,,,72.2,27.8
920488,,,,51.3,,,82.9,17.1
920494,6.6,,6.6,66.4,,,88.8,11.2
920496,15.9,,,48.8,,,76.8,23.2
920501,,,,88.8,,,95.0,
920504,,,,82.1,,,92.3,
920514,10.6,,,70.2,,,95.0,
920516,,,,60.6,,,82.6,17.4
920520,,,,62.9,,,80.4,19.6
920521,7.5,,,73.8,,,92.5,7.5
920522,,,,73.3,,,92.4,
920523,,,,86.5,,,93.9,6.1
920524,,,,77.0,,,91.8,
920525,,,,57.1,,,80.4,19.6
920530,,,,78.4,,,92.8,
920531,,,,78.9,,,93.9,
920532,,,,55.7,,,67.2,32.8
920533,,,,55.2,,,86.5,13.5
920536,,,,46.3,,,63.4,36.6
920540,,,,51.6,,,81.3,18.7
920542,10.0,,,52.7,,,77.3,22.7
920543,,,,65.5,,,85.1,14.9
920544,,,,63.5,,,90.4,9.6
920547,12.7,,10.2,33.8,,,57.3,42.7
920548,,,,75.8,,,91.6,
920550,16.3,,,56.1,,,89.8,10.2
920554,,,,61.2,,,82.8,17.2
920557,,,,81.5,,,95.0,
920560,15.7,,,44.6,,,83.1,16.9
920564,,,,78.1,,,93.2,
920568,,,,50.6,,,59.0,41.0
