agency_code,den_aig_elp,den_all_elp,den_as7_elp,den_bl7_elp,den_eds_elp,den_els_elp,den_fem_elp,den_hi7_elp,den_hms_elp,den_male_elp,den_mig_elp,den_mil_elp,den_neds_elp,den_nswd_elp,den_swd_elp,den_wh7_elp,pct_aig_elp,pct_all_elp,pct_as7_elp,pct_bl7_elp,pct_eds_elp,pct_els_elp,pct_fem_elp,pct_hi7_elp,pct_hms_elp,pct_male_elp,pct_mig_elp,pct_mil_elp,pct_neds_elp,pct_nswd_elp,pct_swd_elp,pct_wh7_elp
410311,,15.0,,,,15.0,,10.0,,10.0,,,10.0,15.0,,,,40.0,,,,40.0,,20.0,,50.0,,,40.0,40.0,,
410313,,66.0,14.0,,39.0,66.0,25.0,48.0,,41.0,,,27.0,45.0,21.0,,,5.0,14.3,,5.1,5.0,5.0,5.0,,5.0,,,5.0,5.0,5.0,
410316,,79.0,15.0,,46.0,79.0,27.0,59.0,,52.0,,,33.0,41.0,38.0,,,20.3,33.3,,26.1,20.3,29.6,18.6,,15.4,,,12.1,29.3,10.5,
410319,,63.0,21.0,21.0,33.0,63.0,23.0,13.0,,40.0,,,30.0,55.0,,,,14.3,9.5,9.5,18.2,14.3,21.7,15.4,,10.0,,,10.0,14.5,,
410322,,88.0,20.0,,36.0,88.0,35.0,62.0,,53.0,,,52.0,67.0,21.0,,,38.6,50.0,,41.7,38.6,37.1,35.5,,39.6,,,36.5,38.8,38.1,
410325,,35.0,,11.0,24.0,35.0,16.0,15.0,,19.0,,,11.0,25.0,10.0,,,20.0,,36.4,25.0,20.0,31.3,13.3,,10.5,,,9.1,28.0,5.0,
410328,,54.0,,,37.0,54.0,24.0,40.0,,30.0,,,17.0,50.0,,,,31.5,,,32.4,31.5,29.2,30.0,,33.3,,,29.4,34.0,,
410331,,14.0,,,,14.0,,11.0,,,,,,12.0,,,,57.1,,,,57.1,,45.5,,,,,,58.3,,
410334,,46.0,,,22.0,46.0,19.0,36.0,,27.0,,,24.0,43.0,,,,69.6,,,68.2,69.6,68.4,63.9,,70.4,,,70.8,74.4,,
410340,,23.0,,,20.0,23.0,,23.0,,17.0,,,,18.0,,,,39.1,,,40.0,39.1,,39.1,,47.1,,,,33.3,,
410343,,28.0,16.0,,18.0,28.0,16.0,,,12.0,,,10.0,25.0,,,,71.4,81.3,,72.2,71.4,68.8,,,75.0,,,70.0,76.0,,
410346,,33.0,,,23.0,33.0,16.0,15.0,,17.0,,,10.0,32.0,,,,75.8,,,69.6,75.8,68.8,66.7,,82.4,,,90.0,78.1,,
410349,,66.0,27.0,12.0,40.0,66.0,28.0,27.0,,38.0,,,26.0,57.0,,,,47.0,48.1,66.7,40.0,47.0,50.0,37.0,,44.7,,,57.7,47.4,,
410355,,84.0,13.0,41.0,48.0,84.0,32.0,26.0,,52.0,,,36.0,69.0,15.0,,,10.7,5.0,17.1,10.4,10.7,9.4,7.7,,11.5,,,11.1,13.0,5.0,
410358,,68.0,14.0,11.0,51.0,68.0,21.0,43.0,,47.0,,,17.0,48.0,20.0,,,14.7,21.4,9.1,15.7,14.7,14.3,14.0,,14.9,,,11.8,16.7,10.0,
410361,,18.0,,,17.0,18.0,,,,11.0,,,,17.0,,,,55.6,,,52.9,55.6,,,,45.5,,,,58.8,,
410364,,88.0,25.0,,51.0,88.0,35.0,56.0,,53.0,,,37.0,78.0,10.0,,,50.0,60.0,,39.2,50.0,45.7,44.6,,52.8,,,64.9,56.4,5.0,
410366,,111.0,14.0,35.0,74.0,111.0,46.0,57.0,,65.0,,,37.0,100.0,11.0,,,58.6,57.1,65.7,56.8,58.6,67.4,52.6,,52.3,,,62.2,62.0,27.3,
410367,,97.0,32.0,,62.0,97.0,37.0,49.0,,60.0,,,35.0,75.0,22.0,,,9.3,5.0,,8.1,9.3,5.4,10.2,,11.7,,,11.4,9.3,9.1,
410370,,42.0,24.0,,24.0,42.0,12.0,11.0,,30.0,,,18.0,35.0,,,,54.8,54.2,,54.2,54.8,75.0,72.7,,46.7,,,55.6,60.0,,
410373,,73.0,,,42.0,73.0,30.0,64.0,,43.0,,,31.0,59.0,14.0,,,38.4,,,40.5,38.4,30.0,40.6,,44.2,,,35.5,42.4,21.4,
410376,,59.0,17.0,,36.0,59.0,18.0,41.0,,41.0,,,23.0,47.0,12.0,,,44.1,23.5,,44.4,44.1,55.6,53.7,,39.0,,,43.5,42.6,50.0,
410382,,19.0,,,17.0,19.0,,15.0,,11.0,,,,16.0,,,,36.8,,,35.3,36.8,,33.3,,36.4,,,,37.5,,
410385,,15.0,,,,15.0,,13.0,,,,,,14.0,,,,46.7,,,,46.7,,53.8,,,,,,50.0,,
410391,,27.0,,,27.0,27.0,15.0,21.0,,12.0,,,,21.0,,,,22.2,,,22.2,22.2,26.7,23.8,,16.7,,,,28.6,,
410394,,69.0,,42.0,59.0,69.0,27.0,16.0,,42.0,,,10.0,60.0,,,,49.3,,57.1,50.8,49.3,66.7,31.3,,38.1,,,40.0,55.0,,
410397,,54.0,,12.0,49.0,54.0,18.0,33.0,,36.0,,,,40.0,14.0,,,14.8,,33.3,14.3,14.8,22.2,5.0,,11.1,,,,17.5,7.1,
410398,,14.0,,,,14.0,,,,,,,,14.0,,,,35.7,,,,35.7,,,,,,,,35.7,,
410400,,69.0,,16.0,28.0,69.0,33.0,40.0,,36.0,,,41.0,64.0,,,,47.8,,68.8,53.6,47.8,63.6,40.0,,33.3,,,43.9,50.0,,
410402,,86.0,,28.0,60.0,86.0,31.0,45.0,,55.0,,,26.0,67.0,19.0,,,15.1,,17.9,20.0,15.1,9.7,15.6,,18.2,,,5.0,17.9,5.3,
410403,,23.0,,,13.0,23.0,11.0,13.0,,12.0,,,10.0,22.0,,,,43.5,,,30.8,43.5,45.5,30.8,,41.7,,,60.0,45.5,,
410406,,145.0,54.0,11.0,123.0,145.0,61.0,69.0,,84.0,,,22.0,124.0,21.0,,,15.2,11.1,27.3,15.4,15.2,23.0,13.0,,9.5,,,13.6,16.1,9.5,
410409,,124.0,,,64.0,124.0,58.0,105.0,,66.0,,,60.0,104.0,20.0,,,49.2,,,45.3,49.2,51.7,44.8,,47.0,,,53.3,52.9,30.0,
410412,,81.0,26.0,20.0,48.0,81.0,33.0,32.0,,48.0,,,33.0,71.0,10.0,,,38.3,30.8,40.0,41.7,38.3,42.4,43.8,,35.4,,,33.3,43.7,5.0,
410415,,57.0,,,29.0,57.0,25.0,42.0,,32.0,,,28.0,37.0,20.0,,,10.5,,,10.3,10.5,16.0,14.3,,6.3,,,10.7,10.8,10.0,
410418,,24.0,10.0,,16.0,24.0,11.0,,,13.0,,,,15.0,,,,50.0,40.0,,56.3,50.0,63.6,,,38.5,,,,46.7,,
410421,,46.0,14.0,,34.0,46.0,19.0,25.0,,27.0,,,12.0,29.0,17.0,,,13.0,21.4,,14.7,13.0,15.8,8.0,,11.1,,,8.3,10.3,17.6,
410423,,91.0,,25.0,44.0,91.0,41.0,39.0,,50.0,,,47.0,78.0,13.0,16.0,,69.2,,80.0,68.2,69.2,68.3,59.0,,70.0,,,70.2,71.8,53.8,81.3
410424,,23.0,,,14.0,23.0,10.0,10.0,,13.0,,,,19.0,,,,56.5,,,64.3,56.5,60.0,60.0,,53.8,,,,63.2,,
410427,,51.0,10.0,,31.0,51.0,21.0,37.0,,30.0,,,20.0,40.0,11.0,,,33.3,30.0,,19.4,33.3,28.6,35.1,,36.7,,,55.0,37.5,18.2,
410436,,29.0,,,15.0,29.0,10.0,14.0,,19.0,,,14.0,26.0,,,,34.5,,,33.3,34.5,50.0,35.7,,26.3,,,35.7,34.6,,
410437,,19.0,,,,19.0,,,,10.0,,,10.0,12.0,,,,21.1,,,,21.1,,,,30.0,,,30.0,25.0,,
410439,,39.0,,10.0,25.0,39.0,11.0,18.0,,28.0,,,14.0,33.0,,,,66.7,,90.0,68.0,66.7,72.7,66.7,,64.3,,,64.3,75.8,,
410442,,47.0,,21.0,44.0,47.0,13.0,15.0,,34.0,,,,39.0,,10.0,,21.3,,19.0,18.2,21.3,30.8,13.3,,17.6,,,,25.6,,30.0
410451,,47.0,,16.0,46.0,47.0,23.0,27.0,,24.0,,,,39.0,,,,57.4,,68.8,56.5,57.4,43.5,51.9,,70.8,,,,61.5,,
410460,,74.0,16.0,14.0,41.0,74.0,29.0,44.0,,45.0,,,33.0,59.0,15.0,,,12.2,18.8,7.1,9.8,12.2,13.8,11.4,,11.1,,,15.2,11.9,13.3,
410461,,32.0,,,17.0,32.0,17.0,23.0,,15.0,,,15.0,31.0,,,,50.0,,,58.8,50.0,23.5,39.1,,80.0,,,40.0,48.4,,
410462,,94.0,45.0,,60.0,94.0,42.0,41.0,,52.0,,,34.0,88.0,,,,44.7,42.2,,45.0,44.7,47.6,48.8,,42.3,,,44.1,45.5,,
410463,,42.0,14.0,,38.0,42.0,14.0,17.0,,28.0,,,,35.0,,,,14.3,7.1,,13.2,14.3,14.3,11.8,,14.3,,,,17.1,,
410466,,56.0,24.0,,39.0,56.0,22.0,26.0,,34.0,,,17.0,48.0,,,,66.1,62.5,,61.5,66.1,68.2,65.4,,64.7,,,76.5,66.7,,
410469,,50.0,15.0,,25.0,50.0,19.0,25.0,,31.0,,,25.0,46.0,,,,56.0,40.0,,56.0,56.0,57.9,64.0,,54.8,,,56.0,58.7,,
410472,,117.0,,73.0,115.0,117.0,48.0,30.0,,69.0,,,,102.0,15.0,,,59.8,,64.4,60.0,59.8,56.3,46.7,,62.3,,,,57.8,73.3,
410478,,47.0,11.0,,26.0,47.0,20.0,34.0,,27.0,,,21.0,39.0,,,,55.3,72.7,,50.0,55.3,60.0,52.9,,51.9,,,61.9,56.4,,
410484,,51.0,,,45.0,51.0,24.0,36.0,,27.0,,,,29.0,22.0,,,7.8,,,8.9,7.8,5.0,11.1,,11.1,,,,10.3,5.0,
410486,,15.0,,,,15.0,,10.0,,,,,,13.0,,,,40.0,,,,40.0,,50.0,,,,,,30.8,,
410487,,22.0,,,17.0,22.0,,18.0,,13.0,,,,15.0,,,,5.0,,,5.0,5.0,,5.0,,5.0,,,,5.0,,
410488,,12.0,,,,12.0,,,,,,,,,,,,16.7,,,,16.7,,,,,,,,,,
410489,,16.0,,,,16.0,,12.0,,10.0,,,,,,,,6.3,,,,6.3,,8.3,,10.0,,,,,,
410490,,28.0,,,,28.0,11.0,12.0,,17.0,,,19.0,20.0,,,,32.1,,,,32.1,54.5,25.0,,17.6,,,42.1,35.0,,
410491,,26.0,15.0,,,26.0,12.0,,,14.0,,,22.0,25.0,,,,57.7,66.7,,,57.7,58.3,,,57.1,,,54.5,60.0,,
410496,,55.0,16.0,,36.0,55.0,29.0,31.0,,26.0,,,19.0,53.0,,,,54.5,56.3,,55.6,54.5,62.1,51.6,,46.2,,,52.6,56.6,,
410499,,121.0,31.0,13.0,62.0,121.0,48.0,75.0,,73.0,,,59.0,109.0,12.0,,,41.3,35.5,46.2,35.5,41.3,56.3,44.0,,31.5,,,47.5,42.2,33.3,
410502,,19.0,,,,19.0,,12.0,,10.0,,,10.0,14.0,,,,42.1,,,,42.1,,50.0,,50.0,,,30.0,50.0,,
410505,,55.0,22.0,,23.0,55.0,22.0,26.0,,33.0,,,32.0,48.0,,,,56.4,59.1,,52.2,56.4,59.1,53.8,,54.5,,,59.4,62.5,,
410508,,107.0,43.0,45.0,88.0,107.0,46.0,17.0,,61.0,,,19.0,88.0,19.0,,,26.2,9.3,31.1,28.4,26.2,34.8,52.9,,19.7,,,15.8,28.4,15.8,
410511,,37.0,,12.0,26.0,37.0,18.0,14.0,,19.0,,,11.0,36.0,,,,32.4,,25.0,26.9,32.4,33.3,42.9,,31.6,,,45.5,30.6,,
410514,,49.0,10.0,,37.0,49.0,17.0,34.0,,32.0,,,12.0,35.0,14.0,,,36.7,30.0,,32.4,36.7,52.9,38.2,,28.1,,,50.0,48.6,7.1,
410522,,46.0,15.0,,33.0,46.0,25.0,23.0,,21.0,,,13.0,37.0,,,,54.3,66.7,,48.5,54.3,64.0,43.5,,42.9,,,69.2,59.5,,
410523,,14.0,,,12.0,14.0,,11.0,,,,,,10.0,,,,71.4,,,66.7,71.4,,72.7,,,,,,80.0,,
410529,,74.0,26.0,,57.0,74.0,25.0,31.0,,49.0,,,17.0,61.0,13.0,10.0,,23.0,34.6,,21.1,23.0,32.0,19.4,,18.4,,,29.4,24.6,15.4,20.0
410530,,46.0,,,43.0,46.0,21.0,40.0,,25.0,,,,34.0,12.0,,,45.7,,,44.2,45.7,38.1,45.0,,52.0,,,,52.9,25.0,
410532,,154.0,42.0,18.0,88.0,154.0,66.0,94.0,14.0,88.0,,,66.0,141.0,13.0,,,53.2,57.1,44.4,56.8,53.2,53.0,53.2,42.9,53.4,,,48.5,53.9,46.2,
410535,,16.0,,,13.0,16.0,,12.0,,11.0,,,,12.0,,,,43.8,,,38.5,43.8,,33.3,,45.5,,,,50.0,,
410538,,153.0,16.0,,85.0,153.0,82.0,128.0,,71.0,,,68.0,121.0,32.0,,,47.7,43.8,,45.9,47.7,53.7,50.0,,40.8,,,50.0,54.5,21.9,
410541,,46.0,15.0,,40.0,46.0,20.0,23.0,,26.0,,,,40.0,,,,52.2,66.7,,55.0,52.2,60.0,39.1,,46.2,,,,57.5,,
410542,,44.0,,,42.0,44.0,16.0,34.0,,28.0,,,,35.0,,,,52.3,,,50.0,52.3,50.0,52.9,,53.6,,,,54.3,,
410544,,196.0,35.0,13.0,88.0,196.0,83.0,145.0,,113.0,,,108.0,147.0,49.0,,,22.4,20.0,23.1,21.6,22.4,22.9,23.4,,22.1,,,23.1,24.5,16.3,
410547,,26.0,,,20.0,26.0,10.0,19.0,,16.0,,,,17.0,,,,19.2,,,20.0,19.2,20.0,26.3,,18.8,,,,29.4,,
410550,,14.0,,,13.0,14.0,,12.0,,11.0,,,,,,,,5.0,,,5.0,5.0,,5.0,,5.0,,,,,,
410553,,60.0,,,57.0,60.0,28.0,55.0,,32.0,,,,46.0,14.0,,,55.0,,,52.6,55.0,57.1,58.2,,53.1,,,,56.5,50.0,
410556,,112.0,31.0,,99.0,112.0,43.0,74.0,,69.0,,,13.0,82.0,30.0,,,8.0,9.7,,8.1,8.0,11.6,5.4,,5.8,,,7.7,9.8,5.0,
410559,,65.0,38.0,,21.0,65.0,24.0,16.0,,41.0,,,44.0,59.0,,,,60.0,68.4,,61.9,60.0,75.0,50.0,,51.2,,,59.1,64.4,,
410562,,87.0,23.0,26.0,72.0,87.0,47.0,18.0,,40.0,,,15.0,77.0,10.0,20.0,,37.9,30.4,30.8,34.7,37.9,44.7,44.4,,30.0,,,53.3,41.6,10.0,50.0
410565,,60.0,15.0,11.0,51.0,60.0,17.0,18.0,,43.0,,,,52.0,,15.0,,23.3,26.7,18.2,21.6,23.3,11.8,16.7,,27.9,,,,21.2,,33.3
410571,,15.0,,,11.0,15.0,10.0,15.0,,,,,,10.0,,,,66.7,,,63.6,66.7,70.0,66.7,,,,,,70.0,,
410574,,39.0,15.0,,19.0,39.0,16.0,22.0,,23.0,,,20.0,34.0,,,,43.6,40.0,,52.6,43.6,37.5,45.5,,47.8,,,35.0,50.0,,
410577,,90.0,,,48.0,90.0,44.0,85.0,,46.0,,,42.0,75.0,15.0,,,58.9,,,56.3,58.9,59.1,60.0,,58.7,,,61.9,60.0,53.3,
410578,,24.0,,,23.0,24.0,14.0,13.0,,10.0,,,,20.0,,,,58.3,,,60.9,58.3,57.1,53.8,,60.0,,,,55.0,,
410580,,91.0,27.0,14.0,43.0,91.0,33.0,44.0,,58.0,,,48.0,84.0,,,,76.9,66.7,78.6,79.1,76.9,81.8,81.8,,74.1,,,75.0,79.8,,
410592,,25.0,,,,25.0,11.0,15.0,,14.0,,,17.0,24.0,,,,8.0,,,,8.0,18.2,6.7,,5.0,,,11.8,8.3,,
410595,,81.0,,15.0,69.0,81.0,31.0,49.0,,50.0,,,12.0,70.0,11.0,10.0,,23.5,,26.7,23.2,23.5,19.4,18.4,,26.0,,,25.0,24.3,18.2,30.0
410598,,21.0,,,,21.0,14.0,19.0,,,,,13.0,18.0,,,,42.9,,,,42.9,42.9,36.8,,,,,38.5,50.0,,
41B000,,13.0,10.0,,,13.0,,,,12.0,,,12.0,10.0,,,,53.8,50.0,,,53.8,,,,50.0,,,58.3,70.0,,
41C000,,13.0,,,12.0,13.0,,,,,,,,12.0,,,,38.5,,,33.3,38.5,,,,,,,,41.7,,
41D000,,13.0,,,,13.0,,,,,,,10.0,11.0,,,,61.5,,,,61.5,,,,,,,60.0,63.6,,
41F000,,90.0,12.0,,61.0,90.0,37.0,49.0,,53.0,,,29.0,70.0,20.0,19.0,,42.2,58.3,,39.3,42.2,45.9,38.8,,39.6,,,48.3,47.1,25.0,52.6
41J000,,21.0,12.0,,,21.0,,,,13.0,,,13.0,17.0,,,,61.9,75.0,,,61.9,,,,53.8,,,69.2,76.5,,
41L000,,48.0,,10.0,37.0,48.0,22.0,28.0,,26.0,,,11.0,39.0,,,,52.1,,20.0,51.4,52.1,50.0,57.1,,53.8,,,54.5,59.0,,
420316,,12.0,,,,12.0,,10.0,,,,,,12.0,,,,41.7,,,,41.7,,30.0,,,,,,41.7,,
421304,,58.0,,,56.0,58.0,21.0,51.0,,37.0,,,,53.0,,,,50.0,,,50.0,50.0,42.9,45.1,,54.1,,,,54.7,,
421306,,11.0,,,10.0,11.0,,10.0,,,,,,,,,,18.2,,,20.0,18.2,,20.0,,,,,,,,
421316,,17.0,,,14.0,17.0,,14.0,,13.0,,,,10.0,,,,11.8,,,7.1,11.8,,14.3,,7.7,,,,20.0,,
421328,,34.0,10.0,,29.0,34.0,17.0,22.0,,17.0,,,,29.0,,,,50.0,80.0,,44.8,50.0,47.1,40.9,,52.9,,,,51.7,,
430304,,21.0,,,18.0,21.0,,21.0,,12.0,,,,19.0,,,,71.4,,,77.8,71.4,,71.4,,66.7,,,,73.7,,
430308,,113.0,,,98.0,113.0,46.0,111.0,,67.0,,,15.0,97.0,16.0,,,33.6,,,31.6,33.6,34.8,33.3,,32.8,,,46.7,35.1,25.0,
430312,,48.0,,,37.0,48.0,22.0,40.0,,26.0,,,11.0,41.0,,,,52.1,,,45.9,52.1,68.2,47.5,,38.5,,,72.7,56.1,,
430316,,89.0,,,86.0,89.0,39.0,87.0,,50.0,,,,80.0,,,,52.8,,,52.3,52.8,61.5,52.9,,46.0,,,,56.3,,
430320,,17.0,,,14.0,17.0,12.0,14.0,,,,,,15.0,,,,35.3,,,28.6,35.3,25.0,35.7,,,,,,26.7,,
430328,,83.0,,,72.0,83.0,37.0,81.0,,46.0,,,11.0,69.0,14.0,,,49.4,,,47.2,49.4,45.9,50.6,,52.2,,,63.6,52.2,35.7,
430330,,35.0,,,33.0,35.0,13.0,35.0,,22.0,,,,31.0,,,,17.1,,,15.2,17.1,30.8,17.1,,9.1,,,,19.4,,
430332,,27.0,,,15.0,27.0,16.0,24.0,,11.0,,,12.0,23.0,,,,18.5,,,20.0,18.5,25.0,16.7,,9.1,,,16.7,17.4,,
430336,,27.0,,,18.0,27.0,13.0,24.0,,14.0,,,,26.0,,,,40.7,,,33.3,40.7,23.1,41.7,,57.1,,,,42.3,,
430340,,21.0,,,12.0,21.0,,21.0,,13.0,,,,21.0,,,,52.4,,,66.7,52.4,,52.4,,53.8,,,,52.4,,
430344,,37.0,,,21.0,37.0,16.0,32.0,,21.0,,,16.0,32.0,,,,56.8,,,47.6,56.8,62.5,56.3,,52.4,,,68.8,62.5,,
430345,,17.0,,,14.0,17.0,,14.0,,11.0,,,,16.0,,,,5.0,,,5.0,5.0,,5.0,,5.0,,,,5.0,,
430346,,87.0,,,70.0,87.0,37.0,86.0,,50.0,,,17.0,64.0,23.0,,,20.7,,,17.1,20.7,40.5,20.9,,6.0,,,35.3,26.6,5.0,
430347,,70.0,,,61.0,70.0,22.0,69.0,,48.0,,,,53.0,17.0,,,17.1,,,16.4,17.1,13.6,15.9,,18.8,,,,20.8,5.9,
430348,,42.0,,,30.0,42.0,18.0,38.0,,24.0,,,12.0,37.0,,,,45.2,,,43.3,45.2,38.9,44.7,,50.0,,,50.0,48.6,,
430349,,28.0,,,26.0,28.0,12.0,25.0,,16.0,,,,26.0,,,,35.7,,,30.8,35.7,41.7,32.0,,31.3,,,,38.5,,
430351,,40.0,,,34.0,40.0,22.0,38.0,,18.0,,,,32.0,,,,10.0,,,8.8,10.0,5.0,7.9,,16.7,,,,12.5,,
430352,,30.0,,,25.0,30.0,12.0,30.0,,18.0,,,,26.0,,,,53.3,,,44.0,53.3,41.7,53.3,,61.1,,,,53.8,,
430358,,29.0,,,11.0,29.0,13.0,26.0,,16.0,,,18.0,22.0,,,,51.7,,,45.5,51.7,38.5,50.0,,62.5,,,55.6,63.6,,
430368,,64.0,,,58.0,64.0,27.0,64.0,,37.0,,,,58.0,,,,45.3,,,46.6,45.3,55.6,45.3,,37.8,,,,48.3,,
430369,,17.0,,,,17.0,,,,,,,,14.0,,,,70.6,,,,70.6,,,,,,,,71.4,,
430370,,10.0,,,,10.0,,,,,,,,,,,,20.0,,,,20.0,,,,,,,,,,
430371,,37.0,,,19.0,37.0,17.0,29.0,,20.0,,,18.0,30.0,,,,8.1,,,5.3,8.1,11.8,5.0,,5.0,,,11.1,10.0,,
430376,,30.0,,,29.0,30.0,,28.0,,21.0,,,,23.0,,,,46.7,,,48.3,46.7,,46.4,,42.9,,,,47.8,,
430378,,87.0,,,69.0,87.0,35.0,80.0,,52.0,,,18.0,69.0,18.0,,,16.1,,,15.9,16.1,11.4,16.3,,19.2,,,16.7,20.3,5.0,
430380,,24.0,,,16.0,24.0,11.0,20.0,,13.0,,,,21.0,,,,62.5,,,56.3,62.5,72.7,60.0,,53.8,,,,71.4,,
430384,,50.0,,,45.0,50.0,22.0,48.0,,28.0,,,,44.0,,,,6.0,,,6.7,6.0,5.0,6.3,,7.1,,,,5.0,,
430386,,44.0,,,34.0,44.0,23.0,41.0,,21.0,,,10.0,29.0,15.0,,,9.1,,,5.9,9.1,5.0,7.3,,14.3,,,20.0,13.8,5.0,
440314,,14.0,,,13.0,14.0,,14.0,,,,,,10.0,,,,78.6,,,76.9,78.6,,78.6,,,,,,90.0,,
440328,,20.0,,,10.0,20.0,,15.0,,11.0,,,10.0,16.0,,,,50.0,,,50.0,50.0,,53.3,,36.4,,,50.0,56.3,,
440348,,32.0,,,19.0,32.0,19.0,30.0,,13.0,,,13.0,23.0,,,,50.0,,,47.4,50.0,47.4,50.0,,53.8,,,53.8,56.5,,
440349,,18.0,,,16.0,18.0,10.0,12.0,,,,,,10.0,,,,55.6,,,62.5,55.6,70.0,58.3,,,,,,60.0,,
440350,,16.0,,,14.0,16.0,,15.0,,10.0,,,,12.0,,,,43.8,,,35.7,43.8,,40.0,,30.0,,,,41.7,,
440390,,17.0,,,15.0,17.0,,14.0,,12.0,,,,14.0,,,,17.6,,,13.3,17.6,,7.1,,16.7,,,,21.4,,
440396,,10.0,,,,10.0,,,,,,,,,,,,10.0,,,,10.0,,,,,,,,,,
450301,,51.0,,,46.0,51.0,18.0,41.0,,33.0,,,,27.0,24.0,,,13.7,,,13.0,13.7,22.2,14.6,,9.1,,,,22.2,5.0,
450302,,10.0,,,,10.0,,,,,,,,,,,,20.0,,,,20.0,,,,,,,,,,
450306,,73.0,,,72.0,73.0,30.0,67.0,,43.0,,,,50.0,23.0,,,58.9,,,59.7,58.9,63.3,56.7,,55.8,,,,70.0,34.8,
450307,,67.0,,,62.0,67.0,29.0,64.0,,38.0,,,,62.0,,,,65.7,,,67.7,65.7,55.2,65.6,,73.7,,,,67.7,,
450308,,136.0,,,130.0,136.0,59.0,125.0,,77.0,,,,116.0,20.0,,,72.8,,,73.1,72.8,81.4,71.2,,66.2,,,,75.9,55.0,
450316,,68.0,,,62.0,68.0,25.0,61.0,,43.0,,,,41.0,27.0,,,13.2,,,14.5,13.2,24.0,11.5,,7.0,,,,22.0,5.0,
450322,,30.0,,,29.0,30.0,10.0,30.0,,20.0,,,,16.0,14.0,,,56.7,,,55.2,56.7,40.0,56.7,,65.0,,,,75.0,35.7,
450328,,58.0,,,56.0,58.0,28.0,52.0,,30.0,,,,34.0,24.0,,,13.8,,,14.3,13.8,17.9,15.4,,10.0,,,,23.5,5.0,
450332,,29.0,,,26.0,29.0,11.0,22.0,,18.0,,,,24.0,,,,82.8,,,80.8,82.8,90.9,81.8,,77.8,,,,83.3,,
450334,,26.0,,,21.0,26.0,14.0,21.0,,12.0,,,,14.0,12.0,,,23.1,,,23.8,23.1,21.4,28.6,,25.0,,,,35.7,8.3,
450335,,25.0,,,24.0,25.0,,23.0,,19.0,,,,14.0,11.0,,,5.0,,,5.0,5.0,,5.0,,5.3,,,,7.1,5.0,
450336,,89.0,,,86.0,89.0,37.0,82.0,,52.0,,,,73.0,16.0,,,43.8,,,44.2,43.8,56.8,45.1,,34.6,,,,52.1,6.3,
450339,,23.0,,,19.0,23.0,,13.0,,15.0,,,,18.0,,,,65.2,,,63.2,65.2,,61.5,,66.7,,,,61.1,,
450340,,27.0,,,24.0,27.0,14.0,19.0,,13.0,,,,17.0,10.0,,,37.0,,,33.3,37.0,28.6,31.6,,46.2,,,,47.1,20.0,
450341,,63.0,,,52.0,63.0,24.0,60.0,,39.0,,,11.0,33.0,30.0,,,31.7,,,30.8,31.7,45.8,31.7,,23.1,,,36.4,36.4,26.7,
450342,,18.0,,,16.0,18.0,,14.0,,,,,,10.0,,,,11.1,,,12.5,11.1,,14.3,,,,,,20.0,,
450343,,13.0,,,11.0,13.0,,13.0,,,,,,11.0,,,,5.0,,,5.0,5.0,,5.0,,,,,,5.0,,
450344,,112.0,,,52.0,112.0,52.0,101.0,,60.0,,,60.0,97.0,15.0,,,48.2,,,48.1,48.2,50.0,46.5,,46.7,,,48.3,47.4,53.3,
450346,,103.0,,,99.0,103.0,51.0,97.0,,52.0,,,,86.0,17.0,,,41.7,,,40.4,41.7,49.0,42.3,,34.6,,,,45.3,23.5,
450352,,41.0,,,30.0,41.0,14.0,31.0,,27.0,,,11.0,29.0,12.0,,,24.4,,,26.7,24.4,14.3,25.8,,29.6,,,18.2,31.0,8.3,
460318,,10.0,,,,10.0,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,
460332,,24.0,,,15.0,24.0,,20.0,,18.0,,,,22.0,,,,45.8,,,40.0,45.8,,35.0,,38.9,,,,50.0,,
470310,,53.0,,,51.0,53.0,22.0,51.0,,31.0,13.0,,,43.0,10.0,,,43.4,,,43.1,43.4,50.0,43.1,,38.7,23.1,,,44.2,40.0,
470312,,59.0,,,50.0,59.0,25.0,56.0,,34.0,,,,44.0,15.0,,,11.9,,,10.0,11.9,20.0,12.5,,5.9,,,,13.6,6.7,
470316,,25.0,,,19.0,25.0,,22.0,,16.0,,,,24.0,,,,32.0,,,26.3,32.0,,31.8,,37.5,,,,33.3,,
470320,,21.0,,,16.0,21.0,,19.0,,13.0,,,,14.0,,,,14.3,,,6.3,14.3,,10.5,,23.1,,,,14.3,,
470328,,90.0,,,78.0,90.0,34.0,83.0,,56.0,12.0,,12.0,73.0,17.0,,,58.9,,,56.4,58.9,64.7,56.6,,55.4,83.3,,75.0,68.5,17.6,
470330,,58.0,,,43.0,58.0,22.0,58.0,,36.0,,,15.0,49.0,,,,60.3,,,62.8,60.3,68.2,60.3,,55.6,,,53.3,57.1,,
470332,,33.0,,,28.0,33.0,14.0,32.0,,19.0,,,,25.0,,,,21.2,,,7.1,21.2,28.6,18.8,,15.8,,,,28.0,,
470336,,17.0,,,10.0,17.0,,16.0,,,,,,13.0,,,,76.5,,,80.0,76.5,,75.0,,,,,,69.2,,
470340,,15.0,,,11.0,15.0,,,,,,,,13.0,,,,53.3,,,45.5,53.3,,,,,,,,61.5,,
