agency_code,asm_option,subgroup,ma_score,ma_score_masking,ma_grade,rd_score,rd_score_masking,rd_grade,sc_score,sc_score_masking,m1_score,m1_score_masking,e2_score,e2_score_masking,bi_score,bi_score_masking,act_score,act_score_masking,wk_score,wk_score_masking,mcr_score,mcr_score_masking,cgrs_score,cgrs_score_masking,ach_score,ach_score_masking,eg_status,eg_score,spg_score,spg_grade,ma_spg_score,rd_spg_score,ma_eg_status,rd_eg_status,ma_eg_score,rd_eg_score
550372,,ALL,45.0,,D,58.0,,C,78.0,,95.0,1.0,,,,,,,,,,,,,57.0,,NotMet,55.9,56.0,C,47.0,61.0,NotMet,Met,52.1,73.7
560304,,ALL,61.0,,C,66.0,,C,,,,,,,,,,,,,,,,,64.0,,Met,81.2,67.0,C,65.0,69.0,Met,Met,78.5,82.1
560316,,ALL,59.0,,C,60.0,,C,,,,,,,,,,,,,,,,,60.0,,NotMet,62.1,60.0,C,59.0,63.0,NotMet,Met,59.1,72.3
560320,,ALL,,,,,,,,,56.0,,62.0,,55.0,,67.0,,68.0,,95.0,1.0,95.0,1.0,71.0,,Met,81.1,73.0,B,,,,,,
560324,,ALL,66.0,,B,67.0,,B,91.0,,93.0,,80.0,,69.0,,67.0,,75.0,,88.0,,95.0,1.0,74.0,,Exceeded,87.7,77.0,B,70.0,70.0,Exceeded,Met,85.2,82.6
560328,,ALL,60.0,,C,60.0,,C,,,,,,,,,,,,,,,,,60.0,,Met,77.6,63.0,C,64.0,63.0,Met,Met,82.6,73.0
560329,,ALL,,,,,,,,,63.0,,71.0,,65.0,,86.0,,,,95.0,1.0,95.0,1.0,79.0,,Met,74.3,78.0,B,,,,,,
560330,,ALL,59.0,,C,60.0,,C,77.0,,95.0,1.0,,,,,,,,,,,,,64.0,,Exceeded,93.5,70.0,B,66.0,66.0,Exceeded,Exceeded,92.0,89.9
560331,,ALL,56.0,,C,58.0,,C,74.0,,,,,,,,,,,,,,,,61.0,,NotMet,58.8,60.0,C,59.0,58.0,Met,NotMet,71.2,58.8
560332,,ALL,86.0,,A,77.0,,B,81.0,,,,63.0,,43.0,,40.0,,,,95.0,1.0,95.0,1.0,79.0,,Met,83.9,80.0,B,85.0,78.0,Met,Met,81.7,83.8
560338,,ALL,71.0,,B,66.0,,C,,,,,,,,,,,,,,,,,68.0,,NotMet,69.3,69.0,C,71.0,67.0,Met,Met,72.4,71.3
560350,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570306,,ALL,80.0,,B,81.0,,B,87.0,,,,,,,,,,,,,,,,82.0,,Exceeded,86.5,83.0,B,80.0,83.0,Met,Exceeded,77.6,89.3
570312,,ALL,79.0,,B,79.0,,B,91.0,,,,,,,,,,,,,,,,81.0,,Exceeded,87.5,82.0,B,81.0,80.0,Exceeded,Met,89.8,80.9
570317,,ALL,,,,,,,,,81.0,,88.0,,91.0,,83.0,,,,95.0,1.0,90.0,,88.0,,Exceeded,89.0,88.0,A,,,,,,
570318,,ALL,,,,,,,,,41.0,,55.0,,64.0,,57.0,,56.0,,95.0,1.0,87.0,,66.0,,NotMet,67.5,66.0,C,,,,,,
570319,,ALL,51.0,,C,57.0,,C,80.0,,95.0,1.0,,,,,,,,,,,,,59.0,,NotMet,69.5,61.0,C,55.0,59.0,Met,NotMet,74.9,65.4
570320,,ALL,75.0,,B,69.0,,B,92.0,,,,,,,,,,,,,,,,75.0,,Exceeded,90.7,78.0,B,78.0,72.0,Exceeded,Met,89.5,83.3
580312,,ALL,48.0,,D,42.0,,D,60.0,,,,,,,,,,,,,,,,47.0,,NotMet,58.2,49.0,D,50.0,48.0,NotMet,Met,57.9,70.8
580316,,ALL,32.0,,D,30.0,,F,27.0,,,,,,,,,,,,,,,,31.0,,Met,80.3,40.0,D,42.0,39.0,Met,Met,84.7,74.5
580320,,ALL,25.0,,F,32.0,,D,21.0,,,,,,,,,,,,,,,,28.0,,NotMet,63.7,35.0,F,34.0,40.0,NotMet,Met,67.3,71.8
580324,,ALL,68.0,,B,56.0,,C,72.0,,,,,,,,,,,,,,,,63.0,,Met,78.8,66.0,C,71.0,60.0,Met,Met,80.9,76.8
580344,,ALL,,,,,,,,,47.0,,50.0,,58.0,,57.0,,75.0,,95.0,1.0,78.0,,66.0,,Met,70.9,67.0,C,,,,,,
580350,,ALL,26.0,,F,56.0,,C,78.0,,95.0,1.0,,,,,,,,,,,,,48.0,,Exceeded,92.6,57.0,C,39.0,61.0,Exceeded,Met,93.0,82.5
580356,,ALL,61.0,,C,59.0,,C,60.0,,,,,,,,,,,,,,,,60.0,,Exceeded,86.4,65.0,C,67.0,64.0,Exceeded,Met,88.6,83.8
580368,,ALL,,,,,,,,,37.0,,59.0,,26.0,,60.0,,75.0,,95.0,1.0,85.0,,61.0,,NotMet,55.2,60.0,C,,,,,,
580372,,ALL,33.0,,D,45.0,,D,60.0,,95.0,1.0,,,,,,,,,,,,,43.0,,Exceeded,93.3,53.0,D,45.0,54.0,Exceeded,Exceeded,92.7,88.4
58B000,,ALL,58.0,,C,59.0,,C,79.0,,58.0,,62.0,,56.0,,65.0,,83.0,,95.0,1.0,87.0,,65.0,,Met,74.9,67.0,C,63.0,64.0,Met,Met,84.5,81.5
590306,,ALL,53.0,,C,46.0,,D,48.0,,,,,,,,,,,,,,,,49.0,,Exceeded,87.2,57.0,C,60.0,54.0,Exceeded,Met,89.9,84.4
590310,,ALL,43.0,,D,55.0,,C,81.0,,95.0,1.0,,,,,,,,,,,,,56.0,,Met,81.1,61.0,C,48.0,61.0,NotMet,Exceeded,69.1,85.0
590316,,ALL,62.0,,C,67.0,,B,81.0,,,,,,,,,,,,,,,,67.0,,Exceeded,92.7,72.0,B,67.0,71.0,Exceeded,Exceeded,87.6,91.4
590320,,ALL,55.0,,C,58.0,,C,87.0,,,,,,,,,,,,,,,,61.0,,Met,73.7,64.0,C,58.0,61.0,Met,Met,71.1,76.2
590328,,ALL,,,,,,,,,83.0,,,,75.0,,89.0,,95.0,1.0,95.0,1.0,95.0,1.0,88.0,,NotMet,64.4,83.0,B,,,,,,
590330,,ALL,,,,,,,,,60.0,,54.0,,62.0,,50.0,,67.0,,95.0,1.0,88.0,,69.0,,Exceeded,89.3,73.0,B,,,,,,
590332,,ALL,44.0,,D,45.0,,D,42.0,,,,,,,,,,,,,,,,44.0,,Met,83.6,52.0,D,53.0,53.0,Exceeded,Met,85.7,83.4
590336,,ALL,70.0,,B,66.0,,B,73.0,,,,,,,,,,,,,,,,69.0,,Met,82.5,71.0,B,72.0,70.0,Met,Met,78.9,84.1
590340,,ALL,66.0,,B,67.0,,B,70.0,,,,,,,,,,,,,,,,67.0,,Exceeded,89.4,71.0,B,70.0,71.0,Exceeded,Exceeded,88.0,87.1
590344,,ALL,52.0,,C,53.0,,C,81.0,,,,,,,,,,,,,,,,56.0,,Exceeded,91.0,63.0,C,59.0,59.0,Exceeded,Exceeded,87.5,86.9
590352,,ALL,49.0,,C,52.0,,C,71.0,,,,,,,,,,,,,,,,53.0,,Met,80.6,59.0,C,55.0,56.0,Met,Met,81.4,72.3
590356,,ALL,46.0,,C,59.0,,C,83.0,,95.0,1.0,,,,,,,,,,,,,58.0,,Exceeded,100.0,67.0,C,57.0,66.0,Exceeded,Exceeded,100.0,92.9
590393,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610302,,ALL,45.0,,D,61.0,,C,78.0,,95.0,1.0,,,,,,,,,,,,,59.0,,NotMet,66.7,61.0,C,48.0,65.0,NotMet,Met,59.7,80.2
610310,,ALL,74.0,,B,59.0,,C,85.0,,,,,,,,,,,,,,,,69.0,,Exceeded,89.0,73.0,B,77.0,64.0,Exceeded,Met,87.5,84.3
610320,,ALL,57.0,,C,57.0,,C,,,,,,,,,,,,,,,,,57.0,,Exceeded,93.6,65.0,C,64.0,64.0,Exceeded,Exceeded,92.5,90.4
610326,,ALL,55.0,,C,64.0,,C,90.0,,95.0,1.0,,,,,,,,,,,,,65.0,,NotMet,62.4,65.0,C,56.0,65.0,NotMet,Met,59.5,70.7
610332,,ALL,,,,,,,,,78.0,,90.0,,65.0,,81.0,,,,95.0,1.0,76.0,,82.0,,Met,81.5,82.0,B,,,,,,
610334,,ALL,,,,,,,,,58.0,,60.0,,64.0,,63.0,,87.0,,95.0,1.0,90.0,,73.0,,Met,83.4,75.0,B,,,,,,
620310,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620312,,ALL,58.0,,C,44.0,,D,47.0,,,,,,,,,,,,,,,,50.0,,Met,81.6,56.0,C,62.0,51.0,Met,Met,81.6,82.1
620314,,ALL,45.0,,C,45.0,,D,62.0,,,,,,,,,,,,,,,,47.0,,Met,81.1,54.0,D,55.0,48.0,Exceeded,NotMet,92.6,61.5
620316,,ALL,,,,,,,,,75.0,,46.0,,46.0,,48.0,,83.0,,95.0,1.0,95.0,1.0,68.0,,Exceeded,97.7,74.0,B,,,,,,
620318,,ALL,47.0,,D,44.0,,D,69.0,,,,,,,,,,,,,,,,48.0,,Met,80.8,55.0,C,52.0,51.0,Met,Met,73.4,81.9
620324,,ALL,53.0,,C,44.0,,D,74.0,,,,,,,,,,,,,,,,52.0,,Exceeded,89.8,59.0,C,61.0,51.0,Exceeded,Met,93.5,80.1
620330,,ALL,47.0,,D,51.0,,C,47.0,,,,,,,,,,,,,,,,49.0,,Met,78.5,55.0,C,53.0,58.0,Met,Met,76.9,84.0
620334,,ALL,52.0,,C,54.0,,C,52.0,,,,,,,,,,,,,,,,53.0,,Met,79.2,58.0,C,57.0,60.0,Met,Met,77.0,82.1
620339,,ALL,43.0,,D,44.0,,D,63.0,,,,,,,,,,,,,,,,47.0,,NotMet,67.7,51.0,D,51.0,47.0,Met,NotMet,82.4,59.7
620340,,ALL,,,,,,,,,55.0,,49.0,,34.0,,47.0,,61.0,,95.0,1.0,90.0,,63.0,,Met,83.0,67.0,C,,,,,,
630308,,ALL,30.0,,D,39.0,,D,42.0,,,,,,,,,,,,,,,,36.0,,Met,81.6,45.0,D,42.0,46.0,Exceeded,Met,87.4,76.3
630312,,ALL,59.0,,C,58.0,,C,51.0,,,,,,,,,,,,,,,,58.0,,Met,81.6,62.0,C,64.0,62.0,Met,Met,84.9,76.9
630316,,ALL,62.0,,C,68.0,,B,69.0,,,,,,,,,,,,,,,,66.0,,Exceeded,87.3,70.0,B,67.0,71.0,Exceeded,Met,88.9,84.2
630317,,ALL,37.0,,D,62.0,,C,74.0,,69.0,,,,,,,,,,,,,,54.0,,NotMet,68.6,57.0,C,41.0,67.0,NotMet,Exceeded,57.4,85.2
630320,,ALL,52.0,,C,47.0,,C,88.0,,95.0,1.0,,,,,,,,,,,,,56.0,,Exceeded,91.2,63.0,C,60.0,55.0,Exceeded,Met,89.9,84.3
630324,,ALL,60.0,,C,68.0,,B,79.0,,,,,,,,,,,,,,,,66.0,,NotMet,57.9,64.0,C,58.0,71.0,NotMet,Met,50.0,81.8
630328,,ALL,64.0,,C,67.0,,B,84.0,,,,,,,,,,,,,,,,68.0,,Met,84.0,71.0,B,66.0,71.0,Met,Exceeded,78.2,85.0
630330,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630331,,ALL,61.0,,C,70.0,,B,89.0,,95.0,1.0,,,,,,,,,,,,,69.0,,Met,80.9,72.0,B,65.0,70.0,Met,Met,84.1,71.5
630332,,ALL,,,,,,,,,54.0,,50.0,,71.0,,57.0,,75.0,,95.0,1.0,89.0,,71.0,,Met,82.8,73.0,B,,,,,,
630336,,ALL,,,,,,,,,61.0,,69.0,,77.0,,69.0,,74.0,,95.0,1.0,92.0,,78.0,,Met,84.1,79.0,B,,,,,,
630342,,ALL,78.0,,B,78.0,,B,88.0,,,,,,,,,,,,,,,,79.0,,Exceeded,87.0,81.0,B,81.0,79.0,Exceeded,Met,91.2,80.5
630348,,ALL,44.0,,D,44.0,,D,61.0,,,,,,,,,,,,,,,,46.0,,Met,82.5,53.0,D,50.0,52.0,Met,Met,75.8,84.5
630350,,ALL,36.0,,D,52.0,,C,65.0,,95.0,1.0,,,,,,,,,,,,,48.0,,Met,77.7,54.0,D,42.0,59.0,NotMet,Met,65.9,84.4
630356,,ALL,52.0,,C,60.0,,C,63.0,,,,,,,,,,,,,,,,57.0,,Met,70.7,60.0,C,55.0,63.0,NotMet,Met,68.2,78.1
630360,,ALL,,,,,,,,,65.0,,69.0,,69.0,,62.0,,88.0,,95.0,1.0,95.0,1.0,77.0,,Exceeded,85.9,79.0,B,,,,,,
630364,,ALL,58.0,,C,54.0,,C,64.0,,,,,,,,,,,,,,,,57.0,,Met,74.5,60.0,C,61.0,59.0,Met,Met,73.1,80.4
630368,,ALL,73.0,,B,75.0,,B,84.0,,,,,,,,,,,,,,,,75.0,,Exceeded,87.9,78.0,B,76.0,77.0,Exceeded,Exceeded,85.7,87.2
630373,,ALL,79.0,,B,77.0,,B,88.0,,,,,,,,,,,,,,,,80.0,,NotMet,69.9,78.0,B,76.0,77.0,NotMet,Met,61.8,77.8
630374,,ALL,67.0,,C,74.0,,B,90.0,,95.0,1.0,,,,,,,,,,,,,74.0,,NotMet,58.0,71.0,B,66.0,73.0,NotMet,NotMet,58.4,65.7
630376,,ALL,52.0,,C,58.0,,C,75.0,,95.0,1.0,,,,,,,,,,,,,59.0,,Met,70.3,61.0,C,57.0,59.0,Met,NotMet,76.9,66.3
640304,,ALL,59.0,,C,48.0,,C,72.0,,,,,,,,,,,,,,,,56.0,,Met,84.3,62.0,C,63.0,55.0,Met,Met,81.0,83.3
640306,,ALL,39.0,,D,38.0,,D,64.0,,,,,,,,,,,,,,,,42.0,,Met,81.4,50.0,D,48.0,46.0,Met,Met,83.5,78.4
640308,,ALL,38.0,,D,46.0,,D,48.0,,,,,,,,,,,,,,,,43.0,,NotMet,57.6,46.0,D,42.0,51.0,NotMet,NotMet,57.6,69.4
640316,,ALL,46.0,,D,53.0,,C,65.0,,,,,,,,,,,,,,,,52.0,,Met,79.5,57.0,C,53.0,58.0,Met,Met,77.1,80.9
640320,,ALL,40.0,,D,48.0,,D,69.0,,95.0,1.0,,,,,,,,,,,,,49.0,,NotMet,59.7,51.0,D,44.0,52.0,NotMet,Met,59.6,70.3
640324,,ALL,60.0,,C,49.0,,D,81.0,,,,,,,,,,,,,,,,59.0,,Met,84.2,64.0,C,66.0,53.0,Exceeded,Met,89.0,70.5
640326,,ALL,26.0,,F,26.0,,F,72.0,,,,,,,,,,,,,,,,32.0,,NotMet,68.6,39.0,F,32.0,36.0,NotMet,Met,58.7,76.1
640328,,ALL,48.0,,D,46.0,,D,50.0,,,,,,,,,,,,,,,,48.0,,Met,73.9,53.0,D,53.0,53.0,Met,Met,73.2,79.6
640329,,ALL,33.0,,D,43.0,,D,57.0,,95.0,1.0,,,,,,,,,,,,,42.0,,Met,71.6,48.0,D,41.0,50.0,Met,Met,74.5,76.2
640332,,ALL,41.0,,D,32.0,,D,34.0,,,,,,,,,,,,,,,,36.0,,Met,73.6,44.0,D,48.0,41.0,Met,Met,79.0,75.8
640334,,ALL,10.0,,F,24.0,,F,44.0,,88.0,,,,,,,,,,,,,,22.0,,NotMet,58.1,29.0,F,19.0,34.0,NotMet,Met,56.5,73.1
640335,,ALL,15.0,,F,32.0,,D,55.0,,82.0,,,,,,,,,,,,,,29.0,,NotMet,69.4,37.0,F,25.0,42.0,NotMet,Met,62.4,83.3
640336,,ALL,36.0,,D,42.0,,D,60.0,,,,,,,,,,,,,,,,42.0,,NotMet,66.2,47.0,D,42.0,47.0,Met,NotMet,70.1,67.7
640340,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640346,,ALL,,,,,,,,,40.0,,36.0,,34.0,,38.0,,72.0,,89.0,,78.0,,52.0,,NotMet,53.3,52.0,D,,,,,,
640347,,ALL,,,,,,,,,68.0,,88.0,,68.0,,83.0,,,,95.0,1.0,95.0,1.0,83.0,,Met,82.3,82.0,B,,,,,,
640348,,ALL,55.0,,C,48.0,,C,71.0,,,,,,,,,,,,,,,,54.0,,Exceeded,86.0,61.0,C,61.0,55.0,Exceeded,Met,85.5,81.7
640350,,ALL,,,,,,,,,46.0,,41.0,,58.0,,42.0,,67.0,,95.0,1.0,90.0,,63.0,,NotMet,53.9,62.0,C,,,,,,
640358,,ALL,34.0,,D,46.0,,D,69.0,,95.0,,,,,,,,,,,,,,46.0,,Met,80.2,53.0,D,41.0,53.0,NotMet,Met,68.0,82.3
640361,,ALL,,,,,,,,,32.0,,44.0,,52.0,,37.0,,50.0,,95.0,1.0,86.0,,60.0,,Met,75.7,63.0,C,,,,,,
640362,,ALL,34.0,,D,44.0,,D,78.0,,95.0,1.0,,,,,,,,,,,,,46.0,,Met,81.6,53.0,D,43.0,49.0,Met,NotMet,79.1,69.0
640364,,ALL,,,,,,,,,40.0,,40.0,,63.0,,47.0,,85.0,,95.0,1.0,84.0,,65.0,,NotMet,57.9,63.0,C,,,,,,
640376,,ALL,41.0,,D,38.0,,D,60.0,,,,,,,,,,,,,,,,43.0,,Exceeded,85.3,51.0,D,49.0,47.0,Met,Met,83.0,81.8
640384,,ALL,50.0,,D,51.0,,C,67.0,,,,,,,,,,,,,,,,53.0,,NotMet,65.1,55.0,C,52.0,55.0,NotMet,Met,63.7,72.8
640396,,ALL,17.0,,F,17.0,,F,33.0,,,,,,,,,,,,,,,,19.0,,NotMet,55.7,26.0,F,25.0,25.0,NotMet,NotMet,58.3,58.9
650304,,ALL,64.0,,C,56.0,,C,78.0,,,,,,,,,,,,,,,,63.0,,NotMet,68.3,64.0,C,63.0,61.0,NotMet,Met,59.6,77.5
650308,,ALL,71.0,,B,72.0,,B,80.0,,,,,,,,,,,,,,,,73.0,,Met,80.8,74.0,B,72.0,74.0,Met,Met,73.6,82.6
650309,,ALL,67.0,,C,62.0,,C,86.0,,,,,,,,,,,,,,,,67.0,,Met,72.8,68.0,C,65.0,66.0,NotMet,Met,57.4,84.1
650310,,ALL,68.0,,B,71.0,,B,89.0,,95.0,1.0,,,,,,,,,,,,,73.0,,Met,77.4,74.0,B,72.0,71.0,Exceeded,Met,86.6,70.8
650312,,ALL,22.0,,F,23.0,,F,28.0,,,,,,,,,,,,,,,,24.0,,Met,83.2,35.0,F,34.0,35.0,Met,Met,80.0,84.0
650316,,ALL,47.0,,C,50.0,,C,66.0,,,,,,,,,,,,,,,,51.0,,Met,83.1,57.0,C,55.0,55.0,Exceeded,Met,85.0,77.4
650323,,ALL,62.0,,C,66.0,,C,89.0,,,,,,,,,,,,,,,,68.0,,Exceeded,88.6,72.0,B,67.0,69.0,Exceeded,Met,88.7,80.5
650324,,ALL,46.0,,D,44.0,,D,54.0,,,,,,,,,,,,,,,,46.0,,Met,73.0,52.0,D,52.0,50.0,Met,Met,74.5,75.5
650325,,ALL,61.0,,C,61.0,,C,81.0,,95.0,1.0,,,,,,,,,,,,,65.0,,Met,74.7,67.0,C,64.0,64.0,Met,Met,76.6,75.5
650326,,ALL,,,,,,,,,61.0,,65.0,,63.0,,69.0,,64.0,,94.0,,89.0,,72.0,,Met,78.3,74.0,B,,,,,,
650327,,ALL,,,,,,,,,60.0,,64.0,,60.0,,64.0,,83.0,,94.0,,81.0,,70.0,,NotMet,59.1,68.0,C,,,,,,
650328,,ALL,43.0,,D,37.0,,D,42.0,,,,,,,,,,,,,,,,40.0,,NotMet,64.5,45.0,D,47.0,43.0,NotMet,Met,65.3,70.2
650332,,ALL,35.0,,D,41.0,,D,45.0,,,,,,,,,,,,,,,,39.0,,NotMet,57.0,43.0,D,40.0,46.0,NotMet,NotMet,59.1,64.9
650338,,ALL,70.0,,B,69.0,,B,84.0,,,,,,,,,,,,,,,,71.0,,Exceeded,90.8,75.0,B,74.0,72.0,Exceeded,Exceeded,89.1,85.2
650339,,ALL,84.0,,B,80.0,,B,93.0,,,,,,,,,,,,,,,,84.0,,Met,77.7,82.0,B,81.0,79.0,NotMet,Met,69.2,77.9
650340,,ALL,,,,,,,,,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,,,95.0,1.0,95.0,1.0,95.0,1.0,Exceeded,88.5,97.0,A,,,,,,
650341,,ALL,62.0,,C,65.0,,C,83.0,,,,,,,,,,,,,,,,66.0,,Met,82.6,69.0,C,65.0,68.0,Met,Met,80.8,81.0
650342,,ALL,,,,,,,,,72.0,,74.0,,73.0,,77.0,,76.0,,95.0,1.0,88.0,,80.0,,Exceeded,86.8,81.0,B,,,,,,
650343,,ALL,50.0,,C,56.0,,C,71.0,,95.0,1.0,,,,,,,,,,,,,57.0,,Met,73.9,60.0,C,56.0,61.0,Met,Met,78.5,77.5
650345,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650346,,ALL,55.0,,C,44.0,,D,76.0,,,,,,,,,,,,,,,,53.0,,Met,81.4,59.0,C,59.0,51.0,Met,Met,77.3,81.1
650348,,ALL,72.0,,B,63.0,,C,79.0,,,,,,,,,,,,,,,,69.0,,Met,70.0,69.0,C,70.0,66.0,NotMet,Met,61.4,78.1
650350,,ALL,70.0,,B,72.0,,B,83.0,,95.0,1.0,,,,,,,,,,,,,74.0,,Exceeded,86.4,76.0,B,74.0,73.0,Exceeded,Met,92.2,78.0
650351,,ALL,57.0,,C,65.0,,C,84.0,,95.0,1.0,,,,,,,,,,,,,66.0,,NotMet,58.6,65.0,C,57.0,67.0,NotMet,Met,57.1,73.1
650352,,ALL,,,,,,,,,44.0,,56.0,,52.0,,60.0,,56.0,,95.0,1.0,79.0,,65.0,,NotMet,68.4,66.0,C,,,,,,
650353,,ALL,84.0,,B,82.0,,B,86.0,,,,,,,,,,,,,,,,84.0,,Met,83.0,83.0,B,84.0,82.0,Met,Met,82.8,82.1
650354,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650355,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650356,,ALL,92.0,,A,85.0,,A,94.0,,,,,,,,,,,,,,,,89.0,,Met,81.0,88.0,A+NG,90.0,85.0,Met,Met,83.9,75.5
650362,,ALL,66.0,,B,64.0,,C,84.0,,,,,,,,,,,,,,,,68.0,,Exceeded,92.3,73.0,B,70.0,69.0,Exceeded,Exceeded,86.1,90.0
650364,,ALL,68.0,,C,71.0,,B,89.0,,95.0,1.0,,,,,,,,,,,,,74.0,,NotMet,65.1,72.0,B,67.0,72.0,NotMet,Met,61.2,74.9
