year,unit_code,category_cd,Lea_Name,School_Name,State_Name,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,ttl_crimes_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,st_avg_daily_attend_pct,st_crime_per_c_num,st_short_susp_per_c_num,st_long_susp_per_c_num,st_expelled_per_c_num,st_stud_internet_comp_num,digital_media_pct,Byod,grades_BYOD,avg_age_media_collection,_1_to_1_access,books_per_student,grades_1_to_1_access,lea_avg_age_media_collection,lea_books_per_student,st_avg_age_media_collection,st_books_per_student,wap_num,wap_per_classroom,lea_wap_num,lea_wap_per_classroom,st_wap_num,st_wap_per_classroom,SRC_devices_sent_home,SRC_Grades_Devices_Sent_Home
2014,010303,H,Alamance-Burlington Schools,Alamance-Burlington Middle College,State Of North Carolina,0.872,0.0,4.11,0.0,0.0,,0.67,0.939,0.73,11.75,0.03,0.0,1.46,0.954,1.25,13.49,0.08,0.0,1.79,,,,,,,,,,,,,,,,,,,
2014,010304,E,Alamance-Burlington Schools,Alexander Wilson Elementary,State Of North Carolina,0.957,0.38,0.94,0.19,0.0,,2.11,0.942,0.32,3.69,0.04,0.0,1.46,0.955,0.23,13.12,0.07,0.0,1.79,,,,,,,,,,,,,,,,,,,
2014,010308,E,Alamance-Burlington Schools,Altamahaw Ossipee Elem,State Of North Carolina,0.954,0.17,0.35,0.0,0.0,,1.96,0.942,0.32,3.69,0.04,0.0,1.46,0.955,0.23,13.12,0.07,0.0,1.79,,,,,,,,,,,,,,,,,,,
2014,010310,M,Alamance-Burlington Schools,Broadview Middle,State Of North Carolina,0.943,1.75,32.66,0.0,0.0,,0.99,0.943,1.3,18.48,0.0,0.0,1.46,0.955,0.85,13.49,0.07,0.0,1.79,,,,,,,,,,,,,,,,,,,
2014,010311,H,Alamance-Burlington Schools,Career Technical Education Center,State Of North Carolina,,,,,,,0.0,0.939,0.73,11.75,0.03,0.0,1.46,0.954,1.25,13.49,0.08,0.0,1.79,,,,,,,,,,,,,,,,,,,
2014,010312,E,Alamance-Burlington Schools,"Highland Elementary, Burlington",State Of North Carolina,0.944,0.0,2.1,0.0,0.0,,2.14,0.942,0.32,3.69,0.04,0.0,1.46,0.955,0.23,13.12,0.07,0.0,1.79,,,,,,,,,,,,,,,,,,,
2014,010320,E,Alamance-Burlington Schools,E M Yoder Elementary,State Of North Carolina,0.958,0.58,4.36,0.0,0.0,,1.43,0.942,0.32,3.69,0.04,0.0,1.46,0.955,0.23,13.12,0.07,0.0,1.79,,,,,,,,,,,,,,,,,,,
2014,010324,H,Alamance-Burlington Schools,Eastern Alamance High,State Of North Carolina,0.926,1.31,21.41,0.0,0.0,,1.95,0.939,0.73,11.75,0.03,0.0,1.46,0.954,1.25,13.49,0.08,0.0,1.79,,,,,,,,,,,,,,,,,,,
2014,010326,E,Alamance-Burlington Schools,Eastlawn Elementary,State Of North Carolina,0.947,0.21,5.57,0.0,0.0,,0.54,0.942,0.32,3.69,0.04,0.0,1.46,0.955,0.23,13.12,0.07,0.0,1.79,,,,,,,,,,,,,,,,,,,
2014,010328,E,Alamance-Burlington Schools,Edwin M Holt Elementary,State Of North Carolina,0.952,0.0,0.79,0.0,0.0,,2.64,0.942,0.32,3.69,0.04,0.0,1.46,0.955,0.23,13.12,0.07,0.0,1.79,,,,,,,,,,,,,,,,,,,
