year,unit_code,category_cd,total_class_teacher_num,total_nbpts_num,prin_other_pct,prinyrs_0thru3_pct,prinyrs_4thru10_pct,prinyrs_11plus_pct,prin_advance_dgr_pct,_1yr_prin_trnovr_pct,prin_male_pct,prin_female_pct,prin_black_pct,prin_white_pct,School_Name,Lea_Name,State_Name,flicensed_teach_pct,tchyrs_0thru3_pct,tchyrs_4thru10_pct,tchyrs_11plus_pct,class_teach_num,nbpts_num,advance_dgr_pct,_1yr_tchr_trnovr_pct,emer_prov_teach_pct,lateral_teach_pct,highqual_class_pct,lea_flicensed_teach_pct,lea_tchyrs_0thru3_pct,lea_tchyrs_4thru10_pct,lea_tchyrs_11plus_pct,lea_class_teach_num,lea_nbpts_num,lea_advance_dgr_pct,lea_1yr_tchr_trnovr_pct,lea_emer_prov_teach_pct,lea_lateral_teach_pct,lea_highqual_class_pct,lea_highqual_class_hp_pct,lea_highqual_class_lp_pct,lea_highqual_class_all_pct,lea_not_highqual_class_hp_pct,lea_not_highqual_class_lp_pct,lea_not_highqual_class_all_pct,st_flicensed_teach_pct,st_tchyrs_0thru3_pct,st_tchyrs_4thru10_pct,st_tchyrs_11plus_pct,st_class_teach_num,st_nbpts_num,st_advance_dgr_pct,st_1yr_tchr_trnovr_pct,st_emer_prov_teach_pct,st_lateral_teach_pct,st_highqual_class_pct,st_highqual_class_hp_pct,st_highqual_class_lp_pct,st_highqual_class_all_pct,st_not_highqual_class_hp_pct,st_not_highqual_class_lp_pct,st_not_highqual_class_all_pct,st_prinyrs_0thru3_pct,st_prinyrs_4thru10_pct,st_prinyrs_11plus_pct,st_prin_advance_dgr_pct,st_1yr_prin_trnovr_pct,st_prin_male_pct,st_prin_female_pct,st_prin_black_pct,st_prin_white_pct,st_prin_other_pct
2014,010303,H,100007,14288,,,,,,,,,,,Alamance-Burlington Middle/Early College,Alamance-Burlington Schools,State Of North Carolina,1.0,0.0,0.2,0.8,5.0,1.0,0.0,0.0,,,,0.933,0.179,0.279,0.543,52.0,6.0,0.248,0.137,0.007,0.055,,,,,,,,0.923,0.21,0.251,0.539,53.0,9.0,0.28,0.156,0.019,0.054,,,,,,,,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029
2014,010304,E,100007,14288,,,,,,,,,,,Alexander Wilson Elementary,Alamance-Burlington Schools,State Of North Carolina,1.0,0.206,0.353,0.441,33.0,7.0,0.152,0.264,,,,0.986,0.251,0.265,0.484,37.0,5.0,0.275,0.148,0.001,0.009,,,,,,,,0.986,0.22,0.291,0.49,34.0,6.0,0.324,0.128,0.004,0.009,,,,,,,,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029
2014,010308,E,100007,14288,,,,,,,,,,,Altamahaw Ossipee Elem,Alamance-Burlington Schools,State Of North Carolina,1.0,0.057,0.257,0.686,35.0,11.0,0.571,0.085,,,,0.986,0.251,0.265,0.484,37.0,5.0,0.275,0.148,0.001,0.009,,,,,,,,0.986,0.22,0.291,0.49,34.0,6.0,0.324,0.128,0.004,0.009,,,,,,,,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029
2014,010310,M,100007,14288,,,,,,,,,,,Broadview Middle,Alamance-Burlington Schools,State Of North Carolina,0.98,0.269,0.327,0.404,51.0,3.0,0.25,0.296,,0.02,,0.968,0.235,0.323,0.442,49.0,5.0,0.238,0.185,,0.032,,,,,,,,0.944,0.237,0.274,0.49,42.0,6.0,0.304,0.153,0.005,0.05,,,,,,,,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029
2014,010311,H,100007,14288,,,,,,,,,,,Career Technical Education Center,Alamance-Burlington Schools,State Of North Carolina,0.857,0.0,0.143,0.857,14.0,2.0,0.214,0.077,0.143,,,0.933,0.179,0.279,0.543,52.0,6.0,0.248,0.137,0.007,0.055,,,,,,,,0.923,0.21,0.251,0.539,53.0,9.0,0.28,0.156,0.019,0.054,,,,,,,,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029
2014,010312,E,100007,14288,,,,,,,,,,,"Highland Elementary, Burlington",Alamance-Burlington Schools,State Of North Carolina,0.976,0.31,0.357,0.333,42.0,4.0,0.357,0.247,,0.024,,0.986,0.251,0.265,0.484,37.0,5.0,0.275,0.148,0.001,0.009,,,,,,,,0.986,0.22,0.291,0.49,34.0,6.0,0.324,0.128,0.004,0.009,,,,,,,,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029
2014,010320,E,100007,14288,,,,,,,,,,,E M Yoder Elementary,Alamance-Burlington Schools,State Of North Carolina,1.0,0.222,0.222,0.556,27.0,9.0,0.407,0.112,,,,0.986,0.251,0.265,0.484,37.0,5.0,0.275,0.148,0.001,0.009,,,,,,,,0.986,0.22,0.291,0.49,34.0,6.0,0.324,0.128,0.004,0.009,,,,,,,,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029
2014,010324,H,100007,14288,,,,,,,,,,,Eastern Alamance High,Alamance-Burlington Schools,State Of North Carolina,0.956,0.176,0.309,0.515,68.0,9.0,0.265,0.109,,0.03,,0.933,0.179,0.279,0.543,52.0,6.0,0.248,0.137,0.007,0.055,,,,,,,,0.923,0.21,0.251,0.539,53.0,9.0,0.28,0.156,0.019,0.054,,,,,,,,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029
2014,010326,E,100007,14288,,,,,,,,,,,Eastlawn Elementary,Alamance-Burlington Schools,State Of North Carolina,1.0,0.381,0.381,0.238,42.0,3.0,0.286,0.302,,,,0.986,0.251,0.265,0.484,37.0,5.0,0.275,0.148,0.001,0.009,,,,,,,,0.986,0.22,0.291,0.49,34.0,6.0,0.324,0.128,0.004,0.009,,,,,,,,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029
2014,010328,E,100007,14288,,,,,,,,,,,Edwin M Holt Elementary,Alamance-Burlington Schools,State Of North Carolina,1.0,0.25,0.175,0.575,40.0,10.0,0.293,0.1,,,,0.986,0.251,0.265,0.484,37.0,5.0,0.275,0.148,0.001,0.009,,,,,,,,0.986,0.22,0.291,0.49,34.0,6.0,0.324,0.128,0.004,0.009,,,,,,,,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029
