year,LEA,____LEA Name____,School,___School Name___,Indian Male,Indian Female,Asian Male,Asian Female,Hispanic Male,Hispanic Female,Black Male,Black Female,White Male,White Female,Pacific Island Male,Pacific Island Female,Two or  More Male,Two or  More Female,Total,unit_code
2014,010,Alamance-Burlington Schools,358,Hillcrest Elementary,0,0,2,5,86,83,99,77,85,66,0,0,21,11,535,010358
2014,010,Alamance-Burlington Schools,360,Hugh M Cummings High,1,2,3,4,216,184,166,199,31,34,2,0,13,13,868,010360
2014,010,Alamance-Burlington Schools,362,Marvin B Smith Elementary,2,2,11,5,42,38,57,57,129,117,1,0,7,11,479,010362
2014,010,Alamance-Burlington Schools,364,North Graham Elementary,3,1,0,0,72,64,73,65,43,37,0,0,8,6,372,010364
2014,010,Alamance-Burlington Schools,372,Pleasant Grove Elementary,0,0,0,1,40,26,30,33,56,34,0,1,8,7,236,010372
2014,010,Alamance-Burlington Schools,374,R Homer Andrews Elementary,1,1,2,1,158,164,107,89,25,24,0,1,11,5,589,010374
2014,010,Alamance-Burlington Schools,378,Ray Street Academy,1,0,1,0,6,3,21,4,36,8,0,0,2,1,83,010378
2014,010,Alamance-Burlington Schools,380,South Graham Elementary,3,3,9,5,124,124,60,67,97,81,0,1,17,15,606,010380
2014,010,Alamance-Burlington Schools,384,South Mebane Elementary,1,2,4,6,25,21,71,66,148,152,2,0,18,25,541,010384
2014,010,Alamance-Burlington Schools,388,Southern High,2,5,6,5,87,63,63,48,592,568,1,3,17,23,"1,483",010388
2014,010,Alamance-Burlington Schools,390,Southern Middle,3,1,7,5,35,29,27,16,368,324,0,0,12,11,838,010390
2014,010,Alamance-Burlington Schools,392,Sylvan Elementary,0,1,3,0,15,13,5,2,122,127,0,0,4,7,299,010392
2014,010,Alamance-Burlington Schools,394,Turrentine Middle,3,1,11,10,108,101,142,160,169,160,3,1,20,22,911,010394
2014,010,Alamance-Burlington Schools,396,Walter M Williams High,4,3,20,17,90,131,191,176,246,249,0,0,17,19,"1,163",010396
2014,010,Alamance-Burlington Schools,400,Western Alamance High,1,1,8,12,51,44,72,55,439,473,0,0,13,18,"1,187",010400
2014,010,Alamance-Burlington Schools,403,Western Middle,0,1,13,8,46,43,42,47,335,312,0,0,9,17,873,010403
2014,010,Alamance-Burlington Schools,406,Woodlawn Middle,0,2,2,2,39,41,67,49,196,170,0,0,12,14,594,010406
2014,020,Alexander County Schools,302,Alexander Central High,2,3,22,10,34,45,26,36,738,667,0,0,16,16,"1,615",020302
2014,020,Alexander County Schools,304,Bethlehem Elementary,0,0,7,9,17,4,0,2,220,212,0,0,12,9,492,020304
2014,020,Alexander County Schools,306,East Alexander Middle,0,3,2,3,40,36,20,15,253,262,0,0,14,13,661,020306
2014,020,Alexander County Schools,308,Ellendale Elementary,0,0,0,0,4,2,5,5,154,131,0,0,3,4,308,020308
2014,020,Alexander County Schools,316,Hiddenite Elementary,1,1,4,3,47,53,10,13,197,150,0,0,13,10,502,020316
2014,020,Alexander County Schools,320,Stony Point Elementary,0,0,3,2,11,9,12,6,105,120,0,1,9,6,284,020320
2014,020,Alexander County Schools,324,Sugar Loaf Elementary,1,0,0,3,7,8,3,0,121,121,0,0,6,5,275,020324
2014,020,Alexander County Schools,328,Taylorsville Elementary,0,0,2,3,30,32,23,15,76,74,0,0,18,12,285,020328
2014,020,Alexander County Schools,330,West Alexander Middle,0,0,9,10,11,10,7,5,241,258,0,0,4,8,563,020330
2014,020,Alexander County Schools,332,Wittenburg Elementary,0,0,2,7,12,13,1,3,127,126,0,0,7,7,305,020332
2014,030,Alleghany County Schools,304,Alleghany High,0,0,0,0,33,25,1,0,178,210,0,0,8,6,461,030304
2014,030,Alleghany County Schools,308,Glade Creek Elementary,0,0,0,0,41,33,1,0,106,84,0,0,2,0,267,030308
2014,030,Alleghany County Schools,316,Piney Creek Elementary,0,0,0,0,8,12,0,0,60,77,0,0,0,1,158,030316
2014,030,Alleghany County Schools,320,Sparta Elementary,2,2,1,2,72,77,6,3,207,201,0,0,3,9,585,030320
2014,040,Anson County Schools,304,Anson Co. Early College High,1,0,3,7,2,4,22,46,37,61,0,0,0,4,187,040304
2014,040,Anson County Schools,305,Anson Academy,1,0,0,0,0,2,36,16,2,1,0,0,1,0,59,040305
2014,040,Anson County Schools,306,Anson High School,0,2,4,3,10,12,211,239,76,93,0,0,5,5,660,040306
2014,040,Anson County Schools,308,Ansonville Elementary,0,0,1,3,3,7,44,36,66,68,0,0,2,2,232,040308
2014,040,Anson County Schools,309,Anson Middle,1,0,3,6,5,11,183,156,104,91,0,0,8,7,575,040309
2014,040,Anson County Schools,311,Wadesboro Primary,0,0,6,3,4,5,193,183,65,41,0,0,7,7,514,040311
2014,040,Anson County Schools,316,Lilesville Elementary,2,1,0,0,7,4,78,95,67,63,0,0,5,8,330,040316
2014,040,Anson County Schools,324,Morven Elementary,0,1,0,0,9,10,88,96,10,8,0,0,3,4,229,040324
2014,040,Anson County Schools,328,Peachland-Polkton Elem,2,0,7,3,14,9,79,70,138,161,0,0,9,8,500,040328
2014,040,Anson County Schools,330,Wadesboro Elementary,0,1,2,0,0,0,54,76,18,11,0,0,4,0,166,040330
2014,040,Anson County Schools,700,Anson New Tech High,1,0,3,0,3,2,42,33,40,22,0,0,2,2,150,040700
2014,050,Ashe County Schools,302,Ashe County High,0,2,1,1,41,31,5,1,437,417,0,0,19,12,967,050302
2014,050,Ashe County Schools,305,Ashe County Middle,0,1,3,0,14,17,0,1,208,239,0,0,2,2,487,050305
2014,050,Ashe County Schools,310,Blue Ridge Elementary,0,0,0,0,21,15,0,2,245,209,0,0,1,5,498,050310
2014,050,Ashe County Schools,330,Mountain View Elementary,0,0,2,1,51,35,1,2,255,241,0,0,3,4,595,050330
2014,050,Ashe County Schools,335,Westwood Elementary,0,0,4,5,38,35,3,1,266,266,0,0,3,6,627,050335
2014,060,Avery County Schools,302,Avery County High,0,0,0,0,15,14,2,0,164,185,0,0,2,3,385,060302
2014,060,Avery County Schools,304,Banner Elk Elementary,0,0,1,3,5,6,0,0,73,62,0,0,4,8,162,060304
2014,060,Avery County Schools,310,Cranberry Middle,0,0,0,1,2,4,0,0,91,112,0,0,1,1,212,060310
2014,060,Avery County Schools,316,Crossnore Elementary,0,1,0,2,7,10,0,0,89,97,0,0,4,1,211,060316
2014,060,Avery County Schools,318,Avery Middle,0,0,1,0,12,20,1,0,132,117,0,0,1,3,287,060318
2014,060,Avery County Schools,322,Freedom Trail Elementary,0,0,0,0,6,4,0,0,105,111,1,1,2,0,230,060322
2014,060,Avery County Schools,328,Newland Elementary,0,0,0,1,36,38,0,2,88,80,0,0,2,4,251,060328
2014,060,Avery County Schools,332,Riverside Elementary,0,1,0,0,7,2,0,0,58,59,0,0,1,1,129,060332
2014,060,Avery County Schools,334,Blue Ridge Academy,0,0,1,0,3,2,0,0,18,8,0,0,0,1,33,060334
2014,060,Avery County Schools,700,Avery High STEM Academy,0,0,0,0,5,1,0,1,46,32,0,0,0,0,85,060700
2014,060,Avery County Schools,701,Avery High Viking Academy,0,0,1,1,10,8,0,0,70,78,0,0,1,1,170,060701
2014,070,Beaufort County Schools,302,Eastern Elementary,0,0,1,2,62,66,133,114,117,95,0,0,5,12,607,070302
2014,070,Beaufort County Schools,308,Bath Elementary,1,1,0,0,25,25,8,8,259,236,0,0,10,8,581,070308
2014,070,Beaufort County Schools,310,B C Ed Tech Center,0,0,0,0,3,3,31,7,7,3,0,0,1,0,55,070310
2014,070,Beaufort County Schools,311,Beaufort Co Early College High,1,0,1,2,9,25,11,22,62,72,0,0,0,4,209,070311
2014,070,Beaufort County Schools,325,Chocowinity Middle,2,0,0,0,34,25,55,61,117,123,0,0,11,13,441,070325
2014,070,Beaufort County Schools,326,Chocowinity Primary,0,0,1,0,32,32,74,72,154,124,0,0,17,11,517,070326
2014,070,Beaufort County Schools,327,John C Tayloe Elementary,1,0,1,1,64,63,136,103,119,93,1,2,11,9,604,070327
2014,070,Beaufort County Schools,328,John Small Elementary,0,0,0,0,37,40,108,94,129,108,0,0,8,10,534,070328
2014,070,Beaufort County Schools,329,Northeast Elementary,0,1,1,1,44,35,73,90,136,140,0,0,8,8,537,070329
2014,070,Beaufort County Schools,330,Northside High,0,0,0,0,13,29,51,40,157,146,0,0,3,1,440,070330
2014,070,Beaufort County Schools,338,P S Jones Middle,0,0,1,0,74,74,194,180,182,175,0,0,13,13,906,070338
2014,070,Beaufort County Schools,339,Southside High,2,0,0,0,18,11,74,71,107,93,0,0,15,10,401,070339
2014,070,Beaufort County Schools,340,S W Snowden Elementary,0,0,0,0,7,6,56,61,16,17,0,0,3,5,171,070340
2014,070,Beaufort County Schools,342,Washington High,0,1,1,4,73,58,197,195,237,213,1,0,23,24,"1,027",070342
2014,080,Bertie County Schools,311,Bertie Early College High,0,2,1,0,1,2,40,50,25,26,0,0,2,1,150,080311
2014,080,Bertie County Schools,312,Bertie High,3,0,0,0,3,2,225,185,29,18,0,0,3,5,473,080312
2014,080,Bertie County Schools,314,Bertie Middle,2,0,1,0,9,6,253,256,50,53,1,1,2,2,636,080314
2014,080,Bertie County Schools,348,Aulander Elementary,0,0,0,1,3,5,71,71,15,10,0,0,2,3,181,080348
2014,080,Bertie County Schools,356,West Bertie Elementary,0,1,0,0,3,7,140,153,3,5,0,0,4,2,318,080356
2014,080,Bertie County Schools,360,Colerain Elementary,0,0,0,0,5,1,85,76,24,20,0,0,4,2,217,080360
2014,080,Bertie County Schools,362,Windsor Elementary,0,2,2,1,0,4,186,180,45,36,0,0,3,3,462,080362
2014,080,Bertie County Schools,375,Bertie Academy,0,0,0,0,0,0,23,7,1,0,0,0,0,0,31,080375
2014,080,Bertie County Schools,700,Bertie STEM High,2,0,0,0,2,0,52,71,16,19,0,0,1,1,164,080700
2014,090,Bladen County Schools,304,B T Washington Primary,0,1,0,0,13,13,79,63,8,10,0,0,5,6,198,090304
2014,090,Bladen County Schools,315,Bladenboro Middle,1,3,1,0,17,19,36,52,114,115,0,0,7,9,374,090315
2014,090,Bladen County Schools,317,Bladenboro Primary,2,1,0,1,16,16,48,37,123,132,0,0,21,14,411,090317
2014,090,Bladen County Schools,318,Bladen Lakes Primary,2,1,0,0,35,26,42,32,69,58,1,0,6,4,276,090318
2014,090,Bladen County Schools,320,Clarkton School of Discovery,1,1,0,1,11,15,46,55,75,85,0,0,7,5,302,090320
2014,090,Bladen County Schools,324,Dublin Primary,0,2,0,0,46,52,21,21,63,67,0,0,2,2,276,090324
2014,090,Bladen County Schools,328,East Arcadia Elementary,0,3,0,0,4,5,44,40,14,7,0,0,3,7,127,090328
2014,090,Bladen County Schools,330,East Bladen High,6,4,0,0,26,33,188,174,103,97,0,0,7,15,653,090330
2014,090,Bladen County Schools,332,Elizabethtown Middle,1,1,0,2,22,33,112,101,47,41,0,0,9,7,376,090332
2014,090,Bladen County Schools,333,Elizabethtown Primary,2,3,1,0,24,29,145,141,51,50,0,0,7,7,460,090333
2014,090,Bladen County Schools,352,Plain View Primary,2,2,0,0,37,21,39,39,15,13,0,0,6,2,176,090352
2014,090,Bladen County Schools,365,Tar Heel Middle,4,5,0,0,66,54,43,42,62,56,0,0,3,3,338,090365
2014,090,Bladen County Schools,368,West Bladen High,5,8,1,0,57,43,104,101,231,164,1,0,20,23,758,090368
2014,100,Brunswick County Schools,302,Belville Elementary,2,5,1,2,44,38,53,71,246,229,0,2,28,13,734,100302
2014,100,Brunswick County Schools,304,Bolivia Elementary,2,2,3,3,10,7,28,24,213,174,1,0,12,15,494,100304
2014,100,Brunswick County Schools,307,Brunswick County Early College,0,1,3,2,11,26,8,16,108,142,0,0,9,10,336,100307
2014,100,Brunswick County Schools,308,Brunswick County Academy,3,0,0,0,10,6,13,6,57,23,0,0,6,3,127,100308
2014,100,Brunswick County Schools,309,Cedar Grove Middle,1,1,1,0,18,17,46,50,171,162,0,0,12,9,488,100309
2014,100,Brunswick County Schools,310,Jessie Mae Monroe Elementary,2,2,4,0,61,61,37,38,108,83,0,0,12,11,419,100310
2014,100,Brunswick County Schools,316,Leland Middle,6,4,3,1,62,61,102,82,231,187,3,1,20,14,777,100316
2014,100,Brunswick County Schools,320,Lincoln Elementary,1,4,0,0,66,70,57,52,122,106,0,0,9,17,504,100320
2014,100,Brunswick County Schools,326,North Brunswick High,7,9,2,3,55,51,140,126,295,242,0,0,33,46,"1,009",100326
2014,100,Brunswick County Schools,332,Shallotte Middle,2,2,5,1,47,41,44,37,216,202,0,1,14,18,630,100332
2014,100,Brunswick County Schools,334,South Brunswick High,2,6,1,5,24,26,56,59,449,425,0,0,15,22,"1,090",100334
2014,100,Brunswick County Schools,335,South Brunswick Middle,3,5,2,2,13,12,36,24,346,344,1,0,15,10,813,100335
2014,100,Brunswick County Schools,336,Southport Elementary,5,1,3,4,20,21,31,30,289,276,0,0,18,20,718,100336
2014,100,Brunswick County Schools,338,Supply Elementary,4,0,4,2,51,53,77,78,179,172,0,0,17,15,652,100338
2014,100,Brunswick County Schools,339,Town Creek Elementary,3,1,3,1,23,34,34,26,200,179,0,0,14,8,526,100339
2014,100,Brunswick County Schools,340,Union Elementary,2,2,1,5,53,51,39,25,233,203,0,0,14,6,634,100340
2014,100,Brunswick County Schools,342,Virginia Williamson Elem,3,2,2,2,22,22,59,45,209,228,0,1,12,11,618,100342
2014,100,Brunswick County Schools,344,Waccamaw,3,1,0,0,50,48,38,35,212,180,0,1,2,4,574,100344
2014,100,Brunswick County Schools,348,West Brunswick High,8,7,4,5,57,51,107,108,481,476,0,0,13,10,"1,327",100348
2014,110,Buncombe County Schools,303,Community High School,1,2,2,0,5,6,7,6,61,34,0,0,2,8,134,110303
2014,110,Buncombe County Schools,304,Reynolds High,2,1,7,20,55,56,65,67,545,514,0,0,41,34,"1,407",110304
2014,110,Buncombe County Schools,306,Reynolds Middle,0,0,9,5,31,38,41,52,192,183,0,0,29,21,601,110306
2014,110,Buncombe County Schools,308,Barnardsville Elementary,0,0,0,0,5,5,1,0,67,72,0,0,3,0,153,110308
2014,110,Buncombe County Schools,318,Black Mountain Elementary,1,0,2,1,4,9,5,5,95,102,0,0,4,4,232,110318
2014,110,Buncombe County Schools,320,Black Mountain Primary,0,0,0,1,15,11,14,14,201,198,0,0,7,7,468,110320
2014,110,Buncombe County Schools,322,Buncombe County Early College,0,1,2,6,7,18,2,5,94,121,0,0,2,3,261,110322
2014,110,Buncombe County Schools,323,Buncombe County Middle College,0,0,0,0,3,2,0,0,23,36,0,0,1,1,66,110323
2014,110,Buncombe County Schools,324,Candler Elementary,1,0,0,5,37,38,4,3,252,252,0,1,8,8,609,110324
2014,110,Buncombe County Schools,326,Cane Creek Middle,1,0,1,12,12,16,12,10,292,280,0,0,26,9,671,110326
2014,110,Buncombe County Schools,332,Bell Elementary,0,0,2,6,19,16,8,8,116,117,0,0,3,6,301,110332
2014,110,Buncombe County Schools,336,Owen High,4,0,1,6,38,24,15,14,326,317,0,0,21,23,789,110336
2014,110,Buncombe County Schools,338,Owen Middle,1,0,1,5,30,28,25,11,234,221,0,0,15,13,584,110338
2014,110,Buncombe County Schools,340,Erwin High,8,2,5,8,91,117,55,38,466,403,1,3,31,26,"1,254",110340
2014,110,Buncombe County Schools,342,Erwin Middle,1,2,4,2,81,84,28,43,306,259,2,0,23,17,852,110342
2014,110,Buncombe County Schools,348,Emma Elementary,0,0,1,2,92,99,29,35,79,57,8,4,11,10,427,110348
2014,110,Buncombe County Schools,352,Enka High,1,1,6,8,71,63,18,12,528,510,0,0,17,19,"1,254",110352
2014,110,Buncombe County Schools,356,Fairview Elementary,4,0,1,6,24,22,17,8,333,294,0,0,16,16,741,110356
2014,110,Buncombe County Schools,366,Glen Arden Elementary,3,3,6,7,25,16,15,4,211,177,0,0,16,13,496,110366
2014,110,Buncombe County Schools,368,Haw Creek Elementary,0,0,4,5,6,8,32,21,155,140,0,0,15,19,405,110368
2014,110,Buncombe County Schools,370,Hominy Valley Elementary,0,1,1,1,30,22,5,5,201,202,0,0,3,6,477,110370
2014,110,Buncombe County Schools,372,Johnston Elementary,1,2,3,2,33,46,37,38,60,67,11,8,10,12,330,110372
2014,110,Buncombe County Schools,376,Leicester Elementary,2,0,1,0,17,27,2,8,210,221,0,0,4,3,495,110376
2014,110,Buncombe County Schools,379,North Buncombe Elementary,2,2,0,2,53,60,2,3,284,280,0,0,15,12,715,110379
2014,110,Buncombe County Schools,380,North Buncombe High,3,2,3,4,50,37,4,4,483,470,0,0,19,24,"1,103",110380
2014,110,Buncombe County Schools,381,North Buncombe Middle,1,3,1,1,32,33,3,1,295,254,0,0,9,5,638,110381
2014,110,Buncombe County Schools,382,North Windy Ridge Intermediate,1,0,1,2,38,36,0,2,257,231,1,0,11,6,586,110382
2014,110,Buncombe County Schools,384,Oakley Elementary,1,0,2,1,55,42,59,50,130,110,0,0,5,13,468,110384
2014,110,Buncombe County Schools,388,Pisgah Elementary,0,1,1,0,4,2,1,2,115,101,0,0,4,1,232,110388
2014,110,Buncombe County Schools,401,Enka Middle,0,0,5,3,69,56,18,15,458,354,0,0,12,24,"1,014",110401
2014,110,Buncombe County Schools,408,Sand Hill-Venable Elem,2,2,6,0,72,73,19,23,272,255,1,1,12,7,745,110408
2014,110,Buncombe County Schools,410,Avery's Creek Elementary,0,0,8,13,109,114,21,44,162,157,4,2,16,11,661,110410
2014,110,Buncombe County Schools,412,Williams Elementary,2,2,3,3,44,36,4,6,157,151,0,0,9,4,421,110412
2014,110,Buncombe County Schools,416,Roberson High,4,1,30,19,103,84,84,83,549,529,0,0,46,43,"1,575",110416
2014,110,Buncombe County Schools,420,Valley Springs Middle,0,0,5,15,57,51,43,44,203,191,1,2,16,18,646,110420
2014,110,Buncombe County Schools,422,Estes Elementary,2,0,18,23,66,61,57,41,231,205,0,0,31,20,755,110422
2014,110,Buncombe County Schools,428,Weaverville Elementary,0,0,2,2,30,27,3,4,148,139,0,0,7,4,366,110428
2014,110,Buncombe County Schools,432,Weaverville Primary,0,0,0,2,16,15,1,1,89,106,0,1,1,0,232,110432
2014,110,Buncombe County Schools,436,West Buncombe Elementary,1,2,3,5,60,48,12,9,242,235,0,2,5,11,635,110436
2014,110,Buncombe County Schools,444,Woodfin Elementary,1,0,0,0,15,23,3,3,53,39,1,0,7,5,150,110444
2014,110,Buncombe County Schools,450,Koontz Intermediate,1,1,8,11,69,49,33,54,259,234,1,1,34,18,773,110450
2014,110,Buncombe County Schools,451,Eblen Intermediate,0,2,4,2,85,87,36,17,269,249,2,5,27,23,808,110451
2014,111,Asheville City Schools,302,Asheville High,1,0,4,10,32,26,155,135,293,308,0,0,42,41,"1,047",111302
2014,111,Asheville City Schools,304,Hall Fletcher Elementary,1,0,0,0,17,23,54,52,101,64,1,0,25,8,346,111304
2014,111,Asheville City Schools,306,Isaac Dickson Elementary,0,0,2,6,12,23,35,51,136,166,0,0,21,10,462,111306
2014,111,Asheville City Schools,312,Claxton Elementary,1,2,0,2,9,21,56,44,143,133,1,0,17,17,446,111312
2014,111,Asheville City Schools,332,Ira B Jones Elementary,0,0,5,2,15,6,45,44,173,124,0,0,19,13,446,111332
2014,111,Asheville City Schools,356,Asheville Middle,1,1,2,2,20,26,116,116,220,206,0,0,20,22,752,111356
2014,132,Kannapolis City Schools,308,Forest Park Elementary,2,1,3,6,68,60,86,100,105,117,0,0,19,19,586,132308
2014,132,Kannapolis City Schools,312,Fred L Wilson Elementary,0,0,2,1,47,69,41,50,65,65,1,0,17,14,372,132312
2014,132,Kannapolis City Schools,328,Jackson Park Elementary,5,3,5,5,57,58,51,56,91,106,0,1,12,10,460,132328
2014,132,Kannapolis City Schools,329,Kannapolis Interm,0,3,3,6,137,95,118,125,174,148,0,0,26,23,858,132329
2014,132,Kannapolis City Schools,330,Kannapolis Middle,0,1,9,3,96,89,137,98,172,156,0,0,22,23,806,132330
2014,132,Kannapolis City Schools,332,Shady Brook Elementary,3,3,2,4,64,57,61,40,68,67,0,0,7,15,391,132332
2014,132,Kannapolis City Schools,336,Woodrow Wilson Elementary,1,5,2,1,85,66,51,48,72,69,0,0,16,12,428,132336
2014,140,Caldwell County Schools,304,Baton Elementary,0,0,0,0,3,16,1,0,174,207,0,0,4,4,409,140304
2014,140,Caldwell County Schools,305,Caldwell Career Cen Mid. Coll.,0,1,0,3,7,8,2,2,118,83,0,0,3,0,227,140305
2014,140,Caldwell County Schools,306,Gateway School,0,0,0,0,3,2,1,1,24,5,0,0,2,1,39,140306
2014,140,Caldwell County Schools,307,Horizons Elementary,0,0,0,0,2,0,2,1,28,4,0,0,2,0,39,140307
2014,140,Caldwell County Schools,308,Collettsville School,0,1,1,2,6,7,2,1,147,172,0,0,1,8,348,140308
2014,140,Caldwell County Schools,309,Caldwell Early College,1,0,2,1,13,15,2,14,133,203,0,0,4,4,392,140309
2014,140,Caldwell County Schools,312,Davenport A+ School,0,0,5,3,64,56,40,53,126,119,0,0,24,20,510,140312
2014,140,Caldwell County Schools,316,Dudley Shoals Elementary,0,0,0,1,7,7,4,1,215,236,0,0,9,7,487,140316
2014,140,Caldwell County Schools,324,Gamewell Elementary,0,0,1,0,16,13,15,21,228,186,0,0,24,21,525,140324
2014,140,Caldwell County Schools,332,Gamewell Middle,0,0,0,1,59,42,31,30,230,195,0,0,19,20,627,140332
2014,140,Caldwell County Schools,336,Granite Falls Middle,2,1,2,4,17,14,4,2,297,284,0,0,9,4,640,140336
2014,140,Caldwell County Schools,340,Granite Falls Elementary,0,0,3,4,16,30,14,5,303,266,0,0,13,8,662,140340
2014,140,Caldwell County Schools,344,Happy Valley Elementary,0,0,0,0,4,6,1,2,127,133,0,0,4,1,278,140344
2014,140,Caldwell County Schools,348,Hibriten High,0,0,6,6,27,22,49,57,318,314,0,0,21,16,836,140348
2014,140,Caldwell County Schools,352,Hudson Elementary,0,0,1,4,45,45,1,1,309,317,0,0,11,13,747,140352
2014,140,Caldwell County Schools,356,Hudson Middle,0,0,3,2,40,24,3,3,338,324,0,0,6,9,752,140356
2014,140,Caldwell County Schools,360,Kings Creek Elementary,0,0,0,0,3,1,0,4,102,110,0,0,2,4,226,140360
2014,140,Caldwell County Schools,368,William Lenoir Middle,0,0,4,1,22,24,41,36,156,165,1,0,14,6,470,140368
2014,140,Caldwell County Schools,372,Lower Creek Elementary,0,0,3,5,12,14,15,11,135,148,0,0,15,8,366,140372
2014,140,Caldwell County Schools,376,Oak Hill Elementary,0,0,0,1,3,1,1,0,55,68,0,0,2,3,134,140376
2014,140,Caldwell County Schools,384,Sawmills Elementary,0,0,2,1,17,8,0,2,138,127,0,0,9,3,307,140384
2014,140,Caldwell County Schools,386,South Caldwell High,1,3,7,3,47,29,7,6,749,672,0,0,21,16,"1,561",140386
2014,140,Caldwell County Schools,388,Valmead Elementary,0,0,0,0,16,15,21,19,63,57,0,0,11,10,212,140388
2014,140,Caldwell County Schools,390,West Caldwell High,0,0,0,2,58,48,50,49,324,315,0,0,18,19,883,140390
2014,140,Caldwell County Schools,392,West Lenoir Elementary,0,0,0,1,36,21,15,14,38,32,0,0,9,8,174,140392
2014,140,Caldwell County Schools,396,Whitnel Elementary,0,0,2,1,31,26,12,4,110,111,0,0,12,11,320,140396
2014,150,Camden County Schools,304,Camden County High,0,2,4,2,4,3,45,30,180,166,0,0,4,10,450,150304
2014,150,Camden County Schools,308,Grandy Primary,0,0,2,3,10,9,29,26,242,197,0,0,14,13,545,150308
2014,150,Camden County Schools,310,Camden Intermediate,2,1,2,3,5,6,35,18,185,177,1,1,10,15,461,150310
2014,150,Camden County Schools,312,Camden Middle,0,0,5,2,2,6,15,17,130,107,0,0,9,4,297,150312
2014,150,Camden County Schools,700,CamTech High,1,0,1,2,0,1,5,8,57,70,0,0,2,3,150,150700
2014,160,Carteret County Schools,304,Atlantic Elementary,0,0,0,0,4,3,0,0,55,28,0,0,1,0,91,160304
2014,160,Carteret County Schools,306,Bogue Sound Elementary,4,2,1,0,18,13,6,6,199,163,0,1,14,10,437,160306
2014,160,Carteret County Schools,308,Beaufort Elementary,0,1,2,2,9,12,53,45,131,136,0,1,16,17,425,160308
2014,160,Carteret County Schools,309,Bridges School,1,0,0,0,1,0,7,2,16,7,0,0,1,1,36,160309
2014,160,Carteret County Schools,310,Beaufort Middle,0,1,1,2,1,5,21,23,97,113,0,0,4,5,273,160310
2014,160,Carteret County Schools,311,Broad Creek Middle,3,1,4,1,17,13,7,14,306,252,0,2,19,15,654,160311
2014,160,Carteret County Schools,313,East Carteret High,1,2,2,2,3,4,32,24,225,259,0,0,13,10,577,160313
2014,160,Carteret County Schools,314,Croatan High,3,7,2,5,18,22,14,14,409,368,2,2,22,15,903,160314
2014,160,Carteret County Schools,316,Harkers Island Elementary,0,0,0,0,0,0,0,0,58,48,0,0,1,0,107,160316
2014,160,Carteret County Schools,317,Morehead Elem at Camp Glenn,0,1,1,0,26,22,10,8,100,92,0,0,13,12,285,160317
2014,160,Carteret County Schools,318,Morehead City Middle,0,2,3,5,34,37,12,12,180,203,0,0,6,17,511,160318
2014,160,Carteret County Schools,322,Morehead City Primary,1,0,8,9,72,46,37,26,183,217,0,1,18,11,629,160322
2014,160,Carteret County Schools,324,Newport Elementary,1,2,4,0,34,28,24,23,303,271,1,0,36,30,757,160324
