year,unit_code,Lea_Name,School_Name,State_Name,category_cd,level,size,lea_size,st_size
2014,390328,Granville County Schools,Granville Magnet School,State Of North Carolina,M,English II,,19.0,18
2014,390328,Granville County Schools,Granville Magnet School,State Of North Carolina,M,Math I,12.0,21.0,20
2014,390331,Granville County Schools,Mary Potter Middle,State Of North Carolina,M,Biology,,18.0,18
2014,390331,Granville County Schools,Mary Potter Middle,State Of North Carolina,M,English II,,19.0,18
2014,390331,Granville County Schools,Mary Potter Middle,State Of North Carolina,M,Math I,32.0,21.0,20
2014,390334,Granville County Schools,Northern Granville Middle,State Of North Carolina,M,Biology,,18.0,18
2014,390334,Granville County Schools,Northern Granville Middle,State Of North Carolina,M,English II,,19.0,18
2014,390334,Granville County Schools,Northern Granville Middle,State Of North Carolina,M,Math I,28.0,21.0,20
2014,390700,Granville County Schools,JF Webb HS Of Health And Life Sciences,State Of North Carolina,H,Biology,15.0,18.0,18
2014,390700,Granville County Schools,JF Webb HS Of Health And Life Sciences,State Of North Carolina,H,English II,10.0,19.0,18
2014,390700,Granville County Schools,JF Webb HS Of Health And Life Sciences,State Of North Carolina,H,Math I,9.0,21.0,20
2014,390704,Granville County Schools,S Granville HS Of Health Life Sciences,State Of North Carolina,H,Biology,28.0,18.0,18
2014,390704,Granville County Schools,S Granville HS Of Health Life Sciences,State Of North Carolina,H,English II,29.0,19.0,18
2014,390704,Granville County Schools,S Granville HS Of Health Life Sciences,State Of North Carolina,H,Math I,30.0,21.0,20
2014,390705,Granville County Schools,S Granville HS of Integ Tech & Lead,State Of North Carolina,H,Biology,26.0,18.0,18
2014,390705,Granville County Schools,S Granville HS of Integ Tech & Lead,State Of North Carolina,H,English II,27.0,19.0,18
2014,390705,Granville County Schools,S Granville HS of Integ Tech & Lead,State Of North Carolina,H,Math I,29.0,21.0,20
2014,39B000,Charter and Non-District Affiliated Schools,Oxford Preparatory,State Of North Carolina,H,Biology,24.0,,18
2014,39B000,Charter and Non-District Affiliated Schools,Oxford Preparatory,State Of North Carolina,H,English II,,,18
2014,39B000,Charter and Non-District Affiliated Schools,Oxford Preparatory,State Of North Carolina,H,Math I,17.0,,20
2014,400308,Greene County Schools,Greene Central High,State Of North Carolina,H,Biology,20.0,19.0,18
2014,400308,Greene County Schools,Greene Central High,State Of North Carolina,H,English II,25.0,22.0,18
2014,400308,Greene County Schools,Greene Central High,State Of North Carolina,H,Math I,20.0,21.0,20
2014,400312,Greene County Schools,Greene County Middle,State Of North Carolina,M,Biology,,19.0,18
2014,400312,Greene County Schools,Greene County Middle,State Of North Carolina,M,English II,,22.0,18
2014,400312,Greene County Schools,Greene County Middle,State Of North Carolina,M,Math I,30.0,21.0,20
2014,400315,Greene County Schools,Greene Early College High,State Of North Carolina,H,Biology,18.0,19.0,18
2014,400315,Greene County Schools,Greene Early College High,State Of North Carolina,H,English II,18.0,22.0,18
2014,400315,Greene County Schools,Greene Early College High,State Of North Carolina,H,Math I,15.0,21.0,20
2014,410313,Guilford County Schools,Southern Guilford Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410313,Guilford County Schools,Southern Guilford Middle,State Of North Carolina,M,English II,,18.0,18
2014,410313,Guilford County Schools,Southern Guilford Middle,State Of North Carolina,M,Math I,32.0,20.0,20
2014,410316,Guilford County Schools,Allen Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410316,Guilford County Schools,Allen Middle,State Of North Carolina,M,English II,,18.0,18
2014,410316,Guilford County Schools,Allen Middle,State Of North Carolina,M,Math I,29.0,20.0,20
2014,410319,Guilford County Schools,T Wingate Andrews High,State Of North Carolina,H,Biology,15.0,18.0,18
2014,410319,Guilford County Schools,T Wingate Andrews High,State Of North Carolina,H,English II,17.0,18.0,18
2014,410319,Guilford County Schools,T Wingate Andrews High,State Of North Carolina,H,Math I,19.0,20.0,20
2014,410325,Guilford County Schools,Aycock Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410325,Guilford County Schools,Aycock Middle,State Of North Carolina,M,English II,,18.0,18
2014,410325,Guilford County Schools,Aycock Middle,State Of North Carolina,M,Math I,16.0,20.0,20
2014,410326,Guilford County Schools,Middle College High at Bennett,State Of North Carolina,H,Biology,11.0,18.0,18
2014,410326,Guilford County Schools,Middle College High at Bennett,State Of North Carolina,H,English II,9.0,18.0,18
2014,410326,Guilford County Schools,Middle College High at Bennett,State Of North Carolina,H,Math I,15.0,20.0,20
2014,410341,Guilford County Schools,Brown Summit Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410341,Guilford County Schools,Brown Summit Middle,State Of North Carolina,M,English II,,18.0,18
2014,410341,Guilford County Schools,Brown Summit Middle,State Of North Carolina,M,Math I,27.0,20.0,20
2014,410355,Guilford County Schools,James B Dudley High,State Of North Carolina,H,Biology,14.0,18.0,18
2014,410355,Guilford County Schools,James B Dudley High,State Of North Carolina,H,English II,15.0,18.0,18
2014,410355,Guilford County Schools,James B Dudley High,State Of North Carolina,H,Math I,18.0,20.0,20
2014,410358,Guilford County Schools,Eastern Guilford High,State Of North Carolina,H,Biology,20.0,18.0,18
2014,410358,Guilford County Schools,Eastern Guilford High,State Of North Carolina,H,English II,18.0,18.0,18
2014,410358,Guilford County Schools,Eastern Guilford High,State Of North Carolina,H,Math I,19.0,20.0,20
2014,410367,Guilford County Schools,Ferndale Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410367,Guilford County Schools,Ferndale Middle,State Of North Carolina,M,English II,,18.0,18
2014,410367,Guilford County Schools,Ferndale Middle,State Of North Carolina,M,Math I,29.0,20.0,20
2014,410391,Guilford County Schools,Penn-Griffin Schools,State Of North Carolina,T,Biology,14.0,18.0,18
2014,410391,Guilford County Schools,Penn-Griffin Schools,State Of North Carolina,T,English II,16.0,18.0,18
2014,410391,Guilford County Schools,Penn-Griffin Schools,State Of North Carolina,T,Math I,16.0,20.0,20
2014,410394,Guilford County Schools,Grimsley High,State Of North Carolina,H,Biology,26.0,18.0,18
2014,410394,Guilford County Schools,Grimsley High,State Of North Carolina,H,English II,23.0,18.0,18
2014,410394,Guilford County Schools,Grimsley High,State Of North Carolina,H,Math I,15.0,20.0,20
2014,410395,Guilford County Schools,Early College at Guilford,State Of North Carolina,H,Biology,17.0,18.0,18
2014,410395,Guilford County Schools,Early College at Guilford,State Of North Carolina,H,English II,25.0,18.0,18
2014,410395,Guilford County Schools,Early College at Guilford,State Of North Carolina,H,Math I,,20.0,20
2014,410396,Guilford County Schools,High School Ahead Academy,State Of North Carolina,M,Biology,,18.0,18
2014,410396,Guilford County Schools,High School Ahead Academy,State Of North Carolina,M,English II,,18.0,18
2014,410396,Guilford County Schools,High School Ahead Academy,State Of North Carolina,M,Math I,10.0,20.0,20
2014,410397,Guilford County Schools,Guilford Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410397,Guilford County Schools,Guilford Middle,State Of North Carolina,M,English II,,18.0,18
2014,410397,Guilford County Schools,Guilford Middle,State Of North Carolina,M,Math I,24.0,20.0,20
2014,410398,Guilford County Schools,Doris Henderson Newcomers Sch,State Of North Carolina,A,Biology,,18.0,18
2014,410398,Guilford County Schools,Doris Henderson Newcomers Sch,State Of North Carolina,A,English II,,18.0,18
2014,410398,Guilford County Schools,Doris Henderson Newcomers Sch,State Of North Carolina,A,Math I,17.0,20.0,20
2014,410399,Guilford County Schools,Middle College at GTCC-GSO,State Of North Carolina,H,Biology,10.0,18.0,18
2014,410399,Guilford County Schools,Middle College at GTCC-GSO,State Of North Carolina,H,English II,11.0,18.0,18
2014,410399,Guilford County Schools,Middle College at GTCC-GSO,State Of North Carolina,H,Math I,8.0,20.0,20
2014,410401,Guilford County Schools,GTCC Middle College High,State Of North Carolina,H,Biology,10.0,18.0,18
2014,410401,Guilford County Schools,GTCC Middle College High,State Of North Carolina,H,English II,16.0,18.0,18
2014,410401,Guilford County Schools,GTCC Middle College High,State Of North Carolina,H,Math I,13.0,20.0,20
2014,410402,Guilford County Schools,Otis L Hairston Sr Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410402,Guilford County Schools,Otis L Hairston Sr Middle,State Of North Carolina,M,English II,,18.0,18
2014,410402,Guilford County Schools,Otis L Hairston Sr Middle,State Of North Carolina,M,Math I,16.0,20.0,20
2014,410406,Guilford County Schools,High Point Central High,State Of North Carolina,H,Biology,25.0,18.0,18
2014,410406,Guilford County Schools,High Point Central High,State Of North Carolina,H,English II,23.0,18.0,18
2014,410406,Guilford County Schools,High Point Central High,State Of North Carolina,H,Math I,22.0,20.0,20
2014,410407,Guilford County Schools,Dorothy Kendall Kearns Academy at HPC,State Of North Carolina,H,Biology,15.0,18.0,18
2014,410407,Guilford County Schools,Dorothy Kendall Kearns Academy at HPC,State Of North Carolina,H,English II,19.0,18.0,18
2014,410407,Guilford County Schools,Dorothy Kendall Kearns Academy at HPC,State Of North Carolina,H,Math I,11.0,20.0,20
2014,410408,Guilford County Schools,Middle College GTCC High Point,State Of North Carolina,H,Biology,13.0,18.0,18
2014,410408,Guilford County Schools,Middle College GTCC High Point,State Of North Carolina,H,English II,10.0,18.0,18
2014,410408,Guilford County Schools,Middle College GTCC High Point,State Of North Carolina,H,Math I,8.0,20.0,20
2014,410415,Guilford County Schools,Jackson Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410415,Guilford County Schools,Jackson Middle,State Of North Carolina,M,English II,,18.0,18
2014,410415,Guilford County Schools,Jackson Middle,State Of North Carolina,M,Math I,24.0,20.0,20
2014,410421,Guilford County Schools,Jamestown Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410421,Guilford County Schools,Jamestown Middle,State Of North Carolina,M,English II,,18.0,18
2014,410421,Guilford County Schools,Jamestown Middle,State Of North Carolina,M,Math I,33.0,20.0,20
2014,410427,Guilford County Schools,Johnson Street Global Studies,State Of North Carolina,I,Biology,,18.0,18
2014,410427,Guilford County Schools,Johnson Street Global Studies,State Of North Carolina,I,English II,,18.0,18
2014,410427,Guilford County Schools,Johnson Street Global Studies,State Of North Carolina,I,Math I,17.0,20.0,20
2014,410437,Guilford County Schools,Kernodle Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410437,Guilford County Schools,Kernodle Middle,State Of North Carolina,M,English II,,18.0,18
2014,410437,Guilford County Schools,Kernodle Middle,State Of North Carolina,M,Math I,27.0,20.0,20
2014,410442,Guilford County Schools,Kiser Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410442,Guilford County Schools,Kiser Middle,State Of North Carolina,M,English II,,18.0,18
2014,410442,Guilford County Schools,Kiser Middle,State Of North Carolina,M,Math I,19.0,20.0,20
2014,410448,Guilford County Schools,Lincoln Academy,State Of North Carolina,I,Biology,,18.0,18
2014,410448,Guilford County Schools,Lincoln Academy,State Of North Carolina,I,English II,,18.0,18
2014,410448,Guilford County Schools,Lincoln Academy,State Of North Carolina,I,Math I,27.0,20.0,20
2014,410460,Guilford County Schools,Eastern Guilford Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410460,Guilford County Schools,Eastern Guilford Middle,State Of North Carolina,M,English II,,18.0,18
2014,410460,Guilford County Schools,Eastern Guilford Middle,State Of North Carolina,M,Math I,29.0,20.0,20
2014,410463,Guilford County Schools,Mendenhall Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410463,Guilford County Schools,Mendenhall Middle,State Of North Carolina,M,English II,,18.0,18
2014,410463,Guilford County Schools,Mendenhall Middle,State Of North Carolina,M,Math I,30.0,20.0,20
2014,410483,Guilford County Schools,Middle College High @ NC A&T,State Of North Carolina,H,Biology,8.0,18.0,18
2014,410483,Guilford County Schools,Middle College High @ NC A&T,State Of North Carolina,H,English II,9.0,18.0,18
2014,410483,Guilford County Schools,Middle College High @ NC A&T,State Of North Carolina,H,Math I,9.0,20.0,20
2014,410484,Guilford County Schools,Northeast Guilford High,State Of North Carolina,H,Biology,18.0,18.0,18
2014,410484,Guilford County Schools,Northeast Guilford High,State Of North Carolina,H,English II,23.0,18.0,18
2014,410484,Guilford County Schools,Northeast Guilford High,State Of North Carolina,H,Math I,18.0,20.0,20
2014,410487,Guilford County Schools,Northeast Guilford Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410487,Guilford County Schools,Northeast Guilford Middle,State Of North Carolina,M,English II,,18.0,18
2014,410487,Guilford County Schools,Northeast Guilford Middle,State Of North Carolina,M,Math I,28.0,20.0,20
2014,410488,Guilford County Schools,Northern Guilford Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410488,Guilford County Schools,Northern Guilford Middle,State Of North Carolina,M,English II,,18.0,18
2014,410488,Guilford County Schools,Northern Guilford Middle,State Of North Carolina,M,Math I,26.0,20.0,20
2014,410489,Guilford County Schools,Northern Guilford High,State Of North Carolina,H,Biology,27.0,18.0,18
2014,410489,Guilford County Schools,Northern Guilford High,State Of North Carolina,H,English II,27.0,18.0,18
2014,410489,Guilford County Schools,Northern Guilford High,State Of North Carolina,H,Math I,24.0,20.0,20
2014,410490,Guilford County Schools,Northwest Guilford High,State Of North Carolina,H,Biology,15.0,18.0,18
2014,410490,Guilford County Schools,Northwest Guilford High,State Of North Carolina,H,English II,25.0,18.0,18
2014,410490,Guilford County Schools,Northwest Guilford High,State Of North Carolina,H,Math I,23.0,20.0,20
2014,410493,Guilford County Schools,Northwest Guilford Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410493,Guilford County Schools,Northwest Guilford Middle,State Of North Carolina,M,English II,,18.0,18
2014,410493,Guilford County Schools,Northwest Guilford Middle,State Of North Carolina,M,Math I,28.0,20.0,20
2014,410508,Guilford County Schools,Page High,State Of North Carolina,H,Biology,25.0,18.0,18
2014,410508,Guilford County Schools,Page High,State Of North Carolina,H,English II,19.0,18.0,18
2014,410508,Guilford County Schools,Page High,State Of North Carolina,H,Math I,13.0,20.0,20
2014,410529,Guilford County Schools,Lucy Ragsdale High,State Of North Carolina,H,Biology,21.0,18.0,18
2014,410529,Guilford County Schools,Lucy Ragsdale High,State Of North Carolina,H,English II,19.0,18.0,18
2014,410529,Guilford County Schools,Lucy Ragsdale High,State Of North Carolina,H,Math I,21.0,20.0,20
2014,410544,Guilford County Schools,Ben L. Smith High School,State Of North Carolina,H,Biology,17.0,18.0,18
2014,410544,Guilford County Schools,Ben L. Smith High School,State Of North Carolina,H,English II,18.0,18.0,18
2014,410544,Guilford County Schools,Ben L. Smith High School,State Of North Carolina,H,Math I,16.0,20.0,20
2014,410545,Guilford County Schools,The Academy at Smith,State Of North Carolina,H,Biology,16.0,18.0,18
2014,410545,Guilford County Schools,The Academy at Smith,State Of North Carolina,H,English II,16.0,18.0,18
2014,410545,Guilford County Schools,The Academy at Smith,State Of North Carolina,H,Math I,19.0,20.0,20
2014,410547,Guilford County Schools,Southeast Guilford High,State Of North Carolina,H,Biology,21.0,18.0,18
2014,410547,Guilford County Schools,Southeast Guilford High,State Of North Carolina,H,English II,23.0,18.0,18
2014,410547,Guilford County Schools,Southeast Guilford High,State Of North Carolina,H,Math I,21.0,20.0,20
2014,410550,Guilford County Schools,Southeast Guilford Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410550,Guilford County Schools,Southeast Guilford Middle,State Of North Carolina,M,English II,,18.0,18
2014,410550,Guilford County Schools,Southeast Guilford Middle,State Of North Carolina,M,Math I,26.0,20.0,20
2014,410556,Guilford County Schools,Southern Guilford High,State Of North Carolina,H,Biology,21.0,18.0,18
2014,410556,Guilford County Schools,Southern Guilford High,State Of North Carolina,H,English II,23.0,18.0,18
2014,410556,Guilford County Schools,Southern Guilford High,State Of North Carolina,H,Math I,21.0,20.0,20
2014,410562,Guilford County Schools,Southwest Guilford High,State Of North Carolina,H,Biology,17.0,18.0,18
2014,410562,Guilford County Schools,Southwest Guilford High,State Of North Carolina,H,English II,20.0,18.0,18
2014,410562,Guilford County Schools,Southwest Guilford High,State Of North Carolina,H,Math I,15.0,20.0,20
2014,410565,Guilford County Schools,Southwest Guilford Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410565,Guilford County Schools,Southwest Guilford Middle,State Of North Carolina,M,English II,,18.0,18
2014,410565,Guilford County Schools,Southwest Guilford Middle,State Of North Carolina,M,Math I,32.0,20.0,20
2014,410569,Guilford County Schools,STEM Early College @ NC A&T SU,State Of North Carolina,H,Biology,19.0,18.0,18
2014,410569,Guilford County Schools,STEM Early College @ NC A&T SU,State Of North Carolina,H,English II,16.0,18.0,18
2014,410569,Guilford County Schools,STEM Early College @ NC A&T SU,State Of North Carolina,H,Math I,,20.0,20
2014,410579,Guilford County Schools,UNCG Early/Middle College,State Of North Carolina,H,Biology,18.0,18.0,18
2014,410579,Guilford County Schools,UNCG Early/Middle College,State Of North Carolina,H,English II,17.0,18.0,18
2014,410579,Guilford County Schools,UNCG Early/Middle College,State Of North Carolina,H,Math I,11.0,20.0,20
2014,410589,Guilford County Schools,Philip J Weaver Ed Center,State Of North Carolina,H,Biology,22.0,18.0,18
2014,410589,Guilford County Schools,Philip J Weaver Ed Center,State Of North Carolina,H,English II,14.0,18.0,18
2014,410589,Guilford County Schools,Philip J Weaver Ed Center,State Of North Carolina,H,Math I,12.0,20.0,20
2014,410592,Guilford County Schools,Welborn Middle,State Of North Carolina,M,Biology,,18.0,18
2014,410592,Guilford County Schools,Welborn Middle,State Of North Carolina,M,English II,,18.0,18
2014,410592,Guilford County Schools,Welborn Middle,State Of North Carolina,M,Math I,18.0,20.0,20
2014,410595,Guilford County Schools,Western Guilford High,State Of North Carolina,H,Biology,24.0,18.0,18
2014,410595,Guilford County Schools,Western Guilford High,State Of North Carolina,H,English II,23.0,18.0,18
2014,410595,Guilford County Schools,Western Guilford High,State Of North Carolina,H,Math I,21.0,20.0,20
2014,41B000,Charter and Non-District Affiliated Schools,Greensboro Academy,State Of North Carolina,I,Biology,,,18
2014,41B000,Charter and Non-District Affiliated Schools,Greensboro Academy,State Of North Carolina,I,English II,,,18
2014,41B000,Charter and Non-District Affiliated Schools,Greensboro Academy,State Of North Carolina,I,Math I,28.0,,20
2014,41C000,Charter and Non-District Affiliated Schools,Guilford Preparatory Academy,State Of North Carolina,I,Biology,,,18
2014,41C000,Charter and Non-District Affiliated Schools,Guilford Preparatory Academy,State Of North Carolina,I,English II,,,18
2014,41C000,Charter and Non-District Affiliated Schools,Guilford Preparatory Academy,State Of North Carolina,I,Math I,8.0,,20
2014,41F000,Charter and Non-District Affiliated Schools,Triad Math and Science Academy,State Of North Carolina,A,Biology,13.0,,18
2014,41F000,Charter and Non-District Affiliated Schools,Triad Math and Science Academy,State Of North Carolina,A,English II,14.0,,18
2014,41F000,Charter and Non-District Affiliated Schools,Triad Math and Science Academy,State Of North Carolina,A,Math I,21.0,,20
2014,41G000,Charter and Non-District Affiliated Schools,Cornerstone Charter Academy-CFA,State Of North Carolina,I,Biology,,,18
2014,41G000,Charter and Non-District Affiliated Schools,Cornerstone Charter Academy-CFA,State Of North Carolina,I,English II,,,18
2014,41G000,Charter and Non-District Affiliated Schools,Cornerstone Charter Academy-CFA,State Of North Carolina,I,Math I,25.0,,20
2014,420324,Halifax County Schools,Enfield Middle,State Of North Carolina,M,Biology,,17.0,18
2014,420324,Halifax County Schools,Enfield Middle,State Of North Carolina,M,English II,,15.0,18
2014,420324,Halifax County Schools,Enfield Middle,State Of North Carolina,M,Math I,24.0,21.0,20
2014,420346,Halifax County Schools,Northwest Halifax High,State Of North Carolina,H,Biology,19.0,17.0,18
2014,420346,Halifax County Schools,Northwest Halifax High,State Of North Carolina,H,English II,16.0,15.0,18
2014,420346,Halifax County Schools,Northwest Halifax High,State Of North Carolina,H,Math I,13.0,21.0,20
2014,420358,Halifax County Schools,Southeast Halifax High,State Of North Carolina,H,Biology,14.0,17.0,18
2014,420358,Halifax County Schools,Southeast Halifax High,State Of North Carolina,H,English II,14.0,15.0,18
2014,420358,Halifax County Schools,Southeast Halifax High,State Of North Carolina,H,Math I,19.0,21.0,20
2014,420376,Halifax County Schools,William R Davie Middle,State Of North Carolina,M,Biology,,17.0,18
2014,420376,Halifax County Schools,William R Davie Middle,State Of North Carolina,M,English II,,15.0,18
2014,420376,Halifax County Schools,William R Davie Middle,State Of North Carolina,M,Math I,31.0,21.0,20
2014,421306,Roanoke Rapids City Schools,Chaloner Middle School,State Of North Carolina,M,Biology,,19.0,18
2014,421306,Roanoke Rapids City Schools,Chaloner Middle School,State Of North Carolina,M,English II,,19.0,18
2014,421306,Roanoke Rapids City Schools,Chaloner Middle School,State Of North Carolina,M,Math I,25.0,19.0,20
2014,421316,Roanoke Rapids City Schools,Roanoke Rapids High School,State Of North Carolina,H,Biology,19.0,19.0,18
2014,421316,Roanoke Rapids City Schools,Roanoke Rapids High School,State Of North Carolina,H,English II,19.0,19.0,18
2014,421316,Roanoke Rapids City Schools,Roanoke Rapids High School,State Of North Carolina,H,Math I,14.0,19.0,20
2014,422310,Weldon City Schools,Roanoke Valley Early College,State Of North Carolina,H,Biology,14.0,12.0,18
2014,422310,Weldon City Schools,Roanoke Valley Early College,State Of North Carolina,H,English II,12.0,16.0,18
2014,422310,Weldon City Schools,Roanoke Valley Early College,State Of North Carolina,H,Math I,14.0,16.0,20
2014,422315,Weldon City Schools,Weldon STEM High School Career Academies,State Of North Carolina,H,Biology,10.0,12.0,18
2014,422315,Weldon City Schools,Weldon STEM High School Career Academies,State Of North Carolina,H,English II,20.0,16.0,18
2014,422315,Weldon City Schools,Weldon STEM High School Career Academies,State Of North Carolina,H,Math I,19.0,16.0,20
2014,430330,Harnett County Schools,Coats-Erwin Middle,State Of North Carolina,M,Biology,,20.0,18
2014,430330,Harnett County Schools,Coats-Erwin Middle,State Of North Carolina,M,English II,,21.0,18
2014,430330,Harnett County Schools,Coats-Erwin Middle,State Of North Carolina,M,Math I,27.0,24.0,20
2014,430332,Harnett County Schools,Dunn Middle,State Of North Carolina,M,Biology,,20.0,18
2014,430332,Harnett County Schools,Dunn Middle,State Of North Carolina,M,English II,,21.0,18
2014,430332,Harnett County Schools,Dunn Middle,State Of North Carolina,M,Math I,26.0,24.0,20
2014,430345,Harnett County Schools,STAR Academy,State Of North Carolina,T,Biology,6.0,20.0,18
2014,430345,Harnett County Schools,STAR Academy,State Of North Carolina,T,English II,9.0,21.0,18
2014,430345,Harnett County Schools,STAR Academy,State Of North Carolina,T,Math I,19.0,24.0,20
2014,430346,Harnett County Schools,Harnett Central High,State Of North Carolina,H,Biology,24.0,20.0,18
2014,430346,Harnett County Schools,Harnett Central High,State Of North Carolina,H,English II,24.0,21.0,18
2014,430346,Harnett County Schools,Harnett Central High,State Of North Carolina,H,Math I,21.0,24.0,20
2014,430347,Harnett County Schools,Harnett Central Middle,State Of North Carolina,M,Biology,,20.0,18
2014,430347,Harnett County Schools,Harnett Central Middle,State Of North Carolina,M,English II,,21.0,18
2014,430347,Harnett County Schools,Harnett Central Middle,State Of North Carolina,M,Math I,24.0,24.0,20
2014,430370,Harnett County Schools,Overhills Middle,State Of North Carolina,M,Biology,,20.0,18
2014,430370,Harnett County Schools,Overhills Middle,State Of North Carolina,M,English II,,21.0,18
2014,430370,Harnett County Schools,Overhills Middle,State Of North Carolina,M,Math I,25.0,24.0,20
2014,430371,Harnett County Schools,Overhills High,State Of North Carolina,H,Biology,27.0,20.0,18
2014,430371,Harnett County Schools,Overhills High,State Of North Carolina,H,English II,20.0,21.0,18
2014,430371,Harnett County Schools,Overhills High,State Of North Carolina,H,Math I,25.0,24.0,20
2014,430378,Harnett County Schools,Triton High,State Of North Carolina,H,Biology,18.0,20.0,18
2014,430378,Harnett County Schools,Triton High,State Of North Carolina,H,English II,23.0,21.0,18
2014,430378,Harnett County Schools,Triton High,State Of North Carolina,H,Math I,23.0,24.0,20
2014,430384,Harnett County Schools,Western Harnett High,State Of North Carolina,H,Biology,25.0,20.0,18
2014,430384,Harnett County Schools,Western Harnett High,State Of North Carolina,H,English II,25.0,21.0,18
2014,430384,Harnett County Schools,Western Harnett High,State Of North Carolina,H,Math I,24.0,24.0,20
2014,430386,Harnett County Schools,Western Harnett Middle,State Of North Carolina,M,Biology,,20.0,18
2014,430386,Harnett County Schools,Western Harnett Middle,State Of North Carolina,M,English II,,21.0,18
2014,430386,Harnett County Schools,Western Harnett Middle,State Of North Carolina,M,Math I,24.0,24.0,20
2014,440318,Haywood County Schools,Bethel Middle,State Of North Carolina,M,Biology,,17.0,18
2014,440318,Haywood County Schools,Bethel Middle,State Of North Carolina,M,English II,,17.0,18
2014,440318,Haywood County Schools,Bethel Middle,State Of North Carolina,M,Math I,23.0,18.0,20
2014,440320,Haywood County Schools,Canton Middle,State Of North Carolina,M,Biology,,17.0,18
2014,440320,Haywood County Schools,Canton Middle,State Of North Carolina,M,English II,,17.0,18
2014,440320,Haywood County Schools,Canton Middle,State Of North Carolina,M,Math I,19.0,18.0,20
2014,440326,Haywood County Schools,Central Haywood High,State Of North Carolina,H,Biology,7.0,17.0,18
2014,440326,Haywood County Schools,Central Haywood High,State Of North Carolina,H,English II,7.0,17.0,18
2014,440326,Haywood County Schools,Central Haywood High,State Of North Carolina,H,Math I,5.0,18.0,20
2014,440346,Haywood County Schools,Haywood Early College,State Of North Carolina,H,Biology,15.0,17.0,18
2014,440346,Haywood County Schools,Haywood Early College,State Of North Carolina,H,English II,12.0,17.0,18
2014,440346,Haywood County Schools,Haywood Early College,State Of North Carolina,H,Math I,7.0,18.0,20
2014,440378,Haywood County Schools,Pisgah High,State Of North Carolina,H,Biology,19.0,17.0,18
2014,440378,Haywood County Schools,Pisgah High,State Of North Carolina,H,English II,21.0,17.0,18
2014,440378,Haywood County Schools,Pisgah High,State Of North Carolina,H,Math I,18.0,18.0,20
2014,440390,Haywood County Schools,Tuscola High,State Of North Carolina,H,Biology,23.0,17.0,18
2014,440390,Haywood County Schools,Tuscola High,State Of North Carolina,H,English II,24.0,17.0,18
2014,440390,Haywood County Schools,Tuscola High,State Of North Carolina,H,Math I,23.0,18.0,20
2014,440396,Haywood County Schools,Waynesville Middle,State Of North Carolina,M,Biology,,17.0,18
2014,440396,Haywood County Schools,Waynesville Middle,State Of North Carolina,M,English II,,17.0,18
2014,440396,Haywood County Schools,Waynesville Middle,State Of North Carolina,M,Math I,29.0,18.0,20
2014,450301,Henderson County Schools,Apple Valley Middle,State Of North Carolina,M,Biology,,19.0,18
2014,450301,Henderson County Schools,Apple Valley Middle,State Of North Carolina,M,English II,,20.0,18
2014,450301,Henderson County Schools,Apple Valley Middle,State Of North Carolina,M,Math I,25.0,20.0,20
2014,450316,Henderson County Schools,East Henderson High,State Of North Carolina,H,Biology,22.0,19.0,18
2014,450316,Henderson County Schools,East Henderson High,State Of North Carolina,H,English II,21.0,20.0,18
2014,450316,Henderson County Schools,East Henderson High,State Of North Carolina,H,Math I,19.0,20.0,20
2014,450328,Henderson County Schools,"Flat Rock Middle, East Flat Rock",State Of North Carolina,M,Biology,,19.0,18
2014,450328,Henderson County Schools,"Flat Rock Middle, East Flat Rock",State Of North Carolina,M,English II,,20.0,18
2014,450328,Henderson County Schools,"Flat Rock Middle, East Flat Rock",State Of North Carolina,M,Math I,15.0,20.0,20
2014,450334,Henderson County Schools,Hendersonville High,State Of North Carolina,H,Biology,20.0,19.0,18
2014,450334,Henderson County Schools,Hendersonville High,State Of North Carolina,H,English II,19.0,20.0,18
2014,450334,Henderson County Schools,Hendersonville High,State Of North Carolina,H,Math I,16.0,20.0,20
2014,450335,Henderson County Schools,Hendersonville Middle,State Of North Carolina,M,Biology,,19.0,18
2014,450335,Henderson County Schools,Hendersonville Middle,State Of North Carolina,M,English II,,20.0,18
2014,450335,Henderson County Schools,Hendersonville Middle,State Of North Carolina,M,Math I,28.0,20.0,20
2014,450341,Henderson County Schools,North Henderson High,State Of North Carolina,H,Biology,20.0,19.0,18
