year,unit_code,Lea_Name,School_Name,State_Name,category_cd,level,size,lea_size,st_size
2014,11B000,Charter and Non-District Affiliated Schools,ArtSpace Charter School,State Of North Carolina,I,Math I,19.0,,20
2014,11K000,Charter and Non-District Affiliated Schools,Francine Delany New School,State Of North Carolina,I,Biology,,,18
2014,11K000,Charter and Non-District Affiliated Schools,Francine Delany New School,State Of North Carolina,I,English II,,,18
2014,11K000,Charter and Non-District Affiliated Schools,Francine Delany New School,State Of North Carolina,I,Math I,6.0,,20
2014,120308,Burke County Schools,Hallyburton Academy,State Of North Carolina,T,Biology,6.0,21.0,18
2014,120308,Burke County Schools,Hallyburton Academy,State Of North Carolina,T,English II,14.0,21.0,18
2014,120308,Burke County Schools,Hallyburton Academy,State Of North Carolina,T,Math I,8.0,24.0,20
2014,120314,Burke County Schools,East Burke High,State Of North Carolina,H,Biology,25.0,21.0,18
2014,120314,Burke County Schools,East Burke High,State Of North Carolina,H,English II,23.0,21.0,18
2014,120314,Burke County Schools,East Burke High,State Of North Carolina,H,Math I,25.0,24.0,20
2014,120315,Burke County Schools,East Burke Middle,State Of North Carolina,M,Biology,,21.0,18
2014,120315,Burke County Schools,East Burke Middle,State Of North Carolina,M,English II,,21.0,18
2014,120315,Burke County Schools,East Burke Middle,State Of North Carolina,M,Math I,30.0,24.0,20
2014,120318,Burke County Schools,Freedom High,State Of North Carolina,H,Biology,24.0,21.0,18
2014,120318,Burke County Schools,Freedom High,State Of North Carolina,H,English II,22.0,21.0,18
2014,120318,Burke County Schools,Freedom High,State Of North Carolina,H,Math I,22.0,24.0,20
2014,120334,Burke County Schools,"Heritage Middle, Valdese",State Of North Carolina,M,Biology,,21.0,18
2014,120334,Burke County Schools,"Heritage Middle, Valdese",State Of North Carolina,M,English II,,21.0,18
2014,120334,Burke County Schools,"Heritage Middle, Valdese",State Of North Carolina,M,Math I,32.0,24.0,20
2014,120346,Burke County Schools,Jimmy C Draughn High School,State Of North Carolina,H,Biology,24.0,21.0,18
2014,120346,Burke County Schools,Jimmy C Draughn High School,State Of North Carolina,H,English II,22.0,21.0,18
2014,120346,Burke County Schools,Jimmy C Draughn High School,State Of North Carolina,H,Math I,25.0,24.0,20
2014,120350,Burke County Schools,Liberty Middle,State Of North Carolina,M,Biology,,21.0,18
2014,120350,Burke County Schools,Liberty Middle,State Of North Carolina,M,English II,,21.0,18
2014,120350,Burke County Schools,Liberty Middle,State Of North Carolina,M,Math I,30.0,24.0,20
2014,120370,Burke County Schools,Robert L. Patton High School,State Of North Carolina,H,Biology,23.0,21.0,18
2014,120370,Burke County Schools,Robert L. Patton High School,State Of North Carolina,H,English II,22.0,21.0,18
2014,120370,Burke County Schools,Robert L. Patton High School,State Of North Carolina,H,Math I,22.0,24.0,20
2014,120376,Burke County Schools,Table Rock Middle,State Of North Carolina,M,Biology,,21.0,18
2014,120376,Burke County Schools,Table Rock Middle,State Of North Carolina,M,English II,,21.0,18
2014,120376,Burke County Schools,Table Rock Middle,State Of North Carolina,M,Math I,24.0,24.0,20
2014,120390,Burke County Schools,Walter R Johnson Middle,State Of North Carolina,M,Biology,,21.0,18
2014,120390,Burke County Schools,Walter R Johnson Middle,State Of North Carolina,M,English II,,21.0,18
2014,120390,Burke County Schools,Walter R Johnson Middle,State Of North Carolina,M,Math I,28.0,24.0,20
2014,130307,Cabarrus County Schools,Cox Mill High School,State Of North Carolina,H,Biology,27.0,19.0,18
2014,130307,Cabarrus County Schools,Cox Mill High School,State Of North Carolina,H,English II,25.0,23.0,18
2014,130307,Cabarrus County Schools,Cox Mill High School,State Of North Carolina,H,Math I,30.0,24.0,20
2014,130310,Cabarrus County Schools,Central Cabarrus High,State Of North Carolina,H,Biology,21.0,19.0,18
2014,130310,Cabarrus County Schools,Central Cabarrus High,State Of North Carolina,H,English II,21.0,23.0,18
2014,130310,Cabarrus County Schools,Central Cabarrus High,State Of North Carolina,H,Math I,22.0,24.0,20
2014,130313,Cabarrus County Schools,Concord Middle,State Of North Carolina,M,Biology,,19.0,18
2014,130313,Cabarrus County Schools,Concord Middle,State Of North Carolina,M,English II,,23.0,18
2014,130313,Cabarrus County Schools,Concord Middle,State Of North Carolina,M,Math I,18.0,24.0,20
2014,130314,Cabarrus County Schools,Concord High,State Of North Carolina,H,Biology,20.0,19.0,18
2014,130314,Cabarrus County Schools,Concord High,State Of North Carolina,H,English II,21.0,23.0,18
2014,130314,Cabarrus County Schools,Concord High,State Of North Carolina,H,Math I,21.0,24.0,20
2014,130315,Cabarrus County Schools,J N Fries Magnet School,State Of North Carolina,M,Biology,,19.0,18
2014,130315,Cabarrus County Schools,J N Fries Magnet School,State Of North Carolina,M,English II,,23.0,18
2014,130315,Cabarrus County Schools,J N Fries Magnet School,State Of North Carolina,M,Math I,22.0,24.0,20
2014,130316,Cabarrus County Schools,Jay M Robinson High,State Of North Carolina,H,Biology,23.0,19.0,18
2014,130316,Cabarrus County Schools,Jay M Robinson High,State Of North Carolina,H,English II,24.0,23.0,18
2014,130316,Cabarrus County Schools,Jay M Robinson High,State Of North Carolina,H,Math I,28.0,24.0,20
2014,130317,Cabarrus County Schools,Cabarrus Co Opportunity School,State Of North Carolina,T,Biology,5.0,19.0,18
2014,130317,Cabarrus County Schools,Cabarrus Co Opportunity School,State Of North Carolina,T,English II,,23.0,18
2014,130317,Cabarrus County Schools,Cabarrus Co Opportunity School,State Of North Carolina,T,Math I,5.0,24.0,20
2014,130318,Cabarrus County Schools,C C Griffin Middle,State Of North Carolina,M,Biology,,19.0,18
2014,130318,Cabarrus County Schools,C C Griffin Middle,State Of North Carolina,M,English II,,23.0,18
2014,130318,Cabarrus County Schools,C C Griffin Middle,State Of North Carolina,M,Math I,22.0,24.0,20
2014,130320,Cabarrus County Schools,Harris Road Middle,State Of North Carolina,M,Biology,,19.0,18
2014,130320,Cabarrus County Schools,Harris Road Middle,State Of North Carolina,M,English II,,23.0,18
2014,130320,Cabarrus County Schools,Harris Road Middle,State Of North Carolina,M,Math I,30.0,24.0,20
2014,130323,Cabarrus County Schools,Mount Pleasant Middle,State Of North Carolina,M,Biology,,19.0,18
2014,130323,Cabarrus County Schools,Mount Pleasant Middle,State Of North Carolina,M,English II,,23.0,18
2014,130323,Cabarrus County Schools,Mount Pleasant Middle,State Of North Carolina,M,Math I,29.0,24.0,20
2014,130324,Cabarrus County Schools,Mount Pleasant High,State Of North Carolina,H,Biology,19.0,19.0,18
2014,130324,Cabarrus County Schools,Mount Pleasant High,State Of North Carolina,H,English II,19.0,23.0,18
2014,130324,Cabarrus County Schools,Mount Pleasant High,State Of North Carolina,H,Math I,24.0,24.0,20
2014,130326,Cabarrus County Schools,Northwest Cabarrus High,State Of North Carolina,H,Biology,23.0,19.0,18
2014,130326,Cabarrus County Schools,Northwest Cabarrus High,State Of North Carolina,H,English II,23.0,23.0,18
2014,130326,Cabarrus County Schools,Northwest Cabarrus High,State Of North Carolina,H,Math I,22.0,24.0,20
2014,130327,Cabarrus County Schools,Northwest Cabarrus Middle,State Of North Carolina,M,Biology,,19.0,18
2014,130327,Cabarrus County Schools,Northwest Cabarrus Middle,State Of North Carolina,M,English II,,23.0,18
2014,130327,Cabarrus County Schools,Northwest Cabarrus Middle,State Of North Carolina,M,Math I,32.0,24.0,20
2014,130332,Cabarrus County Schools,Hickory Ridge High,State Of North Carolina,H,Biology,26.0,19.0,18
2014,130332,Cabarrus County Schools,Hickory Ridge High,State Of North Carolina,H,English II,26.0,23.0,18
2014,130332,Cabarrus County Schools,Hickory Ridge High,State Of North Carolina,H,Math I,23.0,24.0,20
2014,130333,Cabarrus County Schools,"Performance Learning Center, Concord",State Of North Carolina,H,Biology,6.0,19.0,18
2014,130333,Cabarrus County Schools,"Performance Learning Center, Concord",State Of North Carolina,H,English II,,23.0,18
2014,130333,Cabarrus County Schools,"Performance Learning Center, Concord",State Of North Carolina,H,Math I,,24.0,20
2014,130346,Cabarrus County Schools,Hickory Ridge Middle,State Of North Carolina,M,Biology,,19.0,18
2014,130346,Cabarrus County Schools,Hickory Ridge Middle,State Of North Carolina,M,English II,,23.0,18
2014,130346,Cabarrus County Schools,Hickory Ridge Middle,State Of North Carolina,M,Math I,30.0,24.0,20
2014,130350,Cabarrus County Schools,Cabarrus-Kannapolis Early Coll,State Of North Carolina,H,Biology,21.0,19.0,18
2014,130350,Cabarrus County Schools,Cabarrus-Kannapolis Early Coll,State Of North Carolina,H,English II,21.0,23.0,18
2014,130350,Cabarrus County Schools,Cabarrus-Kannapolis Early Coll,State Of North Carolina,H,Math I,22.0,24.0,20
2014,130355,Cabarrus County Schools,Harold E. Winkler Middle,State Of North Carolina,M,Biology,,19.0,18
2014,130355,Cabarrus County Schools,Harold E. Winkler Middle,State Of North Carolina,M,English II,,23.0,18
2014,130355,Cabarrus County Schools,Harold E. Winkler Middle,State Of North Carolina,M,Math I,34.0,24.0,20
2014,132304,Kannapolis City Schools,A L Brown High,State Of North Carolina,H,Biology,21.0,21.0,18
2014,132304,Kannapolis City Schools,A L Brown High,State Of North Carolina,H,English II,19.0,19.0,18
2014,132304,Kannapolis City Schools,A L Brown High,State Of North Carolina,H,Math I,16.0,20.0,20
2014,132330,Kannapolis City Schools,Kannapolis Middle,State Of North Carolina,M,Biology,,21.0,18
2014,132330,Kannapolis City Schools,Kannapolis Middle,State Of North Carolina,M,English II,,19.0,18
2014,132330,Kannapolis City Schools,Kannapolis Middle,State Of North Carolina,M,Math I,27.0,20.0,20
2014,13A000,Charter and Non-District Affiliated Schools,Carolina International School,State Of North Carolina,A,Biology,10.0,,18
2014,13A000,Charter and Non-District Affiliated Schools,Carolina International School,State Of North Carolina,A,English II,6.0,,18
2014,13A000,Charter and Non-District Affiliated Schools,Carolina International School,State Of North Carolina,A,Math I,20.0,,20
2014,140305,Caldwell County Schools,Caldwell Career Cen Mid. Coll.,State Of North Carolina,H,Biology,12.0,18.0,18
2014,140305,Caldwell County Schools,Caldwell Career Cen Mid. Coll.,State Of North Carolina,H,English II,11.0,17.0,18
2014,140305,Caldwell County Schools,Caldwell Career Cen Mid. Coll.,State Of North Carolina,H,Math I,15.0,20.0,20
2014,140306,Caldwell County Schools,Gateway School,State Of North Carolina,T,Biology,,18.0,18
2014,140306,Caldwell County Schools,Gateway School,State Of North Carolina,T,English II,6.0,17.0,18
2014,140306,Caldwell County Schools,Gateway School,State Of North Carolina,T,Math I,5.0,20.0,20
2014,140308,Caldwell County Schools,Collettsville School,State Of North Carolina,I,Biology,,18.0,18
2014,140308,Caldwell County Schools,Collettsville School,State Of North Carolina,I,English II,,17.0,18
2014,140308,Caldwell County Schools,Collettsville School,State Of North Carolina,I,Math I,24.0,20.0,20
2014,140309,Caldwell County Schools,Caldwell Early College,State Of North Carolina,H,Biology,20.0,18.0,18
2014,140309,Caldwell County Schools,Caldwell Early College,State Of North Carolina,H,English II,21.0,17.0,18
2014,140309,Caldwell County Schools,Caldwell Early College,State Of North Carolina,H,Math I,18.0,20.0,20
2014,140332,Caldwell County Schools,Gamewell Middle,State Of North Carolina,M,Biology,,18.0,18
2014,140332,Caldwell County Schools,Gamewell Middle,State Of North Carolina,M,English II,,17.0,18
2014,140332,Caldwell County Schools,Gamewell Middle,State Of North Carolina,M,Math I,30.0,20.0,20
2014,140336,Caldwell County Schools,Granite Falls Middle,State Of North Carolina,M,Biology,,18.0,18
2014,140336,Caldwell County Schools,Granite Falls Middle,State Of North Carolina,M,English II,,17.0,18
2014,140336,Caldwell County Schools,Granite Falls Middle,State Of North Carolina,M,Math I,28.0,20.0,20
2014,140344,Caldwell County Schools,Happy Valley Elementary,State Of North Carolina,I,Biology,,18.0,18
2014,140344,Caldwell County Schools,Happy Valley Elementary,State Of North Carolina,I,English II,,17.0,18
2014,140344,Caldwell County Schools,Happy Valley Elementary,State Of North Carolina,I,Math I,17.0,20.0,20
2014,140348,Caldwell County Schools,Hibriten High,State Of North Carolina,H,Biology,18.0,18.0,18
2014,140348,Caldwell County Schools,Hibriten High,State Of North Carolina,H,English II,19.0,17.0,18
2014,140348,Caldwell County Schools,Hibriten High,State Of North Carolina,H,Math I,16.0,20.0,20
2014,140356,Caldwell County Schools,Hudson Middle,State Of North Carolina,M,Biology,,18.0,18
2014,140356,Caldwell County Schools,Hudson Middle,State Of North Carolina,M,English II,,17.0,18
2014,140356,Caldwell County Schools,Hudson Middle,State Of North Carolina,M,Math I,31.0,20.0,20
2014,140368,Caldwell County Schools,William Lenoir Middle,State Of North Carolina,M,Biology,,18.0,18
2014,140368,Caldwell County Schools,William Lenoir Middle,State Of North Carolina,M,English II,,17.0,18
2014,140368,Caldwell County Schools,William Lenoir Middle,State Of North Carolina,M,Math I,27.0,20.0,20
2014,140386,Caldwell County Schools,South Caldwell High,State Of North Carolina,H,Biology,20.0,18.0,18
2014,140386,Caldwell County Schools,South Caldwell High,State Of North Carolina,H,English II,22.0,17.0,18
2014,140386,Caldwell County Schools,South Caldwell High,State Of North Carolina,H,Math I,17.0,20.0,20
2014,140390,Caldwell County Schools,West Caldwell High,State Of North Carolina,H,Biology,20.0,18.0,18
2014,140390,Caldwell County Schools,West Caldwell High,State Of North Carolina,H,English II,23.0,17.0,18
2014,140390,Caldwell County Schools,West Caldwell High,State Of North Carolina,H,Math I,19.0,20.0,20
2014,150304,Camden County Schools,Camden County High,State Of North Carolina,H,Biology,16.0,19.0,18
2014,150304,Camden County Schools,Camden County High,State Of North Carolina,H,English II,20.0,20.0,18
2014,150304,Camden County Schools,Camden County High,State Of North Carolina,H,Math I,21.0,16.0,20
2014,150312,Camden County Schools,Camden Middle,State Of North Carolina,M,Biology,,19.0,18
2014,150312,Camden County Schools,Camden Middle,State Of North Carolina,M,English II,,20.0,18
2014,150312,Camden County Schools,Camden Middle,State Of North Carolina,M,Math I,12.0,16.0,20
2014,150700,Camden County Schools,CamTech High,State Of North Carolina,H,Biology,23.0,19.0,18
2014,150700,Camden County Schools,CamTech High,State Of North Carolina,H,English II,21.0,20.0,18
2014,150700,Camden County Schools,CamTech High,State Of North Carolina,H,Math I,14.0,16.0,20
2014,160304,Carteret County Public Schools,Atlantic Elementary,State Of North Carolina,I,Biology,,18.0,18
2014,160304,Carteret County Public Schools,Atlantic Elementary,State Of North Carolina,I,English II,,18.0,18
2014,160304,Carteret County Public Schools,Atlantic Elementary,State Of North Carolina,I,Math I,5.0,19.0,20
2014,160310,Carteret County Public Schools,Beaufort Middle,State Of North Carolina,M,Biology,,18.0,18
2014,160310,Carteret County Public Schools,Beaufort Middle,State Of North Carolina,M,English II,,18.0,18
2014,160310,Carteret County Public Schools,Beaufort Middle,State Of North Carolina,M,Math I,29.0,19.0,20
2014,160311,Carteret County Public Schools,Broad Creek Middle,State Of North Carolina,M,Biology,,18.0,18
2014,160311,Carteret County Public Schools,Broad Creek Middle,State Of North Carolina,M,English II,,18.0,18
2014,160311,Carteret County Public Schools,Broad Creek Middle,State Of North Carolina,M,Math I,28.0,19.0,20
2014,160313,Carteret County Public Schools,East Carteret High,State Of North Carolina,T,Biology,17.0,18.0,18
2014,160313,Carteret County Public Schools,East Carteret High,State Of North Carolina,T,English II,18.0,18.0,18
2014,160313,Carteret County Public Schools,East Carteret High,State Of North Carolina,T,Math I,19.0,19.0,20
2014,160314,Carteret County Public Schools,Croatan High,State Of North Carolina,H,Biology,19.0,18.0,18
2014,160314,Carteret County Public Schools,Croatan High,State Of North Carolina,H,English II,17.0,18.0,18
2014,160314,Carteret County Public Schools,Croatan High,State Of North Carolina,H,Math I,21.0,19.0,20
2014,160316,Carteret County Public Schools,Harkers Island Elementary,State Of North Carolina,I,Biology,,18.0,18
2014,160316,Carteret County Public Schools,Harkers Island Elementary,State Of North Carolina,I,English II,,18.0,18
2014,160316,Carteret County Public Schools,Harkers Island Elementary,State Of North Carolina,I,Math I,11.0,19.0,20
2014,160318,Carteret County Public Schools,Morehead City Middle,State Of North Carolina,M,Biology,,18.0,18
2014,160318,Carteret County Public Schools,Morehead City Middle,State Of North Carolina,M,English II,,18.0,18
2014,160318,Carteret County Public Schools,Morehead City Middle,State Of North Carolina,M,Math I,24.0,19.0,20
2014,160326,Carteret County Public Schools,Newport Middle,State Of North Carolina,M,Biology,,18.0,18
2014,160326,Carteret County Public Schools,Newport Middle,State Of North Carolina,M,English II,,18.0,18
2014,160326,Carteret County Public Schools,Newport Middle,State Of North Carolina,M,Math I,22.0,19.0,20
2014,160332,Carteret County Public Schools,Down East Middle and Smyrna Elementary,State Of North Carolina,I,Biology,,18.0,18
2014,160332,Carteret County Public Schools,Down East Middle and Smyrna Elementary,State Of North Carolina,I,English II,,18.0,18
2014,160332,Carteret County Public Schools,Down East Middle and Smyrna Elementary,State Of North Carolina,I,Math I,13.0,19.0,20
2014,160344,Carteret County Public Schools,West Carteret High,State Of North Carolina,H,Biology,18.0,18.0,18
2014,160344,Carteret County Public Schools,West Carteret High,State Of North Carolina,H,English II,19.0,18.0,18
2014,160344,Carteret County Public Schools,West Carteret High,State Of North Carolina,H,Math I,19.0,19.0,20
2014,16A000,Charter and Non-District Affiliated Schools,Coastal Academy for Technology and Scien,State Of North Carolina,H,Biology,7.0,,18
2014,16A000,Charter and Non-District Affiliated Schools,Coastal Academy for Technology and Scien,State Of North Carolina,H,English II,6.0,,18
2014,16A000,Charter and Non-District Affiliated Schools,Coastal Academy for Technology and Scien,State Of North Carolina,H,Math I,,,20
2014,170316,Caswell County Schools,Bartlett Yancey High,State Of North Carolina,H,Biology,22.0,22.0,18
2014,170316,Caswell County Schools,Bartlett Yancey High,State Of North Carolina,H,English II,18.0,18.0,18
2014,170316,Caswell County Schools,Bartlett Yancey High,State Of North Carolina,H,Math I,19.0,22.0,20
2014,170338,Caswell County Schools,N L Dillard Middle,State Of North Carolina,M,Biology,,22.0,18
2014,170338,Caswell County Schools,N L Dillard Middle,State Of North Carolina,M,English II,,18.0,18
2014,170338,Caswell County Schools,N L Dillard Middle,State Of North Carolina,M,Math I,25.0,22.0,20
2014,180302,Catawba County Schools,Harry M Arndt Middle,State Of North Carolina,M,Biology,,21.0,18
2014,180302,Catawba County Schools,Harry M Arndt Middle,State Of North Carolina,M,English II,,20.0,18
2014,180302,Catawba County Schools,Harry M Arndt Middle,State Of North Carolina,M,Math I,27.0,24.0,20
2014,180308,Catawba County Schools,Bandys High,State Of North Carolina,H,Biology,24.0,21.0,18
2014,180308,Catawba County Schools,Bandys High,State Of North Carolina,H,English II,24.0,20.0,18
2014,180308,Catawba County Schools,Bandys High,State Of North Carolina,H,Math I,27.0,24.0,20
2014,180320,Catawba County Schools,Bunker Hill High,State Of North Carolina,H,Biology,23.0,21.0,18
2014,180320,Catawba County Schools,Bunker Hill High,State Of North Carolina,H,English II,23.0,20.0,18
2014,180320,Catawba County Schools,Bunker Hill High,State Of North Carolina,H,Math I,21.0,24.0,20
2014,180323,Catawba County Schools,Catawba Rosenwald Education Center,State Of North Carolina,T,Biology,,21.0,18
2014,180323,Catawba County Schools,Catawba Rosenwald Education Center,State Of North Carolina,T,English II,7.0,20.0,18
2014,180323,Catawba County Schools,Catawba Rosenwald Education Center,State Of North Carolina,T,Math I,6.0,24.0,20
2014,180325,Catawba County Schools,Challenger Early College High,State Of North Carolina,H,Biology,13.0,21.0,18
2014,180325,Catawba County Schools,Challenger Early College High,State Of North Carolina,H,English II,15.0,20.0,18
2014,180325,Catawba County Schools,Challenger Early College High,State Of North Carolina,H,Math I,16.0,24.0,20
2014,180340,Catawba County Schools,Fred T Foard High,State Of North Carolina,H,Biology,24.0,21.0,18
2014,180340,Catawba County Schools,Fred T Foard High,State Of North Carolina,H,English II,25.0,20.0,18
2014,180340,Catawba County Schools,Fred T Foard High,State Of North Carolina,H,Math I,23.0,24.0,20
2014,180342,Catawba County Schools,Jacobs Fork Middle,State Of North Carolina,M,Biology,,21.0,18
2014,180342,Catawba County Schools,Jacobs Fork Middle,State Of North Carolina,M,English II,,20.0,18
2014,180342,Catawba County Schools,Jacobs Fork Middle,State Of North Carolina,M,Math I,29.0,24.0,20
2014,180346,Catawba County Schools,Maiden Middle School,State Of North Carolina,M,Biology,,21.0,18
2014,180346,Catawba County Schools,Maiden Middle School,State Of North Carolina,M,English II,,20.0,18
2014,180346,Catawba County Schools,Maiden Middle School,State Of North Carolina,M,Math I,31.0,24.0,20
2014,180348,Catawba County Schools,Maiden High,State Of North Carolina,H,Biology,22.0,21.0,18
2014,180348,Catawba County Schools,Maiden High,State Of North Carolina,H,English II,23.0,20.0,18
2014,180348,Catawba County Schools,Maiden High,State Of North Carolina,H,Math I,24.0,24.0,20
2014,180352,Catawba County Schools,Mill Creek Middle,State Of North Carolina,M,Biology,,21.0,18
2014,180352,Catawba County Schools,Mill Creek Middle,State Of North Carolina,M,English II,,20.0,18
2014,180352,Catawba County Schools,Mill Creek Middle,State Of North Carolina,M,Math I,31.0,24.0,20
2014,180364,Catawba County Schools,River Bend Middle,State Of North Carolina,M,Biology,,21.0,18
2014,180364,Catawba County Schools,River Bend Middle,State Of North Carolina,M,English II,,20.0,18
2014,180364,Catawba County Schools,River Bend Middle,State Of North Carolina,M,Math I,28.0,24.0,20
2014,180376,Catawba County Schools,Saint Stephens High,State Of North Carolina,H,Biology,22.0,21.0,18
2014,180376,Catawba County Schools,Saint Stephens High,State Of North Carolina,H,English II,22.0,20.0,18
2014,180376,Catawba County Schools,Saint Stephens High,State Of North Carolina,H,Math I,24.0,24.0,20
2014,181312,Hickory City Schools,Northview Middle,State Of North Carolina,M,Biology,,15.0,18
2014,181312,Hickory City Schools,Northview Middle,State Of North Carolina,M,English II,,20.0,18
2014,181312,Hickory City Schools,Northview Middle,State Of North Carolina,M,Math I,36.0,22.0,20
2014,181316,Hickory City Schools,Grandview Middle,State Of North Carolina,M,Biology,,15.0,18
2014,181316,Hickory City Schools,Grandview Middle,State Of North Carolina,M,English II,,20.0,18
2014,181316,Hickory City Schools,Grandview Middle,State Of North Carolina,M,Math I,20.0,22.0,20
2014,181318,Hickory City Schools,Hickory Career Arts Magnet High School,State Of North Carolina,T,Biology,10.0,15.0,18
2014,181318,Hickory City Schools,Hickory Career Arts Magnet High School,State Of North Carolina,T,English II,16.0,20.0,18
2014,181318,Hickory City Schools,Hickory Career Arts Magnet High School,State Of North Carolina,T,Math I,16.0,22.0,20
2014,181322,Hickory City Schools,Hickory High,State Of North Carolina,H,Biology,19.0,15.0,18
2014,181322,Hickory City Schools,Hickory High,State Of North Carolina,H,English II,23.0,20.0,18
2014,181322,Hickory City Schools,Hickory High,State Of North Carolina,H,Math I,19.0,22.0,20
2014,182316,Newton Conover City Schools,Newton-Conover High,State Of North Carolina,H,Biology,21.0,18.0,18
2014,182316,Newton Conover City Schools,Newton-Conover High,State Of North Carolina,H,English II,26.0,20.0,18
2014,182316,Newton Conover City Schools,Newton-Conover High,State Of North Carolina,H,Math I,22.0,26.0,20
2014,182321,Newton Conover City Schools,Newton-Conover Middle,State Of North Carolina,M,Biology,,18.0,18
2014,182321,Newton Conover City Schools,Newton-Conover Middle,State Of North Carolina,M,English II,,20.0,18
2014,182321,Newton Conover City Schools,Newton-Conover Middle,State Of North Carolina,M,Math I,35.0,26.0,20
2014,182700,Newton Conover City Schools,Discovery High School,State Of North Carolina,H,Biology,14.0,18.0,18
2014,182700,Newton Conover City Schools,Discovery High School,State Of North Carolina,H,English II,12.0,20.0,18
2014,182700,Newton Conover City Schools,Discovery High School,State Of North Carolina,H,Math I,23.0,26.0,20
2014,190308,Chatham County Schools,Bonlee School,State Of North Carolina,I,Biology,,17.0,18
2014,190308,Chatham County Schools,Bonlee School,State Of North Carolina,I,English II,,19.0,18
2014,190308,Chatham County Schools,Bonlee School,State Of North Carolina,I,Math I,5.0,17.0,20
2014,190310,Chatham County Schools,SAGE Academy,State Of North Carolina,H,Biology,8.0,17.0,18
2014,190310,Chatham County Schools,SAGE Academy,State Of North Carolina,H,English II,9.0,19.0,18
2014,190310,Chatham County Schools,SAGE Academy,State Of North Carolina,H,Math I,9.0,17.0,20
2014,190312,Chatham County Schools,Chatham Middle,State Of North Carolina,M,Biology,,17.0,18
2014,190312,Chatham County Schools,Chatham Middle,State Of North Carolina,M,English II,,19.0,18
2014,190312,Chatham County Schools,Chatham Middle,State Of North Carolina,M,Math I,15.0,17.0,20
2014,190316,Chatham County Schools,Chatham Central High,State Of North Carolina,H,Biology,15.0,17.0,18
2014,190316,Chatham County Schools,Chatham Central High,State Of North Carolina,H,English II,25.0,19.0,18
2014,190316,Chatham County Schools,Chatham Central High,State Of North Carolina,H,Math I,21.0,17.0,20
2014,190328,Chatham County Schools,Horton Middle,State Of North Carolina,M,Biology,,17.0,18
2014,190328,Chatham County Schools,Horton Middle,State Of North Carolina,M,English II,,19.0,18
2014,190328,Chatham County Schools,Horton Middle,State Of North Carolina,M,Math I,25.0,17.0,20
2014,190332,Chatham County Schools,J S Waters School,State Of North Carolina,I,Biology,,17.0,18
2014,190332,Chatham County Schools,J S Waters School,State Of North Carolina,I,English II,,19.0,18
2014,190332,Chatham County Schools,J S Waters School,State Of North Carolina,I,Math I,20.0,17.0,20
2014,190336,Chatham County Schools,Jordan Matthews High,State Of North Carolina,H,Biology,19.0,17.0,18
2014,190336,Chatham County Schools,Jordan Matthews High,State Of North Carolina,H,English II,20.0,19.0,18
2014,190336,Chatham County Schools,Jordan Matthews High,State Of North Carolina,H,Math I,16.0,17.0,20
2014,190339,Chatham County Schools,Margaret B. Pollard Middle,State Of North Carolina,M,Biology,,17.0,18
2014,190339,Chatham County Schools,Margaret B. Pollard Middle,State Of North Carolina,M,English II,,19.0,18
2014,190339,Chatham County Schools,Margaret B. Pollard Middle,State Of North Carolina,M,Math I,25.0,17.0,20
2014,190340,Chatham County Schools,Moncure School,State Of North Carolina,I,Biology,,17.0,18
2014,190340,Chatham County Schools,Moncure School,State Of North Carolina,I,English II,,19.0,18
2014,190340,Chatham County Schools,Moncure School,State Of North Carolina,I,Math I,13.0,17.0,20
2014,190342,Chatham County Schools,Northwood High,State Of North Carolina,H,Biology,23.0,17.0,18
2014,190342,Chatham County Schools,Northwood High,State Of North Carolina,H,English II,21.0,19.0,18
2014,190342,Chatham County Schools,Northwood High,State Of North Carolina,H,Math I,19.0,17.0,20
2014,190352,Chatham County Schools,Silk Hope School,State Of North Carolina,I,Biology,,17.0,18
2014,190352,Chatham County Schools,Silk Hope School,State Of North Carolina,I,English II,,19.0,18
2014,190352,Chatham County Schools,Silk Hope School,State Of North Carolina,I,Math I,19.0,17.0,20
2014,19A000,Charter and Non-District Affiliated Schools,Chatham Charter,State Of North Carolina,A,Biology,11.0,,18
2014,19A000,Charter and Non-District Affiliated Schools,Chatham Charter,State Of North Carolina,A,English II,7.0,,18
2014,19A000,Charter and Non-District Affiliated Schools,Chatham Charter,State Of North Carolina,A,Math I,9.0,,20
2014,19B000,Charter and Non-District Affiliated Schools,Woods Charter,State Of North Carolina,A,Biology,13.0,,18
2014,19B000,Charter and Non-District Affiliated Schools,Woods Charter,State Of North Carolina,A,English II,12.0,,18
2014,19B000,Charter and Non-District Affiliated Schools,Woods Charter,State Of North Carolina,A,Math I,11.0,,20
2014,200308,Cherokee County Schools,Andrews High,State Of North Carolina,H,Biology,22.0,13.0,18
2014,200308,Cherokee County Schools,Andrews High,State Of North Carolina,H,English II,19.0,15.0,18
2014,200308,Cherokee County Schools,Andrews High,State Of North Carolina,H,Math I,25.0,18.0,20
2014,200310,Cherokee County Schools,Andrews Middle,State Of North Carolina,M,Biology,,13.0,18
2014,200310,Cherokee County Schools,Andrews Middle,State Of North Carolina,M,English II,,15.0,18
2014,200310,Cherokee County Schools,Andrews Middle,State Of North Carolina,M,Math I,25.0,18.0,20
