year,unit_code,Lea_Name,School_Name,State_Name,category_cd,Part_Targets,percent_met,targets_met,targets_assigned
2014,290322,Davidson County Schools,E Lawson Brown Middle,State Of North Carolina,M,Total Targets,0.824,28,34
2014,290324,Davidson County Schools,East Davidson High,State Of North Carolina,H,ACT WorkKeys,1.0,6,6
2014,290324,Davidson County Schools,East Davidson High,State Of North Carolina,H,Current Year EOC,1.0,6,6
2014,290324,Davidson County Schools,East Davidson High,State Of North Carolina,H,Mathematics Grade 10,0.429,3,7
2014,290324,Davidson County Schools,East Davidson High,State Of North Carolina,H,Reading Grade 10,0.875,7,8
2014,290324,Davidson County Schools,East Davidson High,State Of North Carolina,H,Science Grade 11,0.833,5,6
2014,290324,Davidson County Schools,East Davidson High,State Of North Carolina,H,The ACT,0.667,4,6
2014,290324,Davidson County Schools,East Davidson High,State Of North Carolina,H,Total Targets,0.822,37,45
2014,290328,Davidson County Schools,Fair Grove Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,8,8
2014,290328,Davidson County Schools,Fair Grove Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.75,6,8
2014,290328,Davidson County Schools,Fair Grove Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,6,6
2014,290328,Davidson County Schools,Fair Grove Elementary,State Of North Carolina,E,Total Targets,0.913,21,23
2014,290330,Davidson County Schools,Friedberg Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,6,6
2014,290330,Davidson County Schools,Friedberg Elementary,State Of North Carolina,E,Reading Grades 3 through 8,1.0,6,6
2014,290330,Davidson County Schools,Friedberg Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,4,4
2014,290330,Davidson County Schools,Friedberg Elementary,State Of North Carolina,E,Total Targets,1.0,17,17
2014,290332,Davidson County Schools,Hasty Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,10,10
2014,290332,Davidson County Schools,Hasty Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.6,6,10
2014,290332,Davidson County Schools,Hasty Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,6,6
2014,290332,Davidson County Schools,Hasty Elementary,State Of North Carolina,E,Total Targets,0.852,23,27
2014,290333,Davidson County Schools,Friendship Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,6,6
2014,290333,Davidson County Schools,Friendship Elementary,State Of North Carolina,E,Reading Grades 3 through 8,1.0,6,6
2014,290333,Davidson County Schools,Friendship Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,5,5
2014,290333,Davidson County Schools,Friendship Elementary,State Of North Carolina,E,Total Targets,1.0,18,18
2014,290334,Davidson County Schools,Ledford Middle,State Of North Carolina,M,Current Year EOC,1.0,4,4
2014,290334,Davidson County Schools,Ledford Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.714,10,14
2014,290334,Davidson County Schools,Ledford Middle,State Of North Carolina,M,Reading Grades 3 through 8,1.0,14,14
2014,290334,Davidson County Schools,Ledford Middle,State Of North Carolina,M,Science Grades 5 and 8,1.0,10,10
2014,290334,Davidson County Schools,Ledford Middle,State Of North Carolina,M,Total Targets,0.907,39,43
2014,290336,Davidson County Schools,Ledford Senior High,State Of North Carolina,H,ACT WorkKeys,1.0,6,6
2014,290336,Davidson County Schools,Ledford Senior High,State Of North Carolina,H,Current Year EOC,1.0,7,7
2014,290336,Davidson County Schools,Ledford Senior High,State Of North Carolina,H,Mathematics Grade 10,0.9,9,10
2014,290336,Davidson County Schools,Ledford Senior High,State Of North Carolina,H,Reading Grade 10,1.0,10,10
2014,290336,Davidson County Schools,Ledford Senior High,State Of North Carolina,H,Science Grade 11,1.0,8,8
2014,290336,Davidson County Schools,Ledford Senior High,State Of North Carolina,H,The ACT,0.875,7,8
2014,290336,Davidson County Schools,Ledford Senior High,State Of North Carolina,H,Total Targets,0.964,53,55
2014,290344,Davidson County Schools,"Midway Elementary, Lexington",State Of North Carolina,E,Mathematics Grades 3 through 8,0.857,6,7
2014,290344,Davidson County Schools,"Midway Elementary, Lexington",State Of North Carolina,E,Reading Grades 3 through 8,0.857,6,7
2014,290344,Davidson County Schools,"Midway Elementary, Lexington",State Of North Carolina,E,Science Grades 5 and 8,1.0,6,6
2014,290344,Davidson County Schools,"Midway Elementary, Lexington",State Of North Carolina,E,Total Targets,0.905,19,21
2014,290348,Davidson County Schools,North Davidson High,State Of North Carolina,H,ACT WorkKeys,1.0,6,6
2014,290348,Davidson County Schools,North Davidson High,State Of North Carolina,H,Current Year EOC,0.857,6,7
2014,290348,Davidson County Schools,North Davidson High,State Of North Carolina,H,Mathematics Grade 10,1.0,10,10
2014,290348,Davidson County Schools,North Davidson High,State Of North Carolina,H,Reading Grade 10,0.778,7,9
2014,290348,Davidson County Schools,North Davidson High,State Of North Carolina,H,Science Grade 11,0.75,6,8
2014,290348,Davidson County Schools,North Davidson High,State Of North Carolina,H,The ACT,1.0,8,8
2014,290348,Davidson County Schools,North Davidson High,State Of North Carolina,H,Total Targets,0.895,51,57
2014,290350,Davidson County Schools,North Davidson Middle,State Of North Carolina,M,Current Year EOC,1.0,3,3
2014,290350,Davidson County Schools,North Davidson Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.75,9,12
2014,290350,Davidson County Schools,North Davidson Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.917,11,12
2014,290350,Davidson County Schools,North Davidson Middle,State Of North Carolina,M,Science Grades 5 and 8,1.0,6,6
2014,290350,Davidson County Schools,North Davidson Middle,State Of North Carolina,M,Total Targets,0.882,30,34
2014,290351,Davidson County Schools,Oak Grove Middle,State Of North Carolina,M,Current Year EOC,0.667,2,3
2014,290351,Davidson County Schools,Oak Grove Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.917,11,12
2014,290351,Davidson County Schools,Oak Grove Middle,State Of North Carolina,M,Reading Grades 3 through 8,1.0,12,12
2014,290351,Davidson County Schools,Oak Grove Middle,State Of North Carolina,M,Science Grades 5 and 8,1.0,6,6
2014,290351,Davidson County Schools,Oak Grove Middle,State Of North Carolina,M,Total Targets,0.941,32,34
2014,290352,Davidson County Schools,"Pilot Elementary, Thomasville",State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,7,7
2014,290352,Davidson County Schools,"Pilot Elementary, Thomasville",State Of North Carolina,E,Reading Grades 3 through 8,0.571,4,7
2014,290352,Davidson County Schools,"Pilot Elementary, Thomasville",State Of North Carolina,E,Science Grades 5 and 8,0.833,5,6
2014,290352,Davidson County Schools,"Pilot Elementary, Thomasville",State Of North Carolina,E,Total Targets,0.81,17,21
2014,290356,Davidson County Schools,Reeds Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,6,6
2014,290356,Davidson County Schools,Reeds Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.833,5,6
2014,290356,Davidson County Schools,Reeds Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.8,4,5
2014,290356,Davidson County Schools,Reeds Elementary,State Of North Carolina,E,Total Targets,0.889,16,18
2014,290364,Davidson County Schools,Silver Valley Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.75,6,8
2014,290364,Davidson County Schools,Silver Valley Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.5,4,8
2014,290364,Davidson County Schools,Silver Valley Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.8,4,5
2014,290364,Davidson County Schools,Silver Valley Elementary,State Of North Carolina,E,Total Targets,0.682,15,22
2014,290365,Davidson County Schools,South Davidson High,State Of North Carolina,H,ACT WorkKeys,0.833,5,6
2014,290365,Davidson County Schools,South Davidson High,State Of North Carolina,H,Current Year EOC,1.0,4,4
2014,290365,Davidson County Schools,South Davidson High,State Of North Carolina,H,Mathematics Grade 10,0.667,4,6
2014,290365,Davidson County Schools,South Davidson High,State Of North Carolina,H,Reading Grade 10,0.667,4,6
2014,290365,Davidson County Schools,South Davidson High,State Of North Carolina,H,Science Grade 11,0.5,3,6
2014,290365,Davidson County Schools,South Davidson High,State Of North Carolina,H,The ACT,0.667,4,6
2014,290365,Davidson County Schools,South Davidson High,State Of North Carolina,H,Total Targets,0.75,30,40
2014,290366,Davidson County Schools,"Southwood Elementary, Lexington",State Of North Carolina,E,Mathematics Grades 3 through 8,0.6,6,10
2014,290366,Davidson County Schools,"Southwood Elementary, Lexington",State Of North Carolina,E,Reading Grades 3 through 8,0.6,6,10
2014,290366,Davidson County Schools,"Southwood Elementary, Lexington",State Of North Carolina,E,Science Grades 5 and 8,0.5,3,6
2014,290366,Davidson County Schools,"Southwood Elementary, Lexington",State Of North Carolina,E,Total Targets,0.593,16,27
2014,290367,Davidson County Schools,South Davidson Middle,State Of North Carolina,M,Current Year EOC,1.0,2,2
2014,290367,Davidson County Schools,South Davidson Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.6,6,10
2014,290367,Davidson County Schools,South Davidson Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.8,8,10
2014,290367,Davidson County Schools,South Davidson Middle,State Of North Carolina,M,Science Grades 5 and 8,0.857,6,7
2014,290367,Davidson County Schools,South Davidson Middle,State Of North Carolina,M,Total Targets,0.767,23,30
2014,290375,Davidson County Schools,Tyro Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.833,5,6
2014,290375,Davidson County Schools,Tyro Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.833,5,6
2014,290375,Davidson County Schools,Tyro Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,6,6
2014,290375,Davidson County Schools,Tyro Elementary,State Of North Carolina,E,Total Targets,0.895,17,19
2014,290376,Davidson County Schools,Tyro Middle,State Of North Carolina,M,Current Year EOC,1.0,3,3
2014,290376,Davidson County Schools,Tyro Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.583,7,12
2014,290376,Davidson County Schools,Tyro Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.667,8,12
2014,290376,Davidson County Schools,Tyro Middle,State Of North Carolina,M,Science Grades 5 and 8,1.0,8,8
2014,290376,Davidson County Schools,Tyro Middle,State Of North Carolina,M,Total Targets,0.75,27,36
2014,290380,Davidson County Schools,Wallburg Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,11,11
2014,290380,Davidson County Schools,Wallburg Elementary,State Of North Carolina,E,Reading Grades 3 through 8,1.0,11,11
2014,290380,Davidson County Schools,Wallburg Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,6,6
2014,290380,Davidson County Schools,Wallburg Elementary,State Of North Carolina,E,Total Targets,1.0,29,29
2014,290384,Davidson County Schools,Welcome Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.857,6,7
2014,290384,Davidson County Schools,Welcome Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.714,5,7
2014,290384,Davidson County Schools,Welcome Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.833,5,6
2014,290384,Davidson County Schools,Welcome Elementary,State Of North Carolina,E,Total Targets,0.81,17,21
2014,290388,Davidson County Schools,West Davidson High,State Of North Carolina,H,ACT WorkKeys,0.5,3,6
2014,290388,Davidson County Schools,West Davidson High,State Of North Carolina,H,Current Year EOC,0.6,3,5
2014,290388,Davidson County Schools,West Davidson High,State Of North Carolina,H,Mathematics Grade 10,0.667,4,6
2014,290388,Davidson County Schools,West Davidson High,State Of North Carolina,H,Reading Grade 10,0.667,4,6
2014,290388,Davidson County Schools,West Davidson High,State Of North Carolina,H,Science Grade 11,0.833,5,6
2014,290388,Davidson County Schools,West Davidson High,State Of North Carolina,H,The ACT,0.833,5,6
2014,290388,Davidson County Schools,West Davidson High,State Of North Carolina,H,Total Targets,0.707,29,41
2014,290389,Davidson County Schools,Yadkin Valley Regional Career Academy,State Of North Carolina,H,Current Year EOC,1.0,3,3
2014,290389,Davidson County Schools,Yadkin Valley Regional Career Academy,State Of North Carolina,H,Mathematics Grade 10,1.0,2,2
2014,290389,Davidson County Schools,Yadkin Valley Regional Career Academy,State Of North Carolina,H,Reading Grade 10,1.0,2,2
2014,290389,Davidson County Schools,Yadkin Valley Regional Career Academy,State Of North Carolina,H,Total Targets,1.0,8,8
2014,291308,Lexington City Schools,Charles England Elementary School,State Of North Carolina,E,Mathematics Grades 3 through 8,0.813,13,16
2014,291308,Lexington City Schools,Charles England Elementary School,State Of North Carolina,E,Reading Grades 3 through 8,0.75,12,16
2014,291308,Lexington City Schools,Charles England Elementary School,State Of North Carolina,E,Science Grades 5 and 8,0.5,4,8
2014,291308,Lexington City Schools,Charles England Elementary School,State Of North Carolina,E,Total Targets,0.732,30,41
2014,291332,Lexington City Schools,Lexington Middle School,State Of North Carolina,M,Current Year EOC,1.0,1,1
2014,291332,Lexington City Schools,Lexington Middle School,State Of North Carolina,M,Mathematics Grades 3 through 8,0.55,11,20
2014,291332,Lexington City Schools,Lexington Middle School,State Of North Carolina,M,Reading Grades 3 through 8,0.55,11,20
2014,291332,Lexington City Schools,Lexington Middle School,State Of North Carolina,M,Science Grades 5 and 8,0.929,13,14
2014,291332,Lexington City Schools,Lexington Middle School,State Of North Carolina,M,Total Targets,0.661,37,56
2014,291336,Lexington City Schools,Lexington Senior High,State Of North Carolina,H,ACT WorkKeys,0.667,4,6
2014,291336,Lexington City Schools,Lexington Senior High,State Of North Carolina,H,Current Year EOC,0.875,7,8
2014,291336,Lexington City Schools,Lexington Senior High,State Of North Carolina,H,Mathematics Grade 10,0.417,5,12
2014,291336,Lexington City Schools,Lexington Senior High,State Of North Carolina,H,Reading Grade 10,0.583,7,12
2014,291336,Lexington City Schools,Lexington Senior High,State Of North Carolina,H,Science Grade 11,0.833,10,12
2014,291336,Lexington City Schools,Lexington Senior High,State Of North Carolina,H,The ACT,0.417,5,12
2014,291336,Lexington City Schools,Lexington Senior High,State Of North Carolina,H,Total Targets,0.676,50,74
2014,291340,Lexington City Schools,Pickett Elementary School,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,14,14
2014,291340,Lexington City Schools,Pickett Elementary School,State Of North Carolina,E,Reading Grades 3 through 8,0.857,12,14
2014,291340,Lexington City Schools,Pickett Elementary School,State Of North Carolina,E,Science Grades 5 and 8,1.0,4,4
2014,291340,Lexington City Schools,Pickett Elementary School,State Of North Carolina,E,Total Targets,0.939,31,33
2014,291352,Lexington City Schools,Southwest Elementary School,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,11,11
2014,291352,Lexington City Schools,Southwest Elementary School,State Of North Carolina,E,Reading Grades 3 through 8,0.909,10,11
2014,291352,Lexington City Schools,Southwest Elementary School,State Of North Carolina,E,Science Grades 5 and 8,1.0,4,4
2014,291352,Lexington City Schools,Southwest Elementary School,State Of North Carolina,E,Total Targets,0.963,26,27
2014,292316,Thomasville City Schools,Liberty Drive Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,13,13
2014,292316,Thomasville City Schools,Liberty Drive Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.615,8,13
2014,292316,Thomasville City Schools,Liberty Drive Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.8,8,10
2014,292316,Thomasville City Schools,Liberty Drive Elementary,State Of North Carolina,E,Total Targets,0.811,30,37
2014,292318,Thomasville City Schools,Thomasville Primary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.833,10,12
2014,292318,Thomasville City Schools,Thomasville Primary,State Of North Carolina,E,Reading Grades 3 through 8,0.583,7,12
2014,292318,Thomasville City Schools,Thomasville Primary,State Of North Carolina,E,Total Targets,0.72,18,25
2014,292320,Thomasville City Schools,Thomasville Middle,State Of North Carolina,M,Current Year EOC,1.0,2,2
2014,292320,Thomasville City Schools,Thomasville Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.563,9,16
2014,292320,Thomasville City Schools,Thomasville Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.5,8,16
2014,292320,Thomasville City Schools,Thomasville Middle,State Of North Carolina,M,Science Grades 5 and 8,1.0,9,9
2014,292320,Thomasville City Schools,Thomasville Middle,State Of North Carolina,M,Total Targets,0.659,29,44
2014,292324,Thomasville City Schools,Thomasville High,State Of North Carolina,H,ACT WorkKeys,0.5,2,4
2014,292324,Thomasville City Schools,Thomasville High,State Of North Carolina,H,Current Year EOC,1.0,6,6
2014,292324,Thomasville City Schools,Thomasville High,State Of North Carolina,H,Mathematics Grade 10,0.5,5,10
2014,292324,Thomasville City Schools,Thomasville High,State Of North Carolina,H,Reading Grade 10,0.5,5,10
2014,292324,Thomasville City Schools,Thomasville High,State Of North Carolina,H,Science Grade 11,0.875,7,8
2014,292324,Thomasville City Schools,Thomasville High,State Of North Carolina,H,The ACT,0.25,2,8
2014,292324,Thomasville City Schools,Thomasville High,State Of North Carolina,H,Total Targets,0.636,35,55
2014,300308,Davie County Schools,Cooleemee Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.6,6,10
2014,300308,Davie County Schools,Cooleemee Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.7,7,10
2014,300308,Davie County Schools,Cooleemee Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.667,4,6
2014,300308,Davie County Schools,Cooleemee Elementary,State Of North Carolina,E,Total Targets,0.667,18,27
2014,300310,Davie County Schools,Cornatzer Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,8,8
2014,300310,Davie County Schools,Cornatzer Elementary,State Of North Carolina,E,Reading Grades 3 through 8,1.0,8,8
2014,300310,Davie County Schools,Cornatzer Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,5,5
2014,300310,Davie County Schools,Cornatzer Elementary,State Of North Carolina,E,Total Targets,1.0,22,22
2014,300312,Davie County Schools,Davie County High,State Of North Carolina,H,ACT WorkKeys,1.0,6,6
2014,300312,Davie County Schools,Davie County High,State Of North Carolina,H,Current Year EOC,1.0,8,8
2014,300312,Davie County Schools,Davie County High,State Of North Carolina,H,Mathematics Grade 10,1.0,12,12
2014,300312,Davie County Schools,Davie County High,State Of North Carolina,H,Reading Grade 10,1.0,12,12
2014,300312,Davie County Schools,Davie County High,State Of North Carolina,H,Science Grade 11,0.917,11,12
2014,300312,Davie County Schools,Davie County High,State Of North Carolina,H,The ACT,0.917,11,12
2014,300312,Davie County Schools,Davie County High,State Of North Carolina,H,Total Targets,0.973,72,74
2014,300314,Davie County Schools,Davie County Early College High,State Of North Carolina,H,Current Year EOC,1.0,2,2
2014,300314,Davie County Schools,Davie County Early College High,State Of North Carolina,H,Mathematics Grade 10,1.0,2,2
2014,300314,Davie County Schools,Davie County Early College High,State Of North Carolina,H,Reading Grade 10,1.0,2,2
2014,300314,Davie County Schools,Davie County Early College High,State Of North Carolina,H,Science Grade 11,0.0,0,2
2014,300314,Davie County Schools,Davie County Early College High,State Of North Carolina,H,The ACT,1.0,4,4
2014,300314,Davie County Schools,Davie County Early College High,State Of North Carolina,H,Total Targets,0.875,14,16
2014,300320,Davie County Schools,Mocksville Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,12,12
2014,300320,Davie County Schools,Mocksville Elementary,State Of North Carolina,E,Reading Grades 3 through 8,1.0,12,12
2014,300320,Davie County Schools,Mocksville Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,6,6
2014,300320,Davie County Schools,Mocksville Elementary,State Of North Carolina,E,Total Targets,1.0,31,31
2014,300325,Davie County Schools,North Davie Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.917,11,12
2014,300325,Davie County Schools,North Davie Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.833,10,12
2014,300325,Davie County Schools,North Davie Middle,State Of North Carolina,M,Science Grades 5 and 8,1.0,8,8
2014,300325,Davie County Schools,North Davie Middle,State Of North Carolina,M,Total Targets,0.909,30,33
2014,300326,Davie County Schools,Pinebrook Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,8,8
2014,300326,Davie County Schools,Pinebrook Elementary,State Of North Carolina,E,Reading Grades 3 through 8,1.0,8,8
2014,300326,Davie County Schools,Pinebrook Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,4,4
2014,300326,Davie County Schools,Pinebrook Elementary,State Of North Carolina,E,Total Targets,1.0,21,21
2014,300328,Davie County Schools,Shady Grove Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,10,10
2014,300328,Davie County Schools,Shady Grove Elementary,State Of North Carolina,E,Reading Grades 3 through 8,1.0,10,10
2014,300328,Davie County Schools,Shady Grove Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,6,6
2014,300328,Davie County Schools,Shady Grove Elementary,State Of North Carolina,E,Total Targets,1.0,27,27
2014,300330,Davie County Schools,South Davie Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.929,13,14
2014,300330,Davie County Schools,South Davie Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.857,12,14
2014,300330,Davie County Schools,South Davie Middle,State Of North Carolina,M,Science Grades 5 and 8,1.0,8,8
2014,300330,Davie County Schools,South Davie Middle,State Of North Carolina,M,Total Targets,0.919,34,37
2014,300336,Davie County Schools,William R Davie Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.833,5,6
2014,300336,Davie County Schools,William R Davie Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.833,5,6
2014,300336,Davie County Schools,William R Davie Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.833,5,6
2014,300336,Davie County Schools,William R Davie Elementary,State Of North Carolina,E,Total Targets,0.842,16,19
2014,300337,Davie County Schools,William Ellis Middle,State Of North Carolina,M,Current Year EOC,1.0,3,3
2014,300337,Davie County Schools,William Ellis Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.917,11,12
2014,300337,Davie County Schools,William Ellis Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.917,11,12
2014,300337,Davie County Schools,William Ellis Middle,State Of North Carolina,M,Science Grades 5 and 8,1.0,6,6
2014,300337,Davie County Schools,William Ellis Middle,State Of North Carolina,M,Total Targets,0.941,32,34
2014,310304,Duplin County Schools,B F Grady Elementary,State Of North Carolina,I,Mathematics Grades 3 through 8,0.625,10,16
2014,310304,Duplin County Schools,B F Grady Elementary,State Of North Carolina,I,Reading Grades 3 through 8,0.625,10,16
2014,310304,Duplin County Schools,B F Grady Elementary,State Of North Carolina,I,Science Grades 5 and 8,0.8,8,10
2014,310304,Duplin County Schools,B F Grady Elementary,State Of North Carolina,I,Total Targets,0.674,29,43
2014,310308,Duplin County Schools,Beulaville Elementary,State Of North Carolina,I,Mathematics Grades 3 through 8,0.563,9,16
2014,310308,Duplin County Schools,Beulaville Elementary,State Of North Carolina,I,Reading Grades 3 through 8,0.563,9,16
2014,310308,Duplin County Schools,Beulaville Elementary,State Of North Carolina,I,Science Grades 5 and 8,0.917,11,12
2014,310308,Duplin County Schools,Beulaville Elementary,State Of North Carolina,I,Total Targets,0.667,30,45
2014,310324,Duplin County Schools,Charity Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.563,9,16
2014,310324,Duplin County Schools,Charity Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.75,12,16
2014,310324,Duplin County Schools,Charity Middle,State Of North Carolina,M,Science Grades 5 and 8,0.9,9,10
2014,310324,Duplin County Schools,Charity Middle,State Of North Carolina,M,Total Targets,0.721,31,43
2014,310330,Duplin County Schools,Chinquapin Elementary,State Of North Carolina,I,Mathematics Grades 3 through 8,0.714,10,14
2014,310330,Duplin County Schools,Chinquapin Elementary,State Of North Carolina,I,Reading Grades 3 through 8,0.857,12,14
2014,310330,Duplin County Schools,Chinquapin Elementary,State Of North Carolina,I,Science Grades 5 and 8,1.0,6,6
2014,310330,Duplin County Schools,Chinquapin Elementary,State Of North Carolina,I,Total Targets,0.829,29,35
2014,310336,Duplin County Schools,Warsaw Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.6,6,10
2014,310336,Duplin County Schools,Warsaw Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.6,6,10
2014,310336,Duplin County Schools,Warsaw Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,5,5
2014,310336,Duplin County Schools,Warsaw Elementary,State Of North Carolina,E,Total Targets,0.692,18,26
2014,310338,Duplin County Schools,Duplin Early College High,State Of North Carolina,H,Current Year EOC,1.0,4,4
2014,310338,Duplin County Schools,Duplin Early College High,State Of North Carolina,H,Mathematics Grade 10,1.0,4,4
2014,310338,Duplin County Schools,Duplin Early College High,State Of North Carolina,H,Reading Grade 10,1.0,4,4
2014,310338,Duplin County Schools,Duplin Early College High,State Of North Carolina,H,Science Grade 11,1.0,2,2
2014,310338,Duplin County Schools,Duplin Early College High,State Of North Carolina,H,The ACT,1.0,2,2
2014,310338,Duplin County Schools,Duplin Early College High,State Of North Carolina,H,Total Targets,1.0,18,18
2014,310340,Duplin County Schools,E E Smith Middle,State Of North Carolina,I,Mathematics Grades 3 through 8,0.5,7,14
2014,310340,Duplin County Schools,E E Smith Middle,State Of North Carolina,I,Reading Grades 3 through 8,0.5,7,14
2014,310340,Duplin County Schools,E E Smith Middle,State Of North Carolina,I,Science Grades 5 and 8,1.0,8,8
2014,310340,Duplin County Schools,E E Smith Middle,State Of North Carolina,I,Total Targets,0.622,23,37
2014,310344,Duplin County Schools,East Duplin High,State Of North Carolina,H,ACT WorkKeys,1.0,6,6
2014,310344,Duplin County Schools,East Duplin High,State Of North Carolina,H,Current Year EOC,1.0,8,8
2014,310344,Duplin County Schools,East Duplin High,State Of North Carolina,H,Mathematics Grade 10,0.545,6,11
2014,310344,Duplin County Schools,East Duplin High,State Of North Carolina,H,Reading Grade 10,0.727,8,11
2014,310344,Duplin County Schools,East Duplin High,State Of North Carolina,H,Science Grade 11,0.545,6,11
2014,310344,Duplin County Schools,East Duplin High,State Of North Carolina,H,The ACT,0.75,9,12
2014,310344,Duplin County Schools,East Duplin High,State Of North Carolina,H,Total Targets,0.768,53,69
2014,310352,Duplin County Schools,James Kenan High,State Of North Carolina,H,ACT WorkKeys,0.25,1,4
2014,310352,Duplin County Schools,James Kenan High,State Of North Carolina,H,Current Year EOC,1.0,8,8
2014,310352,Duplin County Schools,James Kenan High,State Of North Carolina,H,Mathematics Grade 10,0.556,5,9
2014,310352,Duplin County Schools,James Kenan High,State Of North Carolina,H,Reading Grade 10,0.556,5,9
2014,310352,Duplin County Schools,James Kenan High,State Of North Carolina,H,Science Grade 11,0.5,4,8
2014,310352,Duplin County Schools,James Kenan High,State Of North Carolina,H,The ACT,0.75,6,8
2014,310352,Duplin County Schools,James Kenan High,State Of North Carolina,H,Total Targets,0.63,34,54
2014,310356,Duplin County Schools,Kenansville Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.917,11,12
2014,310356,Duplin County Schools,Kenansville Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.917,11,12
2014,310356,Duplin County Schools,Kenansville Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.75,3,4
2014,310356,Duplin County Schools,Kenansville Elementary,State Of North Carolina,E,Total Targets,0.897,26,29
2014,310360,Duplin County Schools,North Duplin Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.818,9,11
2014,310360,Duplin County Schools,North Duplin Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.727,8,11
2014,310360,Duplin County Schools,North Duplin Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,8,8
2014,310360,Duplin County Schools,North Duplin Elementary,State Of North Carolina,E,Total Targets,0.839,26,31
2014,310364,Duplin County Schools,North Duplin Jr Sr High,State Of North Carolina,T,ACT WorkKeys,0.5,1,2
2014,310364,Duplin County Schools,North Duplin Jr Sr High,State Of North Carolina,T,Current Year EOC,1.0,8,8
