metrics,year,unit_code,Lea_Name,School_Name,State_Name,category_cd,pct,num,lea_num,lea_pct,st_num,st_pct
GCE_ALL,2014,010LEA,Alamance-Burlington Schools,,State Of North Carolina,,,,161.0,0.095,9454.0,0.081
GCE_ALL,2014,020LEA,Alexander County Schools,,State Of North Carolina,,,,35.0,0.083,9454.0,0.081
GCE_ALL,2014,030LEA,Alleghany County Schools,,State Of North Carolina,,,,29.0,0.29,9454.0,0.081
GCE_ALL,2014,040LEA,Anson County Schools,,State Of North Carolina,,,,28.0,0.107,9454.0,0.081
GCE_ALL,2014,050LEA,Ashe County Schools,,State Of North Carolina,,,,28.0,0.119,9454.0,0.081
GCE_ALL,2014,060LEA,Avery County Schools,,State Of North Carolina,,,,49.0,0.345,9454.0,0.081
GCE_ALL,2014,070LEA,Beaufort County Schools,,State Of North Carolina,,,,38.0,0.071,9454.0,0.081
GCE_ALL,2014,080LEA,Bertie County Schools,,State Of North Carolina,,,,6.0,0.034,9454.0,0.081
GCE_ALL,2014,090LEA,Bladen County Schools,,State Of North Carolina,,,,40.0,0.11,9454.0,0.081
GCE_ALL,2014,100LEA,Brunswick County Schools,,State Of North Carolina,,,,113.0,0.119,9454.0,0.081
GCE_ALL,2014,110LEA,Buncombe County Schools,,State Of North Carolina,,,,214.0,0.113,9454.0,0.081
GCE_ALL,2014,111LEA,Asheville City Schools,,State Of North Carolina,,,,27.0,0.077,9454.0,0.081
GCE_ALL,2014,120LEA,Burke County Schools,,State Of North Carolina,,,,81.0,0.086,9454.0,0.081
GCE_ALL,2014,130LEA,Cabarrus County Schools,,State Of North Carolina,,,,145.0,0.061,9454.0,0.081
GCE_ALL,2014,132LEA,Kannapolis City Schools,,State Of North Carolina,,,,52.0,0.118,9454.0,0.081
GCE_ALL,2014,140LEA,Caldwell County Schools,,State Of North Carolina,,,,64.0,0.074,9454.0,0.081
GCE_ALL,2014,150LEA,Camden County Schools,,State Of North Carolina,,,,0.0,0.0,9454.0,0.081
GCE_ALL,2014,160LEA,Carteret County Public Schools,,State Of North Carolina,,,,74.0,0.116,9454.0,0.081
GCE_ALL,2014,170LEA,Caswell County Schools,,State Of North Carolina,,,,3.0,0.015,9454.0,0.081
GCE_ALL,2014,180LEA,Catawba County Schools,,State Of North Carolina,,,,131.0,0.104,9454.0,0.081
GCE_ALL,2014,181LEA,Hickory City Schools,,State Of North Carolina,,,,17.0,0.047,9454.0,0.081
GCE_ALL,2014,182LEA,Newton Conover City Schools,,State Of North Carolina,,,,28.0,0.124,9454.0,0.081
GCE_ALL,2014,190LEA,Chatham County Schools,,State Of North Carolina,,,,67.0,0.098,9454.0,0.081
GCE_ALL,2014,200LEA,Cherokee County Schools,,State Of North Carolina,,,,42.0,0.174,9454.0,0.081
GCE_ALL,2014,210LEA,Edenton-Chowan Schools,,State Of North Carolina,,,,16.0,0.1,9454.0,0.081
GCE_ALL,2014,220LEA,Clay County Schools,,State Of North Carolina,,,,27.0,0.248,9454.0,0.081
GCE_ALL,2014,230LEA,Cleveland County Schools,,State Of North Carolina,,,,204.0,0.168,9454.0,0.081
GCE_ALL,2014,240LEA,Columbus County Schools,,State Of North Carolina,,,,34.0,0.076,9454.0,0.081
GCE_ALL,2014,241LEA,Whiteville City Schools,,State Of North Carolina,,,,2.0,0.012,9454.0,0.081
GCE_ALL,2014,250LEA,Craven County Schools,,State Of North Carolina,,,,88.0,0.077,9454.0,0.081
GCE_ALL,2014,260LEA,Cumberland County Schools,,State Of North Carolina,,,,390.0,0.101,9454.0,0.081
GCE_ALL,2014,270LEA,Currituck County Schools,,State Of North Carolina,,,,34.0,0.114,9454.0,0.081
GCE_ALL,2014,280LEA,Dare County Schools,,State Of North Carolina,,,,44.0,0.105,9454.0,0.081
GCE_ALL,2014,290LEA,Davidson County Schools,,State Of North Carolina,,,,129.0,0.086,9454.0,0.081
GCE_ALL,2014,291LEA,Lexington City Schools,,State Of North Carolina,,,,45.0,0.179,9454.0,0.081
GCE_ALL,2014,292LEA,Thomasville City Schools,,State Of North Carolina,,,,27.0,0.14,9454.0,0.081
GCE_ALL,2014,300LEA,Davie County Schools,,State Of North Carolina,,,,39.0,0.086,9454.0,0.081
GCE_ALL,2014,310LEA,Duplin County Schools,,State Of North Carolina,,,,73.0,0.093,9454.0,0.081
GCE_ALL,2014,320LEA,Durham Public Schools,,State Of North Carolina,,,,188.0,0.072,9454.0,0.081
GCE_ALL,2014,330LEA,Edgecombe County Public School,,State Of North Carolina,,,,59.0,0.136,9454.0,0.081
GCE_ALL,2014,340LEA,Forsyth County Schools,,State Of North Carolina,,,,321.0,0.079,9454.0,0.081
GCE_ALL,2014,350LEA,Franklin County Schools,,State Of North Carolina,,,,35.0,0.054,9454.0,0.081
GCE_ALL,2014,360LEA,Gaston County Schools,,State Of North Carolina,,,,96.0,0.041,9454.0,0.081
GCE_ALL,2014,370LEA,Gates County Schools,,State Of North Carolina,,,,1.0,0.008,9454.0,0.081
GCE_ALL,2014,380LEA,Graham County Schools,,State Of North Carolina,,,,9.0,0.097,9454.0,0.081
GCE_ALL,2014,390LEA,Granville County Schools,,State Of North Carolina,,,,93.0,0.157,9454.0,0.081
GCE_ALL,2014,400LEA,Greene County Schools,,State Of North Carolina,,,,22.0,0.09,9454.0,0.081
GCE_ALL,2014,410LEA,Guilford County Schools,,State Of North Carolina,,,,500.0,0.091,9454.0,0.081
GCE_ALL,2014,420LEA,Halifax County Schools,,State Of North Carolina,,,,16.0,0.055,9454.0,0.081
GCE_ALL,2014,421LEA,Roanoke Rapids City Schools,,State Of North Carolina,,,,24.0,0.112,9454.0,0.081
GCE_ALL,2014,422LEA,Weldon City Schools,,State Of North Carolina,,,,0.0,0.0,9454.0,0.081
GCE_ALL,2014,430LEA,Harnett County Schools,,State Of North Carolina,,,,114.0,0.074,9454.0,0.081
GCE_ALL,2014,440LEA,Haywood County Schools,,State Of North Carolina,,,,52.0,0.097,9454.0,0.081
GCE_ALL,2014,450LEA,Henderson County Schools,,State Of North Carolina,,,,68.0,0.066,9454.0,0.081
GCE_ALL,2014,460LEA,Hertford County Schools,,State Of North Carolina,,,,10.0,0.04,9454.0,0.081
GCE_ALL,2014,470LEA,Hoke County Schools,,State Of North Carolina,,,,73.0,0.11,9454.0,0.081
GCE_ALL,2014,480LEA,Hyde County Schools,,State Of North Carolina,,,,0.0,0.0,9454.0,0.081
GCE_ALL,2014,490LEA,Iredell-Statesville Schools,,State Of North Carolina,,,,213.0,0.138,9454.0,0.081
GCE_ALL,2014,491LEA,Mooresville City Schools,,State Of North Carolina,,,,25.0,0.056,9454.0,0.081
GCE_ALL,2014,500LEA,Jackson County Schools,,State Of North Carolina,,,,18.0,0.063,9454.0,0.081
GCE_ALL,2014,510LEA,Johnston County Schools,,State Of North Carolina,,,,231.0,0.088,9454.0,0.081
GCE_ALL,2014,520LEA,Jones County Schools,,State Of North Carolina,,,,13.0,0.129,9454.0,0.081
GCE_ALL,2014,530LEA,Lee County Schools,,State Of North Carolina,,,,57.0,0.073,9454.0,0.081
GCE_ALL,2014,540LEA,Lenoir County Public Schools,,State Of North Carolina,,,,89.0,0.13,9454.0,0.081
GCE_ALL,2014,550LEA,Lincoln County Schools,,State Of North Carolina,,,,103.0,0.117,9454.0,0.081
GCE_ALL,2014,560LEA,Macon County Schools,,State Of North Carolina,,,,17.0,0.056,9454.0,0.081
GCE_ALL,2014,570LEA,Madison County Schools,,State Of North Carolina,,,,21.0,0.115,9454.0,0.081
GCE_ALL,2014,580LEA,Martin County Schools,,State Of North Carolina,,,,3.0,0.011,9454.0,0.081
GCE_ALL,2014,590LEA,McDowell County Schools,,State Of North Carolina,,,,62.0,0.134,9454.0,0.081
GCE_ALL,2014,600LEA,Charlotte-Mecklenburg Schools,,State Of North Carolina,,,,466.0,0.04,9454.0,0.081
GCE_ALL,2014,610LEA,Mitchell County Schools,,State Of North Carolina,,,,26.0,0.187,9454.0,0.081
GCE_ALL,2014,620LEA,Montgomery County Schools,,State Of North Carolina,,,,61.0,0.187,9454.0,0.081
GCE_ALL,2014,630LEA,Moore County Schools,,State Of North Carolina,,,,108.0,0.111,9454.0,0.081
GCE_ALL,2014,640LEA,Nash-Rocky Mount Schools,,State Of North Carolina,,,,54.0,0.044,9454.0,0.081
GCE_ALL,2014,650LEA,New Hanover County Schools,,State Of North Carolina,,,,190.0,0.093,9454.0,0.081
GCE_ALL,2014,660LEA,Northampton County Schools,,State Of North Carolina,,,,7.0,0.038,9454.0,0.081
GCE_ALL,2014,670LEA,Onslow County Schools,,State Of North Carolina,,,,225.0,0.115,9454.0,0.081
GCE_ALL,2014,680LEA,Orange County Schools,,State Of North Carolina,,,,50.0,0.087,9454.0,0.081
GCE_ALL,2014,681LEA,Chapel Hill-Carrboro Schools,,State Of North Carolina,,,,98.0,0.105,9454.0,0.081
GCE_ALL,2014,690LEA,Pamlico County Schools,,State Of North Carolina,,,,13.0,0.144,9454.0,0.081
GCE_ALL,2014,700LEA,Pasquotank County Schools,,State Of North Carolina,,,,29.0,0.064,9454.0,0.081
GCE_ALL,2014,710LEA,Pender County Schools,,State Of North Carolina,,,,59.0,0.092,9454.0,0.081
GCE_ALL,2014,720LEA,Perquimans County Schools,,State Of North Carolina,,,,1.0,0.007,9454.0,0.081
GCE_ALL,2014,730LEA,Person County Schools,,State Of North Carolina,,,,15.0,0.04,9454.0,0.081
GCE_ALL,2014,740LEA,Pitt County Schools,,State Of North Carolina,,,,106.0,0.059,9454.0,0.081
GCE_ALL,2014,750LEA,Polk County Schools,,State Of North Carolina,,,,6.0,0.032,9454.0,0.081
GCE_ALL,2014,760LEA,Randolph County Schools,,State Of North Carolina,,,,87.0,0.065,9454.0,0.081
GCE_ALL,2014,761LEA,Asheboro City Schools,,State Of North Carolina,,,,29.0,0.08,9454.0,0.081
GCE_ALL,2014,770LEA,Richmond County Schools,,State Of North Carolina,,,,110.0,0.203,9454.0,0.081
GCE_ALL,2014,780LEA,Robeson County Schools,,State Of North Carolina,,,,91.0,0.051,9454.0,0.081
GCE_ALL,2014,790LEA,Rockingham County Schools,,State Of North Carolina,,,,69.0,0.069,9454.0,0.081
GCE_ALL,2014,800LEA,Rowan-Salisbury Schools,,State Of North Carolina,,,,88.0,0.059,9454.0,0.081
GCE_ALL,2014,810LEA,Rutherford County Schools,,State Of North Carolina,,,,36.0,0.058,9454.0,0.081
GCE_ALL,2014,820LEA,Sampson County Schools,,State Of North Carolina,,,,57.0,0.086,9454.0,0.081
GCE_ALL,2014,821LEA,Clinton City Schools,,State Of North Carolina,,,,18.0,0.071,9454.0,0.081
GCE_ALL,2014,830LEA,Scotland County Schools,,State Of North Carolina,,,,44.0,0.104,9454.0,0.081
GCE_ALL,2014,840LEA,Stanly County Schools,,State Of North Carolina,,,,74.0,0.12,9454.0,0.081
GCE_ALL,2014,850LEA,Stokes County Schools,,State Of North Carolina,,,,38.0,0.089,9454.0,0.081
GCE_ALL,2014,860LEA,Surry County Schools,,State Of North Carolina,,,,43.0,0.066,9454.0,0.081
GCE_ALL,2014,861LEA,Elkin City Schools,,State Of North Carolina,,,,5.0,0.051,9454.0,0.081
GCE_ALL,2014,862LEA,Mount Airy City Schools,,State Of North Carolina,,,,10.0,0.095,9454.0,0.081
GCE_ALL,2014,870LEA,Swain County Schools,,State Of North Carolina,,,,26.0,0.178,9454.0,0.081
GCE_ALL,2014,880LEA,Transylvania County Schools,,State Of North Carolina,,,,21.0,0.089,9454.0,0.081
GCE_ALL,2014,890LEA,Tyrrell County Schools,,State Of North Carolina,,,,5.0,0.109,9454.0,0.081
GCE_ALL,2014,900LEA,Union County Public Schools,,State Of North Carolina,,,,151.0,0.048,9454.0,0.081
GCE_ALL,2014,910LEA,Vance County Schools,,State Of North Carolina,,,,34.0,0.063,9454.0,0.081
GCE_ALL,2014,920LEA,Wake County Schools,,State Of North Carolina,,,,1002.0,0.083,9454.0,0.081
GCE_ALL,2014,930LEA,Warren County Schools,,State Of North Carolina,,,,19.0,0.102,9454.0,0.081
GCE_ALL,2014,940LEA,Washington County Schools,,State Of North Carolina,,,,2.0,0.017,9454.0,0.081
GCE_ALL,2014,950LEA,Watauga County Schools,,State Of North Carolina,,,,26.0,0.078,9454.0,0.081
GCE_ALL,2014,960LEA,Wayne County Public Schools,,State Of North Carolina,,,,147.0,0.099,9454.0,0.081
GCE_ALL,2014,970LEA,Wilkes County Schools,,State Of North Carolina,,,,115.0,0.159,9454.0,0.081
GCE_ALL,2014,980LEA,Wilson County Schools,,State Of North Carolina,,,,104.0,0.11,9454.0,0.081
GCE_ALL,2014,990LEA,Yadkin County Schools,,State Of North Carolina,,,,47.0,0.113,9454.0,0.081
GCE_ALL,2014,995LEA,Yancey County Schools,,State Of North Carolina,,,,22.0,0.12,9454.0,0.081
GCE_ALL,2014,010304,Alamance-Burlington Schools,Alexander Wilson Elementary,State Of North Carolina,E,0.076,7.0,161.0,0.095,9454.0,0.081
