year,unit_code,category_cd,School_Name,Lea_Name,State_Name,total_specialized_courses,ap_ib_courses,cte_courses,univ_college_courses,lea_total_specialized_courses,lea_ap_ib_courses,lea_cte_courses,lea_univ_college_courses,st_total_specialized_courses,st_ap_ib_courses,st_cte_courses,st_univ_college_courses
2014,010303,H,Alamance-Burlington Middle College,Alamance-Burlington Schools,State Of North Carolina,1.0,0.025,0.7,0.7625,0.809530878859858,0.147268408551069,0.741538004750594,0.0528503562945368,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,010324,H,Eastern Alamance High,Alamance-Burlington Schools,State Of North Carolina,0.752285951787199,0.103075644222776,0.70407315045719,0.084788029925187,0.809530878859858,0.147268408551069,0.741538004750594,0.0528503562945368,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,010348,H,Graham High,Alamance-Burlington Schools,State Of North Carolina,0.76885043263288,0.161928306551298,0.709517923362176,0.0135970333745365,0.809530878859858,0.147268408551069,0.741538004750594,0.0528503562945368,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,010360,H,Hugh M Cummings High,Alamance-Burlington Schools,State Of North Carolina,0.796428571428571,0.0880952380952381,0.782142857142857,,0.809530878859858,0.147268408551069,0.741538004750594,0.0528503562945368,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,010378,A,Ray Street Academy,Alamance-Burlington Schools,State Of North Carolina,0.555555555555556,,0.555555555555556,,0.809530878859858,0.147268408551069,0.741538004750594,0.0528503562945368,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,010388,H,Southern High,Alamance-Burlington Schools,State Of North Carolina,0.862703467799009,0.141542816702052,0.805378627034678,0.00920028308563341,0.809530878859858,0.147268408551069,0.741538004750594,0.0528503562945368,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,010396,H,Walter M Williams High,Alamance-Burlington Schools,State Of North Carolina,0.845753899480069,0.214038128249567,0.760831889081456,0.137781629116118,0.809530878859858,0.147268408551069,0.741538004750594,0.0528503562945368,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,010400,H,Western Alamance High,Alamance-Burlington Schools,State Of North Carolina,0.802197802197802,0.180896027049873,0.688926458157227,0.0084530853761623,0.809530878859858,0.147268408551069,0.741538004750594,0.0528503562945368,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,010LEA,,,Alamance-Burlington Schools,State Of North Carolina,,,,,0.809530878859858,0.147268408551069,0.741538004750594,0.0528503562945368,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,01B000,A,River Mill Academy,Charter and Non-District Affiliated Schools,State Of North Carolina,0.49390243902439,0.25609756097561,0.26219512195122,,,,,,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,01C000,A,Clover Garden,Charter and Non-District Affiliated Schools,State Of North Carolina,0.242857142857143,0.242857142857143,,,,,,,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,01D000,T,The Hawbridge School,Charter and Non-District Affiliated Schools,State Of North Carolina,0.247524752475248,0.247524752475248,,,,,,,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
2014,020302,H,Alexander Central High,Alexander County Schools,State Of North Carolina,0.848562300319489,0.0837060702875399,0.797444089456869,,0.848562300319489,0.0837060702875399,0.797444089456869,,0.776366374882039,0.164039365356812,0.681776554648022,0.0336451074551515
