agency_code,pct_ALL_PK_ENROLL,pct_AM7_PK_ENROLL,pct_AS7_PK_ENROLL,pct_BL7_PK_ENROLL,pct_ELS_PK_ENROLL,pct_FEM_PK_ENROLL,pct_HI7_PK_ENROLL,pct_MALE_PK_ENROLL,pct_MU7_PK_ENROLL,pct_PI7_PK_ENROLL,pct_SWD_PK_ENROLL,pct_WH7_PK_ENROLL
510410,1.0,,0.077,0.077,1.0,0.308,0.077,0.6920000000000001,,,0.0,0.769
510414,1.0,,,0.118,1.0,0.353,0.118,0.647,,,0.059,0.765
510LEA,1.0,,0.006999999999999999,0.171,1.0,0.399,0.299,0.601,0.028,0.004,0.057,0.491
520304,1.0,,,0.417,1.0,0.5,0.083,0.5,0.083,,0.0,0.417
520308,1.0,,,0.154,1.0,0.615,,0.385,,,0.0,0.846
520328,1.0,,,0.389,1.0,0.389,0.111,0.611,0.111,,0.0,0.389
520336,1.0,,,0.48,1.0,0.4,0.04,0.6,0.04,,0.0,0.44
520LEA,1.0,,,0.382,1.0,0.456,0.059,0.544,0.059,,0.0,0.5
530308,1.0,,,0.056,1.0,0.5,0.611,0.5,,,0.0,0.333
530316,1.0,,,0.16,1.0,0.34700000000000003,0.173,0.653,0.04,,0.0,0.627
530358,1.0,,0.017,0.256,1.0,0.436,0.564,0.564,,0.017,0.026,0.145
530LEA,1.0,,0.01,0.205,1.0,0.41,0.429,0.59,0.014,0.01,0.014,0.333
540304,1.0,,,0.278,1.0,0.5,0.222,0.5,0.111,,0.0,0.389
540308,1.0,,,0.625,1.0,0.625,0.225,0.375,,,0.0,0.15
540316,1.0,,,0.574,1.0,0.596,0.191,0.404,0.064,,0.0,0.17
540325,1.0,,,1.0,1.0,0.444,,0.556,,,0.0,
540328,1.0,,,,1.0,0.444,0.556,0.556,,,0.0,0.444
540LEA,1.0,,,0.532,1.0,0.5529999999999999,0.227,0.447,0.035,,0.0,0.206
550312,1.0,,,0.067,1.0,0.5329999999999999,0.267,0.467,0.133,,0.0,0.5329999999999999
550314,1.0,,,0.125,1.0,0.5,,0.5,,,0.0,0.875
550316,1.0,,,0.042,1.0,0.5,0.125,0.5,0.125,,0.0,0.708
550328,1.0,,,,1.0,0.333,0.083,0.667,,,0.0,0.917
550336,1.0,,,,1.0,0.5329999999999999,,0.467,0.067,,0.0,0.933
550340,1.0,,,,1.0,0.833,0.222,0.16699999999999998,,,0.0,0.778
550342,1.0,,,,1.0,0.273,0.136,0.727,,,0.0,0.8640000000000001
550348,1.0,,,,1.0,1.0,,,,,0.0,1.0
550356,1.0,,,,1.0,,0.2,1.0,,,0.0,0.8
550360,1.0,,0.056,0.056,1.0,0.611,,0.389,,,0.0,0.889
550LEA,1.0,,0.006999999999999999,0.029,1.0,0.5,0.116,0.5,0.043,,0.0,0.804
560304,1.0,,,,1.0,0.333,,0.667,,,0.0,1.0
560328,1.0,,,,1.0,0.333,0.083,0.667,,,0.0,0.917
560338,1.0,,,,1.0,0.333,0.067,0.667,,,0.0,0.933
560LEA,1.0,,,,1.0,0.333,0.05,0.667,,,0.0,0.95
580308,1.0,,0.023,0.3720000000000001,1.0,0.349,0.116,0.6509999999999999,0.07,,0.0,0.419
580316,1.0,,,0.469,1.0,0.531,0.281,0.469,0.063,,0.0,0.188
580324,1.0,,,0.25,1.0,0.438,0.063,0.563,0.063,,0.0,0.625
580LEA,1.0,,0.011,0.385,1.0,0.429,0.165,0.5710000000000001,0.066,,0.0,0.374
600308,1.0,,0.056,0.611,1.0,0.417,0.306,0.583,,,0.0,0.028
600311,1.0,,,0.833,1.0,0.5,0.1,0.5,,,0.0,0.067
600318,1.0,,0.14300000000000002,0.35700000000000004,1.0,0.5,0.35700000000000004,0.5,0.048,,0.0,0.095
600319,1.0,,0.028,0.056,1.0,0.389,0.75,0.611,0.028,,0.0,0.139
600328,1.0,,0.061,0.184,1.0,0.51,0.531,0.49,0.041,,0.0,0.184
600329,1.0,,0.182,0.182,1.0,0.242,0.636,0.758,,,0.0,
600335,1.0,,0.098,0.508,1.0,0.41,0.279,0.59,0.016,,0.0,0.098
600336,1.0,,0.07400000000000001,0.333,1.0,0.593,0.056,0.407,0.037000000000000005,,0.0,0.5
600338,1.0,,0.14300000000000002,0.321,1.0,0.5,0.28600000000000003,0.5,0.036000000000000004,,0.0,0.214
600362,1.0,,0.083,0.6459999999999999,1.0,0.458,0.188,0.542,0.063,,0.0,0.021
600369,1.0,,0.3670000000000001,0.1,1.0,0.433,0.5,0.5670000000000001,,,0.0,0.033
600374,1.0,,0.067,0.8,1.0,0.5329999999999999,0.133,0.467,,,0.0,
600385,1.0,,0.519,0.111,1.0,0.222,0.111,0.778,,,0.0,0.259
600398,1.0,,0.027000000000000003,0.514,1.0,0.35100000000000003,0.405,0.649,,,0.0,0.054000000000000006
600408,1.0,0.004,0.108,0.305,1.0,0.498,0.541,0.502,0.012,,0.0,0.031
600409,1.0,,0.083,0.583,1.0,0.472,0.139,0.528,,,0.0,0.194
600410,1.0,,0.067,0.4,1.0,0.4920000000000001,0.45,0.508,0.017,,0.0,0.067
600412,1.0,,0.029,0.171,1.0,0.429,0.8,0.5710000000000001,,,0.0,
600413,1.0,,0.14800000000000002,0.426,1.0,0.463,0.019,0.537,0.019,,0.0,0.389
600414,1.0,,0.052000000000000005,0.569,1.0,0.414,0.362,0.586,,,0.0,0.017
600416,1.0,0.026,,0.605,1.0,0.5529999999999999,0.289,0.447,0.026,,0.0,0.053
600418,1.0,,0.054000000000000006,0.703,1.0,0.541,0.189,0.459,0.027000000000000003,,0.0,0.027000000000000003
600422,1.0,,0.058,0.077,1.0,0.308,0.769,0.6920000000000001,,,0.0,0.096
600424,1.0,,0.382,0.145,1.0,0.455,0.436,0.545,,,0.0,0.036000000000000004
600432,1.0,,0.115,0.365,1.0,0.404,0.5,0.596,0.019,,0.0,
600435,1.0,,0.036000000000000004,0.536,1.0,0.393,0.036000000000000004,0.607,,0.036000000000000004,0.0,0.35700000000000004
600436,1.0,0.016,0.18,0.213,1.0,0.426,0.541,0.574,,,0.0,0.049
600440,1.0,,0.122,0.341,1.0,0.488,0.439,0.512,0.073,,0.0,0.024
600442,1.0,,,0.278,1.0,0.333,0.639,0.667,0.028,,0.0,0.056
600444,1.0,,0.031,0.5,1.0,0.25,0.125,0.75,,,0.0,0.344
600447,1.0,,0.3,0.267,1.0,0.4,0.133,0.6,0.033,,0.0,0.267
600449,1.0,,0.235,0.353,1.0,0.382,0.08800000000000001,0.618,,,0.0,0.324
600453,1.0,,0.043,0.255,1.0,0.468,0.7020000000000001,0.532,,,0.0,
600454,1.0,,0.111,0.222,1.0,0.778,0.556,0.222,,,0.0,0.111
600459,1.0,,0.029,0.157,1.0,0.457,0.7709999999999999,0.5429999999999999,,,0.0,0.043
600462,1.0,,,0.531,1.0,0.438,0.344,0.563,0.031,,0.0,0.094
600463,1.0,,0.138,0.655,1.0,0.655,0.138,0.345,,,0.0,0.069
600468,1.0,,0.11,0.521,1.0,0.5479999999999999,0.301,0.452,0.027000000000000003,,0.0,0.041
600471,1.0,,0.064,0.149,1.0,0.468,0.7659999999999999,0.532,0.021,,0.0,
600492,1.0,,0.155,0.113,1.0,0.493,0.085,0.507,0.056,,0.0,0.5920000000000001
600494,1.0,,0.034,0.534,1.0,0.517,0.362,0.483,,,0.0,0.069
600501,1.0,,0.1,0.325,1.0,0.325,0.425,0.675,0.025,,0.0,0.125
600503,1.0,,0.149,0.311,1.0,0.419,0.514,0.581,,,0.0,0.027000000000000003
600512,1.0,,0.106,0.404,1.0,0.468,0.362,0.532,0.021,,0.0,0.106
600515,1.0,,0.028,0.611,1.0,0.417,0.306,0.583,0.028,,0.0,0.028
600516,1.0,,,0.5529999999999999,1.0,0.34,0.362,0.66,,,0.0,0.085
600517,1.0,,0.094,0.7190000000000001,1.0,0.406,0.156,0.594,,,0.0,0.031
600519,1.0,0.008,0.016,0.589,1.0,0.403,0.34700000000000003,0.597,0.008,,0.0,0.032
600527,1.0,,0.037000000000000005,0.407,1.0,0.481,0.481,0.519,,,0.0,0.07400000000000001
600534,1.0,,0.149,0.191,1.0,0.34,0.468,0.66,0.085,,0.0,0.106
600545,1.0,0.03,,0.061,1.0,0.455,0.909,0.545,,,0.0,
600550,1.0,,,0.141,1.0,0.422,0.797,0.578,,,0.0,0.063
600566,1.0,0.009000000000000001,0.056,0.38,1.0,0.481,0.472,0.519,0.028,0.009000000000000001,0.0,0.046
600574,1.0,,,0.947,1.0,0.632,0.053,0.368,,,0.0,
600586,1.0,,0.065,0.452,1.0,0.226,0.468,0.774,,,0.0,0.016
600587,1.0,,0.175,0.263,1.0,0.456,0.526,0.544,,,0.0,0.035
600588,1.0,,0.136,0.341,1.0,0.318,0.341,0.682,0.023,,0.0,0.159
600589,1.0,,0.171,0.197,1.0,0.447,0.5660000000000001,0.5529999999999999,0.026,,0.0,0.039
600LEA,1.0,0.002,0.097,0.371,1.0,0.443,0.419,0.557,0.016,0.001,0.0,0.095
620312,1.0,,0.027000000000000003,0.189,1.0,0.73,0.595,0.27,0.054000000000000006,,0.0,0.135
620318,1.0,,,0.243,1.0,0.568,0.4320000000000001,0.4320000000000001,0.054000000000000006,,0.0,0.27
620324,1.0,0.059,,0.647,1.0,0.529,0.059,0.471,,,0.0,0.235
620334,1.0,,,0.125,1.0,0.563,0.438,0.438,0.063,,0.0,0.375
620336,1.0,,,0.222,1.0,0.611,0.222,0.389,0.056,,0.0,0.5
620LEA,1.0,0.006999999999999999,0.006999999999999999,0.248,1.0,0.61,0.404,0.39,0.05,,0.0,0.284
630304,1.0,,,0.583,1.0,0.5,0.083,0.5,0.25,,0.0,0.083
630316,1.0,,,0.1,1.0,0.2,0.2,0.8,,,0.0,0.7
630348,1.0,,,0.114,1.0,0.629,0.5710000000000001,0.371,0.029,,0.0,0.28600000000000003
630352,1.0,,,0.417,1.0,0.542,0.042,0.458,0.083,,0.0,0.458
630364,1.0,,,0.16699999999999998,1.0,0.333,0.16699999999999998,0.667,0.056,,0.0,0.611
630368,1.0,,,0.3,1.0,0.6,0.1,0.4,0.1,,0.0,0.5
630LEA,1.0,,,0.257,1.0,0.505,0.257,0.495,0.073,,0.0,0.413
640302,1.0,,,0.8390000000000001,1.0,0.375,0.036000000000000004,0.625,,,0.0,0.125
640304,1.0,,,0.125,1.0,0.5,0.5,0.5,0.125,,0.125,0.25
640316,1.0,,,0.467,1.0,0.4,0.067,0.6,,,0.0,0.467
640324,1.0,,,0.42,1.0,0.48,0.22,0.52,0.04,0.02,0.04,0.3
640336,1.0,,,0.222,1.0,0.444,0.5,0.556,,,0.0,0.278
640348,1.0,,,0.647,1.0,0.471,0.059,0.529,0.059,,0.0,0.235
640376,1.0,,,0.364,1.0,0.182,0.273,0.818,0.091,,0.0,0.273
640384,1.0,,,0.722,1.0,0.5,0.056,0.5,0.111,,0.0,0.111
640396,1.0,,,0.875,1.0,0.375,0.125,0.625,,,0.0,
640400,1.0,,,0.609,1.0,0.304,0.087,0.696,,,0.0,0.304
640LEA,1.0,,,0.547,1.0,0.415,0.19,0.585,0.031,0.004,0.016,0.229
650309,1.0,,,0.278,1.0,0.5,0.389,0.5,0.056,,0.0,0.278
650312,1.0,,0.083,0.6940000000000001,1.0,0.667,0.111,0.333,0.028,,0.0,0.083
650404,1.0,,0.028,0.444,1.0,0.472,0.361,0.528,0.056,,0.0,0.111
650420,1.0,,0.054000000000000006,0.054000000000000006,1.0,0.4320000000000001,0.21600000000000005,0.568,0.054000000000000006,,0.0,0.622
650LEA,1.0,,0.047,0.378,1.0,0.52,0.252,0.48,0.047,,0.0,0.276
660306,1.0,,,0.75,1.0,0.464,0.036000000000000004,0.536,0.071,,0.0,0.14300000000000002
660320,1.0,,0.02,0.898,1.0,0.49,0.02,0.51,,,0.0,0.061
660360,1.0,,,0.6,1.0,0.36,0.16,0.64,,,0.0,0.24
660LEA,1.0,,0.01,0.784,1.0,0.451,0.059,0.5489999999999999,0.02,,0.0,0.127
670314,1.0,,,0.07400000000000001,1.0,0.556,0.111,0.444,0.14800000000000002,,0.0,0.667
670330,1.0,,0.024,0.146,1.0,0.439,0.366,0.561,0.073,,0.0,0.39
670335,1.0,,0.031,0.219,1.0,0.313,0.063,0.688,0.156,0.031,0.0,0.5
670343,1.0,,,0.077,1.0,0.5379999999999999,0.308,0.462,0.026,,0.0,0.59
670346,1.0,,,0.226,1.0,0.415,0.17,0.585,0.132,,0.0,0.472
670LEA,1.0,,0.01,0.156,1.0,0.448,0.214,0.552,0.104,0.005,0.0,0.51
680308,1.0,,,,1.0,,,1.0,,,0.0,1.0
680312,1.0,,,0.308,1.0,0.385,0.385,0.615,,,0.0,0.308
680324,1.0,,,,1.0,,0.5,1.0,,,0.0,0.5
680330,1.0,,,0.077,1.0,0.385,0.6920000000000001,0.615,0.077,,0.0,0.154
680336,1.0,,,0.185,1.0,0.29600000000000004,0.37,0.7040000000000001,0.07400000000000001,,0.0,0.37
680LEA,1.0,,,0.172,1.0,0.31,0.448,0.69,0.052000000000000005,,0.0,0.328
681300,1.0,,0.2,0.2,1.0,0.2,0.4,0.8,,,0.2,0.2
681311,1.0,,,,1.0,,,1.0,,,0.0,1.0
681326,1.0,,0.4,,1.0,0.6,,0.4,0.2,,0.6,0.4
681330,1.0,,0.16699999999999998,0.333,1.0,0.333,,0.667,,,0.0,0.5
681332,1.0,,1.0,,1.0,,,1.0,,,1.0,
681334,1.0,,,0.5,1.0,0.16699999999999998,0.16699999999999998,0.833,,,0.16699999999999998,0.333
681LEA,1.0,,0.208,0.25,1.0,0.292,0.125,0.708,0.042,,0.25,0.375
690324,1.0,0.049,,0.146,1.0,0.561,0.073,0.439,0.122,,0.0,0.61
690LEA,1.0,0.049,,0.146,1.0,0.561,0.073,0.439,0.122,,0.0,0.61
700324,1.0,0.006999999999999999,0.006999999999999999,0.336,1.0,0.526,0.197,0.474,0.079,,0.0,0.375
700LEA,1.0,0.006999999999999999,0.006999999999999999,0.336,1.0,0.526,0.197,0.474,0.079,,0.0,0.375
710312,1.0,,,0.353,1.0,0.471,0.265,0.529,0.118,,0.0,0.265
710316,1.0,,,0.733,1.0,0.467,0.133,0.5329999999999999,0.067,,0.0,0.067
710323,1.0,,,,1.0,0.556,0.111,0.444,0.111,,0.0,0.778
710324,1.0,,,0.319,1.0,0.383,0.277,0.617,0.064,,0.064,0.34
710326,1.0,,,0.292,1.0,0.375,0.25,0.625,0.042,,0.0,0.417
710332,1.0,,,0.087,1.0,0.478,0.493,0.522,0.043,,0.014,0.377
710344,1.0,,,,1.0,,,1.0,,,0.0,1.0
710347,1.0,,,,1.0,0.5,0.5,0.5,,,0.0,0.5
710LEA,1.0,,,0.241,1.0,0.448,0.321,0.552,0.066,,0.019,0.373
720304,1.0,,,0.278,1.0,0.472,0.028,0.528,,,0.0,0.6940000000000001
720LEA,1.0,,,0.278,1.0,0.472,0.028,0.528,,,0.0,0.6940000000000001
730356,1.0,,,0.66,1.0,0.42,,0.58,,,0.0,0.34
730LEA,1.0,,,0.66,1.0,0.42,,0.58,,,0.0,0.34
740304,1.0,,,0.529,1.0,0.5589999999999999,0.118,0.441,0.059,,0.0,0.294
740310,1.0,,,0.227,1.0,0.364,0.727,0.636,,,0.0,0.045
740320,1.0,,,0.556,1.0,0.611,0.16699999999999998,0.389,,,0.0,0.278
740330,1.0,,,0.722,1.0,0.444,0.056,0.556,,,0.0,0.222
740332,1.0,,,0.125,1.0,0.438,0.375,0.563,,,0.0,0.5
740352,1.0,,,0.25,1.0,0.5,0.313,0.5,,,0.0,0.438
740358,1.0,,,0.16699999999999998,1.0,0.444,0.5,0.556,,,0.0,0.333
740360,1.0,,,0.6759999999999999,1.0,0.618,0.08800000000000001,0.382,,,0.0,0.235
740368,1.0,,,0.643,1.0,0.643,0.14300000000000002,0.35700000000000004,,,0.0,0.214
740375,1.0,,,0.389,1.0,0.444,0.472,0.556,0.056,,0.0,0.083
740376,1.0,,,0.471,1.0,0.353,0.471,0.647,,,0.0,0.059
740378,1.0,,0.013,0.665,1.0,0.438,0.138,0.563,0.049,0.004,0.0,0.129
740380,1.0,,0.056,0.5,1.0,0.5,,0.5,0.111,,0.0,0.333
740396,1.0,,,0.444,1.0,0.556,,0.444,0.111,,0.0,0.444
740406,1.0,,0.059,0.294,1.0,0.412,0.294,0.588,0.059,,0.0,0.294
740LEA,1.0,,0.01,0.54,1.0,0.47,0.215,0.53,0.037000000000000005,0.002,0.0,0.196
750304,1.0,,,0.091,1.0,0.5,0.318,0.5,,,0.0,0.591
750314,1.0,,,0.024,1.0,0.39,0.146,0.61,0.073,,0.0,0.7559999999999999
750320,1.0,,,,1.0,0.625,0.063,0.375,,,0.0,0.938
750328,1.0,,,,1.0,0.667,,0.333,,,0.0,1.0
750LEA,1.0,,,0.044,1.0,0.496,0.18600000000000005,0.504,0.027000000000000003,,0.0,0.743
760331,1.0,,,,1.0,0.267,0.333,0.733,,,0.0,0.667
760332,1.0,,,,1.0,0.5329999999999999,0.5670000000000001,0.467,0.033,,0.0,0.4
760340,1.0,,,0.111,1.0,0.481,0.481,0.519,0.037000000000000005,,0.0,0.37
760359,1.0,,,0.026,1.0,0.462,0.436,0.5379999999999999,0.026,,0.0,0.513
760364,1.0,,,,1.0,0.444,0.056,0.556,,,0.0,0.944
760368,1.0,0.017,0.155,0.069,1.0,0.534,0.19,0.466,0.052000000000000005,,0.0,0.517
760LEA,1.0,0.005,0.048,0.043,1.0,0.481,0.342,0.519,0.032,,0.0,0.529
770318,1.0,0.032,,0.419,1.0,0.516,0.226,0.484,0.032,,0.0,0.29
770340,1.0,0.125,,0.563,1.0,0.5,0.25,0.5,,,0.0,0.063
770344,1.0,,,0.233,1.0,0.4,0.433,0.6,0.067,,0.0,0.267
770346,1.0,,,0.465,1.0,0.442,0.047,0.5579999999999999,0.07,,0.0,0.419
770368,1.0,0.031,,0.188,1.0,0.406,0.344,0.594,0.063,,0.031,0.375
770370,1.0,,,0.4,1.0,0.267,0.2,0.733,0.133,,0.0,0.267
770LEA,1.0,0.024,,0.365,1.0,0.431,0.24,0.569,0.06,,0.006,0.311
780320,1.0,0.813,,,1.0,0.313,,0.688,0.063,,0.0,0.125
780322,1.0,0.34,,0.245,1.0,0.5660000000000001,0.208,0.434,0.057,,0.0,0.151
780328,1.0,0.5329999999999999,,,1.0,0.4,0.267,0.6,0.2,,0.0,
780329,1.0,,0.071,0.35700000000000004,1.0,0.5710000000000001,0.28600000000000003,0.429,0.071,,0.0,0.214
780340,1.0,0.2,,0.2,1.0,0.5329999999999999,0.067,0.467,0.067,,0.0,0.467
780344,1.0,0.241,,0.034,1.0,0.483,0.655,0.517,,,0.0,0.069
780356,1.0,0.75,,,1.0,0.313,0.125,0.688,0.063,,0.0,0.063
780360,1.0,0.17600000000000002,,0.294,1.0,0.353,0.118,0.647,0.17600000000000002,,0.0,0.235
780364,1.0,0.903,,,1.0,0.516,0.032,0.484,0.065,,0.0,
780374,1.0,0.188,0.063,0.125,1.0,0.438,0.563,0.563,,,0.0,0.063
780376,1.0,0.441,,0.08800000000000001,1.0,0.412,0.412,0.588,0.059,,0.0,
780384,1.0,1.0,,,1.0,0.613,,0.387,,,0.0,
780390,1.0,0.313,,0.438,1.0,0.563,0.063,0.438,0.125,,0.0,0.063
780392,1.0,0.25,,,1.0,0.25,0.75,0.75,,,0.0,
780394,1.0,0.438,,0.5,1.0,0.375,,0.625,0.063,,0.0,
780398,1.0,0.063,,0.438,1.0,0.5,0.313,0.5,0.125,,0.0,0.063
780400,1.0,0.125,,0.125,1.0,0.531,0.531,0.469,0.031,,0.0,0.188
780408,1.0,0.444,,0.333,1.0,0.519,0.037000000000000005,0.481,0.185,,0.0,
780412,1.0,0.929,,,1.0,0.5,0.071,0.5,,,0.0,
780416,1.0,0.933,,0.067,1.0,0.2,,0.8,,,0.0,
780417,1.0,,,1.0,1.0,0.4,,0.6,,,0.0,
780418,1.0,0.231,,0.462,1.0,0.615,0.077,0.385,0.077,,0.0,0.154
780LEA,1.0,0.434,0.004,0.182,1.0,0.474,0.222,0.526,0.063,,0.0,0.094
790302,1.0,,,,1.0,0.4,0.1,0.6,0.1,,0.0,0.8
790318,1.0,,,0.417,1.0,0.583,0.083,0.417,0.083,,0.0,0.417
790322,1.0,,,,1.0,0.667,0.16699999999999998,0.333,0.333,,0.0,0.5
790327,1.0,,,0.1,1.0,0.6,0.2,0.4,,,0.0,0.7
790344,1.0,,0.091,0.273,1.0,0.455,0.182,0.545,,,0.0,0.455
790347,1.0,,,0.083,1.0,0.5,0.16699999999999998,0.5,0.083,,0.0,0.667
790350,1.0,,,0.16699999999999998,1.0,0.583,0.083,0.417,0.083,,0.0,0.667
790386,1.0,,,0.28600000000000003,1.0,0.429,0.14300000000000002,0.5710000000000001,0.14300000000000002,,0.0,0.429
790390,1.0,,,0.083,1.0,0.583,0.25,0.417,0.16699999999999998,,0.0,0.5
790398,1.0,,,0.091,1.0,0.273,,0.727,,,0.0,0.909
790402,1.0,,,,1.0,0.75,0.25,0.25,,,0.0,0.75
790LEA,1.0,,0.009000000000000001,0.14400000000000002,1.0,0.523,0.14400000000000002,0.477,0.081,,0.0,0.622
800316,1.0,,0.056,,1.0,0.611,0.111,0.389,0.16699999999999998,,0.0,0.667
800347,1.0,,,,1.0,0.5329999999999999,0.067,0.467,0.133,,0.0,0.8
800356,1.0,,0.048,0.095,1.0,0.476,0.476,0.524,,,0.0,0.381
800358,1.0,,,0.625,1.0,0.375,,0.625,,,0.0,0.375
800359,1.0,,,0.471,1.0,0.588,0.059,0.412,0.059,,0.0,0.412
800360,1.0,,,0.4,1.0,0.733,0.2,0.267,,,0.0,0.4
800364,1.0,,,0.054000000000000006,1.0,0.378,0.135,0.622,,,0.0,0.8109999999999999
800368,1.0,,,0.056,1.0,0.5,,0.5,0.056,,0.0,0.889
800373,1.0,,,0.294,1.0,0.471,0.412,0.529,0.17600000000000002,,0.0,0.118
800392,1.0,,,,1.0,0.5,,0.5,0.083,,0.0,0.917
800412,1.0,,,,1.0,0.444,,0.556,0.056,,0.0,0.944
800LEA,1.0,,0.01,0.14800000000000002,1.0,0.5,0.14800000000000002,0.5,0.061,,0.0,0.633
810344,1.0,,,0.038,1.0,0.34,0.17,0.66,0.057,,0.0,0.736
810350,1.0,,,0.444,1.0,0.667,0.16699999999999998,0.333,,,0.0,0.389
810360,1.0,,,0.056,1.0,0.5,0.111,0.5,0.194,,0.0,0.639
810364,1.0,,,,1.0,1.0,,,,,0.0,1.0
810370,1.0,,,0.059,1.0,0.529,,0.471,0.059,,0.0,0.882
810388,1.0,,,0.222,1.0,0.556,0.111,0.444,0.056,,0.0,0.611
810396,1.0,,,0.235,1.0,0.382,0.118,0.618,0.147,,0.0,0.5
810400,1.0,,,,1.0,0.353,,0.647,,,0.0,1.0
810LEA,1.0,,,0.129,1.0,0.448,0.113,0.552,0.08800000000000001,,0.0,0.67
820312,1.0,,,0.222,1.0,0.556,0.111,0.444,0.278,,0.0,0.389
820320,1.0,,,0.042,1.0,0.25,0.5,0.75,,,0.0,0.458
820340,1.0,,,0.05,1.0,0.3,0.65,0.7,0.1,,0.0,0.2
820346,1.0,,,0.2,1.0,,,1.0,,,0.0,0.8
820350,1.0,0.059,,0.118,1.0,0.529,0.382,0.471,0.059,,0.0,0.382
820376,1.0,0.067,,,1.0,0.467,0.467,0.5329999999999999,,,0.0,0.467
820384,1.0,,0.014,0.197,1.0,0.465,0.62,0.535,,,0.0,0.16899999999999998
820LEA,1.0,0.016,0.005,0.134,1.0,0.428,0.487,0.5720000000000001,0.048,,0.0,0.31
821316,1.0,0.02,,0.374,1.0,0.475,0.444,0.525,0.03,,0.0,0.131
821LEA,1.0,0.02,,0.374,1.0,0.475,0.444,0.525,0.03,,0.0,0.131
830320,1.0,0.026,,0.711,1.0,0.632,0.053,0.368,0.026,,0.0,0.184
830328,1.0,0.222,0.056,0.222,1.0,0.611,,0.389,0.111,,0.0,0.389
830336,1.0,,,0.5,1.0,0.3,,0.7,,,0.0,0.5
830356,1.0,0.306,,0.111,1.0,0.389,,0.611,0.083,,0.0,0.5
830360,1.0,0.206,,0.5589999999999999,1.0,0.294,,0.706,,,0.0,0.235
830LEA,1.0,0.16899999999999998,0.006999999999999999,0.434,1.0,0.456,0.015,0.544,0.044,,0.0,0.331
840304,1.0,,,0.125,1.0,0.375,0.25,0.625,,,0.0,0.625
840312,1.0,,,,1.0,0.529,0.17600000000000002,0.471,0.059,,0.0,0.765
840324,1.0,,,,1.0,,,1.0,1.0,,0.0,
840360,1.0,,,,1.0,,,1.0,,,0.0,1.0
840LEA,1.0,,,0.036000000000000004,1.0,0.429,0.179,0.5710000000000001,0.071,,0.0,0.7140000000000001
850316,1.0,,,,1.0,0.393,,0.607,,,0.0,1.0
850340,1.0,,,,1.0,0.389,,0.611,0.111,,0.0,0.889
850354,1.0,,,0.235,1.0,0.647,0.059,0.353,0.353,,0.0,0.353
850356,1.0,,,0.114,1.0,0.486,0.029,0.514,0.029,,0.0,0.8290000000000001
850LEA,1.0,,,0.08199999999999999,1.0,0.469,0.02,0.531,0.092,,0.0,0.8059999999999999
860302,1.0,,,,1.0,0.438,0.125,0.563,0.063,,0.0,0.813
860308,1.0,,,,1.0,0.375,0.563,0.625,,,0.0,0.438
860312,1.0,,,,1.0,0.375,0.813,0.625,,,0.0,0.188
860320,1.0,,,,1.0,0.467,0.267,0.5329999999999999,0.133,,0.0,0.6
860324,1.0,,,0.048,1.0,0.619,0.381,0.381,,,0.0,0.5710000000000001
860332,1.0,,,0.067,1.0,0.4,0.133,0.6,,,0.0,0.8
860339,1.0,,,0.071,1.0,0.5,0.35700000000000004,0.5,,,0.0,0.5710000000000001
860344,1.0,,,,1.0,0.688,0.688,0.313,,,0.0,0.313
860348,1.0,,,,1.0,0.273,0.091,0.727,,,0.0,0.909
860356,1.0,,,,1.0,0.5379999999999999,0.077,0.462,0.154,,0.0,0.769
860360,1.0,,,,1.0,0.667,0.5329999999999999,0.333,,,0.0,0.467
860LEA,1.0,,,0.018000000000000002,1.0,0.494,0.381,0.506,0.03,,0.0,0.5710000000000001
861304,1.0,,,0.05,1.0,0.5,0.45,0.5,,,0.0,0.5
861LEA,1.0,,,0.05,1.0,0.5,0.45,0.5,,,0.0,0.5
862308,1.0,,0.037000000000000005,0.07400000000000001,1.0,0.519,0.29600000000000004,0.481,,,0.0,0.593
862LEA,1.0,,0.037000000000000005,0.07400000000000001,1.0,0.519,0.29600000000000004,0.481,,,0.0,0.593
870318,1.0,0.204,,0.01,1.0,0.4270000000000001,0.078,0.573,0.068,,0.0,0.6409999999999999
870LEA,1.0,0.204,,0.01,1.0,0.4270000000000001,0.078,0.573,0.068,,0.0,0.6409999999999999
880304,1.0,,0.048,,1.0,0.14300000000000002,0.095,0.857,,,0.0,0.857
880LEA,1.0,,0.048,,1.0,0.14300000000000002,0.095,0.857,,,0.0,0.857
890308,1.0,,,0.222,1.0,0.5,0.389,0.5,0.111,,0.0,0.278
890LEA,1.0,,,0.222,1.0,0.5,0.389,0.5,0.111,,0.0,0.278
900304,1.0,,,0.118,1.0,0.294,0.8240000000000001,0.706,0.059,,0.059,
900305,1.0,,,0.222,1.0,0.444,0.111,0.556,,,0.0,0.667
900306,1.0,,,0.059,1.0,0.412,0.882,0.588,0.059,,0.0,
900307,1.0,,,0.17600000000000002,1.0,0.588,0.647,0.412,,,0.0,0.17600000000000002
900318,1.0,,,,1.0,0.444,0.222,0.556,0.222,,0.0,0.556
900320,1.0,,0.111,0.222,1.0,0.333,0.16699999999999998,0.667,0.056,,0.0,0.444
900328,1.0,,,,1.0,0.667,0.333,0.333,,,0.0,0.667
