agency_code,pct_enrolled_ENROLL_ALL_COLLEGE,pct_enrolled_ENROLL_AM7_COLLEGE,pct_enrolled_ENROLL_AS7_COLLEGE,pct_enrolled_ENROLL_BL7_COLLEGE,pct_enrolled_ENROLL_EDS_COLLEGE,pct_enrolled_ENROLL_FEM_COLLEGE,pct_enrolled_ENROLL_HI7_COLLEGE,pct_enrolled_ENROLL_MALE_COLLEGE,pct_enrolled_ENROLL_MU7_COLLEGE,pct_enrolled_ENROLL_PI7_COLLEGE,pct_enrolled_ENROLL_SWD_COLLEGE,pct_enrolled_ENROLL_WH7_COLLEGE
010303,70.588235294,,,5.8823529412,20.588235294,44.117647059,5.8823529412,26.470588235,8.8235294118,,,50.0
010324,63.799283153999994,,,10.394265232999999,13.620071685,34.76702509,7.1684587814,29.032258065,,,,40.501792115
010348,50.273224043999996,,,15.300546448,30.601092896,33.333333333,16.93989071,16.93989071,,,,13.661202185999999
010360,40.76433121,,,22.929936306,28.662420381999997,28.025477706999997,14.012738854,12.738853503,,,,
010388,59.878419453,,,,11.550151975999999,31.003039514,5.1671732523000005,28.875379939000002,,,,48.936170213000004
010396,68.771929825,,,22.456140351,25.964912281,40.0,8.4210526316,28.771929825,,,,31.929824561
010400,61.764705882,,,7.516339869299999,8.8235294118,33.660130719,,28.104575163000003,,,,48.366013072
010LEA,59.758423395,,,12.460267005999999,18.118245391,34.075015893,7.9465988557,25.683407501999998,,,,35.537190083
01B000,80.555555556,,,16.666666667,11.111111111,58.333333333,,22.222222222,,,8.3333333333,58.333333333
01C000,69.047619048,,,,23.80952381,40.476190476,,28.571428571,,,,61.904761905
01D000,52.941176471000006,,,,8.8235294118,35.294117647,,17.647058824000002,,,5.8823529412,47.058823528999994
020302,57.98816568,,,,13.905325444,30.769230769,,27.218934910999998,,,,48.816568047
020LEA,57.98816568,,,,13.905325444,30.769230769,,27.218934910999998,,,,48.816568047
030304,56.310679612,,,,20.388349515,31.067961165,5.8252427184,25.242718446999998,,,,49.514563107
030LEA,56.310679612,,,,20.388349515,31.067961165,5.8252427184,25.242718446999998,,,,49.514563107
040304,38.461538462,,,11.538461538,,30.769230769,,7.6923076923,,,,26.923076923000004
040305,15.789473684,,,15.789473684,,5.2631578947,,10.526315789,,,,
040306,43.47826087,,,32.173913043,,26.956521739,,16.52173913,,,,6.0869565217
040LEA,41.884816754,,,26.178010471,,26.178010471,,15.706806282999999,,,,11.518324607
050302,60.352422907,,,,21.585903084,37.444933921,,22.907488986999997,,,,54.185022026000006
050LEA,60.352422907,,,,21.585903084,37.444933921,,22.907488986999997,,,,54.185022026000006
060302,66.964285714,,,,27.678571429,37.5,5.3571428571,29.464285714000006,,,,60.714285714
060334,12.5,,,,12.5,,,12.5,,,,12.5
060700,95.0,,,,36.363636364,59.090909091,18.181818182,40.909090909,,,,72.727272727
060LEA,69.01408450699999,,,,28.169014085,38.732394366,7.0422535211,30.281690141,,,,59.85915493
06B000,85.714285714,,,14.285714286,,57.142857143,,28.571428571,,,,71.428571429
070310,20.512820513,,,17.948717949000002,,10.256410256,,10.256410256,,,,
070311,51.428571428999994,,,8.5714285714,22.857142857,28.571428571,5.7142857143,22.857142857,,,,37.142857143
070330,74.038461538,,,8.6538461538,23.076923076999996,36.538461538,,37.5,,,,60.576923077
070339,53.01204819300001,,,21.686746988000003,28.915662650999998,28.915662650999998,,24.096385541999997,,,,21.686746988000003
070342,56.93069306899999,,,19.306930692999998,25.742574256999998,33.663366337,6.4356435644,23.267326733,,,,29.207920792
070LEA,56.587473001999996,,,16.414686825,23.326133909,31.101511879,,25.485961123000003,,,,33.261339093000004
080311,51.219512195,,,31.707317073000002,,39.024390244,,12.195121950999999,,,,17.073170732
080312,35.353535354,,,31.313131313000003,,13.131313130999999,,22.222222222,,,,
080LEA,48.538011696000005,,,39.766081871,,25.730994151999997,,22.807017544,,,,5.2631578947
090330,58.282208589,,,25.766871165999998,,33.742331288,5.5214723926,24.539877301,,,,21.472392638
090368,52.352941176,,,12.941176470999999,,25.882352941,5.8823529412,26.470588235,,,,29.411764706
090LEA,55.255255255,,,19.219219219,,29.72972973,5.705705705700001,25.525525526,,,,25.525525526
09A000,40.0,,,40.0,40.0,40.0,,,,,,
100307,73.611111111,,,8.3333333333,20.833333333,34.722222222,8.3333333333,38.888888889,,,,55.555555556
100326,53.84615384600001,,,16.666666667,23.076923076999996,27.777777778,,26.068376068000003,,,,29.914529915
100334,61.567164178999995,,,6.7164179104,20.895522388,39.552238806,,22.014925373,,,,50.746268656999995
100348,58.108108108,,,6.7567567568,20.608108108,38.513513514,,19.594594595,,,,45.945945946
100LEA,57.700892857,,,9.263392857100001,20.870535714000003,34.709821429,,22.991071429,,,,42.745535714
110303,10.204081633,,,,8.1632653061,10.204081633,,,,,,
110304,61.03896103899999,,,,12.987012987,34.090909091,,26.948051948000003,,,,49.350649351
110322,68.0,,,,22.0,44.0,10.0,24.0,,,,58.0
110323,40.0,,,,6.0,30.0,,10.0,,,,34.0
110336,62.903225806,,,,17.204301075,31.720430108000002,5.3763440860000005,31.182795699,,,,53.225806452
110340,47.986577181,,,5.033557047,17.44966443,27.181208054000006,8.0536912752,20.805369128,,,,32.214765101
110352,61.538461538,,,,22.377622378,33.216783217,5.2447552448,28.321678321999997,,,,51.748251748
110380,61.660079051000004,,,,10.276679842,38.735177866,,22.924901186,,,,54.940711461999996
110416,70.572207084,,,8.446866485,14.16893733,39.237057221,,31.335149864,,,,51.226158038
110LEA,59.44775311300001,,,,15.376285869,33.78451543,5.0893340552,25.663237683000002,,,,47.049269085
111302,59.109311741000006,,,11.336032389000001,13.360323887,32.388663968,,26.720647773000003,6.0728744939,,,38.056680162
111700,80.597014925,,,5.9701492537,7.4626865672,50.746268656999995,,29.850746269000002,,,,67.164179104
111LEA,63.694267516000004,,,10.191082802999999,12.101910828,36.305732484,,27.388535031999997,,,,44.267515923999994
11C000,90.0,10.0,10.0,,,50.0,,40.0,,,,70.0
120308,8.5106382979,,,,6.3829787234,,,8.5106382979,,,,
120310,78.571428571,,14.285714286,8.9285714286,26.785714285999997,57.142857143,8.9285714286,21.428571429,,,,42.857142857
120314,47.668393781999995,,,,16.062176166,26.943005181,,20.725388601,,,,40.414507772
120318,60.251046025,,,9.6234309623,21.338912134,29.707112971,,30.543933054,,,,37.656903766
120346,67.441860465,,,,18.023255814000002,36.627906976999995,,30.813953488000003,,,,54.651162791000004
120370,56.41025641,,,,17.435897435999998,29.230769231,11.282051282000001,27.179487179000002,,,,39.487179487
120LEA,56.167400881000006,,,,18.171806167,30.286343612,,25.881057269,,,,39.977973568
