agency_code,pct_ALL_CHRON_ABSENT,pct_AM7_CHRON_ABSENT,pct_AS7_CHRON_ABSENT,pct_BL7_CHRON_ABSENT,pct_ELS_CHRON_ABSENT,pct_FEM_CHRON_ABSENT,pct_HI7_CHRON_ABSENT,pct_MALE_CHRON_ABSENT,pct_MU7_CHRON_ABSENT,pct_PI7_CHRON_ABSENT,pct_SWD_CHRON_ABSENT,pct_WH7_CHRON_ABSENT
010303,0.0104,,,,,0.0052,0.0052,0.0052,,,,0.0052
010304,0.0873,,,0.0171,0.0154,0.0342,0.0222,0.053,0.0034,,0.0136,0.0445
010308,0.1424,,,0.0096,0.0048,0.0624,0.024,0.08,0.0048,,0.0128,0.104
010310,0.2602,,0.0013,0.1321,0.0299,0.113,0.0858,0.1471,0.0136,,0.0476,0.0272
010312,0.106,,0.0041,0.0192,0.0192,0.0537,0.0289,0.0523,0.0055,,0.022,0.0482
010320,0.1428,,,0.0392,0.0084,0.056,0.0252,0.0868,0.0112,,0.0448,0.0672
010324,0.2596,0.0008,0.0008,0.049,0.0152,0.1061,0.0474,0.1535,0.0257,,0.0418,0.1358
010326,0.1982,,,0.1113,0.0365,0.1008,0.0608,0.0973,0.0086,,0.026,0.0173
010328,0.0868,,,,,0.0443,0.0035,0.0425,0.0053,,0.023,0.078
010340,0.0965,,,0.0113,0.0099,0.0482,0.0255,0.0482,0.0056,,0.0099,0.0539
010346,0.1042,,0.0026,,0.0187,0.0481,0.0213,0.0561,0.0026,,0.0133,0.0775
010347,0.1179,0.0015,0.0015,0.0245,0.0091,0.0658,0.0153,0.052000000000000005,0.0122,,0.029,0.0627
010348,0.4456,,0.0039,0.1366,0.0411,0.2148,0.1989,0.2307,0.0212,,0.0835,0.0848
010350,0.2579,,0.0015,0.0854,0.0316,0.125,0.0917,0.1329,0.0079,,0.0458,0.0712
010351,0.218,,0.002,0.1278,0.0125,0.0964,0.0293,0.1215,0.0125,,0.0398,0.0461
010353,0.1755,,,0.0309,0.0132,0.0707,0.0398,0.1047,0.0058,0.0014,0.0471,0.0973
010354,0.1568,,0.0016,0.08800000000000001,0.0176,0.0816,0.0384,0.0752,0.0064,,0.0272,0.0224
010357,0.1825,0.002,,0.0527,0.0446,0.0872,0.073,0.0953,0.0101,,0.0283,0.0446
010358,0.1487,0.0031,,0.0617,0.0094,0.0569,0.0284,0.0917,0.0142,,0.0316,0.0411
010360,0.4161,0.0011,0.0022,0.1479,0.064,0.1986,0.213,0.2174,0.0176,,0.0761,0.0342
010362,0.1031,,0.0075,0.0337,0.0037,0.0375,0.0131,0.0656,0.0056,0.0018,0.015,0.0412
010364,0.2316,,,0.1008,0.0272,0.1008,0.0517,0.1307,0.0108,,0.0544,0.0681
010372,0.2,,,0.0545,0.0327,0.0763,0.0618,0.1236,0.0036,,0.0254,0.08
010374,0.1005,,,0.043,0.0287,0.043,0.043,0.0574,0.0053,,0.0287,0.0089
010378,0.6288,,0.0103,0.268,0.0309,0.1752,0.0515,0.4536,0.0309,,0.3092,0.268
010380,0.149,,0.0036,0.0381,0.0309,0.0527,0.0418,0.0963,0.0218,,0.0363,0.0436
010384,0.0848,,0.0032,0.0272,0.0016,0.0448,0.0096,0.04,0.0096,,0.0096,0.0352
010388,0.2789,0.0006,,0.0185,0.0075,0.1336,0.0514,0.1453,0.0082,,0.0383,0.2001
010390,0.1632,,0.0013,0.0054,0.0041,0.0864,0.0233,0.0768,0.0068,,0.0356,0.1262
010392,0.1312,,,0.006999999999999999,0.0035,0.0709,0.0106,0.0602,0.006999999999999999,,0.0248,0.1063
010394,0.1152,,,0.038,0.0011,0.0552,0.0149,0.0599,0.0103,0.0011,0.0195,0.0506
010396,0.3841,0.0025,0.0041,0.14300000000000002,0.0225,0.1866,0.1004,0.1974,0.0225,0.0025,0.051,0.1087
010400,0.2401,,,0.0251,0.0159,0.1091,0.0579,0.1309,0.0075,0.0008,0.0344,0.1486
010403,0.158,,,0.012,0.0072,0.0844,0.0337,0.0735,0.0096,,0.0241,0.1025
010406,0.1162,0.0036,0.0018,0.011,0.0018,0.0719,0.0239,0.0442,0.0147,,0.0147,0.0608
010LEA,0.2015,0.0016,0.0027,0.0569,0.0183,0.0937,0.0536,0.1078,0.0112,0.0015,0.0356,0.0804
01B000,0.0432,,,0.0012,,0.0254,0.0038,0.0177,0.0012,,0.005,0.0368
01C000,0.0815,,,0.0047,0.0015,0.0423,0.0109,0.0391,,,0.0094,0.0658
01D000,0.0641,,,0.0096,,0.0256,0.0064,0.0384,0.0064,,0.0096,0.0416
020302,0.172,,,0.0069,0.0007,0.0768,0.0153,0.0952,0.0069,,0.0284,0.1428
020303,0.0277,,,0.0069,,0.0277,,,,,,0.0208
020304,0.0569,,,,0.0022,0.0296,0.0045,0.0273,,,0.0182,0.0523
020306,0.0523,,,0.0016,,0.0212,0.0032,0.031,0.0016,,0.0098,0.0458
020308,0.0845,,,0.0035,,0.0457,0.0035,0.0387,0.0035,,0.0246,0.0739
020316,0.1344,,,0.0122,0.002,0.0712,0.0122,0.0631,0.0122,,0.0244,0.0977
020320,0.1037,,,,,0.0414,0.0041,0.0622,0.0124,,0.0207,0.0871
020324,0.0528,,,0.0044,,0.0264,,0.0264,0.0044,,0.022,0.044
020328,0.1011,,,0.0037,0.0037,0.0561,0.0262,0.0449,0.0074,,0.0411,0.0636
020330,0.028,,0.0018,,,0.0224,,0.0056,,,0.0074,0.0262
020332,0.0848,,,,,0.0388,0.006999999999999999,0.0459,0.0035,,0.0176,0.0742
020LEA,0.0991,,0.0018,0.006,0.0016,0.0481,0.0104,0.0525,0.0064,,0.0213,0.0812
030304,0.1771,0.0023,,0.0069,,0.0885,0.0326,0.0885,0.0023,,0.0233,0.1328
030308,0.0735,,,,0.0098,0.0343,0.0392,0.0392,,,0.0098,0.0343
030316,0.0794,,,,0.0066,0.0529,0.0132,0.0264,,,0.0066,0.0662
030320,0.1902,,,0.0018,0.0072,0.0942,0.0579,0.096,0.0108,,0.0362,0.1195
030LEA,0.1556,0.0023,,0.004,0.0077,0.0785,0.0419,0.077,0.0071,,0.0247,0.1047
040304,0.1044,,,0.0281,,0.0722,,0.0321,0.004,,0.008,0.0722
040305,1.2631,0.0131,,1.0,0.0131,0.421,0.0394,0.8421,0.0657,,0.3026,0.1447
040306,0.3929,0.0013,0.004,0.2384,0.0054,0.1937,0.023,0.1991,0.0149,,0.0636,0.1111
040308,0.1413,,,0.0471,0.0052,0.0628,0.0104,0.0785,,,0.0157,0.0837
040309,0.268,0.0016,0.0032,0.1556,0.0112,0.13,0.016,0.138,0.0208,,0.0561,0.0706
040311,0.2586,,0.0028,0.2068,,0.1178,0.0028,0.1408,0.0086,,0.0689,0.0373
040316,0.2132,0.0036,,0.0992,,0.0698,0.0036,0.1433,0.0147,,0.0698,0.0919
040324,0.2105,,,0.1421,0.021,0.0947,0.0263,0.1157,0.0105,,0.021,0.0315
040328,0.1844,,,0.0777,0.0133,0.0755,0.02,0.1088,0.0177,,0.0311,0.0688
040330,0.238,,,0.1904,,0.0714,,0.1666,0.0059,,0.0357,0.0416
040LEA,0.2774,0.0023,0.0035,0.1688,0.0101,0.124,0.0166,0.1534,0.0154,,0.0535,0.0765
050302,0.1508,,,0.001,0.0043,0.0666,0.012,0.0841,0.0054,,0.036000000000000004,0.1322
050305,0.0917,,,,,0.0389,0.0114,0.0527,0.0045,,0.0229,0.0756
050310,0.0707,,,,0.0019,0.0412,0.0019,0.0294,,,0.0176,0.0687
050330,0.0693,,,0.0018,0.0036,0.0255,0.0072,0.0437,,,0.0145,0.0602
050335,0.0752,,,,,0.0394,0.0143,0.0358,0.0035,,0.0268,0.0573
050LEA,0.0991,,,0.0013,0.0035,0.0455,0.0097,0.0536,0.0047,,0.0252,0.0856
060302,0.2549,,,0.0056,0.0056,0.1246,0.0198,0.1303,0.0084,,0.0368,0.2209
060304,0.1946,,0.0134,,0.0134,0.0738,0.0134,0.1208,0.0134,,0.0402,0.1543
060310,0.1344,,,,0.0053,0.0537,0.0053,0.0806,0.0107,,0.0268,0.1182
060316,0.0146,,,,,0.0146,0.0097,,,,,0.0048
060318,0.1481,,0.0037,,0.0037,0.07400000000000001,0.0148,0.07400000000000001,0.0074,,0.0185,0.1222
060322,0.2395,,,,,0.1093,,0.1302,0.0052,,0.0156,0.2343
060328,0.1796,0.0039,,,0.0117,0.0703,0.0156,0.1093,0.0039,,0.08199999999999999,0.1562
060332,0.1442,,,,,0.0576,,0.0865,0.0096,,0.0192,0.1346
060334,1.2777,,,,,0.3333,,0.9444,,,0.3888,1.2777
060700,0.208,,0.0067,,,0.1543,,0.0536,,,,0.2013
060701,0.0322,,,,,0.0161,,0.0161,,,,0.0322
060LEA,0.18,0.0039,0.006999999999999999,0.0056,0.0074,0.0838,0.014,0.1075,0.0079,,0.0405,0.1599
06A000,0.9565,,,0.1739,,0.6956,0.0434,0.2608,0.1739,,0.2608,0.5652
06B000,0.0573,,,,0.0081,0.0245,0.0081,0.0327,,,0.0245,0.0491
070302,0.2133,,,0.1066,0.0095,0.0933,0.0266,0.12,0.0133,,0.0438,0.0666
070308,0.1346,,,0.0034,0.0017,0.0804,0.0069,0.0541,0.0034,,0.0262,0.1206
070310,1.2452,0.0188,,0.7735,0.0377,0.4716,0.1132,0.7735,0.0566,,0.1886,0.28300000000000003
070311,0.0041,,,,,,,0.0041,,,,0.0041
070325,0.2113,,,0.0638,,0.0958,0.0171,0.1154,0.0122,,0.0368,0.1179
070326,0.1417,,,0.0439,0.0079,0.0698,0.0079,0.0718,0.0099,,0.0319,0.0798
070327,0.1505,,,0.081,0.0038,0.0714,0.0077,0.0791,0.0115,,0.0424,0.0501
070328,0.109,,,0.0601,0.0037,0.0526,0.0112,0.0563,0.0075,,0.0263,0.03
070329,0.183,,,0.0549,0.0068,0.0823,0.0137,0.1006,0.0091,,0.0343,0.1052
070330,0.1458,,,0.0329,0.0023,0.0564,0.0141,0.0894,0.0047,,0.0117,0.0941
070338,0.1857,0.0013,,0.0737,0.0026,0.079,0.0131,0.1067,0.0079,,0.0395,0.0895
070339,0.2347,,,0.0915,0.0046,0.1032,0.0164,0.1314,0.0187,,0.0422,0.1079
070340,0.1644,,,0.0855,0.0263,0.0921,0.0065,0.0723,0.0263,,0.0526,0.046
070342,0.2065,,,0.0916,0.0094,0.1032,0.0326,0.1032,0.0052,,0.0263,0.0769
070LEA,0.1774,0.0024,,0.0725,0.0063,0.0855,0.0169,0.0951,0.0097,,0.0345,0.0815
07A000,0.1209,,,,,0.0641,0.0049,0.0567,,,0.0271,0.116
080311,0.0168,,,0.0056,,0.0168,0.0056,,,,,0.0056
080312,0.2222,,,0.1935,,0.0949,0.0017,0.1272,0.0017,,0.0394,0.025
080314,0.2332,0.002,,0.1825,,0.0993,0.004,0.1338,0.0081,,0.0507,0.0365
080348,0.2137,,,0.1379,,0.1172,0.0068,0.0965,,,0.0275,0.0689
080356,0.2017,0.0044,,0.1704,0.0089,0.0627,0.0224,0.139,,,0.0582,0.0044
080360,0.1269,,,0.071,0.0101,0.0558,0.0152,0.071,0.005,,0.0203,0.0355
080362,0.1631,,,0.1105,,0.0894,0.0026,0.0736,0.0184,,0.0263,0.0315
080LEA,0.1862,0.0027,,0.1439,0.0095,0.0832,0.0064,0.1122,0.0079,,0.039,0.0289
08A000,0.3128,,,0.276,,0.1779,,0.1349,0.0122,,0.0368,0.0245
090304,0.1937,,,0.1062,,0.1,0.0125,0.0937,0.0125,,0.025,0.0625
090315,0.1617,0.0066,,0.0297,,0.066,0.0099,0.0957,0.0132,,0.0396,0.1023
090317,0.1907,,,0.0061,0.0061,0.1015,0.0246,0.0892,0.0092,,0.0492,0.1507
090318,0.2228,,,0.0434,0.0217,0.0869,0.0597,0.1358,0.0054,,0.0489,0.1141
090320,0.1298,0.0048,,0.048,,0.0769,0.0192,0.0528,0.0192,,0.0048,0.0384
090324,0.0889,0.0084,,0.0169,0.0084,0.0635,0.0254,0.0254,,,0.0084,0.0381
090328,0.392,0.016,,0.192,0.008,0.24,0.096,0.152,0.064,,0.07200000000000001,0.024
090330,0.1351,0.0015,,0.0629,0.0046,0.066,0.0122,0.0691,0.0153,,0.0122,0.043
090332,0.14,,0.0025,0.06,0.005,0.0525,0.0175,0.0875,0.0025,,0.025,0.0575
090333,0.1674,0.0045,,0.0769,0.0022,0.0769,0.0226,0.0904,0.009000000000000001,,0.0384,0.0542
090352,0.1153,0.0064,,0.0192,0.0256,0.0448,0.0256,0.0705,0.0192,,0.032,0.0448
090365,0.1402,0.0059,,0.0268,0.0059,0.0567,0.0119,0.0835,0.0149,,0.0328,0.0805
090368,0.1468,0.0055,,0.0263,0.0069,0.0623,0.0318,0.0844,0.0069,,0.0138,0.0761
090LEA,0.1575,0.0053,0.0025,0.048,0.0072,0.0741,0.024,0.0833,0.0124,,0.0268,0.0694
09A000,0.2222,,,0.1578,0.0058,0.076,0.0233,0.1461,0.0175,,0.0116,0.0233
100302,0.1098,,,0.0198,0.0035,0.0549,0.0198,0.0549,0.0023,,0.028,0.0677
100304,0.1609,,0.0022,0.0137,,0.0528,0.0068,0.108,0.0206,,0.0459,0.1172
100307,0.0197,,,,,0.0141,,0.0056,0.0028,,,0.0169
100308,0.8512,,,0.1157,0.0165,0.3223,0.0413,0.5289,0.0826,,0.2066,0.6115
100309,0.2531,0.002,,0.0269,0.0103,0.1016,0.0228,0.1514,0.0145,,0.0539,0.1867
100310,0.1136,0.0022,,0.0068,0.0068,0.059,0.0136,0.0545,0.0045,,0.025,0.0863
100316,0.1742,0.0011,0.0011,0.0202,0.0047,0.0871,0.0202,0.0871,0.0083,,0.0369,0.1229
100320,0.1869,0.0047,,0.0271,0.0031,0.0782,0.0191,0.1086,0.0223,,0.0367,0.1134
100326,0.2849,0.0018,0.0009,0.0569,0.0064,0.1323,0.0358,0.1525,0.0174,0.0009,0.0487,0.1709
100332,0.0342,,,0.0031,0.0031,0.0171,0.0077,0.0171,,,0.0077,0.0233
100334,0.236,0.0036,,0.0255,0.0009,0.1221,0.0036,0.1139,0.0118,0.0009,0.0291,0.1905
100335,0.172,0.0027,,0.0111,0.0013,0.0797,0.0069,0.0923,0.0097,,0.0307,0.1412
100336,0.1344,0.0016,,0.005,,0.0638,0.0134,0.0705,0.005,,0.0235,0.1092
100338,0.2233,0.0016,,0.027000000000000003,0.0169,0.0947,0.0287,0.1285,0.0169,,0.0693,0.1489
100339,0.1601,0.0035,,0.0106,0.0071,0.0836,0.016,0.0765,0.0053,0.0017,0.0231,0.1227
100340,0.0749,,,0.0102,0.0017,0.0408,0.0051,0.034,0.0034,,0.0102,0.0562
100342,0.1307,,,0.0057,,0.0673,0.0115,0.0634,0.0057,,0.0173,0.1076
100344,0.0239,,,0.0019,0.0039,0.0079,0.0059,0.0159,,,0.0019,0.0159
100348,0.3212,0.0028,0.0007,0.0426,0.0049,0.1542,0.0255,0.16699999999999998,0.0063,,0.0447,0.243
100LEA,0.1847,0.0026,0.001,0.0232,0.0051,0.0865,0.017,0.0981,0.0106,0.001,0.0346,0.1334
10A000,0.0739,,,0.0097,0.001,0.0445,0.0054,0.0293,0.0076,,0.0141,0.051
10B000,0.1323,,,0.003,,0.0676,0.003,0.0646,0.0123,,0.0246,0.1138
110303,1.2519,0.0078,0.0078,0.1811,0.0472,0.5275,0.0944,0.7244,0.1102,0.0078,0.2992,0.8425
110304,0.1272,,0.0008,0.0117,0.0033,0.0614,0.0202,0.0657,0.0151,0.0008,0.0202,0.0783
110306,0.1145,,,0.0174,0.0019,0.0543,0.0077,0.0601,0.0077,,0.0349,0.0815
110308,0.1586,,,0.0068,,0.0344,0.0068,0.1241,,,0.0275,0.1448
110318,0.1165,,,0.0044,,0.0762,0.0089,0.0403,0.0089,,0.0448,0.0941
110320,0.1203,,0.0024,0.0024,,0.0761,0.0073,0.0442,0.0098,,0.0294,0.0982
110322,0.0476,,,,,0.0366,0.0073,0.0109,,,,0.0402
110323,0.6268,,,0.0447,,0.3432,0.0447,0.2835,0.0447,,0.0597,0.4925
110324,0.1068,,,0.0022,0.0159,0.0545,0.0136,0.0522,0.0022,,0.0181,0.0886
110326,0.099,0.0018,,0.0072,0.0036,0.0558,0.0036,0.0432,0.0072,,0.0198,0.0792
110332,0.0918,,0.0102,0.0068,0.0034,0.0646,0.0102,0.0272,0.0034,,0.0102,0.0612
110336,0.1668,,,0.0107,0.0067,0.0753,0.0296,0.0915,0.0094,,0.0296,0.117
110338,0.142,0.0018,,0.0094,0.0018,0.0606,0.0113,0.0814,0.0056,,0.0378,0.1136
110340,0.1923,0.0008,0.0016,0.0182,0.0182,0.0812,0.0456,0.1111,0.0107,0.0049,0.0398,0.1102
110342,0.18600000000000005,,,0.0178,0.0133,0.0803,0.0282,0.1056,0.0119,0.0059,0.0342,0.122
110348,0.1801,,,0.0349,0.0188,0.0698,0.043,0.1102,0.0161,0.0026,0.0295,0.0833
110352,0.1123,,,0.0028,0.0076,0.0533,0.019,0.059,0.0057,,0.0276,0.0847
110356,0.0938,0.0013,,0.0013,0.0054,0.0503,0.0068,0.0435,0.0122,,0.0244,0.0721
110366,0.079,,,0.0087,0.0035,0.0351,0.0105,0.0439,0.006999999999999999,,0.014,0.0527
110368,0.0555,,,0.0227,0.0025,0.0227,0.005,0.0328,0.005,0.0025,0.0126,0.0202
110370,0.0975,,,0.0025,0.0075,0.055,0.0125,0.0425,0.01,,0.02,0.0725
110372,0.1654,,,0.0359,0.0575,0.0719,0.0395,0.0935,0.0143,0.0215,0.0395,0.0539
110376,0.1624,,,0.0046,0.0023,0.0858,0.0139,0.0765,0.0069,,0.0371,0.1368
110379,0.1626,0.0017,,0.0051,0.0102,0.0839,0.0308,0.0787,0.0068,,0.0496,0.1181
110380,0.1742,0.0009,,0.0009,0.0067,0.08900000000000001,0.0319,0.0851,0.0067,,0.029,0.1335
110381,0.1173,,,0.0018,0.0036,0.0577,0.0216,0.0595,0.0036,,0.0288,0.0902
110382,0.0998,,,,0.0049,0.0449,0.0083,0.0549,0.0016,,0.0366,0.0898
110384,0.125,,,0.0409,0.0136,0.0659,0.0204,0.059,0.009000000000000001,,0.0159,0.0545
110388,0.067,0.006,,0.006,,0.0365,0.006,0.0304,,,0.0243,0.0487
110401,0.1294,,,0.0067,0.005,0.0571,0.0168,0.0722,0.0067,,0.0285,0.0991
110408,0.13699999999999998,,,0.014,0.014,0.07200000000000001,0.0281,0.065,0.0123,0.0035,0.0333,0.079
110410,0.1179,,,0.0222,0.017,0.0615,0.0307,0.0564,0.0119,,0.0205,0.0529
110412,0.128,,0.0022,0.0089,0.0089,0.0404,0.0089,0.0876,0.0044,,0.0202,0.1033
110416,0.1286,,0.0006,0.019,0.0137,0.0564,0.0393,0.0721,0.0072,,0.0183,0.0623
110420,0.1245,,0.0033,0.0134,0.0134,0.0471,0.0269,0.0774,0.0101,,0.0505,0.0707
110422,0.1109,0.0013,,0.0162,0.0148,0.0568,0.023,0.0541,0.0067,0.0013,0.027000000000000003,0.0622
110425,0.1079,,,0.0125,0.0031,0.05,0.0109,0.0579,0.0015,,0.0203,0.0829
110428,0.0835,0.0028,,,,0.0345,,0.0489,0.0028,,0.0144,0.0778
110432,0.0901,,,,0.0081,0.0368,0.0081,0.0532,0.004,,0.0122,0.0778
110436,0.1036,,,0.0054,0.0109,0.0454,0.0218,0.0581,0.0072,,0.0127,0.069
110444,0.1785,,,0.0285,,0.0642,0.0142,0.1142,0.0142,,0.0642,0.1214
110450,0.0691,,,0.0108,0.0054,0.0352,0.0149,0.0339,0.0067,,0.0122,0.0366
110451,0.1799,,,0.0306,0.0069,0.1018,0.0195,0.0781,0.0083,,0.0376,0.1213
110500,0.0568,,,,,0.0335,0.0025,0.0232,0.0025,,,0.0516
110LEA,0.1338,0.0016,0.002,0.0135,0.0096,0.0636,0.0214,0.0702,0.0086,0.0041,0.0288,0.0899
111302,0.2267,,0.0031,0.0825,0.0031,0.1233,0.0177,0.1034,0.0156,,0.0438,0.1076
111304,0.1528,,0.0031,0.0382,0.0063,0.07,0.0095,0.0828,0.0222,0.0031,0.0477,0.0764
111306,0.0783,,,0.0474,,0.0371,0.002,0.0412,0.0061,,0.0144,0.0226
111307,0.1489,,,0.0638,,0.0638,0.0212,0.0851,,,,0.0638
111312,0.1194,,,0.0405,0.0021,0.0639,0.0149,0.0554,0.0085,,0.0191,0.0554
111332,0.1065,,,0.0566,0.0045,0.0612,0.0113,0.0453,0.009000000000000001,0.0022,0.0317,0.0272
111356,0.1558,0.0026,,0.0462,,0.0845,0.0145,0.0713,0.0052,,0.0383,0.0871
111360,0.0894,,,0.0423,,0.0352,0.0094,0.0541,0.0094,,0.0188,0.0282
111369,0.1923,,,0.1025,,0.1025,0.0256,0.0897,0.0128,,0.1025,0.0512
111700,0.2493,,0.0026,0.0509,,0.1581,0.0348,0.0911,0.0187,0.0026,0.0214,0.1394
111LEA,0.1557,0.0026,0.003,0.0554,0.0036,0.0837,0.0147,0.07200000000000001,0.0113,0.0026,0.0325,0.07200000000000001
11A000,0.0453,,,,,0.0226,0.0022,0.0226,0.0045,,0.0068,0.0385
11B000,0.0918,,,0.0076,,0.0306,0.0025,0.0612,,,0.0127,0.0816
11C000,0.097,,,0.0047,0.0023,0.0402,0.0059,0.0568,0.0023,,0.0177,0.084
11D000,0.1486,0.0021,0.0021,0.0021,,0.0594,0.0106,0.0891,0.0042,,0.0297,0.1273
11K000,0.0454,0.0113,0.0056,0.017,,0.0227,,0.0227,,,0.0113,0.0113
120304,0.1213,,,0.0057,,0.0578,0.0231,0.0635,0.0173,,0.0404,0.0751
120308,1.2803,,,0.1962,0.0467,0.4485,0.1028,0.8317,0.056,0.028,0.3084,0.8971
120312,0.086,,0.0069,,0.0116,0.0348,0.0069,0.0511,0.0069,0.0023,0.0255,0.0627
120314,0.1451,,0.0065,0.0032,0.0032,0.0687,0.012,0.0764,0.0054,,0.0305,0.1179
120315,0.1022,,,,,0.0644,0.0047,0.0377,0.0078,,0.0172,0.0896
120316,0.0405,,,0.0023,0.0095,0.0262,0.0143,0.0143,0.0095,,0.0095,0.0143
120318,0.177,0.0009,0.0045,0.0155,0.0119,0.0862,0.0247,0.0908,0.0128,0.0009,0.0339,0.1174
120320,0.0532,,,,,0.0282,0.0031,0.025,,,0.0062,0.0501
120324,0.0923,,0.0076,0.0128,,0.0435,0.0051,0.0487,0.0076,,0.0179,0.0589
120334,0.0761,,0.0019,0.0019,0.0019,0.041,0.0078,0.0351,0.0039,,0.0156,0.0605
120338,0.1123,,0.0028,,0.0028,0.0617,0.0084,0.0505,0.0084,,0.0224,0.0926
120340,0.0717,,0.0019,0.0038,0.0348,0.0387,0.029,0.0329,0.0077,0.0077,0.0096,0.0213
120344,0.1041,,0.0034,,0.0069,0.0416,0.0034,0.0625,0.0034,,0.0243,0.0937
120346,0.1254,,0.0016,0.0064,,0.061,0.0048,0.0643,0.0032,,0.0257,0.1093
120350,0.0496,,,0.0017,,0.0283,,0.0212,0.0017,,0.0124,0.046
120352,0.279,,,0.0116,0.0465,0.093,0.0581,0.18600000000000005,0.0232,0.0116,0.279,0.1744
120360,0.0706,,,0.006999999999999999,0.0035,0.0212,0.006999999999999999,0.0494,0.0035,,0.0282,0.053
120364,0.0427,,,0.0125,,0.0201,,0.0226,,,0.01,0.0301
120368,0.0731,,0.0047,,,0.0471,,0.0259,0.0023,,0.0117,0.066
120370,0.1009,0.001,0.001,0.0052,0.0093,0.0561,0.0135,0.0447,0.002,0.001,0.0176,0.077
120372,0.0677,,0.0052,,,0.0208,,0.0468,0.0052,,0.0104,0.0572
120374,0.0665,,0.0022,,0.0044,0.0421,0.0044,0.0243,0.0066,,0.0088,0.0532
120376,0.0878,,0.0059,0.0019,,0.0419,0.0039,0.0459,0.0099,,0.0239,0.0658
120380,0.0833,,0.0026,0.0052,,0.039,0.013,0.0442,0.0104,,0.013,0.052000000000000005
120386,0.0899,0.0025,0.0025,0.0051,0.0025,0.0385,0.0051,0.0514,0.0051,,0.0257,0.0694
120390,0.0665,,,0.0107,0.0128,0.0214,0.015,0.045,0.0064,0.0064,0.0064,0.0278
120LEA,0.1079,0.0012,0.0037,0.009000000000000001,0.0103,0.0519,0.0128,0.056,0.0071,0.0038,0.024,0.0793
12A000,0.1,,,,,0.0464,0.0071,0.0535,0.0035,,0.025,0.0892
130304,0.1304,,0.0011,0.0217,0.0091,0.0537,0.0251,0.0766,0.0102,,0.0148,0.07200000000000001
130307,0.1052,0.0016,0.0045,0.0147,0.0005,0.0447,0.0107,0.0605,0.0067,,0.013,0.0667
130308,0.069,,,0.0034,0.0017,0.031,0.0103,0.0379,0.0051,,0.0207,0.05
130309,0.0861,,0.0047,0.0143,0.0071,0.0287,0.0215,0.0574,0.0119,,0.0143,0.0334
130310,0.1811,0.0006,0.0012,0.0395,0.0054,0.0954,0.0376,0.0857,0.0079,,0.0267,0.0942
130311,0.0764,,0.0065,0.0349,0.0043,0.0349,0.0043,0.0414,0.0109,,0.0087,0.0196
130312,0.0347,,0.0018,0.0046,0.0037,0.0131,0.0037,0.0215,0.0046,0.0009,0.0093,0.0187
130313,0.1748,,,0.069,0.0133,0.0734,0.0467,0.1013,0.01,,0.0345,0.0489
130314,0.2542,,0.0008,0.079,0.0225,0.1242,0.0807,0.1299,0.0121,0.0008,0.0387,0.0807
130315,0.0411,,0.0031,0.0047,0.0031,0.0268,0.0094,0.0142,0.0015,,0.0094,0.0221
130316,0.2286,,0.0007,0.0595,0.0219,0.1057,0.0681,0.1229,0.006999999999999999,0.0007,0.0477,0.0924
130317,0.8854,,,0.5,0.0208,0.2291,0.1562,0.6562,0.0416,,0.177,0.1875
130318,0.1448,0.0009,0.0009,0.0305,0.0038,0.06,0.0238,0.0848,0.0152,,0.0381,0.0734
130319,0.0248,,0.0069,0.0029,0.0009,0.0109,0.0029,0.0138,0.0019,,0.0089,0.0099
130320,0.0536,0.0007,0.0007,0.0099,0.0007,0.0222,0.0053,0.0314,0.003,,0.0099,0.0337
130321,0.0833,0.0012,0.0025,0.0214,0.0101,0.0315,0.0202,0.0517,0.0088,,0.0214,0.029
130322,0.0677,0.0015,,0.0046,,0.0354,0.0061,0.0323,0.003,,0.0092,0.0523
130323,0.1116,,,0.0062,0.0015,0.0558,0.0093,0.0558,0.0031,,0.0294,0.093
130324,0.1586,,,0.0022,,0.0678,0.0103,0.0908,0.0045,,0.0229,0.1413
130325,0.1033,,0.0044,0.0177,0.0103,0.0398,0.0088,0.0635,0.0044,,0.0147,0.0679
130326,0.1518,,,0.0285,0.0084,0.0709,0.0377,0.0809,0.0077,,0.0208,0.0778
130327,0.1209,,0.0033,0.0335,0.0078,0.0582,0.019,0.0627,0.0089,,0.0167,0.0559
130328,0.1375,,,0.0666,0.0125,0.0791,0.0208,0.0583,,,0.0125,0.05
130329,0.0901,,,0.0263,0.0055,0.0499,0.0152,0.0402,0.0097,,0.0235,0.0388
130330,0.0742,,,0.0257,0.0028,0.0314,0.0057,0.0428,0.0028,,0.0171,0.04
130331,0.0668,,0.0035,0.0143,0.0047,0.0357,0.0059,0.031,0.0059,,0.0178,0.0369
130332,0.0723,0.0011,0.0005,0.011,0.0005,0.0355,0.0052,0.0367,0.004,0.0005,0.0075,0.0495
130333,0.9159,,,0.1008,0.0252,0.5378,0.2184,0.3781,0.0336,,0.1176,0.563
130336,0.0564,,0.0101,0.0057,0.0072,0.0332,0.0043,0.0231,0.0014,0.0014,0.0115,0.0332
130337,0.0419,,0.0012,,0.0012,0.0111,0.0086,0.0308,0.0012,,0.0098,0.0308
130338,0.0803,,0.0058,0.0107,0.0186,0.0333,0.0313,0.047,0.0058,,0.0176,0.0264
