agency_code,pct_ALL_CHRON_ABSENT,pct_AM7_CHRON_ABSENT,pct_AS7_CHRON_ABSENT,pct_BL7_CHRON_ABSENT,pct_ELS_CHRON_ABSENT,pct_FEM_CHRON_ABSENT,pct_HI7_CHRON_ABSENT,pct_MALE_CHRON_ABSENT,pct_MU7_CHRON_ABSENT,pct_PI7_CHRON_ABSENT,pct_SWD_CHRON_ABSENT,pct_WH7_CHRON_ABSENT
510327,0.1537,0.0012,,0.024,0.009000000000000001,0.0714,0.0336,0.0822,0.0042,,0.0312,0.0906
510328,0.062,,0.0012,0.0145,0.0097,0.0291,0.0145,0.0328,0.0036,,0.0182,0.0279
510329,0.1155,,0.0009,0.0129,0.0009,0.0408,0.0209,0.0747,0.0039,0.0009,0.0229,0.0756
510330,0.1565,0.0015,,0.0547,0.0091,0.0683,0.0243,0.0881,0.0182,,0.0303,0.0577
510332,0.1146,,,0.0219,0.0202,0.0472,0.0337,0.0674,0.0016,,0.0219,0.0573
510333,0.1499,0.001,,0.0173,0.0083,0.0707,0.0414,0.0791,0.0078,,0.0267,0.0823
510334,0.0805,,,0.021,0.0052,0.0315,0.014,0.049,0.0035,,0.021,0.042
510336,0.1021,,,0.0162,0.0145,0.0551,0.0291,0.047,0.0048,,0.0226,0.0518
510340,0.1317,0.0018,,0.0157,0.0139,0.0686,0.0352,0.063,0.0055,,0.025,0.0732
510342,0.1948,,,0.0218,0.0139,0.0775,0.0556,0.1172,0.0139,,0.0616,0.1033
510343,0.0487,,,0.006,,0.0152,0.003,0.0335,,,0.0091,0.0396
510344,0.1756,0.0015,0.0015,0.02,0.0092,0.0816,0.0477,0.0939,0.0092,,0.0462,0.0955
510356,0.1293,,,0.0182,0.0163,0.0619,0.0346,0.0673,0.0109,,0.0273,0.0655
510358,0.1156,0.0011,,0.008,0.0091,0.0504,0.0274,0.0652,0.0068,,0.0114,0.0721
510359,0.1032,0.0014,,0.006999999999999999,0.0056,0.0495,0.024,0.0537,0.0084,,0.024,0.0622
510360,0.1663,,,0.0115,0.0065,0.0823,0.0247,0.084,0.0082,,0.0444,0.1219
510364,0.1461,,,0.0152,0.0089,0.0798,0.0331,0.0663,0.0062,,0.0286,0.0914
510367,0.0175,,,0.0131,,0.0131,0.0043,0.0043,,,,
510368,0.2624,0.0063,0.0025,0.0522,0.0152,0.1121,0.0624,0.1503,0.0114,,0.07,0.1273
510372,0.0887,,,0.0134,0.0215,0.0456,0.0349,0.043,0.0026,,0.0188,0.0376
510373,0.0715,,,0.0044,0.0074,0.0461,0.0119,0.0253,0.0044,,0.0119,0.0506
510374,0.1042,,,0.0109,0.0082,0.0452,0.0219,0.0589,0.0013,,0.0288,0.0699
510376,0.1088,,,0.0171,0.005,0.0483,0.0161,0.0604,0.006999999999999999,,0.0352,0.0685
510377,0.0649,,0.0028,0.0037,0.0037,0.0291,0.0131,0.0357,0.0028,,0.0122,0.0423
510378,0.0878,0.0011,0.0011,0.0056,0.0101,0.0394,0.0135,0.0484,0.0056,,0.0168,0.0608
510379,0.1333,,0.0024,0.0248,0.0088,0.061,0.0208,0.0722,0.0048,0.0008,0.0273,0.0795
510382,0.0106,,,,,0.0106,,,,,,0.0106
510388,0.1763,,0.0013,0.073,0.0316,0.0936,0.0619,0.0826,0.0137,,0.0289,0.0261
510390,0.2031,,0.0019,0.0907,0.0335,0.0749,0.0788,0.1282,0.0078,,0.0631,0.0236
510396,0.116,,,0.0509,0.0183,0.0549,0.0407,0.061,0.002,,0.0264,0.0224
510397,0.1813,,,0.0532,0.0282,0.0765,0.0648,0.1048,0.0133,,0.0599,0.0499
510399,0.2794,,0.0007,0.08199999999999999,0.0425,0.1246,0.13,0.1547,0.0077,,0.0572,0.0588
510402,0.0528,,0.0008,0.0096,0.004,0.024,0.0136,0.0288,0.0016,,0.0192,0.0272
510404,0.1458,0.0018,,0.0587,0.034,0.0738,0.053,0.0719,0.0056,,0.0378,0.0265
510406,0.154,0.0014,,0.0193,0.0128,0.0816,0.0365,0.0723,0.0057,,0.03,0.0909
510408,0.1203,,,0.0338,0.0281,0.0488,0.0432,0.0714,0.0037,,0.0338,0.0394
510410,0.0855,,,0.0065,0.012,0.0418,0.025,0.0436,0.0027,,0.0241,0.0511
510411,0.0509,,,0.0063,0.0015,0.0207,0.0127,0.0302,0.0095,,0.0159,0.0222
510412,0.0357,,,0.0153,,0.0102,0.0102,0.0255,,0.0017,0.0153,0.0085
510414,0.0233,,0.0009,0.0009,0.0019,0.0106,0.0019,0.0126,0.0019,0.0009,0.0087,0.0165
510LEA,0.1229,0.0017,0.0013,0.0229,0.0132,0.0569,0.0338,0.0661,0.0059,0.001,0.0284,0.0597
51A000,0.076,,,0.0086,0.001,0.038,0.0173,0.038,0.0032,,0.0054,0.0466
520304,0.2272,,,0.0909,0.0075,0.1136,0.0227,0.1136,0.0378,,,0.0757
520308,0.2661,,,0.0287,0.0071,0.1654,0.0143,0.1007,0.0287,,0.0575,0.1942
520320,0.2786,,,0.0712,,0.1331,0.0309,0.1455,0.0154,,0.0433,0.1609
520324,0.2278,,,0.0569,,0.0949,0.0063,0.1329,0.0126,,0.0379,0.1518
520328,0.16,,,0.032,,0.07200000000000001,0.008,0.08800000000000001,0.008,,,0.112
520336,0.2234,,,0.0744,0.0159,0.0797,0.0531,0.1436,0.0106,,0.0638,0.0851
520LEA,0.2394,,,0.0619,0.0108,0.1126,0.0253,0.1267,0.0178,,0.0495,0.1342
530302,0.1177,,,0.0366,0.0091,0.0412,0.0336,0.0764,0.0091,,0.0198,0.0382
530306,1.2068,,,0.5517,0.1724,0.431,0.3793,0.7758,0.0689,,0.1551,0.2068
530308,0.0224,0.0017,,0.0051,,0.0103,,0.012,0.0034,,0.0017,0.012
530312,0.1186,,,0.0395,0.023,0.0477,0.0395,0.0708,0.0032,,0.0197,0.0362
530314,0.1442,,,0.0372,0.0064,0.0664,0.0178,0.0777,0.0145,,0.0259,0.0745
530316,0.365,,,0.0634,0.0476,0.1587,0.1111,0.2063,0.0158,,0.365,0.1746
530320,0.1177,,,0.0119,0.0089,0.0715,0.0357,0.0461,0.0044,,0.0193,0.0655
530335,0.0334,0.0037,,0.0037,,0.026,0.0074,0.0074,,,,0.0185
530336,0.1693,0.0006,,0.0396,0.0215,0.0819,0.0577,0.0873,0.0094,,0.0241,0.0618
530340,0.0798,0.0013,,0.0157,0.013,0.0418,0.0314,0.0379,0.0065,,0.0117,0.0248
530341,0.1014,,,0.0136,0.0057,0.0478,0.0285,0.0535,0.0057,,0.0148,0.0535
530343,0.1327,0.0018,,0.0209,0.009000000000000001,0.0681,0.0409,0.0645,0.009000000000000001,,0.0154,0.06
530346,0.0372,0.0014,,0.0071,0.0014,0.0186,0.0042,0.0186,,,0.0143,0.0243
530354,0.1049,,0.0027,0.0414,0.0069,0.0538,0.0207,0.0511,0.0013,,0.0193,0.0386
530356,0.1219,0.0015,,0.0406,0.0105,0.0572,0.0421,0.0647,0.0045,,0.0271,0.0331
530358,1.0,,,0.6666,0.1666,0.3333,0.1666,0.6666,0.1666,,0.3333,
530LEA,0.1188,0.0014,0.0027,0.0295,0.0126,0.0565,0.0366,0.0623,0.0074,,0.0215,0.047
540304,0.077,,,0.0256,0.0055,0.0348,0.0128,0.0422,0.0018,,0.0165,0.0366
540308,0.1626,,,0.0715,0.0092,0.0715,0.0242,0.0911,0.0069,,0.0403,0.0599
540312,0.15,0.002,,0.052000000000000005,0.01,0.08199999999999999,0.024,0.068,0.01,,0.028,0.062
540315,0.2662,,0.0043,0.2344,0.0043,0.1302,0.0086,0.136,0.0086,0.0014,0.0463,0.0086
540316,0.1209,,,0.0362,0.01,0.0584,0.0141,0.0625,0.0241,,0.0302,0.0463
540317,0.005,,,,,,,0.005,,,,0.005
540318,0.9189,,,0.5675,,0.2567,0.0135,0.6621,0.0405,,0.3243,0.2972
540320,0.1798,,,0.0372,0.0087,0.0723,0.0394,0.1074,0.0175,,0.0372,0.0855
540324,0.2125,0.0011,0.0011,0.0891,0.0102,0.1108,0.0365,0.1017,0.008,,0.0422,0.0765
540325,0.2024,0.002,,0.1776,0.0041,0.1239,0.0061,0.0785,0.0082,,0.0557,0.0082
540326,0.1164,,0.004,0.0883,0.004,0.0421,0.004,0.0742,0.004,0.002,0.016,0.014
540328,0.101,,,0.0147,0.0168,0.0547,0.0357,0.0463,0.0042,,0.0315,0.0463
540330,0.1858,,0.0022,0.1659,0.0022,0.0951,0.0022,0.0907,0.0088,,0.0353,0.0066
540336,0.1986,,,0.041,0.0041,0.1054,0.0356,0.0931,0.0136,,0.041,0.1082
540338,0.2194,0.0042,,0.2109,,0.1265,,0.0928,0.0042,,0.0379,
540340,0.1815,,,0.0215,0.0153,0.0923,0.0338,0.0892,0.0153,,0.04,0.1107
540344,0.2058,0.0016,,0.0275,0.0032,0.094,0.034,0.1118,0.0081,,0.0599,0.1345
540LEA,0.1772,0.0018,0.0027,0.0883,0.0074,0.0883,0.0228,0.0909,0.0097,0.0016,0.0406,0.0597
54A000,0.2553,,,0.25,,0.1117,,0.1436,0.0053,,0.0531,
550308,1.2241,,,0.1034,,0.3103,0.0689,0.9137,0.0517,,0.4137,1.0
550312,0.2034,,,0.029,0.0174,0.0697,0.0232,0.1337,0.0174,,0.0232,0.1337
550314,0.0734,,,0.0052,,0.0332,0.0017,0.0402,0.0052,,0.0139,0.0611
550316,0.0912,,,0.0124,0.0124,0.029,0.0207,0.0622,0.0082,,0.0165,0.0497
550320,0.1175,,,0.0054,,0.0604,0.0043,0.0571,0.0043,,0.0109,0.1032
550322,0.1122,,,0.0044,0.0014,0.0531,0.0059,0.059,,,0.0236,0.1019
550324,0.1216,,,0.0118,0.0029,0.0682,0.0089,0.0534,0.0178,,0.0148,0.083
550328,0.1291,,0.0022,0.0022,0.0044,0.0579,0.0089,0.0712,0.0066,,0.0489,0.1091
550332,0.1882,,0.0012,0.0281,0.0085,0.0916,0.0305,0.0965,0.0097,,0.0391,0.1185
550334,0.1904,,,0.0208,0.0016,0.0816,0.0176,0.1088,0.0144,,0.056,0.1376
550336,0.2154,,0.0033,0.0033,0.0033,0.101,0.0168,0.1144,0.0168,,0.0606,0.175
550340,0.1486,,,0.0023,0.0023,0.0503,0.0191,0.0983,0.0119,,0.0383,0.1151
550342,0.1585,,,,0.0091,0.0853,0.0182,0.0731,0.006,,0.0457,0.1341
550344,0.0874,,,0.0051,0.002,0.039,0.0082,0.0483,0.003,,0.0164,0.0709
550348,0.0842,,,0.0035,,0.0456,0.0035,0.0385,0.0035,,0.0105,0.0736
550349,0.0739,,,0.0027,,0.0328,,0.041,0.0027,,0.0301,0.0684
550350,0.091,,,,0.0014,0.0336,0.006999999999999999,0.0574,0.0028,,0.0112,0.0812
550356,0.0562,,,,0.0017,0.0228,0.0052,0.0333,,,0.0052,0.0509
550360,0.1239,,,0.0123,0.0041,0.0661,0.033,0.0578,,,0.0123,0.0785
550362,0.0595,,,0.0017,,0.0297,0.0017,0.0297,0.0035,,0.0052,0.0525
550364,0.1052,,,,,0.0413,,0.0639,0.0037,,0.0338,0.1015
550368,0.1568,,,0.0023,0.0035,0.0825,0.0141,0.0742,0.0058,,0.033,0.1344
550372,0.1744,,,0.0016,0.0033,0.0771,0.0117,0.0973,0.005,,0.0369,0.156
550LEA,0.1293,,0.0019,0.0086,0.0039,0.0583,0.012,0.0709,0.0072,,0.0278,0.1041
55A000,0.0442,,,0.0029,,0.0241,0.0029,0.0201,0.0024,,0.0049,0.0359
560304,0.0914,,,,,0.0457,0.0091,0.0457,0.0091,,0.0335,0.0731
560316,0.1456,,,0.0054,0.0082,0.0631,0.0219,0.0824,0.0054,,0.0329,0.1126
560320,0.1384,,,,0.0054,0.0615,0.0164,0.0769,0.001,,0.0219,0.1208
560324,0.0864,,0.003,,0.003,0.037000000000000005,0.0123,0.0493,,,0.0123,0.0709
560328,0.1045,,,,0.0026,0.0563,0.008,0.0482,0.0026,,0.0294,0.0938
560329,0.0529,,,,,0.0397,0.0198,0.0132,,,,0.0331
560330,0.1645,,,0.0017,0.0053,0.0715,0.0196,0.093,0.0071,,0.0304,0.1359
560331,0.1391,0.0015,0.0015,0.0015,0.003,0.0718,0.0137,0.0672,0.0076,,0.0259,0.1131
560332,0.2048,0.012,,,,0.1084,0.024,0.0963,0.012,,0.012,0.1566
560338,0.1139,,,,0.0042,0.0527,0.0147,0.0611,0.0021,,0.0316,0.097
560350,1.2095,0.019,,0.0095,0.1047,0.4857,0.1428,0.7238,0.0285,,0.2571,1.0095
560LEA,0.1537,0.0047,0.002,0.0029,0.0074,0.0705,0.0184,0.0832,0.0054,,0.0323,0.1278
570306,0.1443,,,,0.0025,0.0644,0.0025,0.0798,0.0025,,0.0386,0.1391
570312,0.1692,0.0076,,,,0.1076,,0.0615,0.0076,,0.0307,0.1538
570317,0.063,,,,,0.0294,0.0042,0.0336,,,0.0042,0.0588
570318,0.3501,0.0018,,,,0.1629,0.0112,0.1872,0.0018,,0.0636,0.3352
570319,0.1434,,,0.002,,0.0646,,0.0787,,,0.0323,0.1414
570320,0.002,,,,,,0.002,0.002,,,0.002,
570LEA,0.1553,0.003,,0.002,0.0025,0.0924,0.0054,0.0825,0.0028,,0.0313,0.1887
580308,0.1807,,0.003,0.1174,0.009000000000000001,0.0813,0.006,0.0993,0.003,,0.0481,0.0512
580312,0.1786,,0.0026,0.1013,0.0026,0.08800000000000001,0.0133,0.0906,0.0106,,0.032,0.0506
580316,0.1764,,,0.1003,0.0034,0.0657,0.0103,0.1107,0.0138,,0.0276,0.0519
580320,0.0733,,,0.0458,0.0183,0.0366,0.0183,0.0366,,,0.0183,0.0091
580324,0.1198,,,0.0506,0.0046,0.0506,0.0138,0.0691,,,0.0322,0.0552
580344,0.1392,,,0.059,,0.0759,0.0084,0.0632,0.0042,,0.0084,0.0675
580350,0.2216,,,0.1179,,0.1273,0.0188,0.0943,0.0094,,0.0424,0.0754
580356,0.1354,,,0.0239,,0.0517,0.0159,0.0836,,0.0039,0.0398,0.0916
580368,0.2195,,,0.1346,,0.1014,0.0129,0.118,0.0092,,0.0424,0.0627
580372,0.1875,,0.0021,0.1012,,0.0818,0.0172,0.1056,0.0064,,0.0215,0.0603
580LEA,0.1756,,0.0025,0.0947,0.006,0.0809,0.0132,0.0947,0.0081,0.0039,0.0326,0.0597
58B000,0.125,,,,,0.06,0.005,0.065,,,0.0275,0.12
590306,0.0688,,,,0.0032,0.0393,0.0196,0.0295,0.0065,,0.0229,0.0426
590310,0.2482,,,0.0121,0.0017,0.1059,0.0243,0.1423,0.0034,,0.0815,0.2083
590316,0.1652,,,,,0.0909,0.0055,0.0743,0.0055,,0.0192,0.1542
590320,0.1243,,,,0.0105,0.0634,0.0211,0.0608,0.0105,,0.0211,0.0925
590328,0.0035,,,,,,0.0035,0.0035,,,,
590330,0.2066,0.0013,0.0013,0.0039,0.0097,0.0827,0.0254,0.1238,0.0071,,0.0488,0.1675
590332,0.1362,0.0027,0.0027,0.0081,0.0054,0.0681,,0.0681,0.0136,,0.0354,0.1089
590336,0.1445,0.004,,,0.008,0.0722,0.016,0.0722,,,0.0321,0.1244
590340,0.1297,,,,,0.0664,0.0031,0.0632,0.0031,,0.0348,0.1234
590344,0.1676,,0.003,0.0091,0.0152,0.0975,0.0182,0.0701,0.0091,,0.0365,0.128
590352,0.1088,,,0.0022,0.0068,0.0362,0.0158,0.0725,,,0.0476,0.0907
590356,0.14400000000000002,,,,0.0067,0.0636,0.0184,0.0804,0.0083,,0.0301,0.1172
590393,0.1751,,,0.0036,,0.062,0.0109,0.1131,0.0072,,0.0474,0.1532
590LEA,0.1586,0.0018,0.0017,0.0059,0.0077,0.07400000000000001,0.018000000000000002,0.08800000000000001,0.0073,,0.0418,0.13699999999999998
600300,0.0878,,0.0055,0.0462,0.0249,0.0406,0.0286,0.0471,0.0009,,0.0138,0.0064
600301,0.1744,0.0008,0.0116,0.0697,0.0295,0.0813,0.0724,0.093,0.0017,,0.0268,0.0178
600302,0.0728,,0.0069,0.0094,0.0031,0.0378,0.0126,0.035,0.0028,,0.011,0.041
600305,0.1098,,0.0022,0.0599,0.0066,0.0488,0.0255,0.061,0.0033,,0.0177,0.0188
600308,0.1605,,0.0077,0.1392,0.0096,0.058,0.0096,0.1025,0.0038,,0.0232,
600311,0.17,,,0.1514,0.0037,0.0635,0.0037,0.1065,0.0112,,0.0242,0.0037
600312,0.1062,0.0003,0.0007,0.0148,0.0053,0.0487,0.0194,0.0575,0.0038,,0.0159,0.067
600313,0.108,,0.0012,0.0099,0.0031,0.0559,0.0198,0.0521,0.0037,,0.013,0.0732
600314,0.0597,,0.0031,0.0042,0.0053,0.0287,0.0053,0.0309,0.0063,,0.0085,0.0405
600316,0.0956,,0.0225,0.0637,0.0093,0.0375,0.0018,0.0581,0.0018,0.0018,0.0112,0.0037
600317,0.262,0.0013,0.0104,0.1747,0.0299,0.1016,0.0508,0.1603,0.0065,,0.0521,0.0182
600318,0.1253,,0.0013,0.0706,0.016,0.0613,0.0293,0.064,0.0026,,0.0173,0.0213
600319,0.1271,,0.0018,0.0284,0.0246,0.0645,0.0588,0.0626,0.0075,,0.0208,0.0303
600322,0.0439,,0.0146,0.0066,0.0039,0.0266,0.0013,0.0173,0.0026,,0.0106,0.0186
600328,0.0558,,0.0051,0.0168,0.0038,0.0311,0.0064,0.0246,0.0012,,0.0064,0.0259
600329,0.1541,,0.0012,0.0556,0.0505,0.0906,0.0777,0.0634,0.0064,,0.0155,0.0129
600333,0.1612,,0.0009,0.0414,0.0313,0.0737,0.0654,0.0875,0.0036,,0.0294,0.0497
600335,0.2625,,0.0031,0.2187,0.0125,0.1437,0.025,0.1187,0.0125,,0.025,0.0031
600336,0.0205,,,0.0034,,0.0102,0.0034,0.0102,,,,0.0136
600338,0.1104,,,0.0453,0.0138,0.0611,0.0256,0.0493,0.0078,,0.0138,0.0315
600341,0.1723,0.0021,0.0021,0.085,0.0283,0.073,0.0697,0.0992,0.0021,0.001,0.0141,0.0098
600344,0.0378,,,0.0063,0.0088,0.0176,0.0252,0.0202,,,0.0012,0.0063
600345,0.0772,,0.0059,0.013,0.0048,0.0342,0.0103,0.043,0.0032,,0.0092,0.0446
600346,0.0762,,0.0016,0.0146,0.0032,0.0519,0.0064,0.0243,0.0016,,0.0016,0.0519
600349,0.0462,,,0.0179,0.0089,0.0308,0.0141,0.0154,,,0.0012,0.0141
600351,0.2252,,0.0013,0.1796,0.0067,0.0884,0.0227,0.1367,0.0067,,0.0549,0.0147
600352,0.0725,,0.003,0.0332,0.0135,0.0362,0.0241,0.0362,0.0015,,0.006,0.0105
600353,0.0715,0.0013,0.0013,0.0156,0.0065,0.0455,0.0117,0.026,0.0039,,0.0117,0.0377
600357,0.0564,,,0.0028,0.0042,0.0324,0.0141,0.024,,,0.006999999999999999,0.0395
600361,0.1555,0.0004,0.0047,0.0521,0.0153,0.0694,0.0445,0.0861,0.0071,,0.0177,0.0464
600362,0.1186,,0.0069,0.0732,0.0139,0.0541,0.0244,0.0645,0.0069,0.0017,0.0087,0.0052
600364,0.3291,,0.0062,0.1304,0.0434,0.1739,0.149,0.1552,0.0062,,0.0496,0.0372
600365,0.1518,,0.0032,0.0823,0.0355,0.0775,0.063,0.0743,0.0016,,0.0177,0.0016
600366,0.01,,,0.004,0.004,0.004,0.006,0.006,,,,
600367,0.0354,,,0.0162,0.0014,0.0177,0.0014,0.0177,,,0.0059,0.0177
600368,0.1768,,,0.1243,0.021,0.0963,0.0332,0.0805,0.014,,0.0105,0.0052
600369,0.0966,0.0026,,0.0456,0.0117,0.0391,0.0261,0.0574,0.0065,,0.0182,0.0156
600374,0.2892,,,0.2668,0.0101,0.1344,0.0162,0.1547,0.004,,0.0488,0.002
600377,0.1716,,0.0093,0.0845,0.0222,0.0751,0.0474,0.0964,0.0074,0.0004,0.0173,0.0222
600379,0.0695,,0.0067,0.0291,0.0044,0.0291,0.0044,0.0403,0.0044,,0.0156,0.0246
600381,0.1756,,0.0097,0.0939,0.0414,0.0682,0.0573,0.1073,0.0012,,0.0292,0.0134
600382,0.0506,,0.0147,0.0036,0.011,0.022,0.0055,0.0285,0.0009,,0.0009,0.0257
600383,0.0266,,0.0142,0.0053,0.0035,0.0106,0.0008,0.016,,,0.0008,0.0062
600384,0.0349,,,0.0194,0.0038,0.0174,0.0077,0.0174,0.0019,,0.0038,0.0058
600385,0.0753,,0.0134,0.0067,0.008,0.0376,0.0188,0.0376,0.0053,0.0013,0.0094,0.0296
600386,0.2113,,,0.1178,0.0162,0.1666,0.0569,0.0447,0.004,,0.0081,0.0325
600392,0.0308,,0.0149,0.0019,0.0079,0.0119,0.0029,0.0189,,,0.0059,0.0109
600394,0.15,0.0009,0.0029,0.0493,0.0038,0.0619,0.029,0.08800000000000001,0.0048,,0.0271,0.0629
600397,0.3721,0.0011,0.0201,0.1673,0.1032,0.1643,0.1584,0.2077,0.0089,0.0005,0.0451,0.0154
600398,0.1216,0.002,,0.0701,0.0206,0.0721,0.0268,0.0494,0.002,,0.0247,0.0206
600399,0.1491,0.0006,0.0034,0.0742,0.0048,0.0694,0.0178,0.0797,0.0013,,0.0254,0.0515
600404,0.0287,,,,,0.0057,0.0229,0.0229,,,,0.0057
600405,0.4598,0.0006,0.0058,0.2439,0.1089,0.2074,0.1891,0.2524,0.0084,0.0006,0.0489,0.011
600406,0.0522,,0.0102,0.0011,0.0079,0.0272,0.0068,0.0249,0.0034,,0.0068,0.0306
600408,0.1287,,0.0014,0.0853,0.0246,0.0651,0.0289,0.0636,0.0028,0.0043,0.0202,0.0057
600409,0.0539,,0.008,0.0296,0.0053,0.0296,0.0107,0.0242,0.0026,,0.0053,0.0026
600410,0.1245,,,0.0673,0.0269,0.0454,0.0521,0.0791,,0.0016,0.0134,0.0033
600411,0.0614,0.0016,0.0033,0.0299,0.0016,0.0215,0.0066,0.0398,,,0.0199,0.0199
600412,0.1909,0.001,0.0032,0.1064,0.0461,0.09,0.0702,0.1009,0.0032,,0.0076,0.0065
600413,0.042,,,0.0042,0.0042,0.0126,0.0042,0.0294,,,,0.0336
600414,0.1131,,0.0046,0.0531,0.0207,0.0554,0.0392,0.0577,0.0046,0.0046,0.0184,0.0069
600415,0.2631,0.0031,0.0031,0.13,0.0175,0.1381,0.0584,0.125,0.0131,,0.0439,0.0552
600416,0.1517,0.003,,0.1062,0.0121,0.0682,0.0333,0.0834,0.003,,0.0151,0.006
600418,0.1113,,0.0037,0.0471,0.015,0.0584,0.0283,0.0528,0.0113,,0.0283,0.0207
600420,0.066,0.0012,0.0012,0.0124,0.0062,0.0274,0.0199,0.0386,0.0037,,0.0099,0.0274
600422,0.0716,,,0.0156,0.0338,0.0429,0.0494,0.0286,,,0.0104,0.0065
600424,0.0814,,0.0029,0.0297,0.0178,0.0466,0.0337,0.0347,0.0029,,0.0119,0.0119
600426,0.2422,0.0026,0.0117,0.0745,0.0413,0.1141,0.0941,0.1281,0.0061,,0.0291,0.0531
600428,0.2718,0.0009,0.0047,0.1739,0.0237,0.115,0.0703,0.1568,0.0066,,0.0399,0.0152
600429,0.0474,,0.0048,0.0271,0.0038,0.0203,0.0116,0.0271,0.0009,,0.0029,0.0029
600431,0.0499,,0.0016,0.0076,0.0008,0.0245,0.0076,0.0253,0.0016,,0.0076,0.0313
600432,0.1154,,0.0038,0.0609,0.0194,0.0609,0.035,0.0544,0.0064,,0.0103,0.009000000000000001
600433,0.0818,,0.0045,0.0082,0.0073,0.0441,0.0147,0.0376,0.0045,,0.0091,0.0496
600434,0.1374,,0.005,0.06,0.0112,0.0651,0.0448,0.0723,0.005,,0.0224,0.0224
600435,0.0147,,,0.0073,,0.0073,,0.0073,,,0.0073,0.0073
600436,0.0992,,0.0031,0.0465,0.0201,0.0573,0.0325,0.0418,0.0031,,0.017,0.0139
600437,0.0634,,0.0176,0.0141,0.0117,0.034,0.0082,0.0293,0.0011,,0.006999999999999999,0.0223
600438,0.1003,,0.0017,0.0483,0.0143,0.0483,0.0179,0.0519,0.0071,,0.0394,0.025
600439,1.4669,0.0041,0.0082,1.1818,0.0619,0.3595,0.1487,1.1074,0.0247,,0.2479,0.0991
600440,0.1602,0.0026,0.0026,0.0715,0.0251,0.0741,0.0476,0.086,0.0066,0.0026,0.0397,0.0264
600442,0.0899,,,0.0352,0.0158,0.0467,0.0282,0.0432,0.0017,,0.0105,0.0246
600444,0.0989,,0.0021,0.0549,0.0043,0.0549,0.0153,0.0439,0.0043,,0.0131,0.0219
600445,0.2316,,0.0062,0.1602,0.0093,0.1142,0.0261,0.1173,0.0105,,0.0304,0.0284
600446,0.0653,0.0015,0.0046,0.0357,0.0093,0.0311,0.0139,0.0342,0.0046,,0.0124,0.0046
600447,0.0627,,0.0041,0.0156,0.0094,0.0334,0.0135,0.0292,0.001,0.001,0.002,0.0271
600448,0.3042,,0.001,0.1478,0.0489,0.1223,0.1287,0.1819,0.0074,,0.0425,0.0191
600449,0.0582,,0.0056,0.0131,0.0056,0.0187,0.0169,0.0394,0.0018,,0.0093,0.0206
600450,0.1244,0.0009,0.0018,0.0512,0.0128,0.0521,0.0402,0.0722,0.0064,,0.0137,0.0237
600451,0.0566,,0.0195,0.0117,0.0078,0.0234,0.0019,0.0332,0.0019,,0.0253,0.0214
600453,0.1787,,0.0016,0.0531,0.0805,0.0885,0.1095,0.0901,0.0016,0.0016,0.0273,0.0112
600454,0.4434,,0.0173,0.2391,0.0869,0.2086,0.126,0.2347,0.013,,0.4347,0.0478
600455,0.0829,,0.0016,0.024,0.0107,0.0365,0.0182,0.0464,0.0016,,0.0116,0.0373
600457,0.3462,0.0026,0.0073,0.1691,0.0387,0.1657,0.1196,0.1804,0.0147,,0.0414,0.0327
600459,0.1365,,0.0023,0.0162,0.081,0.0717,0.1111,0.0648,,,0.0092,0.0069
600461,0.7931,,,0.6206,0.0114,0.2643,0.0229,0.5287,0.0574,,0.7356,0.0919
600462,0.0911,0.0034,0.0023,0.0484,0.0046,0.0484,0.0149,0.0426,0.0011,,0.0069,0.0207
600463,0.1222,,0.005,0.0764,0.0033,0.0628,0.005,0.0594,0.0118,,0.0101,0.0237
600464,0.0349,,0.006,0.0151,0.003,0.0182,0.003,0.0166,0.0015,,0.0045,0.0091
600466,0.1792,0.0006,0.0032,0.0846,0.0157,0.0894,0.0304,0.0898,0.0041,,0.0237,0.0561
600468,0.2155,0.0025,0.0114,0.1352,0.028,0.1198,0.051,0.0956,0.0102,,0.0306,0.0051
600471,0.1204,,0.0024,0.0496,0.036000000000000004,0.0633,0.0645,0.0571,0.0024,,0.0074,0.0012
600474,0.1286,,,0.0693,0.0201,0.063,0.0479,0.0655,0.0037,,0.005,0.0075
600475,0.0618,,,0.0456,0.0053,0.0268,0.0107,0.0349,,,0.0053,0.0053
600478,0.1422,,,0.0724,0.0197,0.0764,0.0513,0.0658,0.0039,,0.0197,0.0144
600479,0.2403,,0.0016,0.1057,0.0224,0.1009,0.0753,0.1394,0.008,,0.0576,0.0496
600480,0.248,0.0004,0.0037,0.1418,0.0226,0.1422,0.0637,0.1057,0.0075,,0.0302,0.0306
600481,0.1627,,0.0041,0.0876,0.018000000000000002,0.0723,0.0598,0.0904,0.0013,,0.0278,0.0097
600482,0.0527,,,0.0245,0.0009,0.0424,0.0037,0.0103,0.0028,,0.0037,0.0216
600484,0.0832,,0.0061,0.0261,0.0246,0.0416,0.0308,0.0416,0.0015,,0.0138,0.0184
600485,0.15,,0.0016,0.105,0.015,0.065,0.03,0.085,0.005,,0.0333,0.0083
600488,0.0232,,,0.0125,0.0017,0.0089,0.0107,0.0143,,,0.0053,
600489,0.2569,0.0029,0.0014,0.2187,0.0176,0.0983,0.022,0.1585,0.0014,0.0044,0.0411,0.0058
