agency_code,highqual_class_pct_A,highqual_class_pct_E,highqual_class_pct_H,highqual_class_pct_I,highqual_class_pct_M,highqual_class_pct_T
410487,,,,,0.972,
410488,,,,,1.0,
410489,,,0.978,,,
410490,,,0.99,,,
410491,,0.971,,,,
410493,,,,,1.0,
410496,,1.0,,,,
410499,,1.0,,,,
410502,,1.0,,,,
410505,,1.0,,,,
410508,,,0.99,,,
410511,,1.0,,,,
410514,,1.0,,,,
410517,,1.0,,,,
410522,,1.0,,,,
410523,,1.0,,,,
410529,,,0.996,,,
410530,,0.978,,,,
410532,,1.0,,,,
410533,,,,,,0.925
410534,,,,,,1.0
410535,,0.96,,,,
410538,,1.0,,,,
410541,,1.0,,,,
410542,,1.0,,,,
410544,,,0.974,,,
410545,,,1.0,,,
410547,,,1.0,,,
410550,,,,,0.922,
410553,,1.0,,,,
410556,,,0.983,,,
410559,,1.0,,,,
410562,,,1.0,,,
410565,,,,,1.0,
410568,,1.0,,,,
410569,,,1.0,,,
410571,,1.0,,,,
410574,,1.0,,,,
410577,,1.0,,,,
410578,,1.0,,,,
410579,,,1.0,,,
410580,,1.0,,,,
410583,,0.933,,,,
410586,,0.977,,,,
410589,,,0.966,,,
410592,,,,,1.0,
410595,,,1.0,,,
410598,,1.0,,,,
410LEA,1.0,0.993,0.993,1.0,0.985,0.993
41B000,,,,1.0,,
41C000,,,,0.529,,
41D000,,,,0.838,,
41F000,0.472,,,,,
41G000,,,,0.768,,
41H000,0.425,,,,,
41J000,,,,1.0,,
41K000,,,0.5,,,
420304,,0.942,,,,
420316,,0.917,,,,
420324,,,,,0.7859999999999999,
420328,,1.0,,,,
420336,,0.909,,,,
420340,,1.0,,,,
420346,,,0.6990000000000001,,,
420348,,0.963,,,,
420358,,,0.626,,,
420376,,,,,0.745,
420LEA,,0.956,0.665,,0.765,
421304,,1.0,,,,
421306,,,,,0.979,
421316,,,0.965,,,
421328,,1.0,,,,
421LEA,,1.0,0.965,,0.979,
422310,,,0.944,,,
422314,,1.0,,,,
422315,,,1.0,,,
422318,,,,,1.0,
422LEA,,1.0,0.981,,1.0,
42A000,,,,,0.5,
430304,,0.795,,,,
430308,,1.0,,,,
430312,,1.0,,,,
430316,,0.997,,,,
430320,,0.944,,,,
430328,,0.977,,,,
430330,,,,,0.928,
430332,,,,,0.871,
430336,,1.0,,,,
430340,,0.941,,,,
430344,,0.966,,,,
430345,,,,,,0.929
430346,,,0.89,,,
430347,,,,,0.956,
430348,,0.957,,,,
430349,,0.903,,,,
430351,,,,,0.9,
430352,,0.994,,,,
430358,,0.986,,,,
430368,,0.905,,,,
430369,,0.997,,,,
430370,,,,,0.939,
430371,,,0.91,,,
430376,,1.0,,,,
430378,,,0.935,,,
430380,,0.879,,,,
430384,,,0.923,,,
430386,,,,,0.942,
430LEA,,0.96,0.913,,0.929,0.929
43C000,,0.583,,,,
440314,,1.0,,,,
440318,,,,,1.0,
440320,,,,,0.968,
440324,,1.0,,,,
440326,,,1.0,,,
440328,,0.966,,,,
440332,,1.0,,,,
440348,,1.0,,,,
440349,,1.0,,,,
440350,,1.0,,,,
440364,,1.0,,,,
440368,,1.0,,,,
440378,,,1.0,,,
440390,,,0.945,,,
440396,,,,,0.943,
440LEA,,0.995,0.974,,0.962,
44A000,,0.8240000000000001,,,,
450301,,,,,1.0,
450302,,1.0,,,,
450306,,0.962,,,,
450307,,1.0,,,,
450308,,1.0,,,,
450316,,,1.0,,,
450322,,1.0,,,,
450324,,1.0,,,,
450328,,,,,0.959,
450332,,1.0,,,,
450333,,1.0,,,,
450334,,,1.0,,,
450335,,,,,1.0,
450336,,0.989,,,,
450339,,1.0,,,,
450340,,1.0,,,,
450341,,,0.973,,,
450342,,,,,0.908,
450343,,,,,,0.991
450344,,1.0,,,,
450346,,1.0,,,,
450352,,,1.0,,,
450354,,,0.955,,,
450LEA,,0.996,0.991,,0.966,0.991
45A000,,,,0.778,,
460308,,0.93,,,,
460312,,0.943,,,,
460318,,,,,0.833,
460320,,,0.99,,,
460322,,,0.825,,,
460332,,0.87,,,,
460340,,,1.0,,,
460LEA,,0.918,0.956,,0.833,
470310,,1.0,,,,
470312,,,0.905,,,
470316,,0.92,,,,
470320,,,,,0.743,
470328,,0.967,,,,
470330,,1.0,,,,
470332,,,,,0.909,
470336,,0.909,,,,
470340,,0.911,,,,
470342,,,,,,0.281
470346,,0.966,,,,
470441,,0.939,,,,
470442,,,,,0.925,
470443,,,1.0,,,
470LEA,,0.955,0.92,,0.856,0.281
480306,,1.0,,,,
480316,0.901,,,,,
480318,,,,,,0.838
480LEA,0.901,1.0,,,,0.838
490308,,,,,1.0,
490310,,,,,,0.992
490312,,1.0,,,,
490316,,1.0,,,,
490318,,1.0,,,,
490319,,1.0,,,,
490320,,,1.0,,,
490324,,1.0,,,,
490326,,1.0,,,,
490327,,,,,0.967,
490332,,1.0,,,,
490335,,,0.998,,,
490336,,1.0,,,,
490337,,1.0,,,,
490338,,,,,1.0,
490342,,,,,,1.0
490344,,,,,0.947,
490345,,0.963,,,,
490346,,,1.0,,,
490347,,,,,1.0,
490348,,1.0,,,,
490349,,,,,1.0,
490350,1.0,,,,,
490352,,,,,0.903,
490354,,,1.0,,,
490355,,,1.0,,,
490356,,1.0,,,,
490360,,1.0,,,,
490362,,,0.989,,,
490363,,1.0,,,,
490364,,1.0,,,,
490366,,,,,1.0,
490368,,1.0,,,,
490380,,,1.0,,,
490384,,,,,1.0,
490390,,1.0,,,,
490LEA,1.0,0.998,0.997,,0.979,0.993
491303,,1.0,,,,
491306,,0.977,,,,
491308,,,,,0.987,
491312,,,0.971,,,
491316,,1.0,,,,
491318,,0.982,,,,
491320,,1.0,,,,
491LEA,,0.991,0.971,,0.987,
49B000,,,,0.944,,
49D000,,,,0.569,,
49E000,0.872,,,,,
49F000,,,,0.721,,
500302,,,,,,0.855
500304,,,,1.0,,
500314,,,,0.993,,
500316,,0.909,,,,
500323,,,0.8,,,
500324,0.8079999999999999,,,,,
500332,,,,0.926,,
500337,,,,0.984,,
500340,,,0.903,,,
500LEA,0.8079999999999999,0.909,0.894,0.979,,0.855
50A000,,,,0.733,,
510308,,1.0,,,,
510310,,,,,1.0,
510324,,,1.0,,,
510326,,1.0,,,,
510327,,,1.0,,,
510328,,1.0,,,,
510329,,,,,1.0,
510330,,1.0,,,,
510332,,1.0,,,,
510333,,,1.0,,,
510334,,1.0,,,,
510336,,1.0,,,,
510340,,1.0,,,,
510342,,,,,1.0,
510344,,,,,1.0,
510356,,1.0,,,,
510357,,,1.0,,,
510358,,1.0,,,,
510359,,,,,1.0,
510360,,,,1.0,,
510364,,,,,1.0,
510367,,,1.0,,,
510368,,,1.0,,,
510372,,1.0,,,,
510373,,1.0,,,,
510374,,1.0,,,,
510376,,,,,,0.983
510377,,1.0,,,,
510378,,1.0,,,,
510379,,,,,0.98,
510380,,,1.0,,,
510381,,,,,1.0,
510388,,1.0,,,,
510390,,,,,1.0,
510396,,1.0,,,,
510397,,,,,1.0,
510399,,,1.0,,,
510402,,,1.0,,,
510404,,1.0,,,,
510406,,,1.0,,,
510408,,1.0,,,,
510410,,0.991,,,,
510412,,,,,0.987,
510414,,0.98,,,,
510LEA,,0.998,1.0,1.0,0.996,0.983
51A000,0.81,,,,,
520304,,0.972,,,,
520308,,1.0,,,,
520320,,,1.0,,,
520324,,,,,1.0,
520328,,1.0,,,,
520336,,1.0,,,,
520LEA,,0.993,1.0,,1.0,
530302,,0.973,,,,
530306,,,,,,1.0
530308,,1.0,,,,
530312,,1.0,,,,
530314,,,,,0.968,
530316,0.97,,,,,
530320,,1.0,,,,
530335,,,1.0,,,
530336,,,0.981,,,
530340,,1.0,,,,
530341,,,,,1.0,
530343,,,1.0,,,
530346,,1.0,,,,
530354,,1.0,,,,
530356,,,,,1.0,
530358,,1.0,,,,
530LEA,0.97,0.996,0.99,,0.991,1.0
540304,,0.969,,,,
540308,,,,0.975,,
540312,,,,,1.0,
540315,,,0.968,,,
540316,,0.979,,,,
540317,,,1.0,,,
540318,1.0,,,,,
540320,,0.971,,,,
540324,,,0.985,,,
540325,,0.969,,,,
540326,,0.964,,,,
540328,,1.0,,,,
540330,,,,,1.0,
540336,,,1.0,,,
540338,,1.0,,,,
540340,,1.0,,,,
540344,,,,,0.966,
540LEA,1.0,0.979,0.986,0.974,0.988,
54A000,,,,0.556,,
550308,,,,,,1.0
550312,,1.0,,,,
550314,,1.0,,,,
550316,,1.0,,,,
550320,,,1.0,,,
550322,,,,,1.0,
550324,,1.0,,,,
550328,,1.0,,,,
550332,,,1.0,,,
550334,,,,,0.979,
550336,,1.0,,,,
550340,,1.0,,,,
550342,,1.0,,,,
550344,,,1.0,,,
550348,,1.0,,,,
550349,,1.0,,,,
550350,,,,,0.972,
550356,,1.0,,,,
550360,,1.0,,,,
550362,,1.0,,,,
550364,,1.0,,,,
550368,,,1.0,,,
550372,,,,,1.0,
550LEA,,1.0,1.0,,0.988,1.0
55A000,0.863,,,,,
560304,,0.99,,,,
560316,,0.983,,,,
560320,,,0.907,,,
560324,0.949,,,,,
560328,,0.979,,,,
560329,,,0.917,,,
560330,,,,,0.938,
560331,,,,,0.932,
560332,0.917,,,,,
560338,,1.0,,,,
560350,,,,,,0.789
560LEA,0.944,0.988,0.907,,0.935,0.789
570306,,1.0,,,,
570312,,1.0,,,,
570317,,,0.875,,,
570318,,,1.0,,,
570319,,,,,1.0,
570320,,1.0,,,,
570LEA,,1.0,0.974,,1.0,
580308,,1.0,,,,
580312,,1.0,,,,
580316,,1.0,,,,
580320,,1.0,,,,
580324,,1.0,,,,
580344,,,1.0,,,
580350,,,,,1.0,
580356,,1.0,,,,
580368,,,1.0,,,
580372,,,,,1.0,
580LEA,,1.0,1.0,,1.0,
58B000,,,,,,0.949
590306,,0.989,,,,
590310,,,,,0.988,
590316,,0.94,,,,
590320,,1.0,,,,
590328,,,1.0,,,
590330,,,0.916,,,
590332,,0.957,,,,
590336,,0.902,,,,
590340,,1.0,,,,
590344,,1.0,,,,
590352,,0.965,,,,
590356,,,,,0.9,
590393,,,,,,0.985
590LEA,,0.971,0.922,,0.947,0.985
600300,,0.984,,,,
600301,,,,,0.981,
600302,,,0.99,,,
600305,,,,,1.0,
600308,,1.0,,,,
600311,,,,1.0,,
600312,,,0.99,,,
600313,,,,,0.992,
600314,,1.0,,,,
600316,,1.0,,,,
600317,,,,,0.971,
600318,,1.0,,,,
600319,,,,1.0,,
600322,,1.0,,,,
600328,,1.0,,,,
600329,,0.976,,,,
600333,,,,,1.0,
600334,,,1.0,,,
600335,,0.941,,,,
600336,,0.929,,,,
600338,,1.0,,,,
600341,,,,,,0.95
600344,,,,1.0,,
600345,,,,,1.0,
600346,,1.0,,,,
600349,,1.0,,,,
600351,,,,,0.929,
600352,,0.989,,,,
600353,,,,,1.0,
600357,,1.0,,,,
600361,,,0.989,,,
600362,,0.979,,,,
600364,1.0,,,,,
600365,,1.0,,,,
600367,,1.0,,,,
600368,,1.0,,,,
600369,,1.0,,,,
600374,,,,1.0,,
600377,,,0.975,,,
600379,,1.0,,,,
600381,,,,,0.915,
600382,,0.996,,,,
600383,,1.0,,,,
600384,,1.0,,,,
600385,,1.0,,,,
600386,,,,,,1.0
600392,,1.0,,,,
600394,,,,,1.0,
600397,,,0.979,,,
600398,,1.0,,,,
600399,,,,,0.959,
600405,,,1.0,,,
600406,,1.0,,,,
600408,,1.0,,,,
600409,,1.0,,,,
600410,,1.0,,,,
600411,,1.0,,,,
600412,,0.963,,,,
600413,,1.0,,,,
600414,,0.969,,,,
600415,,,0.965,,,
600416,,0.956,,,,
600418,,1.0,,,,
600420,,1.0,,,,
600422,,1.0,,,,
600424,,0.98,,,,
600426,,,0.997,,,
600428,,,,,0.971,
600429,,,,1.0,,
600431,,,,,1.0,
600432,,1.0,,,,
600433,,0.979,,,,
600434,,,,,1.0,
600435,,0.889,,,,
600436,,0.97,,,,
600437,,0.954,,,,
600438,,1.0,,,,
600439,1.0,,,,,
600440,,1.0,,,,
600442,,0.983,,,,
600443,,,1.0,,,
600444,,0.982,,,,
600445,,,0.917,,,
600446,,0.972,,,,
600447,,1.0,,,,
600448,,,,,0.94,
600449,,1.0,,,,
600450,,,,,1.0,
600451,,1.0,,,,
600453,,1.0,,,,
600454,1.0,,,,,
600455,,,,,1.0,
600457,,,0.985,,,
600459,,1.0,,,,
600461,0.731,,,,,
600462,,,,0.917,,
600463,,0.97,,,,
600464,,0.969,,,,
600466,,,0.965,,,
600468,,1.0,,,,
600471,,1.0,,,,
600474,,1.0,,,,
600478,,0.974,,,,
600479,,,,,1.0,
600480,,,0.936,,,
600481,,,,,0.966,
600482,,,,,,1.0
600484,,1.0,,,,
600485,,0.97,,,,
600488,,,,0.989,,
600489,,,,0.921,,
600491,,1.0,,,,
600492,,1.0,,,,
600493,,0.961,,,,
600494,,1.0,,,,
600496,,,0.985,,,
600497,,,,,1.0,
600498,,,0.974,,,
600500,,1.0,,,,
600501,,1.0,,,,
600503,,1.0,,,,
600507,,1.0,,,,
600508,,,0.972,,,
600509,,,,,1.0,
600512,,1.0,,,,
600513,,,,,1.0,
600514,,,,,0.784,
600516,,0.994,,,,
600517,,,,0.977,,
600518,,,,,0.982,
600519,,1.0,,,,
600520,,,,,0.971,
600521,,1.0,,,,
600522,,1.0,,,,
600527,,1.0,,,,
600530,,1.0,,,,
600532,,,,0.855,,
600534,,1.0,,,,
600535,,,0.969,,,
600537,,,,,1.0,
600538,,,,,1.0,
600545,,1.0,,,,
600546,,0.968,,,,
600549,,1.0,,,,
600550,,1.0,,,,
600553,,,,0.922,,
600557,,1.0,,,,
600558,,1.0,,,,
600562,,0.99,,,,
600565,,1.0,,,,
600566,,1.0,,,,
600567,,,1.0,,,
600571,,1.0,,,,
600574,,,,1.0,,
600576,,,0.948,,,
600577,,,,0.973,,
600579,,,0.988,,,
600586,,1.0,,,,
600587,,1.0,,,,
600588,,0.931,,,,
600589,,1.0,,,,
600590,,1.0,,,,
600592,,,0.981,,,
600693,,,0.915,,,
600694,,,1.0,,,
600695,,,1.0,,,
600696,,,0.944,,,
600697,,,1.0,,,
600LEA,0.958,0.992,0.971,0.957,0.979,0.984
60A000,,0.8,,,,
60B000,0.856,,,,,
60C000,0.763,,,,,
60D000,,,,,,0.929
60F000,,,,0.565,,
60G000,1.0,,,,,
60H000,,,0.85,,,
60I000,0.8320000000000001,,,,,
60J000,,,,0.774,,
60K000,,,,,,0.7340000000000001
60L000,,,,0.622,,
60M000,,0.838,,,,
60N000,,0.4,,,,
60P000,,,,0.556,,
60Q000,,,,0.7809999999999999,,
60S000,,,,0.723,,
60U000,,,1.0,,,
60V000,,,,,,0.725
60Y000,,0.7390000000000001,,,,
610302,,,,,1.0,
610310,,1.0,,,,
610320,,1.0,,,,
610322,,1.0,,,,
610326,,,,,1.0,
610332,,,1.0,,,
610334,,,0.976,,,
610LEA,,1.0,0.979,,1.0,
61J000,,0.769,,,,
61K000,,0.9,,,,
61M000,,0.528,,,,
61N000,,0.306,,,,
61P000,,0.7140000000000001,,,,
620310,,,,,,0.667
620312,,0.938,,,,
620314,,,,,0.988,
620316,,,1.0,,,
620318,,1.0,,,,
620324,,0.929,,,,
620330,,1.0,,,,
620334,,1.0,,,,
620336,,1.0,,,,
620339,,,,,0.8909999999999999,
620340,,,0.995,,,
620LEA,,0.979,0.998,,0.938,0.667
630304,,1.0,,,,
630308,,0.933,,,,
630312,,1.0,,,,
630316,,1.0,,,,
630317,,,,,0.988,
630320,,,,,1.0,
630324,,0.97,,,,
630328,,,,1.0,,
630330,,,,,,1.0
630331,,,,,1.0,
630332,,,0.987,,,
630336,,,0.995,,,
630342,,1.0,,,,
630348,,1.0,,,,
630350,,,,,0.977,
630352,,1.0,,,,
630356,,1.0,,,,
630360,,,1.0,,,
630364,,1.0,,,,
630368,,1.0,,,,
630373,,1.0,,,,
630374,,,,,1.0,
630376,,,,1.0,,
630LEA,,0.993,0.996,1.0,0.991,1.0
63A000,,0.846,,,,
63B000,,,,0.691,,
640302,,0.944,,,,
640304,,1.0,,,,
640306,,0.895,,,,
640308,,1.0,,,,
640316,,1.0,,,,
640320,,,,,1.0,
640324,,1.0,,,,
640326,,1.0,,,,
640328,,0.958,,,,
640329,,,,,1.0,
640332,,1.0,,,,
640334,,,,,1.0,
640335,,,,,0.978,
640336,,0.989,,,,
640340,,,,,,0.975
640346,,,0.8759999999999999,,,
640347,,,0.923,,,
640348,,0.973,,,,
640350,,,0.971,,,
640358,,,,,1.0,
640360,,1.0,,,,
640361,,,0.953,,,
640362,,,,,1.0,
640364,,,0.994,,,
640376,,1.0,,,,
640384,,1.0,,,,
640396,,0.955,,,,
640400,,1.0,,,,
640LEA,,0.983,0.953,,0.997,0.975
64A000,0.546,,,,,
650304,,1.0,,,,
650308,,1.0,,,,
650309,,1.0,,,,
650310,,,,,1.0,
650312,,1.0,,,,
650316,,1.0,,,,
650323,,1.0,,,,
650324,,1.0,,,,
650325,,,,,1.0,
650326,,,1.0,,,
650327,,,1.0,,,
650328,,1.0,,,,
650332,,1.0,,,,
650338,,1.0,,,,
650339,,1.0,,,,
650340,,,1.0,,,
650341,,1.0,,,,
650342,,,1.0,,,
650343,,,,,1.0,
650345,,,,1.0,,
650346,,0.96,,,,
650348,,1.0,,,,
650350,,,,,1.0,
650351,,,,,1.0,
650352,,,1.0,,,
650353,,1.0,,,,
650354,,,,,,1.0
650355,,,1.0,,,
650356,,1.0,,,,
650362,,1.0,,,,
650364,,,,,1.0,
650366,,1.0,,,,
650368,,1.0,,,,
650380,,1.0,,,,
650384,,1.0,,,,
650392,,,,,0.928,
650394,,,1.0,,,
650400,,1.0,,,,
650404,,1.0,,,,
650408,,1.0,,,,
650409,,,,,1.0,
650420,,1.0,,,,
650LEA,,0.998,1.0,1.0,0.988,1.0
65A000,,,,0.937,,
65B000,,,,0.818,,
65C000,,0.467,,,,
65D000,,,,0.5770000000000001,,
660306,,0.976,,,,
660308,,,,,0.974,
660320,,1.0,,,,
660325,,,,,1.0,
660336,,,0.8240000000000001,,,
660360,,1.0,,,,
660LEA,,0.994,0.8240000000000001,,0.982,
66A000,0.586,,,,,
670304,,1.0,,,,
670308,,1.0,,,,
670310,,1.0,,,,
670312,,1.0,,,,
670314,,0.975,,,,
670318,,,,,0.968,
670320,,,0.961,,,
670321,,0.993,,,,
670322,,,,,0.969,
670323,,1.0,,,,
670324,,,0.972,,,
670325,,,,,0.899,
670329,,1.0,,,,
670330,,0.957,,,,
670331,,,,,0.875,
670332,,1.0,,,,
670333,,,0.8959999999999999,,,
670335,,0.993,,,,
670336,,,,,0.8809999999999999,
670337,,1.0,,,,
670338,,1.0,,,,
670339,,1.0,,,,
670340,,,0.924,,,
670341,,1.0,,,,
670342,,1.0,,,,
670343,,1.0,,,,
670344,,,0.958,,,
670345,,,,,0.8440000000000001,
670346,,0.995,,,,
670347,,1.0,,,,
670350,,1.0,,,,
670351,,,,,0.934,
670352,,,0.941,,,
670356,,,,,0.962,
670364,,,0.964,,,
670LEA,,0.995,0.944,,0.919,
67B000,,,,0.644,,
680304,,,,,1.0,
680308,,1.0,,,,
680310,,,1.0,,,
680312,,1.0,,,,
680316,,,,,0.97,
680324,,1.0,,,,
680327,,,,,0.943,
680328,,1.0,,,,
680329,,1.0,,,,
680330,,1.0,,,,
680332,,,0.989,,,
680335,,,1.0,,,
680336,,1.0,,,,
680LEA,,1.0,0.995,,0.974,
681300,,0.964,,,,
681304,,0.963,,,,
681305,,,0.933,,,
681308,,,0.904,,,
681309,,,,,0.8809999999999999,
681310,,0.929,,,,
681311,,1.0,,,,
681312,,1.0,,,,
681314,,,0.926,,,
681316,,1.0,,,,
681320,,0.923,,,,
681322,,,,,0.9,
681324,,,,,0.967,
681326,,0.967,,,,
681330,,0.867,,,,
681332,,1.0,,,,
681334,,1.0,,,,
681336,,,,,0.939,
681338,,,1.0,,,
681LEA,,0.964,0.921,,0.921,
68A000,,,,0.933,,
68C000,,,,0.778,,
690312,,0.972,,,,
690316,,,,,0.895,
690320,,,0.962,,,
690324,,1.0,,,,
690LEA,,0.986,0.962,,0.895,
69A000,0.583,,,,,
700306,,0.973,,,,
700308,,,,,0.997,
700310,,,,,,0.7809999999999999
700314,,1.0,,,,
700316,,1.0,,,,
700317,,,0.939,,,
700318,,1.0,,,,
700319,,,0.919,,,
700320,,0.958,,,,
700322,,,,,0.931,
700324,,1.0,,,,
700328,,1.0,,,,
700LEA,,0.99,0.93,,0.964,0.7809999999999999
70A000,,,1.0,,,
710312,,1.0,,,,
710316,,,,,0.933,
710318,,0.962,,,,
710320,,,,,1.0,
710321,,,0.927,,,
710323,,1.0,,,,
710324,,1.0,,,,
710326,,,0.888,,,
710327,,,1.0,,,
710328,,,,0.963,,
710332,,1.0,,,,
710342,,,0.962,,,
710344,,1.0,,,,
710346,,,,,0.902,
710347,,1.0,,,,
710348,,,,,1.0,
710LEA,,0.995,0.945,0.963,0.943,
720304,,1.0,,,,
720312,,1.0,,,,
720316,,,0.918,,,
720320,,,,,0.968,
720LEA,,1.0,0.918,,0.968,
730332,,1.0,,,,
730334,,0.929,,,,
730340,,1.0,,,,
730344,,,,,0.971,
730348,,0.923,,,,
730352,,,1.0,,,
730354,,1.0,,,,
730356,,0.938,,,,
730360,,,,,0.963,
730368,,1.0,,,,
730LEA,,0.976,1.0,,0.966,
73A000,,0.84,,,,
73B000,,,,,,0.971
740302,,,,,1.0,
740304,,1.0,,,,
740308,,,,,0.988,
740309,,,0.954,,,
740310,,0.962,,,,
740320,,,,1.0,,
740324,,,,,0.97,
740330,,1.0,,,,
740332,,,,1.0,,
740333,,,1.0,,,
740334,,0.952,,,,
740336,,1.0,,,,
740337,,,,,0.954,
740338,,0.958,,,,
740340,,,,,0.984,
740344,,,1.0,,,
740352,,,,1.0,,
740358,,,,0.967,,
740360,,1.0,,,,
740362,,,,,1.0,
740366,,,0.955,,,
740368,,1.0,,,,
740374,,,0.957,,,
740375,,0.947,,,,
740376,,,,1.0,,
740378,0.453,,,,,
740379,,0.983,,,,
740380,,1.0,,,,
740386,,1.0,,,,
740388,,,0.998,,,
740390,,1.0,,,,
740396,,,,1.0,,
740400,,1.0,,,,
740402,,,,,0.971,
740404,,1.0,,,,
740406,,1.0,,,,
740500,,,1.0,,,
740LEA,0.453,0.99,0.979,0.994,0.98,
74C000,,1.0,,,,
750304,,1.0,,,,
750314,,0.924,,,,
750317,,,1.0,,,
750318,,,1.0,,,
750319,,,,,0.971,
750320,,1.0,,,,
750328,,0.917,,,,
750LEA,,0.963,1.0,,0.971,
760304,,1.0,,,,
760308,,,,,1.0,
760316,,1.0,,,,
760318,,,1.0,,,
760320,,1.0,,,,
760324,,0.962,,,,
760328,,1.0,,,,
760329,,1.0,,,,
760330,,1.0,,,,
760331,,1.0,,,,
760332,,0.96,,,,
760336,,1.0,,,,
760338,,,,,0.933,
760339,,,0.977,,,
760340,,1.0,,,,
760344,,0.971,,,,
760348,,,0.965,,,
760352,,,,,0.984,
760354,,,1.0,,,
760356,,1.0,,,,
760357,,,,,1.0,
760358,,,0.997,,,
760359,,1.0,,,,
760360,,,,,0.991,
760364,,0.971,,,,
760368,,1.0,,,,
760376,,1.0,,,,
760378,,,,,1.0,
760380,,,0.977,,,
760382,,,,,1.0,
760388,,,1.0,,,
760LEA,,0.992,0.987,,0.986,
761304,,,0.98,,,
761308,,,,,1.0,
761312,,1.0,,,,
761320,,1.0,,,,
761321,,1.0,,,,
761328,,1.0,,,,
761332,,1.0,,,,
761336,,,,,1.0,
761LEA,,1.0,0.98,,1.0,
76A000,,,,,,0.691
770310,,0.976,,,,
770312,1.0,,,,,
770316,,,,,0.95,
770318,,0.831,,,,
770328,,,,,0.987,
770340,,0.968,,,,
770342,,,,,,0.926
770344,,0.962,,,,
770346,,0.911,,,,
770348,,,0.895,,,
770349,,,0.909,,,
770351,,,1.0,,,
770360,,,,,0.985,
770364,,,,,0.969,
770368,,0.8690000000000001,,,,
770370,,1.0,,,,
770LEA,1.0,0.935,0.926,,0.978,0.926
780320,,0.893,,,,
780322,,0.988,,,,
780324,,,,1.0,,
780325,,,0.879,,,
780326,,,,,0.978,
780328,,1.0,,,,
780329,,0.911,,,,
780330,,0.8909999999999999,,,,
780336,,,,1.0,,
780340,,1.0,,,,
780341,,,,,0.879,
780342,,,0.917,,,
780344,,,,0.964,,
780352,,,,,0.927,
780356,,0.8809999999999999,,,,
780360,,,,0.996,,
780364,,0.929,,,,
780368,,,,,0.972,
780374,,0.986,,,,
780376,,0.984,,,,
780384,,,,0.968,,
780385,,,0.9,,,
780390,,0.7759999999999999,,,,
780391,,,0.901,,,
780392,,1.0,,,,
780393,,,,,0.925,
780394,,1.0,,,,
780396,,,,,0.805,
780398,,0.938,,,,
780400,,0.952,,,,
780401,,,0.87,,,
780402,,,0.949,,,
780403,,,,,1.0,
780407,,0.99,,,,
780408,,0.939,,,,
780410,,,,,0.923,
780412,,0.931,,,,
780416,,0.944,,,,
780417,,0.873,,,,
780418,,0.917,,,,
780420,,,0.8859999999999999,,,
780LEA,,0.944,0.902,0.982,0.937,
78A000,,,,,0.944,
78B000,,,,0.825,,
790302,,0.907,,,,
790310,,1.0,,,,
790314,,,0.884,,,
790318,,1.0,,,,
790322,,1.0,,,,
790327,,1.0,,,,
790330,,,,,1.0,
790334,,1.0,,,,
790344,,1.0,,,,
790347,,1.0,,,,
790350,,0.936,,,,
790354,,,0.988,,,
790358,,0.957,,,,
790362,,1.0,,,,
790366,,,0.914,,,
790374,,,,,0.906,
790378,,,0.924,,,
790379,,,1.0,,,
790380,,,,,0.912,
790386,,1.0,,,,
790390,,0.948,,,,
790392,0.867,,,,,
790394,,,,,0.97,
790398,,1.0,,,,
790402,,1.0,,,,
790LEA,0.867,0.981,0.932,,0.947,
79A000,,,,,0.882,
800308,,,,,,0.7170000000000001
800312,,1.0,,,,
800314,,,,,0.994,
800315,,0.962,,,,
800316,,0.938,,,,
800320,,,,,0.942,
800324,,1.0,,,,
800328,,,,,0.954,
800340,,,0.974,,,
800346,,0.967,,,,
800347,,1.0,,,,
800348,,0.955,,,,
800352,,1.0,,,,
800356,,1.0,,,,
800358,,0.948,,,,
800359,,0.966,,,,
800360,,1.0,,,,
800361,,,0.957,,,
800362,,1.0,,,,
800363,,,,,0.969,
800364,,1.0,,,,
800366,,0.991,,,,
800368,,0.952,,,,
800372,,1.0,,,,
800373,,0.964,,,,
800376,,,0.774,,,
800377,,,,,0.966,
800392,,1.0,,,,
800394,,,1.0,,,
800396,,,0.927,,,
800398,,,,,0.971,
800400,,,0.932,,,
800408,,,0.977,,,
800410,,,,,0.966,
800412,,1.0,,,,
800LEA,,0.981,0.932,,0.968,0.7170000000000001
810324,,,0.976,,,
810326,,,,,0.977,
810328,,0.99,,,,
810336,,0.923,,,,
810340,,,0.947,,,
810342,,,,,0.959,
810344,,0.985,,,,
810350,,1.0,,,,
810360,,1.0,,,,
810364,,1.0,,,,
810370,,1.0,,,,
810378,,,,,0.8859999999999999,
810384,,,0.991,,,
810385,,,1.0,,,
810386,,,,,,0.986
810388,,1.0,,,,
810396,,1.0,,,,
810400,,1.0,,,,
810LEA,,0.987,0.972,,0.938,0.986
81A000,0.8490000000000001,,,,,
81B000,0.6729999999999999,,,,,
820312,,1.0,,,,
820320,,1.0,,,,
820340,,1.0,,,,
820346,,1.0,,,,
820347,,,,,1.0,
820348,,,0.962,,,
820349,,,0.98,,,
820350,,1.0,,,,
820352,,,0.959,,,
820354,,,,,0.984,
820364,,1.0,,,,
820370,,,,,0.981,
820372,,,,,0.938,
820376,,1.0,,,,
820385,,1.0,,,,
820388,,,1.0,,,
820LEA,,1.0,0.973,,0.977,
821304,,0.983,,,,
