agency_code,arre_per1000_ALL,arre_per1000_AM7,arre_per1000_AS7,arre_per1000_BL7,arre_per1000_EDS,arre_per1000_ELS,arre_per1000_FEM,arre_per1000_HI7,arre_per1000_MALE,arre_per1000_MU7,arre_per1000_PI7,arre_per1000_SWD,arre_per1000_WH7,blhr_per1000_ALL,blhr_per1000_AM7,blhr_per1000_AS7,blhr_per1000_BL7,blhr_per1000_EDS,blhr_per1000_ELS,blhr_per1000_FEM,blhr_per1000_HI7,blhr_per1000_MALE,blhr_per1000_MU7,blhr_per1000_PI7,blhr_per1000_SWD,blhr_per1000_WH7,crime_per1000_ALL,crime_per1000_AM7,crime_per1000_AS7,crime_per1000_BL7,crime_per1000_EDS,crime_per1000_ELS,crime_per1000_FEM,crime_per1000_HI7,crime_per1000_MALE,crime_per1000_MU7,crime_per1000_PI7,crime_per1000_SWD,crime_per1000_WH7,exp_per1000_ALL,exp_per1000_AM7,exp_per1000_AS7,exp_per1000_BL7,exp_per1000_EDS,exp_per1000_ELS,exp_per1000_FEM,exp_per1000_HI7,exp_per1000_MALE,exp_per1000_MU7,exp_per1000_PI7,exp_per1000_SWD,exp_per1000_WH7,iss_per1000_ALL,iss_per1000_AM7,iss_per1000_AS7,iss_per1000_BL7,iss_per1000_EDS,iss_per1000_ELS,iss_per1000_FEM,iss_per1000_HI7,iss_per1000_MALE,iss_per1000_MU7,iss_per1000_PI7,iss_per1000_SWD,iss_per1000_WH7,lts_per1000_ALL,lts_per1000_AM7,lts_per1000_AS7,lts_per1000_BL7,lts_per1000_EDS,lts_per1000_ELS,lts_per1000_FEM,lts_per1000_HI7,lts_per1000_MALE,lts_per1000_MU7,lts_per1000_PI7,lts_per1000_SWD,lts_per1000_WH7,rplw_per1000_ALL,rplw_per1000_AM7,rplw_per1000_AS7,rplw_per1000_BL7,rplw_per1000_EDS,rplw_per1000_ELS,rplw_per1000_FEM,rplw_per1000_HI7,rplw_per1000_MALE,rplw_per1000_MU7,rplw_per1000_PI7,rplw_per1000_SWD,rplw_per1000_WH7,sts_per1000_ALL,sts_per1000_AM7,sts_per1000_AS7,sts_per1000_BL7,sts_per1000_EDS,sts_per1000_ELS,sts_per1000_FEM,sts_per1000_HI7,sts_per1000_MALE,sts_per1000_MU7,sts_per1000_PI7,sts_per1000_SWD,sts_per1000_WH7
530306,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,862.069,,,857.143,526.882,100.0,285.714,1454.545,1210.526,500.0,,1375.0,888.8889999999999,224.1379,,,178.5714,139.7849,400.0,428.5714,545.4545,184.2105,0.0,,0.0,222.2222,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,34.483000000000004,,,35.714,21.505,0.0,71.429,90.909,26.316,0.0,,0.0,0.0,4379.31,,,4785.714,2623.656,1600.0,4285.714,,,,,,
530308,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.454,0.0,,11.494000000000002,4.425,0.0,3.704,0.0,3.322,0.0,0.0,0.0,4.464,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,371.33,,,873.563,391.593,183.007,118.519,215.517,607.9730000000002,238.095,,647.059,334.821,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.898,,,241.379,108.407,163.399,29.63,116.379,205.98,0.0,,509.804,89.286
530312,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,34.596,,,96.154,41.257,13.333,24.615,7.633999999999999,43.478,133.333,,41.096,0.0,3.2949,,,6.4103,3.9293,6.6667,0.0,3.8168,6.689,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,47.776,,,70.513,56.974,20.0,9.231,30.534,86.95700000000002,0.0,,95.89,56.81800000000001,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,95.552,,,166.667,110.02,53.333,33.846,53.435,157.191,100.0,,260.274,85.227
530314,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,16.207,0.0,,0.0,12.315,20.0,0.0,19.324,31.056,0.0,,45.455,22.901,6.483,0.0,,0.0,7.3892,0.0,3.3898,4.8309,9.3168,0.0,,15.1515,11.4504,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,854.133,,,1702.703,1034.483,480.0,511.864,724.638,1167.702,1096.774,,863.6360000000002,587.786,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.241,0.0,,9.009,2.463,0.0,0.0,0.0,6.211,0.0,,0.0,3.817,372.771,,,693.694,413.793,80.0,162.71200000000005,231.884,565.217,483.871,,545.455,332.061
530316,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,126.984,,,,27.778,,71.429,272.72700000000003,171.429,,,100.0,64.516
530320,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.923,0.0,,41.237,12.821,0.0,11.765,0.0,12.384,0.0,,37.037,13.937,1.4903,0.0,,0.0,1.8315,8.4034,0.0,4.0,3.096,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,222.057,,,432.99,238.095,33.613,58.824,16.0,399.381,680.0,,629.63,296.1670000000001,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,43.219,,,20.619,49.451,42.017,0.0,16.0,89.78299999999999,320.0,,203.704,48.78
530335,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.717,0.0,,0.0,6.329,0.0,0.0,7.246,8.402999999999999,0.0,,0.0,0.0,7.4349,250.0,,0.0,0.0,0.0,5.6497,7.2464,8.4034,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,29.74,,,58.824,18.987,,5.65,21.739,58.824,,,,18.868,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,29.74,,,58.824,25.316,,11.299,21.739,50.42,,,,9.434
530336,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.032,200.0,,3.279,5.6370000000000005,0.0,5.277,0.0,2.519,0.0,,13.889,4.792,26.8817,100.0,,16.3934,32.6945,48.951,10.5541,33.1492,40.3023,51.7241,,20.8333,20.7668,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,696.909,700.0,,1167.213,948.14,839.1610000000002,451.187,679.558,875.315,1000.0,,1250.0,394.569,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,212.366,400.0,,426.23,289.741,272.72700000000003,122.691,178.637,280.856,206.897,,486.111,116.613
530340,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.6180000000000003,,,0.0,3.145,9.852,0.0,5.263,4.914,0.0,,16.667,0.0,7.8534,,,12.8205,9.434,4.9261,0.0,2.6316,14.742,0.0,,33.3333,16.129,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,111.257,,,339.744,121.069,29.557,57.307,28.947,159.705,206.897,,66.667,80.645,1.3089,,,6.4103,1.5723,0.0,0.0,0.0,2.457,0.0,,16.6667,0.0,9.162,,,12.821,11.005999999999998,0.0,2.865,2.632,14.742,0.0,,0.0,21.505,64.13600000000001,,,153.846,73.899,39.409,31.519,23.684,93.366,137.931,,166.667,64.516
530341,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,38.769,0.0,,57.692,43.831,102.564,9.804,30.03,64.655,85.714,,30.303,35.821,6.8415,0.0,,12.8205,8.1169,25.641,2.451,6.006,10.7759,0.0,,0.0,5.9701,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,579.247,,,1089.744,686.688,589.744,355.392,429.429,782.328,1000.0,,646.465,471.642,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.823,0.0,,25.641,17.857,0.0,4.902,9.009,23.707,0.0,,0.0,17.91,343.216,,,660.2560000000002,394.481,435.897,183.824,258.258,487.069,400.0,,353.535,292.5370000000001
530343,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.909,0.0,,4.115,1.3869999999999998,0.0,0.0,0.0,1.73,0.0,,0.0,0.0,7.2727,0.0,,8.2305,9.7087,0.0,5.5046,5.291,8.6505,27.027,,9.7087,6.8182,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,89.09100000000002,0.0,,152.263,99.861,155.34,58.716,71.429,114.187,108.108,,145.631,68.182,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,104.545,500.0,,156.379,122.053,58.252,86.23899999999998,63.492,117.647,324.324,,145.631,81.818
530346,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.865,,0.0,19.417,6.667000000000002,0.0,0.0,0.0,5.698,,,11.111,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,83.095,,,165.049,130.0,54.545,34.188,64.935,131.054,,,144.444,67.757,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.433,,0.0,0.0,0.0,0.0,0.0,0.0,2.849,,,11.111,2.336,64.47,,,135.922,126.667,72.727,0.0,129.87,128.205,,,388.889,25.701
530354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.956,0.0,0.0,47.00899999999999,20.408,0.0,8.287,0.0,26.81,25.0,,25.974,3.676,1.3812,0.0,0.0,4.2735,1.8553,0.0,2.7624,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,233.425,,384.615,564.1030000000002,294.991,155.844,99.448,93.567,356.5680000000001,100.0,,324.675,44.118,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,96.685,,76.923,256.41,111.317,25.974,49.724,17.544,139.41,0.0,,77.922,22.059
530356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,39.157,0.0,0.0,90.395,47.945,53.57100000000001,23.952,18.1,54.054,71.429,,13.333,17.544,7.5301,0.0,0.0,11.2994,9.1324,0.0,0.0,0.0,15.015,0.0,,26.6667,13.1579,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,378.012,,,870.056,484.018,375.0,167.665,208.145,585.586,571.429,,653.3330000000002,149.123,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,323.795,,,661.0169999999998,424.658,321.4290000000001,194.611,230.769,450.45,464.286,,666.6669999999998,144.737
