digital_media,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,agency_code,Book_TitlesPer_Student,wap,wap_class,media_school,devices,category_code
1,No,-,No,-,Neither,-,260405,34.85,18.0,0.67,1999.0,0.82,E
2,No,-,No,-,Neither,-,260406,16.67,60.0,1.15,2002.0,0.94,M
4,No,-,No,-,Neither,-,260407,19.53,37.0,0.77,2002.0,1.33,E
2,No,-,No,-,Neither,-,260408,12.41,103.0,1.07,1996.0,1.01,H
23,No,-,No,-,Neither,-,260410,39.18,19.0,0.63,2001.0,1.17,E
2,No,-,No,-,Neither,-,260411,18.72,29.0,1.53,2000.0,0.9,H
5,No,-,No,-,Neither,-,260412,32.6,11.0,0.79,2002.0,0.98,E
2,No,-,No,-,Neither,-,260413,35.16,19.0,1.19,2005.0,0.24,M
1,No,-,No,-,Neither,-,260414,24.51,28.0,0.72,2001.0,1.01,E
1,No,-,No,-,Neither,-,260415,37.01,45.0,0.88,2002.0,0.86,E
3,No,-,No,-,Neither,-,260416,28.59,14.0,0.61,2004.0,0.64,E
23,No,-,No,-,Neither,-,260417,24.47,45.0,1.88,2008.0,0.65,M
4,No,-,No,-,Neither,-,260418,21.75,31.0,1.0,2001.0,0.83,M
2,No,-,No,-,Neither,-,260419,16.6,58.0,3.05,2000.0,0.52,M
5,No,-,No,-,Neither,-,260424,16.96,113.0,1.16,1998.0,2.96,H
4,No,-,No,-,Neither,-,260425,21.61,61.0,1.27,2000.0,0.81,M
4,No,-,No,-,Neither,-,260426,32.63,25.0,0.83,2001.0,0.74,E
1,No,-,No,-,Neither,-,260427,12.27,108.0,1.13,2001.0,0.95,H
3,No,-,No,-,Neither,-,260428,22.97,52.0,1.58,1997.0,0.7,M
1,No,-,No,-,Neither,-,260430,38.54,20.0,0.71,2001.0,1.5,E
2,No,-,No,-,Neither,-,260432,42.86,12.0,0.75,2005.0,0.95,E
2,No,-,No,-,Neither,-,260434,21.64,41.0,0.67,2001.0,1.26,E
1,No,-,No,-,Neither,-,260440,20.6,15.0,0.6,2002.0,0.99,E
1,No,-,No,-,Neither,-,260444,47.41,21.0,0.88,1999.0,0.79,E
1,No,-,No,-,Neither,-,260446,11.25,84.0,1.04,2000.0,1.4,H
1,No,-,No,-,Staff,-,260448,22.37,36.0,1.03,2001.0,1.36,E
2,No,-,No,-,Neither,-,260449,48.55,23.0,1.05,2005.0,0.25,H
1,No,-,No,-,Neither,-,260450,19.13,20.0,0.57,2004.0,1.33,E
3,No,-,No,-,Neither,-,260452,23.36,35.0,0.9,1999.0,1.4,E
3,No,-,No,-,Both,6:07:08,260454,16.05,57.0,1.14,2001.0,0.81,M
5,No,-,No,-,Neither,-,260455,18.69,87.0,1.13,1996.0,0.48,H
1,No,-,No,-,Neither,-,260459,44.6,37.0,0.76,2000.0,0.72,E
1,No,-,No,-,Neither,-,260700,,18.0,1.64,2003.0,0.96,H
,,,,,,,260LEA,20.85,3439.0,0.96,2002.0,0.91,
0,Yes,K:1:2:3:4:5:6:7:8,Yes,6:07:08,Both,6:07:08,26C000,1.17,10.0,0.42,2014.0,3.64,I
1,Yes,3:04:05,No,-,Neither,-,270304,50.74,25.0,1.14,1997.0,0.69,E
0,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,270306,34.23,80.0,1.14,1998.0,0.35,H
0,Yes,6:07:08,Yes,6:07:08,Neither,-,270308,24.05,37.0,1.19,2005.0,0.49,M
0,Yes,3:04:05,No,-,Neither,-,270309,36.77,29.0,1.93,2003.0,0.63,E
0,Yes,3:04:05,No,-,Neither,-,270310,27.81,38.0,1.03,2001.0,0.68,E
0,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Neither,-,270311,11.78,27.0,1.8,2003.0,0.52,H
0,Yes,3:04:05,No,-,Neither,-,270312,150.41,20.0,1.67,1996.0,0.49,E
0,Yes,3:04:05,No,-,Neither,-,270316,33.35,38.0,1.46,2001.0,1.19,E
0,Yes,6:07:08,Yes,6:07:08,Neither,-,270318,16.5,39.0,1.05,2002.0,0.77,M
7,Yes,3:04:05,No,-,Neither,-,270320,63.19,41.0,1.41,1999.0,0.53,E
,,,,,,,270LEA,33.02,374.0,1.27,2001.0,0.5,
1,Yes,4:05,No,-,Neither,-,280302,21.77,30.0,1.0,2000.0,0.94,E
23,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,Students,6:7:8:9:10:11:12,280304,24.1,61.0,1.97,1997.0,0.72,T
-,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,280306,,4.0,1.0,,0.43,T
1,Yes,4:05,No,-,Neither,-,280308,28.22,48.0,1.33,2001.0,1.16,E
0,Yes,4:05,No,-,Neither,-,280310,19.74,44.0,1.13,2002.0,1.07,E
1,Yes,4:05,No,-,Both,PK:K:1:2:3:4:5,280312,14.44,48.0,0.86,2003.0,1.04,E
17,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,280316,20.53,120.0,2.86,2006.0,0.79,H
15,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,280320,18.24,72.0,2.25,1992.0,0.77,M
1,Yes,3:04:05,No,-,Neither,-,280324,36.06,48.0,1.37,2002.0,0.81,E
13,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,280328,18.56,82.0,1.64,2001.0,0.8,M
15,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,280330,13.45,146.0,2.92,2004.0,0.78,H
,,,,,,,280LEA,20.11,703.0,1.74,2001.0,0.87,
0,No,-,No,-,Neither,-,290302,33.26,34.0,1.62,2002.0,0.75,E
1,No,-,No,-,Neither,-,290306,20.63,45.0,1.29,2002.0,0.91,E
0,No,-,No,-,Neither,-,290307,35.35,44.0,1.76,2005.0,0.76,E
1,No,-,No,-,Neither,-,290308,6.49,76.0,1.33,2003.0,1.13,H
1,No,-,No,-,Neither,-,290309,17.66,51.0,1.0,2001.0,0.89,M
-,No,-,No,-,Neither,-,290310,,10.0,0.91,,0.87,A
1,Yes,3:04:05,No,-,Neither,-,290312,25.7,37.0,1.23,2001.0,0.94,E
-,Yes,8:9:10:11:12,No,-,Neither,-,290314,,10.0,0.77,,0.3,T
-,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,290315,,11.0,2.2,,0.63,H
0,No,-,No,-,Neither,-,290316,20.79,40.0,1.18,2006.0,0.91,E
1,No,-,No,-,Neither,-,290320,37.24,14.0,0.44,2003.0,0.86,E
1,No,-,No,-,Neither,-,290322,12.39,55.0,1.49,2000.0,0.94,M
1,No,-,No,-,Neither,-,290324,4.46,67.0,1.37,2001.0,0.91,H
0,No,-,No,-,Neither,-,290328,15.44,47.0,1.12,2002.0,1.13,E
0,No,-,No,-,Neither,-,290330,23.07,37.0,1.37,2001.0,1.24,E
1,Yes,4:05,No,-,Neither,-,290332,19.25,42.0,1.14,2001.0,0.7,E
1,Yes,3:04:05,No,-,Neither,-,290333,36.46,41.0,1.46,2003.0,0.83,E
1,No,-,No,-,Neither,-,290334,15.52,56.0,1.37,2001.0,0.9,M
0,No,-,No,-,Neither,-,290336,5.3,61.0,1.27,2003.0,1.1,H
0,No,-,No,-,Neither,-,290344,30.83,40.0,1.33,2001.0,1.36,E
1,No,-,No,-,Neither,-,290348,7.26,93.0,1.24,2002.0,0.85,H
0,No,-,No,-,Neither,-,290349,6.61,78.0,2.6,2015.0,0.85,H
1,No,-,No,-,Neither,-,290350,11.26,69.0,1.64,2004.0,0.89,M
7,No,-,No,-,Neither,-,290351,19.6,74.0,1.68,2009.0,0.68,M
1,Yes,3:04:05,No,-,Neither,-,290352,34.98,35.0,1.4,2001.0,0.84,E
0,No,-,No,-,Neither,-,290356,29.73,32.0,1.14,2006.0,0.97,E
0,No,-,No,-,Neither,-,290364,37.08,9.0,0.47,1998.0,0.77,E
2,No,-,No,-,Neither,-,290365,17.19,43.0,1.34,2003.0,0.95,H
1,No,-,No,-,Neither,-,290366,22.01,27.0,0.49,2002.0,0.94,E
2,No,-,No,-,Neither,-,290367,21.84,34.0,1.21,2003.0,0.72,M
0,No,-,No,-,Neither,-,290375,39.55,39.0,1.3,2004.0,0.65,E
1,No,-,No,-,Neither,-,290376,9.61,47.0,1.27,2002.0,0.79,M
1,No,-,No,-,Neither,-,290380,14.67,58.0,1.21,2006.0,0.98,E
0,No,-,No,-,Neither,-,290384,0.02,54.0,1.23,1994.0,1.3,E
2,No,-,No,-,Neither,-,290388,7.82,51.0,1.31,2002.0,1.1,H
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Neither,-,290389,,25.0,1.56,2017.0,0.32,H
,,,,,,,290LEA,16.74,1586.0,1.27,2003.0,0.89,
0,No,-,No,-,Neither,-,291308,42.43,45.0,1.5,2001.0,1.32,E
1,No,-,No,-,Neither,-,291332,16.41,66.0,1.43,2004.0,1.05,M
1,No,-,No,-,Neither,-,291336,10.75,66.0,1.38,1994.0,0.56,H
0,No,-,No,-,Neither,-,291340,27.4,46.0,1.53,1998.0,1.33,E
0,No,-,No,-,Neither,-,291348,37.71,35.0,1.59,2001.0,1.06,E
0,No,-,No,-,Neither,-,291350,25.0,13.0,2.6,2001.0,1.82,A
2,No,-,No,-,Neither,-,291352,24.6,35.0,1.25,2001.0,1.74,E
,,,,,,,291LEA,22.98,306.0,1.46,2000.0,0.94,
1,Yes,4:05,No,-,Neither,-,292316,28.41,46.0,1.39,1999.0,0.56,E
1,No,-,No,-,Neither,-,292318,22.03,75.0,1.23,2003.0,1.78,E
1,No,-,No,-,Neither,-,292320,23.44,61.0,1.49,2001.0,0.7,M
4,Yes,9:10:11:12,No,-,Neither,-,292324,15.57,67.0,1.26,2002.0,0.59,H
,,,,,,,292LEA,21.54,249.0,1.32,2001.0,0.77,
-,No,-,No,-,Staff,-,300306,,4.0,1.0,,0.25,T
0,No,-,No,-,Staff,-,300308,23.37,52.0,1.33,2004.0,0.98,E
1,No,-,No,-,Staff,-,300310,20.07,45.0,1.25,2001.0,0.91,E
3,No,-,No,-,Both,9:10:11:12,300312,5.88,190.0,2.11,2004.0,1.65,H
-,No,-,No,-,Both,9:10:11:12:13,300314,,10.0,1.43,,0.92,H
1,No,-,No,-,Staff,-,300320,17.24,59.0,1.44,2004.0,1.53,E
1,No,-,No,-,Staff,-,300325,23.74,52.0,1.24,2003.0,0.99,M
1,No,-,No,-,Staff,-,300326,20.17,46.0,1.28,2004.0,1.58,E
1,No,-,No,-,Staff,-,300328,27.02,52.0,1.53,2003.0,1.27,E
1,No,-,No,-,Staff,-,300330,15.26,49.0,1.14,2001.0,1.15,M
1,No,-,No,-,Staff,-,300336,24.02,44.0,1.57,1999.0,1.12,E
2,No,-,No,-,Staff,-,300337,16.78,53.0,1.23,2006.0,0.98,M
,,,,,,,300LEA,16.41,656.0,1.48,2003.0,1.23,
1,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310304,16.1,71.0,1.2,2004.0,0.82,I
15,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310308,14.5,67.0,1.16,2002.0,0.9,I
1,No,-,No,-,Neither,-,310324,,88.0,2.59,2002.0,,
10,Yes,3:4:5:6:7:8,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310330,45.14,47.0,1.21,2001.0,0.59,I
10,Yes,5:6:7:8,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310336,30.28,61.0,1.09,2004.0,1.21,I
-,No,-,No,-,Both,9:10:11:12:13,310338,,10.0,1.25,,0.65,H
22,No,-,No,-,Neither,-,310340,,74.0,2.74,2000.0,,
1,No,-,No,-,Both,9:10:11:12,310344,9.41,63.0,1.09,2001.0,0.72,H
1,No,-,No,-,Both,9:10:11:12,310352,9.53,59.0,1.18,1997.0,0.81,H
16,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310356,21.48,31.0,1.07,2004.0,1.31,I
13,Yes,5,No,-,Both,PK:K:1:2:3:4:5:6,310360,21.07,45.0,1.07,2003.0,0.93,E
25,No,-,No,-,Both,7:8:9:10:11:12,310364,11.48,38.0,1.15,2005.0,0.71,T
5,Yes,PK:K:1:2:3:4:5:6:7:8,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310384,22.97,85.0,1.09,2004.0,1.35,I
12,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310388,15.05,75.0,1.12,2003.0,1.44,I
8,No,-,No,-,Both,9:10:11:12,310392,10.48,57.0,1.39,2003.0,0.76,H
1,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8:9:10:11:12:13,310396,,32.0,1.23,2005.0,,
,,,,,,,310LEA,20.52,903.0,1.28,2003.0,0.83,
3,No,-,No,-,Neither,-,320304,21.9,51.0,1.38,2004.0,2.56,E
1,No,-,No,-,Neither,-,320306,18.49,59.0,1.59,2004.0,1.21,M
3,Yes,5,No,-,Neither,-,320308,27.54,27.0,1.08,2003.0,1.77,E
-,No,-,No,-,Neither,-,320309,,15.0,1.07,,1.25,H
2,No,-,No,-,Neither,-,320310,3.38,38.0,0.95,2001.0,4.26,E
1,No,-,No,-,Neither,-,320312,7.13,110.0,1.05,2000.0,2.69,H
2,No,-,No,-,Neither,-,320313,33.64,38.0,0.95,2004.0,2.09,E
4,Yes,6:7:8:9:10:11,No,-,Neither,-,320314,21.28,62.0,1.27,2003.0,0.82,T
1,No,-,No,-,Neither,-,320315,30.91,48.0,1.17,1999.0,1.3,E
1,No,-,No,-,Neither,-,320316,14.28,74.0,1.1,2002.0,1.69,M
20,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,320317,10.37,22.0,1.22,2008.0,0.68,H
1,No,-,No,-,Neither,-,320318,20.2,32.0,0.91,2003.0,1.52,E
3,No,-,No,-,Neither,-,320319,17.32,43.0,0.78,2003.0,1.79,E
1,No,-,No,-,Neither,-,320320,12.54,39.0,0.98,1998.0,1.36,E
-,Yes,9:10:11:12,No,-,Neither,-,320322,,13.0,1.0,,0.63,H
1,No,-,No,-,Students,6:7:8:9:10:11:12,320323,12.87,127.0,1.14,2002.0,4.0,T
1,No,-,No,-,Neither,-,320324,26.77,46.0,1.0,1999.0,2.2,E
1,Yes,9:10:11:12,No,-,Neither,-,320325,8.37,103.0,1.47,1994.0,0.62,H
1,No,-,No,-,Neither,-,320327,33.54,41.0,0.75,2000.0,1.58,E
2,No,-,No,-,Neither,-,320328,16.12,49.0,1.07,2001.0,2.28,E
-,Yes,9:10:11:12,No,-,Neither,-,320329,,7.0,1.75,,,
1,No,-,No,-,Neither,-,320332,17.66,47.0,0.89,2005.0,1.84,E
2,No,-,No,-,Neither,-,320336,237.69,,,2005.0,0.27,A
1,No,-,No,-,Neither,-,320338,35.79,36.0,1.03,1998.0,1.17,M
1,No,-,No,-,Neither,-,320339,32.27,31.0,0.86,1999.0,0.86,E
1,No,-,No,-,Neither,-,320340,31.46,42.0,1.11,1998.0,2.16,I
0,No,-,No,-,Staff,-,320341,9.11,12.0,0.57,1998.0,2.1,T
9,No,-,No,-,Neither,-,320342,17.2,11.0,0.61,2007.0,1.08,M
2,No,-,No,-,Both,6:07:08,320343,20.26,54.0,1.29,2009.0,0.73,M
0,No,-,No,-,Neither,-,320344,33.24,27.0,1.23,1995.0,0.98,E
6,Yes,6:07:08,No,-,Neither,-,320346,8.86,56.0,0.98,2001.0,0.51,M
1,No,-,No,-,Neither,-,320347,24.01,32.0,0.94,2001.0,1.81,E
1,No,-,No,-,Neither,-,320348,33.64,31.0,1.48,2005.0,1.28,E
1,No,-,No,-,Neither,-,320352,23.06,48.0,1.07,1998.0,1.3,E
-,No,-,No,-,Neither,-,320353,,,,,2.78,H
1,No,-,No,-,Neither,-,320354,57.36,23.0,1.53,2000.0,2.0,E
1,No,-,No,-,Neither,-,320355,12.49,54.0,0.98,2003.0,1.16,M
1,No,-,No,-,Neither,-,320356,8.23,104.0,1.08,2000.0,1.87,H
1,No,-,No,-,Neither,-,320360,24.36,51.0,1.09,1999.0,1.24,E
1,No,-,No,-,Neither,-,320362,21.56,44.0,1.02,2003.0,2.01,E
1,No,-,No,-,Neither,-,320363,20.08,48.0,1.09,2005.0,1.8,E
2,No,-,No,-,Both,2:3:4:5,320364,14.23,60.0,1.15,2003.0,2.79,E
1,No,-,No,-,Neither,-,320365,10.83,100.0,0.88,1998.0,1.9,H
1,No,-,No,-,Neither,-,320366,12.63,55.0,0.9,2002.0,1.53,M
0,No,-,No,-,Neither,-,320367,30.58,30.0,0.91,1998.0,1.82,E
6,No,-,No,-,Neither,-,320368,9.72,71.0,0.81,1999.0,1.78,H
1,No,-,No,-,Neither,-,320369,25.57,44.0,1.0,2006.0,1.81,E
3,No,-,No,-,Neither,-,320370,15.93,54.0,1.29,2005.0,1.42,M
1,No,-,No,-,Neither,-,320372,25.47,49.0,0.86,1993.0,1.39,E
1,Yes,5,No,-,Neither,-,320374,39.97,32.0,1.45,1997.0,1.37,E
1,Yes,K:1:2:3:4:5,No,-,Neither,-,320376,21.63,43.0,1.54,2003.0,1.68,E
1,Yes,K:2:3:4:5,No,-,Neither,-,320388,42.47,38.0,1.06,2001.0,0.7,E
2,No,-,No,-,Neither,-,320400,18.29,23.0,0.85,2000.0,1.22,E
-,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,320701,,12.0,0.75,,0.82,H
,,,,,,,320LEA,18.2,2406.0,1.05,2001.0,1.43,
-,Yes,3:4:5:6:7:8,No,-,Neither,-,32B000,,58.0,2.42,,0.76,I
0,No,-,No,-,Neither,-,32H000,4.97,24.0,0.86,1996.0,3.15,I
4,No,-,No,-,Neither,-,32K000,19.9,11.0,0.33,2008.0,2.77,I
0,No,-,No,-,Students,7:8:9:10:11:12,32L000,8.13,83.0,1.04,2009.0,2.87,A
-,Yes,4:5:6:7:8:9:10:11:12:13,Yes,6:07:08,Neither,-,32M000,,24.0,2.0,,1.23,I
0,No,-,No,-,Both,9:10:11:12,32N000,0.39,37.0,1.32,2005.0,17.46,H
20,No,-,No,-,-,-,32Q000,1.88,,,2005.0,,E
-,No,-,No,-,Neither,-,32R000,,7.0,0.24,,4.4,E
0,Yes,3:04:05,No,-,Staff,-,330304,16.01,66.0,1.32,1997.0,1.14,E
0,Yes,K:1:2:3:4:5,No,-,Neither,-,330308,27.27,67.0,1.29,1996.0,0.63,E
8,Yes,3:04:05,No,-,Both,3:04:05,330312,55.78,45.0,1.5,1997.0,0.47,E
-,Yes,9:10:11:12:13,No,-,Both,9:10:11:12:13,330326,,16.0,1.6,,0.84,H
0,No,-,No,-,Both,9:11:12,330328,23.96,58.0,2.07,2000.0,0.67,H
1,Yes,6:07:08,No,-,Both,6:07:08,330332,79.57,40.0,2.0,1999.0,0.41,M
0,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,330334,13.35,12.0,0.6,1998.0,0.84,E
0,Yes,6:07:08,No,-,Both,6:07:08,330340,24.49,51.0,2.04,1994.0,0.64,M
0,Yes,6:07:08,No,-,Both,6:07:08,330344,45.07,56.0,1.4,1999.0,0.43,M
0,Yes,6:07:08,Yes,8,Both,6:07:08,330348,27.76,60.0,1.58,2001.0,0.55,M
0,Yes,9:10:11:12,No,-,Both,9:10:11:12,330350,9.72,91.0,1.65,1994.0,0.62,H
0,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,330354,31.23,59.0,1.59,1996.0,0.73,E
0,Yes,9:10:11:12,No,-,Both,9:10:11:12,330358,14.58,78.0,1.53,2002.0,0.57,H
1,Yes,3:4:5:6:7:8,No,-,Both,K:1:2:3:4:5:6:7:8,330360,22.85,62.0,1.55,2000.0,0.78,I
,,,,,,,330LEA,24.61,761.0,1.53,1998.0,0.64,
0,No,-,No,-,Neither,-,33A000,5.35,63.0,0.85,2001.0,2.47,A
1,Yes,K:1:2:3:4:5,No,-,Staff,-,340308,28.84,50.0,1.09,1999.0,0.91,E
1,No,-,No,-,Both,9:10:11:12,340311,12.69,105.0,1.54,2001.0,1.22,H
1,Yes,5,No,-,Both,K:1:2:3:4:5,340314,24.94,54.0,1.69,1999.0,1.1,E
2,No,-,No,-,Both,3:04:05,340320,23.95,39.0,1.15,2004.0,1.15,E
1,No,-,No,-,Both,K:1:2:3:4:5,340326,19.79,53.0,1.06,2007.0,1.1,E
1,No,-,No,-,Both,9:10:11:12,340330,7.72,77.0,1.43,2002.0,0.47,H
1,No,-,No,-,Both,9:10:11:12,340332,,95.0,1.08,2001.0,,H
1,Yes,5,No,-,Staff,-,340334,20.63,57.0,1.14,1997.0,1.63,E
-,No,-,No,-,Neither,-,340336,,26.0,0.96,,0.58,H
-,No,-,No,-,Staff,-,340344,,21.0,2.1,,4.3,E
1,Yes,4:05,No,-,Both,K:1:2:3:4:5,340348,18.68,50.0,1.16,2003.0,1.23,E
2,No,-,No,-,Both,6:07:08,340350,7.07,67.0,1.2,2001.0,1.47,M
1,Yes,PK:K:1:2:3:4:5,No,-,Both,PK:K:1:2:3:4:5,340351,35.95,37.0,1.32,2008.0,0.48,E
1,No,-,No,-,Both,8,340354,22.52,38.0,0.84,1982.0,1.03,I
-,No,-,No,-,Both,9:10:11:12,340362,,,,,0.78,H
1,No,-,No,-,Both,9:10:11:12,340364,6.61,115.0,1.44,1996.0,1.02,H
2,No,-,No,-,Both,6:07:08,340366,14.99,58.0,1.14,2004.0,0.85,M
1,Yes,5,No,-,Both,PK:K:1:2:3:4:5,340368,18.45,48.0,1.14,2005.0,1.13,E
2,No,-,No,-,Both,6:07:08,340372,12.48,58.0,1.02,2007.0,1.08,M
7,Yes,K:1:2:3:4:5,No,-,Both,PK:K:1:2:3:4:5,340376,25.43,48.0,1.09,2003.0,0.63,E
1,Yes,4:05,No,-,Staff,-,340380,18.42,59.0,1.2,2000.0,0.97,E
5,No,-,No,-,Both,9:10:11:12,340382,6.68,102.0,1.24,2003.0,1.19,H
1,No,-,No,-,Both,PK:K:1:2:3:4:5,340384,16.65,53.0,1.18,2000.0,1.0,E
1,No,-,No,-,Both,6:7:8:9:10:11:12,340385,46.79,48.0,1.3,2000.0,0.34,T
1,Yes,4:05,No,-,Staff,-,340390,22.24,62.0,1.32,2001.0,1.34,E
2,No,-,No,-,Both,6:07:08,340392,7.43,61.0,0.9,2006.0,0.88,M
-,No,-,No,-,Neither,-,340398,,,,,0.44,A
1,Yes,5,No,-,Both,K:1:2:3:4:5,340400,21.79,47.0,1.24,2001.0,1.78,E
1,Yes,5,No,-,Both,K:1:2:3:4:5,340403,22.06,55.0,1.41,2003.0,1.25,E
2,No,-,No,-,Both,6:07:08,340406,3.45,76.0,1.12,2001.0,0.85,M
1,Yes,5,No,-,Staff,-,340416,15.67,75.0,1.19,2000.0,0.94,E
5,No,-,No,-,Both,6:07:08,340420,13.79,57.0,1.1,2000.0,1.1,M
3,Yes,PK:K:1:2:4:5,Yes,PK:K:1:2,Staff,-,340424,35.78,30.0,1.5,2002.0,0.54,E
1,Yes,5,No,-,Neither,-,340426,12.22,53.0,1.0,2007.0,0.93,E
-,No,-,No,-,Both,6:7:8:9:10:11:12,340427,,19.0,1.12,,0.57,A
3,Yes,3:04:05,No,-,Both,4:05,340428,17.31,53.0,1.04,1998.0,0.86,E
3,No,-,No,-,Neither,-,340430,30.42,56.0,1.4,2003.0,1.23,E
10,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,340432,26.74,38.0,0.93,2002.0,1.34,E
20,No,-,No,-,Staff,-,340436,3.97,,,2001.0,0.8,M
1,Yes,5,No,-,Both,K:1:2:3:4:5,340440,16.49,61.0,1.24,2001.0,1.16,E
3,No,-,No,-,Both,6:07:08,340442,5.49,73.0,1.07,2002.0,1.27,M
-,No,-,No,-,Both,11:12,340446,,,,,1.13,H
1,Yes,2:04:05,No,-,Staff,-,340447,40.93,44.0,1.16,2004.0,1.11,E
1,Yes,5,No,-,Both,K:1:2:3:4:5,340448,17.96,60.0,1.3,1998.0,1.22,E
2,No,-,No,-,Both,6:07:08,340452,24.1,48.0,1.17,2001.0,0.71,M
1,Yes,4:05,Yes,13,Both,K:1:2:3:4:5,340453,23.48,42.0,1.0,2001.0,1.26,E
1,No,-,No,-,Both,9:10:11:12,340454,5.87,97.0,1.28,1997.0,1.26,H
2,Yes,5,No,-,Staff,-,340457,16.03,54.0,0.98,2008.0,1.26,E
2,No,-,No,-,Both,9:10:11:12,340460,9.18,88.0,1.28,1992.0,0.87,H
10,Yes,5,No,-,Both,K:1:2:3:4:5,340462,19.89,54.0,1.69,1999.0,1.34,E
20,No,-,No,-,Both,6:07:08,340464,9.2,63.0,1.05,2001.0,1.08,M
1,Yes,5,No,-,Both,2:3:4:5,340472,22.26,42.0,1.11,2004.0,1.16,E
4,Yes,PK:5,Yes,PK,Staff,-,340476,21.54,70.0,1.37,2003.0,0.76,E
6,No,-,No,-,Both,6:7:8:9:10,340480,7.31,56.0,1.81,2003.0,0.7,T
1,No,-,No,-,Both,9:10:11:12,340486,10.08,97.0,1.13,1993.0,1.43,H
15,Yes,6:7:8:9:10:11:12,No,-,Both,6:7:8:9:11:12,340488,23.28,54.0,1.42,2006.0,0.47,T
2,Yes,2:3:4:5,No,-,Both,PK:K:1:2:3:4:5,340490,29.4,58.0,1.45,2005.0,0.49,E
5,No,-,No,-,Both,6:07:08,340492,27.02,43.0,1.1,2002.0,0.68,M
1,Yes,4:05,No,-,Both,K:1:2:3:4:5,340494,22.32,56.0,1.24,2001.0,1.51,E
1,No,-,No,-,Both,9:10:11:12,340495,7.45,102.0,1.28,2003.0,1.38,H
1,No,-,No,-,Both,9:10:11:12,340496,8.3,103.0,1.29,1991.0,1.45,H
1,No,-,No,-,Both,K:1:2:3:4:5,340504,21.96,51.0,1.13,2000.0,1.58,E
2,No,-,No,-,Both,3:04:05,340508,14.67,60.0,1.13,2004.0,1.4,E
1,Yes,3:04:05,No,-,Staff,-,340512,15.39,53.0,1.08,2001.0,1.25,E
2,No,-,No,-,Staff,-,340514,19.34,70.0,1.46,2009.0,1.1,E
0,No,-,No,-,Both,6:07:08,340516,7.75,70.0,1.17,2003.0,1.37,M
1,Yes,3:04:05,No,-,Staff,-,340520,23.28,45.0,1.05,1997.0,1.18,E
3,Yes,5,No,-,Both,3,340528,11.99,60.0,1.5,2006.0,1.32,E
1,Yes,1:2:3:4:5,No,-,Staff,-,340530,17.42,50.0,1.19,2005.0,1.0,E
-,No,-,No,-,Both,PK:K:1:2:3:4:5,340531,,24.0,2.18,,0.61,E
99,Yes,3:04:05,No,-,Both,5,340532,27.54,67.0,1.52,2003.0,0.71,E
2,Yes,5,No,-,Both,K:1:2:3:4:5,340536,17.24,49.0,1.17,2002.0,2.8,E
1,Yes,5,No,-,Staff,-,340540,16.52,64.0,1.19,2002.0,1.67,E
5,No,-,No,-,Both,9:10:11:12,340542,26.03,57.0,1.21,2006.0,0.73,H
5,No,-,No,-,Both,6:07:08,340544,21.56,58.0,1.18,2006.0,0.86,M
1,Yes,5,No,-,Staff,-,340548,20.11,60.0,1.62,2002.0,1.33,E
2,No,-,No,-,Both,9:10:11:12,340556,4.95,113.0,1.36,1989.0,2.02,H
3,Yes,3:04:05,No,-,Both,3:04:05,340560,22.26,37.0,1.09,2003.0,1.04,E
3,No,-,No,-,Both,6:07:08,340564,17.47,51.0,1.16,2001.0,0.89,M
2,Yes,6:07,No,-,Staff,-,340568,15.61,84.0,2.05,2000.0,0.7,T
,,,,,,,340LEA,15.07,4528.0,1.23,2001.0,1.05,
75,No,-,No,-,Both,9:10:11:12,34B000,0.06,36.0,1.09,2005.0,3.4,A
1,Yes,K:1:2:3:4:5:6:7:8:9:10:11:12:13,No,-,Neither,-,34D000,5.53,6.0,0.2,2006.0,4.52,A
-,No,-,No,-,Neither,-,34F000,,22.0,0.79,3.0,2.68,I
0,Yes,5:6:7:8,No,-,Both,4:5:6:7:8,34G000,38.99,10.0,0.37,2000.0,3.42,I
