agency_code,pct_AIG_ELP,pct_ALL_ELP,pct_AM7_ELP,pct_AS7_ELP,pct_BL7_ELP,pct_EDS_ELP,pct_ELS_ELP,pct_FCS_ELP,pct_FEM_ELP,pct_HI7_ELP,pct_HMS_ELP,pct_MALE_ELP,pct_MIL_ELP,pct_MU7_ELP,pct_SWD_ELP,pct_WH7_ELP
920571,,75.5,,73.3,,57.9,75.5,,81.8,57.9,,70.4,,,80.0,95.0
920572,,40.7,,,,38.5,40.7,,50.0,45.5,,33.3,,,,
920576,,75.0,,,,75.8,75.0,,78.3,74.4,,71.4,,,,
920580,,50.0,,,,49.2,50.0,,48.6,53.1,,51.4,,,,
920584,,47.6,,,,33.3,47.6,,40.0,50.0,,54.5,,,,
920588,,31.7,,,,30.0,31.7,,34.8,29.5,,29.7,,,15.4,
920592,,19.4,,,,18.2,19.4,,26.7,17.4,,14.3,,,20.0,
920593,,53.8,,,,52.1,53.8,,51.7,54.3,,54.9,,,,
920594,,20.0,,,,18.2,20.0,,,8.3,,,,,,
920595,,31.2,,,,30.9,31.2,,29.0,27.3,,32.6,,,22.2,40.0
920596,,51.1,,,,47.5,51.1,,45.0,45.9,,56.0,,,46.2,
920597,,55.0,,,,55.2,55.0,,58.6,55.2,,51.6,,,60.0,
920598,,68.1,,76.3,,64.2,68.1,,74.4,71.9,,64.5,,,50.0,41.7
920599,,41.6,,,,45.1,41.6,,51.2,37.7,,32.6,,,25.0,
920600,,45.5,,40.0,,46.2,45.5,,31.6,48.5,,56.0,,,,
920601,,25.6,,,,27.8,25.6,,26.3,27.0,,25.0,,,20.0,
920604,,61.0,,60.7,,73.3,61.0,,64.7,,,58.3,,,,
920606,,60.0,,,,60.0,60.0,,65.7,59.4,,54.3,,,40.0,
920607,,19.5,,,,13.3,19.5,,22.2,13.5,,14.3,,,15.8,
920608,,34.5,,,,38.0,34.5,,44.8,27.5,,23.1,,,36.4,
920614,,60.0,,,,,60.0,,,,,,,,,
920616,,51.9,,,,52.3,51.9,,61.7,52.2,,46.4,,,31.6,
920618,,38.7,,45.5,,35.7,38.7,,38.8,38.1,,38.6,,,33.3,
920620,,65.9,,,,65.9,65.9,,63.6,68.4,,68.2,,,,
920624,,58.1,,,,53.8,58.1,,78.6,53.8,,41.2,,,,
920626,,54.6,,,,56.1,54.6,,69.0,56.3,,46.8,,,38.9,
920628,,50.0,,,,46.9,50.0,,52.2,51.6,,46.7,,,,
920632,,64.2,,,,66.0,64.2,,74.1,63.5,,57.5,,,,
920636,,55.6,,,,56.3,55.6,,,58.8,,58.3,,,30.0,
920LEA,78.0,46.7,40.0,62.0,42.1,44.8,46.7,,50.2,43.4,36.6,44.0,,41.2,29.7,53.5
92L000,,7.0,,,,6.7,7.0,,10.0,7.0,,5.0,,,,
92M000,,48.8,,,,47.1,48.8,,57.1,48.6,,40.0,,,,
92R000,,50.0,,,,,50.0,,36.4,52.6,,63.6,,,,
92T000,,75.8,,72.7,,,75.8,,85.7,,,68.4,,,,75.0
92V000,,50.0,,,,27.3,50.0,,,60.0,,40.0,,,,
92W000,,30.8,,,,,30.8,,,,,,,,,
930LEA,,32.3,,,,20.0,32.3,,53.8,25.9,,16.7,,,,
93J000,,36.1,,,,50.0,36.1,,36.8,39.4,,35.3,,,,
93M000,,81.3,,88.9,,,81.3,,90.9,,,76.2,,,,
940306,,44.4,,,,50.0,44.4,,,46.2,,33.3,,,,
940314,,66.7,,,,,66.7,,,60.0,,,,,,
940LEA,,39.6,,,,42.9,39.6,,55.0,38.8,,30.3,,,,
950322,,47.5,,50.0,,41.3,47.5,,63.0,44.2,,34.4,,,34.6,
950328,,70.4,,,,73.1,70.4,,,70.8,,63.2,,,60.0,
950332,,33.3,,,,28.6,33.3,,,33.3,,,,,,
950336,,23.1,,,,23.1,23.1,,,27.3,,,,,,
950LEA,,50.0,,44.4,,45.9,50.0,,53.7,48.5,,47.3,,,41.7,
960312,,35.5,,,,35.3,35.5,,39.1,35.5,,33.3,,,33.3,
960314,,52.6,,,,51.9,52.6,,58.3,51.7,,48.6,,,30.8,
960316,,50.4,,,80.0,47.2,50.4,,56.5,48.3,,44.9,,,,
960318,,60.0,,,,,60.0,,,,,,,,,
960324,,33.3,,,,30.8,33.3,,,30.0,,26.3,,,,
960329,,50.7,,,,56.7,50.7,,68.2,50.9,,42.6,,,33.3,
960330,,38.9,,,,,38.9,,,,,40.0,,,,
960331,,18.8,,,,,18.8,,,,,,,,,
960334,,57.1,,,,,57.1,,,57.1,,60.0,,,,
960336,,44.9,,,,32.0,44.9,,37.5,46.8,,52.0,,,,
960340,,46.2,,,,,46.2,,40.0,,,,,,,
960344,,43.8,,50.0,,41.2,43.8,,58.8,44.4,,26.7,,,,
960348,,34.0,,,37.5,34.5,34.0,,37.9,33.3,,29.2,,,36.4,
960360,,27.3,,,,26.3,27.3,,10.0,14.3,,41.7,,,,
960370,,23.8,,,,23.1,23.8,,13.3,25.6,,29.6,,,,
960372,,20.0,,,,,20.0,,,,,,,,,
960380,,32.0,,,30.8,23.5,32.0,,36.1,32.2,,29.7,,,20.0,
960382,90.0,57.4,,,,56.8,57.4,,65.3,57.3,,51.3,,,30.8,
960386,,26.2,,,,25.0,26.2,,19.2,25.4,,31.4,,,33.3,
960387,,38.0,,,,38.6,38.0,,38.1,37.4,,37.9,,,20.0,
960388,,37.9,,45.5,,28.6,37.9,,,35.3,,25.0,,,,
960390,,60.0,,,,70.0,60.0,,,,,,,,,
960450,,34.1,,40.0,,29.4,34.1,,41.2,32.3,,29.2,,,,
960454,,55.8,,70.0,,54.1,55.8,,61.9,50.0,,50.0,,,,
960LEA,77.8,44.6,,51.4,49.2,44.1,44.6,,49.8,44.1,,40.8,,,26.8,48.6
970310,,50.0,,,,,50.0,,,50.0,,,,,,
970312,,48.1,,,,50.0,48.1,,80.0,48.0,,29.4,,,,
970315,,14.8,,,,20.0,14.8,,9.1,16.0,,18.8,,,40.0,
970337,,44.3,,,,37.8,44.3,,37.5,47.3,,48.6,,,40.0,
970340,,52.2,,,,54.5,52.2,,50.0,53.5,,54.2,,,,
970348,,50.0,,,,,50.0,,,46.7,,58.3,,,,
970352,,48.6,,,,35.0,48.6,,43.8,48.6,,52.4,,,,
970356,,28.6,,,,30.0,28.6,,,28.6,,25.0,,,,
970358,,30.0,,,,,30.0,,,30.0,,,,,,
970360,,54.8,,,,44.4,54.8,,47.4,56.1,,60.9,,,,
970370,,50.0,,,,,50.0,,,50.0,,,,,,
970388,,23.1,,,,25.0,23.1,,,25.0,,,,,,
970389,,37.5,,,,30.0,37.5,,,37.5,,,,,,
970390,,35.7,,,,42.1,35.7,,41.7,37.0,,31.3,,,,
970392,,78.6,,,,58.3,78.6,,69.2,71.4,,86.7,,,,
970LEA,,44.8,,,,40.6,44.8,,46.7,44.7,46.2,43.5,,,31.1,30.0
980308,,35.7,,,,29.4,35.7,,46.2,34.6,,26.7,,,,
980318,,21.1,,,,20.0,21.1,,,13.3,,30.8,,,,
980320,,60.9,,,,,60.9,,50.0,59.1,,69.2,,,,
980336,,5.0,,,,5.0,5.0,,5.0,6.7,,7.7,,,,
980338,,20.0,,,,18.2,20.0,,,10.0,,,,,,
980340,,44.8,,,,50.0,44.8,,45.5,42.9,,44.4,,,,
980342,,12.2,,,,14.3,12.2,,9.1,9.4,,13.3,,,5.0,
980344,,77.3,,,,76.9,77.3,,75.0,86.2,,78.6,,,,66.7
980348,,30.0,,,,,30.0,,,30.0,,,,,,
980352,,61.5,,,,57.9,61.5,,57.1,62.2,,66.7,,,,
980356,,59.5,,,,45.5,59.5,,52.9,55.9,,65.0,,,,
980357,,56.8,,,,65.2,56.8,,50.0,55.6,,59.3,,,,
980360,,43.3,,,,41.7,43.3,,53.8,35.0,,35.3,,,,
980364,,55.8,,,,57.1,55.8,,60.9,54.9,,51.7,,,,
980388,,59.4,,,,53.8,59.4,,80.0,59.4,,50.0,,,,
980390,,16.7,,,,5.0,16.7,,,,,18.2,,,,
980392,,50.0,,,,,50.0,,63.6,,,,,,,
980396,,35.7,,,,,35.7,,,33.3,,,,,,
980400,,48.6,,,,60.0,48.6,,63.6,47.1,,41.7,,,,
980LEA,,44.9,,57.1,,39.2,44.9,,46.4,44.2,,43.9,,,20.6,57.1
98A000,,46.2,,,,47.5,46.2,,43.6,45.4,,48.1,,,50.0,
990304,,10.0,,,,10.5,10.0,,,10.5,,15.4,,,5.0,
990308,,61.5,,,,72.7,61.5,,,61.5,,,,,,
990312,,31.3,,,,31.3,31.3,,30.0,31.3,,,,,,
990316,,50.0,,,,50.0,50.0,,,50.0,,,,,,
990321,,28.6,,,,28.6,28.6,,,28.6,,,,,,
990322,,7.7,,,,8.3,7.7,,10.0,7.7,,6.3,,,,
990324,,23.5,,,,25.0,23.5,,,28.6,,10.0,,,,
990325,,14.3,,,,15.4,14.3,,,15.4,,,,,,
990326,,30.8,,,,30.4,30.8,,36.4,30.8,,26.7,,,,
990328,,52.8,,,,51.4,52.8,,48.6,53.5,,56.8,,,25.0,
990336,,49.4,,,,50.0,49.4,,53.3,48.7,,46.8,,,,
990LEA,,38.1,,,,38.9,38.1,,38.8,38.7,,37.6,,,24.2,
995312,,52.5,,,,53.6,52.5,,56.0,54.7,,50.0,,,36.8,
995324,,13.3,,,,13.3,13.3,,,13.3,,,,,10.0,
995328,,53.3,,,,53.3,53.3,,,50.0,,36.4,,,,
995330,,6.7,,,,6.7,6.7,,,6.7,,,,,,
995LEA,,38.8,,,,39.3,38.8,,42.0,38.4,,36.6,,,22.0,
NC-SEA,75.0,44.9,41.7,52.7,44.3,43.6,44.9,39.2,48.0,43.5,38.6,42.6,54.0,42.6,28.8,55.8
