agency_code,pct_AIG_ELP,pct_ALL_ELP,pct_AM7_ELP,pct_AS7_ELP,pct_BL7_ELP,pct_EDS_ELP,pct_ELS_ELP,pct_FCS_ELP,pct_FEM_ELP,pct_HI7_ELP,pct_HMS_ELP,pct_MALE_ELP,pct_MIL_ELP,pct_MU7_ELP,pct_SWD_ELP,pct_WH7_ELP
290352,,72.7,,,,,72.7,,,70.0,,,,,,
290366,,65.4,,,,68.0,65.4,,50.0,64.0,,78.6,,,,
290375,,53.8,,,,63.6,53.8,,,,,,,,,
290376,,5.0,,,,5.0,5.0,,,5.0,,,,,,
290380,,47.1,,,,35.7,47.1,,,40.0,,40.0,,,,
290384,,52.2,,,,52.4,52.2,,,52.6,,60.0,,,,
290LEA,,46.6,,65.0,,47.1,46.6,,44.6,45.2,,48.1,,,25.0,57.1
291308,,57.1,,,,55.6,57.1,,58.3,54.1,,56.3,,,46.7,
291332,,14.3,,,,18.2,14.3,,16.7,15.4,,12.5,,,,
291336,,11.9,,,,5.6,11.9,,12.5,12.8,,11.5,,,5.0,
291340,,48.7,,,,50.0,48.7,,58.8,46.0,,40.9,,,,
291352,,37.8,,,,36.6,37.8,,42.1,38.8,,33.3,,,31.3,
291LEA,,40.5,,40.0,,39.9,40.5,,44.5,39.1,,37.4,,,25.8,66.7
292316,,81.3,,,,82.4,81.3,,73.1,80.4,,90.9,,,,
292318,,52.8,,,,46.7,52.8,,50.8,52.2,,54.8,,,35.3,
292320,,23.3,,,,20.0,23.3,,5.0,21.4,,36.8,,,,
292324,,21.6,,,,25.0,21.6,,14.3,25.0,,26.1,,,,
292LEA,,50.0,,,,45.0,50.0,,46.4,50.2,,53.2,,,33.3,
300308,,36.1,,,,36.1,36.1,,50.0,36.1,,25.0,,,33.3,
300310,,41.2,,,,41.2,41.2,,,41.2,,50.0,,,,
300312,,18.2,,,,16.7,18.2,,20.0,18.8,,17.4,,,11.1,
300320,,45.5,,,,42.1,45.5,,52.9,42.1,,40.7,,,,
300325,,20.0,,,,,20.0,,,20.0,,,,,,
300326,,57.9,,,,57.9,57.9,,,58.8,,61.5,,,,
300330,,17.6,,,,12.5,17.6,,10.0,17.6,,,,,10.0,
300336,,66.7,,,,63.2,66.7,,,66.7,,75.0,,,,
300LEA,,39.4,,,,37.8,39.4,,38.0,38.2,,40.3,,,23.4,
310304,,39.2,,,,38.7,39.2,,40.1,39.3,,38.4,,,15.4,
310308,,32.4,,,,32.4,32.4,,36.7,32.8,,28.9,,,,
310330,,23.1,,,,,23.1,,,23.1,,,,,,
310336,,43.8,,,,44.1,43.8,,50.8,43.3,,37.3,,,7.7,
310344,,21.2,,,,26.2,21.2,,20.8,19.8,,21.4,,,9.1,
310352,,24.2,,,,12.1,24.2,,20.0,24.7,,27.8,,,27.3,
310356,,49.1,,,,53.3,49.1,,48.1,48.0,,50.0,,,,
310360,,48.8,,,,52.3,48.8,,50.0,48.7,,47.7,,,31.3,
310364,,27.5,,,,7.7,27.5,,33.3,28.2,,24.0,,,,
310384,,35.4,,,,32.6,35.4,,31.0,36.1,,38.8,,,38.5,
310388,,42.2,,,,39.7,42.2,,50.0,42.6,,35.4,,,6.3,
310392,,26.2,,,,28.6,26.2,,38.9,26.8,,20.9,,,,
310LEA,,36.6,25.0,,25.0,36.4,36.6,,38.6,36.6,,35.0,,,19.5,50.0
320304,,63.9,,,,71.9,63.9,,74.1,61.9,,57.8,,,47.1,
320306,,23.5,,,,25.3,23.5,,25.7,22.1,,22.0,,,6.3,
320308,,34.6,,,,28.6,34.6,,36.0,35.0,,33.3,,,,
320310,,53.5,,,,50.7,53.5,,53.1,52.5,,53.8,,,38.5,
320312,,31.9,,,60.0,29.6,31.9,,34.7,25.0,,29.7,,,18.2,50.0
320313,,61.8,,,,66.0,61.8,,70.8,63.3,,54.8,,,,
320314,,20.8,,,,18.2,20.8,,,21.7,,26.7,,,18.2,
320315,,51.9,,,,50.0,51.9,,52.4,53.3,,51.6,,,40.0,
320316,,47.9,,,,46.2,47.9,,54.5,47.7,,44.9,,,47.8,
320317,,53.3,,,,70.0,53.3,,45.5,46.2,,,,,,
320318,,64.0,,,,63.5,64.0,,68.3,64.0,,60.0,,,52.4,
320319,,77.4,,,,76.9,77.4,,84.1,75.2,,71.6,,,50.0,
320320,,61.3,,,,59.7,61.3,,63.4,61.3,,59.5,,,72.2,
320322,,5.0,,,,5.0,5.0,,5.0,5.0,,,,,,
320323,,18.4,,,,18.8,18.4,,26.7,20.0,,13.0,,,11.1,
320324,,80.5,,,,80.0,80.5,,89.2,78.6,,72.5,,,69.2,
320325,,34.3,,,,37.2,34.3,,31.0,35.6,,36.5,,,15.4,
320327,,68.3,,,69.2,69.7,68.3,,66.7,66.0,,69.9,,,51.7,84.0
320328,,72.1,,,,70.8,72.1,,73.4,71.4,,70.9,,,34.6,
320332,,73.8,,70.0,72.7,73.1,73.8,,79.6,72.4,,67.1,,,58.3,83.3
320338,,12.0,,,,8.7,12.0,,8.3,12.0,,15.4,,,,
320339,,47.6,,,,55.2,47.6,,49.0,45.2,,46.6,,,,
320340,,42.9,,,,42.1,42.9,,,42.9,,42.9,,,27.3,
320341,,18.2,,,,,18.2,,,,,,,,,
320342,,9.1,,,,10.0,9.1,,,9.1,,,,,,
320343,,30.8,,,,27.8,30.8,,27.3,33.3,,33.3,,,,
320344,,66.7,,,,69.2,66.7,,64.0,68.0,,69.0,,,,
320346,,8.9,,,,9.4,8.9,,15.0,8.7,,5.6,,,5.0,
320347,,50.0,,,,45.7,50.0,,43.8,50.0,,54.5,,,42.9,
320352,,58.3,,,,59.4,58.3,,65.0,57.4,,53.6,,,32.1,
320354,,47.1,,,,47.1,47.1,,,47.1,,,,,,
320355,,26.3,,,,22.4,26.3,,30.8,26.4,,23.2,,,20.0,
320356,,28.0,,,,28.3,28.0,,34.4,28.0,,23.6,,,5.0,
320360,,45.9,,,,48.0,45.9,,47.2,45.9,,44.8,,,56.3,
320362,,58.9,,,,56.9,58.9,,53.1,59.0,,63.4,,,,
320363,,48.4,,,,46.6,48.4,,50.0,46.7,,47.4,,,25.0,
320364,,66.7,,,,60.0,66.7,,60.0,61.9,,73.3,,,63.6,
320365,,34.5,,,25.0,33.5,34.5,,31.9,34.8,,36.4,,,28.2,37.5
320366,,34.2,,,41.2,34.3,34.2,,30.9,34.1,,37.3,,,37.5,23.1
320367,,64.5,,,,58.1,64.5,,69.2,64.9,,59.5,,,,
320368,,23.7,,,,25.0,23.7,,28.4,23.7,,20.0,,,17.6,
320369,,67.6,,,,61.8,67.6,,75.0,67.1,,60.0,,,61.5,
320370,,30.8,,,,31.8,30.8,,,33.3,,26.3,,,30.8,
320372,,72.4,,,,73.4,72.4,,76.3,70.5,,68.4,,,38.5,
320374,,50.0,,,,53.3,50.0,,50.0,57.9,,,,,,
320376,,60.6,,,,58.5,60.6,,72.0,60.7,,53.7,,,40.0,
320388,,58.6,,,,57.1,58.6,,54.8,56.1,,64.3,,,,
320400,,62.6,,,,63.2,62.6,,66.7,60.2,,58.6,,,,
320LEA,82.1,49.8,58.3,56.1,51.8,49.4,49.8,,53.1,49.0,30.8,47.2,,40.0,35.3,61.7
32A000,,36.6,,,,36.8,36.6,,43.3,35.9,,31.1,,,23.8,
32B000,,42.9,,,,,42.9,,46.2,44.0,,40.0,,,,
32C000,,26.3,,,,26.3,26.3,,,25.0,,9.1,,,,
32D000,,56.7,,,,,56.7,,46.7,53.8,,66.7,,,,
32H000,,68.6,,,,60.0,68.6,,57.1,65.5,,76.2,,,,
32M000,,68.0,,,,66.7,68.0,,,70.8,,75.0,,,,
32P000,,44.1,,,,,44.1,,62.5,43.3,,27.8,,,,
32Q000,,48.4,,,,35.7,48.4,,54.1,48.4,,40.7,,,,
32S000,,25.0,,,,19.0,25.0,,36.8,25.0,,11.8,,,,
330304,,18.2,,,,,18.2,,,18.2,,,,,,
330308,,31.9,,,,50.0,31.9,,42.9,31.9,,23.1,,,,
330312,,34.3,,,,33.3,34.3,,58.8,34.3,,11.1,,,,
330328,,20.0,,,,,20.0,,,20.0,,,,,,
330334,,15.4,,,,,15.4,,,15.4,,,,,,
330340,,20.0,,,,,20.0,,,20.0,,20.0,,,,
330344,,10.0,,,,,10.0,,,10.0,,,,,,
330350,,6.3,,,,,6.3,,,6.3,,,,,,
330354,,73.9,,,,,73.9,,70.0,73.9,,76.9,,,,
330358,,20.0,,,,,20.0,,,20.0,,,,,,
330360,,16.0,,,,15.4,16.0,,,16.0,,18.8,,,,
330LEA,,28.6,,,,25.7,28.6,,37.9,28.6,,22.3,,,5.0,
33A000,,45.8,,,,47.4,45.8,,,31.6,,33.3,,,,
340308,,49.1,,,,46.7,49.1,,57.1,48.0,,42.1,,,30.0,
340311,,26.7,,,,18.2,26.7,,,28.6,,,,,,
340314,,41.1,,,,37.0,41.1,,56.8,43.4,,26.1,,,33.3,
340320,,60.4,,80.0,,55.2,60.4,,64.4,57.3,,56.9,,,50.0,
340326,,28.6,,,,30.0,28.6,,,,,,,,,
340330,,18.6,,,,24.4,18.6,,26.5,19.1,,11.1,,,31.3,
340334,,30.8,,,,,30.8,,,,,,,,,
340336,,28.6,,,,,28.6,,36.4,30.0,,20.0,,,28.6,
340348,,73.3,,,,66.7,73.3,,,66.7,,80.0,,,,
340350,,22.5,,,,21.3,22.5,,32.1,22.4,,16.3,,,10.7,
340364,,16.7,,,,13.9,16.7,,15.9,14.6,,17.3,,,9.5,
340366,,19.4,,,,13.3,19.4,,23.8,17.2,,17.4,,,13.0,
340368,,51.0,,,,48.2,51.0,,63.4,50.8,,37.4,,,38.9,
340372,,8.7,,,,7.5,8.7,,13.3,8.2,,5.1,,,5.0,
340376,,39.9,,,,41.7,39.9,,45.8,40.1,,34.8,,,,
340380,,52.7,,,,55.3,52.7,,53.3,52.8,,52.2,,,46.7,
340382,,16.9,,,,20.1,16.9,,25.4,17.8,,11.9,,,20.0,
340384,,53.3,,,,54.2,53.3,,59.6,53.7,,47.6,,,39.1,
340385,,5.0,,,,,5.0,,,5.0,,,,,,
340390,,39.1,,,,36.6,39.1,,37.4,38.9,,40.7,,,25.0,
340392,,18.5,,,,19.2,18.5,,33.3,20.8,,6.7,,,,
340400,,65.3,,,,65.9,65.3,,80.0,64.3,,54.8,,,,
340403,,66.7,,72.2,,50.0,66.7,,60.0,,,70.0,,,,
340406,,24.1,,,,22.7,24.1,,30.0,19.0,,21.1,,,,
340416,,60.7,,,,58.4,60.7,,63.1,60.3,,58.5,,,47.2,
340420,,11.4,,,,9.7,11.4,,5.9,12.2,,14.8,,,17.6,
340424,,58.1,,,,53.6,58.1,,61.9,60.0,,50.0,,,,
340426,,65.5,,,,60.9,65.5,,59.3,69.4,,71.0,,,,
340428,,43.4,,,,43.0,43.4,,42.4,41.4,,43.9,,,35.3,
340430,,48.3,,,,52.7,48.3,,50.8,46.2,,46.4,,,42.9,
340436,,14.3,,,,15.4,14.3,,,15.4,,,,,14.3,
340440,,71.4,,,,81.8,71.4,,70.0,,,72.7,,,,
340442,,13.3,,,,10.0,13.3,,,5.0,,,,,5.0,
340447,,31.0,,,,25.0,31.0,,22.9,29.6,,43.5,,,,
340448,,55.6,,,,51.1,55.6,,55.2,56.8,,55.9,,,40.7,
340452,,8.3,,,,5.7,8.3,,13.6,8.5,,5.0,,,10.0,
340453,,42.1,,,,30.8,42.1,,,42.9,,41.7,,,,
340454,,35.5,,,,33.3,35.5,,34.3,30.2,,37.0,,,11.8,
340457,,45.8,,54.5,,41.7,45.8,,44.2,44.3,,47.2,,,38.1,
340460,,14.7,,,,19.5,14.7,,17.5,13.5,,11.9,,,7.7,
340462,,58.2,,,,61.8,58.2,,56.3,57.0,,59.7,,,50.0,
340464,,21.4,,,,21.7,21.4,,24.2,22.4,,19.6,,,5.6,
340472,,52.9,,,,54.8,52.9,,62.5,54.8,,44.4,,,,
340476,,55.4,,,,51.2,55.4,,54.2,53.7,,56.6,,,47.2,
340480,,22.7,,,,26.3,22.7,,30.0,19.0,,16.7,,,30.0,
340486,,20.3,,,,20.5,20.3,,16.2,18.0,,23.5,,,18.4,
340488,,38.6,,,,51.9,38.6,,37.0,37.2,,41.2,,,,
340490,,51.4,,,,50.8,51.4,,57.6,47.6,,45.9,,,40.0,
340492,,9.4,,,,7.6,9.4,,7.9,9.4,,10.3,,,5.0,
340494,,72.2,,,,72.2,72.2,,,73.3,,,,,,
340495,,18.8,,,,13.6,18.8,,15.4,14.3,,21.1,,,,
340496,,37.4,,44.0,,35.4,37.4,,41.2,35.9,,34.4,,,38.5,
340504,,47.5,,,,48.1,47.5,,46.4,46.3,,48.4,,,21.4,
340508,,60.6,,,,60.9,60.6,,63.6,59.1,,57.9,,,53.8,
340512,,50.0,,,,,50.0,,,,,,,,,
340514,,45.3,,,,39.3,45.3,,44.8,45.9,,45.7,,,14.3,
340516,,8.5,,,,8.3,8.5,,5.9,7.7,,10.8,,,8.3,
340520,,72.2,,83.8,,78.8,72.2,,82.2,63.5,,63.5,,,42.9,
340528,,66.7,,,,63.2,66.7,,83.3,66.7,,53.3,,,50.0,
340530,,50.7,,,,45.5,50.7,,51.6,52.2,,50.0,,,,
340532,,44.6,,,,42.4,44.6,,48.3,43.8,,41.7,,,23.1,
340536,,72.2,,66.7,,71.4,72.2,,77.8,76.5,,66.7,,,,
340540,,52.6,,,,59.1,52.6,,57.1,51.5,,50.0,,,,
340542,,83.3,,,,84.2,83.3,,85.7,83.3,,80.0,,,,
340544,,18.8,,,,14.3,18.8,,,15.4,,30.0,,,,
340548,,24.1,,,,24.6,24.1,,17.9,23.5,,30.0,,,23.8,
340556,,39.3,,50.0,,36.5,39.3,,50.0,37.1,,32.1,,,27.3,40.0
340564,,22.1,,15.4,,27.1,22.1,,38.5,15.8,,13.7,,,5.0,
340568,,18.2,,,,12.5,18.2,,25.0,20.7,,7.7,,,,
340LEA,82.6,40.2,,52.4,52.5,38.9,40.2,,43.9,39.0,40.0,37.2,,42.9,28.2,48.6
34B000,,63.2,,,,50.0,63.2,,62.5,63.2,,63.6,,,40.0,
34D000,,34.4,,,,37.5,34.4,,31.0,35.1,,37.0,,,20.0,
34F000,,53.3,,,,53.9,53.3,,54.5,54.3,,51.9,,,45.5,
350304,,50.7,,,,50.0,50.7,,48.5,51.5,,52.6,,,,
350308,,15.8,,,,18.8,15.8,,,17.6,,9.1,,,16.7,
350310,,27.3,,,,,27.3,,,27.3,,,,,,
350312,,10.5,,,,11.8,10.5,,,12.5,,5.0,,,,
350316,,44.7,,,,40.0,44.7,,50.0,43.2,,38.9,,,,
350318,,57.1,,,,53.8,57.1,,40.0,56.0,,66.7,,,,
350321,,33.3,,,,33.3,33.3,,,31.8,,36.8,,,,
350324,,27.3,,,,,27.3,,,,,,,,,
350331,,41.4,,,,40.7,41.4,,35.7,40.9,,46.7,,,,
350332,,53.8,,,,57.9,53.8,,54.2,52.1,,53.6,,,,
350336,,31.3,,,,28.6,31.3,,,26.7,,,,,,
350338,,5.0,,,,,5.0,,,5.0,,,,,,
350339,,64.5,,,,66.7,64.5,,75.0,63.3,,53.3,,,,
350340,,75.0,,,,78.6,75.0,,,72.7,,78.6,,,,
350LEA,,43.8,,50.0,,42.9,43.8,,43.1,42.7,,44.2,,,23.1,61.1
360310,,38.7,,,,31.5,38.7,,41.2,38.0,,36.6,,,25.0,
360320,,47.1,,,,46.2,47.1,,20.0,,,,,,,
360332,,27.6,,,,28.6,27.6,,25.0,27.6,,29.4,,,,
360336,,15.4,,,,15.4,15.4,,,16.7,,,,,,
360338,,57.1,,,,,57.1,,,55.0,,61.5,,,,
360340,,71.4,,,,,71.4,,63.6,70.0,,80.0,,,,
360344,,52.9,,,,42.9,52.9,,47.1,51.5,,58.8,,,,
360348,,50.0,,,,41.9,50.0,,61.5,51.5,,43.5,,,46.2,
360352,,63.6,,,,,63.6,,,60.0,,50.0,,,,
360378,,28.6,,,,18.2,28.6,,,18.2,,,,,,
360392,,48.6,,,,50.0,48.6,,52.9,48.6,,44.7,,,30.0,
360396,,22.7,,,,25.0,22.7,,,20.0,,14.3,,,,
360400,,53.0,,,,50.0,53.0,,60.5,53.3,,46.7,,,40.0,
360408,,12.1,,,,5.6,12.1,,20.0,13.3,,5.6,,,5.0,
360420,,72.7,,,,,72.7,,,,,,,,,
360426,,25.8,,,,25.8,25.8,,40.0,24.1,,19.0,,,7.7,
360428,,17.0,,,,12.8,17.0,,15.4,16.0,,18.5,,,5.9,
360436,,10.0,,,,,10.0,,7.7,10.5,,,,,,
360438,,52.4,,,,48.3,52.4,,56.0,54.3,,47.1,,,,
360440,,63.6,,,,69.0,63.6,,68.8,63.6,,58.8,,,,
360456,,28.6,,,,30.0,28.6,,,18.2,,,,,,
360468,,50.0,,,,48.0,50.0,,59.3,52.0,,40.0,,,,
360470,,15.6,,,,16.0,15.6,,23.1,15.6,,10.5,,,,
360478,,55.0,,,,58.8,55.0,,,62.5,,54.5,,,,
360480,,43.8,,,,50.0,43.8,,56.7,46.2,,34.9,,,,
360482,,68.8,,,,75.0,68.8,,,71.4,,,,,,
360490,,57.4,,,,62.8,57.4,,56.0,60.5,,59.1,,,,
360492,,47.2,,,,46.2,47.2,,50.0,48.1,,44.7,,,,
360494,,23.1,,,,,23.1,,,,,,,,,
360498,,14.6,,,,21.7,14.6,,28.6,14.6,,8.8,,,7.1,
360510,,84.2,,,,90.0,84.2,,,,,70.0,,,,
360514,,14.3,,,,8.3,14.3,,,16.7,,,,,,
360520,,43.9,,,,57.9,43.9,,50.0,43.9,,38.1,,,,
360526,,13.0,,,,9.1,13.0,,16.7,14.3,,9.1,,,,
360LEA,,41.8,,49.3,,40.3,41.8,,46.2,41.5,,38.1,,,20.9,33.3
36B000,,45.5,,,,,45.5,,,50.0,,35.7,,,,
380306,,69.2,,,,69.2,69.2,,,66.7,,,,,,
380LEA,,57.9,,,,57.9,57.9,,,52.9,,54.5,,,,
390309,,25.0,,,,24.1,25.0,,26.7,25.8,,23.5,,,50.0,
390311,,52.0,,,,51.4,52.0,,55.0,51.4,,48.6,,,,
390312,,68.4,,,,64.7,68.4,,,66.7,,58.3,,,,
390316,,52.9,,,,53.1,52.9,,46.2,52.9,,57.1,,,,
390322,,16.7,,,,17.1,16.7,,12.5,17.0,,18.8,,,6.3,
390324,,25.0,,,,,25.0,,,25.0,,,,,,
390333,,63.6,,,,63.6,63.6,,,70.0,,,,,,
390334,,21.4,,,,23.1,21.4,,,18.2,,20.0,,,,
390360,,38.5,,,,41.7,38.5,,,38.5,,,,,,
390362,,60.0,,,,,60.0,,,60.0,,,,,,
390364,,57.8,,,,58.5,57.8,,45.8,54.5,,71.4,,,,
390368,,50.0,,,,,50.0,,,50.0,,,,,,
390LEA,,42.7,,57.1,,42.3,42.7,,42.1,41.2,,43.2,,,35.4,57.1
400308,,17.0,,,,12.5,17.0,,15.0,17.0,,18.5,,,8.3,
400312,,8.9,,,,7.4,8.9,,21.4,9.1,,5.0,,,8.3,
400318,,62.1,,,,65.9,62.1,,77.8,61.5,,51.3,,,8.3,
400321,,59.6,,,,55.6,59.6,,59.1,58.0,,60.0,,,,
400332,,43.2,,,,48.4,43.2,,51.1,43.2,,34.9,,,,
400LEA,,40.9,,,,42.5,40.9,,49.2,40.5,,34.7,,,13.6,
410307,,44.3,,,,48.8,44.3,,48.4,44.1,,42.1,,,31.6,
410310,,62.1,,62.3,,64.0,62.1,,72.5,59.3,,55.6,,,28.6,
410313,,17.2,,18.8,,20.5,17.2,,18.2,15.6,,16.7,,,13.0,
410316,,34.3,,,,32.5,34.3,,22.2,38.5,,38.8,,,25.0,
410319,,25.0,,23.5,31.3,25.0,25.0,,26.3,9.1,,24.2,,,,
410322,,41.1,,50.0,,31.0,41.1,,55.0,37.3,,30.0,,,29.4,
410325,,21.1,,,,27.3,21.1,,,,,20.0,,,,
410328,,43.1,,,,46.7,43.1,,52.6,41.3,,37.5,,,,
410331,,63.6,,,,,63.6,,,60.0,,,,,,
410334,,57.1,,,,60.0,57.1,,46.7,53.1,,63.0,,,,
410340,,34.8,,,,33.3,34.8,,,34.8,,41.2,,,,
410343,,77.3,,,,76.5,77.3,,,,,84.6,,,,
410346,,78.1,,,,72.2,78.1,,76.9,69.2,,78.9,,,,
410349,,47.7,,38.1,66.7,41.9,47.7,,52.0,46.9,,45.0,,,,
410355,,22.0,,30.8,26.3,20.4,22.0,,21.4,14.8,,22.2,,,41.7,
410358,,40.6,,38.9,64.3,36.8,40.6,,46.2,34.3,,37.2,,,15.8,
410361,,61.1,,,60.0,56.3,61.1,,,,,53.8,,,,
410364,,30.5,,36.4,,28.8,30.5,,26.5,25.0,,33.3,,,,
410366,,48.3,,52.6,46.3,51.7,48.3,,53.4,47.3,,43.5,,,50.0,
410367,,17.3,,14.8,,19.6,17.3,,22.2,18.8,,12.8,,,5.0,
410370,,32.4,,33.3,,41.2,32.4,,35.7,,,30.4,,,,
410373,,34.3,,,,35.9,34.3,,32.3,32.8,,36.1,,,14.3,
410376,,37.7,,33.3,,37.9,37.7,,52.9,40.0,,30.6,,,21.4,
410382,,50.0,,,,42.9,50.0,,,46.2,,,,,,
410385,,35.7,,,,,35.7,,,35.7,,,,,,
410391,,21.1,,,,22.2,21.1,,25.0,23.5,,,,,,
410394,,52.7,,,66.7,54.2,52.7,,50.0,40.0,,54.1,,,23.1,
410397,,25.0,,,,21.1,25.0,,18.8,14.8,,28.6,,,,
410398,,50.0,,,,,50.0,,,,,,,,,
410400,,69.0,,,,50.0,69.0,,67.7,65.0,,70.4,,,,80.0
410402,,27.3,,26.7,23.5,23.2,27.3,,23.3,27.8,,29.3,,,25.0,
410403,,52.5,,66.7,,42.9,52.5,,52.4,45.5,,52.6,,,,
410406,,23.6,,27.0,,23.6,23.6,,28.6,21.3,,20.0,,,17.4,21.1
410409,,59.2,,,,55.7,59.2,,57.9,59.3,,60.3,,,43.3,
410412,,36.8,,34.6,44.4,41.3,36.8,,40.0,37.0,,34.8,,,27.3,
410415,,16.3,,,,26.7,16.3,,29.4,21.2,,7.7,,,11.8,
410418,,57.1,,,,64.3,57.1,,,46.2,,47.4,,,60.0,
410421,,35.6,,54.5,,37.5,35.6,,45.0,28.0,,28.0,,,15.4,
410423,,55.7,,,47.4,54.8,55.7,,55.6,48.6,,55.8,,,20.0,80.0
410424,,22.2,,,,18.2,22.2,,,,,15.4,,,,
410427,,33.9,,,,25.0,33.9,,36.0,25.0,,32.3,,,10.0,
410436,,48.6,,,,60.0,48.6,,66.7,47.4,,36.4,,,,
410437,,5.0,,,,,5.0,,,,,,,,,
410439,,53.6,,,,41.2,53.6,,60.0,45.5,,50.0,,,,
410442,,39.0,,,43.5,35.1,39.0,,9.1,25.0,,50.0,,,18.2,
410451,,60.0,,,69.2,60.5,60.0,,52.6,53.6,,65.4,,,,
410460,,19.0,,36.4,23.1,18.9,19.0,,30.8,11.4,,10.8,,,23.8,
410461,,34.8,,,,30.8,34.8,,31.3,33.3,,,,,,
410462,,43.2,,44.7,,46.4,43.2,,45.7,35.9,,41.7,,,,
410463,,36.4,,23.5,,36.6,36.4,,29.4,38.5,,40.7,,,,
410466,,66.7,,64.7,,64.9,66.7,,58.8,65.0,,71.4,,,,
410469,,47.2,,40.0,,57.1,47.2,,58.3,52.4,,41.7,,,,
410472,,56.4,,,54.2,54.4,56.4,,63.3,62.9,,50.8,,,,
410478,,48.6,,,,50.0,48.6,,41.2,50.0,,55.6,,,,
410484,,23.8,,,28.6,22.4,23.8,,34.3,22.0,,10.7,,,25.0,
410486,,38.5,,,,,38.5,,,,,,,,,
410487,,5.3,,,,8.3,5.3,,,5.0,,10.0,,,,
410488,,7.7,,,,5.0,7.7,,,,,,,,,
410489,,35.7,,,,36.4,35.7,,,33.3,,,,,,
410490,,52.4,,,,,52.4,,,,,38.5,,,,
410491,,77.3,,,,,77.3,,95.0,,,58.3,,,,
410496,,52.3,,56.5,,54.8,52.3,,51.7,38.2,,52.8,,,,
410499,,51.6,,53.3,70.0,52.6,51.6,,58.3,50.0,,47.3,,,41.7,
410502,,50.0,,,,,50.0,,70.0,36.4,,30.0,,,,
410505,,41.8,,56.3,,41.9,41.8,,56.0,37.5,,30.0,,,,
410508,,27.8,,18.6,36.7,26.3,27.8,,25.7,29.4,,29.0,,,14.3,
410511,,74.2,,,,76.2,74.2,,78.6,73.3,,70.6,,,,
410514,,42.5,,,,35.5,42.5,,56.3,40.0,,33.3,,,36.4,
410522,,54.2,,58.8,,55.9,54.2,,56.0,45.5,,52.2,,,,
410529,,32.1,,35.5,,32.9,32.1,,40.6,28.1,,26.9,,,6.3,30.8
410530,,35.7,,,,35.0,35.7,,37.5,31.6,,34.6,,,,
410532,,43.8,,52.5,39.1,46.7,43.8,,38.1,40.2,,48.2,,,41.7,
410535,,50.0,,,,50.0,50.0,,,43.8,,33.3,,,,
410538,,45.7,,41.7,,48.4,45.7,,45.5,47.0,,45.8,,,30.8,
410541,,72.3,,75.0,,71.8,72.3,,66.7,65.4,,76.9,,,,
410542,,50.0,,,,47.4,50.0,,53.8,51.5,,48.1,,,,
410544,,31.4,,45.9,12.5,24.7,31.4,,34.2,29.4,,29.2,,,27.9,
410547,,26.3,,,,,26.3,,,30.0,,18.2,,,,
410553,,40.0,,,,39.6,40.0,,40.9,41.7,,39.3,,,33.3,
410556,,24.1,,23.1,,23.3,24.1,,30.2,23.3,,19.0,,,6.7,
410559,,27.1,,16.0,,23.1,27.1,,50.0,20.0,,10.7,,,,
410562,,51.1,,40.7,44.0,49.3,51.1,,51.2,60.9,,51.1,,,30.0,69.2
410565,,33.3,,,30.0,27.8,33.3,,47.1,38.5,,25.0,,,,30.8
410571,,53.8,,,,50.0,53.8,,,45.5,,,,,,
410574,,76.9,,75.0,,81.5,76.9,,85.0,78.3,,68.4,,,,
410577,,51.4,,,,46.9,51.4,,59.5,50.0,,40.0,,,20.0,
410578,,42.9,,,,42.9,42.9,,38.5,,,,,,,
410580,,49.5,,51.9,58.3,50.0,49.5,,62.5,43.2,,42.4,,,,
410592,,23.8,,,,10.0,23.8,,,,,25.0,,,,
410595,,26.1,,,30.8,25.4,26.1,,20.0,21.3,,30.8,,,20.0,
410598,,73.3,,,,,73.3,,70.0,71.4,,,,,,
410LEA,69.2,41.4,,42.8,43.4,40.3,41.4,,44.8,39.0,,38.9,,54.5,24.9,52.4
41C000,,30.0,,,,,30.0,,,,,,,,,
41D000,,54.5,,,,,54.5,,,,,,,,,
41F000,,62.2,,92.3,,62.5,62.2,,71.9,51.2,,54.8,,,42.9,72.7
41J000,,38.5,,,,,38.5,,,,,,,,,
41L000,,60.7,,,,61.5,60.7,,72.7,60.0,,52.9,,,,
420316,,40.0,,,,,40.0,,,,,,,,,
420LEA,,41.9,,,,37.5,41.9,,26.3,38.7,,54.2,,,,
421304,,58.0,,,,60.4,58.0,,52.6,52.4,,61.3,,,,
421306,,30.8,,,,33.3,30.8,,,33.3,,,,,,
421316,,31.8,,,,26.3,31.8,,30.0,27.8,,33.3,,,,
421328,,45.2,,,,50.0,45.2,,36.4,56.5,,50.0,,,,
421LEA,,46.6,,55.6,,48.6,46.6,,43.2,46.3,,48.6,,,12.5,
430304,,66.7,,,,75.0,66.7,,,75.0,,,,,,
430308,,50.0,,,,50.5,50.0,,52.5,49.0,,48.5,,,30.8,
430312,,59.6,,,,60.5,59.6,,68.4,58.1,,53.6,,,,
430316,,48.1,,,,46.7,48.1,,50.0,47.4,,46.2,,,30.0,
430320,,50.0,,,,50.0,50.0,,45.5,50.0,,,,,,
430328,,47.4,,,,46.4,47.4,,38.2,49.3,,54.8,,,42.9,
430330,,27.8,,,,21.9,27.8,,38.5,27.8,,21.7,,,,
430332,,61.9,,,,72.7,61.9,,66.7,63.2,,,,,,
