agency_code,crime,short_term,long_term,expulsion
270311,1.03,4.14,0.0,0.0
270312,0.0,0.0,0.0,0.0
270316,0.41,4.94,0.0,0.0
270318,0.37,6.08,0.0,0.0
270320,0.0,0.79,0.0,0.0
270LEA,0.17,4.22,0.0,0.0
270LEA,1.48,13.05,0.08,0.0
270LEA,0.44,14.07,0.0,0.0
27A000,0.0,0.0,0.0,0.0
280302,0.0,0.35,0.0,0.0
280304,0.0,6.95,0.0,0.0
280306,0.0,80.77,0.0,0.0
280308,0.0,0.0,0.0,0.0
280310,0.0,0.0,0.0,0.0
280312,0.0,0.31,0.0,0.0
280316,1.43,6.97,0.0,0.0
280320,0.9,13.09,0.0,0.0
280324,0.0,0.0,0.0,0.0
280328,1.23,7.53,0.0,0.0
280330,1.19,12.73,0.0,0.0
280LEA,0.0,0.13,0.0,0.0
280LEA,1.26,11.91,0.0,0.0
280LEA,1.1,9.78,0.0,0.0
280LEA,0.0,6.95,0.0,0.0
290302,0.0,2.03,0.0,0.0
290306,0.2,1.02,0.0,0.0
290307,0.0,1.57,0.0,0.0
290308,1.08,25.24,0.11,0.0
290309,1.03,15.7,0.13,0.0
290310,0.0,3.03,0.0,0.0
290312,0.22,4.26,0.0,0.0
290314,5.71,10.0,0.0,0.0
290315,0.0,0.95,0.0,0.0
290316,0.21,0.0,0.0,0.0
290320,1.68,3.07,0.0,0.0
290322,0.86,9.71,0.14,0.0
290324,3.11,18.69,0.23,0.0
290328,0.0,0.2,0.0,0.0
290330,0.0,4.68,0.0,0.0
290332,0.0,3.07,0.0,0.0
290333,0.44,2.21,0.0,0.0
290334,0.3,16.57,0.15,0.0
290336,0.48,6.96,0.24,0.08
290344,0.21,0.41,0.0,0.0
290348,0.19,14.01,0.06,0.0
290350,0.41,3.72,0.14,0.0
290351,0.7,8.4,0.0,0.0
290352,0.0,3.17,0.0,0.0
290356,0.0,0.86,0.0,0.0
290364,0.0,2.06,0.0,0.0
290365,0.0,15.91,0.0,0.0
290366,0.0,1.8,0.0,0.0
290367,0.34,15.15,0.34,0.0
290375,0.26,0.77,0.0,0.0
290376,1.0,27.33,0.0,0.0
290380,0.36,2.65,0.12,0.0
290384,1.05,2.79,0.0,0.0
290388,1.36,25.51,0.27,0.0
290389,0.58,3.49,0.0,0.0
290LEA,0.0,3.03,0.0,0.0
290LEA,0.26,2.06,0.01,0.0
290LEA,0.95,15.95,0.15,0.02
290LEA,0.69,13.32,0.11,0.0
290LEA,5.71,10.0,0.0,0.0
291308,0.0,0.0,0.0,0.0
291332,0.15,0.0,0.0,0.0
291336,0.4,0.0,0.0,0.0
291340,0.0,0.0,0.0,0.0
291348,0.0,0.0,0.0,0.0
291350,0.0,0.0,0.0,0.0
291352,0.24,0.0,0.0,0.0
291LEA,0.0,0.0,0.0,0.0
291LEA,0.06,0.0,0.0,0.0
291LEA,0.4,0.0,0.0,0.0
291LEA,0.15,0.0,0.0,0.0
292316,1.04,28.57,0.0,0.0
292318,0.66,11.08,0.0,0.0
292320,0.4,36.65,0.0,0.0
292324,1.69,25.58,0.15,0.0
292LEA,0.79,16.97,0.0,0.0
292LEA,1.69,25.58,0.15,0.0
292LEA,0.4,36.65,0.0,0.0
300306,17.65,341.18,5.88,0.0
300308,0.43,3.85,0.0,0.0
300310,0.0,1.98,0.0,0.0
300312,0.59,6.61,0.06,0.0
300314,0.0,0.0,0.0,0.0
300320,0.0,4.22,0.0,0.0
300325,0.0,10.33,0.0,0.0
300326,0.0,0.6,0.0,0.0
300328,0.0,0.93,0.0,0.0
300330,0.57,5.17,0.0,0.0
300336,0.0,6.9,0.0,0.0
300337,0.0,5.21,0.0,0.0
300LEA,0.07,2.97,0.0,0.0
300LEA,0.53,6.03,0.05,0.0
300LEA,0.2,6.68,0.0,0.0
300LEA,17.65,341.18,5.88,0.0
310304,0.32,11.18,0.0,0.0
310308,0.11,20.72,0.11,0.0
310324,0.98,25.29,0.39,0.0
310330,0.0,11.48,0.0,0.0
310336,0.18,8.47,0.18,0.0
310338,0.0,2.2,0.0,0.0
310340,1.37,41.21,0.0,0.0
310344,0.85,25.48,0.0,0.0
310352,0.73,7.3,0.0,0.0
310356,0.0,12.37,0.0,0.0
310360,0.0,3.09,0.0,0.0
310364,0.99,32.14,0.0,0.0
310384,0.0,7.85,0.0,0.0
310388,0.49,24.66,0.0,0.0
310392,1.22,19.63,0.0,0.0
310396,0.84,39.08,0.0,0.0
310LEA,0.16,11.89,0.03,0.0
310LEA,0.85,17.15,0.0,0.0
310LEA,0.37,20.11,0.03,0.0
310LEA,0.98,25.29,0.39,0.0
310LEA,0.99,32.14,0.0,0.0
320304,0.15,16.74,0.0,0.0
320306,0.55,30.59,0.0,0.0
320308,0.0,2.57,0.0,0.0
320309,0.0,0.57,0.0,0.0
320310,1.09,13.27,0.0,0.0
320312,1.03,22.05,0.36,0.0
320313,0.0,2.15,0.0,0.0
320314,2.35,15.75,0.0,0.0
320315,0.58,22.5,0.0,0.0
320316,2.04,13.41,0.11,0.0
320317,0.0,0.0,0.0,0.0
320318,0.0,2.64,0.0,0.0
320319,0.33,1.67,0.0,0.0
320320,0.86,17.14,0.0,0.0
320322,1.24,15.53,0.0,0.0
320323,0.71,7.25,0.0,0.0
320324,0.15,3.08,0.0,0.0
320325,3.16,23.08,0.97,0.0
320327,0.47,1.88,0.0,0.0
320328,0.15,1.07,0.0,0.0
320329,,,,
320332,0.0,0.0,0.0,0.0
320336,0.0,0.0,0.0,0.0
320338,1.8,13.03,1.35,0.0
320339,0.0,9.98,0.0,0.0
320340,0.21,0.21,0.0,0.0
320341,8.89,132.22,0.0,0.0
320342,0.68,5.12,0.0,0.0
320343,4.73,24.39,0.38,0.0
320344,0.35,15.9,0.0,0.0
320346,3.63,31.68,0.33,0.0
320347,0.0,0.58,0.0,0.0
320348,0.0,0.32,0.0,0.0
320352,0.0,10.93,0.0,0.0
320353,0.0,0.0,0.0,0.0
320354,0.0,0.0,0.0,0.0
320355,3.77,16.64,0.65,0.0
320356,3.1,42.83,1.66,0.0
320360,0.5,8.13,0.0,0.0
320362,0.36,21.66,0.0,0.0
320363,0.0,4.16,0.0,0.0
320364,0.0,0.13,0.0,0.0
320365,3.81,23.31,0.39,0.0
320366,1.74,29.05,0.22,0.0
320367,0.0,4.79,0.0,0.0
320368,4.64,65.87,1.34,0.0
320369,0.51,2.54,0.0,0.0
320370,1.46,2.92,0.0,0.0
320372,0.16,0.0,0.0,0.0
320374,0.0,53.05,0.0,0.0
320376,0.18,1.83,0.0,0.0
320388,0.0,19.92,0.0,0.0
320400,0.76,47.98,0.0,0.0
320701,1.45,21.74,0.48,0.0
320LEA,0.0,0.0,0.0,0.0
320LEA,0.25,8.64,0.0,0.0
320LEA,2.69,30.57,0.78,0.0
320LEA,0.21,0.21,0.0,0.0
320LEA,2.35,19.43,0.32,0.0
320LEA,1.43,14.1,0.0,0.0
32A000,2.83,5.98,0.16,0.0
32B000,0.0,43.49,0.0,0.0
32C000,0.0,5.71,0.0,0.0
32D000,1.12,18.66,0.2,0.0
32H000,0.0,5.7,0.0,0.0
32K000,0.0,0.78,0.0,0.0
32L000,0.0,2.62,0.07,0.0
32M000,0.0,9.84,0.0,0.0
32N000,0.0,0.6,0.0,0.0
32P000,0.56,0.56,0.0,0.0
32Q000,0.0,0.0,0.0,0.0
32R000,0.0,2.22,0.0,0.0
32S000,0.0,14.92,0.0,0.0
330304,0.3,18.17,0.0,0.0
330308,0.14,14.01,0.0,0.0
330312,0.7,30.63,0.0,0.0
330326,0.0,1.27,0.0,0.0
330328,0.84,34.73,0.0,0.0
330332,1.61,61.29,0.0,0.0
330334,2.34,31.31,0.0,0.0
330340,0.79,58.64,0.26,0.0
330344,1.11,40.22,0.37,0.0
330348,0.98,29.32,0.33,0.0
330350,0.47,30.13,0.0,0.0
330354,1.4,36.33,0.0,0.0
330358,1.33,40.27,0.33,0.0
330360,0.48,22.26,0.16,0.0
330LEA,0.71,23.39,0.0,0.0
330LEA,0.76,31.56,0.11,0.0
330LEA,0.48,22.26,0.16,0.0
330LEA,1.01,46.03,0.28,0.0
330LEA,,,,
33A000,0.0,8.66,0.0,0.0
340308,0.2,36.24,0.0,0.0
340311,0.7,6.57,0.0,0.0
340314,0.86,4.09,0.0,0.0
340320,0.33,9.65,0.0,0.0
340326,0.39,0.9,0.0,0.0
340330,2.78,40.75,0.0,0.0
340332,,,,
340334,0.0,2.12,0.0,0.0
340336,0.0,18.18,0.0,0.0
340344,0.0,0.0,0.0,0.0
340348,0.0,3.48,0.0,0.0
340350,0.85,13.6,0.0,0.0
340351,12.26,43.4,0.0,0.0
340354,0.0,1.54,0.0,0.0
340362,0.0,0.0,0.0,0.0
340364,0.63,9.37,0.06,0.0
340366,0.55,41.79,0.0,0.0
340368,0.7,9.82,0.0,0.0
340372,0.72,19.76,0.0,0.0
340376,0.16,4.4,0.0,0.0
340380,0.31,9.7,0.0,0.0
340382,1.74,20.29,0.0,0.0
340384,0.0,9.11,0.0,0.0
340385,0.0,511.76,3.53,0.0
340390,0.31,11.03,0.0,0.0
340392,0.84,35.01,0.0,0.0
340398,0.0,0.0,0.0,0.0
340400,0.0,17.03,0.0,0.0
340403,0.17,9.79,0.0,0.0
340406,0.08,9.65,0.0,0.0
340416,0.0,1.19,0.0,0.0
340420,0.0,18.23,0.14,0.0
340424,1.91,29.39,0.0,0.0
340426,0.0,4.07,0.23,0.0
340427,6.52,193.48,0.0,0.0
340428,0.0,18.45,0.0,0.0
340430,1.73,14.59,0.0,0.0
340432,0.17,4.17,0.0,0.0
340436,0.0,0.83,0.0,0.0
340440,0.0,1.99,0.0,0.0
340442,0.17,3.97,0.0,0.0
340446,0.0,0.0,0.0,0.0
340447,0.0,20.26,0.0,0.0
340448,0.32,75.28,0.0,0.0
340452,0.27,79.62,0.0,0.0
340453,0.51,19.83,0.0,0.0
340454,0.46,18.78,0.07,0.0
340457,0.0,2.39,0.0,0.0
340460,0.84,45.62,0.0,0.0
340462,0.21,18.39,0.0,0.0
340464,2.08,20.73,0.0,0.0
340472,0.0,11.16,0.0,0.0
340476,0.8,23.0,0.0,0.0
340480,3.59,37.32,0.0,0.0
340486,0.14,39.12,0.14,0.0
340488,3.18,7.07,0.0,0.0
340490,0.24,30.0,0.0,0.0
340492,5.74,80.43,0.0,0.0
340494,0.17,2.97,0.0,0.0
340495,0.94,4.01,0.0,0.0
340496,0.88,15.32,0.29,0.06
340504,0.0,10.06,0.0,0.0
340508,0.0,5.65,0.0,0.0
340512,0.0,1.45,0.0,0.0
340514,0.0,4.64,0.0,0.0
340516,0.78,14.22,0.0,0.0
340520,0.38,10.78,0.0,0.0
340528,0.0,2.2,0.0,0.0
340530,0.18,12.16,0.0,0.0
340531,0.0,0.0,0.0,0.0
340532,0.16,18.08,0.0,0.0
340536,0.13,2.28,0.0,0.0
340540,0.0,7.41,0.0,0.0
340542,2.13,11.87,0.13,0.0
340544,0.56,29.66,0.0,0.0
340548,0.0,2.03,0.0,0.0
340556,0.52,5.44,0.04,0.0
340560,0.0,2.29,0.0,0.0
340564,0.67,30.52,0.17,0.0
340568,1.85,36.68,0.0,0.0
340LEA,5.31,157.52,0.0,0.0
340LEA,0.31,10.88,0.01,0.0
340LEA,0.87,16.87,0.07,0.01
340LEA,0.0,1.54,0.0,0.0
340LEA,0.85,23.78,0.02,0.0
340LEA,2.87,58.33,0.2,0.0
34B000,0.64,1.27,0.0,0.0
34D000,0.0,0.0,0.0,0.0
34F000,0.0,4.86,0.0,0.0
34G000,0.0,1.17,0.0,0.0
34H000,0.0,5.7,0.0,0.0
350304,0.77,8.77,0.0,0.0
350308,0.8,33.11,0.8,0.0
350310,0.48,51.82,0.0,0.0
350312,1.01,16.13,0.5,0.0
350316,0.98,9.96,0.0,0.0
350317,0.0,11.96,1.09,0.0
350318,0.46,24.03,0.46,0.0
350321,1.25,7.04,0.39,0.0
350324,0.47,32.39,0.94,0.0
350330,0.0,2.4,0.0,0.0
350331,0.48,6.43,0.0,0.0
350332,0.39,11.18,0.0,0.0
350336,1.62,35.73,3.05,0.0
350338,0.25,23.88,0.75,0.0
350339,0.19,6.9,0.0,0.0
350340,0.23,6.29,0.0,0.0
350LEA,0.48,9.72,0.05,0.0
350LEA,1.09,22.0,1.13,0.0
350LEA,0.6,31.94,0.43,0.0
35A000,0.49,5.83,0.0,0.0
35B000,0.0,0.0,0.0,0.0
360310,1.77,55.8,0.0,0.0
360320,0.0,2.15,0.0,0.0
360324,0.42,12.96,0.0,0.0
360332,0.0,44.42,0.0,0.0
360336,0.31,24.69,0.15,0.0
360337,0.0,1.79,0.0,0.0
360338,0.0,25.49,0.0,0.0
360339,0.0,4.55,0.0,0.0
360340,0.0,11.11,0.0,0.0
360344,0.0,19.33,0.0,0.0
360348,0.0,3.77,0.0,0.0
360352,0.0,10.71,0.0,0.0
360360,1.15,20.0,0.38,0.0
360364,0.0,9.95,0.0,0.0
360372,0.0,151.75,0.0,0.0
360376,0.0,8.12,0.0,0.0
360378,0.78,15.15,0.0,0.0
360380,0.5,13.06,0.12,0.0
360390,0.66,20.57,0.0,0.0
360392,0.0,32.08,0.0,0.0
360394,0.0,2.76,0.0,0.0
360396,1.29,21.77,0.09,0.0
360400,0.0,10.13,0.0,0.0
360408,0.45,55.37,0.0,0.0
360418,0.54,3.25,0.0,0.0
360420,0.0,3.58,0.0,0.0
360426,0.0,25.0,0.0,0.0
360428,0.65,39.04,0.28,0.0
360430,0.0,0.91,0.0,0.0
360431,0.48,21.39,0.0,0.0
360432,0.0,14.29,0.0,0.0
360436,0.19,49.81,0.0,0.0
360438,0.0,45.68,0.0,0.0
360440,0.0,4.59,0.0,0.0
360448,0.0,10.47,0.0,0.0
360456,0.4,24.3,0.0,0.0
360464,0.0,0.78,0.0,0.0
360468,0.0,11.56,0.0,0.0
360470,1.15,36.73,0.27,0.0
360478,0.0,4.36,0.0,0.0
360480,0.0,39.63,0.0,0.0
360482,0.0,2.42,0.0,0.0
360488,0.0,2.97,0.0,0.0
360490,0.0,12.88,0.0,0.0
360492,0.0,49.52,0.0,0.0
360494,0.67,6.26,0.0,0.0
360498,0.13,53.41,0.0,0.0
360499,0.0,9.35,0.0,0.0
360500,0.63,23.06,0.0,0.0
360504,0.0,11.23,0.0,0.0
360510,0.0,7.5,0.0,0.0
360514,0.15,25.84,0.0,0.0
360520,0.0,53.62,0.0,0.0
360526,0.28,84.75,0.28,0.0
360LEA,0.0,2.76,0.0,0.0
360LEA,0.0,16.63,0.0,0.0
360LEA,0.94,26.31,0.1,0.0
360LEA,0.32,33.2,0.03,0.0
360LEA,0.0,151.75,0.0,0.0
36B000,0.16,7.12,0.0,0.0
36C000,0.22,22.83,0.0,0.0
370304,0.0,2.9,0.0,0.0
370308,0.56,9.24,0.0,0.0
370312,1.77,24.21,0.0,0.0
370316,0.0,7.88,0.0,0.0
370324,0.0,2.06,0.0,0.0
370LEA,0.0,4.28,0.0,0.0
370LEA,1.77,24.21,0.0,0.0
370LEA,0.56,9.24,0.0,0.0
380306,0.0,5.12,0.0,0.0
380308,0.0,5.72,0.0,0.0
380310,0.0,1.13,0.0,0.0
380LEA,0.0,5.72,0.0,0.0
380LEA,0.0,5.12,0.0,0.0
380LEA,,,,
380LEA,0.0,1.13,0.0,0.0
390309,4.11,15.22,0.0,0.0
390311,0.2,10.28,0.0,0.0
390312,0.0,37.75,0.0,0.0
390314,16.0,152.0,44.0,0.0
390316,1.35,10.36,0.0,0.0
390320,1.43,12.83,0.18,0.0
390322,0.78,11.58,0.0,0.0
390323,0.0,0.48,0.0,0.0
390324,3.21,24.39,0.0,0.0
390331,0.62,17.03,0.0,0.0
390333,0.0,5.25,0.0,0.0
390334,0.57,70.98,0.0,0.0
390336,0.0,0.0,0.0,0.0
390352,1.33,5.7,0.0,0.0
390360,0.0,4.03,0.0,0.0
390362,0.43,2.77,0.0,0.0
390364,0.42,7.22,0.0,0.0
390368,0.0,0.99,0.0,0.0
390700,1.11,3.7,0.37,0.0
390LEA,16.0,152.0,44.0,0.0
390LEA,0.31,9.48,0.0,0.0
390LEA,1.46,10.56,0.04,0.0
390LEA,1.76,26.55,0.06,0.0
390LEA,,,,
39A000,0.29,5.99,0.58,0.0
39B000,0.58,8.67,0.29,0.0
400308,1.89,19.19,0.0,0.0
400312,0.14,13.24,0.0,0.0
400315,0.0,0.61,0.0,0.0
400318,0.0,19.26,0.0,0.0
400321,0.0,1.19,0.0,0.0
400332,0.0,4.71,0.0,0.0
400LEA,0.0,8.4,0.0,0.0
400LEA,1.57,16.0,0.0,0.0
400LEA,0.14,13.24,0.0,0.0
410304,0.0,0.82,0.0,0.0
410307,0.25,2.45,0.0,0.0
410310,0.0,4.23,0.0,0.0
410311,1.02,6.91,0.0,0.0
410313,1.23,12.35,0.0,0.0
410316,1.4,17.98,0.0,0.0
410319,1.57,21.23,0.12,0.0
410322,0.24,1.69,0.0,0.0
410325,1.05,19.41,0.0,0.0
410326,0.0,0.0,0.0,0.0
410328,0.44,16.19,0.0,0.0
410331,1.43,4.29,0.0,0.0
410334,0.72,3.96,0.0,0.0
410337,0.24,1.94,0.0,0.0
410340,1.32,5.54,0.0,0.0
410341,0.83,2.49,0.0,0.0
410343,0.0,0.0,0.0,0.0
410346,0.0,1.65,0.0,0.0
410349,0.45,6.5,0.0,0.0
410355,2.52,35.16,0.0,0.0
410358,2.19,14.68,0.0,0.0
410361,0.0,0.0,0.0,0.0
410364,1.8,9.25,0.0,0.0
410366,0.55,3.28,0.0,0.0
410367,0.9,25.9,0.0,0.0
410370,0.0,3.46,0.0,0.0
410373,0.3,2.08,0.0,0.0
410376,0.0,14.24,0.0,0.0
410379,0.0,0.0,0.0,0.0
410382,0.2,3.01,0.0,0.0
410385,0.83,6.67,0.0,0.0
410388,0.6,3.42,0.0,0.0
410390,0.0,0.0,0.0,0.0
410391,0.34,2.04,0.0,0.0
410394,2.7,16.1,0.0,0.0
410395,0.51,0.51,0.0,0.0
410396,0.0,4.17,0.0,0.0
410397,0.83,17.94,0.0,0.0
410398,0.0,3.16,0.0,0.0
410399,0.0,0.0,0.0,0.0
410400,0.0,0.76,0.0,0.0
410401,0.0,0.0,0.0,0.0
410402,3.98,32.42,0.0,0.0
410403,0.66,8.31,0.0,0.0
410406,1.78,17.65,0.0,0.0
410407,0.0,0.77,0.0,0.0
410408,0.0,0.0,0.0,0.0
410409,0.22,1.73,0.0,0.0
410412,0.0,1.54,0.0,0.0
410415,2.31,38.24,0.0,0.0
410418,0.48,1.21,0.0,0.0
410421,0.57,9.91,0.0,0.0
410423,0.15,2.26,0.0,0.0
410424,0.0,1.88,0.0,0.0
410427,0.67,7.37,0.0,0.0
410430,0.15,1.19,0.0,0.0
410436,0.34,0.68,0.0,0.0
410437,0.26,7.72,0.0,0.0
410439,0.36,6.91,0.0,0.0
410442,2.78,23.46,0.36,0.0
410448,0.14,12.8,0.0,0.0
410451,0.0,7.23,0.0,0.0
410454,0.45,4.02,0.0,0.0
410457,0.0,2.99,0.0,0.0
410458,0.0,1.19,0.0,0.0
410460,0.11,15.35,0.0,0.0
410461,0.0,1.27,0.0,0.0
410462,0.55,3.65,0.0,0.0
410463,1.35,13.8,0.0,0.0
410464,0.0,0.0,0.0,0.0
410466,0.0,0.0,0.0,0.0
410469,0.15,4.23,0.0,0.0
410472,0.31,0.62,0.0,0.0
410478,0.0,2.31,0.0,0.0
410481,0.0,7.78,0.0,0.0
410483,0.0,5.74,0.0,0.0
410484,1.83,17.84,0.0,0.0
410486,0.0,0.33,0.0,0.0
410487,1.99,26.23,0.0,0.0
410488,0.23,6.56,0.0,0.0
410489,0.36,6.68,0.0,0.0
410490,0.63,3.71,0.05,0.0
410491,0.27,1.36,0.0,0.0
410493,0.38,6.16,0.0,0.0
410496,0.0,3.96,0.0,0.0
410499,0.22,4.95,0.0,0.0
410502,0.0,0.41,0.0,0.0
410505,0.6,0.4,0.0,0.0
410508,0.66,15.47,0.0,0.0
410511,0.0,1.74,0.0,0.0
410514,0.0,12.96,0.0,0.0
410517,0.0,3.43,0.0,0.0
410522,1.38,4.13,0.0,0.0
410523,0.0,1.57,0.0,0.0
410529,2.55,12.09,0.0,0.0
410530,0.51,1.27,0.0,0.0
410532,0.57,2.15,0.0,0.0
410533,0.0,40.48,0.0,0.0
410534,8.0,84.0,0.0,0.0
410535,0.23,1.39,0.0,0.0
410538,0.0,0.42,0.0,0.0
410541,0.93,3.03,0.0,0.0
410542,0.0,0.42,0.0,0.0
410544,3.29,40.77,0.08,0.0
410545,0.49,0.98,0.0,0.0
410547,1.52,11.36,0.0,0.0
410550,0.31,8.55,0.0,0.0
410553,0.32,1.28,0.0,0.0
410556,1.05,20.29,0.0,0.0
410559,0.0,1.63,0.0,0.0
410562,0.82,7.93,0.0,0.0
410565,0.72,10.07,0.0,0.0
410568,0.0,2.83,0.0,0.0
410569,0.0,0.0,0.0,0.0
410571,0.0,1.38,0.0,0.0
410574,0.47,1.71,0.0,0.0
410577,0.0,7.95,0.0,0.0
410578,0.0,4.33,0.0,0.0
410579,0.0,1.52,0.0,0.0
410580,0.4,12.63,0.0,0.0
410583,0.0,10.08,0.0,0.0
410586,0.29,3.19,0.0,0.0
410589,0.39,4.67,0.0,0.0
410592,2.61,33.25,0.0,0.0
410595,1.27,13.24,0.16,0.0
410598,1.0,12.62,0.0,0.0
410LEA,0.0,2.42,0.0,0.0
410LEA,0.28,3.4,0.0,0.0
410LEA,1.46,14.73,0.02,0.0
410LEA,0.33,10.26,0.0,0.0
410LEA,1.12,15.7,0.02,0.0
410LEA,0.61,7.62,0.0,0.0
41B000,0.0,2.79,0.0,0.0
41C000,0.38,1.51,0.0,0.0
41D000,0.09,3.53,0.0,0.0
41F000,0.0,16.88,0.0,0.0
41G000,0.0,2.74,0.32,0.0
41H000,0.0,0.0,0.0,0.0
41J000,0.0,5.31,0.0,0.0
41K000,1.33,29.65,0.0,0.0
41L000,0.0,24.62,0.0,0.0
420304,0.0,10.18,0.0,0.0
420316,0.45,29.46,0.0,0.0
420324,1.39,29.63,0.0,0.0
420328,0.0,33.05,0.0,0.0
420336,0.0,9.88,0.0,0.0
420340,0.0,48.91,0.0,0.0
420346,2.11,56.57,0.7,0.0
420348,0.0,24.48,0.0,0.0
420358,1.36,87.07,0.34,0.0
420376,0.0,106.42,0.0,0.0
420LEA,0.07,26.91,0.0,0.0
420LEA,1.81,69.03,0.56,0.0
420LEA,0.59,74.02,0.0,0.0
421304,0.15,14.2,0.0,0.0
421306,0.16,13.46,0.0,0.0
421316,0.52,5.64,0.0,0.0
421328,0.16,13.72,0.0,0.0
421LEA,0.15,13.97,0.0,0.0
421LEA,0.52,5.64,0.0,0.0
421LEA,0.16,13.46,0.0,0.0
422310,0.65,0.65,0.0,0.0
422314,1.24,49.69,0.31,0.0
422315,0.0,73.4,0.0,0.0
422318,1.0,118.5,0.0,0.0
422LEA,1.24,49.69,0.31,0.0
422LEA,0.29,40.64,0.0,0.0
422LEA,1.0,118.5,0.0,0.0
422LEA,,,,
42A000,0.0,7.88,0.0,0.0
430304,0.0,2.37,0.0,0.0
430308,0.0,7.29,0.0,0.0
430312,0.0,3.78,0.0,0.0
430316,0.3,1.39,0.0,0.0
430320,0.0,9.74,0.0,0.0
430328,0.0,4.47,0.0,0.0
430330,0.48,16.72,0.0,0.0
430332,2.85,33.05,0.0,0.0
430336,0.7,7.32,0.0,0.0
430340,0.0,2.17,0.0,0.0
430344,0.0,8.87,0.0,0.0
430345,4.48,376.12,4.48,0.0
430346,0.69,21.48,0.0,0.0
430347,0.83,34.17,0.0,0.0
430348,0.17,16.21,0.0,0.0
430349,0.1,11.04,0.0,0.0
430351,0.12,6.57,0.0,0.0
430352,0.0,1.5,0.0,0.0
430358,0.0,5.64,0.0,0.0
430368,0.0,3.61,0.0,0.0
430369,0.0,6.53,0.0,0.0
430370,0.39,16.28,0.0,0.0
430371,0.8,13.17,0.06,0.0
430376,0.0,10.71,0.0,0.0
430378,0.46,33.71,0.08,0.0
430380,0.0,19.48,0.0,0.0
430384,0.83,21.4,0.0,0.0
430386,0.14,10.76,0.0,0.0
430LEA,0.07,6.73,0.0,0.0
430LEA,0.7,21.72,0.03,0.0
430LEA,0.62,19.71,0.0,0.0
430LEA,4.48,376.12,4.48,0.0
43C000,0.0,1.78,0.0,0.0
440314,0.2,1.59,0.0,0.0
440318,0.0,9.52,0.0,0.0
440320,1.09,10.4,0.0,0.0
440326,2.86,80.95,0.95,0.0
440328,0.0,2.84,0.0,0.0
440332,0.0,0.0,0.0,0.0
440346,0.0,3.98,0.0,0.0
440348,0.0,5.61,0.0,0.0
440349,0.0,0.56,0.0,0.0
440350,0.0,0.93,0.0,0.0
440364,0.0,2.26,0.0,0.0
440368,0.55,4.67,0.27,0.0
440378,2.32,7.17,0.4,0.0
440390,2.89,13.39,0.39,0.0
440396,0.64,15.6,0.26,0.0
440LEA,0.09,2.6,0.03,0.0
440LEA,2.43,13.08,0.39,0.0
440LEA,0.7,12.83,0.13,0.0
44A000,0.0,3.13,0.28,0.0
450301,0.46,13.94,0.0,0.0
450302,0.0,7.56,0.0,0.0
450306,0.0,33.97,0.0,0.0
450307,0.0,1.16,0.0,0.0
450308,0.18,0.73,0.0,0.0
450316,0.33,10.06,0.0,0.0
450322,0.0,1.16,0.0,0.0
450324,0.0,0.26,0.0,0.0
450328,0.54,9.66,0.0,0.0
450332,0.0,1.74,0.0,0.0
450333,0.0,1.17,0.0,0.0
450334,0.52,6.39,0.0,0.0
450335,0.17,8.29,0.0,0.0
450336,0.0,3.25,0.0,0.0
450339,0.0,1.28,0.0,0.0
450340,0.0,0.54,0.0,0.0
450341,0.86,8.44,0.0,0.0
450342,0.12,7.94,0.0,0.0
450343,3.38,49.32,0.0,0.0
450344,0.0,8.49,0.0,0.0
450346,0.0,0.7,0.0,0.0
450352,0.46,4.93,0.0,0.0
450354,0.0,0.0,0.0,0.0
450LEA,0.02,4.62,0.0,0.0
450LEA,0.53,7.05,0.0,0.0
450LEA,0.33,10.11,0.0,0.0
450LEA,3.38,49.32,0.0,0.0
45A000,0.0,3.05,0.0,0.0
45B000,0.0,1.73,0.0,0.0
460308,0.0,43.12,0.0,0.0
460312,0.0,1.22,0.0,0.0
460318,2.26,18.78,0.0,0.0
460320,1.43,56.83,0.0,0.0
460322,1.43,20.71,0.0,0.0
460332,0.0,35.42,0.0,0.0
460340,0.0,5.97,0.0,0.0
460LEA,0.0,23.59,0.0,0.0
460LEA,1.31,46.71,0.0,0.0
460LEA,2.26,18.78,0.0,0.0
470310,0.0,9.37,0.0,0.0
470312,0.46,16.99,0.0,0.0
470316,2.1,13.64,0.0,0.0
470320,0.17,33.91,0.0,0.0
470328,0.0,6.01,0.0,0.0
470330,0.0,7.67,0.0,0.0
470332,0.28,32.01,0.0,0.0
470336,0.0,22.31,0.0,0.0
470340,0.0,2.4,0.0,0.0
470342,2.78,237.5,0.0,0.0
470346,0.0,10.09,0.0,0.0
470441,0.0,8.44,0.0,0.0
470442,0.42,13.54,0.0,0.0
470443,0.0,1.64,0.0,0.0
470LEA,0.14,8.99,0.0,0.0
470LEA,0.39,14.57,0.0,0.0
470LEA,0.28,27.61,0.0,0.0
470LEA,2.78,237.5,0.0,0.0
480306,0.0,13.08,0.47,0.0
480316,0.0,1.71,0.0,0.0
480318,1.57,48.69,0.0,0.0
480LEA,0.0,1.71,0.0,0.0
480LEA,0.0,13.08,0.47,0.0
480LEA,,,,
480LEA,,,,
480LEA,1.57,48.69,0.0,0.0
490308,0.0,9.37,0.0,0.0
490310,2.2,21.98,2.2,0.0
490312,0.19,3.06,0.0,0.0
490316,0.28,0.57,0.0,0.0
490318,0.0,1.44,0.0,0.0
