agency_code,crime,short_term,long_term,expulsion
490319,0.0,18.52,0.0,0.0
490320,1.83,5.02,0.0,0.0
490324,0.0,0.0,0.0,0.0
490326,0.11,7.69,0.0,0.0
490327,0.81,22.22,0.0,0.0
490332,0.24,4.81,0.0,0.0
490335,1.04,4.27,0.0,0.0
490336,0.23,0.45,0.0,0.0
490337,0.15,2.61,0.0,0.0
490338,0.4,10.34,0.0,0.0
490342,3.39,176.27,0.0,0.0
490344,0.0,2.02,0.0,0.0
490345,0.25,49.75,0.0,0.0
490346,1.73,11.01,0.0,0.0
490347,0.0,1.49,0.0,0.0
490348,0.0,11.44,0.0,0.0
490349,0.72,11.39,0.18,0.0
490350,12.82,458.97,2.56,0.0
490352,0.75,27.64,0.0,0.0
490354,1.93,41.22,0.0,0.0
490355,0.0,0.75,0.0,0.0
490356,0.0,1.59,0.4,0.0
490360,0.22,3.45,0.0,0.0
490362,1.32,2.82,0.0,0.0
490363,0.19,7.29,0.0,0.0
490364,0.42,10.69,0.0,0.0
490366,0.73,20.34,0.0,0.0
490368,0.0,1.21,0.0,0.0
490380,1.83,12.91,0.0,0.0
490384,2.43,23.3,0.16,0.0
490390,0.12,0.86,0.0,0.0
490LEA,12.82,458.97,2.56,0.0
490LEA,0.15,7.42,0.01,0.0
490LEA,1.42,11.08,0.0,0.0
490LEA,0.68,14.15,0.04,0.0
490LEA,2.87,109.09,0.96,0.0
491303,0.29,3.1,0.0,0.0
491305,,,,
491306,0.39,4.66,0.0,0.0
491308,0.1,19.44,0.1,0.0
491312,1.78,17.06,0.0,0.0
491316,0.16,3.07,0.0,0.0
491318,0.0,1.61,0.0,0.0
491320,0.0,4.46,0.0,0.0
491LEA,0.19,3.4,0.0,0.0
491LEA,1.78,17.06,0.0,0.0
491LEA,0.1,19.44,0.1,0.0
49B000,0.18,2.91,0.0,0.0
49D000,0.0,0.0,0.0,0.0
49E000,0.22,2.21,0.0,0.0
49F000,1.04,5.18,0.06,0.0
49G000,2.34,11.4,0.0,0.0
500302,1.11,6.11,0.0,0.0
500304,0.16,3.61,0.0,0.0
500314,0.0,4.14,0.0,0.0
500316,0.0,2.22,0.0,0.0
500323,0.0,0.0,0.0,0.0
500324,0.96,15.38,0.0,0.0
500332,0.44,4.14,0.0,0.0
500337,1.07,9.36,0.0,0.0
500340,0.46,4.17,0.0,0.0
500LEA,0.96,15.38,0.0,0.0
500LEA,0.0,2.22,0.0,0.0
500LEA,0.4,3.63,0.0,0.0
500LEA,0.31,4.85,0.0,0.0
500LEA,1.11,6.11,0.0,0.0
50A000,0.0,0.84,0.0,0.0
510308,0.0,5.43,0.0,0.0
510310,0.84,23.48,0.21,0.0
510324,0.43,9.26,0.12,0.0
510325,0.0,10.34,0.0,0.0
510326,0.0,2.21,0.0,0.0
510327,0.19,10.62,0.06,0.0
510328,0.25,4.29,0.0,0.0
510329,0.17,8.89,0.0,0.0
510330,0.17,15.73,0.17,0.0
510332,0.0,2.95,0.17,0.0
510333,0.28,22.83,0.06,0.0
510334,0.0,1.76,0.0,0.0
510336,0.0,11.34,0.17,0.0
510340,0.0,3.49,0.0,0.0
510342,0.19,20.92,0.0,0.0
510343,0.0,6.06,0.0,0.0
510344,0.81,29.92,0.0,0.0
510356,0.0,2.56,0.0,0.0
510357,0.0,1.61,0.0,0.0
510358,0.23,0.57,0.0,0.0
510359,0.35,6.19,0.0,0.0
510360,0.0,7.47,0.0,0.0
510364,0.38,10.63,0.0,0.0
510367,0.0,0.0,0.0,0.0
510368,0.25,23.11,0.0,0.0
510372,0.0,0.0,0.0,0.0
510373,0.0,0.61,0.0,0.0
510374,0.0,2.19,0.0,0.0
510376,0.0,26.96,0.1,0.0
510377,0.0,1.81,0.0,0.0
510378,0.0,1.16,0.12,0.0
510379,0.16,4.61,0.08,0.0
510380,8.0,84.0,8.0,0.0
510381,0.0,165.0,15.0,0.0
510388,0.0,5.48,0.0,0.0
510390,0.0,27.56,0.0,0.0
510396,0.0,10.08,0.0,0.0
510397,0.0,21.38,0.0,0.0
510399,0.32,24.82,0.0,0.0
510402,0.33,10.23,0.0,0.0
510404,0.0,3.5,0.0,0.0
510406,0.58,10.12,0.58,0.0
510408,0.38,3.85,0.0,0.0
510410,0.19,3.49,0.0,0.0
510412,0.0,9.63,0.0,0.0
510414,0.0,1.88,0.0,0.0
510LEA,0.06,3.76,0.03,0.0
510LEA,0.35,15.0,0.14,0.0
510LEA,0.0,7.47,0.0,0.0
510LEA,0.27,14.28,0.06,0.0
510LEA,0.0,26.96,0.1,0.0
51A000,0.33,5.11,0.0,0.0
520304,0.0,5.63,0.0,0.0
520308,0.68,10.14,0.0,0.0
520320,0.0,11.88,0.0,0.0
520324,0.64,18.59,0.0,0.0
520328,0.0,4.58,0.0,0.0
520336,0.0,0.97,0.0,0.0
520LEA,0.16,4.94,0.0,0.0
520LEA,0.0,11.88,0.0,0.0
520LEA,0.64,18.59,0.0,0.0
530302,0.44,7.26,0.0,0.0
530306,27.08,416.67,0.0,0.0
530308,0.17,16.0,0.0,0.0
530312,0.32,7.1,0.0,0.0
530314,2.57,48.94,0.0,0.0
530316,0.0,7.46,0.0,0.0
530320,0.29,5.34,0.0,0.0
530335,0.38,6.39,0.0,0.0
530336,2.31,20.9,0.07,0.0
530340,0.14,4.67,0.0,0.0
530341,0.93,32.05,0.0,0.0
530343,1.18,14.6,0.0,0.0
530346,0.29,3.48,0.0,0.0
530354,0.0,4.53,0.0,0.0
530356,0.88,39.91,0.0,0.0
530358,1254.55,163.64,0.0,0.0
530LEA,0.0,7.46,0.0,0.0
530LEA,3.14,7.01,0.0,0.0
530LEA,1.7,17.15,0.03,0.0
530LEA,1.41,39.56,0.0,0.0
530LEA,27.08,416.67,0.0,0.0
540304,0.18,10.0,0.0,0.0
540308,0.23,13.07,0.0,0.0
540312,0.99,54.56,0.0,0.0
540315,1.05,52.24,0.0,0.0
540316,0.0,12.03,0.0,0.0
540317,0.0,0.49,0.0,0.0
540318,2.9,91.3,0.0,0.0
540320,0.0,15.17,0.0,0.0
540324,1.88,28.91,0.0,0.0
540325,0.0,35.47,0.0,0.0
540326,0.0,15.55,0.0,0.0
540328,0.2,11.99,0.0,0.0
540330,0.49,61.41,0.0,0.0
540336,0.92,10.55,0.0,0.0
540338,0.0,25.5,0.0,0.0
540340,0.0,8.21,0.0,0.0
540344,1.46,30.58,0.0,0.0
540LEA,2.9,91.3,0.0,0.0
540LEA,0.06,16.26,0.0,0.0
540LEA,1.2,28.14,0.0,0.0
540LEA,0.23,13.07,0.0,0.0
540LEA,1.04,46.74,0.0,0.0
54A000,0.0,48.39,0.54,0.0
550308,12.07,329.31,0.0,0.0
550312,0.0,15.71,0.0,0.0
550314,0.0,1.42,0.0,0.0
550316,0.0,0.49,0.0,0.0
550320,2.12,12.17,0.0,0.0
550322,0.44,4.58,0.0,0.0
550324,0.27,12.57,0.27,0.0
550328,0.0,5.82,0.0,0.0
550330,,,,
550332,1.09,26.09,0.0,0.0
550334,0.35,20.83,0.0,0.0
550336,0.0,5.88,0.0,0.0
550340,0.0,12.11,0.0,0.0
550342,0.0,4.36,0.0,0.0
550344,1.68,8.48,0.42,0.0
550348,0.0,2.85,0.0,0.0
550349,0.0,4.96,0.0,0.0
550350,0.27,4.88,0.0,0.0
550356,0.0,1.52,0.0,0.0
550360,0.0,13.4,0.0,0.0
550362,0.0,0.51,0.0,0.0
550364,0.0,4.4,0.0,0.0
550368,0.97,16.93,0.0,0.0
550372,0.94,14.13,0.0,0.0
550LEA,,,,
550LEA,0.02,5.49,0.02,0.0
550LEA,1.49,15.57,0.11,0.0
550LEA,0.49,10.54,0.0,0.0
550LEA,12.07,329.31,0.0,0.0
55A000,0.0,2.36,0.0,0.0
560304,0.0,4.02,0.0,0.0
560316,0.0,0.0,0.0,0.0
560320,1.32,6.28,0.0,0.0
560324,0.0,1.9,0.0,0.0
560328,0.26,0.52,0.0,0.0
560329,0.0,1.23,0.0,0.0
560330,1.25,6.07,0.0,0.0
560331,0.0,3.91,0.0,0.0
560332,0.0,1.25,0.0,0.0
560338,0.0,1.39,0.0,0.0
560350,2.59,15.52,0.86,0.0
560LEA,0.0,1.77,0.0,0.0
560LEA,0.06,1.4,0.0,0.0
560LEA,1.12,5.51,0.0,0.0
560LEA,0.61,4.97,0.0,0.0
560LEA,2.59,15.52,0.86,0.0
570306,0.0,3.33,0.0,0.0
570312,1.57,6.3,0.0,0.0
570317,0.93,3.74,0.0,0.0
570318,2.63,12.63,0.35,0.0
570319,0.74,7.05,0.0,0.0
570320,0.0,2.47,0.0,0.0
570LEA,0.21,3.29,0.0,0.0
570LEA,2.17,10.2,0.26,0.0
570LEA,0.74,7.05,0.0,0.0
580308,0.0,17.81,0.0,0.0
580312,0.26,41.3,0.0,0.0
580316,0.33,12.5,0.0,0.0
580320,0.0,25.41,0.0,0.0
580324,0.0,9.09,0.0,0.0
580344,1.16,17.83,0.0,0.0
580350,0.0,37.99,0.0,0.0
580356,0.0,16.48,0.0,0.0
580368,0.92,32.23,0.0,0.0
580372,0.64,52.77,0.0,0.0
580LEA,0.12,21.57,0.0,0.0
580LEA,1.0,27.61,0.0,0.0
580LEA,0.43,47.93,0.0,0.0
58B000,1.55,6.2,0.0,0.0
590306,0.0,2.08,0.0,0.0
590310,0.71,8.67,0.0,0.0
590316,0.0,0.54,0.0,0.0
590320,0.0,5.88,0.0,0.0
590328,4.03,3.23,0.0,0.0
590330,2.0,15.24,0.0,0.0
590332,0.0,0.0,0.0,0.0
590336,0.0,0.0,0.0,0.0
590340,0.0,0.3,0.0,0.0
590344,0.0,0.27,0.0,0.0
590352,0.0,0.0,0.0,0.0
590356,0.34,11.13,0.0,0.0
590393,1.3,35.65,0.0,0.0
590LEA,0.0,1.17,0.0,0.0
590LEA,2.27,13.63,0.0,0.0
590LEA,,,,
590LEA,0.52,9.92,0.0,0.0
590LEA,1.3,35.65,0.0,0.0
600300,0.0,7.59,0.0,0.0
600301,1.65,22.77,0.0,0.0
600302,0.17,2.36,0.0,0.0
600305,0.27,15.07,0.0,0.0
600308,0.0,9.22,0.0,0.0
600311,0.36,55.52,0.18,0.0
600312,1.14,6.55,0.0,0.0
600313,0.3,8.72,0.0,0.0
600314,0.0,0.65,0.0,0.0
600316,0.0,12.26,0.0,0.0
600317,2.03,55.37,0.0,0.0
600318,0.0,3.56,0.0,0.0
600319,0.99,6.25,0.14,0.0
600322,0.0,0.39,0.0,0.0
600328,0.28,3.18,0.0,0.0
600329,0.41,2.59,0.0,0.0
600333,1.29,19.17,0.0,0.0
600334,0.0,0.84,0.0,0.0
600335,0.0,17.02,0.0,0.0
600336,0.37,5.88,0.0,0.0
600338,0.18,6.32,0.0,0.0
600341,1.37,34.08,0.0,0.0
600344,0.26,0.65,0.0,0.0
600345,0.5,5.4,0.0,0.0
600346,1.79,4.38,0.0,0.0
600349,0.0,3.3,0.0,0.0
600351,0.31,37.46,0.0,0.0
600352,0.0,4.3,0.0,0.0
600353,0.64,9.1,0.0,0.0
600357,0.0,0.98,0.0,0.0
600361,1.29,14.49,0.0,0.0
600362,0.17,11.11,0.0,0.0
600364,0.3,21.15,0.0,0.0
600365,0.0,9.37,0.0,0.0
600367,0.0,7.24,0.0,0.0
600368,0.0,6.77,0.0,0.0
600369,1.13,8.59,0.0,0.0
600374,3.06,57.12,0.0,0.0
600377,1.18,15.91,0.0,0.0
600379,0.0,3.69,0.0,0.0
600381,1.55,44.31,0.0,0.0
600382,0.0,0.09,0.0,0.0
600383,0.0,0.09,0.0,0.0
600384,0.19,2.26,0.0,0.0
600385,0.69,1.79,0.0,0.0
600386,0.0,17.82,0.0,0.0
600392,0.0,1.76,0.0,0.0
600394,0.37,11.68,0.0,0.0
600397,2.27,41.18,0.0,0.22
600398,0.74,18.44,0.0,0.0
600399,0.85,17.76,0.0,0.0
600404,0.0,0.0,0.0,0.0
600405,1.58,24.23,0.0,0.0
600406,0.22,1.42,0.0,0.0
600408,0.28,3.5,0.0,0.0
600409,0.0,4.05,0.0,0.0
600410,0.0,14.69,0.0,0.0
600411,0.31,6.76,0.0,0.0
600412,0.0,9.69,0.0,0.0
600413,0.0,0.88,0.0,0.0
600414,1.01,10.48,0.0,0.0
600415,1.91,22.84,0.0,0.06
600416,1.89,9.61,0.0,0.0
600418,0.17,2.6,0.0,0.0
600420,0.0,2.69,0.0,0.0
600422,0.25,1.64,0.0,0.0
600424,0.4,6.24,0.0,0.0
600426,1.59,16.6,0.0,0.0
600428,1.54,54.8,0.0,0.0
600429,0.09,3.98,0.0,0.0
600431,0.0,2.71,0.0,0.0
600432,0.88,4.88,0.0,0.0
600433,0.1,3.01,0.0,0.0
600434,0.33,6.9,0.0,0.0
600435,0.0,7.09,0.0,0.0
600436,0.15,7.49,0.0,0.0
600437,0.12,1.38,0.0,0.0
600438,0.35,5.46,0.0,0.0
600439,11.21,346.12,1.72,0.43
600440,0.65,1.04,0.0,0.0
600442,0.37,2.2,0.0,0.0
600443,0.0,0.0,0.0,0.0
600444,0.0,5.76,0.0,0.0
600445,1.13,13.37,0.04,0.08
600446,0.15,5.89,0.0,0.0
600447,0.0,2.27,0.0,0.0
600448,5.18,65.94,0.0,0.0
600449,0.0,3.73,0.0,0.0
600450,1.26,13.55,0.0,0.0
600451,0.0,1.15,0.0,0.0
600453,0.15,3.04,0.0,0.0
600454,0.0,0.0,0.0,0.0
600455,0.42,8.49,0.0,0.0
600457,1.6,23.19,0.06,0.06
600459,0.0,5.26,0.0,0.0
600461,72.73,161.36,0.0,0.0
600462,0.99,8.23,0.0,0.0
600463,0.34,1.37,0.0,0.0
600464,0.44,7.26,0.0,0.0
600466,1.95,13.41,0.03,0.0
600468,0.0,13.43,0.0,0.0
600471,0.38,7.84,0.0,0.0
600474,0.0,0.47,0.0,0.0
600478,1.06,2.12,0.0,0.0
600479,4.67,24.42,0.0,0.0
600480,0.65,21.04,0.0,0.0
600481,1.29,32.09,0.0,0.0
600482,0.0,5.9,0.0,0.0
600484,0.32,3.69,0.0,0.0
600485,0.74,21.18,0.0,0.0
600488,0.0,2.73,0.0,0.0
600489,1.97,36.71,0.0,0.0
600491,0.28,1.51,0.0,0.0
600492,0.23,3.23,0.0,0.0
600493,0.24,2.06,0.0,0.0
600494,0.92,8.99,0.0,0.0
600496,1.3,6.1,0.19,0.0
600497,0.19,6.3,0.0,0.0
600498,0.93,53.74,0.0,0.0
600499,0.0,0.62,0.0,0.0
600500,0.0,2.4,0.0,0.0
600501,0.4,9.49,0.0,0.0
600503,0.37,6.19,0.0,0.0
600507,0.0,1.39,0.0,0.0
600508,0.44,1.82,0.0,0.0
600509,0.66,6.73,0.0,0.0
600512,0.0,12.25,0.0,0.0
600513,0.26,4.01,0.09,0.0
600514,0.84,64.15,0.0,0.0
600516,0.0,5.1,0.0,0.0
600517,0.56,37.68,0.0,0.0
600518,0.96,25.18,0.0,0.0
600519,0.52,48.7,0.0,0.0
600520,2.84,60.0,0.0,0.0
600521,0.38,15.64,0.0,0.0
600522,0.0,0.47,0.0,0.0
600527,0.61,8.78,0.0,0.0
600530,0.0,1.32,0.0,0.0
600532,0.15,1.24,0.0,0.0
600534,0.45,2.27,0.0,0.0
600535,1.24,7.67,0.0,0.0
600537,1.36,4.87,0.0,0.0
600538,0.29,12.17,0.0,0.0
600545,0.0,9.62,0.0,0.0
600546,0.53,15.09,0.0,0.0
600549,0.13,4.48,0.0,0.0
600550,1.23,7.22,0.0,0.0
600553,1.16,43.06,0.0,0.0
600557,0.0,4.75,0.0,0.0
600558,0.0,0.67,0.0,0.0
600562,0.65,17.72,0.0,0.0
600565,0.0,10.2,0.0,0.0
600566,0.0,8.23,0.0,0.0
600567,0.74,5.19,0.0,0.0
600571,0.0,1.64,0.0,0.0
600574,1.05,55.25,0.21,0.0
600576,2.91,82.0,0.27,0.14
600577,1.12,34.45,0.0,0.0
600579,2.85,62.65,0.06,0.0
600586,0.79,12.4,0.0,0.0
600587,0.13,5.48,0.0,0.0
600588,1.97,1.75,0.0,0.0
600589,0.0,12.28,0.0,0.0
600590,0.0,1.0,0.0,0.0
600592,1.09,28.24,0.0,0.0
600693,1.02,12.61,0.0,0.0
600694,0.16,6.88,0.0,0.0
600695,2.32,33.91,0.0,0.0
600696,1.55,16.02,0.0,0.0
600697,0.35,18.45,0.0,0.0
600LEA,6.67,28.82,0.0,0.0
600LEA,0.27,5.72,0.0,0.0
600LEA,1.32,19.27,0.03,0.02
600LEA,0.8,22.17,0.03,0.0
600LEA,1.06,21.63,0.0,0.0
600LEA,1.79,55.01,0.19,0.05
60A000,0.0,12.99,0.0,0.0
60B000,0.14,7.15,0.0,0.0
60D000,0.0,4.89,0.0,0.0
60F000,0.0,0.0,0.0,0.0
60G000,0.16,5.88,0.0,0.0
60I000,0.15,0.59,0.22,0.0
60J000,0.0,2.53,0.0,0.0
60K000,0.0,13.72,0.53,0.0
60L000,1.75,75.34,0.39,0.0
60M000,0.0,7.05,0.0,0.0
60N000,0.0,0.0,0.0,0.0
60P000,0.74,9.23,0.0,0.0
60Q000,0.65,19.78,0.0,0.0
60S000,0.63,10.0,0.1,0.0
60U000,0.0,0.0,0.0,0.0
60V000,2.07,48.96,1.24,0.0
60Y000,0.0,7.94,0.0,0.0
610302,0.0,7.28,0.0,0.0
610310,0.0,6.74,0.0,0.0
610320,0.0,0.0,0.0,0.0
610322,0.0,0.0,0.0,0.0
610326,0.0,1.67,0.0,0.0
610332,0.0,6.19,0.88,0.0
610334,0.39,4.11,0.0,0.0
610LEA,0.0,2.37,0.0,0.0
610LEA,0.32,4.49,0.16,0.0
610LEA,0.0,4.26,0.0,0.0
61J000,1.91,3.82,0.0,0.0
61K000,0.0,14.04,0.0,0.0
61L000,0.0,0.0,0.0,0.0
61M000,0.0,5.75,0.0,0.0
61N000,0.0,6.2,0.0,0.0
61P000,0.69,13.1,0.0,0.0
61Q000,0.0,0.0,0.0,0.0
61R000,0.0,0.35,0.0,0.0
620310,4.76,297.62,0.0,0.0
620312,0.27,0.82,0.0,0.0
620314,0.45,14.51,0.0,0.0
620316,2.62,10.98,0.0,0.0
620318,0.0,14.81,0.0,0.0
620324,0.0,36.58,0.0,0.0
620330,1.08,24.19,0.0,0.0
620334,0.0,5.48,0.0,0.0
620336,0.0,5.81,0.0,0.0
620339,1.02,31.3,0.25,0.0
620340,1.31,25.56,0.19,0.0
620LEA,0.22,13.73,0.0,0.0
620LEA,2.01,17.8,0.09,0.0
620LEA,0.71,22.35,0.12,0.0
620LEA,4.76,297.62,0.0,0.0
630304,0.66,12.87,0.0,0.0
630308,1.97,33.55,0.0,0.0
630312,0.78,7.78,0.0,0.0
630316,0.0,1.92,0.0,0.0
630317,1.05,16.23,0.0,0.0
630320,5.74,26.79,0.0,0.0
630324,0.14,1.01,0.0,0.0
630328,0.0,4.25,0.0,0.0
630330,11.86,145.76,0.0,0.0
630331,0.33,4.64,0.0,0.0
630332,1.42,9.61,0.0,0.0
630336,1.47,10.26,0.0,0.0
630342,0.38,1.33,0.0,0.0
630348,0.0,2.0,0.0,0.0
630350,0.77,21.63,0.0,0.0
630352,0.0,9.55,0.0,0.0
630356,0.54,18.11,0.0,0.0
630360,1.07,9.79,0.0,0.0
630364,0.0,3.28,0.0,0.0
630368,0.22,1.08,0.0,0.0
630373,0.33,1.83,0.0,0.0
630374,0.12,6.83,0.0,0.0
630376,0.32,2.27,0.0,0.0
630LEA,0.34,6.16,0.0,0.0
630LEA,1.33,10.01,0.0,0.0
630LEA,0.18,3.17,0.0,0.0
630LEA,0.9,12.86,0.0,0.0
630LEA,11.86,145.76,0.0,0.0
63A000,0.0,0.0,0.0,0.0
63B000,0.0,4.09,0.0,0.0
640302,1.08,36.83,0.0,0.0
640304,0.32,4.15,0.0,0.0
640306,0.0,25.22,0.0,0.0
640308,0.32,9.84,0.0,0.0
640316,0.0,12.71,0.0,0.0
640320,1.14,49.43,0.0,0.0
640324,0.0,6.65,0.0,0.0
640326,0.32,117.63,0.0,0.0
640328,0.0,22.27,0.0,0.0
640329,0.23,25.7,0.23,0.0
640332,0.0,16.18,0.21,0.0
640334,2.32,54.83,0.0,0.0
640335,1.06,33.95,1.06,0.0
640336,0.58,7.49,0.0,0.0
640340,3.49,163.95,0.0,0.0
640346,1.18,37.7,0.69,0.0
640347,0.0,1.48,0.0,0.0
640348,0.13,10.95,0.0,0.0
640350,0.36,28.68,0.36,0.0
640358,1.12,19.5,0.5,0.0
640360,0.0,8.2,0.0,0.0
640361,0.82,69.39,1.06,0.0
640362,0.0,11.53,0.39,0.0
640364,0.65,10.59,0.56,0.0
640376,0.43,10.45,0.21,0.0
640384,0.0,23.2,0.0,0.0
640396,0.22,43.9,0.0,0.0
640400,0.0,13.64,0.0,0.0
640LEA,3.49,163.95,0.0,0.0
640LEA,0.21,20.2,0.03,0.0
640LEA,0.7,35.52,0.64,0.0
640LEA,0.83,28.61,0.37,0.0
640LEA,,,,
64A000,0.5,13.13,0.25,0.0
650304,0.0,5.35,0.0,0.0
650308,0.0,0.45,0.0,0.0
650309,0.0,1.52,0.0,0.0
650310,0.56,9.21,0.0,0.0
650312,0.0,33.09,0.0,0.0
650316,0.0,11.57,0.21,0.0
650323,0.3,2.74,0.0,0.0
650324,0.0,37.92,0.0,0.0
650325,0.4,10.48,0.0,0.0
650326,2.51,15.3,0.0,0.0
650327,1.84,13.22,0.16,0.0
650328,0.0,20.94,0.0,0.0
650332,0.0,29.6,0.18,0.0
650338,0.15,3.08,0.0,0.0
650339,0.19,8.03,0.0,0.0
650340,0.0,0.0,0.0,0.0
650341,0.0,2.28,0.0,0.0
650342,2.71,11.82,0.0,0.0
650343,0.77,26.84,0.15,0.0
650345,0.0,78.79,0.0,0.0
650346,0.21,14.61,0.0,0.0
650348,0.0,2.02,0.0,0.0
650350,0.35,13.99,0.0,0.0
650351,1.49,25.68,0.14,0.0
650352,1.57,19.07,0.06,0.0
650353,0.0,0.0,0.0,0.0
650354,21.69,125.3,2.41,0.0
650355,0.0,13.41,2.44,0.0
650356,0.0,0.28,0.0,0.0
650362,0.0,2.02,0.0,0.0
650364,0.48,7.89,0.0,0.0
650366,0.0,0.84,0.0,0.0
650368,0.25,37.72,0.0,0.0
650380,0.14,3.02,0.0,0.0
650384,0.0,39.85,0.0,0.0
650392,1.07,61.8,0.0,0.0
650394,0.0,0.44,0.0,0.0
650400,0.29,17.35,0.0,0.0
650404,0.0,19.53,0.0,0.0
650408,0.0,1.69,0.0,0.0
650409,3.55,83.43,0.0,0.0
650420,0.0,4.31,0.0,0.0
650LEA,21.69,125.3,2.41,0.0
650LEA,0.06,10.0,0.02,0.0
650LEA,2.04,13.9,0.07,0.0
650LEA,0.0,78.79,0.0,0.0
650LEA,0.79,22.68,0.04,0.0
650LEA,,,,
65A000,0.0,4.0,0.0,0.0
65B000,0.0,0.0,0.0,0.0
65C000,0.0,0.0,0.0,0.0
65D000,0.0,0.0,0.0,0.0
65G000,1.0,4.0,0.0,0.0
660306,0.0,33.5,0.0,0.0
660308,2.15,59.38,0.0,0.0
660320,0.0,17.63,0.0,0.0
660325,3.53,60.59,1.18,0.0
660336,1.77,85.32,0.0,0.0
660360,0.0,41.67,0.0,0.0
660400,1.47,7.35,0.0,0.0
660LEA,,,,
660LEA,0.0,30.83,0.0,0.0
660LEA,1.73,73.87,0.0,0.0
660LEA,2.63,59.8,0.4,0.0
660LEA,,,,
66A000,0.16,10.76,0.0,0.0
670304,0.0,2.36,0.0,0.0
670308,1.65,6.61,0.0,0.0
670310,0.0,1.74,0.0,0.0
670312,0.0,5.82,0.0,0.0
670314,0.0,3.74,0.0,0.0
670318,0.16,4.59,0.0,0.0
670320,1.96,15.44,0.0,0.0
670321,0.0,2.14,0.0,0.0
670322,0.27,14.29,0.0,0.0
670323,0.6,13.1,0.0,0.0
670324,0.83,22.71,0.08,0.0
670325,0.87,27.8,0.0,0.0
670329,0.13,4.15,0.0,0.0
670330,0.0,4.24,0.0,0.0
670331,0.0,12.55,0.2,0.0
670332,0.0,6.4,0.0,0.0
670333,0.68,10.87,0.0,0.0
670335,0.0,3.17,0.0,0.0
670336,0.17,19.83,0.0,0.0
670337,0.0,3.15,0.0,0.0
670338,0.0,13.44,0.0,0.0
670339,0.13,2.79,0.0,0.0
670340,0.98,9.16,0.0,0.0
670341,0.0,10.19,0.0,0.0
670342,0.0,0.91,0.0,0.0
670343,0.0,5.67,0.0,0.0
670344,1.65,10.29,0.0,0.0
670345,0.19,20.86,0.0,0.0
670346,0.0,4.53,0.0,0.0
670347,0.0,4.87,0.0,0.0
670350,0.0,4.88,0.0,0.0
670351,0.0,8.96,0.0,0.0
670352,0.55,12.26,0.0,0.0
670356,0.27,16.91,0.0,0.0
670364,1.56,8.28,0.19,0.0
670LEA,0.11,4.9,0.0,0.0
670LEA,1.11,13.19,0.04,0.0
670LEA,0.27,16.11,0.02,0.0
67B000,0.0,0.0,0.0,0.0
680304,0.63,6.35,0.0,0.0
680308,0.0,4.52,0.0,0.0
680310,1.06,4.57,0.0,0.0
680312,0.0,2.53,0.0,0.0
680316,0.33,7.73,0.0,0.0
680324,0.24,2.93,0.0,0.0
680327,0.21,11.43,0.0,0.0
680328,0.6,5.38,0.0,0.0
680329,0.21,2.78,0.0,0.0
680330,0.0,2.99,0.0,0.0
680332,0.97,10.83,0.0,0.0
680335,0.0,27.78,0.0,0.0
680336,0.0,2.09,0.0,0.0
680LEA,0.15,3.47,0.0,0.0
680LEA,1.0,8.13,0.0,0.0
680LEA,0.41,8.26,0.0,0.0
680LEA,,,,
681300,0.0,0.0,0.0,0.0
681304,0.6,0.8,0.0,0.0
681305,0.74,4.9,0.0,0.0
681308,0.94,3.41,0.0,0.0
681309,0.0,0.45,0.0,0.0
681310,0.73,1.46,0.0,0.0
681311,0.0,1.95,0.0,0.0
681312,0.0,0.0,0.0,0.0
681314,0.59,1.62,0.0,0.0
681316,0.0,0.69,0.0,0.0
681320,0.0,0.21,0.0,0.0
681322,0.0,0.0,0.0,0.0
681324,1.23,2.15,0.0,0.0
681326,0.0,1.17,0.0,0.0
681328,0.0,0.0,0.0,0.0
681330,0.0,0.4,0.0,0.0
681332,0.0,0.37,0.0,0.0
681334,0.0,0.2,0.0,0.0
681336,0.25,3.28,0.0,0.0
681338,6.06,84.85,0.0,0.0
681LEA,0.0,0.0,0.0,0.0
681LEA,0.13,0.65,0.0,0.0
681LEA,0.81,3.8,0.0,0.0
681LEA,0.35,1.52,0.0,0.0
68A000,0.33,0.67,0.0,0.0
68C000,0.0,5.28,0.0,0.0
690312,0.73,13.92,0.0,0.0
690316,1.32,18.48,0.99,0.0
690320,0.49,17.56,0.0,0.0
690324,0.0,36.6,0.0,0.0
690LEA,0.37,25.09,0.0,0.0
690LEA,0.49,17.56,0.0,0.0
690LEA,1.32,18.48,0.99,0.0
69A000,1.02,11.68,0.0,0.0
700306,0.0,18.88,0.0,0.0
700308,0.15,43.81,0.0,0.0
700310,2.17,315.22,15.22,0.0
700314,0.0,4.04,0.0,0.0
700316,0.0,10.85,0.0,0.0
700317,0.26,36.47,0.0,0.0
700318,0.28,25.14,0.0,0.0
700319,0.26,26.04,0.0,0.0
700320,0.0,51.44,0.0,0.0
700322,0.54,54.11,0.0,0.0
700324,0.0,3.57,0.0,0.0
700328,0.0,9.8,0.0,0.0
700LEA,0.04,17.18,0.0,0.0
700LEA,0.26,31.27,0.0,0.0
700LEA,0.33,48.59,0.0,0.0
700LEA,2.17,315.22,15.22,0.0
70A000,0.39,15.75,0.39,0.0
710312,0.0,12.59,0.0,0.0
710316,1.57,40.16,0.39,0.0
710318,0.0,7.57,0.0,0.0
710320,2.08,21.0,0.0,0.0
710321,1.76,18.13,0.0,0.0
