agency_code,pct_fully_licensed,pct_lateral_entry
410358,1.0,0.199
410361,1.0,0.146
410364,1.0,0.326
410366,1.0,0.106
410367,0.958,0.275
410370,1.0,0.023
410373,0.961,0.098
410376,1.0,0.136
410379,1.0,0.01
410382,0.97,0.03
410385,1.0,0.225
410388,1.0,0.03
410390,1.0,0.0
410391,1.0,0.18
410394,1.0,0.066
410395,1.0,0.0
410397,1.0,0.123
410398,1.0,0.044
410399,1.0,0.0
410400,1.0,0.0
410401,1.0,0.0
410402,0.957,0.305
410403,1.0,0.16699999999999998
410406,0.969,0.177
410407,1.0,0.083
410408,1.0,0.0
410409,1.0,0.07
410412,1.0,0.0
410415,0.943,0.127
410418,1.0,0.037000000000000005
410421,1.0,0.042
410423,1.0,0.023
410424,1.0,0.031
410427,1.0,0.123
410430,1.0,0.083
410436,1.0,0.0
410437,1.0,0.068
410439,1.0,0.21600000000000005
410442,1.0,0.045
410448,1.0,0.062
410451,1.0,0.028
410454,1.0,0.185
410457,1.0,0.0
410458,1.0,0.126
410460,1.0,0.21600000000000005
410461,1.0,0.0
410462,1.0,0.03
410463,1.0,0.099
410464,1.0,0.092
410466,1.0,0.0
410469,1.0,0.123
410472,1.0,0.048
410478,0.948,0.104
410481,1.0,0.0
410483,1.0,0.211
410484,1.0,0.127
410486,1.0,0.026
410487,0.956,0.266
410488,1.0,0.085
410489,1.0,0.1
410490,1.0,0.067
410491,1.0,0.0
410493,1.0,0.035
410496,1.0,0.079
410499,1.0,0.015
410502,1.0,0.0
410505,1.0,0.093
410508,0.99,0.101
410511,1.0,0.179
410514,1.0,0.045
410517,1.0,0.051
410522,1.0,0.025
410523,1.0,0.032
410529,1.0,0.17
410530,1.0,0.036000000000000004
410532,1.0,0.044
410533,1.0,0.16
410534,1.0,0.118
410535,0.968,0.032
410538,1.0,0.057
410541,1.0,0.0
410542,1.0,0.102
410544,0.988,0.16399999999999998
410545,1.0,0.111
410547,0.988,0.132
410550,1.0,0.018000000000000002
410553,1.0,0.097
410556,1.0,0.0
410559,1.0,0.019
410562,1.0,0.054000000000000006
410565,1.0,0.206
410568,1.0,0.071
410569,1.0,0.161
410571,1.0,0.0
410574,1.0,0.0
410577,1.0,0.111
410578,1.0,0.079
410579,1.0,0.08
410580,1.0,0.055
410583,1.0,0.08
410586,1.0,0.214
410589,0.977,0.114
410592,1.0,0.183
410595,1.0,0.057
410598,0.958,0.254
410LEA,1.0,0.049
410LEA,0.998,0.063
410LEA,0.995,0.116
410LEA,1.0,0.078
410LEA,0.989,0.141
410LEA,1.0,0.168
41B000,0.974,0.0
41C000,0.579,0.053
41D000,0.905,0.0
41F000,0.747,0.12
41G000,0.905,0.048
41H000,0.6579999999999999,0.421
41J000,1.0,0.05
41K000,0.706,0.118
41L000,0.897,0.138
420304,1.0,0.1
420316,1.0,0.0
420324,0.947,0.368
420328,1.0,0.313
420336,1.0,0.071
420340,1.0,0.188
420346,1.0,0.292
420348,1.0,0.154
420358,1.0,0.632
420376,1.0,0.464
420LEA,1.0,0.13699999999999998
420LEA,1.0,0.442
420LEA,0.979,0.426
421304,1.0,0.02
421306,1.0,0.048
421316,1.0,0.087
421328,1.0,0.022
421LEA,1.0,0.021
421LEA,1.0,0.087
421LEA,1.0,0.048
422310,1.0,0.5710000000000001
422314,1.0,0.077
422315,1.0,0.368
422318,1.0,0.389
422LEA,1.0,0.077
422LEA,1.0,0.423
422LEA,1.0,0.389
422LEA,,
42A000,0.25,0.125
430304,1.0,0.069
430308,1.0,0.036000000000000004
430312,1.0,0.0
430316,0.97,0.08900000000000001
430320,1.0,0.0
430328,1.0,0.031
430330,1.0,0.053
430332,0.927,0.182
430336,1.0,0.061
430340,1.0,0.154
430341,1.0,0.0
430344,1.0,0.135
430345,1.0,0.292
430346,0.943,0.159
430347,0.987,0.147
430348,0.973,0.08199999999999999
430349,1.0,0.054000000000000006
430351,1.0,0.06
430352,1.0,0.026
430358,1.0,0.086
430368,1.0,0.047
430369,1.0,0.044
430370,1.0,0.171
430371,0.99,0.199
430376,1.0,0.08199999999999999
430378,0.976,0.12
430380,1.0,0.115
430384,1.0,0.2
430386,0.978,0.044
430LEA,0.995,0.065
430LEA,0.977,0.16899999999999998
430LEA,0.986,0.109
430LEA,1.0,0.292
43C000,0.875,0.0
440314,1.0,0.0
440318,1.0,0.0
440320,1.0,0.078
440326,1.0,0.067
440328,1.0,0.0
440332,1.0,0.0
440346,1.0,0.0
440348,1.0,0.039
440349,1.0,0.0
440350,1.0,0.016
440364,1.0,0.0
440368,1.0,0.0
440378,1.0,0.032
440390,0.985,0.015
440396,1.0,0.07400000000000001
440LEA,1.0,0.009000000000000001
440LEA,0.993,0.027000000000000003
440LEA,1.0,0.061
44A000,0.933,0.033
450301,1.0,0.017
450302,1.0,0.043
450306,1.0,0.028
450307,1.0,0.029
450308,1.0,0.054000000000000006
450316,1.0,0.126
450322,1.0,0.0
450324,1.0,0.0
450328,1.0,0.019
450332,1.0,0.0
450333,1.0,0.0
450334,1.0,0.128
450335,1.0,0.0
450336,1.0,0.025
450339,1.0,0.0
450340,1.0,0.027000000000000003
450341,1.0,0.055
450342,1.0,0.0
450343,1.0,0.0
450344,1.0,0.0
450346,1.0,0.0
450352,1.0,0.086
450354,1.0,0.0
450LEA,1.0,0.016
450LEA,1.0,0.092
450LEA,1.0,0.01
450LEA,1.0,0.0
45A000,1.0,0.0
45B000,0.8,0.0
460308,0.952,0.333
460312,0.981,0.029
460318,0.889,0.194
460320,0.925,0.35
460322,1.0,0.28600000000000003
460332,0.969,0.188
460340,1.0,0.333
460LEA,0.971,0.139
460LEA,0.945,0.339
460LEA,0.889,0.194
470310,1.0,0.146
470312,0.953,0.233
470316,1.0,0.0
470320,1.0,0.212
470328,1.0,0.275
470330,1.0,0.156
470332,0.977,0.138
470336,1.0,0.321
470340,1.0,0.11
470342,0.8,0.2
470346,1.0,0.065
470441,1.0,0.071
470442,1.0,0.297
470443,1.0,0.118
470LEA,1.0,0.141
470LEA,0.959,0.219
470LEA,0.992,0.211
470LEA,0.8,0.2
480306,1.0,0.111
480316,1.0,0.0
480318,1.0,0.087
480LEA,1.0,0.0
480LEA,1.0,0.111
480LEA,,
480LEA,,
480LEA,1.0,0.087
490307,1.0,0.0
490308,1.0,0.0
490310,0.963,0.222
490312,1.0,0.041
490316,1.0,0.0
490318,1.0,0.0
490319,1.0,0.049
490320,1.0,0.0
490324,1.0,0.0
490326,1.0,0.019
490327,1.0,0.032
490332,1.0,0.0
490335,1.0,0.076
490336,1.0,0.038
490337,1.0,0.0
490338,1.0,0.066
490344,1.0,0.04
490345,0.965,0.035
490346,1.0,0.051
490347,1.0,0.039
490348,1.0,0.0
490349,1.0,0.0
490350,1.0,0.197
490352,1.0,0.14
490354,1.0,0.195
490355,1.0,0.079
490356,1.0,0.036000000000000004
490360,1.0,0.0
490362,0.994,0.047
490363,1.0,0.0
490364,1.0,0.025
490366,1.0,0.0
490368,1.0,0.0
490380,1.0,0.053
490384,1.0,0.025
490390,1.0,0.0
490LEA,1.0,0.197
490LEA,0.998,0.015
490LEA,0.999,0.079
490LEA,1.0,0.036000000000000004
490LEA,0.963,0.222
491303,1.0,0.027000000000000003
491305,1.0,0.235
491306,1.0,0.045
491308,1.0,0.027000000000000003
491312,1.0,0.106
491316,1.0,0.024
491318,0.979,0.0
491320,1.0,0.0
491LEA,0.995,0.019
491LEA,1.0,0.106
491LEA,1.0,0.027000000000000003
491LEA,1.0,0.235
49B000,0.946,0.027000000000000003
49D000,1.0,0.0
49E000,0.916,0.037000000000000005
49F000,0.938,0.175
49G000,0.878,0.195
500302,1.0,0.225
500304,0.976,0.024
500314,0.959,0.0
500316,1.0,0.0
500323,1.0,0.0
500324,1.0,0.077
500332,0.937,0.0
500337,1.0,0.0
500340,1.0,0.016
500LEA,1.0,0.077
500LEA,1.0,0.0
500LEA,1.0,0.015
500LEA,0.966,0.006999999999999999
500LEA,1.0,0.226
50A000,0.722,0.0
50Z000,0.833,0.0
510308,0.979,0.021
510310,0.971,0.174
510324,0.98,0.05
510325,1.0,0.0
510326,1.0,0.017
510327,1.0,0.032
510328,1.0,0.041
510329,1.0,0.019
510330,0.979,0.146
510332,1.0,0.05
510333,1.0,0.078
510334,1.0,0.0
510336,1.0,0.025
510340,1.0,0.038
510342,1.0,0.079
510343,1.0,0.059
510344,1.0,0.098
510356,1.0,0.024
510357,1.0,0.0
510358,1.0,0.019
510359,1.0,0.053
510360,1.0,0.0
510364,1.0,0.05
510367,1.0,0.0
510368,1.0,0.034
510372,1.0,0.015
510373,1.0,0.0
510374,1.0,0.0
510376,0.985,0.03
510377,1.0,0.015
510378,1.0,0.019
510379,1.0,0.07
510382,1.0,0.0
510388,1.0,0.043
510390,0.953,0.07
510396,0.974,0.026
510397,1.0,0.04
510399,0.989,0.066
510402,1.0,0.052000000000000005
510404,1.0,0.047
510406,1.0,0.07400000000000001
510408,1.0,0.069
510410,1.0,0.028
510411,1.0,0.14
510412,1.0,0.104
510414,1.0,0.062
510LEA,0.997,0.035
510LEA,0.995,0.054000000000000006
510LEA,1.0,0.0
510LEA,0.994,0.076
510LEA,0.985,0.03
51A000,0.875,0.036000000000000004
520304,1.0,0.021
520308,1.0,0.023
520320,1.0,0.157
520324,1.0,0.0
520328,1.0,0.023
520336,1.0,0.069
520LEA,1.0,0.035
520LEA,1.0,0.157
520LEA,1.0,0.0
530302,1.0,0.065
530306,1.0,0.179
530308,1.0,0.024
530312,1.0,0.0
530314,1.0,0.154
530316,1.0,0.0
530320,1.0,0.022
530335,1.0,0.0
530336,1.0,0.196
530340,1.0,0.043
530341,1.0,0.07400000000000001
530343,1.0,0.104
530346,1.0,0.0
530354,1.0,0.0
530356,1.0,0.159
530358,1.0,0.197
530LEA,1.0,0.0
530LEA,1.0,0.028
530LEA,1.0,0.147
530LEA,1.0,0.124
530LEA,1.0,0.18
540304,1.0,0.085
540308,1.0,0.104
540312,1.0,0.1
540315,0.977,0.295
540316,1.0,0.028
540317,1.0,0.0
540318,1.0,0.4
540320,1.0,0.0
540324,1.0,0.099
540325,1.0,0.344
540326,1.0,0.16399999999999998
540328,1.0,0.0
540330,0.962,0.308
540336,1.0,0.043
540338,0.964,0.14300000000000002
540340,1.0,0.208
540344,1.0,0.081
540LEA,1.0,0.4
540LEA,0.996,0.117
540LEA,0.993,0.133
540LEA,1.0,0.104
540LEA,0.989,0.151
54A000,0.5710000000000001,0.0
550308,1.0,0.067
550312,1.0,0.0
550314,1.0,0.0
550316,1.0,0.047
550320,1.0,0.043
550322,1.0,0.0
550324,1.0,0.022
550328,1.0,0.0
550330,1.0,0.16699999999999998
550332,1.0,0.019
550334,1.0,0.023
550336,1.0,0.0
550340,1.0,0.0
550342,1.0,0.0
550344,1.0,0.165
550348,1.0,0.0
550349,1.0,0.0
550350,1.0,0.0
550356,1.0,0.0
550360,1.0,0.0
550362,1.0,0.0
550364,1.0,0.054000000000000006
550368,0.98,0.061
550372,1.0,0.0
550LEA,,
550LEA,1.0,0.006999999999999999
550LEA,0.995,0.07200000000000001
550LEA,1.0,0.006
550LEA,1.0,0.067
55A000,0.938,0.035
560304,1.0,0.0
560316,1.0,0.0
560320,1.0,0.05
560324,1.0,0.0
560328,1.0,0.03
560329,1.0,0.0
560330,1.0,0.048
560331,1.0,0.025
560332,1.0,0.0
560338,1.0,0.0
560350,1.0,0.105
560LEA,1.0,0.0
560LEA,1.0,0.008
560LEA,1.0,0.047
560LEA,1.0,0.037000000000000005
560LEA,1.0,0.105
570306,1.0,0.0
570312,1.0,0.0
570317,0.895,0.0
570318,0.982,0.036000000000000004
570319,1.0,0.023
570320,1.0,0.0
570LEA,1.0,0.0
570LEA,0.969,0.031
570LEA,1.0,0.023
580308,1.0,0.07400000000000001
580312,0.961,0.039
580316,1.0,0.182
580320,0.882,0.118
580324,1.0,0.0
580344,0.955,0.0
580350,0.947,0.0
580356,1.0,0.061
580368,0.973,0.107
580372,0.967,0.033
580LEA,0.983,0.078
580LEA,0.966,0.067
580LEA,0.959,0.02
58B000,1.0,0.0
590306,0.962,0.0
590310,0.975,0.037000000000000005
590316,1.0,0.0
590320,1.0,0.0
590328,1.0,0.0
590330,0.99,0.05
590332,1.0,0.036000000000000004
590336,1.0,0.0
590340,1.0,0.0
590344,1.0,0.0
590352,0.941,0.029
590356,1.0,0.049
590393,1.0,0.063
590LEA,0.986,0.009000000000000001
590LEA,0.991,0.044
590LEA,,
590LEA,0.989,0.043
590LEA,1.0,0.063
600300,1.0,0.053
600301,1.0,0.257
600302,1.0,0.084
600305,1.0,0.295
600308,0.971,0.171
600311,0.955,0.18
600312,1.0,0.07400000000000001
600313,1.0,0.012
600314,1.0,0.0
600316,1.0,0.024
600317,1.0,0.162
600318,1.0,0.058
600319,1.0,0.049
600322,1.0,0.0
600328,1.0,0.0
600329,1.0,0.095
600333,1.0,0.053
600334,1.0,0.0
600335,1.0,0.16699999999999998
600336,1.0,0.0
600338,1.0,0.0
600341,0.983,0.273
600344,1.0,0.078
600345,1.0,0.011
600346,1.0,0.0
600349,1.0,0.0
600351,1.0,0.103
600352,1.0,0.182
600353,1.0,0.038
600357,1.0,0.0
600361,1.0,0.06
600362,1.0,0.0
600364,1.0,0.259
600365,1.0,0.145
600366,1.0,0.159
600367,1.0,0.0
600368,1.0,0.123
600369,1.0,0.022
600374,0.978,0.308
600377,0.983,0.084
600379,1.0,0.036000000000000004
600381,1.0,0.3670000000000001
600382,1.0,0.008
600383,1.0,0.017
600384,1.0,0.0
600385,1.0,0.0
600386,1.0,0.22
600392,1.0,0.009000000000000001
600394,1.0,0.034
600397,1.0,0.341
600398,1.0,0.014
600399,1.0,0.0
600404,1.0,0.0
600405,1.0,0.4270000000000001
600406,1.0,0.01
600408,1.0,0.09
600409,1.0,0.0
600410,1.0,0.0
600411,1.0,0.0
600412,1.0,0.102
600413,1.0,0.095
600414,1.0,0.103
600415,1.0,0.099
600416,1.0,0.026
600418,1.0,0.14300000000000002
600420,1.0,0.0
600422,1.0,0.083
600424,1.0,0.015
600426,1.0,0.11
600428,0.983,0.407
600429,1.0,0.031
600431,1.0,0.033
600432,1.0,0.036000000000000004
600433,1.0,0.0
600434,1.0,0.083
600435,1.0,0.16
600436,1.0,0.08800000000000001
600437,1.0,0.0
600438,1.0,0.0
600439,1.0,0.344
600440,1.0,0.02
600442,1.0,0.0
600443,1.0,0.0
600444,1.0,0.032
600445,1.0,0.119
600446,1.0,0.05
600447,1.0,0.039
600448,1.0,0.4320000000000001
600449,1.0,0.0
600450,1.0,0.194
600451,1.0,0.0
600453,1.0,0.0
600454,1.0,0.227
600455,1.0,0.03
600457,1.0,0.228
600459,1.0,0.031
600461,1.0,0.13
600462,1.0,0.16699999999999998
600463,1.0,0.028
600464,1.0,0.053
600466,1.0,0.09
600468,1.0,0.12
600471,0.982,0.073
600474,1.0,0.095
600475,1.0,0.0
600478,1.0,0.08800000000000001
600479,1.0,0.244
600480,1.0,0.223
600481,1.0,0.205
600482,1.0,0.045
600484,1.0,0.052000000000000005
600485,1.0,0.103
600488,1.0,0.114
600489,1.0,0.128
600491,1.0,0.0
600492,1.0,0.071
600493,1.0,0.0
600494,1.0,0.023
600496,0.989,0.14400000000000002
600497,1.0,0.06
600498,1.0,0.214
600499,1.0,0.16699999999999998
600500,1.0,0.0
600501,1.0,0.028
600503,1.0,0.063
600507,1.0,0.0
600508,1.0,0.085
600509,0.983,0.068
600512,1.0,0.096
600513,1.0,0.031
600514,0.981,0.264
600515,1.0,0.189
600516,1.0,0.02
600517,0.965,0.097
600518,0.985,0.179
600519,1.0,0.14800000000000002
600520,1.0,0.139
600521,1.0,0.043
600522,1.0,0.0
600527,1.0,0.044
600530,1.0,0.0
600532,1.0,0.107
600534,1.0,0.05
600535,1.0,0.056
600537,1.0,0.062
600538,1.0,0.241
600545,1.0,0.015
600546,1.0,0.026
600549,1.0,0.061
600550,0.977,0.045
600553,1.0,0.117
600557,1.0,0.0
600558,1.0,0.0
600562,1.0,0.063
600565,1.0,0.0
600566,1.0,0.025
600567,1.0,0.067
600569,1.0,0.0
600571,1.0,0.037000000000000005
600574,1.0,0.317
600576,1.0,0.29600000000000004
600577,1.0,0.16699999999999998
600579,1.0,0.238
600582,1.0,0.235
600586,1.0,0.033
600587,1.0,0.084
600588,1.0,0.035
600589,1.0,0.14400000000000002
600590,1.0,0.047
600592,0.99,0.232
600594,1.0,0.0
600693,1.0,0.11
600694,1.0,0.242
600695,1.0,0.13
600696,1.0,0.2
600697,1.0,0.265
600LEA,1.0,0.19
600LEA,0.999,0.042
600LEA,0.998,0.16
600LEA,0.993,0.13699999999999998
600LEA,0.998,0.141
600LEA,0.994,0.197
60B000,0.684,0.126
60D000,0.973,0.009000000000000001
60F000,0.759,0.0
60G000,0.903,0.053
60I000,0.804,0.021
60J000,0.958,0.021
60K000,0.5710000000000001,0.036000000000000004
60L000,0.484,0.097
60M000,0.957,0.087
60N000,0.889,0.111
60P000,0.6,0.2
60Q000,0.667,0.212
60S000,0.662,0.04
60U000,1.0,0.0
60V000,0.632,0.105
60Y000,1.0,0.133
610302,1.0,0.0
610310,1.0,0.0
610320,1.0,0.0
610322,1.0,0.0
610326,1.0,0.0
610332,1.0,0.5
610334,1.0,0.073
610LEA,1.0,0.0
610LEA,1.0,0.11
610LEA,1.0,0.0
61J000,0.75,0.0
61K000,0.545,0.0
61L000,0.75,0.75
61M000,0.636,0.061
61N000,0.812,0.156
61P000,0.727,0.091
61Q000,0.8809999999999999,0.119
61R000,0.889,0.028
61S000,0.833,0.0
61T000,0.8,0.133
61U000,0.667,0.0
620310,1.0,0.16699999999999998
620312,0.963,0.037000000000000005
620314,1.0,0.065
620316,0.929,0.118
620318,1.0,0.062
620324,0.905,0.0
620330,0.875,0.0
620334,0.95,0.1
620336,1.0,0.095
620339,0.96,0.12
620340,1.0,0.08800000000000001
620350,1.0,0.0
620LEA,0.956,0.051
620LEA,0.964,0.097
620LEA,0.982,0.08900000000000001
620LEA,1.0,0.16699999999999998
630304,1.0,0.021
630308,1.0,0.104
630312,1.0,0.0
630316,1.0,0.038
630317,1.0,0.118
630320,0.952,0.048
630324,1.0,0.049
630328,1.0,0.09
630330,1.0,0.0
630331,1.0,0.027000000000000003
630332,1.0,0.188
630336,0.991,0.09
630342,1.0,0.0
630348,1.0,0.083
630350,1.0,0.154
630352,1.0,0.021
630356,1.0,0.0
630360,1.0,0.111
630364,1.0,0.07
630368,1.0,0.014
630373,1.0,0.0
630374,1.0,0.019
630376,1.0,0.039
630LEA,1.0,0.036000000000000004
630LEA,0.995,0.113
630LEA,1.0,0.063
630LEA,0.994,0.07200000000000001
630LEA,1.0,0.0
63A000,0.95,0.0
63B000,0.758,0.0
640302,0.98,0.122
640304,1.0,0.05
640306,1.0,0.231
640308,1.0,0.056
640316,1.0,0.0
640320,1.0,0.162
640324,1.0,0.053
640326,0.914,0.114
640328,1.0,0.0
640329,1.0,0.179
640332,1.0,0.138
640334,1.0,0.556
640335,0.958,0.208
640336,1.0,0.038
640340,1.0,0.2
640346,1.0,0.067
640347,1.0,0.0
640348,1.0,0.025
640350,0.985,0.031
640358,1.0,0.125
640360,1.0,0.037000000000000005
640361,1.0,0.133
640362,0.957,0.13
640364,1.0,0.063
640376,1.0,0.069
640384,1.0,0.138
640396,1.0,0.246
640400,1.0,0.057
640LEA,1.0,0.2
640LEA,0.995,0.08199999999999999
640LEA,0.996,0.073
640LEA,0.985,0.189
640LEA,,
64A000,0.71,0.194
650304,1.0,0.0
650308,1.0,0.0
650309,1.0,0.0
650310,1.0,0.018000000000000002
650312,1.0,0.0
650316,1.0,0.0
650323,1.0,0.024
650324,1.0,0.042
650325,1.0,0.021
650326,1.0,0.048
650327,1.0,0.027000000000000003
650328,1.0,0.031
650332,1.0,0.0
650338,1.0,0.0
650339,1.0,0.0
650340,1.0,0.1
650341,1.0,0.0
650342,1.0,0.021
650343,1.0,0.022
650345,1.0,0.0
650346,1.0,0.0
650348,1.0,0.0
650350,1.0,0.018000000000000002
650351,1.0,0.021
650352,1.0,0.02
650353,1.0,0.0
650354,1.0,0.071
650355,1.0,0.0
650356,1.0,0.0
650362,1.0,0.0
650364,1.0,0.0
650366,1.0,0.0
650368,1.0,0.0
650380,1.0,0.0
650384,1.0,0.027000000000000003
650392,1.0,0.038
650394,1.0,0.097
650395,1.0,0.0
650400,1.0,0.0
650404,1.0,0.0
650408,1.0,0.0
650409,1.0,0.045
650420,1.0,0.0
650LEA,1.0,0.0
650LEA,1.0,0.005
650LEA,1.0,0.033
650LEA,1.0,0.0
650LEA,1.0,0.021
650LEA,1.0,0.071
65A000,1.0,0.0
65B000,1.0,0.091
65C000,0.889,0.222
65D000,0.846,0.154
65F000,0.76,0.0
65G000,0.9,0.1
660306,1.0,0.19
660308,0.955,0.409
660320,1.0,0.273
660325,1.0,0.222
660336,0.965,0.228
660360,1.0,0.111
660400,1.0,0.091
660LEA,,
660LEA,1.0,0.197
660LEA,0.971,0.206
660LEA,0.968,0.355
660LEA,,
66A000,0.389,0.083
670300,1.0,0.0
670304,1.0,0.0
670308,1.0,0.0
670310,1.0,0.0
670312,1.0,0.0
670314,1.0,0.0
670318,1.0,0.021
670320,1.0,0.061
670321,1.0,0.0
670322,1.0,0.044
670323,1.0,0.0
670324,1.0,0.078
670325,1.0,0.08900000000000001
670329,1.0,0.022
670330,1.0,0.0
670331,1.0,0.0
670332,1.0,0.032
670333,1.0,0.141
670335,1.0,0.0
670336,1.0,0.132
670337,1.0,0.0
670338,1.0,0.03
670339,1.0,0.0
670340,1.0,0.054000000000000006
670341,1.0,0.0
670342,1.0,0.0
670343,1.0,0.0
670344,1.0,0.043
670345,1.0,0.0
670346,1.0,0.0
670347,1.0,0.022
670350,1.0,0.027000000000000003
670351,1.0,0.041
670352,1.0,0.075
670356,1.0,0.047
670364,1.0,0.065
670LEA,1.0,0.006
670LEA,1.0,0.075
670LEA,1.0,0.049
67B000,0.444,0.0
680304,1.0,0.02
680308,1.0,0.048
680310,1.0,0.04
680312,1.0,0.0
680316,1.0,0.024
680324,1.0,0.0
680327,1.0,0.0
680328,1.0,0.053
680329,1.0,0.0
680330,0.98,0.0
680332,1.0,0.048
680335,1.0,0.0
680336,1.0,0.028
680LEA,0.996,0.02
680LEA,1.0,0.043
680LEA,1.0,0.016
680LEA,,
681300,0.939,0.13
681304,1.0,0.0
681305,1.0,0.032
681308,1.0,0.065
681309,0.983,0.0
681310,1.0,0.0
681311,0.97,0.03
681312,1.0,0.0
681314,1.0,0.011
681316,0.976,0.0
681320,0.964,0.0
681322,1.0,0.017
681324,1.0,0.0
681326,0.974,0.0
681328,1.0,0.0
681330,1.0,0.057
681332,1.0,0.0
681334,0.966,0.0
681336,1.0,0.0
681338,1.0,0.0
681LEA,1.0,0.0
681LEA,0.981,0.019
681LEA,1.0,0.036000000000000004
681LEA,0.996,0.004
68A000,0.7440000000000001,0.047
68C000,0.893,0.071
690312,1.0,0.048
690316,1.0,0.0
690320,1.0,0.054000000000000006
690324,1.0,0.0
690LEA,1.0,0.023
690LEA,1.0,0.054000000000000006
690LEA,1.0,0.0
69A000,0.7909999999999999,0.07
700306,1.0,0.0
700308,1.0,0.056
700310,1.0,0.14300000000000002
700314,1.0,0.067
700316,1.0,0.14
700317,1.0,0.078
700318,1.0,0.061
700319,1.0,0.222
700320,0.925,0.113
700322,0.967,0.16699999999999998
700324,1.0,0.061
700325,1.0,0.0
700328,1.0,0.0
700LEA,0.989,0.065
700LEA,1.0,0.142
700LEA,0.985,0.107
700LEA,1.0,0.14300000000000002
70A000,0.826,0.13
710312,1.0,0.027000000000000003
710316,1.0,0.1
710318,1.0,0.031
710320,1.0,0.06
710321,1.0,0.103
710323,1.0,0.0
710324,1.0,0.03
710326,0.978,0.067
710327,1.0,0.083
710328,0.969,0.0
710332,1.0,0.0
710342,1.0,0.068
710344,1.0,0.0
710346,1.0,0.035
710347,1.0,0.0
710348,1.0,0.069
710LEA,0.978,0.067
710LEA,1.0,0.012
710LEA,1.0,0.08199999999999999
710LEA,0.981,0.038
710LEA,1.0,0.048
720304,1.0,0.0
720312,1.0,0.0
720316,1.0,0.152
720320,1.0,0.07400000000000001
720LEA,1.0,0.0
720LEA,1.0,0.152
720LEA,1.0,0.07400000000000001
730332,1.0,0.029
730334,1.0,0.061
730340,1.0,0.021
730344,0.877,0.108
730348,1.0,0.08199999999999999
730350,1.0,0.0
730352,0.988,0.202
730354,1.0,0.03
730356,1.0,0.0
730360,0.967,0.18
730368,1.0,0.022
730LEA,1.0,0.032
730LEA,0.989,0.193
730LEA,0.921,0.14300000000000002
73A000,0.64,0.0
73B000,0.938,0.021
740302,1.0,0.086
740304,1.0,0.022
740308,1.0,0.046
740309,1.0,0.067
740310,0.973,0.0
740320,1.0,0.0
740324,1.0,0.053
740330,1.0,0.021
740332,1.0,0.016
740333,1.0,0.099
740334,1.0,0.155
740336,1.0,0.0
740337,0.98,0.079
740338,1.0,0.15
740340,1.0,0.122
740344,1.0,0.116
740352,1.0,0.083
740358,1.0,0.0
740360,1.0,0.0
740362,1.0,0.0
740366,1.0,0.104
740368,1.0,0.16399999999999998
740374,1.0,0.265
740375,1.0,0.21
740376,1.0,0.098
740378,0.981,0.115
740379,1.0,0.0
740380,1.0,0.027000000000000003
740386,1.0,0.0
740388,0.989,0.118
740390,1.0,0.035
740396,1.0,0.13
740400,1.0,0.142
740402,1.0,0.159
740404,1.0,0.01
740406,1.0,0.0
740500,1.0,0.0
740LEA,0.981,0.115
740LEA,0.998,0.051
740LEA,0.998,0.122
740LEA,1.0,0.049
740LEA,0.996,0.076
74B000,0.769,0.154
74C000,0.897,0.035
74Z000,1.0,0.0
750304,1.0,0.0
750314,1.0,0.0
750317,1.0,0.0
750318,1.0,0.06
750319,1.0,0.048
750320,1.0,0.0
750328,1.0,0.0
750LEA,1.0,0.0
750LEA,1.0,0.056
750LEA,1.0,0.048
760304,1.0,0.0
760308,1.0,0.0
760316,1.0,0.0
760318,1.0,0.149
760320,1.0,0.038
760324,1.0,0.069
760328,1.0,0.0
760329,1.0,0.0
760330,1.0,0.0
760331,1.0,0.0
760332,1.0,0.032
760336,1.0,0.029
760338,1.0,0.063
760339,1.0,0.102
760340,1.0,0.031
760344,1.0,0.068
760348,1.0,0.13
760352,1.0,0.063
760354,1.0,0.083
760356,1.0,0.0
760357,1.0,0.175
760358,1.0,0.067
760359,1.0,0.0
760360,1.0,0.033
760364,1.0,0.0
760368,1.0,0.0
760376,1.0,0.0
760378,1.0,0.0
760380,1.0,0.044
760382,1.0,0.14800000000000002
760388,1.0,0.043
760LEA,1.0,0.017
760LEA,1.0,0.08900000000000001
760LEA,1.0,0.071
761304,1.0,0.059
761308,1.0,0.075
761312,1.0,0.026
761320,1.0,0.03
761321,1.0,0.0
761328,1.0,0.025
761332,1.0,0.069
761336,1.0,0.083
761LEA,1.0,0.03
761LEA,1.0,0.059
761LEA,1.0,0.079
76A000,0.79,0.0
770310,1.0,0.05
770316,0.941,0.059
770318,1.0,0.03
770328,1.0,0.182
770340,1.0,0.03
770342,1.0,0.182
770344,1.0,0.034
770346,1.0,0.029
770348,1.0,0.245
770349,1.0,0.211
770351,1.0,0.172
770360,0.955,0.114
770364,1.0,0.2
770368,1.0,0.087
770370,1.0,0.086
770LEA,,
770LEA,1.0,0.048
770LEA,1.0,0.225
770LEA,0.974,0.14
770LEA,1.0,0.182
780320,1.0,0.208
780322,1.0,0.052000000000000005
780324,1.0,0.198
780325,1.0,0.312
780326,1.0,0.247
780328,1.0,0.067
780329,1.0,0.08900000000000001
780330,1.0,0.192
780331,1.0,0.059
780336,1.0,0.046
780340,1.0,0.11
780341,0.969,0.215
