agency_code,pct_fully_licensed,pct_lateral_entry
780342,1.0,0.138
780344,1.0,0.248
780352,1.0,0.213
780356,1.0,0.097
780360,1.0,0.085
780364,1.0,0.0
780368,1.0,0.142
780374,1.0,0.17
780376,1.0,0.24
780384,1.0,0.073
780385,1.0,0.0
780390,1.0,0.259
780391,1.0,0.23
780392,1.0,0.322
780393,1.0,0.213
780394,1.0,0.298
780396,1.0,0.196
780398,1.0,0.19
780400,1.0,0.218
780401,1.0,0.138
780402,1.0,0.181
780403,1.0,0.267
780407,1.0,0.078
780408,1.0,0.321
780410,1.0,0.431
780412,1.0,0.185
780416,1.0,0.0
780417,1.0,0.198
780418,1.0,0.0
780420,1.0,0.13699999999999998
780LEA,,
780LEA,1.0,0.154
780LEA,1.0,0.168
780LEA,1.0,0.126
780LEA,0.995,0.226
78A000,0.857,0.0
78B000,0.733,0.067
790302,1.0,0.0
790310,1.0,0.04
790314,1.0,0.13699999999999998
790318,1.0,0.04
790322,1.0,0.0
790327,1.0,0.0
790330,1.0,0.14
790334,1.0,0.0
790344,1.0,0.029
790347,1.0,0.0
790350,1.0,0.069
790354,1.0,0.093
790358,1.0,0.0
790362,1.0,0.053
790366,1.0,0.18
790374,1.0,0.083
790378,1.0,0.081
790379,1.0,0.2
790380,1.0,0.023
790386,1.0,0.053
790390,1.0,0.2
790392,1.0,0.0
790394,1.0,0.026
790398,1.0,0.0
790402,1.0,0.029
790LEA,1.0,0.0
790LEA,1.0,0.036000000000000004
790LEA,1.0,0.126
790LEA,1.0,0.068
79A000,0.87,0.0
800308,0.929,0.5710000000000001
800312,1.0,0.0
800314,1.0,0.037000000000000005
800315,0.97,0.149
800316,0.975,0.025
800320,1.0,0.098
800324,1.0,0.0
800328,1.0,0.114
800340,0.984,0.142
800346,1.0,0.175
800347,1.0,0.0
800348,1.0,0.02
800352,1.0,0.0
800356,1.0,0.027000000000000003
800358,1.0,0.068
800359,0.974,0.091
800360,1.0,0.254
800361,1.0,0.11
800362,1.0,0.12
800363,0.976,0.084
800364,1.0,0.014
800366,1.0,0.051
800368,1.0,0.019
800372,1.0,0.09
800373,0.972,0.113
800376,0.956,0.154
800377,0.973,0.192
800392,1.0,0.027000000000000003
800394,1.0,0.0
800396,0.967,0.171
800398,0.979,0.191
800400,1.0,0.146
800408,1.0,0.07400000000000001
800410,1.0,0.077
800412,1.0,0.0
800LEA,0.994,0.067
800LEA,0.987,0.128
800LEA,0.989,0.111
800LEA,0.929,0.5710000000000001
810324,1.0,0.107
810326,1.0,0.134
810328,1.0,0.013
810336,1.0,0.057
810340,1.0,0.05
810342,1.0,0.108
810344,1.0,0.0
810350,1.0,0.055
810360,1.0,0.049
810364,1.0,0.0
810370,1.0,0.07
810378,1.0,0.111
810384,1.0,0.084
810385,1.0,0.0
810386,1.0,0.02
810388,1.0,0.061
810396,1.0,0.044
810400,1.0,0.0
810LEA,1.0,0.034
810LEA,1.0,0.079
810LEA,1.0,0.118
810LEA,1.0,0.016
81A000,0.8,0.05
81B000,0.562,0.0
820312,1.0,0.037000000000000005
820320,1.0,0.02
820324,1.0,0.0
820340,1.0,0.069
820346,1.0,0.056
820347,1.0,0.108
820348,1.0,0.263
820349,0.971,0.117
820350,1.0,0.018000000000000002
820352,1.0,0.023
820354,1.0,0.108
820364,1.0,0.133
820370,1.0,0.287
820372,1.0,0.14300000000000002
820376,1.0,0.063
820384,1.0,0.043
820385,1.0,0.0
820388,1.0,0.17
820LEA,1.0,0.05
820LEA,0.994,0.126
820LEA,1.0,0.158
821304,1.0,0.0
821308,1.0,0.151
821316,1.0,0.023
821320,1.0,0.071
821330,1.0,0.0
821LEA,1.0,0.009000000000000001
821LEA,1.0,0.151
821LEA,1.0,0.071
830304,0.94,0.26
830312,0.978,0.174
830316,0.909,0.273
830320,1.0,0.207
830328,1.0,0.049
830336,0.978,0.378
830343,0.99,0.17600000000000002
830348,1.0,0.0
830349,0.976,0.095
830356,1.0,0.033
830360,0.967,0.14800000000000002
830364,0.976,0.16699999999999998
830LEA,0.986,0.151
830LEA,0.991,0.162
830LEA,0.957,0.185
830LEA,0.909,0.273
840302,0.937,0.158
840303,1.0,0.107
840304,1.0,0.0
840308,1.0,0.035
840310,0.975,0.025
840312,1.0,0.0
840316,1.0,0.044
840320,1.0,0.0
840324,1.0,0.031
840328,1.0,0.031
840332,1.0,0.101
840336,1.0,0.0
840342,1.0,0.141
840344,1.0,0.025
840350,0.976,0.0
840356,1.0,0.081
840358,1.0,0.102
840360,1.0,0.0
840361,1.0,0.0
840368,1.0,0.126
840370,1.0,0.278
840LEA,0.996,0.016
840LEA,0.989,0.117
840LEA,1.0,0.141
840LEA,0.992,0.053
840LEA,,
84B000,0.698,0.0
850304,1.0,0.0
850312,1.0,0.0
850314,1.0,0.0
850316,1.0,0.0
850320,1.0,0.0
850324,1.0,0.0
850328,1.0,0.0
850332,1.0,0.09
850336,1.0,0.0
850338,1.0,0.141
850340,1.0,0.0
850342,0.966,0.0
850348,1.0,0.079
850350,1.0,0.032
850352,1.0,0.095
850354,1.0,0.0
850356,1.0,0.0
850358,1.0,0.051
850360,1.0,0.125
850LEA,0.995,0.005
850LEA,1.0,0.077
850LEA,1.0,0.043
850LEA,1.0,0.0
860302,1.0,0.058
860306,1.0,0.0
860308,1.0,0.0
860312,1.0,0.0
860316,1.0,0.132
860320,1.0,0.0
860324,1.0,0.027000000000000003
860326,1.0,0.0
860330,1.0,0.0
860332,1.0,0.0
860336,1.0,0.073
860339,1.0,0.019
860340,1.0,0.034
860344,1.0,0.0
860348,1.0,0.0
860352,1.0,0.021
860354,1.0,0.0
860356,1.0,0.027000000000000003
860360,1.0,0.021
860LEA,1.0,0.016
860LEA,1.0,0.067
860LEA,1.0,0.008
861304,1.0,0.0
861308,0.964,0.0
861312,1.0,0.0
861LEA,1.0,0.0
861LEA,0.964,0.0
861LEA,1.0,0.0
862308,1.0,0.0
862310,1.0,0.0
862312,1.0,0.0
862316,1.0,0.075
862LEA,1.0,0.0
862LEA,1.0,0.0
862LEA,1.0,0.075
86T000,0.918,0.098
870314,1.0,0.024
870318,1.0,0.029
870320,1.0,0.037000000000000005
870324,1.0,0.0
870LEA,1.0,0.0
870LEA,1.0,0.018000000000000002
870LEA,1.0,0.024
870LEA,1.0,0.029
870LEA,,
87A000,0.923,0.0
880304,1.0,0.0
880308,1.0,0.068
880312,1.0,0.023
880318,1.0,0.0
880320,1.0,0.222
880324,1.0,0.0
880328,0.966,0.034
880330,1.0,0.0
880336,1.0,0.0
880LEA,1.0,0.0
880LEA,0.99,0.07200000000000001
880LEA,1.0,0.016
880LEA,,
88A000,0.913,0.0
890304,1.0,0.14400000000000002
890306,1.0,0.127
890308,1.0,0.08800000000000001
890LEA,1.0,0.08800000000000001
890LEA,1.0,0.145
890LEA,1.0,0.127
900302,1.0,0.0
900303,1.0,0.0
900304,1.0,0.036000000000000004
900305,1.0,0.0
900306,1.0,0.064
900307,1.0,0.022
900308,0.981,0.154
900310,0.984,0.016
900311,1.0,0.026
900312,1.0,0.0
900314,0.984,0.111
900316,1.0,0.203
900318,1.0,0.0
900320,1.0,0.0
900328,1.0,0.022
900332,1.0,0.0
900334,1.0,0.025
900336,0.987,0.101
900340,1.0,0.0
900341,0.97,0.0
900342,1.0,0.094
900343,1.0,0.014
900344,1.0,0.094
900346,1.0,0.06
900347,1.0,0.0
900348,1.0,0.069
900350,1.0,0.094
900351,1.0,0.0
900352,1.0,0.036000000000000004
900353,1.0,0.0
900354,1.0,0.0
900356,1.0,0.0
900358,1.0,0.0
900360,1.0,0.114
900362,1.0,0.03
900363,0.974,0.026
900364,1.0,0.033
900365,1.0,0.2
900366,1.0,0.096
900367,1.0,0.077
900368,1.0,0.0
900370,0.983,0.033
900372,1.0,0.051
900376,1.0,0.0
900377,1.0,0.03
900378,1.0,0.038
900380,1.0,0.0
900384,1.0,0.026
900388,1.0,0.018000000000000002
900391,1.0,0.0
900392,1.0,0.063
900393,1.0,0.025
900LEA,1.0,0.063
900LEA,0.997,0.014
900LEA,0.999,0.084
900LEA,0.994,0.054000000000000006
900LEA,1.0,0.2
90A000,0.932,0.087
90B000,0.722,0.0
90C000,0.942,0.096
910304,1.0,0.07400000000000001
910308,1.0,0.128
910311,0.967,0.0
910314,1.0,0.093
910316,1.0,0.294
910320,0.897,0.31
910340,1.0,0.08
910346,1.0,0.034
910356,1.0,0.123
910360,0.909,0.318
910364,1.0,0.213
910368,0.75,0.125
910370,1.0,0.25
910376,0.949,0.128
910380,1.0,0.155
910382,1.0,0.235
910384,0.882,0.147
910LEA,0.982,0.111
910LEA,0.982,0.224
910LEA,0.938,0.269
91A000,0.982,0.0
91B000,0.38,0.1
920302,1.0,0.122
920303,1.0,0.036000000000000004
920304,1.0,0.0
920306,0.985,0.0
920307,1.0,0.0
920308,1.0,0.0
920312,1.0,0.0
920316,1.0,0.036000000000000004
920317,0.983,0.044
920318,0.993,0.06
920320,1.0,0.047
920324,0.945,0.219
920325,1.0,0.024
920326,1.0,0.0
920327,1.0,0.024
920328,1.0,0.0
920329,1.0,0.04
920332,0.98,0.0
920334,1.0,0.0
920336,1.0,0.026
920340,1.0,0.027000000000000003
920342,1.0,0.038
920344,1.0,0.0
920348,0.992,0.069
920352,0.95,0.025
920356,1.0,0.111
920358,1.0,0.0
920360,0.986,0.087
920362,1.0,0.027000000000000003
920364,1.0,0.0
920368,1.0,0.029
920369,1.0,0.031
920370,1.0,0.025
920376,1.0,0.0
920380,1.0,0.0
920381,1.0,0.125
920384,1.0,0.0
920386,1.0,0.0
920388,1.0,0.07
920390,1.0,0.0
920391,1.0,0.027000000000000003
920393,1.0,0.02
920394,0.969,0.031
920396,1.0,0.021
920398,1.0,0.037000000000000005
920399,1.0,0.03
920400,1.0,0.047
920402,1.0,0.033
920403,1.0,0.021
920404,1.0,0.025
920408,0.968,0.032
920410,0.982,0.055
920411,1.0,0.077
920412,1.0,0.076
920413,1.0,0.022
920414,1.0,0.019
920415,1.0,0.0
920416,1.0,0.023
920417,1.0,0.0
920420,1.0,0.0
920424,1.0,0.0
920428,1.0,0.056
920436,1.0,0.049
920438,1.0,0.0
920439,1.0,0.0
920440,1.0,0.0
920441,1.0,0.061
920442,1.0,0.055
920443,1.0,0.0
920444,1.0,0.0
920445,0.991,0.028
920446,1.0,0.027000000000000003
920447,1.0,0.0
920448,1.0,0.0
920449,1.0,0.0
920450,1.0,0.013
920451,1.0,0.0
920452,1.0,0.0
920453,1.0,0.0
920454,1.0,0.018000000000000002
920455,1.0,0.027000000000000003
920456,1.0,0.0
920457,1.0,0.006999999999999999
920458,1.0,0.05
920459,1.0,0.0
920460,0.971,0.0
920464,1.0,0.043
920466,1.0,0.142
920467,1.0,0.017
920468,1.0,0.022
920469,1.0,0.022
920470,1.0,0.058
920471,1.0,0.053
920472,0.984,0.047
920473,0.992,0.06
920474,1.0,0.068
920476,0.972,0.028
920480,1.0,0.024
920484,1.0,0.045
920488,1.0,0.0
920492,1.0,0.0
920494,1.0,0.0
920495,1.0,0.033
920496,0.978,0.022
920500,1.0,0.043
920501,1.0,0.0
920502,1.0,0.011
920504,1.0,0.0
920506,1.0,0.022
920508,1.0,0.031
920512,1.0,0.037000000000000005
920514,1.0,0.0
920516,1.0,0.0
920518,1.0,0.0
920520,1.0,0.0
920521,1.0,0.0
920522,1.0,0.0
920523,1.0,0.0
920524,1.0,0.042
920525,1.0,0.0
920526,1.0,0.029
920528,1.0,0.0
920529,1.0,0.018000000000000002
920530,1.0,0.0
920531,1.0,0.05
920532,1.0,0.0
920533,1.0,0.0
920536,1.0,0.0
920540,1.0,0.0
920542,1.0,0.043
920543,1.0,0.0
920544,1.0,0.023
920545,1.0,0.0
920546,1.0,0.114
920547,1.0,0.053
920548,0.974,0.052000000000000005
920549,1.0,0.036000000000000004
920550,1.0,0.0
920551,1.0,0.07200000000000001
920552,0.974,0.097
920554,1.0,0.0
920556,1.0,0.0
920557,1.0,0.02
920560,1.0,0.022
920562,1.0,0.093
920564,1.0,0.0
920568,1.0,0.0
920569,0.986,0.0
920570,1.0,0.0
920571,1.0,0.0
920572,1.0,0.0
920576,1.0,0.0
920580,1.0,0.027000000000000003
920581,1.0,0.043
920582,1.0,0.0
920583,1.0,0.0
920584,1.0,0.0
920585,1.0,0.05
920586,1.0,0.0
920588,1.0,0.051
920592,1.0,0.043
920593,1.0,0.023
920594,1.0,0.018000000000000002
920595,1.0,0.037000000000000005
920596,1.0,0.022
920597,1.0,0.05
920598,1.0,0.0
920599,1.0,0.021
920600,1.0,0.0
920601,0.962,0.019
920604,1.0,0.034
920606,1.0,0.036000000000000004
920607,1.0,0.014
920608,0.98,0.08
920614,1.0,0.0
920616,1.0,0.08900000000000001
920618,1.0,0.021
920620,0.974,0.026
920624,1.0,0.0
920626,1.0,0.0
920628,1.0,0.0
920632,1.0,0.0
920636,0.978,0.086
920LEA,0.998,0.014
920LEA,0.997,0.057
920LEA,1.0,0.046
920LEA,0.995,0.035
920LEA,0.983,0.083
92B000,0.879,0.03
92D000,1.0,0.0
92E000,0.85,0.05
92F000,0.7909999999999999,0.009000000000000001
92G000,0.986,0.014
92K000,0.634,0.0
92L000,0.706,0.059
92M000,1.0,0.122
92N000,1.0,0.0
92P000,0.848,0.152
92Q000,0.7140000000000001,0.0
92R000,1.0,0.0
92S000,0.972,0.0
92T000,0.867,0.05
92U000,0.633,0.0
92V000,0.974,0.105
92W000,0.7879999999999999,0.096
92Y000,0.8,0.02
930330,0.95,0.125
930340,0.965,0.26
930344,1.0,0.205
930348,0.87,0.163
930352,0.93,0.244
930354,0.909,0.273
930360,1.0,0.0
930700,1.0,0.472
930LEA,0.937,0.158
930LEA,0.957,0.279
930LEA,0.965,0.26
930LEA,0.909,0.273
93A000,0.565,0.043
93J000,0.667,0.0
93L000,1.0,0.0
93M000,1.0,0.032
93N000,0.72,0.0
940306,1.0,0.103
940308,1.0,0.125
940314,1.0,0.14300000000000002
940316,0.953,0.279
940328,1.0,0.375
940330,0.667,0.0
940LEA,1.0,0.131
940LEA,0.918,0.245
940LEA,1.0,0.375
940LEA,1.0,0.125
94Z000,0.7859999999999999,0.071
950308,1.0,0.0
950312,1.0,0.0
950316,1.0,0.0
950320,1.0,0.016
950322,1.0,0.0
950324,1.0,0.0
950328,1.0,0.013
950332,1.0,0.0
950336,1.0,0.08800000000000001
950338,,
950LEA,1.0,0.08800000000000001
950LEA,1.0,0.004
95A000,0.867,0.0
960312,1.0,0.536
960314,1.0,0.158
960316,1.0,0.104
960318,1.0,0.183
960324,0.987,0.054000000000000006
960326,1.0,0.305
960329,1.0,0.044
960330,1.0,0.13
960331,1.0,0.27
960332,0.943,0.28600000000000003
960334,1.0,0.095
960335,1.0,0.3720000000000001
960336,1.0,0.147
960338,1.0,0.077
960340,1.0,0.017
960344,1.0,0.101
960348,1.0,0.193
960360,1.0,0.097
960370,1.0,0.0
960372,1.0,0.057
960374,1.0,0.039
960380,0.993,0.101
960382,1.0,0.079
960386,0.988,0.075
960387,1.0,0.027000000000000003
960388,1.0,0.12
960390,1.0,0.26
960450,1.0,0.047
960454,1.0,0.064
960488,1.0,0.324
960490,1.0,0.0
960700,1.0,0.0
960LEA,0.966,0.302
960LEA,1.0,0.106
960LEA,0.994,0.12
960LEA,,
960LEA,1.0,0.175
960LEA,1.0,0.0
96C000,1.0,0.17600000000000002
96F000,0.6920000000000001,0.103
970308,1.0,0.0
970310,1.0,0.0
970312,1.0,0.047
970315,1.0,0.0
970320,1.0,0.062
970322,1.0,0.038
970337,1.0,0.0
970340,1.0,0.0
970344,1.0,0.0
970348,1.0,0.0
970352,1.0,0.0
970356,1.0,0.086
970358,1.0,0.06
970360,1.0,0.0
970368,1.0,0.027000000000000003
970370,1.0,0.0
970376,1.0,0.038
970388,1.0,0.045
970389,1.0,0.03
970390,1.0,0.038
970392,1.0,0.0
970393,1.0,0.0
970LEA,1.0,0.006999999999999999
970LEA,1.0,0.054000000000000006
970LEA,1.0,0.031
97D000,0.875,0.0
980306,1.0,0.0
980308,0.959,0.162
980317,1.0,0.366
980318,1.0,0.111
980320,1.0,0.034
980324,1.0,0.091
980336,1.0,0.098
980338,1.0,0.123
980340,1.0,0.067
980342,1.0,0.056
980344,1.0,0.201
980348,1.0,0.07
980352,1.0,0.0
980356,1.0,0.037000000000000005
980357,1.0,0.019
980360,1.0,0.0
980364,1.0,0.0
980380,1.0,0.14800000000000002
980384,1.0,0.224
980388,1.0,0.032
980390,1.0,0.109
980392,1.0,0.0
980396,1.0,0.0
980397,1.0,0.14300000000000002
980398,1.0,0.0
980400,1.0,0.336
980LEA,1.0,0.0
980LEA,0.997,0.067
980LEA,1.0,0.083
980LEA,1.0,0.175
980LEA,,
98A000,0.898,0.408
98B000,0.6759999999999999,0.027000000000000003
990304,1.0,0.0
990308,1.0,0.0
990312,1.0,0.0
990316,1.0,0.0
990320,1.0,0.0
990321,1.0,0.033
990322,1.0,0.035
990324,1.0,0.0
990325,1.0,0.0
990326,1.0,0.051
990328,1.0,0.0
990332,1.0,0.114
990336,1.0,0.025
990340,1.0,0.094
990LEA,1.0,0.026
990LEA,1.0,0.0
990LEA,1.0,0.048
990LEA,1.0,0.016
990LEA,1.0,0.018000000000000002
995304,1.0,0.0
995308,1.0,0.0
995312,1.0,0.0
995316,1.0,0.0
995320,1.0,0.0
995324,1.0,0.0
995328,1.0,0.0
995330,1.0,0.0
995336,1.0,0.0
995LEA,1.0,0.0
995LEA,1.0,0.0
995LEA,,
995LEA,,
995LEA,1.0,0.0
NC-SEA,0.861,0.064
NC-SEA,0.995,0.039
NC-SEA,0.994,0.1
NC-SEA,0.932,0.075
NC-SEA,0.993,0.085
NC-SEA,0.944,0.107
