agency_code,csi_lp,csi_lg,tsi_cu,tsi_at
421328,N,N,Y,Y
422310,N,N,N,N
422314,N,N,Y,Y
422315,Y,Y,N,N
422318,N,N,Y,Y
42A000,N,N,Y,Y
430304,N,N,Y,Y
430308,N,N,Y,Y
430312,N,N,Y,Y
430316,N,N,Y,Y
430320,N,N,Y,Y
430328,N,N,Y,Y
430330,N,N,Y,Y
430332,N,N,Y,Y
430336,N,N,Y,Y
430340,N,N,Y,Y
430341,N,N,N,N
430344,N,N,Y,Y
430345,N,N,Y,Y
430346,N,N,Y,Y
430347,N,N,Y,Y
430348,N,N,Y,Y
430349,N,N,Y,N
430351,N,N,Y,Y
430352,N,N,Y,Y
430358,N,N,Y,Y
430368,N,N,Y,Y
430369,N,N,Y,N
430370,N,N,Y,Y
430371,N,N,N,N
430376,N,N,Y,Y
430378,N,N,Y,Y
430380,N,N,Y,Y
430384,N,N,Y,Y
430386,N,N,Y,Y
43C000,N,N,N,N
440314,N,N,N,N
440318,N,N,Y,Y
440320,N,N,Y,Y
440326,N,Y,N,N
440328,N,N,Y,Y
440332,N,N,N,N
440346,N,N,N,N
440348,N,N,Y,Y
440349,N,N,Y,Y
440350,N,N,N,N
440364,N,N,Y,N
440368,N,N,N,N
440378,N,N,N,N
440390,N,N,Y,Y
440396,N,N,Y,Y
44A000,N,N,Y,Y
450301,N,N,Y,Y
450302,N,N,Y,Y
450306,N,N,Y,Y
450307,N,N,Y,Y
450308,N,N,Y,Y
450316,N,N,Y,Y
450322,N,N,Y,Y
450324,N,N,N,N
450328,N,N,Y,Y
450332,N,N,N,N
450333,N,N,N,N
450334,N,N,N,N
450335,N,N,Y,Y
450336,N,N,Y,Y
450339,N,N,N,N
450340,N,N,Y,Y
450341,N,N,N,N
450342,N,N,Y,N
450343,N,Y,N,N
450344,N,N,N,N
450346,N,N,Y,Y
450352,N,N,N,N
450354,N,N,N,N
45A000,N,N,Y,Y
45B000,N,N,N,N
460308,N,N,Y,Y
460312,N,N,Y,Y
460318,N,N,Y,Y
460320,N,N,Y,Y
460322,N,N,N,N
460332,N,N,Y,N
460340,N,N,N,N
470310,N,N,N,N
470312,N,N,Y,Y
470316,N,N,Y,N
470320,N,N,Y,Y
470328,N,N,Y,Y
470330,N,N,Y,Y
470332,N,N,Y,Y
470336,N,N,N,N
470340,N,N,N,N
470342,N,N,Y,Y
470346,N,N,Y,Y
470441,N,N,Y,Y
470442,N,N,Y,Y
470443,N,N,N,N
480306,N,N,Y,Y
480316,N,N,N,N
480318,N,N,Y,Y
490307,N,N,N,N
490308,N,N,Y,Y
490310,N,N,N,N
490312,N,N,Y,Y
490316,N,N,N,N
490318,N,N,Y,Y
490319,N,N,Y,Y
490320,N,N,N,N
490324,N,N,N,N
490326,N,N,Y,Y
490327,N,N,Y,Y
490332,N,N,Y,Y
490335,N,N,N,N
490336,N,N,N,N
490337,N,N,Y,Y
490338,N,N,Y,Y
490344,N,N,N,N
490345,N,N,Y,Y
490346,N,N,N,N
490347,N,N,N,N
490348,N,N,Y,Y
490349,N,N,Y,Y
490350,N,Y,Y,Y
490352,N,N,Y,Y
490354,N,N,Y,Y
490355,N,N,N,N
490356,N,N,N,N
490360,N,N,Y,Y
490362,N,N,N,N
490363,N,N,Y,Y
490364,N,N,Y,Y
490366,N,N,Y,Y
490368,N,N,Y,Y
490380,N,N,Y,Y
490384,N,N,Y,Y
490390,N,N,N,N
491303,N,N,N,N
491305,N,N,N,N
491306,N,N,Y,N
491308,N,N,Y,Y
491312,N,N,Y,Y
491316,N,N,Y,N
491318,N,N,N,N
491320,N,N,N,N
49B000,N,N,N,N
49D000,N,N,Y,Y
49E000,N,N,N,N
49F000,N,N,N,N
49G000,N,N,Y,Y
500302,N,N,Y,Y
500304,N,N,Y,Y
500314,N,N,Y,Y
500316,N,N,N,N
500323,N,N,N,N
500324,N,Y,Y,Y
500332,N,N,Y,Y
500337,N,N,Y,Y
500340,N,N,N,N
50A000,N,N,Y,Y
50Z000,N,N,N,N
510308,N,N,Y,Y
510310,N,N,Y,Y
510324,N,N,Y,Y
510325,N,N,N,N
510326,N,N,Y,Y
510327,N,N,N,N
510328,N,N,Y,N
510329,N,N,Y,N
510330,N,N,Y,Y
510332,N,N,Y,Y
510333,N,N,Y,Y
510334,N,N,Y,Y
510336,N,N,Y,Y
510340,N,N,Y,Y
510342,N,N,Y,Y
510343,N,N,Y,Y
510344,N,N,Y,Y
510356,N,N,N,N
510357,N,N,N,N
510358,N,N,Y,Y
510359,N,N,Y,Y
510360,N,N,Y,Y
510364,N,N,Y,Y
510367,N,N,N,N
510368,N,N,Y,Y
510372,N,N,Y,Y
510373,N,N,N,N
510374,N,N,Y,Y
510376,N,N,Y,N
510377,N,N,Y,Y
510378,N,N,Y,Y
510379,N,N,Y,Y
510382,N,N,N,N
510388,N,N,Y,Y
510390,Y,N,N,N
510396,N,N,Y,Y
510397,N,N,Y,Y
510399,N,N,Y,N
510402,N,N,Y,N
510404,N,N,Y,Y
510406,N,N,Y,Y
510408,N,N,Y,Y
510410,N,N,Y,Y
510411,N,N,Y,Y
510412,N,N,Y,Y
510414,N,N,Y,Y
51A000,N,N,N,N
520304,N,N,N,N
520308,N,N,Y,Y
520320,N,N,N,N
520324,N,N,Y,Y
520328,N,N,N,N
520336,N,N,Y,Y
530302,N,N,Y,Y
530306,N,Y,Y,Y
530308,N,N,Y,Y
530312,N,N,Y,N
530314,N,N,Y,Y
530316,N,N,Y,Y
530320,N,N,Y,Y
530335,N,N,N,N
530336,N,N,Y,Y
530340,N,N,Y,Y
530341,N,N,Y,Y
530343,N,N,Y,Y
530346,N,N,N,N
530354,N,N,Y,Y
530356,N,N,Y,Y
530358,N,N,N,N
540304,N,N,Y,Y
540308,N,N,Y,Y
540312,N,N,Y,Y
540315,N,N,Y,Y
540316,N,N,N,N
540317,N,N,N,N
540318,Y,Y,N,N
540320,N,N,N,N
540324,N,N,Y,N
540325,N,N,Y,Y
540326,N,N,Y,Y
540328,N,N,N,N
540330,N,N,Y,Y
540336,N,N,Y,Y
540338,Y,N,N,N
540340,N,N,Y,Y
540344,N,N,Y,Y
54A000,N,N,Y,Y
550308,N,N,Y,Y
550312,N,N,Y,Y
550314,N,N,N,N
550316,N,N,Y,Y
550320,N,N,Y,Y
550322,N,N,Y,Y
550324,N,N,Y,Y
550328,N,N,Y,N
550330,N,N,N,N
550332,N,N,N,N
550334,N,N,Y,Y
550336,N,N,N,N
550340,N,N,Y,Y
550342,N,N,Y,Y
550344,N,N,Y,Y
550348,N,N,Y,Y
550349,N,N,Y,Y
550350,N,N,Y,Y
550356,N,N,N,N
550360,N,N,Y,Y
550362,N,N,N,N
550364,N,N,N,N
550368,N,N,N,N
550372,N,N,Y,Y
55A000,N,N,N,N
560304,N,N,N,N
560316,N,N,Y,Y
560320,N,N,Y,Y
560324,N,N,Y,Y
560328,N,N,Y,N
560329,N,N,N,N
560330,N,N,Y,N
560331,N,N,Y,Y
560332,N,N,N,N
560338,N,N,N,N
560350,N,Y,Y,Y
570306,N,N,N,N
570312,N,N,N,N
570317,N,N,N,N
570318,N,N,Y,Y
570319,N,N,Y,Y
570320,N,N,N,N
580308,N,N,Y,Y
580312,N,N,Y,Y
580316,N,N,Y,Y
580320,Y,N,N,N
580324,N,N,Y,Y
580344,N,Y,Y,Y
580350,N,N,Y,Y
580356,N,N,Y,Y
580368,N,N,Y,Y
580372,N,N,Y,Y
58B000,N,N,Y,Y
590306,N,N,Y,Y
590310,N,N,Y,Y
590316,N,N,N,N
590320,N,N,Y,Y
590328,N,N,N,N
590330,N,N,Y,Y
590332,N,N,Y,Y
590336,N,N,N,N
590340,N,N,Y,Y
590344,N,N,Y,Y
590352,N,N,Y,Y
590356,N,N,Y,Y
590393,N,Y,Y,Y
600300,N,N,Y,Y
600301,N,N,Y,Y
600302,N,N,N,N
600305,N,N,Y,Y
600308,Y,N,N,N
600311,N,N,Y,Y
600312,N,N,N,N
600313,N,N,N,N
600314,N,N,Y,Y
600316,N,N,Y,Y
600317,N,N,Y,Y
600318,N,N,Y,Y
600319,N,N,Y,Y
600322,N,N,N,N
600328,N,N,N,N
600329,N,N,Y,Y
600333,N,N,Y,N
600334,N,N,N,N
600335,N,N,Y,Y
600336,N,N,N,N
600338,N,N,N,N
600341,N,N,Y,Y
600344,N,N,N,N
600345,N,N,N,N
600346,N,N,Y,Y
600349,N,N,Y,Y
600351,N,N,Y,Y
600352,N,N,Y,Y
600353,N,N,Y,Y
600357,N,N,Y,N
600361,N,N,N,N
600362,N,N,Y,Y
600364,Y,N,N,N
600365,N,N,Y,Y
600366,N,N,Y,Y
600367,N,N,Y,Y
600368,N,N,Y,Y
600369,N,N,Y,Y
600374,N,N,Y,Y
600377,N,N,N,N
600379,N,N,Y,Y
600381,N,N,Y,Y
600382,N,N,N,N
600383,N,N,N,N
600384,N,N,Y,Y
600385,N,N,Y,Y
600386,N,N,N,N
600392,N,N,N,N
600394,N,N,Y,N
600397,N,Y,Y,Y
600398,N,N,N,N
600399,N,N,Y,Y
600404,N,N,N,N
600405,N,Y,Y,N
600406,N,N,N,N
600408,N,N,Y,Y
600409,N,N,Y,Y
600410,N,N,Y,Y
600411,N,N,Y,Y
600412,N,N,Y,Y
600413,N,N,N,N
600414,N,N,Y,Y
600415,N,N,N,N
600416,N,N,Y,Y
600418,N,N,Y,N
600420,N,N,N,N
600422,N,N,Y,Y
600424,N,N,Y,Y
600426,N,N,N,N
600428,Y,N,N,N
600429,N,N,Y,Y
600431,N,N,N,N
600432,N,N,N,N
600433,N,N,N,N
600434,N,N,Y,Y
600435,N,N,N,N
600436,N,N,Y,Y
600437,N,N,N,N
600438,N,N,Y,Y
600439,Y,N,N,N
600440,N,N,N,N
600442,N,N,Y,Y
600443,N,N,N,N
600444,N,N,Y,Y
600445,N,N,Y,N
600446,N,N,Y,Y
600447,N,N,Y,Y
600448,N,N,Y,Y
600449,N,N,Y,N
600450,N,N,Y,Y
600451,N,N,N,N
600453,N,N,Y,Y
600454,N,N,Y,Y
600455,N,N,Y,Y
600457,N,N,Y,Y
600459,N,N,Y,Y
600461,Y,N,N,N
600462,N,N,Y,Y
600463,N,N,Y,Y
600464,N,N,N,N
600466,N,N,N,N
600468,N,N,Y,Y
600471,N,N,Y,Y
600474,N,N,Y,Y
600475,N,N,N,N
600478,N,N,Y,Y
600479,N,N,Y,Y
600480,N,N,Y,N
600481,N,N,Y,Y
600482,N,N,N,N
600484,N,N,Y,Y
600485,N,N,Y,Y
600488,N,N,Y,Y
600489,Y,N,N,N
600491,N,N,N,N
600492,N,N,N,N
600493,N,N,N,N
600494,N,N,N,N
600496,N,N,Y,Y
600497,N,N,N,N
600498,N,N,Y,Y
600499,N,N,N,N
600500,N,N,Y,Y
600501,N,N,Y,Y
600503,N,N,Y,Y
600507,N,N,N,N
600508,N,N,N,N
600509,N,N,Y,Y
600512,N,N,Y,Y
600513,N,N,N,N
600514,N,N,Y,Y
600515,Y,N,N,N
600516,N,N,Y,Y
600517,N,N,Y,Y
600518,N,N,Y,Y
600519,N,N,Y,Y
600520,Y,N,N,N
600521,N,N,Y,Y
600522,N,N,N,N
600527,N,N,Y,Y
600530,N,N,Y,Y
600532,N,N,N,N
600534,N,N,Y,Y
600535,N,N,N,N
600537,N,N,N,N
600538,N,N,Y,Y
600545,N,N,Y,Y
600546,N,N,Y,Y
600549,N,N,Y,Y
600550,N,N,Y,Y
600553,N,N,Y,Y
600557,N,N,N,N
600558,N,N,Y,Y
600562,N,N,Y,Y
600565,N,N,Y,Y
600566,N,N,Y,Y
600567,N,N,N,N
600569,N,N,N,N
600571,N,N,N,N
600574,N,N,Y,Y
600576,N,N,Y,Y
600577,N,N,Y,Y
600579,N,N,N,N
600582,N,N,N,N
600586,N,N,Y,Y
600587,N,N,Y,Y
600588,N,N,Y,Y
600589,N,N,Y,Y
600590,N,N,Y,Y
600592,N,N,N,N
600594,N,N,N,N
600693,N,N,Y,Y
600694,N,N,N,N
600695,N,N,N,N
600696,N,N,N,N
600697,N,N,N,N
60B000,N,N,Y,Y
60D000,N,N,N,N
60F000,N,N,N,N
60G000,N,N,Y,Y
60I000,N,N,N,N
60J000,N,N,Y,Y
60K000,N,N,Y,Y
60L000,N,N,Y,Y
60M000,N,N,N,N
60N000,N,N,N,N
60P000,N,N,N,N
60Q000,N,N,Y,Y
60S000,N,N,Y,N
60U000,N,Y,Y,Y
60V000,Y,N,N,N
60Y000,N,N,Y,Y
610302,N,N,Y,Y
610310,N,N,N,N
610320,N,N,Y,N
610322,N,N,N,N
610326,N,N,Y,Y
610332,N,N,N,N
610334,N,N,N,N
61J000,N,N,Y,Y
61K000,N,N,Y,Y
61L000,N,Y,Y,Y
61M000,N,N,Y,Y
61N000,N,N,N,N
61P000,N,N,N,N
61Q000,N,N,Y,Y
61R000,N,N,N,N
61S000,N,N,N,N
61T000,N,N,N,N
61U000,Y,N,N,N
620310,N,Y,N,N
620312,N,N,Y,Y
620314,N,N,Y,Y
620316,N,N,Y,Y
620318,N,N,N,N
620324,N,N,Y,Y
620330,N,N,Y,Y
620334,N,N,Y,Y
620336,N,N,Y,Y
620339,N,N,Y,Y
620340,N,N,Y,Y
620350,N,N,N,N
630304,N,N,Y,Y
630308,N,N,Y,Y
630312,N,N,Y,Y
630316,N,N,Y,Y
630317,N,N,Y,Y
630320,N,N,Y,Y
630324,N,N,Y,Y
630328,N,N,Y,Y
630330,N,N,Y,Y
630331,N,N,Y,Y
630332,N,N,Y,Y
630336,N,N,N,N
630342,N,N,N,N
630348,N,N,Y,Y
630350,N,N,Y,Y
630352,N,N,Y,Y
630356,N,N,Y,Y
630360,N,N,N,N
630364,N,N,Y,Y
630368,N,N,N,N
630373,N,N,N,N
630374,N,N,Y,Y
630376,N,N,Y,Y
63A000,N,N,N,N
63B000,N,N,Y,Y
640302,Y,N,N,N
640304,N,N,Y,Y
640306,N,N,Y,Y
640308,N,N,Y,Y
640316,N,N,N,N
640320,N,N,Y,Y
640324,N,N,Y,Y
640326,Y,N,N,N
640328,N,N,Y,Y
640329,N,N,Y,Y
640332,N,N,Y,Y
640334,Y,N,N,N
640335,Y,N,N,N
640336,N,N,Y,Y
640340,N,N,N,N
640346,N,N,Y,Y
640347,N,N,N,N
640348,N,N,N,N
640350,N,N,Y,Y
640358,N,N,Y,Y
640360,N,N,Y,Y
640361,N,N,Y,Y
640362,N,N,Y,Y
640364,N,N,Y,Y
640376,N,N,Y,Y
640384,N,N,Y,Y
640396,Y,N,N,N
640400,N,N,Y,Y
64A000,N,N,Y,Y
650304,N,N,Y,Y
650308,N,N,Y,Y
650309,N,N,Y,Y
650310,N,N,N,N
650312,N,N,Y,Y
650316,N,N,Y,N
650323,N,N,Y,Y
650324,N,N,Y,Y
650325,N,N,Y,Y
650326,N,N,Y,Y
650327,N,N,N,N
650328,N,N,Y,Y
650332,N,N,Y,Y
650338,N,N,N,N
650339,N,N,N,N
650340,N,N,N,N
650341,N,N,Y,Y
650342,N,N,Y,Y
650343,N,N,Y,Y
650345,N,N,Y,Y
650346,N,N,Y,Y
650348,N,N,Y,Y
650350,N,N,Y,Y
650351,N,N,Y,Y
650352,N,N,Y,Y
650353,N,N,Y,Y
650354,N,N,Y,Y
650355,N,Y,Y,Y
650356,N,N,N,N
650362,N,N,Y,Y
650364,N,N,Y,Y
650366,N,N,N,N
650368,N,N,N,N
650380,N,N,N,N
650384,N,N,Y,Y
650392,N,N,Y,Y
650394,N,N,N,N
650395,N,N,N,N
650400,N,N,Y,Y
650404,N,N,Y,Y
650408,N,N,N,N
650409,Y,N,N,N
650420,N,N,N,N
65A000,N,N,Y,Y
65B000,N,N,N,N
65C000,N,N,N,N
65D000,N,N,Y,Y
65F000,N,N,Y,Y
65G000,N,N,Y,Y
660306,N,N,N,N
660308,N,N,Y,Y
660320,N,N,Y,Y
660325,N,N,Y,Y
660336,N,Y,N,N
660360,N,N,N,N
660400,N,N,N,N
66A000,N,N,N,N
670300,N,N,N,N
670304,N,N,Y,Y
670308,N,N,Y,Y
670310,N,N,Y,Y
670312,N,N,Y,Y
670314,N,N,N,N
670318,N,N,Y,Y
670320,N,N,Y,Y
670321,N,N,Y,Y
670322,N,N,Y,Y
670323,N,N,Y,Y
670324,N,N,N,N
670325,N,N,Y,Y
670329,N,N,Y,Y
670330,N,N,Y,Y
670331,N,N,Y,Y
670332,N,N,Y,Y
670333,N,N,N,N
670335,N,N,N,N
670336,N,N,Y,Y
670337,N,N,Y,Y
670338,N,N,N,N
670339,N,N,Y,Y
670340,N,N,N,N
670341,N,N,Y,Y
670342,N,N,Y,Y
670343,N,N,Y,Y
670344,N,N,Y,Y
670345,N,N,Y,Y
670346,N,N,Y,Y
670347,N,N,Y,Y
670350,N,N,N,N
670351,N,N,Y,Y
670352,N,N,N,N
670356,N,N,Y,Y
670364,N,N,Y,Y
67B000,Y,N,N,N
680304,N,N,Y,Y
680308,N,N,Y,N
680310,N,N,Y,Y
680312,N,N,Y,Y
680316,N,N,Y,Y
680324,N,N,Y,Y
680327,N,N,Y,Y
680328,N,N,Y,Y
680329,N,N,N,N
680330,N,N,Y,Y
680332,N,N,Y,Y
680335,N,N,N,N
680336,N,N,Y,Y
681300,N,N,Y,Y
681304,N,N,Y,Y
681305,N,N,Y,Y
681308,N,N,N,N
681309,N,N,Y,Y
681310,N,N,Y,Y
681311,N,N,Y,Y
681312,N,N,Y,Y
681314,N,N,N,N
681316,N,N,Y,Y
681320,N,N,Y,Y
681322,N,N,N,N
681324,N,N,Y,N
681326,N,N,N,N
681328,N,N,N,N
681330,N,N,N,N
681332,N,N,N,N
681334,N,N,Y,Y
681336,N,N,Y,Y
681338,N,N,N,N
68A000,N,N,N,N
68C000,N,N,N,N
690312,N,N,Y,Y
690316,N,N,Y,Y
690320,N,N,Y,Y
690324,N,N,Y,Y
69A000,N,N,Y,Y
700306,N,N,Y,Y
700308,N,N,Y,Y
700310,N,N,Y,Y
700314,N,N,Y,N
700316,N,N,Y,Y
700317,N,N,Y,Y
700318,N,N,Y,Y
700319,N,N,Y,Y
700320,N,N,Y,Y
700322,N,N,Y,Y
700324,N,N,Y,Y
700325,N,N,N,N
700328,N,N,N,N
70A000,N,N,Y,Y
710312,N,N,Y,Y
710316,N,N,Y,Y
710318,N,N,Y,Y
710320,N,N,Y,Y
710321,N,N,Y,Y
710323,N,N,N,N
710324,N,N,Y,Y
710326,N,N,N,N
710327,N,N,N,N
710328,N,N,Y,Y
710332,N,N,Y,Y
710342,N,N,N,N
710344,N,N,N,N
710346,N,N,Y,Y
710347,N,N,Y,Y
710348,N,N,Y,Y
720304,N,N,Y,Y
720312,N,N,Y,Y
720316,N,N,Y,Y
720320,N,N,Y,Y
730332,N,N,Y,N
730334,N,N,Y,Y
730340,N,N,Y,Y
730344,N,N,Y,Y
730348,N,N,N,N
730350,N,N,N,N
730352,N,N,N,N
730354,N,N,N,N
730356,N,N,Y,N
730360,N,N,Y,Y
730368,N,N,N,N
73A000,N,N,N,N
73B000,N,N,N,N
740302,N,N,Y,Y
740304,N,N,Y,Y
740308,N,N,Y,Y
740309,N,N,Y,Y
740310,N,N,Y,Y
740320,N,N,Y,Y
740324,N,N,Y,Y
740330,N,N,Y,Y
740332,N,N,Y,N
740333,N,N,N,N
740334,N,N,Y,Y
740336,N,N,Y,Y
740337,N,N,Y,Y
740338,N,N,Y,Y
740340,N,N,Y,Y
740344,N,N,Y,Y
740352,N,N,Y,Y
740358,N,N,Y,Y
740360,N,N,Y,Y
740362,N,N,Y,Y
740366,N,N,Y,Y
740368,N,N,Y,Y
740374,N,N,Y,Y
740375,N,N,Y,Y
740376,N,N,Y,Y
740378,N,N,Y,Y
740379,N,N,N,N
740380,N,N,Y,Y
740386,N,N,Y,Y
740388,N,N,Y,N
740390,N,N,Y,Y
740396,N,N,Y,Y
740400,N,N,Y,N
740402,N,N,Y,Y
740404,N,N,N,N
740406,N,N,N,N
740500,N,N,N,N
74B000,Y,N,N,N
74C000,N,N,Y,Y
74Z000,Y,N,N,N
750304,N,N,N,N
750314,N,N,N,N
750317,N,N,N,N
750318,N,N,Y,Y
750319,N,N,N,N
750320,N,N,N,N
750328,N,N,N,N
760304,N,N,Y,Y
760308,N,N,Y,Y
760316,N,N,Y,Y
760318,N,N,Y,Y
760320,N,N,Y,N
760324,N,N,Y,Y
760328,N,N,Y,Y
760329,N,N,Y,Y
760330,N,N,Y,Y
760331,N,N,Y,N
760332,N,N,Y,Y
760336,N,N,Y,Y
760338,N,N,Y,Y
760339,N,N,N,N
760340,N,N,Y,Y
760344,N,N,Y,Y
760348,N,N,Y,Y
760352,N,N,Y,Y
760354,N,N,N,N
760356,N,N,Y,Y
760357,N,N,Y,Y
760358,N,N,Y,Y
760359,N,N,Y,Y
760360,N,N,Y,Y
760364,N,N,Y,Y
760368,N,N,Y,Y
760376,N,N,N,N
760378,N,N,Y,Y
760380,N,N,Y,Y
760382,N,N,Y,Y
760388,N,N,Y,Y
761304,N,N,N,N
761308,N,N,Y,Y
761312,N,N,Y,Y
761320,N,N,Y,Y
761321,N,N,Y,Y
761328,N,N,Y,Y
761332,N,N,Y,Y
761336,N,N,Y,Y
76A000,N,N,Y,Y
770310,N,N,Y,Y
770316,N,N,Y,Y
770318,N,N,Y,Y
770328,N,N,Y,Y
770340,N,N,Y,Y
770342,N,Y,Y,Y
770344,N,N,N,N
770346,N,N,Y,Y
770348,N,N,Y,Y
770349,N,N,N,N
770351,N,N,N,N
770360,N,N,Y,Y
770364,N,N,Y,Y
770368,N,N,N,N
770370,N,N,N,N
780320,N,N,Y,Y
780322,N,N,N,N
780324,N,N,Y,Y
780325,N,N,N,N
780326,N,N,Y,Y
780328,N,N,N,N
780329,N,N,Y,Y
780330,N,N,Y,Y
780331,N,N,N,N
780336,N,N,Y,Y
780340,N,N,Y,Y
780341,Y,N,N,N
780342,N,N,Y,Y
780344,N,N,Y,Y
780352,N,N,Y,Y
780356,N,N,Y,Y
780360,N,N,Y,Y
780364,N,N,Y,Y
780368,N,N,Y,Y
780374,N,N,Y,Y
780376,N,N,Y,Y
780384,N,N,Y,Y
780385,N,N,N,N
780390,N,N,Y,Y
780391,N,N,Y,Y
780392,N,N,Y,Y
780393,N,N,Y,N
780394,N,N,Y,Y
780396,N,N,Y,Y
780398,N,N,Y,Y
780400,N,N,Y,Y
780401,N,N,Y,Y
780402,N,N,Y,Y
780403,N,N,Y,Y
780407,N,N,N,N
780408,Y,N,N,N
780410,Y,N,N,N
780412,N,N,Y,Y
780416,N,N,Y,Y
780417,N,N,N,N
780418,N,N,N,N
780420,N,N,N,N
78A000,N,N,Y,Y
78B000,N,N,N,N
790302,N,N,N,N
790310,N,N,Y,Y
790314,N,N,N,N
790318,N,N,N,N
790322,N,N,Y,Y
790327,N,N,Y,Y
790330,N,N,Y,Y
790334,N,N,Y,Y
790344,N,N,N,N
790347,N,N,Y,Y
790350,N,N,Y,Y
790354,N,N,Y,Y
790358,N,N,Y,Y
790362,N,N,N,N
790366,N,N,N,N
790374,N,N,Y,Y
790378,N,N,Y,Y
790379,N,N,N,N
790380,N,N,Y,Y
790386,N,N,Y,Y
790390,N,N,Y,Y
790392,N,N,Y,Y
790394,N,N,Y,Y
790398,N,N,Y,N
790402,N,N,N,N
79A000,N,N,Y,Y
800308,Y,N,N,N
800312,N,N,N,N
800314,N,N,Y,Y
800315,N,N,Y,Y
800316,N,N,Y,Y
800320,N,N,Y,Y
800324,N,N,N,N
800328,N,N,Y,Y
800340,N,N,Y,Y
800346,Y,N,N,N
800347,N,N,Y,Y
800348,N,N,Y,Y
800352,N,N,Y,Y
800356,N,N,Y,Y
800358,N,N,Y,Y
800359,N,N,Y,Y
800360,N,N,Y,Y
800361,N,N,Y,Y
800362,N,N,Y,Y
800363,Y,N,N,N
800364,N,N,Y,Y
800366,N,N,Y,Y
800368,N,N,Y,Y
800372,N,N,Y,Y
800373,Y,N,N,N
800376,N,N,N,N
800377,Y,N,N,N
800392,N,N,Y,Y
800394,N,N,N,N
800396,N,N,Y,Y
800398,N,N,Y,Y
800400,N,N,Y,Y
800408,N,N,Y,Y
800410,N,N,Y,Y
800412,N,N,N,N
810324,N,N,Y,Y
810326,N,N,N,N
810328,N,N,N,N
810336,N,N,N,N
810340,N,N,Y,Y
810342,N,N,Y,Y
810344,N,N,N,N
810350,N,N,Y,Y
810360,N,N,N,N
810364,N,N,Y,Y
810370,N,N,N,N
810378,N,N,Y,Y
810384,N,N,N,N
810385,N,N,N,N
810386,N,Y,Y,Y
810388,N,N,Y,Y
810396,N,N,Y,Y
810400,N,N,Y,Y
81A000,N,N,N,N
81B000,N,N,Y,Y
820312,N,N,Y,Y
820320,N,N,N,N
820324,N,N,N,N
820340,N,N,N,N
820346,N,N,N,N
820347,N,N,Y,Y
820348,N,N,Y,Y
820349,N,N,N,N
820350,N,N,Y,Y
820352,N,N,Y,Y
820354,N,N,Y,Y
820364,N,N,N,N
820370,N,N,Y,Y
820372,N,N,Y,Y
820376,N,N,Y,Y
820384,N,N,N,N
820385,N,N,Y,Y
820388,N,N,N,N
821304,N,N,Y,Y
821308,N,N,Y,Y
821316,N,N,Y,Y
821320,N,N,Y,Y
821330,N,N,Y,Y
830304,N,N,Y,Y
830312,N,N,Y,Y
830316,N,Y,Y,Y
830320,N,N,Y,Y
830328,N,N,N,N
830336,N,N,Y,Y
830343,N,N,N,N
830348,N,N,N,N
830349,N,N,Y,Y
830356,N,N,Y,Y
830360,N,N,Y,Y
830364,N,N,Y,Y
840302,N,N,Y,Y
840303,N,N,Y,Y
840304,N,N,N,N
840308,N,N,N,N
840310,N,N,Y,Y
840312,N,N,Y,Y
840316,N,N,Y,Y
840320,N,N,Y,Y
840324,N,N,Y,Y
840328,N,N,Y,Y
840332,N,N,N,N
840336,N,N,Y,Y
840342,N,N,Y,Y
840344,N,N,Y,Y
840350,N,N,Y,Y
840356,N,N,Y,Y
840358,N,N,Y,Y
840360,N,N,N,N
840361,N,N,N,N
840368,N,N,Y,Y
840370,N,N,N,N
84B000,N,N,N,N
850304,N,N,Y,Y
850312,N,N,Y,Y
850314,N,N,Y,Y
850316,N,N,N,N
850320,N,N,Y,N
850324,Y,Y,N,N
850328,N,N,N,N
850332,N,N,Y,Y
850336,N,N,N,N
850338,N,N,Y,Y
850340,N,N,N,N
850342,N,N,N,N
850348,N,N,N,N
850350,N,N,Y,Y
850352,N,N,Y,Y
850354,N,N,N,N
850356,N,N,N,N
850358,N,N,N,N
850360,N,N,N,N
860302,N,N,Y,Y
860306,N,N,Y,Y
860308,N,N,Y,Y
860312,N,N,N,N
860316,N,N,Y,Y
860320,N,N,N,N
860324,N,N,N,N
860326,N,N,Y,N
860330,N,N,Y,Y
860332,N,N,N,N
860336,N,N,N,N
860339,N,N,Y,Y
860340,N,N,Y,Y
860344,N,N,Y,Y
860348,N,N,N,N
860352,N,N,Y,Y
860354,N,N,N,N
860356,N,N,Y,Y
860360,N,N,N,N
861304,N,N,N,N
861308,N,N,N,N
861312,N,N,N,N
862308,N,N,Y,Y
862310,N,N,Y,Y
862312,N,N,N,N
862316,N,N,Y,Y
86T000,N,N,N,N
870314,N,N,N,N
870318,N,N,Y,Y
870320,N,N,Y,Y
870324,N,N,Y,Y
87A000,N,N,N,N
880304,N,N,N,N
880308,N,N,N,N
880312,N,N,Y,Y
880318,N,N,Y,Y
880320,N,Y,Y,Y
880324,N,N,N,N
880328,N,N,N,N
880330,N,N,Y,Y
880336,N,N,N,N
88A000,N,N,Y,Y
890304,N,N,N,N
890306,N,N,Y,Y
890308,N,N,Y,Y
900302,N,N,N,N
900303,N,N,N,N
900304,N,N,Y,Y
900305,N,N,N,N
900306,N,N,Y,Y
900307,N,N,N,N
