District Name,unit_code,School Name,State Board Region,SPG Grade,SPG Score,Reading SPG Grade,Reading SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Reading Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,ACT Score,ACT WorkKeys Score,Passing Math III,4-Year Cohort Graduation Rate Score,State Gap Compared
Currituck County Schools,270320,W T Griggs Elementary,Northeast Region,C,60.0,50.0,D,66.0,C,Met,70.8,58,44,65,76,,,,,,,,
Dare County Schools,280302,Cape Hatteras Elementary School,Northeast Region,B,75.0,71.0,B,73.0,B,Exceeded,90.3,71,68,69,88,,,,,,,,
Dare County Schools,280304,Cape Hatteras Secondary School,Northeast Region,C,62.0,62.0,C,50.0,D,NotMet,68.9,60,58,44,62,49,66,70,65,,100,93,
Dare County Schools,280306,Dare County Alternative School,Northeast Region,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280308,Kitty Hawk Elementary School,Northeast Region,B,78.0,76.0,B,76.0,B,Met,83.5,77,75,75,92,,,,,,,,
Dare County Schools,280310,Nags Head Elementary School,Northeast Region,B,77.0,74.0,B,77.0,B,Met,81.7,76,72,76,88,,,,,,,,
Dare County Schools,280312,Manteo Elementary School,Northeast Region,D,54.0,52.0,D,54.0,D,NotMet,66.9,51,47,51,61,,,,,,,,
Dare County Schools,280316,Manteo High School,Northeast Region,B,81.0,,,,,Exceeded,87.6,79,,,,69,67,74,68,77,100,100,
Dare County Schools,280320,Manteo Middle School,Northeast Region,C,64.0,66.0,C,57.0,C,Met,83.0,59,62,50,71,100,,,,,,,
Dare County Schools,280324,First Flight Elementary School,Northeast Region,B,76.0,72.0,B,78.0,B,Met,76.6,75,71,78,80,,,,,,,,
Dare County Schools,280328,First Flight Middle School,Northeast Region,B,70.0,71.0,B,64.0,C,Met,81.4,67,68,59,81,100,,,,,,,
Dare County Schools,280330,First Flight High School,Northeast Region,B,81.0,,,,,Met,84.5,81,,,,65,79,73,74,64,100,100,
Davidson County Schools,290302,Brier Creek Elementary,Piedmont Triad Region,C,58.0,60.0,C,56.0,C,NotMet,65.0,56,55,56,62,,,,,,,,
Davidson County Schools,290306,Northwest Elementary,Piedmont Triad Region,C,69.0,64.0,C,73.0,B,Met,76.6,67,61,71,71,,,,,,,,
Davidson County Schools,290307,Southmont Elementary,Piedmont Triad Region,C,64.0,62.0,C,66.0,C,Met,74.0,62,59,62,69,,,,,,,,
Davidson County Schools,290308,Central Davidson High,Piedmont Triad Region,C,63.0,,,,,NotMet,59.5,64,,,,45,48,48,51,78,100,86,
Davidson County Schools,290309,Central Davidson Middle,Piedmont Triad Region,C,58.0,62.0,C,45.0,D,NotMet,65.3,57,60,42,79,100,,,,,,,
Davidson County Schools,290310,Stoner-Thomas School,Piedmont Triad Region,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290312,Churchland Elementary,Piedmont Triad Region,D,51.0,54.0,D,50.0,D,NotMet,58.4,49,48,49,56,,,,,,,,
Davidson County Schools,290314,Davidson County High School,Piedmont Triad Region,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290315,Davidson Early College,Piedmont Triad Region,A,88.0,,,,,Met,81.6,90,,,,86,93,68,90,,100,100,N
Davidson County Schools,290316,Davis-Townsend Elementary,Piedmont Triad Region,B,77.0,72.0,B,78.0,B,Exceeded,88.7,74,69,76,83,,,,,,,,
Davidson County Schools,290320,Denton Elementary,Piedmont Triad Region,C,63.0,64.0,C,61.0,C,Met,83.3,58,57,58,57,,,,,,,,
Davidson County Schools,290322,E Lawson Brown Middle,Piedmont Triad Region,C,67.0,65.0,C,58.0,C,Exceeded,89.6,62,59,52,86,95,,,,,,,
Davidson County Schools,290324,East Davidson High,Piedmont Triad Region,B,74.0,,,,,Met,84.0,71,,,,54,67,68,56,76,100,83,
Davidson County Schools,290328,Fair Grove Elementary,Piedmont Triad Region,B,72.0,69.0,C,75.0,B,Met,77.6,71,66,74,77,,,,,,,,
Davidson County Schools,290330,Friedberg Elementary,Piedmont Triad Region,B,74.0,67.0,C,78.0,B,Met,84.3,71,64,76,76,,,,,,,,
Davidson County Schools,290332,Hasty Elementary,Piedmont Triad Region,C,68.0,63.0,C,70.0,B,NotMet,67.5,68,60,72,82,,,,,,,,
Davidson County Schools,290333,Friendship Elementary,Piedmont Triad Region,B,80.0,78.0,B,79.0,B,Met,83.5,80,77,80,87,,,,,,,,
Davidson County Schools,290334,Ledford Middle,Piedmont Triad Region,C,63.0,66.0,C,56.0,C,NotMet,59.1,64,63,55,83,100,,,,,,,
Davidson County Schools,290336,Ledford Senior High,Piedmont Triad Region,B,80.0,,,,,Exceeded,94.0,77,,,,59,66,77,73,76,100,92,
Davidson County Schools,290344,Midway Elementary,Piedmont Triad Region,B,78.0,69.0,C,82.0,B,Exceeded,93.4,75,66,78,91,,,,,,,,
Davidson County Schools,290348,North Davidson High,Piedmont Triad Region,B,76.0,,,,,Met,82.3,74,,,,59,69,64,68,81,100,90,
Davidson County Schools,290350,North Davidson Middle,Piedmont Triad Region,C,65.0,66.0,C,55.0,C,NotMet,68.9,64,63,54,86,94,,,,,,,
Davidson County Schools,290351,Oak Grove Middle,Piedmont Triad Region,B,72.0,71.0,B,64.0,C,Met,80.2,70,68,63,87,100,,,,,,,
Davidson County Schools,290352,Pilot Elementary,Piedmont Triad Region,C,62.0,58.0,C,62.0,C,Met,80.5,57,52,58,70,,,,,,,,
Davidson County Schools,290356,Reeds Elementary,Piedmont Triad Region,B,71.0,62.0,C,76.0,B,Exceeded,85.3,67,57,73,81,,,,,,,,
Davidson County Schools,290364,Silver Valley Elementary,Piedmont Triad Region,C,62.0,58.0,C,60.0,C,Met,84.8,56,51,54,76,,,,,,,,
Davidson County Schools,290365,South Davidson High,Piedmont Triad Region,C,65.0,,,,,Met,71.4,63,,,,50,45,41,56,76,100,84,
Davidson County Schools,290366,Southwood Elementary,Piedmont Triad Region,C,56.0,53.0,D,51.0,D,Met,76.5,50,48,46,73,,,,,,,,
Davidson County Schools,290367,South Davidson Middle,Piedmont Triad Region,C,60.0,61.0,C,50.0,D,Exceeded,85.9,54,55,42,75,100,,,,,,,
Davidson County Schools,290375,Tyro Elementary,Piedmont Triad Region,C,66.0,66.0,C,63.0,C,Met,78.1,63,61,62,68,,,,,,,,
Davidson County Schools,290376,Tyro Middle,Piedmont Triad Region,C,57.0,60.0,C,50.0,D,NotMet,59.9,57,56,48,72,89,,,,,,,
Davidson County Schools,290380,Wallburg Elementary,Piedmont Triad Region,B,77.0,73.0,B,77.0,B,Met,81.5,76,71,77,85,,,,,,,,
Davidson County Schools,290384,Welcome Elementary,Piedmont Triad Region,C,62.0,60.0,C,61.0,C,Met,76.3,59,55,59,71,,,,,,,,
Davidson County Schools,290388,West Davidson High,Piedmont Triad Region,C,66.0,,,,,NotMet,58.8,67,,,,44,52,61,58,74,100,87,
Davidson County Schools,290389,Yadkin Valley Regional Career Academy,Piedmont Triad Region,C,66.0,,,,,Met,75.5,64,,,,69,72,63,48,,100,,
Lexington City Schools,291308,Charles England Elementary School,Piedmont Triad Region,C,55.0,49.0,D,58.0,C,Met,72.8,51,43,54,70,,,,,,,,
Lexington City Schools,291332,Lexington Middle School,Piedmont Triad Region,D,44.0,45.0,D,38.0,F,NotMet,57.8,40,39,33,55,84,,,,,,,
Lexington City Schools,291336,Lexington Senior High,Piedmont Triad Region,C,60.0,,,,,Met,74.5,56,,,,39,46,36,46,58,100,86,
Lexington City Schools,291340,Pickett Elementary School,Piedmont Triad Region,C,62.0,57.0,C,64.0,C,Met,81.3,57,51,60,64,,,,,,,,
Lexington City Schools,291348,South Lexington School,Piedmont Triad Region,I,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291350,South Lexington Development Center,Piedmont Triad Region,,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291352,Southwest Elementary School,Piedmont Triad Region,C,60.0,56.0,C,61.0,C,Met,73.0,57,51,58,75,,,,,,,,
Thomasville City Schools,292316,Liberty Drive Elementary,Piedmont Triad Region,D,53.0,46.0,D,59.0,C,Met,73.2,49,38,54,59,,,,,,,,
Thomasville City Schools,292318,Thomasville Primary,Piedmont Triad Region,D,49.0,43.0,D,50.0,D,Met,70.7,43,36,50,,,,,,,,,
Thomasville City Schools,292320,Thomasville Middle,Piedmont Triad Region,D,50.0,48.0,D,46.0,D,Exceeded,87.3,41,38,35,52,90,,,,,,,
Thomasville City Schools,292324,Thomasville High,Piedmont Triad Region,D,54.0,,,,,NotMet,55.8,53,,,,25,38,35,37,46,100,84,
Deaf and Blind Schools,298202,Eastern NC School for the Deaf,Southwest Region,,,,,,,,,,,,,,,,,,,,
Deaf and Blind Schools,298203,Gov. Morehead School for the Blind,Southwest Region,,,,,,,,,,,,,,,,,,,,
Deaf and Blind Schools,298204,NC School for the Deaf,Southwest Region,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300306,Central Davie Academy,Piedmont Triad Region,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300308,Cooleemee Elementary,Piedmont Triad Region,C,62.0,55.0,C,63.0,C,Met,83.0,56,49,58,76,,,,,,,,
Davie County Schools,300310,Cornatzer Elementary,Piedmont Triad Region,B,70.0,65.0,C,68.0,C,Met,83.7,67,62,64,88,,,,,,,,
Davie County Schools,300312,Davie County High,Piedmont Triad Region,C,69.0,,,,,NotMet,52.4,73,,,,54,59,65,72,87,100,87,
Davie County Schools,300314,Davie County Early College High,Piedmont Triad Region,A,94.0,,,,,Exceeded,86.9,100,,,,95,92,91,100,,100,100,N
Davie County Schools,300320,Mocksville Elementary,Piedmont Triad Region,C,69.0,62.0,C,72.0,B,Exceeded,88.7,64,57,68,77,,,,,,,,
Davie County Schools,300325,North Davie Middle,Piedmont Triad Region,C,65.0,64.0,C,62.0,C,Met,79.0,62,62,56,74,100,,,,,,,
Davie County Schools,300326,Pinebrook Elementary,Piedmont Triad Region,C,65.0,63.0,C,69.0,C,NotMet,63.8,65,62,67,68,,,,,,,,
Davie County Schools,300328,Shady Grove Elementary,Piedmont Triad Region,B,75.0,74.0,B,73.0,B,Met,79.9,74,72,71,85,,,,,,,,
Davie County Schools,300330,South Davie Middle,Piedmont Triad Region,C,68.0,65.0,C,65.0,C,Exceeded,87.5,63,61,59,76,100,,,,,,,
Davie County Schools,300336,William R Davie Elementary,Piedmont Triad Region,B,70.0,69.0,C,67.0,C,Met,82.8,67,67,63,80,,,,,,,,
Davie County Schools,300337,William Ellis Middle,Piedmont Triad Region,B,72.0,66.0,C,67.0,C,Exceeded,95.6,66,64,60,86,100,,,,,,,
Duplin County Schools,310304,B F Grady Elementary,Southeast Region,D,40.0,38.0,F,36.0,F,NotMet,58.5,36,32,31,55,91,,,,,,,
Duplin County Schools,310308,Beulaville Elementary,Southeast Region,C,55.0,50.0,D,52.0,D,Met,76.2,49,45,45,65,100,,,,,,,
Duplin County Schools,310324,Charity Middle,Southeast Region,D,46.0,47.0,D,42.0,D,Met,74.4,39,39,32,55,100,,,,,,,
Duplin County Schools,310330,Chinquapin Elementary,Southeast Region,C,61.0,56.0,C,56.0,C,Met,82.2,56,53,49,82,100,,,,,,,
Duplin County Schools,310336,Warsaw Elementary,Southeast Region,F,32.0,34.0,F,29.0,F,NotMet,53.2,27,26,24,41,,,,,,,,
Duplin County Schools,310338,Duplin Early College High,Southeast Region,B,83.0,,,,,Met,84.0,82,,,,67,82,78,74,,100,100,
Duplin County Schools,310340,E E Smith Middle,Southeast Region,F,38.0,38.0,F,33.0,F,NotMet,52.9,34,33,27,48,93,,,,,,,
Duplin County Schools,310344,East Duplin High,Southeast Region,C,59.0,,,,,NotMet,57.9,59,,,,43,49,38,44,66,100,85,
Duplin County Schools,310352,James Kenan High,Southeast Region,C,63.0,,,,,Exceeded,97.2,54,,,,37,44,43,45,57,100,74,
Duplin County Schools,310356,Kenansville Elementary,Southeast Region,C,61.0,52.0,D,65.0,C,Met,84.7,55,45,59,70,,,,,,,,
Duplin County Schools,310360,North Duplin Elementary,Southeast Region,C,62.0,59.0,C,59.0,C,Met,81.7,58,53,55,90,,,,,,,,
Duplin County Schools,310364,North Duplin Jr Sr High,Southeast Region,C,61.0,61.0,C,38.0,F,Met,70.1,58,57,33,74,52,40,53,58,70,100,92,
Duplin County Schools,310384,Rose Hill-Magnolia Elementary,Southeast Region,F,39.0,31.0,F,44.0,D,Met,70.5,32,23,34,49,,,,,,,,
Duplin County Schools,310388,Wallace Elementary,Southeast Region,D,47.0,49.0,D,47.0,D,NotMet,62.1,44,43,42,52,,,,,,,,
Duplin County Schools,310392,Wallace-Rose Hill High,Southeast Region,D,54.0,,,,,NotMet,58.7,53,,,,22,43,41,46,62,100,84,
Duplin County Schools,310396,Warsaw Middle,Southeast Region,F,38.0,40.0,D,32.0,F,NotMet,58.8,33,34,21,51,74,,,,,,,
Durham Public Schools,320304,Bethesda Elementary,North Central Region,D,52.0,45.0,D,50.0,D,Met,82.7,45,37,42,78,,,,,,,,
Durham Public Schools,320306,Brogden Middle,North Central Region,D,42.0,45.0,D,33.0,F,Met,73.3,34,36,24,49,100,,,,,,,
Durham Public Schools,320308,Burton Elementary,North Central Region,C,56.0,46.0,D,55.0,C,Exceeded,92.7,47,36,47,89,,,,,,,,
Durham Public Schools,320309,J D Clement Early College HS,North Central Region,A+NG,96.0,,,,,Exceeded,99.8,95,,,,95,92,100,86,,100,100,Y
Durham Public Schools,320310,Eastway Elementary,North Central Region,F,34.0,31.0,F,35.0,F,Met,73.0,24,19,26,35,,,,,,,,
Durham Public Schools,320312,C E Jordan High,North Central Region,C,66.0,,,,,Met,81.7,62,,,,36,51,57,58,60,92,86,
Durham Public Schools,320313,Easley Elementary,North Central Region,C,68.0,71.0,B,64.0,C,Met,84.0,65,68,59,71,,,,,,,,
Durham Public Schools,320314,The School for Creative Studies,North Central Region,D,53.0,59.0,C,39.0,F,NotMet,69.8,49,54,34,71,52,58,39,53,,,,
Durham Public Schools,320315,Eno Valley Elementary,North Central Region,F,37.0,35.0,F,38.0,F,NotMet,66.3,30,26,30,42,,,,,,,,
Durham Public Schools,320316,George L Carrington Middle,North Central Region,D,42.0,40.0,D,41.0,D,NotMet,63.7,37,36,30,51,100,,,,,,,
Durham Public Schools,320317,City of Medicine Academy,North Central Region,A+NG,87.0,,,,,Exceeded,100.0,84,,,,75,70,68,81,87,100,100,Y
Durham Public Schools,320318,Club Boulevard Elementary,North Central Region,C,55.0,53.0,D,54.0,D,Met,81.9,49,48,46,61,,,,,,,,
Durham Public Schools,320319,Creekside Elementary,North Central Region,C,69.0,65.0,C,72.0,B,Met,82.5,66,60,69,74,,,,,,,,
Durham Public Schools,320320,Glenn Elementary,North Central Region,F,36.0,34.0,F,36.0,F,NotMet,59.0,30,25,31,41,,,,,,,,
Durham Public Schools,320322,Durham's Performance Learning Center,North Central Region,,,,,,,,,,,,,,,,,,,,
Durham Public Schools,320323,Durham School of the Arts,North Central Region,B,82.0,73.0,B,72.0,B,Exceeded,99.5,77,69,67,86,78,81,75,85,93,93,94,
Durham Public Schools,320324,Hillandale Elementary,North Central Region,C,58.0,60.0,C,57.0,C,Met,71.6,55,55,53,58,,,,,,,,
Durham Public Schools,320325,Hillside High,North Central Region,C,62.0,,,,,Exceeded,91.8,54,,,,32,37,47,33,41,100,88,
Durham Public Schools,320327,Hope Valley Elementary,North Central Region,C,59.0,56.0,C,55.0,C,Exceeded,90.3,52,49,46,79,,,,,,,,
Durham Public Schools,320328,Holt Elementary,North Central Region,D,54.0,45.0,D,55.0,C,Exceeded,87.7,46,36,48,74,,,,,,,,
Durham Public Schools,320329,Holton Career and Resource Center,North Central Region,I,,,,,,,,,,,,,,,,,,,
Durham Public Schools,320332,Forest View Elementary,North Central Region,C,69.0,66.0,C,70.0,B,Met,82.3,65,61,68,71,,,,,,,,
Durham Public Schools,320336,DPS Hospital School,North Central Region,I,,,,,,,,,,,,,,,,,,,
Durham Public Schools,320338,James E Shepard Middle,North Central Region,F,38.0,43.0,D,28.0,F,Met,72.4,29,34,18,51,,,,,,,,
Durham Public Schools,320339,Lakewood Elementary,North Central Region,F,35.0,31.0,F,35.0,F,NotMet,66.8,27,21,26,46,,,,,,,,
Durham Public Schools,320340,Little River Elementary,North Central Region,B,70.0,70.0,B,67.0,C,Met,82.7,67,66,64,78,,,,,,,,
Durham Public Schools,320341,Lakeview School,North Central Region,,,,,,,,,,,,,,,,,,,,
Durham Public Schools,320342,Lakewood Montessori Middle,North Central Region,C,63.0,65.0,C,58.0,C,NotMet,64.9,63,66,53,69,100,,,,,,,
Durham Public Schools,320343,Lucas Middle,North Central Region,D,47.0,41.0,D,44.0,D,Met,74.0,40,37,32,63,100,,,,,,,
Durham Public Schools,320344,Fayetteville Street Elementary,North Central Region,D,44.0,43.0,D,42.0,D,Met,72.2,37,35,35,49,,,,,,,,
Durham Public Schools,320346,Lowe's Grove Middle,North Central Region,D,40.0,43.0,D,32.0,F,Met,73.5,32,33,20,52,78,,,,,,,
Durham Public Schools,320347,George Watts Elementary,North Central Region,C,67.0,68.0,C,65.0,C,Exceeded,85.2,63,65,59,65,,,,,,,,
Durham Public Schools,320348,Mangum Elementary,North Central Region,A+NG,86.0,83.0,B,83.0,B,Exceeded,90.9,84,81,84,100,,,,,,,,Y
Durham Public Schools,320352,Merrick-Moore Elementary,North Central Region,F,35.0,34.0,F,33.0,F,Met,73.6,25,25,20,40,,,,,,,,
Durham Public Schools,320353,Middle College HS @ DTCC,North Central Region,A,93.0,,,,,Exceeded,86.4,95,,,,,,85,83,82,100,100,N
Durham Public Schools,320354,Morehead Montessori,North Central Region,B,73.0,74.0,B,71.0,B,Met,78.7,71,72,69,73,,,,,,,,
Durham Public Schools,320355,Neal Middle,North Central Region,F,30.0,39.0,F,19.0,F,NotMet,59.9,22,28,10,38,100,,,,,,,
Durham Public Schools,320356,Northern High,North Central Region,C,62.0,,,,,Met,83.8,56,,,,40,41,31,46,56,100,86,
Durham Public Schools,320360,Oak Grove Elementary,North Central Region,C,55.0,50.0,D,53.0,D,NotMet,67.9,51,43,52,78,,,,,,,,
Durham Public Schools,320362,Parkwood Elementary,North Central Region,C,59.0,51.0,D,60.0,C,Exceeded,87.1,52,43,54,75,,,,,,,,
Durham Public Schools,320363,E K Powe Elementary,North Central Region,D,49.0,50.0,D,48.0,D,NotMet,63.1,45,43,45,53,,,,,,,,
Durham Public Schools,320364,Pearsontown Elementary,North Central Region,C,69.0,72.0,B,67.0,C,NotMet,60.3,71,71,69,80,,,,,,,,
Durham Public Schools,320365,Riverside High,North Central Region,C,63.0,,,,,Exceeded,85.7,58,,,,44,44,43,53,90,92,77,
Durham Public Schools,320366,Sherwood Githens Middle,North Central Region,D,42.0,42.0,D,35.0,F,NotMet,62.2,37,36,29,52,100,,,,,,,
Durham Public Schools,320367,R N Harris Elementary,North Central Region,C,62.0,58.0,C,62.0,C,Exceeded,88.6,55,51,56,64,,,,,,,,
Durham Public Schools,320368,Southern School of Energy and Sustainabi,North Central Region,D,42.0,,,,,NotMet,53.2,39,,,,15,25,22,22,52,90,87,
Durham Public Schools,320369,Sandy Ridge Elementary,North Central Region,D,54.0,51.0,D,58.0,C,Met,72.9,50,46,51,56,,,,,,,,
Durham Public Schools,320370,Rogers-Herr Middle,North Central Region,C,68.0,64.0,C,64.0,C,Met,81.1,65,60,60,84,100,,,,,,,
Durham Public Schools,320372,Southwest Elementary,North Central Region,C,59.0,55.0,C,55.0,C,Exceeded,87.8,52,48,48,81,,,,,,,,
Durham Public Schools,320374,C C Spaulding Elementary,North Central Region,F,28.0,27.0,F,27.0,F,Met,70.4,17,15,16,28,,,,,,,,
Durham Public Schools,320376,Spring Valley Elementary,North Central Region,C,55.0,55.0,C,49.0,D,NotMet,66.1,52,49,47,78,,,,,,,,
Durham Public Schools,320388,W G Pearson Elementary,North Central Region,F,36.0,32.0,F,39.0,F,Met,71.8,27,23,28,34,,,,,,,,
Durham Public Schools,320400,Y E Smith Elementary,North Central Region,F,39.0,33.0,F,41.0,D,Met,82.8,28,21,30,50,,,,,,,,
Durham Public Schools,320701,Hillside New Tech High,North Central Region,C,65.0,,,,,NotMet,67.4,65,,,,26,61,31,56,83,100,100,
Edgecombe County Public School,330304,G W Bulluck Elementary,North Central Region,C,60.0,48.0,D,64.0,C,Exceeded,85.3,53,39,60,79,,,,,,,,
Edgecombe County Public School,330308,G W Carver Elementary,North Central Region,C,59.0,52.0,D,57.0,C,Exceeded,86.9,52,42,53,74,,,,,,,,
Edgecombe County Public School,330312,Coker-Wimberly Elementary,North Central Region,F,34.0,35.0,F,32.0,F,NotMet,62.9,27,26,24,40,,,,,,,,
Edgecombe County Public School,330326,Edgecombe Early College High,North Central Region,A,96.0,,,,,Exceeded,96.7,95,,,,88,93,93,100,,100,100,N
Edgecombe County Public School,330328,North Edgecombe High,North Central Region,D,41.0,,,,,NotMet,59.9,36,,,,11,12,18,21,57,87,76,
Edgecombe County Public School,330332,Phillips Middle,North Central Region,D,40.0,36.0,F,30.0,F,Exceeded,90.6,27,23,15,71,,,,,,,,
Edgecombe County Public School,330334,Princeville Elementary,North Central Region,F,30.0,25.0,F,31.0,F,NotMet,68.8,20,13,21,39,,,,,,,,
Edgecombe County Public School,330340,South Edgecombe Middle,North Central Region,C,55.0,52.0,D,46.0,D,Exceeded,86.7,47,44,37,73,100,,,,,,,
Edgecombe County Public School,330344,W A Pattillo Middle,North Central Region,D,42.0,37.0,F,38.0,F,Exceeded,89.0,31,25,26,55,83,,,,,,,
Edgecombe County Public School,330348,West Edgecombe Middle,North Central Region,D,51.0,46.0,D,39.0,F,Exceeded,85.8,42,37,29,74,92,,,,,,,
Edgecombe County Public School,330350,SouthWest Edgecombe High,North Central Region,D,50.0,,,,,Met,72.2,45,,,,23,42,29,28,58,79,73,
Edgecombe County Public School,330354,Stocks Elementary,North Central Region,F,33.0,29.0,F,26.0,F,NotMet,68.6,24,18,17,74,,,,,,,,
Edgecombe County Public School,330358,Tarboro High,North Central Region,D,54.0,,,,,Met,83.2,47,,,,21,42,19,20,52,100,86,
Edgecombe County Public School,330360,Martin Millennium Academy,North Central Region,D,49.0,45.0,D,46.0,D,Met,83.9,40,36,37,61,46,,,,,,,
Forsyth County Schools,340308,Ashley Academy,Piedmont Triad Region,F,30.0,29.0,F,32.0,F,NotMet,67.6,20,19,21,27,,,,,,,,
Forsyth County Schools,340311,Atkins Academic & Tech High,Piedmont Triad Region,A+NG,86.0,,,,,Exceeded,90.3,84,,,,76,86,82,73,86,100,100,Y
Forsyth County Schools,340314,Bolton Elementary,Piedmont Triad Region,D,44.0,41.0,D,44.0,D,Met,71.9,37,35,35,55,,,,,,,,
Forsyth County Schools,340320,Brunson Elementary,Piedmont Triad Region,B,71.0,69.0,C,71.0,B,Met,74.4,70,67,69,80,,,,,,,,
Forsyth County Schools,340326,Caleb's Creek Elementary,Piedmont Triad Region,C,67.0,63.0,C,74.0,B,NotMet,59.7,69,63,75,70,,,,,,,,
Forsyth County Schools,340330,Carver High,Piedmont Triad Region,F,37.0,,,,,NotMet,59.9,32,,,,15,16,13,7,69,100,68,
Forsyth County Schools,340332,Career Center,Piedmont Triad Region,I,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340334,Cash Elementary,Piedmont Triad Region,B,77.0,76.0,B,71.0,B,Exceeded,93.8,73,72,67,90,,,,,,,,
Forsyth County Schools,340336,Carter High School,Piedmont Triad Region,,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340344,Childrens Center,Piedmont Triad Region,,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340348,Clemmons Elementary,Piedmont Triad Region,A+NG,87.0,83.0,B,87.0,A,Exceeded,90.2,86,84,85,95,,,,,,,,Y
Forsyth County Schools,340350,Clemmons Middle School,Piedmont Triad Region,C,62.0,61.0,C,53.0,D,Exceeded,87.4,56,55,46,77,84,,,,,,,
Forsyth County Schools,340351,Cook Elementary,Piedmont Triad Region,F,21.0,19.0,F,25.0,F,NotMet,60.7,12,8,14,15,,,,,,,,
Forsyth County Schools,340354,The Downtown School,Piedmont Triad Region,B,82.0,78.0,B,80.0,B,Met,78.4,82,81,79,94,100,,,,,,,
Forsyth County Schools,340362,Early College of Forsyth Co,Piedmont Triad Region,A,95.0,,,,,Met,84.7,100,,,,100,100,85,100,,100,100,N
Forsyth County Schools,340364,East Forsyth High,Piedmont Triad Region,C,65.0,,,,,NotMet,59.7,66,,,,41,54,51,60,86,100,91,
Forsyth County Schools,340366,East Forsyth Middle School,Piedmont Triad Region,D,45.0,43.0,D,36.0,F,Met,71.3,38,37,28,61,100,,,,,,,
Forsyth County Schools,340368,Easton Elementary School,Piedmont Triad Region,F,33.0,30.0,F,36.0,F,Met,80.7,21,17,25,20,,,,,,,,
Forsyth County Schools,340372,Flat Rock Middle,Piedmont Triad Region,D,42.0,43.0,D,33.0,F,Met,84.0,32,33,20,53,85,,,,,,,
Forsyth County Schools,340376,Forest Park Elementary,Piedmont Triad Region,F,32.0,28.0,F,31.0,F,NotMet,53.7,27,20,25,57,,,,,,,,
Forsyth County Schools,340380,Gibson Elementary,Piedmont Triad Region,F,30.0,29.0,F,31.0,F,NotMet,51.6,25,22,24,34,,,,,,,,
Forsyth County Schools,340382,Robert B Glenn High School,Piedmont Triad Region,C,61.0,,,,,NotMet,58.2,62,,,,39,45,49,45,81,100,87,
Forsyth County Schools,340384,Griffith Elementary,Piedmont Triad Region,D,40.0,35.0,F,42.0,D,NotMet,58.4,36,28,37,55,,,,,,,,
Forsyth County Schools,340385,Main Street Academy,Piedmont Triad Region,,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340390,Hall-Woodward Elementary,Piedmont Triad Region,D,48.0,42.0,D,51.0,D,Met,80.5,40,31,44,51,,,,,,,,
Forsyth County Schools,340392,Hanes Middle School,Piedmont Triad Region,C,64.0,64.0,C,61.0,C,NotMet,50.0,68,66,63,73,93,,,,,,,
Forsyth County Schools,340398,Homebound/ Hospital Education,Piedmont Triad Region,I,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340400,Ibraham Elementary,Piedmont Triad Region,D,51.0,44.0,D,50.0,D,Met,80.4,43,36,42,71,,,,,,,,
Forsyth County Schools,340403,Jefferson Elementary,Piedmont Triad Region,B,83.0,81.0,B,81.0,B,Exceeded,87.0,82,81,80,91,,,,,,,,
Forsyth County Schools,340406,Thomas Jefferson Middle,Piedmont Triad Region,B,71.0,71.0,B,66.0,C,NotMet,65.5,72,71,66,84,100,,,,,,,
Forsyth County Schools,340416,Kernersville Elementary,Piedmont Triad Region,C,62.0,52.0,D,65.0,C,Met,80.0,57,47,62,78,,,,,,,,
Forsyth County Schools,340420,Kernersville Middle,Piedmont Triad Region,C,64.0,59.0,C,58.0,C,Met,79.6,60,57,53,77,100,,,,,,,
Forsyth County Schools,340424,Kimberley Park Elementary,Piedmont Triad Region,F,34.0,29.0,F,37.0,F,Met,79.8,23,17,26,37,,,,,,,,
Forsyth County Schools,340426,Kimmel Farm Elementary,Piedmont Triad Region,C,61.0,56.0,C,60.0,C,Met,83.4,56,52,52,77,,,,,,,,
Forsyth County Schools,340427,Kingswood School,Piedmont Triad Region,,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340428,Konnoak Elementary,Piedmont Triad Region,D,49.0,44.0,D,50.0,D,Met,82.1,41,34,42,60,,,,,,,,
Forsyth County Schools,340430,Diggs-Latham Elementary,Piedmont Triad Region,D,44.0,40.0,D,48.0,D,NotMet,67.0,38,32,42,48,,,,,,,,
Forsyth County Schools,340432,Lewisville Elementary,Piedmont Triad Region,B,80.0,80.0,B,81.0,B,NotMet,62.9,84,81,87,88,,,,,,,,
