District Name,unit_code,School Name,State Board Region,SPG Grade,SPG Score,Reading SPG Grade,Reading SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Reading Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,ACT Score,ACT WorkKeys Score,Passing Math III,4-Year Cohort Graduation Rate Score,State Gap Compared
Jackson County Schools,500304,Cullowhee Valley School,Western Region,C,64.0,58.0,C,59.0,C,Exceeded,89.5,57,52,52,86,100,,,,,,,
Jackson County Schools,500314,Fairview Elementary,Western Region,C,62.0,66.0,C,53.0,D,Met,70.1,60,63,50,77,92,,,,,,,
Jackson County Schools,500316,Blue Ridge School,Western Region,D,49.0,52.0,D,50.0,D,NotMet,67.1,45,45,46,35,,,,,,,,
Jackson County Schools,500323,Jackson Co Early College,Western Region,A,86.0,,,,,Met,70.1,86,,,,66,90,73,88,,100,100,N
Jackson County Schools,500324,Jackson Co Sch of Alternatives,Western Region,,,,,,,,,,,,,,,,,,,,
Jackson County Schools,500332,Scotts Creek Elementary,Western Region,C,61.0,57.0,C,57.0,C,Met,83.1,55,54,49,71,100,,,,,,,
Jackson County Schools,500337,Smokey Mountain Elementary,Western Region,D,51.0,52.0,D,45.0,D,Met,75.1,45,47,35,64,100,,,,,,,
Jackson County Schools,500340,Smoky Mountain High,Western Region,B,71.0,,,,,Exceeded,86.6,67,,,,56,61,57,52,70,100,87,
Johnston County Schools,510308,Benson Elementary,North Central Region,C,59.0,57.0,C,61.0,C,Met,84.7,53,51,54,,,,,,,,,
Johnston County Schools,510310,Benson Middle,North Central Region,D,54.0,58.0,C,44.0,D,NotMet,65.5,51,52,40,66,100,,,,,,,
Johnston County Schools,510324,Clayton High,North Central Region,B,70.0,,,,,NotMet,59.4,72,,,,56,65,58,66,82,100,93,
Johnston County Schools,510326,West Clayton Elementary,North Central Region,C,65.0,66.0,C,61.0,C,Met,73.3,63,62,61,72,,,,,,,,
Johnston County Schools,510327,Cleveland High,North Central Region,B,75.0,,,,,Met,72.6,76,,,,67,68,61,73,78,100,94,
Johnston County Schools,510328,Cleveland Elementary,North Central Region,B,79.0,74.0,B,80.0,B,Met,78.6,79,74,80,89,,,,,,,,
Johnston County Schools,510329,Cleveland Middle,North Central Region,B,78.0,73.0,B,72.0,B,Exceeded,90.6,75,73,70,91,100,,,,,,,
Johnston County Schools,510330,Cooper Elementary,North Central Region,D,46.0,50.0,D,45.0,D,NotMet,61.8,42,43,41,46,,,,,,,,
Johnston County Schools,510332,Corinth-Holders Elementary,North Central Region,C,65.0,62.0,C,62.0,C,Met,80.2,61,57,61,83,,,,,,,,
Johnston County Schools,510333,Corinth Holders High,North Central Region,B,81.0,,,,,Exceeded,95.9,77,,,,64,75,68,71,83,100,94,
Johnston County Schools,510334,Dixon Road Elementary,North Central Region,C,66.0,63.0,C,66.0,C,NotMet,67.0,66,62,65,82,,,,,,,,
Johnston County Schools,510336,East Clayton Elementary,North Central Region,C,66.0,67.0,C,61.0,C,Met,70.5,65,65,58,82,,,,,,,,
Johnston County Schools,510340,Four Oaks Elementary,North Central Region,C,58.0,57.0,C,55.0,C,Met,80.2,52,51,50,60,,,,,,,,
Johnston County Schools,510342,Four Oaks Middle,North Central Region,C,61.0,62.0,C,49.0,D,Exceeded,88.8,54,57,40,74,100,,,,,,,
Johnston County Schools,510344,North Johnston Middle,North Central Region,D,47.0,46.0,D,39.0,F,NotMet,60.3,44,43,33,68,100,,,,,,,
Johnston County Schools,510356,Glendale-Kenly Elementary,North Central Region,C,64.0,67.0,C,61.0,C,NotMet,60.8,65,64,63,76,,,,,,,,
Johnston County Schools,510357,Johnston Co Middle College,North Central Region,A,97.0,,,,,,,100,,,,,,,92,91,100,100,N
Johnston County Schools,510358,McGee's Crossroads Elem,North Central Region,C,68.0,65.0,C,69.0,C,Exceeded,92.0,62,60,62,71,,,,,,,,
Johnston County Schools,510359,McGee's Crossroads Middle,North Central Region,C,64.0,65.0,C,54.0,D,Exceeded,92.5,57,59,46,75,100,,,,,,,
Johnston County Schools,510360,Meadow School,North Central Region,C,66.0,61.0,C,63.0,C,Exceeded,88.9,60,56,56,79,100,,,,,,,
Johnston County Schools,510364,Archer Lodge Middle,North Central Region,C,63.0,64.0,C,54.0,D,Met,74.8,60,62,49,82,95,,,,,,,
Johnston County Schools,510367,Johnston Co Early College Academy,North Central Region,A,93.0,,,,,Exceeded,89.9,94,,,,93,100,86,93,,100,100,N
Johnston County Schools,510368,North Johnston High,North Central Region,C,66.0,,,,,Met,84.0,61,,,,42,53,51,58,84,85,87,
Johnston County Schools,510372,Micro-Pine Level Elementary,North Central Region,D,51.0,53.0,D,53.0,D,Met,73.6,46,47,46,43,,,,,,,,
Johnston County Schools,510373,Powhatan Elementary,North Central Region,B,79.0,79.0,B,77.0,B,Met,78.9,79,78,78,85,,,,,,,,
Johnston County Schools,510374,Princeton Elementary,North Central Region,C,62.0,58.0,C,62.0,C,Met,81.3,57,52,58,68,,,,,,,,
Johnston County Schools,510376,Princeton High,North Central Region,B,70.0,69.0,C,60.0,C,Exceeded,85.4,67,64,57,90,47,66,56,55,82,100,91,
Johnston County Schools,510377,River Dell Elementary,North Central Region,B,70.0,69.0,C,69.0,C,Met,72.5,70,68,68,82,,,,,,,,
Johnston County Schools,510378,Riverwood Elementary,North Central Region,B,76.0,74.0,B,76.0,B,Met,84.4,74,72,73,81,,,,,,,,
Johnston County Schools,510379,Riverwood Middle,North Central Region,B,72.0,69.0,C,63.0,C,Exceeded,91.4,67,69,57,83,100,,,,,,,
Johnston County Schools,510380,South Campus Community High,North Central Region,,,,,,,,,,,,,,,,,,,,
Johnston County Schools,510381,South Campus Community Middle,North Central Region,,,,,,,,,,,,,,,,,,,,
Johnston County Schools,510388,Selma Elementary,North Central Region,D,54.0,46.0,D,61.0,C,Exceeded,90.2,45,37,53,,,,,,,,,
Johnston County Schools,510390,Selma Middle School,North Central Region,D,40.0,45.0,D,34.0,F,NotMet,66.3,33,37,22,44,91,,,,,,,
Johnston County Schools,510396,West Smithfield Elementary,North Central Region,D,48.0,48.0,D,45.0,D,Met,73.2,42,41,38,54,,,,,,,,
Johnston County Schools,510397,Smithfield Middle,North Central Region,C,56.0,56.0,C,46.0,D,Exceeded,92.9,47,47,36,69,100,,,,,,,
Johnston County Schools,510399,Smithfield-Selma High,North Central Region,C,59.0,,,,,NotMet,64.5,57,,,,40,48,43,46,65,100,78,
Johnston County Schools,510402,South Johnston High,North Central Region,C,69.0,,,,,NotMet,62.2,71,,,,73,42,49,57,76,100,100,
Johnston County Schools,510404,South Smithfield Elementary,North Central Region,C,58.0,61.0,C,54.0,D,Met,75.1,54,56,50,60,,,,,,,,
Johnston County Schools,510406,West Johnston High,North Central Region,B,72.0,,,,,NotMet,66.9,74,,,,60,63,74,62,88,95,88,
Johnston County Schools,510408,Wilson's Mills Elementary,North Central Region,C,63.0,59.0,C,61.0,C,Exceeded,85.0,58,53,56,77,,,,,,,,
Johnston County Schools,510410,Polenta Elementary,North Central Region,C,69.0,68.0,C,67.0,C,Exceeded,91.0,63,64,60,71,,,,,,,,
Johnston County Schools,510412,Clayton Middle,North Central Region,D,53.0,60.0,C,40.0,D,NotMet,57.8,52,57,37,70,100,,,,,,,
Johnston County Schools,510414,West View Elementary,North Central Region,C,66.0,68.0,C,64.0,C,NotMet,60.6,68,68,65,77,,,,,,,,
Jones County Schools,520304,Pollocksville Elementary,Southeast Region,D,51.0,45.0,D,54.0,D,Exceeded,86.9,42,37,44,50,,,,,,,,
Jones County Schools,520308,Comfort Elementary,Southeast Region,C,64.0,65.0,C,61.0,C,Met,83.0,59,61,56,60,,,,,,,,
Jones County Schools,520320,Jones Senior High,Southeast Region,C,67.0,,,,,NotMet,63.1,68,,,,62,51,44,46,87,100,93,
Jones County Schools,520324,Jones Middle,Southeast Region,C,60.0,63.0,C,47.0,D,NotMet,61.2,59,61,44,75,100,,,,,,,
Jones County Schools,520328,Maysville Elementary,Southeast Region,B,71.0,73.0,B,66.0,C,Exceeded,86.1,67,69,62,77,,,,,,,,
Jones County Schools,520336,Trenton Elementary,Southeast Region,B,72.0,70.0,B,72.0,B,Exceeded,87.4,68,67,67,76,,,,,,,,
Lee County Schools,530302,BT Bullock Elementary,North Central Region,C,60.0,56.0,C,59.0,C,Met,78.7,55,51,53,75,,,,,,,,
Lee County Schools,530306,Bragg Street Academy,North Central Region,,,,,,,,,,,,,,,,,,,,
Lee County Schools,530308,Broadway Elementary,North Central Region,C,57.0,56.0,C,58.0,C,Met,76.6,53,50,53,61,,,,,,,,
Lee County Schools,530312,Deep River Elementary,North Central Region,C,64.0,61.0,C,62.0,C,Met,81.4,59,55,58,77,,,,,,,,
Lee County Schools,530314,East Lee Middle,North Central Region,C,56.0,56.0,C,46.0,D,Met,81.8,50,49,42,76,,,,,,,,
Lee County Schools,530316,Floyd L Knight Children Center,North Central Region,,,,,,,,,,,,,,,,,,,,
Lee County Schools,530320,Greenwood Elementary,North Central Region,C,63.0,61.0,C,65.0,C,Met,72.7,60,57,61,66,,,,,,,,
Lee County Schools,530335,Lee Early College,North Central Region,A,87.0,,,,,Met,82.4,88,,,,87,87,46,81,,100,100,N
Lee County Schools,530336,Lee County High,North Central Region,C,59.0,,,,,NotMet,50.4,61,,,,37,46,38,50,62,100,91,
Lee County Schools,530340,J Glenn Edwards Elementary,North Central Region,C,60.0,50.0,D,69.0,C,NotMet,63.5,59,48,65,70,,,,,,,,
Lee County Schools,530341,SanLee Middle School,North Central Region,C,62.0,62.0,C,61.0,C,Met,82.0,56,57,54,62,65,,,,,,,
Lee County Schools,530343,Southern Lee High School,North Central Region,C,65.0,,,,,NotMet,59.1,67,,,,42,48,51,64,72,100,94,
Lee County Schools,530346,Tramway Elementary,North Central Region,B,75.0,73.0,B,77.0,B,NotMet,69.1,76,73,77,82,,,,,,,,
Lee County Schools,530354,J R Ingram Jr Elementary,North Central Region,C,63.0,62.0,C,63.0,C,NotMet,62.4,63,59,64,70,,,,,,,,
Lee County Schools,530356,West Lee Middle,North Central Region,C,58.0,57.0,C,53.0,D,Exceeded,86.7,51,51,43,75,,,,,,,,
Lee County Schools,530358,Warren Williams Elementary Alternative,North Central Region,,,,,,,,,,,,,,,,,,,,
Lenoir County Public Schools,540304,Banks Elementary,Southeast Region,C,67.0,60.0,C,66.0,C,Met,78.9,63,57,62,89,,,,,,,,
Lenoir County Public Schools,540308,Contentnea-Savannah School,Southeast Region,D,48.0,51.0,D,42.0,D,NotMet,67.8,43,44,35,60,82,,,,,,,
Lenoir County Public Schools,540312,E B Frink Middle,Southeast Region,D,48.0,52.0,D,40.0,D,NotMet,59.9,45,46,35,60,91,,,,,,,
Lenoir County Public Schools,540315,Kinston High,Southeast Region,D,45.0,,,,,NotMet,50.3,44,,,,19,29,17,23,56,100,78,
Lenoir County Public Schools,540316,La Grange Elementary,Southeast Region,C,58.0,54.0,D,60.0,C,Exceeded,88.8,50,48,51,55,,,,,,,,
Lenoir County Public Schools,540317,Lenoir County Early College High,Southeast Region,C,67.0,,,,,NotMet,58.3,70,,,,67,75,49,64,,100,100,
Lenoir County Public Schools,540318,Lenoir County Learning Academy,Southeast Region,,,,,,,,,,,,,,,,,,,,
Lenoir County Public Schools,540320,Moss Hill Elementary,Southeast Region,C,67.0,66.0,C,68.0,C,Met,75.2,65,63,66,66,,,,,,,,
Lenoir County Public Schools,540324,North Lenoir High,Southeast Region,D,53.0,,,,,NotMet,50.0,53,,,,24,47,27,48,54,100,84,
Lenoir County Public Schools,540325,Northeast Elementary,Southeast Region,D,40.0,38.0,F,38.0,F,NotMet,67.2,33,30,29,54,,,,,,,,
Lenoir County Public Schools,540326,Northwest Elementary,Southeast Region,D,53.0,52.0,D,54.0,D,Exceeded,88.2,45,44,45,46,,,,,,,,
Lenoir County Public Schools,540328,Pink Hill Elementary,Southeast Region,C,66.0,59.0,C,66.0,C,Exceeded,91.6,60,53,60,79,,,,,,,,
Lenoir County Public Schools,540330,Rochelle Middle,Southeast Region,F,29.0,31.0,F,22.0,F,NotMet,58.4,22,22,12,44,70,,,,,,,
Lenoir County Public Schools,540336,South Lenoir High,Southeast Region,C,59.0,,,,,NotMet,58.6,59,,,,26,53,50,51,72,100,83,
Lenoir County Public Schools,540338,Southeast Elementary,Southeast Region,F,37.0,38.0,F,35.0,F,Met,84.5,25,26,24,26,,,,,,,,
Lenoir County Public Schools,540340,Southwood Elementary,Southeast Region,C,60.0,59.0,C,57.0,C,Met,83.1,54,53,51,72,,,,,,,,
Lenoir County Public Schools,540344,Woodington Middle,Southeast Region,D,54.0,56.0,C,45.0,D,Met,81.0,47,52,33,70,83,,,,,,,
Lincoln County Schools,550308,Asbury Academy,Southwest Region,,,,,,,,,,,,,,,,,,,,
Lincoln County Schools,550312,Battleground Elementary,Southwest Region,C,56.0,54.0,D,52.0,D,Met,79.0,50,48,52,,,,,,,,,
Lincoln County Schools,550314,Catawba Springs Elementary,Southwest Region,B,80.0,77.0,B,82.0,B,Met,80.7,80,77,82,88,,,,,,,,
Lincoln County Schools,550316,GE Massey Elementary,Southwest Region,D,53.0,50.0,D,52.0,D,Met,74.5,48,43,52,,,,,,,,,
Lincoln County Schools,550320,East Lincoln High,Southwest Region,B,75.0,,,,,NotMet,64.5,77,,,,62,72,66,74,71,100,93,
Lincoln County Schools,550322,East Lincoln Middle,Southwest Region,C,69.0,67.0,C,64.0,C,NotMet,68.8,69,68,62,89,100,,,,,,,
Lincoln County Schools,550324,Kiser Intermediate,Southwest Region,D,52.0,50.0,D,48.0,D,NotMet,60.9,49,46,45,64,,,,,,,,
Lincoln County Schools,550328,Iron Station Elementary,Southwest Region,B,72.0,67.0,C,72.0,B,Exceeded,96.5,66,62,67,78,,,,,,,,
Lincoln County Schools,550330,LCST,Southwest Region,I,,,,,,,,,,,,,,,,,,,
Lincoln County Schools,550332,Lincolnton High,Southwest Region,C,61.0,,,,,NotMet,56.5,62,,,,38,51,50,47,73,100,86,
Lincoln County Schools,550334,Lincolnton Middle,Southwest Region,C,65.0,63.0,C,57.0,C,Exceeded,94.0,58,56,50,79,100,,,,,,,
Lincoln County Schools,550336,Love Memorial Elementary,Southwest Region,C,66.0,59.0,C,66.0,C,Exceeded,88.8,60,54,60,78,,,,,,,,
Lincoln County Schools,550340,Childers Elementary,Southwest Region,B,77.0,71.0,B,79.0,B,Exceeded,88.5,74,67,78,87,,,,,,,,
Lincoln County Schools,550342,North Brook Elementary,Southwest Region,B,70.0,64.0,C,72.0,B,Exceeded,89.1,65,60,68,73,,,,,,,,
Lincoln County Schools,550344,North Lincoln High,Southwest Region,B,81.0,,,,,Met,84.7,80,,,,76,70,69,71,82,100,95,
Lincoln County Schools,550348,Pumpkin Center Primary,Southwest Region,I,,,,,,,,,,,,,,,,,,,
Lincoln County Schools,550349,Pumpkin Center Intermediate,Southwest Region,C,69.0,66.0,C,69.0,C,Met,77.1,67,64,67,81,,,,,,,,
Lincoln County Schools,550350,North Lincoln Middle,Southwest Region,B,74.0,73.0,B,67.0,C,Met,76.3,74,72,67,92,100,,,,,,,
Lincoln County Schools,550356,Rock Springs Elementary,Southwest Region,B,84.0,81.0,B,85.0,A,Exceeded,87.8,84,79,85,90,,,,,,,,
Lincoln County Schools,550360,S Ray Lowder Elementary,Southwest Region,B,75.0,75.0,B,74.0,B,Met,81.7,74,74,74,,,,,,,,,
Lincoln County Schools,550362,St James Elementary,Southwest Region,B,84.0,80.0,B,85.0,A,Met,84.1,84,80,85,89,,,,,,,,
Lincoln County Schools,550364,Union Elementary,Southwest Region,B,78.0,69.0,C,83.0,B,Met,84.0,76,66,83,89,,,,,,,,
Lincoln County Schools,550368,West Lincoln High,Southwest Region,C,67.0,,,,,NotMet,62.4,68,,,,48,53,59,48,82,100,92,
Lincoln County Schools,550372,West Lincoln Middle,Southwest Region,C,65.0,61.0,C,58.0,C,Met,84.8,60,57,53,83,100,,,,,,,
Macon County Schools,560304,Cartoogechaye Elementary,Western Region,C,69.0,70.0,B,67.0,C,Met,81.2,65,66,64,,,,,,,,,
Macon County Schools,560316,East Franklin Elementary,Western Region,C,65.0,66.0,C,62.0,C,Met,83.4,61,61,61,,,,,,,,,
Macon County Schools,560320,Franklin High,Western Region,C,67.0,,,,,NotMet,64.6,68,,,,63,60,40,53,81,100,100,
Macon County Schools,560324,Highlands School,Western Region,B,74.0,67.0,C,65.0,C,Exceeded,91.7,70,62,59,90,83,67,77,69,91,84,91,
Macon County Schools,560328,Iotla Valley Elementary,Western Region,C,64.0,71.0,B,56.0,C,Exceeded,86.1,59,67,50,,,,,,,,,
Macon County Schools,560329,Macon Early College High School,Western Region,B,77.0,,,,,Met,77.8,77,,,,59,81,50,67,,100,90,
Macon County Schools,560330,Macon Middle School,Western Region,C,65.0,62.0,C,56.0,C,Exceeded,89.6,59,57,47,82,100,,,,,,,
Macon County Schools,560331,Mountain View Intermediate,Western Region,C,66.0,57.0,C,67.0,C,Exceeded,87.2,60,54,60,73,,,,,,,,
Macon County Schools,560332,Nantahala School,Western Region,C,62.0,62.0,C,44.0,D,Met,80.9,57,58,34,75,46,57,39,63,,100,100,
Macon County Schools,560338,South Macon Elementary,Western Region,B,74.0,76.0,B,70.0,B,Met,84.1,71,74,69,,,,,,,,,
Macon County Schools,560350,Union Academy,Western Region,,,,,,,,,,,,,,,,,,,,
Madison County Schools,570306,Brush Creek Elementary,Western Region,B,76.0,72.0,B,75.0,B,Met,77.1,75,70,77,85,,,,,,,,
Madison County Schools,570312,Hot Springs Elementary,Western Region,C,63.0,64.0,C,61.0,C,NotMet,69.3,61,60,60,64,,,,,,,,
Madison County Schools,570317,Madison Early College High,Western Region,B,84.0,,,,,Exceeded,91.1,83,,,,79,75,82,74,71,100,100,
Madison County Schools,570318,Madison High,Western Region,C,66.0,,,,,Met,72.1,65,,,,64,45,45,55,73,100,82,
Madison County Schools,570319,Madison Middle,Western Region,C,61.0,61.0,C,53.0,D,Met,70.4,58,58,50,78,100,,,,,,,
Madison County Schools,570320,Mars Hill Elementary,Western Region,B,73.0,71.0,B,69.0,C,Exceeded,85.9,70,68,65,87,,,,,,,,
Martin County Schools,580308,Williamston Primary,Northeast Region,I,,,,,,,,,,,,,,,,,,,
Martin County Schools,580312,E J Hayes Elementary,Northeast Region,D,50.0,52.0,D,51.0,D,NotMet,62.1,46,46,49,42,,,,,,,,
Martin County Schools,580316,East End Elementary,Northeast Region,F,37.0,37.0,F,36.0,F,Met,80.3,26,26,24,31,,,,,,,,
Martin County Schools,580320,Edna Andrews Elementary,Northeast Region,D,44.0,45.0,D,42.0,D,Met,79.1,36,37,32,44,,,,,,,,
Martin County Schools,580324,Jamesville Elementary,Northeast Region,D,54.0,53.0,D,57.0,C,Met,76.6,48,48,50,44,,,,,,,,
Martin County Schools,580344,South Creek High,Northeast Region,C,56.0,,,,,NotMet,58.9,56,,,,46,41,36,39,63,100,81,
Martin County Schools,580350,South Creek Middle,Northeast Region,D,50.0,59.0,C,34.0,F,Met,83.5,42,51,26,66,80,,,,,,,
Martin County Schools,580356,Rodgers Elementary,Northeast Region,D,52.0,57.0,C,50.0,D,Met,72.8,47,51,44,41,,,,,,,,
Martin County Schools,580368,Riverside High,Northeast Region,C,57.0,,,,,NotMet,61.3,56,,,,30,60,38,45,59,100,73,
Martin County Schools,580372,Riverside Middle,Northeast Region,D,52.0,53.0,D,45.0,D,Met,82.3,45,48,34,54,88,,,,,,,
McDowell County Schools,590306,Eastfield Global Magnet,Northwest Region,D,47.0,47.0,D,46.0,D,NotMet,56.8,45,40,44,62,,,,,,,,
McDowell County Schools,590310,East McDowell Middle,Northwest Region,D,53.0,51.0,D,51.0,D,NotMet,58.7,52,50,44,73,100,,,,,,,
McDowell County Schools,590316,Glenwood Elementary,Northwest Region,C,64.0,63.0,C,57.0,C,NotMet,69.8,62,60,56,91,,,,,,,,
McDowell County Schools,590320,Marion Elementary,Northwest Region,C,66.0,62.0,C,66.0,C,Met,80.1,63,59,62,80,,,,,,,,
McDowell County Schools,590328,McDowell Early College,Northwest Region,B,78.0,,,,,NotMet,59.8,82,,,,74,72,70,93,,100,100,
McDowell County Schools,590330,McDowell High,Northwest Region,C,56.0,,,,,NotMet,50.0,58,,,,47,45,36,46,69,100,85,
McDowell County Schools,590332,Nebo Elementary,Northwest Region,D,52.0,55.0,C,51.0,D,Met,71.1,48,50,44,52,,,,,,,,
McDowell County Schools,590336,North Cove Elementary,Northwest Region,C,64.0,68.0,C,66.0,C,Met,77.1,61,63,66,38,,,,,,,,
McDowell County Schools,590340,Old Fort Elementary,Northwest Region,C,62.0,64.0,C,55.0,C,Met,79.3,58,59,53,71,,,,,,,,
McDowell County Schools,590344,Pleasant Gardens Elementary,Northwest Region,D,49.0,51.0,D,50.0,D,NotMet,56.2,47,48,47,46,,,,,,,,
McDowell County Schools,590352,West Marion Elementary,Northwest Region,C,56.0,56.0,C,51.0,D,Met,73.2,52,51,46,75,,,,,,,,
McDowell County Schools,590356,West McDowell Middle,Northwest Region,C,57.0,54.0,D,49.0,D,Met,78.3,52,53,40,78,100,,,,,,,
McDowell County Schools,590393,McDowell AEC,Northwest Region,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600300,Albemarle Road Elementary,Southwest Region,C,56.0,45.0,D,59.0,C,Exceeded,92.6,47,34,53,71,,,,,,,,
Charlotte-Mecklenburg Schools,600301,Albemarle Road Middle,Southwest Region,D,46.0,46.0,D,35.0,F,Met,76.3,38,36,29,60,93,,,,,,,
Charlotte-Mecklenburg Schools,600302,Ardrey Kell High,Southwest Region,A,94.0,,,,,Exceeded,100.0,93,,,,90,88,92,91,92,100,100,Y
Charlotte-Mecklenburg Schools,600305,J M Alexander Middle,Southwest Region,C,56.0,61.0,C,48.0,D,NotMet,58.4,56,56,46,67,89,,,,,,,
Charlotte-Mecklenburg Schools,600308,Allenbrook Elementary,Southwest Region,D,47.0,40.0,D,55.0,C,NotMet,56.6,44,32,55,49,,,,,,,,
Charlotte-Mecklenburg Schools,600311,Ashley Park PreK-8 School,Southwest Region,D,45.0,38.0,F,46.0,D,Exceeded,88.9,33,27,34,50,,,,,,,,
Charlotte-Mecklenburg Schools,600312,William Amos Hough High,Southwest Region,A+NG,89.0,,,,,Exceeded,99.4,86,,,,85,81,79,81,91,100,94,Y
Charlotte-Mecklenburg Schools,600313,Bailey Middle,Southwest Region,A,86.0,83.0,B,82.0,B,Exceeded,99.9,83,81,78,94,100,,,,,,,Y
Charlotte-Mecklenburg Schools,600314,Bain Elementary,Southwest Region,A+NG,87.0,82.0,B,87.0,A,Exceeded,94.5,85,81,85,93,,,,,,,,Y
Charlotte-Mecklenburg Schools,600316,Barringer Academic Center,Southwest Region,C,69.0,67.0,C,67.0,C,Exceeded,85.5,65,64,62,76,,,,,,,,
Charlotte-Mecklenburg Schools,600317,Whitewater Middle,Southwest Region,D,49.0,48.0,D,42.0,D,Exceeded,89.9,39,38,30,53,84,,,,,,,
Charlotte-Mecklenburg Schools,600318,Whitewater Academy,Southwest Region,C,59.0,51.0,D,56.0,C,Exceeded,87.7,51,43,50,80,,,,,,,,
Charlotte-Mecklenburg Schools,600319,Berryhill School,Southwest Region,C,55.0,51.0,D,56.0,C,NotMet,65.4,53,44,54,67,81,,,,,,,
Charlotte-Mecklenburg Schools,600322,Beverly Woods Elementary,Southwest Region,A+NG,87.0,84.0,B,88.0,A,Exceeded,94.0,86,83,86,92,,,,,,,,Y
Charlotte-Mecklenburg Schools,600328,Barnette Elementary,Southwest Region,B,76.0,76.0,B,71.0,B,Met,83.3,75,75,69,92,,,,,,,,
Charlotte-Mecklenburg Schools,600329,Briarwood Elementary,Southwest Region,D,50.0,42.0,D,54.0,D,Exceeded,85.8,41,32,45,57,,,,,,,,
Charlotte-Mecklenburg Schools,600333,Carmel Middle,Southwest Region,B,76.0,71.0,B,75.0,B,Exceeded,92.3,72,68,71,75,100,,,,,,,
Charlotte-Mecklenburg Schools,600334,Cato Middle College High,Southwest Region,A,95.0,,,,,,,95,,,,,,,90,,100,100,N
Charlotte-Mecklenburg Schools,600335,Billingsville Elementary,Southwest Region,D,46.0,41.0,D,47.0,D,Met,82.6,36,31,38,53,,,,,,,,
Charlotte-Mecklenburg Schools,600336,Chantilly Montessori,Southwest Region,A,87.0,88.0,A,83.0,B,Exceeded,90.7,86,88,82,94,,,,,,,,N
Charlotte-Mecklenburg Schools,600338,Clear Creek Elementary,Southwest Region,B,73.0,65.0,C,76.0,B,Met,83.1,70,61,74,83,,,,,,,,
Charlotte-Mecklenburg Schools,600341,Cochrane Collegiate Academy,Southwest Region,D,45.0,44.0,D,30.0,F,Met,72.2,38,35,23,49,57,60,53,50,57,100,85,
Charlotte-Mecklenburg Schools,600344,Collinswood Language Academy,Southwest Region,B,73.0,76.0,B,66.0,C,NotMet,62.8,76,75,69,92,100,,,,,,,
Charlotte-Mecklenburg Schools,600345,Community House Middle,Southwest Region,A,87.0,77.0,B,85.0,A,Exceeded,97.7,84,80,82,91,100,,,,,,,Y
Charlotte-Mecklenburg Schools,600346,Cornelius Elementary,Southwest Region,B,75.0,70.0,B,77.0,B,Met,71.2,76,70,78,89,,,,,,,,
Charlotte-Mecklenburg Schools,600349,Cotswold Elementary,Southwest Region,B,70.0,69.0,C,70.0,B,Met,81.0,68,66,68,72,,,,,,,,
Charlotte-Mecklenburg Schools,600351,Coulwood STEM Academy,Southwest Region,C,56.0,54.0,D,48.0,D,Exceeded,89.5,48,45,42,69,86,,,,,,,
Charlotte-Mecklenburg Schools,600352,Crown Point Elementary,Southwest Region,B,70.0,63.0,C,78.0,B,Met,82.3,68,58,76,71,,,,,,,,
Charlotte-Mecklenburg Schools,600353,Crestdale Middle,Southwest Region,B,84.0,84.0,B,76.0,B,Exceeded,89.5,82,82,76,91,100,,,,,,,
Charlotte-Mecklenburg Schools,600357,Davidson Elementary,Southwest Region,B,84.0,84.0,B,83.0,B,Exceeded,87.0,83,84,82,84,,,,,,,,
Charlotte-Mecklenburg Schools,600361,Butler High,Southwest Region,B,80.0,,,,,Exceeded,100.0,75,,,,68,62,69,63,78,100,93,
Charlotte-Mecklenburg Schools,600362,David Cox Road Elementary,Southwest Region,C,56.0,51.0,D,56.0,C,Met,83.4,50,44,50,66,,,,,,,,
Charlotte-Mecklenburg Schools,600364,Military and Global Leadership Academy,Southwest Region,D,51.0,50.0,D,43.0,D,Met,70.1,46,42,37,51,39,59,46,64,88,100,100,
Charlotte-Mecklenburg Schools,600365,Devonshire Elementary,Southwest Region,C,60.0,47.0,D,71.0,B,Exceeded,94.4,52,37,65,61,,,,,,,,
Charlotte-Mecklenburg Schools,600367,Dilworth Elementary,Southwest Region,B,80.0,82.0,B,81.0,B,NotMet,66.0,84,84,84,86,,,,,,,,
Charlotte-Mecklenburg Schools,600368,First Ward Creative Arts Acad,Southwest Region,C,63.0,57.0,C,64.0,C,Met,72.4,61,53,62,80,,,,,,,,
Charlotte-Mecklenburg Schools,600369,Berewick Elementary,Southwest Region,C,64.0,61.0,C,63.0,C,Exceeded,86.4,59,54,59,77,,,,,,,,
Charlotte-Mecklenburg Schools,600374,Druid Hills Academy,Southwest Region,D,41.0,42.0,D,37.0,F,Met,77.0,32,32,28,43,,,,,,,,
Charlotte-Mecklenburg Schools,600377,East Mecklenburg High,Southwest Region,B,76.0,,,,,Exceeded,95.4,71,,,,64,67,57,62,83,100,89,
Charlotte-Mecklenburg Schools,600379,Eastover Elementary,Southwest Region,B,75.0,79.0,B,68.0,C,Exceeded,85.7,72,78,63,83,,,,,,,,
Charlotte-Mecklenburg Schools,600381,Eastway Middle,Southwest Region,F,36.0,47.0,D,28.0,F,NotMet,56.0,31,37,22,37,63,,,,,,,
