year,unit_code,category_cd,School_Name,Lea_Name,State_Name,total_specialized_courses,ap_ib_courses,cte_courses,univ_college_courses,lea_total_specialized_courses,lea_ap_ib_courses,lea_cte_courses,lea_univ_college_courses,st_total_specialized_courses,st_ap_ib_courses,st_cte_courses,st_univ_college_courses
2016,00A000,,NC Connections Academy,Charter and Non-District Affiliated Schools,State Of North Carolina,1.0,,0.143518518518519,,,,,,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,00B000,,NC Virtual Academy,Charter and Non-District Affiliated Schools,State Of North Carolina,0.962686567164179,0.00746268656716418,0.805970149253731,,,,,,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,01B000,A,River Mill Academy,Charter and Non-District Affiliated Schools,State Of North Carolina,1.0,0.257668711656442,0.392638036809816,,,,,,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,01C000,A,Clover Garden,Charter and Non-District Affiliated Schools,State Of North Carolina,0.993377483443709,0.0728476821192053,,0.0132450331125828,,,,,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,01D000,T,The Hawbridge School,Charter and Non-District Affiliated Schools,State Of North Carolina,0.281437125748503,0.25748502994012,0.0239520958083832,,,,,,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,06A000,A,Grandfather Academy,Charter and Non-District Affiliated Schools,State Of North Carolina,0.666666666666667,,,,,,,,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,06B000,A,Williams Academy,Charter and Non-District Affiliated Schools,State Of North Carolina,0.15,,,,,,,,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,07A000,I,Washington Montessori,Charter and Non-District Affiliated Schools,State Of North Carolina,1.0,,0.833333333333333,,,,,,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,100307,H,Brunswick County Early College,Brunswick County Schools,State Of North Carolina,1.0,,0.135048231511254,0.762057877813505,1.0,0.0915132924335378,0.679703476482618,0.108128834355828,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,100308,T,Brunswick County Academy,Brunswick County Schools,State Of North Carolina,1.0,,0.952380952380952,,1.0,0.0915132924335378,0.679703476482618,0.108128834355828,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,100326,H,North Brunswick High,Brunswick County Schools,State Of North Carolina,1.0,0.063891577928364,0.6621490803485,0.0271055179090029,1.0,0.0915132924335378,0.679703476482618,0.108128834355828,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,100334,H,South Brunswick High,Brunswick County Schools,State Of North Carolina,1.0,0.142335766423358,0.73448905109489,0.0155109489051095,1.0,0.0915132924335378,0.679703476482618,0.108128834355828,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,100348,H,West Brunswick High,Brunswick County Schools,State Of North Carolina,1.0,0.101040118870728,0.74888558692422,0.104754829123328,1.0,0.0915132924335378,0.679703476482618,0.108128834355828,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,100LEA,,,Brunswick County Schools,State Of North Carolina,,,,,1.0,0.0915132924335378,0.679703476482618,0.108128834355828,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,110303,H,Community High School,Buncombe County Schools,State Of North Carolina,1.0,,0.522727272727273,,1.0,0.165169404517454,0.684419917864476,0.10485112936345,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,110304,H,Reynolds High,Buncombe County Schools,State Of North Carolina,0.994526974198593,0.186864738076622,0.687255668491009,0.0875684128225176,1.0,0.165169404517454,0.684419917864476,0.10485112936345,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
2016,110322,H,Early College,Buncombe County Schools,State Of North Carolina,1.0,,0.279850746268657,0.996268656716418,1.0,0.165169404517454,0.684419917864476,0.10485112936345,0.964634536999194,0.164899645417491,0.639202907355654,0.070640347292028
