Experience,year,unit_code,Lea_Name,School_Name,State_Name,category_cd,pct_tch,lea_pct_tch,lea_pct_prin,st_pct_tch,st_pct_prin
0-3 Years,2016,010LEA,Alamance-Burlington Schools,,State Of North Carolina,A,,0.409,0.417,0.227,0.43
0-3 Years,2016,010LEA,Alamance-Burlington Schools,,State Of North Carolina,E,,0.276,0.417,0.227,0.43
0-3 Years,2016,010LEA,Alamance-Burlington Schools,,State Of North Carolina,H,,0.242,0.417,0.231,0.43
0-3 Years,2016,010LEA,Alamance-Burlington Schools,,State Of North Carolina,M,,0.207,0.417,0.244,0.43
0-3 Years,2016,020LEA,Alexander County Schools,,State Of North Carolina,E,,0.174,0.5,0.227,0.43
0-3 Years,2016,020LEA,Alexander County Schools,,State Of North Carolina,H,,0.184,0.5,0.231,0.43
0-3 Years,2016,020LEA,Alexander County Schools,,State Of North Carolina,M,,0.23,0.5,0.244,0.43
0-3 Years,2016,030LEA,Alleghany County Schools,,State Of North Carolina,H,,0.189,0.75,0.231,0.43
0-3 Years,2016,030LEA,Alleghany County Schools,,State Of North Carolina,I,,0.226,0.75,0.255,0.43
0-3 Years,2016,040LEA,Anson County Schools,,State Of North Carolina,E,,0.124,0.545,0.227,0.43
0-3 Years,2016,040LEA,Anson County Schools,,State Of North Carolina,H,,0.333,0.545,0.231,0.43
0-3 Years,2016,040LEA,Anson County Schools,,State Of North Carolina,M,,0.308,0.545,0.244,0.43
0-3 Years,2016,040LEA,Anson County Schools,,State Of North Carolina,T,,,0.545,0.253,0.43
0-3 Years,2016,050LEA,Ashe County Schools,,State Of North Carolina,E,,0.123,0.4,0.227,0.43
0-3 Years,2016,050LEA,Ashe County Schools,,State Of North Carolina,H,,0.212,0.4,0.231,0.43
0-3 Years,2016,050LEA,Ashe County Schools,,State Of North Carolina,M,,0.103,0.4,0.244,0.43
0-3 Years,2016,060LEA,Avery County Schools,,State Of North Carolina,E,,0.122,0.111,0.227,0.43
0-3 Years,2016,060LEA,Avery County Schools,,State Of North Carolina,H,,0.152,0.111,0.231,0.43
0-3 Years,2016,060LEA,Avery County Schools,,State Of North Carolina,M,,0.256,0.111,0.244,0.43
0-3 Years,2016,060LEA,Avery County Schools,,State Of North Carolina,T,,0.0,0.111,0.253,0.43
0-3 Years,2016,070LEA,Beaufort County Schools,,State Of North Carolina,E,,0.179,0.357,0.227,0.43
0-3 Years,2016,070LEA,Beaufort County Schools,,State Of North Carolina,H,,0.245,0.357,0.231,0.43
0-3 Years,2016,070LEA,Beaufort County Schools,,State Of North Carolina,I,,0.13,0.357,0.255,0.43
0-3 Years,2016,070LEA,Beaufort County Schools,,State Of North Carolina,M,,0.378,0.357,0.244,0.43
0-3 Years,2016,070LEA,Beaufort County Schools,,State Of North Carolina,T,,0.571,0.357,0.253,0.43
0-3 Years,2016,080LEA,Bertie County Schools,,State Of North Carolina,E,,0.182,0.625,0.227,0.43
0-3 Years,2016,080LEA,Bertie County Schools,,State Of North Carolina,H,,0.358,0.625,0.231,0.43
0-3 Years,2016,080LEA,Bertie County Schools,,State Of North Carolina,M,,0.355,0.625,0.244,0.43
0-3 Years,2016,080LEA,Bertie County Schools,,State Of North Carolina,T,,,0.625,0.253,0.43
0-3 Years,2016,090LEA,Bladen County Schools,,State Of North Carolina,E,,0.138,0.385,0.227,0.43
0-3 Years,2016,090LEA,Bladen County Schools,,State Of North Carolina,H,,0.209,0.385,0.231,0.43
0-3 Years,2016,090LEA,Bladen County Schools,,State Of North Carolina,I,,0.0,0.385,0.255,0.43
0-3 Years,2016,090LEA,Bladen County Schools,,State Of North Carolina,M,,0.225,0.385,0.244,0.43
0-3 Years,2016,090LEA,Bladen County Schools,,State Of North Carolina,T,,,0.385,0.253,0.43
0-3 Years,2016,100LEA,Brunswick County Schools,,State Of North Carolina,E,,0.193,0.526,0.227,0.43
0-3 Years,2016,100LEA,Brunswick County Schools,,State Of North Carolina,H,,0.262,0.526,0.231,0.43
0-3 Years,2016,100LEA,Brunswick County Schools,,State Of North Carolina,I,,0.054,0.526,0.255,0.43
0-3 Years,2016,100LEA,Brunswick County Schools,,State Of North Carolina,M,,0.287,0.526,0.244,0.43
0-3 Years,2016,100LEA,Brunswick County Schools,,State Of North Carolina,T,,0.143,0.526,0.253,0.43
0-3 Years,2016,110LEA,Buncombe County Schools,,State Of North Carolina,E,,0.19,0.395,0.227,0.43
0-3 Years,2016,110LEA,Buncombe County Schools,,State Of North Carolina,H,,0.181,0.395,0.231,0.43
0-3 Years,2016,110LEA,Buncombe County Schools,,State Of North Carolina,M,,0.228,0.395,0.244,0.43
0-3 Years,2016,111LEA,Asheville City Schools,,State Of North Carolina,E,,0.247,0.125,0.227,0.43
0-3 Years,2016,111LEA,Asheville City Schools,,State Of North Carolina,H,,0.147,0.125,0.231,0.43
0-3 Years,2016,111LEA,Asheville City Schools,,State Of North Carolina,M,,0.31,0.125,0.244,0.43
0-3 Years,2016,111LEA,Asheville City Schools,,State Of North Carolina,T,,,0.125,0.253,0.43
0-3 Years,2016,120LEA,Burke County Schools,,State Of North Carolina,A,,0.154,0.519,0.227,0.43
0-3 Years,2016,120LEA,Burke County Schools,,State Of North Carolina,E,,0.134,0.519,0.227,0.43
0-3 Years,2016,120LEA,Burke County Schools,,State Of North Carolina,H,,0.162,0.519,0.231,0.43
0-3 Years,2016,120LEA,Burke County Schools,,State Of North Carolina,M,,0.151,0.519,0.244,0.43
0-3 Years,2016,120LEA,Burke County Schools,,State Of North Carolina,T,,0.2,0.519,0.253,0.43
0-3 Years,2016,130LEA,Cabarrus County Schools,,State Of North Carolina,E,,0.218,0.514,0.227,0.43
0-3 Years,2016,130LEA,Cabarrus County Schools,,State Of North Carolina,H,,0.256,0.514,0.231,0.43
0-3 Years,2016,130LEA,Cabarrus County Schools,,State Of North Carolina,M,,0.164,0.514,0.244,0.43
0-3 Years,2016,130LEA,Cabarrus County Schools,,State Of North Carolina,T,,0.292,0.514,0.253,0.43
0-3 Years,2016,132LEA,Kannapolis City Schools,,State Of North Carolina,E,,0.236,0.875,0.227,0.43
0-3 Years,2016,132LEA,Kannapolis City Schools,,State Of North Carolina,H,,0.175,0.875,0.231,0.43
0-3 Years,2016,132LEA,Kannapolis City Schools,,State Of North Carolina,M,,0.189,0.875,0.244,0.43
0-3 Years,2016,140LEA,Caldwell County Schools,,State Of North Carolina,E,,0.158,0.385,0.227,0.43
0-3 Years,2016,140LEA,Caldwell County Schools,,State Of North Carolina,H,,0.144,0.385,0.231,0.43
0-3 Years,2016,140LEA,Caldwell County Schools,,State Of North Carolina,I,,0.188,0.385,0.255,0.43
0-3 Years,2016,140LEA,Caldwell County Schools,,State Of North Carolina,M,,0.159,0.385,0.244,0.43
0-3 Years,2016,140LEA,Caldwell County Schools,,State Of North Carolina,T,,0.25,0.385,0.253,0.43
0-3 Years,2016,150LEA,Camden County Schools,,State Of North Carolina,E,,0.081,0.2,0.227,0.43
0-3 Years,2016,150LEA,Camden County Schools,,State Of North Carolina,H,,0.13,0.2,0.231,0.43
0-3 Years,2016,150LEA,Camden County Schools,,State Of North Carolina,M,,0.143,0.2,0.244,0.43
0-3 Years,2016,160LEA,Carteret County Public Schools,,State Of North Carolina,A,,0.0,0.529,0.227,0.43
0-3 Years,2016,160LEA,Carteret County Public Schools,,State Of North Carolina,E,,0.163,0.529,0.227,0.43
0-3 Years,2016,160LEA,Carteret County Public Schools,,State Of North Carolina,H,,0.128,0.529,0.231,0.43
0-3 Years,2016,160LEA,Carteret County Public Schools,,State Of North Carolina,I,,0.2,0.529,0.255,0.43
0-3 Years,2016,160LEA,Carteret County Public Schools,,State Of North Carolina,M,,0.155,0.529,0.244,0.43
0-3 Years,2016,160LEA,Carteret County Public Schools,,State Of North Carolina,T,,,0.529,0.253,0.43
0-3 Years,2016,170LEA,Caswell County Schools,,State Of North Carolina,E,,0.234,0.667,0.227,0.43
0-3 Years,2016,170LEA,Caswell County Schools,,State Of North Carolina,H,,0.25,0.667,0.231,0.43
0-3 Years,2016,170LEA,Caswell County Schools,,State Of North Carolina,M,,0.273,0.667,0.244,0.43
0-3 Years,2016,180LEA,Catawba County Schools,,State Of North Carolina,A,,0.235,0.536,0.227,0.43
0-3 Years,2016,180LEA,Catawba County Schools,,State Of North Carolina,E,,0.156,0.536,0.227,0.43
0-3 Years,2016,180LEA,Catawba County Schools,,State Of North Carolina,H,,0.172,0.536,0.231,0.43
0-3 Years,2016,180LEA,Catawba County Schools,,State Of North Carolina,M,,0.166,0.536,0.244,0.43
0-3 Years,2016,180LEA,Catawba County Schools,,State Of North Carolina,T,,,0.536,0.253,0.43
0-3 Years,2016,181LEA,Hickory City Schools,,State Of North Carolina,E,,0.226,0.333,0.227,0.43
0-3 Years,2016,181LEA,Hickory City Schools,,State Of North Carolina,H,,0.348,0.333,0.231,0.43
0-3 Years,2016,181LEA,Hickory City Schools,,State Of North Carolina,M,,0.13,0.333,0.244,0.43
0-3 Years,2016,181LEA,Hickory City Schools,,State Of North Carolina,T,,0.308,0.333,0.253,0.43
0-3 Years,2016,182LEA,Newton Conover City Schools,,State Of North Carolina,A,,0.533,0.429,0.227,0.43
0-3 Years,2016,182LEA,Newton Conover City Schools,,State Of North Carolina,E,,0.393,0.429,0.227,0.43
0-3 Years,2016,182LEA,Newton Conover City Schools,,State Of North Carolina,H,,0.268,0.429,0.231,0.43
0-3 Years,2016,182LEA,Newton Conover City Schools,,State Of North Carolina,M,,0.146,0.429,0.244,0.43
0-3 Years,2016,190LEA,Chatham County Schools,,State Of North Carolina,E,,0.239,0.294,0.227,0.43
0-3 Years,2016,190LEA,Chatham County Schools,,State Of North Carolina,H,,0.207,0.294,0.231,0.43
0-3 Years,2016,190LEA,Chatham County Schools,,State Of North Carolina,I,,0.137,0.294,0.255,0.43
0-3 Years,2016,190LEA,Chatham County Schools,,State Of North Carolina,M,,0.276,0.294,0.244,0.43
0-3 Years,2016,200LEA,Cherokee County Schools,,State Of North Carolina,E,,0.173,0.5,0.227,0.43
0-3 Years,2016,200LEA,Cherokee County Schools,,State Of North Carolina,H,,0.275,0.5,0.231,0.43
0-3 Years,2016,200LEA,Cherokee County Schools,,State Of North Carolina,I,,0.344,0.5,0.255,0.43
0-3 Years,2016,200LEA,Cherokee County Schools,,State Of North Carolina,M,,0.118,0.5,0.244,0.43
0-3 Years,2016,200LEA,Cherokee County Schools,,State Of North Carolina,T,,0.0,0.5,0.253,0.43
0-3 Years,2016,210LEA,Edenton-Chowan Schools,,State Of North Carolina,E,,0.156,0.75,0.227,0.43
0-3 Years,2016,210LEA,Edenton-Chowan Schools,,State Of North Carolina,H,,0.37,0.75,0.231,0.43
0-3 Years,2016,210LEA,Edenton-Chowan Schools,,State Of North Carolina,M,,0.194,0.75,0.244,0.43
0-3 Years,2016,220LEA,Clay County Schools,,State Of North Carolina,E,,0.194,0.333,0.227,0.43
0-3 Years,2016,220LEA,Clay County Schools,,State Of North Carolina,H,,0.065,0.333,0.231,0.43
0-3 Years,2016,220LEA,Clay County Schools,,State Of North Carolina,M,,0.222,0.333,0.244,0.43
0-3 Years,2016,230LEA,Cleveland County Schools,,State Of North Carolina,A,,0.571,0.69,0.227,0.43
0-3 Years,2016,230LEA,Cleveland County Schools,,State Of North Carolina,E,,0.192,0.69,0.227,0.43
0-3 Years,2016,230LEA,Cleveland County Schools,,State Of North Carolina,H,,0.194,0.69,0.231,0.43
0-3 Years,2016,230LEA,Cleveland County Schools,,State Of North Carolina,M,,0.179,0.69,0.244,0.43
0-3 Years,2016,230LEA,Cleveland County Schools,,State Of North Carolina,T,,0.0,0.69,0.253,0.43
0-3 Years,2016,240LEA,Columbus County Schools,,State Of North Carolina,A,,,0.389,0.227,0.43
0-3 Years,2016,240LEA,Columbus County Schools,,State Of North Carolina,E,,0.212,0.389,0.227,0.43
0-3 Years,2016,240LEA,Columbus County Schools,,State Of North Carolina,H,,0.28,0.389,0.231,0.43
0-3 Years,2016,240LEA,Columbus County Schools,,State Of North Carolina,I,,0.241,0.389,0.255,0.43
0-3 Years,2016,240LEA,Columbus County Schools,,State Of North Carolina,M,,0.159,0.389,0.244,0.43
0-3 Years,2016,240LEA,Columbus County Schools,,State Of North Carolina,T,,,0.389,0.253,0.43
0-3 Years,2016,241LEA,Whiteville City Schools,,State Of North Carolina,A,,,0.4,0.227,0.43
0-3 Years,2016,241LEA,Whiteville City Schools,,State Of North Carolina,E,,0.123,0.4,0.227,0.43
0-3 Years,2016,241LEA,Whiteville City Schools,,State Of North Carolina,H,,0.191,0.4,0.231,0.43
0-3 Years,2016,241LEA,Whiteville City Schools,,State Of North Carolina,M,,0.139,0.4,0.244,0.43
0-3 Years,2016,241LEA,Whiteville City Schools,,State Of North Carolina,T,,0.333,0.4,0.253,0.43
0-3 Years,2016,250LEA,Craven County Schools,,State Of North Carolina,E,,0.282,0.36,0.227,0.43
0-3 Years,2016,250LEA,Craven County Schools,,State Of North Carolina,H,,0.238,0.36,0.231,0.43
0-3 Years,2016,250LEA,Craven County Schools,,State Of North Carolina,M,,0.213,0.36,0.244,0.43
0-3 Years,2016,260LEA,Cumberland County Schools,,State Of North Carolina,A,,,0.291,0.227,0.43
0-3 Years,2016,260LEA,Cumberland County Schools,,State Of North Carolina,E,,0.27,0.291,0.227,0.43
0-3 Years,2016,260LEA,Cumberland County Schools,,State Of North Carolina,H,,0.202,0.291,0.231,0.43
0-3 Years,2016,260LEA,Cumberland County Schools,,State Of North Carolina,M,,0.247,0.291,0.244,0.43
0-3 Years,2016,260LEA,Cumberland County Schools,,State Of North Carolina,T,,,0.291,0.253,0.43
0-3 Years,2016,270LEA,Currituck County Schools,,State Of North Carolina,E,,0.167,0.5,0.227,0.43
0-3 Years,2016,270LEA,Currituck County Schools,,State Of North Carolina,H,,0.176,0.5,0.231,0.43
0-3 Years,2016,270LEA,Currituck County Schools,,State Of North Carolina,M,,0.22,0.5,0.244,0.43
0-3 Years,2016,280LEA,Dare County Schools,,State Of North Carolina,E,,0.149,0.3,0.227,0.43
0-3 Years,2016,280LEA,Dare County Schools,,State Of North Carolina,H,,0.167,0.3,0.231,0.43
0-3 Years,2016,280LEA,Dare County Schools,,State Of North Carolina,M,,0.051,0.3,0.244,0.43
0-3 Years,2016,280LEA,Dare County Schools,,State Of North Carolina,T,,0.29,0.3,0.253,0.43
0-3 Years,2016,290LEA,Davidson County Schools,,State Of North Carolina,A,,0.273,0.571,0.227,0.43
0-3 Years,2016,290LEA,Davidson County Schools,,State Of North Carolina,E,,0.173,0.571,0.227,0.43
0-3 Years,2016,290LEA,Davidson County Schools,,State Of North Carolina,H,,0.18,0.571,0.231,0.43
0-3 Years,2016,290LEA,Davidson County Schools,,State Of North Carolina,M,,0.151,0.571,0.244,0.43
0-3 Years,2016,290LEA,Davidson County Schools,,State Of North Carolina,T,,0.077,0.571,0.253,0.43
0-3 Years,2016,291LEA,Lexington City Schools,,State Of North Carolina,A,,0.4,0.429,0.227,0.43
0-3 Years,2016,291LEA,Lexington City Schools,,State Of North Carolina,E,,0.248,0.429,0.227,0.43
0-3 Years,2016,291LEA,Lexington City Schools,,State Of North Carolina,H,,0.283,0.429,0.231,0.43
0-3 Years,2016,291LEA,Lexington City Schools,,State Of North Carolina,M,,0.385,0.429,0.244,0.43
0-3 Years,2016,292LEA,Thomasville City Schools,,State Of North Carolina,E,,0.345,0.5,0.227,0.43
0-3 Years,2016,292LEA,Thomasville City Schools,,State Of North Carolina,H,,0.235,0.5,0.231,0.43
0-3 Years,2016,292LEA,Thomasville City Schools,,State Of North Carolina,M,,0.324,0.5,0.244,0.43
0-3 Years,2016,300LEA,Davie County Schools,,State Of North Carolina,E,,0.224,0.583,0.227,0.43
0-3 Years,2016,300LEA,Davie County Schools,,State Of North Carolina,H,,0.296,0.583,0.231,0.43
0-3 Years,2016,300LEA,Davie County Schools,,State Of North Carolina,M,,0.123,0.583,0.244,0.43
0-3 Years,2016,300LEA,Davie County Schools,,State Of North Carolina,T,,0.0,0.583,0.253,0.43
0-3 Years,2016,310LEA,Duplin County Schools,,State Of North Carolina,E,,0.356,0.438,0.227,0.43
0-3 Years,2016,310LEA,Duplin County Schools,,State Of North Carolina,H,,0.285,0.438,0.231,0.43
0-3 Years,2016,310LEA,Duplin County Schools,,State Of North Carolina,I,,0.157,0.438,0.255,0.43
0-3 Years,2016,310LEA,Duplin County Schools,,State Of North Carolina,M,,0.443,0.438,0.244,0.43
0-3 Years,2016,310LEA,Duplin County Schools,,State Of North Carolina,T,,0.265,0.438,0.253,0.43
0-3 Years,2016,320LEA,Durham Public Schools,,State Of North Carolina,A,,0.087,0.333,0.227,0.43
0-3 Years,2016,320LEA,Durham Public Schools,,State Of North Carolina,E,,0.302,0.333,0.227,0.43
0-3 Years,2016,320LEA,Durham Public Schools,,State Of North Carolina,H,,0.336,0.333,0.231,0.43
0-3 Years,2016,320LEA,Durham Public Schools,,State Of North Carolina,M,,0.368,0.333,0.244,0.43
0-3 Years,2016,320LEA,Durham Public Schools,,State Of North Carolina,T,,0.241,0.333,0.253,0.43
0-3 Years,2016,330LEA,Edgecombe County Public School,,State Of North Carolina,E,,0.239,0.929,0.227,0.43
0-3 Years,2016,330LEA,Edgecombe County Public School,,State Of North Carolina,H,,0.19,0.929,0.231,0.43
0-3 Years,2016,330LEA,Edgecombe County Public School,,State Of North Carolina,I,,0.487,0.929,0.255,0.43
0-3 Years,2016,330LEA,Edgecombe County Public School,,State Of North Carolina,M,,0.353,0.929,0.244,0.43
0-3 Years,2016,330LEA,Edgecombe County Public School,,State Of North Carolina,T,,,0.929,0.253,0.43
0-3 Years,2016,340LEA,Forsyth County Schools,,State Of North Carolina,A,,0.184,0.228,0.227,0.43
0-3 Years,2016,340LEA,Forsyth County Schools,,State Of North Carolina,E,,0.194,0.228,0.227,0.43
0-3 Years,2016,340LEA,Forsyth County Schools,,State Of North Carolina,H,,0.198,0.228,0.231,0.43
0-3 Years,2016,340LEA,Forsyth County Schools,,State Of North Carolina,I,,0.162,0.228,0.255,0.43
0-3 Years,2016,340LEA,Forsyth County Schools,,State Of North Carolina,M,,0.206,0.228,0.244,0.43
0-3 Years,2016,340LEA,Forsyth County Schools,,State Of North Carolina,T,,0.344,0.228,0.253,0.43
0-3 Years,2016,350LEA,Franklin County Schools,,State Of North Carolina,E,,0.268,0.5,0.227,0.43
0-3 Years,2016,350LEA,Franklin County Schools,,State Of North Carolina,H,,0.285,0.5,0.231,0.43
0-3 Years,2016,350LEA,Franklin County Schools,,State Of North Carolina,M,,0.321,0.5,0.244,0.43
0-3 Years,2016,360LEA,Gaston County Schools,,State Of North Carolina,A,,0.28,0.327,0.227,0.43
0-3 Years,2016,360LEA,Gaston County Schools,,State Of North Carolina,E,,0.212,0.327,0.227,0.43
0-3 Years,2016,360LEA,Gaston County Schools,,State Of North Carolina,H,,0.242,0.327,0.231,0.43
0-3 Years,2016,360LEA,Gaston County Schools,,State Of North Carolina,M,,0.323,0.327,0.244,0.43
0-3 Years,2016,360LEA,Gaston County Schools,,State Of North Carolina,T,,0.333,0.327,0.253,0.43
0-3 Years,2016,370LEA,Gates County Schools,,State Of North Carolina,E,,0.175,0.8,0.227,0.43
0-3 Years,2016,370LEA,Gates County Schools,,State Of North Carolina,H,,0.22,0.8,0.231,0.43
0-3 Years,2016,370LEA,Gates County Schools,,State Of North Carolina,M,,0.107,0.8,0.244,0.43
0-3 Years,2016,380LEA,Graham County Schools,,State Of North Carolina,A,,,0.667,0.227,0.43
0-3 Years,2016,380LEA,Graham County Schools,,State Of North Carolina,E,,0.196,0.667,0.227,0.43
0-3 Years,2016,380LEA,Graham County Schools,,State Of North Carolina,H,,0.281,0.667,0.231,0.43
0-3 Years,2016,380LEA,Graham County Schools,,State Of North Carolina,M,,0.25,0.667,0.244,0.43
0-3 Years,2016,390LEA,Granville County Schools,,State Of North Carolina,A,,0.286,0.6,0.227,0.43
0-3 Years,2016,390LEA,Granville County Schools,,State Of North Carolina,E,,0.261,0.6,0.227,0.43
0-3 Years,2016,390LEA,Granville County Schools,,State Of North Carolina,H,,0.25,0.6,0.231,0.43
0-3 Years,2016,390LEA,Granville County Schools,,State Of North Carolina,M,,0.337,0.6,0.244,0.43
0-3 Years,2016,390LEA,Granville County Schools,,State Of North Carolina,T,,0.417,0.6,0.253,0.43
0-3 Years,2016,400LEA,Greene County Schools,,State Of North Carolina,E,,0.242,1.0,0.227,0.43
0-3 Years,2016,400LEA,Greene County Schools,,State Of North Carolina,H,,0.231,1.0,0.231,0.43
0-3 Years,2016,400LEA,Greene County Schools,,State Of North Carolina,M,,0.318,1.0,0.244,0.43
0-3 Years,2016,410LEA,Guilford County Schools,,State Of North Carolina,A,,0.156,0.333,0.227,0.43
0-3 Years,2016,410LEA,Guilford County Schools,,State Of North Carolina,E,,0.209,0.333,0.227,0.43
0-3 Years,2016,410LEA,Guilford County Schools,,State Of North Carolina,H,,0.247,0.333,0.231,0.43
0-3 Years,2016,410LEA,Guilford County Schools,,State Of North Carolina,I,,0.23,0.333,0.255,0.43
0-3 Years,2016,410LEA,Guilford County Schools,,State Of North Carolina,M,,0.227,0.333,0.244,0.43
0-3 Years,2016,410LEA,Guilford County Schools,,State Of North Carolina,T,,0.25,0.333,0.253,0.43
0-3 Years,2016,420LEA,Halifax County Schools,,State Of North Carolina,E,,0.359,0.6,0.227,0.43
0-3 Years,2016,420LEA,Halifax County Schools,,State Of North Carolina,H,,0.377,0.6,0.231,0.43
0-3 Years,2016,420LEA,Halifax County Schools,,State Of North Carolina,M,,0.421,0.6,0.244,0.43
0-3 Years,2016,421LEA,Roanoke Rapids City Schools,,State Of North Carolina,E,,0.13,0.5,0.227,0.43
0-3 Years,2016,421LEA,Roanoke Rapids City Schools,,State Of North Carolina,H,,0.259,0.5,0.231,0.43
0-3 Years,2016,421LEA,Roanoke Rapids City Schools,,State Of North Carolina,M,,0.116,0.5,0.244,0.43
0-3 Years,2016,422LEA,Weldon City Schools,,State Of North Carolina,E,,0.286,1.0,0.227,0.43
0-3 Years,2016,422LEA,Weldon City Schools,,State Of North Carolina,H,,0.483,1.0,0.231,0.43
0-3 Years,2016,422LEA,Weldon City Schools,,State Of North Carolina,M,,0.526,1.0,0.244,0.43
0-3 Years,2016,422LEA,Weldon City Schools,,State Of North Carolina,T,,,1.0,0.253,0.43
0-3 Years,2016,430LEA,Harnett County Schools,,State Of North Carolina,E,,0.349,0.464,0.227,0.43
0-3 Years,2016,430LEA,Harnett County Schools,,State Of North Carolina,H,,0.278,0.464,0.231,0.43
0-3 Years,2016,430LEA,Harnett County Schools,,State Of North Carolina,M,,0.269,0.464,0.244,0.43
0-3 Years,2016,430LEA,Harnett County Schools,,State Of North Carolina,T,,0.2,0.464,0.253,0.43
0-3 Years,2016,440LEA,Haywood County Schools,,State Of North Carolina,E,,0.228,0.563,0.227,0.43
0-3 Years,2016,440LEA,Haywood County Schools,,State Of North Carolina,H,,0.199,0.563,0.231,0.43
0-3 Years,2016,440LEA,Haywood County Schools,,State Of North Carolina,M,,0.306,0.563,0.244,0.43
0-3 Years,2016,450LEA,Henderson County Schools,,State Of North Carolina,E,,0.21,0.565,0.227,0.43
0-3 Years,2016,450LEA,Henderson County Schools,,State Of North Carolina,H,,0.178,0.565,0.231,0.43
0-3 Years,2016,450LEA,Henderson County Schools,,State Of North Carolina,M,,0.182,0.565,0.244,0.43
0-3 Years,2016,450LEA,Henderson County Schools,,State Of North Carolina,T,,0.125,0.565,0.253,0.43
0-3 Years,2016,460LEA,Hertford County Schools,,State Of North Carolina,E,,0.22,0.429,0.227,0.43
0-3 Years,2016,460LEA,Hertford County Schools,,State Of North Carolina,H,,0.246,0.429,0.231,0.43
0-3 Years,2016,460LEA,Hertford County Schools,,State Of North Carolina,M,,0.345,0.429,0.244,0.43
0-3 Years,2016,470LEA,Hoke County Schools,,State Of North Carolina,E,,0.446,0.429,0.227,0.43
0-3 Years,2016,470LEA,Hoke County Schools,,State Of North Carolina,H,,0.319,0.429,0.231,0.43
0-3 Years,2016,470LEA,Hoke County Schools,,State Of North Carolina,M,,0.361,0.429,0.244,0.43
0-3 Years,2016,470LEA,Hoke County Schools,,State Of North Carolina,T,,0.444,0.429,0.253,0.43
0-3 Years,2016,480LEA,Hyde County Schools,,State Of North Carolina,A,,0.1,0.333,0.227,0.43
0-3 Years,2016,480LEA,Hyde County Schools,,State Of North Carolina,E,,0.412,0.333,0.227,0.43
0-3 Years,2016,480LEA,Hyde County Schools,,State Of North Carolina,H,,,0.333,0.231,0.43
0-3 Years,2016,480LEA,Hyde County Schools,,State Of North Carolina,M,,,0.333,0.244,0.43
0-3 Years,2016,480LEA,Hyde County Schools,,State Of North Carolina,T,,0.36,0.333,0.253,0.43
0-3 Years,2016,490LEA,Iredell-Statesville Schools,,State Of North Carolina,A,,0.111,0.444,0.227,0.43
0-3 Years,2016,490LEA,Iredell-Statesville Schools,,State Of North Carolina,E,,0.146,0.444,0.227,0.43
0-3 Years,2016,490LEA,Iredell-Statesville Schools,,State Of North Carolina,H,,0.21,0.444,0.231,0.43
0-3 Years,2016,490LEA,Iredell-Statesville Schools,,State Of North Carolina,M,,0.178,0.444,0.244,0.43
0-3 Years,2016,490LEA,Iredell-Statesville Schools,,State Of North Carolina,T,,0.125,0.444,0.253,0.43
0-3 Years,2016,491LEA,Mooresville City Schools,,State Of North Carolina,E,,0.161,0.625,0.227,0.43
0-3 Years,2016,491LEA,Mooresville City Schools,,State Of North Carolina,H,,0.191,0.625,0.231,0.43
0-3 Years,2016,491LEA,Mooresville City Schools,,State Of North Carolina,M,,0.22,0.625,0.244,0.43
0-3 Years,2016,500LEA,Jackson County Schools,,State Of North Carolina,A,,0.0,0.556,0.227,0.43
0-3 Years,2016,500LEA,Jackson County Schools,,State Of North Carolina,E,,0.308,0.556,0.227,0.43
0-3 Years,2016,500LEA,Jackson County Schools,,State Of North Carolina,H,,0.238,0.556,0.231,0.43
0-3 Years,2016,500LEA,Jackson County Schools,,State Of North Carolina,I,,0.329,0.556,0.255,0.43
0-3 Years,2016,500LEA,Jackson County Schools,,State Of North Carolina,T,,0.357,0.556,0.253,0.43
0-3 Years,2016,510LEA,Johnston County Schools,,State Of North Carolina,E,,0.215,0.477,0.227,0.43
0-3 Years,2016,510LEA,Johnston County Schools,,State Of North Carolina,H,,0.186,0.477,0.231,0.43
0-3 Years,2016,510LEA,Johnston County Schools,,State Of North Carolina,I,,0.089,0.477,0.255,0.43
0-3 Years,2016,510LEA,Johnston County Schools,,State Of North Carolina,M,,0.255,0.477,0.244,0.43
0-3 Years,2016,510LEA,Johnston County Schools,,State Of North Carolina,T,,0.091,0.477,0.253,0.43
0-3 Years,2016,520LEA,Jones County Schools,,State Of North Carolina,E,,0.207,0.667,0.227,0.43
0-3 Years,2016,520LEA,Jones County Schools,,State Of North Carolina,H,,0.143,0.667,0.231,0.43
0-3 Years,2016,520LEA,Jones County Schools,,State Of North Carolina,M,,0.154,0.667,0.244,0.43
0-3 Years,2016,530LEA,Lee County Schools,,State Of North Carolina,A,,0.4,0.5,0.227,0.43
0-3 Years,2016,530LEA,Lee County Schools,,State Of North Carolina,E,,0.321,0.5,0.227,0.43
0-3 Years,2016,530LEA,Lee County Schools,,State Of North Carolina,H,,0.374,0.5,0.231,0.43
0-3 Years,2016,530LEA,Lee County Schools,,State Of North Carolina,M,,0.451,0.5,0.244,0.43
0-3 Years,2016,530LEA,Lee County Schools,,State Of North Carolina,T,,0.273,0.5,0.253,0.43
0-3 Years,2016,540LEA,Lenoir County Public Schools,,State Of North Carolina,A,,0.111,0.706,0.227,0.43
0-3 Years,2016,540LEA,Lenoir County Public Schools,,State Of North Carolina,E,,0.227,0.706,0.227,0.43
