metrics,year,unit_code,Lea_Name,School_Name,State_Name,category_cd,pct,num,lea_num,lea_pct,st_num,st_pct
GCE_ALL,2016,010LEA,Alamance-Burlington Schools,,State Of North Carolina,,,,259.0,0.143,13690.0,0.112
GCE_ALL,2016,020LEA,Alexander County Schools,,State Of North Carolina,,,,45.0,0.109,13690.0,0.112
GCE_ALL,2016,030LEA,Alleghany County Schools,,State Of North Carolina,,,,29.0,0.261,13690.0,0.112
GCE_ALL,2016,040LEA,Anson County Schools,,State Of North Carolina,,,,62.0,0.246,13690.0,0.112
GCE_ALL,2016,050LEA,Ashe County Schools,,State Of North Carolina,,,,48.0,0.185,13690.0,0.112
GCE_ALL,2016,060LEA,Avery County Schools,,State Of North Carolina,,,,60.0,0.361,13690.0,0.112
GCE_ALL,2016,070LEA,Beaufort County Schools,,State Of North Carolina,,,,104.0,0.191,13690.0,0.112
GCE_ALL,2016,080LEA,Bertie County Schools,,State Of North Carolina,,,,17.0,0.105,13690.0,0.112
GCE_ALL,2016,090LEA,Bladen County Schools,,State Of North Carolina,,,,73.0,0.192,13690.0,0.112
GCE_ALL,2016,100LEA,Brunswick County Schools,,State Of North Carolina,,,,227.0,0.231,13690.0,0.112
GCE_ALL,2016,110LEA,Buncombe County Schools,,State Of North Carolina,,,,211.0,0.112,13690.0,0.112
GCE_ALL,2016,111LEA,Asheville City Schools,,State Of North Carolina,,,,28.0,0.068,13690.0,0.112
GCE_ALL,2016,120LEA,Burke County Schools,,State Of North Carolina,,,,163.0,0.168,13690.0,0.112
GCE_ALL,2016,130LEA,Cabarrus County Schools,,State Of North Carolina,,,,142.0,0.058,13690.0,0.112
GCE_ALL,2016,132LEA,Kannapolis City Schools,,State Of North Carolina,,,,39.0,0.087,13690.0,0.112
GCE_ALL,2016,140LEA,Caldwell County Schools,,State Of North Carolina,,,,66.0,0.069,13690.0,0.112
GCE_ALL,2016,150LEA,Camden County Schools,,State Of North Carolina,,,,12.0,0.09,13690.0,0.112
GCE_ALL,2016,160LEA,Carteret County Public Schools,,State Of North Carolina,,,,96.0,0.16,13690.0,0.112
GCE_ALL,2016,170LEA,Caswell County Schools,,State Of North Carolina,,,,6.0,0.027,13690.0,0.112
GCE_ALL,2016,180LEA,Catawba County Schools,,State Of North Carolina,,,,175.0,0.139,13690.0,0.112
