year,agency_code,poverty,number_of_teachers,beg_teacher,pct_beg_teachers,prov_teachers,pct_prov_teachers,num_prin,inexp_count_prin,pct_inexp_prin
2019,190310,HIGH,11.0,3.0,0.2727,0.0,0.0,,,
2019,190312,HIGH,50.0,14.0,0.28,1.0,0.02,,,
2019,190316,NEITHER,32.0,4.0,0.125,0.0,0.0,,,
2019,190328,LOW,32.0,5.0,0.1563,0.0,0.0,,,
2019,190332,NEITHER,25.0,2.0,0.08,1.0,0.04,,,
2019,190336,HIGH,70.0,9.0,0.1286,2.0,0.0286,,,
2019,190339,LOW,49.0,9.0,0.1837,0.0,0.0,,,
2019,190340,NEITHER,27.0,3.0,0.1111,1.0,0.037000000000000005,,,
2019,190341,LOW,50.0,10.0,0.2,0.0,0.0,,,
2019,190342,LOW,93.0,10.0,0.1075,0.0,0.0,,,
2019,190346,LOW,54.0,10.0,0.1852,1.0,0.0185,,,
2019,190348,NEITHER,56.0,4.0,0.0714,1.0,0.0179,,,
2019,190350,HIGH,54.0,8.0,0.1481,0.0,0.0,,,
2019,190352,NEITHER,30.0,2.0,0.0667,0.0,0.0,,,
2019,190370,HIGH,70.0,10.0,0.1429,0.0,0.0,,,
2019,19A000,LOW,41.0,4.0,0.0976,0.0,0.0,,,
2019,19B000,LOW,48.0,5.0,0.1042,0.0,0.0,,,
2019,19C000,LOW,23.0,3.0,0.1304,0.0,0.0,,,
2019,200304,HIGH,30.0,2.0,0.0667,0.0,0.0,,,
2019,200308,NEITHER,25.0,1.0,0.04,0.0,0.0,,,
2019,200310,NEITHER,23.0,4.0,0.1739,0.0,0.0,,,
2019,200312,HIGH,16.0,1.0,0.0625,0.0,0.0,,,
2019,200314,NEITHER,18.0,1.0,0.0556,0.0,0.0,,,
2019,200320,NEITHER,21.0,3.0,0.1429,0.0,0.0,,,
2019,200322,HIGH,10.0,1.0,0.1,0.0,0.0,,,
2019,200324,HIGH,44.0,5.0,0.1136,0.0,0.0,,,
2019,200328,NEITHER,39.0,6.0,0.1538,0.0,0.0,,,
2019,200330,NEITHER,28.0,5.0,0.1786,1.0,0.0357,,,
2019,200332,HIGH,16.0,1.0,0.0625,0.0,0.0,,,
2019,200336,HIGH,25.0,4.0,0.16,1.0,0.04,,,
2019,200350,NEITHER,7.0,0.0,0.0,0.0,0.0,,,
2019,20A000,NEITHER,19.0,3.0,0.1579,0.0,0.0,,,
2019,210304,NEITHER,33.0,2.0,0.0606,0.0,0.0,,,
2019,210306,NEITHER,31.0,6.0,0.1935,0.0,0.0,,,
2019,210312,NEITHER,45.0,5.0,0.1111,0.0,0.0,,,
2019,210316,HIGH,35.0,3.0,0.0857,0.0,0.0,,,
2019,220308,NEITHER,40.0,4.0,0.1,0.0,0.0,,,
2019,220310,NEITHER,33.0,1.0,0.0303,0.0,0.0,,,
2019,220312,NEITHER,29.0,2.0,0.069,0.0,0.0,,,
2019,230304,NEITHER,33.0,1.0,0.0303,0.0,0.0,,,
2019,230308,NEITHER,35.0,0.0,0.0,0.0,0.0,,,
2019,230312,LOW,71.0,7.0,0.0986,0.0,0.0,,,
2019,230316,NEITHER,53.0,3.0,0.0566,0.0,0.0,,,
2019,230320,NEITHER,20.0,0.0,0.0,0.0,0.0,,,
2019,230322,LOW,11.0,0.0,0.0,0.0,0.0,,,
2019,230324,LOW,77.0,7.0,0.0909,1.0,0.013000000000000001,,,
2019,230328,NEITHER,59.0,4.0,0.0678,0.0,0.0,,,
2019,230330,NEITHER,19.0,2.0,0.1053,0.0,0.0,,,
2019,230334,NEITHER,22.0,3.0,0.1364,0.0,0.0,,,
2019,230336,NEITHER,34.0,8.0,0.2353,0.0,0.0,,,
2019,230340,NEITHER,36.0,1.0,0.0278,0.0,0.0,,,
2019,230342,HIGH,26.0,2.0,0.0769,0.0,0.0,,,
2019,230344,NEITHER,25.0,3.0,0.12,0.0,0.0,,,
2019,230346,HIGH,32.0,4.0,0.125,0.0,0.0,,,
2019,230348,NEITHER,27.0,1.0,0.037000000000000005,0.0,0.0,,,
2019,230350,LOW,80.0,4.0,0.05,0.0,0.0,,,
2019,230351,NEITHER,43.0,9.0,0.2093,0.0,0.0,,,
2019,230352,NEITHER,45.0,2.0,0.0444,0.0,0.0,,,
2019,230355,NEITHER,26.0,2.0,0.0769,0.0,0.0,,,
2019,230357,NEITHER,24.0,1.0,0.0417,0.0,0.0,,,
2019,230359,NEITHER,19.0,1.0,0.0526,0.0,0.0,,,
2019,230361,NEITHER,58.0,5.0,0.0862,0.0,0.0,,,
2019,230362,NEITHER,35.0,7.0,0.2,0.0,0.0,,,
2019,230364,NEITHER,34.0,0.0,0.0,0.0,0.0,,,
2019,230368,NEITHER,45.0,5.0,0.1111,0.0,0.0,,,
2019,230370,NEITHER,32.0,0.0,0.0,0.0,0.0,,,
2019,230376,NEITHER,30.0,6.0,0.2,0.0,0.0,,,
2019,230380,LOW,24.0,3.0,0.125,0.0,0.0,,,
2019,23A000,LOW,55.0,10.0,0.1818,0.0,0.0,,,
2019,240304,NEITHER,13.0,3.0,0.2308,0.0,0.0,,,
2019,240308,NEITHER,24.0,3.0,0.125,0.0,0.0,,,
2019,240328,NEITHER,31.0,2.0,0.0645,0.0,0.0,,,
2019,240330,,1.0,0.0,0.0,0.0,0.0,,,
2019,240332,HIGH,24.0,5.0,0.2083,0.0,0.0,,,
2019,240334,LOW,35.0,5.0,0.1429,0.0,0.0,,,
2019,240344,NEITHER,31.0,6.0,0.1935,1.0,0.0323,,,
2019,240352,NEITHER,14.0,0.0,0.0,0.0,0.0,,,
2019,240354,NEITHER,25.0,4.0,0.16,0.0,0.0,,,
2019,240356,NEITHER,16.0,3.0,0.1875,0.0,0.0,,,
2019,240368,NEITHER,15.0,1.0,0.0667,0.0,0.0,,,
2019,240370,NEITHER,21.0,0.0,0.0,0.0,0.0,,,
2019,240371,LOW,51.0,2.0,0.0392,0.0,0.0,,,
2019,240372,NEITHER,31.0,3.0,0.0968,0.0,0.0,,,
2019,240373,LOW,13.0,2.0,0.1538,0.0,0.0,,,
2019,240376,NEITHER,14.0,3.0,0.2143,0.0,0.0,,,
2019,240380,NEITHER,35.0,1.0,0.0286,0.0,0.0,,,
2019,240388,NEITHER,50.0,2.0,0.04,0.0,0.0,,,
2019,241304,HIGH,39.0,5.0,0.1282,0.0,0.0,,,
2019,241308,HIGH,38.0,5.0,0.1316,0.0,0.0,,,
2019,241312,HIGH,11.0,1.0,0.0909,0.0,0.0,,,
2019,241316,HIGH,52.0,3.0,0.0577,0.0,0.0,,,
2019,241320,HIGH,41.0,4.0,0.0976,0.0,0.0,,,
2019,24B000,HIGH,7.0,0.0,0.0,0.0,0.0,,,
2019,24N000,NEITHER,37.0,10.0,0.2703,1.0,0.027000000000000003,,,
2019,250304,NEITHER,41.0,2.0,0.0488,0.0,0.0,,,
2019,250306,NEITHER,31.0,5.0,0.1613,0.0,0.0,,,
2019,250308,NEITHER,31.0,4.0,0.129,1.0,0.0323,,,
2019,250312,NEITHER,48.0,12.0,0.25,0.0,0.0,,,
2019,250314,LOW,11.0,2.0,0.1818,0.0,0.0,,,
2019,250316,LOW,33.0,5.0,0.1515,0.0,0.0,,,
2019,250320,HIGH,54.0,13.0,0.2407,0.0,0.0,,,
2019,250321,LOW,10.0,2.0,0.2,0.0,0.0,,,
2019,250324,NEITHER,40.0,4.0,0.1,0.0,0.0,,,
2019,250328,NEITHER,25.0,4.0,0.16,0.0,0.0,,,
2019,250332,NEITHER,56.0,13.0,0.2321,0.0,0.0,,,
2019,250336,HIGH,27.0,5.0,0.1852,0.0,0.0,,,
2019,250340,NEITHER,71.0,14.0,0.1972,0.0,0.0,,,
2019,250344,NEITHER,26.0,8.0,0.3077,0.0,0.0,,,
2019,250348,HIGH,35.0,7.0,0.2,0.0,0.0,,,
2019,250350,NEITHER,34.0,8.0,0.2353,0.0,0.0,,,
2019,250356,NEITHER,101.0,15.0,0.1485,1.0,0.0099,,,
2019,250360,HIGH,29.0,7.0,0.2414,0.0,0.0,,,
2019,250362,NEITHER,25.0,6.0,0.24,0.0,0.0,,,
2019,250364,HIGH,32.0,11.0,0.3438,0.0,0.0,,,
2019,250368,NEITHER,31.0,5.0,0.1613,0.0,0.0,,,
2019,250372,NEITHER,62.0,11.0,0.1774,0.0,0.0,,,
2019,250376,NEITHER,50.0,9.0,0.18,1.0,0.02,,,
2019,250378,NEITHER,36.0,3.0,0.0833,0.0,0.0,,,
2019,250380,NEITHER,41.0,10.0,0.2439,1.0,0.0244,,,
2019,260302,NEITHER,19.0,4.0,0.2105,0.0,0.0,,,
2019,260306,NEITHER,38.0,4.0,0.1053,0.0,0.0,,,
2019,260308,HIGH,18.0,1.0,0.0556,0.0,0.0,,,
2019,260310,HIGH,38.0,8.0,0.2105,0.0,0.0,,,
2019,260312,NEITHER,8.0,2.0,0.25,0.0,0.0,,,
2019,260316,HIGH,19.0,4.0,0.2105,0.0,0.0,,,
2019,260318,LOW,112.0,11.0,0.0982,0.0,0.0,,,
2019,260320,HIGH,46.0,9.0,0.1957,0.0,0.0,,,
2019,260321,HIGH,47.0,14.0,0.2979,0.0,0.0,,,
2019,260322,HIGH,83.0,26.0,0.3133,0.0,0.0,,,
2019,260325,NEITHER,90.0,6.0,0.0667,0.0,0.0,,,
2019,260326,HIGH,48.0,12.0,0.25,0.0,0.0,,,
2019,260332,LOW,31.0,4.0,0.129,0.0,0.0,,,
2019,260336,NEITHER,39.0,14.0,0.359,0.0,0.0,,,
2019,260338,HIGH,57.0,19.0,0.3333,0.0,0.0,,,
2019,260340,HIGH,39.0,6.0,0.1538,0.0,0.0,,,
2019,260342,NEITHER,36.0,4.0,0.1111,0.0,0.0,,,
2019,260344,HIGH,26.0,8.0,0.3077,0.0,0.0,,,
2019,260347,NEITHER,14.0,2.0,0.1429,0.0,0.0,,,
2019,260348,HIGH,43.0,17.0,0.3953,0.0,0.0,,,
2019,260352,HIGH,30.0,11.0,0.3667,0.0,0.0,,,
2019,260354,NEITHER,14.0,0.0,0.0,0.0,0.0,,,
2019,260356,NEITHER,23.0,1.0,0.0435,0.0,0.0,,,
2019,260357,NEITHER,80.0,7.0,0.0875,0.0,0.0,,,
2019,260358,HIGH,44.0,11.0,0.25,0.0,0.0,,,
2019,260359,HIGH,62.0,12.0,0.1935,0.0,0.0,,,
2019,260361,HIGH,22.0,8.0,0.3636,0.0,0.0,,,
2019,260362,NEITHER,65.0,11.0,0.1692,0.0,0.0,,,
2019,260363,HIGH,22.0,1.0,0.0455,0.0,0.0,,,
2019,260364,NEITHER,52.0,8.0,0.1538,0.0,0.0,,,
2019,260365,HIGH,52.0,5.0,0.0962,0.0,0.0,,,
2019,260366,NEITHER,51.0,18.0,0.3529,0.0,0.0,,,
2019,260367,HIGH,58.0,20.0,0.3448,0.0,0.0,,,
2019,260368,NEITHER,41.0,13.0,0.3171,0.0,0.0,,,
2019,260369,LOW,65.0,8.0,0.1231,0.0,0.0,,,
2019,260370,NEITHER,51.0,18.0,0.3529,0.0,0.0,,,
2019,260371,HIGH,30.0,4.0,0.1333,0.0,0.0,,,
2019,260372,HIGH,45.0,14.0,0.3111,0.0,0.0,,,
2019,260373,NEITHER,61.0,11.0,0.1803,0.0,0.0,,,
2019,260374,HIGH,13.0,3.0,0.2308,0.0,0.0,,,
2019,260375,NEITHER,32.0,9.0,0.2813,0.0,0.0,,,
2019,260380,NEITHER,28.0,9.0,0.3214,0.0,0.0,,,
2019,260382,HIGH,31.0,4.0,0.129,1.0,0.0323,,,
2019,260383,NEITHER,69.0,12.0,0.1739,0.0,0.0,,,
2019,260386,HIGH,30.0,6.0,0.2,0.0,0.0,,,
2019,260388,LOW,22.0,1.0,0.0455,0.0,0.0,,,
2019,260396,HIGH,38.0,6.0,0.1579,0.0,0.0,,,
2019,260397,NEITHER,61.0,10.0,0.1639,0.0,0.0,,,
2019,260398,NEITHER,41.0,10.0,0.2439,0.0,0.0,,,
2019,260400,HIGH,37.0,9.0,0.2432,0.0,0.0,,,
2019,260401,HIGH,42.0,17.0,0.4048,0.0,0.0,,,
2019,260402,HIGH,28.0,11.0,0.3929,0.0,0.0,,,
2019,260403,NEITHER,55.0,14.0,0.2545,0.0,0.0,,,
2019,260404,HIGH,39.0,13.0,0.3333,0.0,0.0,,,
2019,260405,HIGH,24.0,7.0,0.2917,1.0,0.0417,,,
2019,260406,NEITHER,52.0,12.0,0.2308,0.0,0.0,,,
2019,260407,NEITHER,51.0,14.0,0.2745,0.0,0.0,,,
2019,260408,NEITHER,91.0,10.0,0.1099,0.0,0.0,,,
2019,260410,HIGH,31.0,16.0,0.5161,0.0,0.0,,,
2019,260411,NEITHER,31.0,4.0,0.129,0.0,0.0,,,
2019,260412,NEITHER,16.0,3.0,0.1875,0.0,0.0,,,
2019,260413,HIGH,20.0,4.0,0.2,1.0,0.05,,,
2019,260414,HIGH,52.0,20.0,0.3846,0.0,0.0,,,
2019,260415,NEITHER,46.0,7.0,0.1522,0.0,0.0,,,
2019,260416,HIGH,23.0,2.0,0.087,0.0,0.0,,,
2019,260417,NEITHER,35.0,8.0,0.2286,1.0,0.0286,,,
2019,260418,NEITHER,32.0,4.0,0.125,0.0,0.0,,,
2019,260419,NEITHER,18.0,2.0,0.1111,0.0,0.0,,,
2019,260424,NEITHER,93.0,17.0,0.1828,0.0,0.0,,,
2019,260425,HIGH,45.0,9.0,0.2,0.0,0.0,,,
2019,260426,HIGH,31.0,8.0,0.2581,0.0,0.0,,,
2019,260427,NEITHER,102.0,15.0,0.1471,0.0,0.0,,,
2019,260428,HIGH,40.0,8.0,0.2,1.0,0.025,,,
2019,260430,NEITHER,25.0,2.0,0.08,0.0,0.0,,,
2019,260432,NEITHER,15.0,2.0,0.1333,0.0,0.0,,,
2019,260434,LOW,58.0,11.0,0.1897,0.0,0.0,,,
2019,260440,HIGH,24.0,6.0,0.25,0.0,0.0,,,
2019,260444,HIGH,19.0,6.0,0.3158,0.0,0.0,,,
2019,260446,NEITHER,67.0,12.0,0.1791,1.0,0.0149,,,
2019,260448,NEITHER,35.0,5.0,0.1429,0.0,0.0,,,
2019,260449,HIGH,19.0,4.0,0.2105,0.0,0.0,,,
2019,260450,HIGH,32.0,6.0,0.1875,0.0,0.0,,,
2019,260452,HIGH,39.0,15.0,0.3846,2.0,0.0513,,,
2019,260454,HIGH,49.0,10.0,0.2041,0.0,0.0,,,
2019,260455,HIGH,73.0,14.0,0.1918,0.0,0.0,,,
2019,260459,HIGH,28.0,2.0,0.0714,0.0,0.0,,,
2019,260700,NEITHER,13.0,0.0,0.0,0.0,0.0,,,
2019,26B000,NEITHER,31.0,7.0,0.2258,0.0,0.0,,,
2019,26C000,NEITHER,42.0,12.0,0.2857,1.0,0.0238,,,
2019,270304,NEITHER,20.0,1.0,0.05,0.0,0.0,,,
2019,270306,LOW,67.0,7.0,0.1045,0.0,0.0,,,
2019,270308,NEITHER,33.0,3.0,0.0909,0.0,0.0,,,
2019,270309,NEITHER,25.0,4.0,0.16,0.0,0.0,,,
2019,270310,NEITHER,34.0,3.0,0.0882,0.0,0.0,,,
2019,270311,LOW,12.0,1.0,0.0833,0.0,0.0,,,
2019,270312,NEITHER,9.0,0.0,0.0,0.0,0.0,,,
2019,270316,LOW,33.0,6.0,0.1818,0.0,0.0,,,
2019,270318,LOW,37.0,6.0,0.1622,0.0,0.0,,,
2019,270320,NEITHER,25.0,1.0,0.04,0.0,0.0,,,
2019,27A000,LOW,4.0,3.0,0.75,0.0,0.0,,,
2019,280302,NEITHER,33.0,3.0,0.0909,0.0,0.0,,,
2019,280304,NEITHER,39.0,4.0,0.1026,1.0,0.0256,,,
2019,280306,LOW,6.0,0.0,0.0,0.0,0.0,,,
2019,280308,LOW,37.0,6.0,0.1622,0.0,0.0,,,
2019,280310,LOW,49.0,3.0,0.0612,0.0,0.0,,,
2019,280312,NEITHER,63.0,9.0,0.1429,0.0,0.0,,,
2019,280316,NEITHER,47.0,1.0,0.0213,0.0,0.0,,,
2019,280320,NEITHER,40.0,3.0,0.075,0.0,0.0,,,
2019,280324,NEITHER,31.0,1.0,0.0323,0.0,0.0,,,
2019,280328,LOW,53.0,2.0,0.0377,0.0,0.0,,,
2019,280330,LOW,63.0,3.0,0.0476,0.0,0.0,,,
2019,290302,NEITHER,23.0,3.0,0.1304,0.0,0.0,,,
2019,290306,LOW,31.0,4.0,0.129,0.0,0.0,,,
2019,290307,NEITHER,27.0,5.0,0.1852,0.0,0.0,,,
2019,290308,NEITHER,57.0,4.0,0.0702,0.0,0.0,,,
2019,290309,NEITHER,50.0,9.0,0.18,1.0,0.02,,,
2019,290310,NEITHER,16.0,0.0,0.0,0.0,0.0,,,
2019,290312,NEITHER,36.0,1.0,0.0278,0.0,0.0,,,
2019,290314,HIGH,13.0,1.0,0.0769,0.0,0.0,,,
2019,290315,LOW,7.0,0.0,0.0,0.0,0.0,,,
2019,290316,NEITHER,35.0,5.0,0.1429,0.0,0.0,,,
2019,290320,NEITHER,28.0,3.0,0.1071,0.0,0.0,,,
2019,290322,NEITHER,48.0,6.0,0.125,0.0,0.0,,,
2019,290324,LOW,55.0,6.0,0.1091,1.0,0.0182,,,
2019,290328,NEITHER,38.0,5.0,0.1316,0.0,0.0,,,
2019,290330,LOW,28.0,4.0,0.1429,0.0,0.0,,,
2019,290332,NEITHER,37.0,2.0,0.0541,0.0,0.0,,,
2019,290333,LOW,31.0,2.0,0.0645,0.0,0.0,,,
2019,290334,NEITHER,47.0,5.0,0.1064,0.0,0.0,,,
2019,290336,LOW,64.0,6.0,0.0938,0.0,0.0,,,
2019,290344,LOW,36.0,3.0,0.0833,0.0,0.0,,,
2019,290348,LOW,75.0,6.0,0.08,0.0,0.0,,,
2019,290349,LOW,49.0,6.0,0.1224,0.0,0.0,,,
2019,290350,LOW,43.0,2.0,0.0465,0.0,0.0,,,
2019,290351,LOW,47.0,8.0,0.1702,0.0,0.0,,,
2019,290352,NEITHER,30.0,2.0,0.0667,0.0,0.0,,,
2019,290356,NEITHER,25.0,1.0,0.04,0.0,0.0,,,
2019,290364,HIGH,23.0,4.0,0.1739,0.0,0.0,,,
2019,290365,NEITHER,34.0,4.0,0.1176,0.0,0.0,,,
2019,290366,NEITHER,44.0,5.0,0.1136,0.0,0.0,,,
2019,290367,NEITHER,24.0,2.0,0.0833,0.0,0.0,,,
2019,290375,NEITHER,26.0,3.0,0.1154,0.0,0.0,,,
2019,290376,NEITHER,42.0,1.0,0.0238,0.0,0.0,,,
2019,290380,LOW,45.0,4.0,0.0889,0.0,0.0,,,
2019,290384,NEITHER,36.0,4.0,0.1111,0.0,0.0,,,
2019,290388,NEITHER,49.0,3.0,0.0612,0.0,0.0,,,
2019,290389,NEITHER,14.0,0.0,0.0,0.0,0.0,,,
2019,291308,HIGH,32.0,7.0,0.2188,0.0,0.0,,,
2019,291332,HIGH,49.0,11.0,0.2245,0.0,0.0,,,
2019,291336,HIGH,57.0,10.0,0.1754,1.0,0.0175,,,
2019,291340,HIGH,29.0,3.0,0.1034,0.0,0.0,,,
2019,291348,HIGH,29.0,3.0,0.1034,0.0,0.0,,,
2019,291350,NEITHER,5.0,1.0,0.2,0.0,0.0,,,
2019,291352,HIGH,31.0,9.0,0.2903,0.0,0.0,,,
2019,292316,HIGH,29.0,9.0,0.3103,0.0,0.0,,,
2019,292318,HIGH,55.0,15.0,0.2727,0.0,0.0,,,
2019,292320,HIGH,44.0,12.0,0.2727,0.0,0.0,,,
2019,292324,NEITHER,53.0,11.0,0.2075,0.0,0.0,,,
2019,295300,HIGH,14.0,5.0,0.3571,0.0,0.0,,,
2019,29A000,LOW,21.0,5.0,0.2381,0.0,0.0,,,
2019,300306,NEITHER,5.0,0.0,0.0,0.0,0.0,,,
2019,300308,HIGH,37.0,4.0,0.1081,0.0,0.0,,,
2019,300310,NEITHER,32.0,1.0,0.0313,0.0,0.0,,,
2019,300312,NEITHER,113.0,9.0,0.0796,0.0,0.0,,,
2019,300314,NEITHER,7.0,1.0,0.1429,0.0,0.0,,,
2019,300320,NEITHER,42.0,2.0,0.0476,0.0,0.0,,,
2019,300325,NEITHER,37.0,3.0,0.0811,0.0,0.0,,,
2019,300326,LOW,35.0,5.0,0.1429,0.0,0.0,,,
2019,300328,LOW,38.0,2.0,0.0526,0.0,0.0,,,
2019,300330,NEITHER,41.0,1.0,0.0244,0.0,0.0,,,
2019,300336,NEITHER,33.0,2.0,0.0606,0.0,0.0,,,
2019,300337,LOW,39.0,1.0,0.0256,0.0,0.0,,,
2019,310304,NEITHER,73.0,19.0,0.2603,0.0,0.0,,,
2019,310308,NEITHER,60.0,6.0,0.1,0.0,0.0,,,
2019,310330,NEITHER,37.0,5.0,0.1351,0.0,0.0,,,
2019,310336,HIGH,73.0,16.0,0.2192,0.0,0.0,,,
2019,310338,NEITHER,11.0,3.0,0.2727,0.0,0.0,,,
2019,310344,NEITHER,56.0,3.0,0.0536,0.0,0.0,,,
2019,310352,NEITHER,40.0,11.0,0.275,2.0,0.05,,,
2019,310356,HIGH,46.0,5.0,0.1087,1.0,0.0217,,,
2019,310360,NEITHER,46.0,9.0,0.1957,0.0,0.0,,,
2019,310364,NEITHER,38.0,8.0,0.2105,0.0,0.0,,,
2019,310384,HIGH,79.0,20.0,0.2532,0.0,0.0,,,
2019,310388,HIGH,82.0,16.0,0.1951,0.0,0.0,,,
2019,310392,NEITHER,39.0,5.0,0.1282,0.0,0.0,,,
2019,320304,HIGH,56.0,20.0,0.3571,1.0,0.0179,,,
2019,320306,HIGH,48.0,8.0,0.1667,1.0,0.0208,,,
2019,320308,HIGH,34.0,4.0,0.1176,1.0,0.0294,,,
2019,320309,NEITHER,17.0,0.0,0.0,0.0,0.0,,,
2019,320310,HIGH,46.0,15.0,0.3261,1.0,0.0217,,,
2019,320312,NEITHER,120.0,20.0,0.1667,0.0,0.0,,,
2019,320313,LOW,39.0,3.0,0.0769,0.0,0.0,,,
2019,320314,NEITHER,51.0,8.0,0.1569,2.0,0.0392,,,
2019,320315,HIGH,41.0,12.0,0.2927,0.0,0.0,,,
2019,320316,NEITHER,64.0,10.0,0.1563,0.0,0.0,,,
2019,320317,NEITHER,26.0,4.0,0.1538,0.0,0.0,,,
2019,320318,NEITHER,39.0,9.0,0.2308,1.0,0.0256,,,
2019,320319,NEITHER,63.0,15.0,0.2381,0.0,0.0,,,
2019,320320,HIGH,56.0,16.0,0.2857,2.0,0.0357,,,
2019,320322,NEITHER,18.0,6.0,0.3333,0.0,0.0,,,
2019,320323,NEITHER,115.0,16.0,0.1391,1.0,0.0087,,,
2019,320324,NEITHER,64.0,11.0,0.1719,0.0,0.0,,,
2019,320325,NEITHER,100.0,24.0,0.24,2.0,0.02,,,
2019,320327,NEITHER,55.0,17.0,0.3091,0.0,0.0,,,
2019,320328,HIGH,61.0,14.0,0.2295,0.0,0.0,,,
2019,320329,,3.0,0.0,0.0,0.0,0.0,,,
2019,320332,NEITHER,62.0,13.0,0.2097,0.0,0.0,,,
2019,320336,LOW,20.0,1.0,0.05,0.0,0.0,,,
2019,320338,NEITHER,36.0,8.0,0.2222,1.0,0.0278,,,
2019,320339,HIGH,56.0,6.0,0.1071,0.0,0.0,,,
2019,320340,NEITHER,48.0,11.0,0.2292,1.0,0.0208,,,
2019,320341,HIGH,23.0,1.0,0.0435,0.0,0.0,,,
2019,320342,NEITHER,27.0,3.0,0.1111,0.0,0.0,,,
2019,320343,NEITHER,37.0,11.0,0.2973,0.0,0.0,,,
2019,320344,HIGH,25.0,4.0,0.16,1.0,0.04,,,
2019,320346,HIGH,50.0,8.0,0.16,3.0,0.06,,,
2019,320347,LOW,35.0,3.0,0.0857,0.0,0.0,,,
2019,320348,LOW,27.0,2.0,0.0741,0.0,0.0,,,
2019,320352,HIGH,54.0,15.0,0.2778,0.0,0.0,,,
2019,320353,LOW,8.0,0.0,0.0,0.0,0.0,,,
2019,320354,NEITHER,23.0,3.0,0.1304,0.0,0.0,,,
2019,320355,HIGH,65.0,24.0,0.3692,3.0,0.0462,,,
2019,320356,NEITHER,101.0,16.0,0.1584,0.0,0.0,,,
2019,320360,HIGH,53.0,14.0,0.2642,0.0,0.0,,,
2019,320362,NEITHER,49.0,9.0,0.1837,0.0,0.0,,,
2019,320363,NEITHER,39.0,5.0,0.1282,0.0,0.0,,,
2019,320364,LOW,56.0,5.0,0.0893,0.0,0.0,,,
2019,320365,NEITHER,114.0,19.0,0.1667,0.0,0.0,,,
2019,320366,NEITHER,70.0,13.0,0.1857,0.0,0.0,,,
2019,320367,HIGH,45.0,5.0,0.1111,0.0,0.0,,,
2019,320368,NEITHER,93.0,22.0,0.2366,1.0,0.0108,,,
2019,320369,NEITHER,58.0,11.0,0.1897,0.0,0.0,,,
2019,320370,NEITHER,49.0,4.0,0.0816,0.0,0.0,,,
2019,320372,NEITHER,58.0,5.0,0.0862,0.0,0.0,,,
2019,320374,HIGH,31.0,9.0,0.2903,0.0,0.0,,,
2019,320376,NEITHER,47.0,6.0,0.1277,1.0,0.0213,,,
2019,320388,HIGH,42.0,7.0,0.1667,0.0,0.0,,,
2019,320400,HIGH,32.0,7.0,0.2188,0.0,0.0,,,
2019,320701,NEITHER,24.0,6.0,0.25,0.0,0.0,,,
2019,32A000,HIGH,61.0,12.0,0.1967,0.0,0.0,,,
2019,32B000,NEITHER,31.0,10.0,0.3226,1.0,0.0323,,,
2019,32C000,HIGH,22.0,5.0,0.2273,0.0,0.0,,,
2019,32D000,LOW,48.0,9.0,0.1875,1.0,0.0208,,,
2019,32H000,NEITHER,43.0,16.0,0.3721,0.0,0.0,,,
2019,32K000,NEITHER,49.0,9.0,0.1837,0.0,0.0,,,
2019,32L000,LOW,114.0,26.0,0.2281,3.0,0.0263,,,
2019,32M000,HIGH,26.0,4.0,0.1538,0.0,0.0,,,
2019,32N000,LOW,40.0,7.0,0.175,0.0,0.0,,,
2019,32P000,HIGH,33.0,8.0,0.2424,1.0,0.0303,,,
2019,32Q000,HIGH,26.0,4.0,0.1538,0.0,0.0,,,
2019,32R000,LOW,33.0,5.0,0.1515,1.0,0.0303,,,
2019,32S000,HIGH,27.0,7.0,0.2593,1.0,0.037000000000000005,,,
2019,330304,NEITHER,52.0,13.0,0.25,0.0,0.0,,,
2019,330308,NEITHER,44.0,5.0,0.1136,0.0,0.0,,,
2019,330312,NEITHER,23.0,7.0,0.3043,1.0,0.0435,,,
2019,330326,LOW,10.0,3.0,0.3,0.0,0.0,,,
2019,330328,NEITHER,27.0,10.0,0.3704,1.0,0.037000000000000005,,,
2019,330332,NEITHER,14.0,6.0,0.4286,2.0,0.1429,,,
2019,330334,NEITHER,20.0,4.0,0.2,0.0,0.0,,,
2019,330340,NEITHER,27.0,7.0,0.2593,1.0,0.037000000000000005,,,
2019,330344,NEITHER,22.0,6.0,0.2727,0.0,0.0,,,
2019,330348,NEITHER,23.0,7.0,0.3043,0.0,0.0,,,
2019,330350,NEITHER,52.0,7.0,0.1346,1.0,0.0192,,,
2019,330354,NEITHER,39.0,6.0,0.1538,0.0,0.0,,,
2019,330358,NEITHER,43.0,7.0,0.1628,2.0,0.0465,,,
2019,330360,NEITHER,51.0,25.0,0.4902,1.0,0.0196,,,
2019,33A000,NEITHER,74.0,6.0,0.0811,0.0,0.0,,,
2019,340247,,2.0,1.0,0.5,0.0,0.0,,,
2019,340308,HIGH,37.0,10.0,0.2703,0.0,0.0,,,
2019,340311,LOW,68.0,5.0,0.0735,0.0,0.0,,,
2019,340314,HIGH,40.0,5.0,0.125,0.0,0.0,,,
2019,340320,NEITHER,39.0,7.0,0.1795,0.0,0.0,,,
2019,340326,NEITHER,51.0,6.0,0.1176,0.0,0.0,,,
2019,340330,HIGH,55.0,11.0,0.2,0.0,0.0,,,
