digital_media,year,agency_code,category_code,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,Book_TitlesPer_Student,wap,wap_class,media_school,devices
1,2019,410370,E,No,-,No,-,No,-,20.64,36,0.82,2000.0,3.13
20,2019,410373,E,Yes,2:3:4:5,No,-,No,-,26.3,35,1.03,2001.0,0.79
27,2019,410376,E,No,-,No,-,No,-,54.03,22,0.69,1993.0,1.87
1,2019,410379,A,No,-,No,-,No,-,162.68,39,1.77,1998.0,4.07
33,2019,410382,E,No,-,No,-,No,-,21.16,37,1.09,2002.0,2.18
1,2019,410385,E,No,-,No,-,No,-,49.47,29,1.07,2001.0,1.33
31,2019,410388,E,No,-,No,-,No,-,21.63,37,1.12,1997.0,1.54
-,2019,410390,H,Yes,11:12,Yes,11:12,No,-,,8,1.0,,15.38
64,2019,410391,T,Yes,6:7:8:9:10:11:12,No,-,No,-,12.83,63,1.58,2003.0,0.71
1,2019,410394,H,No,-,No,-,No,-,8.1,116,1.33,1997.0,3.21
-,2019,410395,H,No,-,No,-,Yes,9:10:11:12,,13,1.63,2017.0,16.58
1,2019,410397,M,Yes,6:07:08,No,-,No,-,15.99,88,1.96,2001.0,0.78
1,2019,410398,A,Yes,6:7:8:9:10:11,No,-,No,-,56.86,25,1.09,2004.0,0.44
-,2019,410399,H,No,-,No,-,No,-,,,,,0.85
25,2019,410400,E,No,-,No,-,No,-,37.82,31,0.7,1998.0,2.58
100,2019,410401,H,No,-,No,-,No,-,0.35,,,2003.0,3.74
29,2019,410402,M,Yes,6:07:08,Yes,6:07:08,No,-,29.59,69,1.35,1999.0,0.85
32,2019,410403,E,No,-,No,-,No,-,127.55,17,1.13,2000.0,1.58
15,2019,410406,H,No,-,No,-,No,-,10.75,126,1.64,1998.0,2.22
-,2019,410407,H,No,-,No,-,No,-,,,,,0.4
-,2019,410408,H,No,-,No,-,No,-,,,,,0.85
3,2019,410409,E,No,-,No,-,No,-,23.56,63,1.5,2000.0,3.44
1,2019,410412,E,No,-,No,-,No,-,21.84,43,0.93,2004.0,1.5
43,2019,410415,M,Yes,6:07:08,No,-,No,-,40.61,53,1.66,2001.0,0.68
1,2019,410418,E,No,-,No,-,No,-,24.93,43,1.26,2003.0,1.29
23,2019,410421,M,Yes,6:07:08,No,-,No,-,15.29,85,1.47,2002.0,0.76
23,2019,410423,E,No,-,No,-,No,-,23.87,38,0.79,2000.0,3.68
36,2019,410424,E,No,-,No,-,No,-,27.15,36,0.78,2001.0,1.55
41,2019,410427,I,Yes,6:07:08,No,-,No,-,25.71,37,1.06,2002.0,1.58
30,2019,410430,E,No,-,No,-,No,-,26.84,30,0.68,2001.0,2.13
1,2019,410436,E,No,-,No,-,No,-,44.48,35,1.59,1999.0,1.28
30,2019,410437,M,Yes,6:07:08,No,-,No,-,22.29,74,1.64,2001.0,0.71
1,2019,410439,E,No,-,No,-,No,-,32.44,20,0.77,2004.0,1.5
24,2019,410442,M,Yes,7:08,No,-,No,-,16.28,70,1.32,2001.0,0.74
1,2019,410448,I,Yes,6:07:08,No,-,No,-,22.65,58,1.29,2002.0,0.81
1,2019,410451,E,No,-,No,-,No,-,27.21,41,1.14,1999.0,2.72
1,2019,410454,E,No,-,No,-,No,-,42.87,19,1.19,2000.0,1.78
2,2019,410457,I,No,-,No,-,No,-,63.99,27,2.08,2002.0,1.83
3,2019,410458,H,No,-,No,-,No,-,57.02,33,2.06,2004.0,2.1
1,2019,410460,M,Yes,7:08,No,-,No,-,21.21,71,1.25,2005.0,0.74
2,2019,410461,E,No,-,No,-,No,-,24.74,42,1.68,1999.0,1.68
1,2019,410462,E,No,-,No,-,No,-,30.8,41,1.37,2009.0,1.36
19,2019,410463,M,Yes,6:07:08,No,-,No,-,35,68,1.42,1998.0,0.85
4,2019,410464,A,No,-,No,-,No,-,42.23,32,1.45,2005.0,1.19
39,2019,410466,E,No,-,No,-,No,-,25.98,22,0.67,1999.0,2.8
1,2019,410469,E,Yes,K:1:2:3:4:5,No,-,No,-,15.23,29,0.71,2000.0,0.81
1,2019,410472,E,No,-,No,-,No,-,18.97,36,0.92,2002.0,2.28
48,2019,410478,E,Yes,4:05,No,-,No,-,52.46,28,1.17,1999.0,1.21
1,2019,410481,E,No,-,No,-,No,-,41.71,29,1.53,1994.0,2.68
100,2019,410483,H,No,-,No,-,No,-,0.88,4,0.27,2014.0,0.54
1,2019,410484,H,No,-,No,-,No,-,7.4,99,1.74,1998.0,1.84
25,2019,410486,E,No,-,No,-,No,-,31.83,29,0.71,2005.0,2.34
10,2019,410487,M,Yes,7:08,No,-,No,-,20.45,66,1.47,2003.0,0.86
1,2019,410488,M,Yes,6:07:08,No,-,No,-,17.67,65,1.35,2005.0,0.73
43,2019,410489,H,No,-,Yes,6:07:08,No,-,18.64,100,1.49,2004.0,2.37
42,2019,410490,H,No,-,No,-,No,-,10.78,129,1.21,2001.0,3.33
25,2019,410491,E,No,-,No,-,No,-,27.05,30,0.71,2003.0,2.89
24,2019,410493,M,Yes,6:07:08,No,-,No,-,19.46,74,1.37,2002.0,0.85
5,2019,410496,E,No,-,No,-,No,-,19.1,29,0.62,2001.0,2.87
35,2019,410499,E,Yes,2:3:4:5,No,-,No,-,20.56,27,0.84,2003.0,0.8
31,2019,410502,E,No,-,No,-,No,-,29.13,32,0.74,2001.0,4.22
29,2019,410505,E,No,-,No,-,No,-,37.08,51,1.21,1997.0,1.86
4,2019,410508,H,No,-,No,-,No,-,8.94,115,1.17,1995.0,4.33
5,2019,410511,E,Yes,2:3:4:5,No,-,No,-,24.3,24,0.71,2000.0,0.53
32,2019,410514,E,No,-,No,-,No,-,62.62,30,0.97,2003.0,1.06
1,2019,410517,E,No,-,No,-,No,-,68.52,23,2.09,1994.0,1.63
2,2019,410522,E,No,-,No,-,No,-,31.31,39,1.0,2000.0,-
10,2019,410523,E,No,-,No,-,No,-,25.3,35,0.92,1996.0,3.12
1,2019,410529,H,No,-,No,-,No,-,10.63,116,1.33,1999.0,1.85
41,2019,410530,E,No,-,No,-,No,-,28.87,34,1.06,2004.0,1.87
1,2019,410532,E,No,-,No,-,No,-,14.62,36,0.67,2005.0,2.42
1,2019,410533,T,Yes,6:07:08,Yes,6:07:08,No,-,3.7,24,2.67,2006.0,0.2
5,2019,410534,T,No,-,No,-,No,-,67.74,18,1.8,2003.0,0.39
36,2019,410535,E,No,-,No,-,No,-,19.87,22,0.5,2000.0,4.72
34,2019,410538,E,No,-,No,-,No,-,29.65,33,0.85,1997.0,1.82
39,2019,410541,E,No,-,No,-,No,-,35.6,35,1.13,2002.0,3.61
24,2019,410542,E,No,-,No,-,No,-,31.43,56,1.27,2010.0,3.03
14,2019,410544,H,No,-,No,-,No,-,11.15,115,1.28,1994.0,2.03
2,2019,410545,H,No,-,No,-,No,-,21.48,24,1.41,2002.0,0.73
12,2019,410547,H,No,-,No,-,No,-,13,105,1.31,1994.0,2.1
9,2019,410550,M,Yes,6:07:08,Yes,6:07:08,No,-,18.64,69,1.15,2004.0,0.82
45,2019,410553,E,No,-,No,-,No,-,39.51,19,0.9,2008.0,1.87
27,2019,410556,H,No,-,No,-,No,-,9.87,81,1.5,1998.0,1.56
1,2019,410559,E,No,-,No,-,No,-,13.63,34,0.64,2005.0,3.39
2,2019,410562,H,No,-,No,-,No,-,7.51,115,1.24,2005.0,2.28
1,2019,410565,M,Yes,6:07:08,No,-,No,-,8.7,72,1.11,1998.0,0.95
1,2019,410568,E,No,-,No,-,No,-,27.14,29,0.85,2000.0,2.69
-,2019,410569,H,No,-,No,-,No,-,,6,0.75,,2.34
1,2019,410571,E,No,-,No,-,No,-,21.79,26,0.81,2004.0,4.39
20,2019,410574,E,No,-,No,-,No,-,35.84,44,1.1,2001.0,2.55
1,2019,410577,E,No,-,No,-,No,-,16.96,30,0.75,1997.0,2.21
1,2019,410578,E,No,-,No,-,No,-,29.45,31,0.84,2001.0,1.27
-,2019,410579,H,No,-,No,-,Yes,9:10:11:12,,,,,0.75
1,2019,410580,E,No,-,No,-,No,-,30.29,36,0.86,2003.0,1.79
1,2019,410583,E,No,-,No,-,No,-,31.5,18,0.78,2003.0,3.78
41,2019,410586,E,No,-,No,-,No,-,36.31,21,0.75,2002.0,1.67
25,2019,410589,H,No,-,No,-,No,-,17.73,62,1.44,1994.0,0.62
1,2019,410592,M,Yes,6:07:08,No,-,No,-,23.93,65,2.32,2002.0,0.82
15,2019,410595,H,No,-,No,-,No,-,11.37,106,1.34,1990.0,7.25
10,2019,410598,E,Yes,K:1:2:3:4:5,No,-,No,-,46.87,37,1.37,2000.0,0.58
0,2019,41B000,I,No,-,No,-,No,-,13.09,22,0.67,2006.0,2.21
0,2019,41C000,I,No,-,No,-,No,-,3.46,15,0.83,2009.0,9.32
2,2019,41D000,I,Yes,6:07:08,Yes,6:7:8:9,No,-,12.97,62,0.95,2009.0,2.01
,2019,41F000,A,,,,,,,,,,,-
10,2019,41G000,A,Yes,7:08:09,Yes,7:08:09,No,-,11.67,67,1.63,2006.0,5.32
0,2019,41H000,A,No,-,No,-,Yes,PK:K:1:2:3:4:5:6:7:8:9:10:11,6.64,21,0.53,2008.0,4.28
0,2019,41J000,I,No,-,No,-,No,-,5.7,22,0.59,2006.0,3.05
,2019,41K000,H,,,,,,,,,,,10
90,2019,41L000,I,No,-,No,-,No,-,0.02,4,0.11,2017.0,4.65
,2019,41M000,E,,,,,,,,,,,-
,2019,41N000,E,,,,,,,,,,,-
0,2019,420304,E,No,-,No,-,No,-,56.6,27,1.04,1992.0,0.58
0,2019,420316,E,No,-,No,-,No,-,40.2,17,1.06,1997.0,0.69
0,2019,420324,M,No,-,No,-,No,-,22.64,29,1.71,1990.0,0.46
0,2019,420328,E,No,-,No,-,No,-,15.65,13,0.72,1999.0,0.56
0,2019,420336,E,No,-,No,-,No,-,48.64,18,1.2,1997.0,1.17
0,2019,420340,E,No,-,No,-,No,-,52.84,28,1.22,1986.0,0.72
5,2019,420346,H,No,-,No,-,No,-,4.63,65,1.51,1997.0,0.48
0,2019,420348,E,No,-,No,-,No,-,56.5,16,1.14,1994.0,0.78
2,2019,420358,H,No,-,No,-,No,-,34.05,51,1.13,1988.0,0.49
0,2019,420376,M,No,-,No,-,No,-,45.07,30,1.11,1990.0,0.84
1,2019,421304,E,Yes,1:2:3:4:5,No,-,No,-,17.83,65,1.44,1999.0,0.87
1,2019,421306,M,Yes,6:07:08,No,-,No,-,6.75,60,1.36,2000.0,0.81
1,2019,421316,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,13.44,106,1.96,1991.0,0.63
0,2019,421328,E,Yes,2:3:4:5,No,-,No,-,18.4,56,1.3,1999.0,0.9
1,2019,421336,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,162.64,8,1.33,1991.0,0.81
-,2019,422310,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,7,0.88,,1.1
0,2019,422314,E,Yes,PK:K:1:2:3:4,No,-,No,-,12.41,31,1.15,1996.0,2.36
0,2019,422315,H,No,-,No,-,No,-,13.26,19,0.76,1991.0,1.04
0,2019,422318,M,Yes,5:6:7:8,No,-,No,-,30.15,23,1.1,2009.0,0.69
-,2019,42A000,I,No,-,No,-,No,-,,47,1.18,,2.56
1,2019,430304,E,No,-,No,-,No,-,25.65,49,1.09,2003.0,0.74
1,2019,430308,E,Yes,3:04:05,No,-,No,-,41.19,51,1.28,2000.0,0.57
1,2019,430312,E,Yes,3:04:05,No,-,No,-,15.73,67,1.14,2007.0,1.02
2,2019,430316,E,Yes,K:1:2:3:4:5,No,-,No,-,30.82,32,0.73,2001.0,0.48
3,2019,430320,E,Yes,3:04:05,No,-,No,-,42.28,30,1.2,2003.0,0.71
1,2019,430328,E,Yes,3:04:05,No,-,No,-,21.06,58,1.07,2004.0,0.82
1,2019,430330,M,Yes,6:07:08,No,-,No,-,22.49,56,1.22,2004.0,0.71
3,2019,430332,M,Yes,6:07:08,No,-,No,-,25.36,48,0.98,2001.0,0.48
1,2019,430336,E,Yes,3:04:05,No,-,No,-,32.57,34,1.55,2003.0,0.58
1,2019,430340,E,No,-,No,-,No,-,43.35,22,0.92,1999.0,0.56
0,2019,430341,H,Yes,3:4:5:6:7:8:9:10:11:12,No,-,No,-,5.98,8,1.14,1980.0,1.21
1,2019,430344,E,Yes,K:1:2:3,No,-,No,-,22.73,57,1.21,2002.0,0.61
-,2019,430345,T,No,-,No,-,No,-,,5,0.38,,1
1,2019,430346,H,Yes,9:10:11:12,No,-,No,-,12.33,120,1.4,2004.0,0.6
2,2019,430347,M,Yes,6:07:08,No,-,No,-,16.53,96,1.25,2004.0,0.9
5,2019,430348,E,Yes,K:1:2:3:4:5,No,-,No,-,32.92,56,1.51,2000.0,0.35
3,2019,430349,E,Yes,2:3:4:5,No,-,No,-,22.39,80,1.38,2005.0,0.66
1,2019,430351,M,Yes,6:07:08,No,-,No,-,15.01,67,1.2,2010.0,0.95
1,2019,430352,E,Yes,3:04:05,No,-,No,-,24.98,31,0.67,2001.0,0.67
1,2019,430358,E,Yes,3:04:05,No,-,No,-,29.67,35,0.66,2003.0,0.79
1,2019,430368,E,No,-,No,-,No,-,46.46,29,0.74,2001.0,0.81
3,2019,430369,E,Yes,K:1:2:3:4:5,No,-,No,-,20.04,80,1.23,2007.0,0.66
1,2019,430370,M,Yes,6:07:08,No,-,No,-,26.53,68,1.45,2001.0,0.61
1,2019,430371,H,No,-,No,-,No,-,13.69,124,1.33,2001.0,0.62
1,2019,430376,E,Yes,3:04:05,No,-,No,-,31.21,48,1.37,2003.0,0.52
3,2019,430378,H,Yes,9:10:11:12,No,-,No,-,12.75,105,1.36,2003.0,0.58
1,2019,430380,E,Yes,4:05,No,-,No,-,43.45,21,0.78,2002.0,0.48
1,2019,430384,H,Yes,9:10:11:12,No,-,No,-,18.69,101,1.19,2000.0,0.59
1,2019,430386,M,Yes,6:07:08,No,-,No,-,29.57,72,1.38,2001.0,0.56
75,2019,43C000,E,Yes,K:1:2:3:4:5,No,-,No,-,6.15,12,1.0,,40.67
3,2019,440314,E,No,-,No,-,Yes,K:1:2:3:4:5,26.23,39,1.0,2001.0,1.36
2,2019,440318,M,Yes,6:07:08,No,-,Yes,6:07:08,22.27,35,1.17,2008.0,0.61
1,2019,440320,M,No,-,No,-,Yes,6:07:08,17.47,49,1.07,2002.0,0.61
-,2019,440326,H,No,-,No,-,Yes,9:10:11:12,,16,1.07,,0.59
1,2019,440328,E,Yes,4:05,No,-,Yes,PK:K:1:2:3:4:5,27.35,49,1.17,2003.0,1.54
2,2019,440332,E,Yes,2:3:4:5,No,-,Yes,K:1:2:3:4:5,22.5,30,1.15,2005.0,0.92
-,2019,440346,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,10,1.43,,0.56
1,2019,440348,E,Yes,3:04:05,No,-,Yes,PK:K:1:2:3:4:5,23.12,47,1.24,2001.0,0.97
1,2019,440349,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,25.13,41,1.17,1997.0,1.23
1,2019,440350,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,23.66,36,1.16,1999.0,1.03
2,2019,440364,E,Yes,3:04:05,No,-,Yes,PK:K:1:2:3:4:5,31.24,32,2.0,1997.0,0.95
1,2019,440368,E,Yes,2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,32.88,38,1.23,2000.0,0.96
1,2019,440378,H,No,-,No,-,Yes,9:10:11:12,9.97,88,1.07,1996.0,0.72
2,2019,440390,H,No,-,No,-,Yes,9:10:11:12,10.09,93,1.22,1994.0,0.78
1,2019,440396,M,No,-,No,-,Yes,6:07:08,21.96,75,1.29,2001.0,0.72
,2019,44A000,I,,,,,,,,,,,-
1,2019,450301,M,No,-,No,-,Yes,6:07:08,21.18,80,1.4,1996.0,0.76
0,2019,450302,E,No,-,No,-,Yes,K:1:2:3:4:5,44.51,33,1.83,2003.0,0.94
0,2019,450306,E,Yes,3:04:05,No,-,No,-,27.41,41,1.28,2000.0,0.72
1,2019,450307,E,No,-,No,-,No,-,21.52,42,1.17,2008.0,1.04
0,2019,450308,E,No,-,No,-,No,-,15.34,44,1.26,2001.0,0.74
0,2019,450316,H,No,-,No,-,Yes,9:10:11:12,9.56,89,1.53,2002.0,0.55
1,2019,450322,E,Yes,1:2:3:4:5,No,-,No,-,30.86,45,1.32,2002.0,0.61
1,2019,450324,E,No,-,No,-,No,-,36.03,32,1.6,2002.0,0.66
5,2019,450328,M,No,-,No,-,Yes,6:07:08,14.78,66,1.43,2003.0,0.8
1,2019,450332,E,No,-,No,-,Yes,K:1:2:3:4:5,29.2,44,1.16,1998.0,0.75
1,2019,450333,E,No,-,No,-,No,-,25.11,35,1.52,1999.0,1.4
0,2019,450334,H,No,-,No,-,No,-,5.3,59,1.18,2000.0,0.48
0,2019,450335,M,No,-,No,-,Yes,6:07:08,21.08,46,1.21,2000.0,0.85
0,2019,450336,E,No,-,No,-,No,-,19.12,42,1.0,2002.0,0.84
1,2019,450339,E,No,-,No,-,No,-,26.63,41,1.05,2002.0,0.99
0,2019,450340,E,Yes,3:04:05,No,-,No,-,17.62,42,1.4,2004.0,0.82
25,2019,450341,H,No,-,Yes,9:10:11:12,Yes,9:10:11:12,10.23,91,1.26,2005.0,0.53
2,2019,450342,M,No,-,No,-,No,-,15.69,64,1.19,2006.0,0.74
8,2019,450343,T,Yes,9:10:11:12,No,-,Yes,9:10:11:12,,18,0.9,2017.0,0.32
0,2019,450344,E,Yes,4:05,No,-,No,-,20.37,41,1.17,2004.0,0.8
0,2019,450346,E,No,-,No,-,No,-,36.67,38,1.58,1999.0,0.94
1,2019,450352,H,No,-,No,-,Yes,9:10:11:12,9.7,86,1.34,1996.0,0.64
-,2019,450354,H,No,-,No,-,Yes,9:10:11:12:13,,18,2.25,,0.59
10,2019,45A000,I,Yes,2:3:4:5:6:7:8,No,-,No,-,50.51,9,1.0,2000.0,2.2
-,2019,45B000,E,No,-,No,-,No,-,,12,1.0,1.0,9.13
1,2019,460308,E,No,-,No,-,No,-,42.74,45,1.61,1993.0,0.98
1,2019,460312,E,No,-,No,-,No,-,37.58,51,0.98,2005.0,1.57
1,2019,460318,M,No,-,No,-,No,-,173.32,54,1.54,2005.0,0.8
1,2019,460320,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,16.6,66,1.27,2003.0,0.57
0,2019,460322,H,Yes,10:11:12:13,Yes,9:10:11:12:13,No,-,,6,0.67,2000.0,1.01
0,2019,460332,E,No,-,No,-,No,-,31.62,44,1.47,2001.0,1.27
11,2019,460340,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,13.36,15,1.5,2014.0,0.35
1,2019,470310,E,Yes,PK:K:1:2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,14.74,47,0.96,2012.0,0.84
1,2019,470312,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,11.3,126,1.05,1996.0,0.78
1,2019,470316,E,Yes,K:1:2:3:4:5,No,-,Yes,K:1:2:3:4:5,31.3,24,1.04,2002.0,0.83
1,2019,470320,M,Yes,6:07:08,No,-,Yes,6:07:08,18.44,57,1.39,2000.0,0.87
1,2019,470328,E,Yes,K:1:2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,12.66,46,1.1,2007.0,0.84
1,2019,470330,E,Yes,K:1:2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,30.92,33,1.0,2000.0,0.76
1,2019,470332,M,Yes,6:07:08,No,-,Yes,6:07:08,14.95,58,1.29,2001.0,0.72
1,2019,470336,E,Yes,K:1:2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,18.69,40,1.11,1999.0,0.73
1,2019,470340,E,Yes,K:1:2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,15.63,44,0.9,1997.0,0.92
-,2019,470342,T,Yes,6:7:8:9:10:11:12,No,-,Yes,6:7:8:9:10:11:12,,19,1.73,,0.6
1,2019,470346,E,Yes,K:1:2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,15.5,37,0.74,2002.0,0.84
1,2019,470441,E,Yes,K:1:2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,22.49,52,1.16,2002.0,0.85
1,2019,470442,M,Yes,6:07:08,No,-,Yes,6:07:08,15.28,41,1.17,2010.0,0.79
-,2019,470443,H,Yes,9:10:11:12:13,No,-,Yes,9:10:11:12:13,,31,1.82,,0.78
0,2019,480306,E,Yes,3:04:05,No,-,No,-,117.26,26,1.24,1999.0,0.72
0,2019,480316,A,Yes,3:4:5:6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,Yes,9:10:11:12,12.73,25,1.19,2000.0,0.37
0,2019,480318,T,Yes,6:7:8:9:10:11:12:13,Yes,6:7:8:9:10:11:12:13,No,-,125.86,51,1.65,1999.0,0.42
-,2019,490307,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,8,1.14,,1.48
2,2019,490308,M,Yes,6:07:08,Yes,6:07:08,No,-,15.9,58,1.29,2003.0,0.93
-,2019,490310,A,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,No,-,,15,0.88,,1.24
1,2019,490312,E,No,-,No,-,No,-,23.31,82,1.82,1997.0,1.58
0,2019,490316,E,No,-,No,-,No,-,24.41,44,1.83,1999.0,1.34
1,2019,490318,E,No,-,No,-,No,-,21.46,74,1.48,2002.0,1.82
1,2019,490319,E,No,-,No,-,No,-,21.93,80,1.67,2000.0,1.81
-,2019,490320,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,15,1.25,2017.0,0.84
1,2019,490324,E,No,-,No,-,No,-,19.2,30,0.91,2005.0,1.41
2,2019,490326,E,No,-,No,-,No,-,15.77,23,0.51,2000.0,2.34
1,2019,490327,M,Yes,6:07:08,Yes,6:07:08,No,-,16.58,63,1.62,1997.0,0.94
0,2019,490332,E,No,-,No,-,No,-,20.23,62,1.82,2003.0,1.57
6,2019,490335,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,5.84,119,1.31,2001.0,0.92
3,2019,490336,E,No,-,No,-,No,-,35.24,46,1.53,2002.0,1.08
1,2019,490337,E,No,-,No,-,No,-,21.82,54,1.2,1999.0,1.01
2,2019,490338,M,Yes,6:07:08,Yes,6:07:08,No,-,15.68,54,1.13,2002.0,0.93
2,2019,490344,M,Yes,6:07:08,Yes,6:07:08,No,-,8.98,119,4.25,2006.0,0.94
0,2019,490345,E,No,-,No,-,No,-,37.3,44,1.16,1999.0,1.53
0,2019,490346,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,9.02,84,1.31,1991.0,0.74
34,2019,490347,M,Yes,6:07:08,Yes,6:07:08,No,-,12.38,40,1.43,2007.0,0.95
0,2019,490348,E,No,-,No,-,No,-,24.92,26,1.08,1999.0,0.88
0,2019,490349,M,Yes,6:07:08,Yes,6:07:08,No,-,15.54,50,1.19,1998.0,0.95
-,2019,490350,A,Yes,K:1:2:3:4:5:6:7:8:9:10:11:12,No,-,No,-,,9,0.69,2017.0,0.79
1,2019,490352,M,Yes,6:07:08,Yes,6:07:08,No,-,23.56,35,1.13,2003.0,0.89
0,2019,490354,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,6.74,128,1.68,1997.0,0.9
-,2019,490355,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,12,0.92,,0.95
1,2019,490356,E,No,-,No,-,No,-,45.11,24,1.26,1999.0,1.09
2,2019,490360,E,No,-,No,-,No,-,15.55,58,1.53,2002.0,1.44
1,2019,490362,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,5.43,108,1.3,2003.0,0.97
0,2019,490363,E,No,-,No,-,No,-,21.94,62,1.63,2001.0,1.17
4,2019,490364,E,No,-,No,-,No,-,19.74,78,1.9,2000.0,1.29
1,2019,490366,M,Yes,6:07:08,Yes,6:07:08,No,-,13.83,46,1.7,2005.0,0.66
0,2019,490368,E,No,-,No,-,No,-,27.96,48,1.66,2003.0,0.9
5,2019,490380,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,11.27,119,1.59,1997.0,0.83
0,2019,490384,M,Yes,6:07:08,Yes,6:07:08,No,-,15.08,55,1.41,2001.0,0.9
0,2019,490390,E,No,-,No,-,No,-,15.61,68,1.66,2005.0,1.19
1,2019,491303,E,Yes,4:05:06,Yes,4:05:06,No,-,17.21,75,1.88,2003.0,0.99
-,2019,491305,T,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,26,2.89,,-
3,2019,491306,E,Yes,4:05:06,Yes,4:05:06,No,-,22.26,75,1.42,2004.0,0.92
1,2019,491308,M,Yes,7:08,Yes,7:08,No,-,9.92,98,1.72,2004.0,1.02
19,2019,491312,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,9.07,158,1.32,2005.0,0.88
5,2019,491316,E,Yes,K:1:2:3,Yes,3,No,-,12.72,54,1.23,2006.0,0.98
30,2019,491318,E,Yes,K:1:2:3,Yes,3,No,-,23.26,59,1.18,2007.0,0.88
2,2019,491320,E,Yes,K:1:2:3,Yes,3,No,-,21.44,44,1.05,1997.0,0.88
0,2019,49B000,I,Yes,4:5:6:7:8,Yes,4:5:6:7:8,No,-,1.84,24,0.75,2005.0,2.34
-,2019,49D000,I,Yes,K:1:2:3:4:5:6:7:8,No,-,No,-,,3,0.38,,3.33
,2019,49E000,A,,,,,,,1.08,,,2005.0,2.02
-,2019,49F000,A,No,-,No,-,No,-,,44,0.68,,3.96
-,2019,49G000,I,No,-,No,-,No,-,,40,1.82,,3.96
1,2019,500302,T,Yes,7:8:9:10:11:12:13,Yes,7:8:9:10:11:12:13,No,-,35.33,23,1.64,1996.0,0.77
1,2019,500304,I,Yes,7:08,Yes,7:08,No,-,23.14,59,1.23,1998.0,0.94
10,2019,500314,I,Yes,7:08,Yes,7:08,No,-,19.4,63,1.62,2002.0,1.1
1,2019,500316,E,Yes,5:06,No,-,No,-,31.78,24,1.71,1997.0,1.46
-,2019,500323,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,7,1.4,,0.89
-,2019,500324,A,Yes,9:10:11:12,No,-,No,-,,21,1.5,,0.31
1,2019,500332,I,Yes,6:07:08,Yes,7:08,No,-,24.62,46,1.21,1998.0,1.87
1,2019,500337,I,Yes,6:07:08,Yes,7:08,No,-,34.47,45,1.41,2001.0,0.78
1,2019,500340,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,16.6,91,1.42,2006.0,0.7
-,2019,50A000,I,Yes,6:07:08,Yes,6:07:08,No,-,,20,1.05,,2.54
,2019,50Z000,,,,,,,,,,,,-
2,2019,510308,E,Yes,K:1:2:3:4,No,-,No,-,17.48,48,0.98,2003.0,0.66
16,2019,510310,M,No,-,No,-,Yes,5:6:7:8,24.04,47,1.31,2004.0,0.56
1,2019,510324,H,No,-,No,-,No,-,6.3,113,1.16,1999.0,1.04
-,2019,510325,H,No,-,No,-,Yes,9:10:11:12:13,,9,3.0,,0.57
1,2019,510326,E,No,-,No,-,No,-,18.24,66,1.06,2001.0,0.96
1,2019,510327,H,No,-,No,-,No,-,7.74,96,1.48,2006.0,1.05
1,2019,510328,E,Yes,2:3:4:5,No,-,Yes,5,27.39,63,1.21,2000.0,0.83
2,2019,510329,M,Yes,6:07:08,No,-,Yes,6:07:08,9.74,67,1.18,2004.0,0.85
2,2019,510330,E,Yes,K:1:2:3:4:5,No,-,No,-,11.95,48,1.02,2001.0,0.61
1,2019,510332,E,Yes,3:04:05,No,-,No,-,14.33,50,1.25,2004.0,0.63
16,2019,510333,H,No,-,No,-,No,-,8.08,89,0.93,2006.0,1.32
