digital_media,year,agency_code,category_code,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,Book_TitlesPer_Student,wap,wap_class,media_school,devices
1,2019,510334,E,Yes,1:2:3:4:5,No,-,Yes,1:2:3:4:5,17.48,49,1.26,2005.0,0.96
1,2019,510336,E,No,-,No,-,Yes,2:3:4:5,17.48,48,1.14,2007.0,1.11
1,2019,510340,E,Yes,3:04:05,No,-,No,-,16.03,84,1.05,2004.0,0.58
2,2019,510342,M,Yes,6:07:08,No,-,No,-,18.08,44,1.26,2006.0,0.65
2,2019,510343,E,Yes,K:1:2:3:4:5,No,-,No,-,35.12,43,1.23,2010.0,0.7
1,2019,510344,M,No,-,Yes,6:07:08,No,-,12.57,49,1.36,2001.0,0.45
12,2019,510356,E,Yes,2:3:4:5,No,-,No,-,12.55,47,1.12,2007.0,0.69
100,2019,510357,,No,-,No,-,Yes,11:12,,3,1.5,2017.0,0.31
1,2019,510358,E,No,-,No,-,No,-,24.51,57,1.02,1999.0,0.98
1,2019,510359,M,No,-,No,-,No,-,13.83,55,1.34,2005.0,0.64
10,2019,510360,I,No,-,No,-,No,-,30.67,51,1.13,2003.0,0.62
1,2019,510364,M,No,-,No,-,Yes,6:07:08,11.14,66,1.32,2005.0,0.78
-,2019,510367,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,5,0.45,,0.57
1,2019,510368,H,No,-,No,-,Yes,9:10:11:12,12.15,73,1.22,1994.0,0.71
1,2019,510372,E,Yes,K:1:2:3:4:5,Yes,3:04:05,No,-,28.67,48,1.17,2003.0,0.43
1,2019,510373,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,18.87,73,1.66,2006.0,0.9
1,2019,510374,E,Yes,4:05,No,-,No,-,14.31,60,1.22,2004.0,0.94
2,2019,510376,T,No,-,No,-,No,-,8.33,79,1.16,2001.0,0.9
6,2019,510377,E,No,-,No,-,Yes,5,12.17,69,1.1,2003.0,1.4
1,2019,510378,E,No,-,No,-,Yes,3:04:05,18.27,61,1.3,2005.0,1.36
2,2019,510379,M,No,-,No,-,Yes,6:07:08,9.45,70,1.06,2004.0,0.95
5,2019,510382,M,Yes,6,No,-,Yes,6,11.16,11,0.92,2005.0,0.45
2,2019,510388,E,Yes,2:03:04,No,-,No,-,22.84,84,1.56,2004.0,0.44
2,2019,510390,M,Yes,5:6:7:8,No,-,No,-,18.43,52,1.16,2003.0,0.48
2,2019,510396,E,No,-,No,-,No,-,17.68,50,1.32,2004.0,0.95
1,2019,510397,M,Yes,6:07:08,No,-,No,-,18.12,60,1.46,2004.0,0.42
1,2019,510399,H,No,-,No,-,Yes,9:10:11:12,9.49,98,1.23,2002.0,0.58
2,2019,510402,H,No,-,No,-,Yes,9:10:11:12,6.51,99,1.13,2004.0,0.65
1,2019,510404,E,Yes,K:1:2:3:4:5,No,-,No,-,33.77,51,1.24,1999.0,0.63
6,2019,510406,H,No,-,No,-,No,-,12.83,107,1.3,2002.0,0.97
1,2019,510408,E,Yes,2:3:4:5,No,-,No,-,19.66,53,1.18,2005.0,0.66
1,2019,510410,E,No,-,No,-,Yes,4:05,10.48,73,1.03,2006.0,1.3
9,2019,510411,M,Yes,6:07:08,No,-,No,-,19.53,49,1.17,2012.0,0.6
1,2019,510412,M,No,-,No,-,No,-,21.01,58,1.18,2001.0,0.73
2,2019,510414,E,No,-,No,-,Yes,3:04:05,11.82,65,1.18,2004.0,0.98
1,2019,51A000,A,No,-,No,-,Yes,K:1:2:3:4:5:6:7:8:9:10:11:12,4.87,53,0.98,2004.0,3.87
20,2019,51B000,I,No,-,No,-,No,-,5.67,40,1.6,2018.0,2.13
10,2019,520304,E,No,-,No,-,No,-,52.13,20,1.43,1994.0,1.21
5,2019,520308,E,No,-,No,-,No,-,43.97,25,2.27,1995.0,0.86
0,2019,520320,H,Yes,9:10:11:12,Yes,9:10:12,No,-,21.61,44,1.33,1993.0,0.67
5,2019,520324,M,No,-,No,-,No,-,37.47,34,2.0,1999.0,0.59
5,2019,520328,E,No,-,No,-,No,-,60.99,21,1.5,1993.0,0.74
0,2019,520336,E,No,-,No,-,No,-,39.48,25,1.25,1999.0,0.77
7,2019,530302,E,Yes,3:04:05,No,-,Yes,K:1:2:4:5,14.88,46,1.07,1995.0,0.99
0,2019,530306,T,Yes,6:7:8:9:10:11:12,No,-,Yes,6:7:8:9:10:11:12,4.48,12,0.8,2010.0,0.3
1,2019,530308,E,Yes,3:04:05,No,-,No,-,8.53,32,0.78,1999.0,0.94
1,2019,530312,E,No,-,No,-,Yes,3:04:05,15.84,43,1.1,2002.0,0.71
2,2019,530314,M,Yes,6:07:08,Yes,6:07:08,Yes,6:07:08,26.22,47,1.07,2002.0,1.12
2,2019,530316,A,No,-,No,-,No,-,129.22,10,0.77,1999.0,1.35
1,2019,530320,E,Yes,4:05,No,-,Yes,3:04:05,17.96,55,1.22,1997.0,0.9
-,2019,530335,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,12,0.86,,0.86
3,2019,530336,H,Yes,9:10:11:12,No,-,Yes,9:10:11:12,12.35,83,0.81,2002.0,0.87
1,2019,530340,E,Yes,1:2:3:4:5,No,-,Yes,K:1:2:3:4:5,16.16,38,0.79,2000.0,0.8
3,2019,530341,M,No,-,Yes,6:07:08,Yes,6:07:08,19.01,61,1.11,2004.0,0.71
1,2019,530343,H,Yes,9:10:11:12,No,-,Yes,9:10:11:12,12.27,79,1.11,2001.0,0.48
6,2019,530346,E,Yes,3:04:05,No,-,Yes,3:04:05,17.83,38,0.9,2000.0,0.65
1,2019,530354,E,No,-,No,-,Yes,K:1:2:3:4:5,17.48,52,1.33,1997.0,0.7
3,2019,530356,M,No,-,No,-,Yes,6:07:08,23.42,60,1.3,1998.0,0.51
-,2019,530358,E,No,-,No,-,No,-,,9,0.69,,0.09
,2019,53B000,M,,,,,,,,,,,-
1,2019,540304,E,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,19.73,43,1.05,1996.0,0.91
1,2019,540308,I,Yes,K:1:2:3:4:5:6:7:8,Yes,K:1:2:3:4:5:6:7:8,Yes,K:1:2:3:4:5:6:7:8,17.65,57,1.02,1998.0,0.88
8,2019,540312,M,Yes,6:07:08,Yes,6:07:08,Yes,6:07:08,30.86,45,1.36,2000.0,0.9
10,2019,540315,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,19.42,94,1.92,1988.0,0.68
1,2019,540316,E,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,21.32,42,1.45,2005.0,0.88
100,2019,540317,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,1.15,14,1.56,,0.87
36,2019,540318,A,Yes,7:8:9:10:11:12,No,-,Yes,7:8:9:10:11:12,48.75,6,0.6,1995.0,0.77
2,2019,540320,E,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,17.7,37,1.23,1996.0,0.92
1,2019,540324,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,16.58,80,1.51,1990.0,0.79
1,2019,540325,E,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,19.36,39,1.18,2000.0,0.94
1,2019,540326,E,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,29.23,40,1.6,1999.0,0.93
2,2019,540328,E,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,19.94,38,1.23,1999.0,0.85
15,2019,540330,M,Yes,6:07:08,Yes,6:07:08,Yes,6:07:08,29.68,83,2.96,1995.0,0.9
1,2019,540336,H,Yes,9:10:11:12,No,-,Yes,9:10:11:12,11.38,72,1.53,1995.0,0.76
2,2019,540338,E,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,41.38,33,1.83,1996.0,0.88
2,2019,540340,E,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,32.29,28,1.22,1999.0,0.84
2,2019,540344,M,Yes,6:07:08,Yes,6:07:08,Yes,6:07:08,14.89,46,1.31,2000.0,0.9
0,2019,54A000,I,Yes,6:07:08,No,-,No,-,2.84,6,0.4,,3.74
-,2019,550308,T,No,-,No,-,No,-,,13,1.3,,0.47
0,2019,550312,E,Yes,5,No,-,No,-,29.82,45,1.25,1999.0,0.72
1,2019,550314,E,No,-,No,-,No,-,17.56,41,1.11,2001.0,1.65
0,2019,550316,E,No,-,No,-,No,-,20.21,40,1.48,1999.0,0.74
1,2019,550320,H,No,-,No,-,Yes,9:10:11:12,9.75,80,1.63,1991.0,1.97
1,2019,550322,M,No,-,No,-,Yes,6:07:08,16.07,82,1.28,2003.0,2.02
10,2019,550324,,No,-,No,-,No,-,18.97,45,1.61,2000.0,1.28
1,2019,550328,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,20.12,45,1.05,2002.0,0.95
-,2019,550330,,No,-,No,-,No,-,,25,1.92,,-
1,2019,550332,H,No,-,No,-,Yes,9:10:11:12:13,6.86,82,1.46,1995.0,1.4
0,2019,550334,M,No,-,No,-,Yes,6:07:08,19.42,71,1.54,2000.0,1.14
0,2019,550336,E,No,-,No,-,No,-,34.42,42,1.35,2002.0,1
0,2019,550340,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,17.81,40,1.0,2003.0,0.85
1,2019,550342,E,Yes,5,No,-,Yes,PK:K:1:2:3:4:5,27.95,41,1.46,1999.0,1.9
0,2019,550344,H,No,-,No,-,No,-,8.34,80,1.38,1998.0,1.65
0,2019,550348,E,No,-,No,-,No,-,17.58,33,1.22,2002.0,1.44
1,2019,550349,E,No,-,No,-,Yes,3:04:05,18.64,37,1.12,2003.0,0.96
1,2019,550350,M,No,-,No,-,Yes,6:07:08,14.35,50,1.09,2001.0,2.52
1,2019,550356,E,No,-,No,-,No,-,14.79,50,1.14,2003.0,1.5
0,2019,550360,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,25.99,31,1.29,1999.0,0.91
1,2019,550362,E,No,-,No,-,Yes,K:1:2:3:4:5,18.98,40,1.05,2000.0,0.97
0,2019,550364,E,No,-,No,-,No,-,39.41,41,1.46,2000.0,0.83
1,2019,550368,H,No,-,No,-,Yes,9:10:11:12,13.31,80,1.23,1997.0,1.44
1,2019,550372,M,No,-,No,-,Yes,6:07:08,19.97,80,2.05,2006.0,1.09
0,2019,55A000,A,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,No,-,2.51,128,1.03,1997.0,1.84
7,2019,560304,E,No,-,No,-,No,-,25.16,32,1.14,2000.0,2.09
2,2019,560316,E,No,-,No,-,No,-,22.34,30,1.11,2002.0,1.86
1,2019,560320,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,13.31,91,1.42,1992.0,0.68
0,2019,560324,A,Yes,K:1:2:3:4:5:9:10:11:12,Yes,9:10:11:12,No,-,44.73,33,0.87,2000.0,1.01
0,2019,560328,E,No,-,No,-,No,-,20.36,44,1.38,1998.0,2.46
-,2019,560329,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,8,1.6,,0.61
1,2019,560330,M,No,-,No,-,No,-,15.09,53,1.1,2003.0,1.6
0,2019,560331,M,No,-,No,-,No,-,14.95,45,1.05,2002.0,1.58
0,2019,560332,A,Yes,9:10:11:12,Yes,9:10:11:12,No,-,38.71,16,0.94,2002.0,0.61
5,2019,560338,E,No,-,No,-,No,-,21.26,46,1.0,1996.0,2.73
-,2019,560350,T,No,-,No,-,No,-,,11,0.92,1990.0,0.78
1,2019,570306,E,No,-,No,-,No,-,29.3,36,1.06,1997.0,1.59
0,2019,570312,E,No,-,No,-,No,-,57.32,7,1.0,1998.0,1.52
-,2019,570317,H,No,-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,10,1.0,,1.63
6,2019,570318,H,No,-,No,-,Yes,9:10:11:12,13.78,71,1.37,1998.0,0.52
5,2019,570319,M,Yes,6:07:08,No,-,No,-,42.55,45,1.29,1991.0,0.73
10,2019,570320,E,Yes,5,No,-,No,-,24.6,43,1.54,1997.0,3.63
0,2019,580308,E,No,-,No,-,No,-,39.97,7,0.25,2003.0,1.47
0,2019,580312,E,No,-,No,-,No,-,42.79,5,0.19,1994.0,0.98
2,2019,580316,E,No,-,No,-,No,-,41.82,7,0.47,2003.0,2.2
2,2019,580320,,No,-,No,-,No,-,141.97,5,0.71,2003.0,0.91
0,2019,580324,E,No,-,No,-,No,-,53.42,7,0.37,1997.0,0.42
0,2019,580344,T,No,-,No,-,No,-,13.42,10,0.25,1995.0,1.18
0,2019,580350,,No,-,No,-,No,-,41.71,6,0.2,1996.0,0.88
0,2019,580356,E,No,-,No,-,No,-,30.9,22,1.16,2002.0,0.96
5,2019,580368,H,Yes,9:10:11:12,No,-,No,-,23.94,52,1.37,1986.0,0.61
0,2019,580372,M,No,-,No,-,No,-,21.68,12,0.4,1995.0,2.19
5,2019,58B000,T,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,No,-,2.32,17,0.61,1989.0,1.73
1,2019,590306,E,Yes,2:3:4:5,No,-,No,-,44.28,36,0.95,1999.0,0.71
3,2019,590310,M,Yes,6:07:08,Yes,6:07:08,Yes,6:07:08,13.5,54,1.26,2008.0,0.91
2,2019,590316,E,Yes,2:3:4:5,No,-,No,-,25.14,43,1.16,2003.0,0.86
1,2019,590320,E,Yes,3:04:05,No,-,No,-,17.69,30,1.03,2002.0,0.9
,2019,590326,H,,,,,,,,,,,-
-,2019,590328,H,Yes,9:10:11:12,Yes,9:10:11:12:13,No,-,,10,1.0,,0.94
5,2019,590330,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,3.57,152,1.36,2008.0,0.61
2,2019,590332,E,Yes,3:04:05,No,-,No,-,33.02,41,1.14,2004.0,0.76
1,2019,590336,E,Yes,3:04:05,No,-,No,-,74.79,33,1.65,2003.0,0.82
1,2019,590340,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,27.98,41,1.52,2003.0,0.5
1,2019,590344,E,Yes,3:04:05,No,-,Yes,PK:K:1:2:3:4:5,33.13,63,2.03,1999.0,0.73
2,2019,590352,E,Yes,3:04:05,No,-,No,-,32.84,42,1.02,1998.0,0.79
1,2019,590356,M,Yes,6:07:08,Yes,6:07:08,Yes,6:07:08,14.72,55,1.25,2002.0,0.89
-,2019,590393,M,Yes,6:07:08,Yes,6:07:08,No,-,,20,2.22,,0.72
2,2019,600300,E,Yes,K:1:2:3:4:5,No,-,No,-,9.53,109,1.51,2006.0,0.45
2,2019,600301,M,Yes,6:07:08,No,-,Yes,6:07:08,8.01,105,1.46,2005.0,1
4,2019,600302,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,3.34,207,1.49,2005.0,0.86
26,2019,600303,I,Yes,3:4:5:6:7:8,No,-,No,-,20.71,81,1.5,2015.0,0.46
3,2019,600305,M,Yes,6:07:08,No,-,No,-,8.17,105,1.94,2006.0,0.68
3,2019,600308,E,Yes,3:04:05,No,-,No,-,25.52,47,1.42,2005.0,0.42
8,2019,600311,I,Yes,PK:K:1:2:3:4:5:6:7:8,No,-,No,-,18.2,64,1.83,2009.0,0.86
3,2019,600312,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,3.56,197,1.7,2009.0,0.81
5,2019,600313,M,Yes,6:07:08,No,-,No,-,6.48,123,1.43,2005.0,0.9
3,2019,600314,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,13.73,97,1.9,2005.0,0.76
1,2019,600316,E,Yes,3:04:05,No,-,Yes,3:04:05,15.96,68,2.19,2002.0,1.04
1,2019,600317,M,Yes,6:07:08,Yes,6:07:08,No,-,14.32,102,1.73,2006.0,0.33
2,2019,600318,E,Yes,K:1:2:3:4:5,No,-,No,-,14.64,84,1.75,2006.0,0.77
4,2019,600319,I,Yes,K:1:2:3:4:5:6:7:8,No,-,No,-,26.86,73,2.35,2011.0,0.55
3,2019,600322,E,Yes,3:04:05,No,-,Yes,2:3:4:5,10.86,70,1.75,2004.0,1.05
2,2019,600328,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,15.13,78,1.56,2005.0,1.4
4,2019,600329,E,Yes,K:1:2:3:4:5,No,-,No,-,8.02,72,1.5,2007.0,0.67
4,2019,600333,M,Yes,6:07:08,Yes,6:07:08,Yes,6:07:08,8.15,106,1.74,2004.0,0.8
-,2019,600334,H,Yes,11:12:13,Yes,11:12:13,Yes,11:12:13,,,,,0.74
1,2019,600335,E,Yes,K:1:2,No,-,No,-,20.9,69,1.97,2000.0,0.55
10,2019,600336,E,Yes,3:4:5:6,No,-,Yes,4:05:06,27.34,43,1.95,2010.0,0.97
2,2019,600338,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,19.37,75,1.7,2002.0,0.93
3,2019,600341,T,Yes,6:7:8:9:10:11:12,Yes,9:10:11:12,Yes,6:7:8:9:10:11:12,7.59,101,1.77,2004.0,0.66
2,2019,600344,I,Yes,3:4:5:6:7:8,No,-,No,-,14.1,72,1.53,2001.0,0.88
3,2019,600345,M,Yes,6:07:08,No,-,Yes,6:07:08,7.44,129,1.63,2005.0,0.83
4,2019,600346,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,15.31,63,1.85,2004.0,0.73
3,2019,600349,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,22.76,71,1.82,2004.0,0.81
2,2019,600351,M,Yes,6:07:08,No,-,Yes,6:07:08,8.7,95,1.98,2003.0,0.85
3,2019,600352,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,12.9,70,2.26,2007.0,1
4,2019,600353,M,Yes,6:07:08,No,-,No,-,9.57,99,1.71,2003.0,0.64
2,2019,600357,I,Yes,2:3:4:5,No,-,No,-,16.19,67,1.97,2001.0,0.88
3,2019,600361,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,7.2,173,1.66,2001.0,0.73
1,2019,600362,E,Yes,3:04:05,No,-,No,-,13.09,81,1.8,2002.0,1.27
2,2019,600364,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,18.81,,,2009.0,0.58
4,2019,600365,E,Yes,2:3:4:5,No,-,No,-,10.17,70,2.06,2003.0,0.67
2,2019,600366,I,Yes,K:1:2:3:4:6:7:8,No,-,No,-,18.22,75,1.67,2008.0,0.62
2,2019,600367,E,Yes,3:04:05,No,-,No,-,26.37,62,1.82,2006.0,0.54
2,2019,600368,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,18.03,74,2.64,2002.0,1.09
4,2019,600369,E,Yes,3:04:05,No,-,No,-,12.2,75,1.79,2004.0,1.48
2,2019,600374,I,Yes,1:2:3:4:5:6:7:8,Yes,6:07:08,No,-,33.91,78,1.66,2011.0,0.59
5,2019,600377,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,7.35,220,2.08,1996.0,0.73
4,2019,600379,E,Yes,3:04:05,Yes,4:05,No,-,12.8,49,1.96,2010.0,0.76
3,2019,600381,M,Yes,6:07:08,No,-,No,-,6.61,103,1.81,2006.0,0.65
3,2019,600382,E,Yes,3:04:05,No,-,No,-,11.34,81,1.45,2010.0,1.04
6,2019,600383,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,11.23,87,1.61,2005.0,1
1,2019,600384,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,23.59,60,2.0,2003.0,1
4,2019,600385,E,Yes,3:04:05,No,-,Yes,PK:K:1:2:3:4:5,12.88,72,1.64,2007.0,0.9
2,2019,600386,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,14.28,67,2.39,2009.0,0.64
2,2019,600392,E,Yes,3:04:05,No,-,No,-,11.7,83,1.66,2005.0,1.1
3,2019,600394,M,Yes,6:07:08,No,-,Yes,6:07:08,7.66,103,1.78,2004.0,0.74
1,2019,600397,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,6.22,205,1.53,2004.0,0.62
5,2019,600398,E,Yes,2:3:4:5,No,-,No,-,10.59,69,1.6,2004.0,0.68
5,2019,600399,M,Yes,6:07:08,No,-,Yes,6:07:08,4.92,118,1.69,2008.0,0.83
-,2019,600404,H,Yes,11:12:13,Yes,11:12:13,Yes,11:12:13,,,,,0.83
4,2019,600405,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,6.21,145,1.21,2001.0,0.51
1,2019,600406,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,11.3,78,1.63,2007.0,0.94
0,2019,600408,E,Yes,3:04:05,No,-,No,-,12.03,95,1.73,2012.0,0.77
1,2019,600409,E,Yes,5,No,-,No,-,23.43,77,1.88,2012.0,0.48
0,2019,600410,E,Yes,2:3:4:5,No,-,No,-,15.46,68,1.66,2002.0,0.63
2,2019,600411,E,Yes,3:04:05,No,-,No,-,20.85,70,1.79,2004.0,0.87
4,2019,600412,E,Yes,3:04:05,No,-,No,-,13.92,108,2.3,2003.0,0.68
2,2019,600413,E,Yes,3:4:5:6,No,-,Yes,3:4:5:6,34.56,40,2.86,2002.0,0.81
0,2019,600414,E,Yes,3:04:05,No,-,No,-,33.25,66,1.89,1999.0,0.81
1,2019,600415,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,8.96,160,1.45,2001.0,0.75
2,2019,600416,E,Yes,3:04:05,No,-,No,-,12.24,72,2.0,2005.0,0.96
0,2019,600418,E,Yes,3:04:05,No,-,No,-,21.88,70,1.75,2009.0,1
2,2019,600420,E,Yes,3:04:05,No,-,Yes,3:04:05,12.29,77,1.6,2002.0,0.85
1,2019,600422,E,Yes,2:3:4:5,No,-,No,-,9.71,86,2.32,2004.0,0.94
2,2019,600424,E,Yes,K:1:2:3:4:5,No,-,No,-,10.4,93,1.5,2007.0,0.82
3,2019,600426,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,4.45,214,1.53,2005.0,0.64
2,2019,600428,M,Yes,6:07:08,No,-,No,-,9.45,123,1.89,2005.0,0.63
6,2019,600429,M,Yes,5:6:7:8,No,-,Yes,5:6:7:8,6.54,95,1.83,2011.0,0.93
2,2019,600431,M,Yes,6:07:08,No,-,Yes,6:07:08,8.9,103,1.56,2004.0,0.76
4,2019,600432,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,7.45,86,1.26,2005.0,1.06
2,2019,600433,E,Yes,2:3:4:5,No,-,Yes,K:1:2:3:4:5,10.1,84,1.4,2006.0,1.21
0,2019,600434,M,Yes,6:07:08,Yes,6:07:08,Yes,6:07:08,4.75,94,2.24,2005.0,0.81
1,2019,600435,E,Yes,3:4:5:6,No,-,No,-,21.71,28,2.0,2010.0,0.5
2,2019,600436,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,17.52,74,1.72,2005.0,0.99
2,2019,600437,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,12.65,77,1.93,2006.0,1.09
1,2019,600438,E,Yes,3:04:05,No,-,No,-,17.4,57,1.46,2002.0,0.79
5,2019,600439,T,Yes,4:5:6:7:8:9:10:11:12,No,-,No,-,4.37,51,1.96,2007.0,0.46
2,2019,600440,E,Yes,1:2:3:4:5,No,-,No,-,10.66,78,1.44,2006.0,0.66
2,2019,600442,E,Yes,1:2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,11.8,109,1.43,2004.0,0.76
-,2019,600443,H,Yes,11:12:13,Yes,11:12:13,No,-,,,,,0.92
1,2019,600444,E,Yes,3:04:05,No,-,Yes,PK:K:1:2:3:4:5,16.76,65,1.63,2004.0,0.85
4,2019,600445,H,Yes,9:10:11:12,No,-,Yes,9:10:11:12,3.96,196,1.75,2006.0,0.81
1,2019,600446,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,8.94,71,1.45,2008.0,1.01
3,2019,600447,E,Yes,3:04:05,No,-,No,-,12.34,84,1.83,2002.0,1.17
2,2019,600448,M,Yes,6:07:08,No,-,No,-,13.2,107,1.95,2004.0,0.62
1,2019,600449,E,Yes,3:04:05,No,-,No,-,20.55,56,1.6,2004.0,0.91
7,2019,600450,M,Yes,6:07:08,Yes,6:07:08,No,-,8.34,111,1.88,2006.0,0.8
2,2019,600451,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,13.88,59,1.97,2007.0,1.23
2,2019,600453,E,Yes,K:1:2:3:4:5,No,-,No,-,16.85,78,1.7,2004.0,0.52
1,2019,600454,A,No,-,No,-,No,-,22.34,68,1.94,2004.0,1
1,2019,600455,M,Yes,6:07:08,No,-,No,-,7.71,106,1.58,2005.0,0.78
3,2019,600457,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,9.66,179,1.79,2007.0,0.68
2,2019,600459,E,Yes,1:2:3:4:5,No,-,No,-,22.5,58,1.32,2004.0,0.58
3,2019,600461,A,Yes,1:2:3:4:5:6:7:8:9:10:11:12,No,-,No,-,56.88,69,2.88,2006.0,0.27
3,2019,600462,I,Yes,2:3:4:5:6:7:8,No,-,Yes,PK:K:1:2:3:4:5:6:7:8,15.55,97,1.76,2003.0,0.73
2,2019,600463,E,Yes,K:1:2:3:4:5,No,-,No,-,14.74,73,2.28,2007.0,0.57
2,2019,600464,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,21.17,72,1.8,2002.0,1.03
3,2019,600466,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,1.88,237,1.82,2008.0,0.81
5,2019,600468,E,Yes,3:04,No,-,Yes,K:1:2:3:4,6.44,106,1.74,2009.0,0.96
3,2019,600471,E,Yes,PK:K:1:2:3:4:5,No,-,No,-,7.66,84,1.87,2006.0,0.74
5,2019,600474,E,Yes,K:1:2:3:4:5,No,-,Yes,K:1:2:3:4:5,11.39,84,2.0,2006.0,0.49
3,2019,600475,E,Yes,K:1:2:3:4:5,No,-,No,-,12.62,43,1.72,2014.0,0.62
3,2019,600478,E,Yes,2:3:4:5,No,-,Yes,K:1:2:3:4:5,8.52,82,2.28,2009.0,0.93
4,2019,600479,M,Yes,6:07:08,No,-,No,-,11.54,103,2.19,2005.0,0.74
3,2019,600480,H,No,-,No,-,No,-,4.63,189,2.03,2004.0,0.73
2,2019,600481,M,Yes,6:07:08,No,-,No,-,8.57,97,2.11,2003.0,0.51
4,2019,600482,T,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,No,-,8.22,128,2.1,2007.0,0.83
1,2019,600484,E,Yes,K:1:2:3:4:5,No,-,No,-,10.55,76,1.77,2013.0,0.5
0,2019,600485,E,Yes,K:1:2:3:4:5,No,-,No,-,11.42,79,2.32,2007.0,0.78
2,2019,600488,I,Yes,3:4:5:6:7:8,No,-,Yes,3:4:5:6:7:8,15.47,68,2.06,2004.0,1.06
4,2019,600489,E,Yes,2:3:4:5,No,-,No,-,38.67,89,2.87,2012.0,0.72
3,2019,600490,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,3.88,205,0.34,2003.0,0.63
2,2019,600491,E,Yes,3:04:05,No,-,No,-,12.12,65,1.63,2006.0,1.16
1,2019,600492,E,Yes,3:4:5:6,No,-,No,-,19.24,61,1.91,2003.0,1.09
3,2019,600493,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,15.25,76,1.73,2011.0,1.13
3,2019,600494,E,Yes,K:1:2:3:4:5,No,-,No,-,11.2,76,1.58,2006.0,0.64
2,2019,600496,H,Yes,9:10:11:12,Yes,10:11:12,No,-,4.6,169,1.92,2005.0,0.72
