year,agency_code,target,subgroup,pct,masking
2019,10310,Science Grades 5&8,EDS,95,1.0
2019,10310,Science Grades 5&8,ELS,95,1.0
2019,10310,Science Grades 5&8,HI7,95,1.0
2019,10310,Science Grades 5&8,SWD,95,1.0
2019,10312,Math Grades 3-8,ALL,95,1.0
2019,10312,Math Grades 3-8,BL7,95,1.0
2019,10312,Math Grades 3-8,EDS,95,1.0
2019,10312,Math Grades 3-8,ELS,95,1.0
2019,10312,Math Grades 3-8,HI7,95,1.0
2019,10312,Math Grades 3-8,SWD,95,1.0
2019,10312,Math Grades 3-8,WH7,95,1.0
2019,10312,Reading Grades 3-8,ALL,95,1.0
2019,10312,Reading Grades 3-8,BL7,95,1.0
2019,10312,Reading Grades 3-8,EDS,95,1.0
2019,10312,Reading Grades 3-8,ELS,95,1.0
2019,10312,Reading Grades 3-8,HI7,95,1.0
2019,10312,Reading Grades 3-8,SWD,95,1.0
2019,10312,Reading Grades 3-8,WH7,95,1.0
2019,10312,Science Grades 5&8,ALL,95,1.0
2019,10312,Science Grades 5&8,EDS,95,1.0
2019,10312,Science Grades 5&8,WH7,95,1.0
2019,10320,Math Grades 3-8,ALL,95,1.0
2019,10320,Math Grades 3-8,BL7,95,1.0
2019,10320,Math Grades 3-8,EDS,95,1.0
2019,10320,Math Grades 3-8,WH7,95,1.0
2019,10320,Reading Grades 3-8,ALL,95,1.0
2019,10320,Reading Grades 3-8,BL7,95,1.0
2019,10320,Reading Grades 3-8,EDS,95,1.0
2019,10320,Reading Grades 3-8,WH7,95,1.0
2019,10320,Science Grades 5&8,ALL,95,1.0
2019,10320,Science Grades 5&8,WH7,95,1.0
2019,10324,The ACT,ALL,95,1.0
2019,10324,The ACT,BL7,95,1.0
2019,10324,The ACT,EDS,94,
2019,10324,The ACT,HI7,95,1.0
2019,10324,The ACT,SWD,95,1.0
2019,10324,The ACT,WH7,95,1.0
2019,10324,High School Math,ALL,95,1.0
2019,10324,High School Math,BL7,95,1.0
2019,10324,High School Math,EDS,95,1.0
2019,10324,High School Math,HI7,95,1.0
2019,10324,High School Math,SWD,92,
2019,10324,High School Math,WH7,95,1.0
2019,10324,English II,ALL,95,1.0
2019,10324,English II,BL7,95,1.0
2019,10324,English II,EDS,95,1.0
2019,10324,English II,HI7,95,1.0
2019,10324,English II,SWD,88,
2019,10324,English II,WH7,95,1.0
2019,10324,Biology,ALL,94,
2019,10324,Biology,BL7,95,
2019,10324,Biology,EDS,90,
2019,10324,Biology,HI7,88,
2019,10324,Biology,SWD,84,
2019,10324,Biology,WH7,95,1.0
2019,10324,ACT WorkKeys,ALL,95,1.0
2019,10324,ACT WorkKeys,WH7,95,1.0
2019,10326,Math Grades 3-8,ALL,95,1.0
2019,10326,Math Grades 3-8,BL7,95,1.0
2019,10326,Math Grades 3-8,EDS,95,1.0
2019,10326,Math Grades 3-8,ELS,95,1.0
2019,10326,Math Grades 3-8,HI7,95,1.0
2019,10326,Math Grades 3-8,SWD,95,1.0
2019,10326,Math Grades 3-8,WH7,95,1.0
2019,10326,Reading Grades 3-8,ALL,95,1.0
2019,10326,Reading Grades 3-8,BL7,95,1.0
2019,10326,Reading Grades 3-8,EDS,95,1.0
2019,10326,Reading Grades 3-8,ELS,95,1.0
2019,10326,Reading Grades 3-8,HI7,95,1.0
2019,10326,Reading Grades 3-8,SWD,95,1.0
2019,10326,Reading Grades 3-8,WH7,95,1.0
2019,10326,Science Grades 5&8,ALL,95,1.0
2019,10326,Science Grades 5&8,BL7,95,1.0
2019,10326,Science Grades 5&8,EDS,95,1.0
2019,10326,Science Grades 5&8,ELS,95,1.0
2019,10326,Science Grades 5&8,HI7,95,1.0
2019,10328,Math Grades 3-8,ALL,95,1.0
2019,10328,Math Grades 3-8,EDS,95,1.0
2019,10328,Math Grades 3-8,SWD,95,1.0
2019,10328,Math Grades 3-8,WH7,95,1.0
2019,10328,Reading Grades 3-8,ALL,95,1.0
2019,10328,Reading Grades 3-8,EDS,95,1.0
2019,10328,Reading Grades 3-8,SWD,95,1.0
2019,10328,Reading Grades 3-8,WH7,95,1.0
2019,10328,Science Grades 5&8,ALL,95,1.0
2019,10328,Science Grades 5&8,WH7,95,1.0
2019,10340,Math Grades 3-8,ALL,95,1.0
2019,10340,Math Grades 3-8,BL7,95,1.0
2019,10340,Math Grades 3-8,EDS,95,1.0
2019,10340,Math Grades 3-8,ELS,95,1.0
2019,10340,Math Grades 3-8,HI7,95,1.0
2019,10340,Math Grades 3-8,WH7,95,1.0
2019,10340,Reading Grades 3-8,ALL,95,1.0
2019,10340,Reading Grades 3-8,BL7,95,1.0
2019,10340,Reading Grades 3-8,EDS,95,1.0
2019,10340,Reading Grades 3-8,ELS,95,1.0
2019,10340,Reading Grades 3-8,HI7,95,1.0
2019,10340,Reading Grades 3-8,WH7,95,1.0
2019,10340,Science Grades 5&8,ALL,95,1.0
2019,10340,Science Grades 5&8,EDS,95,1.0
2019,10340,Science Grades 5&8,WH7,95,1.0
2019,10346,Math Grades 3-8,ALL,95,1.0
2019,10346,Math Grades 3-8,EDS,95,1.0
2019,10346,Math Grades 3-8,ELS,95,1.0
2019,10346,Math Grades 3-8,HI7,95,1.0
2019,10346,Math Grades 3-8,WH7,95,1.0
2019,10346,Reading Grades 3-8,ALL,95,1.0
2019,10346,Reading Grades 3-8,EDS,95,1.0
2019,10346,Reading Grades 3-8,ELS,95,1.0
2019,10346,Reading Grades 3-8,HI7,95,1.0
2019,10346,Reading Grades 3-8,WH7,95,1.0
2019,10346,Science Grades 5&8,ALL,95,1.0
2019,10346,Science Grades 5&8,EDS,95,1.0
2019,10346,Science Grades 5&8,WH7,95,1.0
2019,10347,Math Grades 3-8,ALL,95,1.0
2019,10347,Math Grades 3-8,BL7,95,1.0
2019,10347,Math Grades 3-8,EDS,95,1.0
2019,10347,Math Grades 3-8,ELS,95,1.0
2019,10347,Math Grades 3-8,HI7,95,1.0
2019,10347,Math Grades 3-8,SWD,95,1.0
2019,10347,Math Grades 3-8,WH7,95,1.0
2019,10347,Reading Grades 3-8,ALL,95,1.0
2019,10347,Reading Grades 3-8,BL7,95,1.0
2019,10347,Reading Grades 3-8,EDS,95,1.0
2019,10347,Reading Grades 3-8,ELS,95,1.0
2019,10347,Reading Grades 3-8,HI7,95,1.0
2019,10347,Reading Grades 3-8,SWD,95,1.0
2019,10347,Reading Grades 3-8,WH7,95,1.0
2019,10347,Science Grades 5&8,ALL,95,1.0
2019,10347,Science Grades 5&8,EDS,95,1.0
2019,10347,Science Grades 5&8,WH7,95,1.0
2019,10348,The ACT,ALL,88,
2019,10348,The ACT,BL7,86,
2019,10348,The ACT,EDS,86,
2019,10348,The ACT,HI7,88,
2019,10348,The ACT,SWD,80,
2019,10348,The ACT,WH7,87,
2019,10348,High School Math,ALL,95,
2019,10348,High School Math,BL7,93,
2019,10348,High School Math,EDS,95,
2019,10348,High School Math,HI7,95,
2019,10348,High School Math,WH7,95,1.0
2019,10348,English II,ALL,95,1.0
2019,10348,English II,BL7,95,
2019,10348,English II,EDS,95,1.0
2019,10348,English II,HI7,95,1.0
2019,10348,English II,SWD,92,
2019,10348,English II,WH7,95,
2019,10348,Biology,ALL,95,1.0
2019,10348,Biology,BL7,93,
2019,10348,Biology,EDS,95,1.0
2019,10348,Biology,HI7,95,1.0
2019,10348,Biology,WH7,95,1.0
2019,10348,ACT WorkKeys,ALL,75,
2019,10348,ACT WorkKeys,EDS,79,
2019,10348,ACT WorkKeys,HI7,75,
2019,10350,Math Grades 3-8,ALL,95,1.0
2019,10350,Math Grades 3-8,BL7,95,1.0
2019,10350,Math Grades 3-8,EDS,95,1.0
2019,10350,Math Grades 3-8,ELS,95,1.0
2019,10350,Math Grades 3-8,HI7,95,1.0
2019,10350,Math Grades 3-8,MU7,95,1.0
2019,10350,Math Grades 3-8,SWD,95,1.0
2019,10350,Math Grades 3-8,WH7,95,1.0
2019,10350,Reading Grades 3-8,ALL,95,1.0
2019,10350,Reading Grades 3-8,BL7,95,1.0
2019,10350,Reading Grades 3-8,EDS,95,1.0
2019,10350,Reading Grades 3-8,ELS,95,1.0
2019,10350,Reading Grades 3-8,HI7,95,1.0
2019,10350,Reading Grades 3-8,MU7,95,1.0
2019,10350,Reading Grades 3-8,SWD,95,1.0
2019,10350,Reading Grades 3-8,WH7,95,1.0
2019,10350,Science Grades 5&8,ALL,95,1.0
2019,10350,Science Grades 5&8,BL7,95,1.0
2019,10350,Science Grades 5&8,EDS,95,1.0
2019,10350,Science Grades 5&8,ELS,95,
2019,10350,Science Grades 5&8,HI7,95,1.0
2019,10350,Science Grades 5&8,SWD,95,1.0
2019,10350,Science Grades 5&8,WH7,95,1.0
2019,10351,Math Grades 3-8,ALL,95,1.0
2019,10351,Math Grades 3-8,BL7,95,1.0
2019,10351,Math Grades 3-8,EDS,95,1.0
2019,10351,Math Grades 3-8,ELS,95,1.0
2019,10351,Math Grades 3-8,HI7,95,1.0
2019,10351,Math Grades 3-8,SWD,95,1.0
2019,10351,Math Grades 3-8,WH7,95,1.0
2019,10351,Reading Grades 3-8,ALL,95,1.0
2019,10351,Reading Grades 3-8,BL7,95,1.0
2019,10351,Reading Grades 3-8,EDS,95,1.0
2019,10351,Reading Grades 3-8,ELS,95,1.0
2019,10351,Reading Grades 3-8,HI7,95,1.0
2019,10351,Reading Grades 3-8,SWD,95,1.0
2019,10351,Reading Grades 3-8,WH7,95,1.0
2019,10351,Science Grades 5&8,ALL,95,1.0
2019,10351,Science Grades 5&8,BL7,95,1.0
2019,10351,Science Grades 5&8,EDS,95,1.0
2019,10353,Math Grades 3-8,ALL,95,1.0
2019,10353,Math Grades 3-8,BL7,95,1.0
2019,10353,Math Grades 3-8,EDS,95,1.0
2019,10353,Math Grades 3-8,ELS,95,1.0
2019,10353,Math Grades 3-8,HI7,95,1.0
2019,10353,Math Grades 3-8,MU7,95,1.0
2019,10353,Math Grades 3-8,SWD,95,1.0
2019,10353,Math Grades 3-8,WH7,95,1.0
2019,10353,Reading Grades 3-8,ALL,95,1.0
2019,10353,Reading Grades 3-8,BL7,95,1.0
2019,10353,Reading Grades 3-8,EDS,95,1.0
2019,10353,Reading Grades 3-8,ELS,95,1.0
2019,10353,Reading Grades 3-8,HI7,95,1.0
2019,10353,Reading Grades 3-8,MU7,95,1.0
2019,10353,Reading Grades 3-8,SWD,95,1.0
2019,10353,Reading Grades 3-8,WH7,95,1.0
2019,10353,Science Grades 5&8,ALL,95,1.0
2019,10353,Science Grades 5&8,BL7,95,1.0
2019,10353,Science Grades 5&8,EDS,95,1.0
2019,10353,Science Grades 5&8,HI7,95,1.0
2019,10353,Science Grades 5&8,SWD,95,1.0
2019,10353,Science Grades 5&8,WH7,95,1.0
2019,10354,Math Grades 3-8,ALL,95,1.0
2019,10354,Math Grades 3-8,BL7,95,1.0
2019,10354,Math Grades 3-8,EDS,95,1.0
2019,10354,Math Grades 3-8,ELS,95,1.0
2019,10354,Math Grades 3-8,HI7,95,1.0
2019,10354,Math Grades 3-8,WH7,95,1.0
2019,10354,Reading Grades 3-8,ALL,95,1.0
2019,10354,Reading Grades 3-8,BL7,95,1.0
2019,10354,Reading Grades 3-8,EDS,95,1.0
2019,10354,Reading Grades 3-8,ELS,95,1.0
2019,10354,Reading Grades 3-8,HI7,95,1.0
2019,10354,Reading Grades 3-8,WH7,95,1.0
2019,10354,Science Grades 5&8,ALL,95,1.0
2019,10354,Science Grades 5&8,BL7,95,1.0
2019,10354,Science Grades 5&8,EDS,95,1.0
2019,10354,Science Grades 5&8,HI7,95,1.0
2019,10357,Math Grades 3-8,ALL,95,1.0
2019,10357,Math Grades 3-8,BL7,95,1.0
2019,10357,Math Grades 3-8,EDS,95,1.0
2019,10357,Math Grades 3-8,ELS,95,1.0
2019,10357,Math Grades 3-8,HI7,95,1.0
2019,10357,Math Grades 3-8,SWD,95,1.0
2019,10357,Math Grades 3-8,WH7,95,1.0
2019,10357,Reading Grades 3-8,ALL,95,1.0
2019,10357,Reading Grades 3-8,BL7,95,1.0
2019,10357,Reading Grades 3-8,EDS,95,1.0
2019,10357,Reading Grades 3-8,ELS,95,1.0
2019,10357,Reading Grades 3-8,HI7,95,1.0
2019,10357,Reading Grades 3-8,SWD,95,1.0
2019,10357,Reading Grades 3-8,WH7,95,1.0
2019,10357,Science Grades 5&8,ALL,95,1.0
2019,10357,Science Grades 5&8,EDS,95,1.0
2019,10357,Science Grades 5&8,ELS,95,1.0
2019,10357,Science Grades 5&8,HI7,95,1.0
2019,10358,Math Grades 3-8,ALL,95,1.0
2019,10358,Math Grades 3-8,BL7,95,1.0
2019,10358,Math Grades 3-8,EDS,95,1.0
2019,10358,Math Grades 3-8,ELS,95,1.0
2019,10358,Math Grades 3-8,HI7,95,1.0
2019,10358,Math Grades 3-8,SWD,95,1.0
2019,10358,Math Grades 3-8,WH7,95,1.0
2019,10358,Reading Grades 3-8,ALL,95,1.0
2019,10358,Reading Grades 3-8,BL7,95,1.0
2019,10358,Reading Grades 3-8,EDS,95,1.0
2019,10358,Reading Grades 3-8,ELS,95,1.0
2019,10358,Reading Grades 3-8,HI7,95,1.0
2019,10358,Reading Grades 3-8,SWD,95,1.0
2019,10358,Reading Grades 3-8,WH7,95,1.0
2019,10358,Science Grades 5&8,ALL,95,1.0
2019,10358,Science Grades 5&8,BL7,95,1.0
2019,10358,Science Grades 5&8,EDS,95,1.0
2019,10358,Science Grades 5&8,HI7,95,1.0
2019,10360,The ACT,ALL,95,1.0
2019,10360,The ACT,BL7,95,1.0
2019,10360,The ACT,EDS,95,1.0
2019,10360,The ACT,ELS,95,1.0
2019,10360,The ACT,HI7,95,1.0
2019,10360,The ACT,SWD,95,1.0
2019,10360,High School Math,ALL,95,1.0
2019,10360,High School Math,BL7,95,1.0
2019,10360,High School Math,EDS,95,1.0
2019,10360,High School Math,ELS,93,
2019,10360,High School Math,HI7,95,1.0
2019,10360,High School Math,SWD,95,1.0
2019,10360,English II,ALL,95,1.0
2019,10360,English II,BL7,95,1.0
2019,10360,English II,EDS,95,
2019,10360,English II,ELS,86,
2019,10360,English II,HI7,94,
2019,10360,English II,SWD,95,1.0
2019,10360,Biology,ALL,95,1.0
2019,10360,Biology,BL7,95,1.0
2019,10360,Biology,EDS,95,1.0
2019,10360,Biology,ELS,95,1.0
2019,10360,Biology,HI7,95,1.0
2019,10360,Biology,SWD,95,1.0
2019,10360,ACT WorkKeys,ALL,95,1.0
2019,10360,ACT WorkKeys,BL7,95,1.0
2019,10360,ACT WorkKeys,EDS,95,1.0
2019,10360,ACT WorkKeys,HI7,95,1.0
2019,10362,Math Grades 3-8,ALL,95,1.0
2019,10362,Math Grades 3-8,BL7,95,1.0
2019,10362,Math Grades 3-8,EDS,95,1.0
2019,10362,Math Grades 3-8,HI7,95,1.0
2019,10362,Math Grades 3-8,WH7,95,1.0
2019,10362,Reading Grades 3-8,ALL,95,1.0
2019,10362,Reading Grades 3-8,BL7,95,1.0
2019,10362,Reading Grades 3-8,EDS,95,1.0
2019,10362,Reading Grades 3-8,HI7,95,1.0
2019,10362,Reading Grades 3-8,WH7,95,1.0
2019,10362,Science Grades 5&8,ALL,95,1.0
2019,10362,Science Grades 5&8,EDS,95,1.0
2019,10362,Science Grades 5&8,WH7,95,1.0
2019,10364,Math Grades 3-8,ALL,95,1.0
2019,10364,Math Grades 3-8,BL7,95,1.0
2019,10364,Math Grades 3-8,EDS,95,1.0
2019,10364,Math Grades 3-8,ELS,95,1.0
2019,10364,Math Grades 3-8,HI7,95,1.0
2019,10364,Math Grades 3-8,SWD,95,1.0
2019,10364,Math Grades 3-8,WH7,95,1.0
2019,10364,Reading Grades 3-8,ALL,95,1.0
2019,10364,Reading Grades 3-8,BL7,95,1.0
2019,10364,Reading Grades 3-8,EDS,95,1.0
2019,10364,Reading Grades 3-8,ELS,95,1.0
2019,10364,Reading Grades 3-8,HI7,95,1.0
2019,10364,Reading Grades 3-8,SWD,95,1.0
2019,10364,Reading Grades 3-8,WH7,95,1.0
2019,10364,Science Grades 5&8,ALL,95,1.0
2019,10364,Science Grades 5&8,EDS,95,1.0
2019,10372,Math Grades 3-8,ALL,95,1.0
2019,10372,Math Grades 3-8,BL7,95,1.0
2019,10372,Math Grades 3-8,EDS,95,1.0
2019,10372,Math Grades 3-8,HI7,95,1.0
2019,10372,Math Grades 3-8,SWD,95,1.0
2019,10372,Math Grades 3-8,WH7,95,1.0
2019,10372,Reading Grades 3-8,ALL,95,1.0
2019,10372,Reading Grades 3-8,BL7,95,1.0
2019,10372,Reading Grades 3-8,EDS,95,1.0
2019,10372,Reading Grades 3-8,HI7,95,1.0
2019,10372,Reading Grades 3-8,SWD,95,1.0
2019,10372,Reading Grades 3-8,WH7,95,1.0
2019,10372,Science Grades 5&8,ALL,95,1.0
2019,10372,Science Grades 5&8,EDS,95,1.0
2019,10374,Math Grades 3-8,ALL,95,1.0
2019,10374,Math Grades 3-8,BL7,95,1.0
2019,10374,Math Grades 3-8,EDS,95,1.0
2019,10374,Math Grades 3-8,ELS,95,1.0
2019,10374,Math Grades 3-8,HI7,95,1.0
2019,10374,Reading Grades 3-8,ALL,95,1.0
2019,10374,Reading Grades 3-8,BL7,95,1.0
2019,10374,Reading Grades 3-8,EDS,95,1.0
2019,10374,Reading Grades 3-8,ELS,95,1.0
2019,10374,Reading Grades 3-8,HI7,95,1.0
2019,10374,Science Grades 5&8,ALL,95,1.0
2019,10374,Science Grades 5&8,EDS,95,1.0
2019,10374,Science Grades 5&8,ELS,95,1.0
2019,10374,Science Grades 5&8,HI7,95,1.0
2019,10378,Math Grades 3-8,ALL,93,
2019,10378,Math Grades 3-8,EDS,91,
2019,10378,Math Grades 3-8,SWD,95,
2019,10378,Reading Grades 3-8,ALL,89,
2019,10378,Reading Grades 3-8,EDS,88,
2019,10378,Reading Grades 3-8,SWD,92,
2019,10380,Math Grades 3-8,ALL,95,1.0
2019,10380,Math Grades 3-8,BL7,95,1.0
2019,10380,Math Grades 3-8,EDS,95,1.0
2019,10380,Math Grades 3-8,ELS,95,1.0
2019,10380,Math Grades 3-8,HI7,95,1.0
2019,10380,Math Grades 3-8,WH7,95,1.0
2019,10380,Reading Grades 3-8,ALL,95,1.0
2019,10380,Reading Grades 3-8,BL7,95,1.0
2019,10380,Reading Grades 3-8,EDS,95,1.0
2019,10380,Reading Grades 3-8,ELS,95,1.0
2019,10380,Reading Grades 3-8,HI7,95,1.0
2019,10380,Reading Grades 3-8,WH7,95,1.0
2019,10380,Science Grades 5&8,ALL,95,1.0
2019,10380,Science Grades 5&8,EDS,95,1.0
2019,10380,Science Grades 5&8,ELS,95,1.0
2019,10380,Science Grades 5&8,HI7,95,1.0
2019,10384,Math Grades 3-8,ALL,95,1.0
2019,10384,Math Grades 3-8,BL7,95,1.0
2019,10384,Math Grades 3-8,EDS,95,1.0
2019,10384,Math Grades 3-8,HI7,95,1.0
2019,10384,Math Grades 3-8,MU7,95,1.0
2019,10384,Math Grades 3-8,SWD,95,1.0
2019,10384,Math Grades 3-8,WH7,95,1.0
2019,10384,Reading Grades 3-8,ALL,95,1.0
2019,10384,Reading Grades 3-8,BL7,95,1.0
2019,10384,Reading Grades 3-8,EDS,95,1.0
2019,10384,Reading Grades 3-8,HI7,95,1.0
2019,10384,Reading Grades 3-8,MU7,95,1.0
2019,10384,Reading Grades 3-8,SWD,95,1.0
2019,10384,Reading Grades 3-8,WH7,95,1.0
2019,10384,Science Grades 5&8,ALL,95,1.0
2019,10384,Science Grades 5&8,BL7,95,1.0
2019,10384,Science Grades 5&8,EDS,95,1.0
2019,10384,Science Grades 5&8,WH7,95,1.0
2019,10388,The ACT,ALL,95,
2019,10388,The ACT,BL7,95,1.0
2019,10388,The ACT,EDS,93,
2019,10388,The ACT,HI7,95,
2019,10388,The ACT,SWD,90,
2019,10388,The ACT,WH7,94,
2019,10388,High School Math,ALL,95,1.0
2019,10388,High School Math,EDS,95,1.0
2019,10388,High School Math,HI7,95,1.0
2019,10388,High School Math,SWD,95,1.0
2019,10388,High School Math,WH7,95,1.0
2019,10388,English II,ALL,95,1.0
2019,10388,English II,EDS,95,1.0
2019,10388,English II,HI7,95,1.0
2019,10388,English II,WH7,95,1.0
2019,10388,Biology,ALL,95,1.0
2019,10388,Biology,EDS,95,1.0
2019,10388,Biology,HI7,95,1.0
2019,10388,Biology,SWD,95,1.0
2019,10388,Biology,WH7,95,1.0
2019,10388,ACT WorkKeys,ALL,95,1.0
2019,10388,ACT WorkKeys,EDS,95,1.0
2019,10388,ACT WorkKeys,WH7,95,1.0
2019,10390,Math Grades 3-8,ALL,95,1.0
2019,10390,Math Grades 3-8,BL7,95,1.0
2019,10390,Math Grades 3-8,EDS,95,1.0
2019,10390,Math Grades 3-8,ELS,95,1.0
2019,10390,Math Grades 3-8,HI7,95,1.0
2019,10390,Math Grades 3-8,SWD,95,1.0
2019,10390,Math Grades 3-8,WH7,95,1.0
2019,10390,Reading Grades 3-8,ALL,95,1.0
2019,10390,Reading Grades 3-8,BL7,95,1.0
2019,10390,Reading Grades 3-8,EDS,95,1.0
2019,10390,Reading Grades 3-8,ELS,95,1.0
2019,10390,Reading Grades 3-8,HI7,95,1.0
2019,10390,Reading Grades 3-8,SWD,95,1.0
2019,10390,Reading Grades 3-8,WH7,95,1.0
2019,10390,Science Grades 5&8,ALL,95,1.0
2019,10390,Science Grades 5&8,EDS,95,1.0
2019,10390,Science Grades 5&8,WH7,95,1.0
2019,10392,Math Grades 3-8,ALL,95,1.0
2019,10392,Math Grades 3-8,EDS,95,1.0
2019,10392,Math Grades 3-8,WH7,95,1.0
2019,10392,Reading Grades 3-8,ALL,95,1.0
2019,10392,Reading Grades 3-8,EDS,95,1.0
2019,10392,Reading Grades 3-8,WH7,95,1.0
