year,agency_code,asm_option,k2_feeder,subgroup,aaa_score,aaa_score_masking,awa_score,awa_score_masking,cgrs_score,cgrs_score_masking,elp_score,elp_score_masking,mcr_score,mcr_score_masking,scgs_score,scgs_score_masking,bi_score,bi_score_masking,ach_score,eg_status,eg_score,spg_score,spg_grade,mags_score,mags_score_masking,ma_eg_status,ma_eg_score,ma_spg_score,ma_spg_grade,rdgs_score,rdgs_score_masking,rd_eg_status,rd_eg_score,rd_spg_score,rd_spg_grade
2019,310330,N,N,SWD,30.3,,,,,,,,,,,,,,30.3,Met,81.6,41.0,D,,,,,,,,,,,,
2019,310330,N,N,WH7,67.8,,,,,,,,,,93.4,,,,71.0,Exceeded,87.0,74.0,B,,,,,,,,,,,,
2019,310336,N,N,ALL,35.5,,,,,,38.5,,,,55.4,,,,38.6,Met,83.8,48.0,D,34.6,,Met,82.8,44.0,D,36.5,,Met,82.0,46.0,D
2019,310336,N,N,BL7,30.8,,,,,,,,,,48.2,,,,33.5,Met,84.5,44.0,D,,,,,,,,,,,,
2019,310336,N,N,EDS,32.2,,,,,,36.4,,,,52.7,,,,35.4,Met,84.2,45.0,D,,,,,,,,,,,,
2019,310336,N,N,ELS,34.0,,,,,,38.5,,,,51.0,,,,36.9,Met,81.1,46.0,D,,,,,,,,,,,,
2019,310336,N,N,HI7,38.1,,,,,,38.9,,,,57.8,,,,40.7,Met,82.5,49.0,D,,,,,,,,,,,,
2019,310336,N,N,SWD,6.4,,,,,,,,,,,,,,6.4,Met,84.0,22.0,F,,,,,,,,,,,,
2019,310336,N,N,WH7,45.8,,,,,,,,,,,,,,45.8,Met,77.8,52.0,D,,,,,,,,,,,,
2019,310338,N,N,ALL,73.1,,80.9,,95.0,1.0,,,95.0,1.0,,,79.3,,83.1,Exceeded,87.0,84.0,B,,,,,,,,,,,,
2019,310338,N,N,EDS,71.2,,,,,,,,,,,,77.0,,73.9,Exceeded,85.9,76.0,B,,,,,,,,,,,,
2019,310338,N,N,HI7,73.2,,,,,,,,,,,,80.6,,76.6,Exceeded,87.3,79.0,B,,,,,,,,,,,,
2019,310344,N,N,ALL,52.8,,64.3,,86.3,,5.0,2.0,93.8,,,,49.1,,65.6,Exceeded,86.5,70.0,B,,,,,,,,,,,,
2019,310344,N,N,BL7,40.0,,,,,,,,,,,,,,40.0,Met,83.0,49.0,D,,,,,,,,,,,,
2019,310344,N,N,EDS,44.7,,51.7,,85.9,,,,92.1,,,,44.9,,60.9,Exceeded,86.9,66.0,C,,,,,,,,,,,,
2019,310344,N,N,ELS,18.1,,,,66.7,,5.0,2.0,88.2,,,,20.6,,38.1,Met,81.8,47.0,D,,,,,,,,,,,,
2019,310344,N,N,HI7,40.8,,48.4,,73.6,,5.0,2.0,92.8,,,,43.8,,53.4,Exceeded,85.3,60.0,C,,,,,,,,,,,,
2019,310344,N,N,SWD,7.3,,,,,,,,,,,,,,7.3,Met,76.1,21.0,F,,,,,,,,,,,,
2019,310344,N,N,WH7,63.7,,73.9,,93.7,,,,95.0,,,,58.3,,75.0,Met,83.1,77.0,B,,,,,,,,,,,,
2019,310352,N,N,ALL,28.9,,53.8,,79.5,,,,92.9,,,,38.0,,55.6,Met,82.8,61.0,C,,,,,,,,,,,,
2019,310352,N,N,BL7,16.5,,41.4,,92.3,,,,90.3,,,,21.4,,50.9,Met,80.8,57.0,C,,,,,,,,,,,,
2019,310352,N,N,EDS,24.8,,46.2,,84.4,,,,92.0,,,,31.2,,52.1,Met,81.1,58.0,C,,,,,,,,,,,,
2019,310352,N,N,ELS,6.3,,,,71.4,,,,,,,,,,29.3,Met,80.0,39.0,F,,,,,,,,,,,,
2019,310352,N,N,HI7,31.6,,52.4,,70.3,,,,95.0,1.0,,,33.9,,53.8,Met,83.0,60.0,C,,,,,,,,,,,,
2019,310352,N,N,SWD,5.0,2.0,,,,,,,,,,,,,0.0,,,0.0,F,,,,,,,,,,,,
2019,310352,N,N,WH7,43.8,,,,,,,,,,,,,,43.8,Met,77.2,50.0,D,,,,,,,,,,,,
2019,310356,N,N,ALL,49.7,,,,,,46.5,,,,73.8,,,,52.9,Met,72.2,57.0,C,49.6,,NotMet,65.7,53.0,D,49.9,,Met,78.0,56.0,C
2019,310356,N,N,BL7,39.4,,,,,,,,,,53.1,,,,41.2,Met,74.6,48.0,D,,,,,,,,,,,,
2019,310356,N,N,EDS,43.3,,,,,,47.2,,,,71.4,,,,47.4,Met,73.8,53.0,D,,,,,,,,,,,,
2019,310356,N,N,ELS,35.9,,,,,,46.5,,,,,,,,38.6,Met,78.5,47.0,D,,,,,,,,,,,,
2019,310356,N,N,HI7,49.0,,,,,,47.5,,,,73.7,,,,52.1,Met,78.7,57.0,C,,,,,,,,,,,,
2019,310356,N,N,SWD,23.6,,,,,,,,,,,,,,23.6,,,24.0,F,,,,,,,,,,,,
2019,310356,N,N,WH7,59.0,,,,,,,,,,87.5,,,,63.4,NotMet,68.3,64.0,C,,,,,,,,,,,,
2019,310360,N,N,ALL,56.3,,,,,,28.9,,,,90.1,,,,57.0,Met,77.8,61.0,C,53.9,,NotMet,65.7,56.0,C,58.6,,Met,81.0,63.0,C
2019,310360,N,N,BL7,45.5,,,,,,,,,,,,,,45.5,Met,72.4,51.0,D,,,,,,,,,,,,
2019,310360,N,N,EDS,48.9,,,,,,30.6,,,,88.6,,,,50.7,Met,80.6,57.0,C,,,,,,,,,,,,
2019,310360,N,N,ELS,43.1,,,,,,28.9,,,,82.9,,,,43.1,Met,83.0,51.0,D,,,,,,,,,,,,
2019,310360,N,N,HI7,49.3,,,,,,29.3,,,,87.5,,,,49.8,Met,81.2,56.0,C,,,,,,,,,,,,
2019,310360,N,N,SWD,17.2,,,,,,,,,,,,,,17.2,Met,76.5,29.0,F,,,,,,,,,,,,
2019,310360,N,N,WH7,69.9,,,,,,,,,,95.0,1.0,,,72.6,Met,78.0,74.0,B,,,,,,,,,,,,
2019,310364,N,N,ALL,61.6,,82.6,,85.2,,,,94.6,,94.7,,73.6,,72.1,Met,84.0,74.0,B,57.4,,Exceeded,85.3,63.0,C,60.8,,Met,77.2,64.0,C
2019,310364,N,N,BL7,31.9,,,,,,,,,,,,,,31.9,Met,80.2,42.0,D,,,,,,,,,,,,
2019,310364,N,N,EDS,54.1,,86.8,,84.4,,,,92.9,,94.9,,61.3,,67.6,Met,81.7,70.0,B,,,,,,,,,,,,
2019,310364,N,N,ELS,40.9,,,,,,,,,,,,,,40.9,Met,80.5,49.0,D,,,,,,,,,,,,
2019,310364,N,N,HI7,56.0,,73.0,,87.8,,,,95.0,1.0,94.4,,66.7,,68.3,Met,80.5,71.0,B,,,,,,,,,,,,
2019,310364,N,N,SWD,21.9,,,,,,,,,,,,,,21.9,,,22.0,F,,,,,,,,,,,,
2019,310364,N,N,WH7,73.8,,,,82.4,,,,,,93.3,,78.9,,77.3,Met,84.1,79.0,B,,,,,,,,,,,,
2019,310384,N,N,ALL,40.0,,,,,,31.4,,,,65.3,,,,42.6,Exceeded,88.5,52.0,D,46.8,,Exceeded,88.9,55.0,C,33.2,,Met,83.2,43.0,D
2019,310384,N,N,BL7,35.8,,,,,,,,,,65.2,,,,40.1,Met,83.9,49.0,D,,,,,,,,,,,,
2019,310384,N,N,EDS,37.9,,,,,,28.0,,,,62.8,,,,40.3,Exceeded,86.4,50.0,D,,,,,,,,,,,,
2019,310384,N,N,ELS,31.7,,,,,,31.4,,,,55.4,,,,34.3,Met,83.5,44.0,D,,,,,,,,,,,,
2019,310384,N,N,HI7,41.1,,,,,,32.8,,,,64.1,,,,42.7,Exceeded,87.6,52.0,D,,,,,,,,,,,,
2019,310384,N,N,SWD,11.8,,,,,,,,,,,,,,11.8,Met,79.1,25.0,F,,,,,,,,,,,,
2019,310384,N,N,WH7,46.5,,,,,,,,,,76.7,,,,50.4,Met,81.1,57.0,C,,,,,,,,,,,,
2019,310388,N,N,ALL,39.4,,,,,,30.6,,,,64.8,,,,42.3,NotMet,67.0,47.0,D,35.3,,NotMet,61.5,41.0,D,43.6,,Met,78.9,51.0,D
2019,310388,N,N,BL7,23.8,,,,,,,,,,52.3,,,,27.9,NotMet,65.5,35.0,F,,,,,,,,,,,,
2019,310388,N,N,EDS,36.6,,,,,,30.1,,,,62.4,,,,39.6,NotMet,64.7,45.0,D,,,,,,,,,,,,
2019,310388,N,N,ELS,27.3,,,,,,30.6,,,,51.1,,,,30.3,Met,78.1,40.0,D,,,,,,,,,,,,
2019,310388,N,N,HI7,40.7,,,,,,30.6,,,,66.0,,,,42.3,Met,72.4,48.0,D,,,,,,,,,,,,
2019,310388,N,N,MU7,46.0,,,,,,,,,,,,,,46.0,,,46.0,D,,,,,,,,,,,,
2019,310388,N,N,SWD,5.6,,,,,,,,,,,,,,5.6,Met,75.9,20.0,F,,,,,,,,,,,,
2019,310388,N,N,WH7,52.5,,,,,,,,,,75.9,,,,56.4,Met,73.8,60.0,C,,,,,,,,,,,,
2019,310392,N,N,ALL,36.5,,67.2,,80.7,,,,95.0,1.0,,,43.8,,59.1,NotMet,67.8,61.0,C,,,,,,,,,,,,
2019,310392,N,N,BL7,31.6,,40.0,,78.7,,,,91.9,,,,25.0,,47.4,Met,72.1,52.0,D,,,,,,,,,,,,
2019,310392,N,N,EDS,29.7,,58.3,,84.5,,,,95.0,1.0,,,35.9,,53.9,Met,73.5,58.0,C,,,,,,,,,,,,
2019,310392,N,N,ELS,16.7,,,,,,,,,,,,,,16.7,Met,82.7,30.0,F,,,,,,,,,,,,
2019,310392,N,N,HI7,34.3,,69.8,,77.2,,,,95.0,1.0,,,43.5,,58.0,Met,78.8,62.0,C,,,,,,,,,,,,
2019,310392,N,N,WH7,42.5,,82.1,,85.1,,,,95.0,1.0,,,65.3,,69.7,NotMet,67.3,69.0,C,,,,,,,,,,,,
2019,320304,N,N,ALL,39.8,,,,,,34.2,,,,84.2,,,,44.5,Met,78.9,51.0,D,44.8,,NotMet,69.0,50.0,D,34.7,,Met,76.2,43.0,D
2019,320304,N,N,BL7,31.9,,,,,,,,,,80.8,,,,38.3,Met,75.3,46.0,D,,,,,,,,,,,,
2019,320304,N,N,EDS,32.4,,,,,,36.1,,,,76.9,,,,37.8,Met,73.9,45.0,D,,,,,,,,,,,,
2019,320304,N,N,ELS,44.5,,,,,,34.2,,,,90.3,,,,46.6,Met,80.3,53.0,D,,,,,,,,,,,,
2019,320304,N,N,HI7,47.7,,,,,,34.7,,,,92.7,,,,50.0,Met,81.5,56.0,C,,,,,,,,,,,,
2019,320304,N,N,SWD,14.4,,,,,,,,,,,,,,14.4,Met,77.8,27.0,F,,,,,,,,,,,,
2019,320304,N,N,WH7,52.9,,,,,,,,,,,,,,52.9,,,53.0,D,,,,,,,,,,,,
2019,320306,N,N,ALL,40.2,,,,,,18.8,,,,52.0,,,,40.1,Exceeded,93.4,51.0,D,41.2,,Exceeded,95.9,52.0,D,39.1,,Met,84.4,48.0,D
2019,320306,N,N,BL7,30.3,,,,,,,,,,52.6,,,,33.5,Met,84.4,44.0,D,,,,,,,,,,,,
2019,320306,N,N,EDS,30.1,,,,,,18.1,,,,48.8,,,,31.7,Exceeded,92.7,44.0,D,,,,,,,,,,,,
2019,320306,N,N,ELS,26.5,,,,,,18.8,,,,31.3,,,,25.2,Exceeded,90.9,38.0,F,,,,,,,,,,,,
2019,320306,N,N,HI7,34.2,,,,,,15.7,,,,45.8,,,,33.0,Exceeded,92.4,45.0,D,,,,,,,,,,,,
2019,320306,N,N,MU7,41.2,,,,,,,,,,,,,,41.2,,,41.0,D,,,,,,,,,,,,
2019,320306,N,N,SWD,23.1,,,,,,,,,,,,,,23.1,Met,80.5,35.0,F,,,,,,,,,,,,
2019,320306,N,N,WH7,77.0,,,,,,,,,,,,,,77.0,Met,84.4,78.0,B,,,,,,,,,,,,
2019,320308,N,N,ALL,57.5,,,,,,52.5,,,,94.8,,,,61.4,Exceeded,94.8,68.0,C,55.6,,Exceeded,87.9,62.0,C,59.4,,Exceeded,90.5,66.0,C
2019,320308,N,N,BL7,48.1,,,,,,,,,,,,,,48.1,Exceeded,90.1,57.0,C,,,,,,,,,,,,
2019,320308,N,N,EDS,48.6,,,,,,,,,,93.8,,,,54.5,Exceeded,91.9,62.0,C,,,,,,,,,,,,
2019,320308,N,N,ELS,62.3,,,,,,52.5,,,,,,,,59.4,Exceeded,93.0,66.0,C,,,,,,,,,,,,
2019,320308,N,N,HI7,66.8,,,,,,51.7,,,,95.0,1.0,,,67.4,Exceeded,93.3,73.0,B,,,,,,,,,,,,
2019,320308,N,N,SWD,39.1,,,,,,,,,,,,,,39.1,Exceeded,86.2,49.0,D,,,,,,,,,,,,
2019,320309,N,N,ALL,95.0,1.0,95.0,1.0,95.0,1.0,,,95.0,1.0,,,95.0,1.0,98.6,Exceeded,95.6,98.0,A,,,,,,,,,,,,
2019,320309,N,N,BL7,95.0,1.0,95.0,1.0,95.0,1.0,,,95.0,1.0,,,95.0,1.0,99.2,Exceeded,92.6,98.0,A,,,,,,,,,,,,
2019,320309,N,N,EDS,95.0,1.0,95.0,1.0,95.0,1.0,,,95.0,1.0,,,95.0,1.0,99.0,Exceeded,93.0,98.0,A,,,,,,,,,,,,
2019,320309,N,N,HI7,95.0,1.0,,,,,,,,,,,,,96.4,Exceeded,88.4,95.0,A,,,,,,,,,,,,
2019,320310,N,N,ALL,26.8,,,,,,46.1,,,,63.6,,,,34.0,Exceeded,92.1,46.0,D,27.4,,Exceeded,89.1,40.0,D,26.3,,Exceeded,88.8,39.0,F
2019,320310,N,N,BL7,22.1,,,,,,,,,,62.2,,,,28.2,Exceeded,90.0,41.0,D,,,,,,,,,,,,
2019,320310,N,N,EDS,24.2,,,,,,43.2,,,,59.3,,,,30.9,Exceeded,90.3,43.0,D,,,,,,,,,,,,
2019,320310,N,N,ELS,22.2,,,,,,46.1,,,,,,,,30.1,Exceeded,87.6,42.0,D,,,,,,,,,,,,
2019,320310,N,N,HI7,31.8,,,,,,45.1,,,,67.6,,,,38.4,Exceeded,90.7,49.0,D,,,,,,,,,,,,
2019,320310,N,N,SWD,5.0,2.0,,,,,,,,,,,,,0.0,,,0.0,F,,,,,,,,,,,,
2019,320312,N,N,ALL,45.8,,58.8,,81.8,,26.2,,92.0,,,,51.4,,62.0,NotMet,58.0,61.0,C,,,,,,,,,,,,
2019,320312,N,N,AS7,82.0,,,,,,,,,,,,,,82.0,Met,83.6,82.0,B,,,,,,,,,,,,
2019,320312,N,N,BL7,32.9,,42.7,,79.5,,,,86.1,,,,37.2,,52.7,NotMet,59.4,54.0,D,,,,,,,,,,,,
2019,320312,N,N,EDS,23.5,,30.4,,66.5,,,,81.3,,,,28.5,,41.1,NotMet,58.8,45.0,D,,,,,,,,,,,,
2019,320312,N,N,ELS,5.0,2.0,6.9,,60.0,,26.2,,91.7,,,,10.9,,32.1,NotMet,64.2,39.0,F,,,,,,,,,,,,
2019,320312,N,N,HI7,22.3,,37.1,,71.8,,31.3,,93.2,,,,32.4,,46.4,NotMet,59.8,49.0,D,,,,,,,,,,,,
2019,320312,N,N,MU7,36.2,,,,,,,,,,,,,,36.2,Met,75.2,44.0,D,,,,,,,,,,,,
2019,320312,N,N,SWD,14.7,,,,65.4,,,,39.6,,,,23.5,,31.6,NotMet,65.1,38.0,F,,,,,,,,,,,,
2019,320312,N,N,WH7,77.2,,92.7,,93.4,,,,95.0,1.0,,,78.1,,85.3,Met,70.1,82.0,B,,,,,,,,,,,,
2019,320313,N,N,ALL,67.5,,,,,,,,,,89.9,,,,71.1,Exceeded,93.4,76.0,B,67.1,,Exceeded,86.3,71.0,B,67.9,,Exceeded,89.3,72.0,B
2019,320313,N,N,BL7,44.8,,,,,,,,,,,,,,44.8,Met,84.7,53.0,D,,,,,,,,,,,,
2019,320313,N,N,EDS,45.1,,,,,,,,,,75.0,,,,50.0,Exceeded,89.6,58.0,C,,,,,,,,,,,,
2019,320313,N,N,ELS,39.7,,,,,,,,,,,,,,39.7,Exceeded,88.8,50.0,D,,,,,,,,,,,,
2019,320313,N,N,HI7,54.2,,,,,,,,,,,,,,54.2,Exceeded,90.9,62.0,C,,,,,,,,,,,,
2019,320313,N,N,SWD,26.6,,,,,,,,,,,,,,26.6,Met,82.1,38.0,F,,,,,,,,,,,,
2019,320313,N,N,WH7,80.2,,,,,,,,,,95.0,1.0,,,83.0,Exceeded,89.6,84.0,B,,,,,,,,,,,,
2019,320314,N,N,ALL,49.1,,45.2,,83.0,,,,95.0,1.0,80.4,,50.6,,55.6,NotMet,67.7,58.0,C,47.9,,NotMet,57.5,50.0,D,55.5,,Met,79.2,60.0,C
2019,320314,N,N,BL7,41.4,,,,,,,,,,77.3,,45.7,,45.6,Met,72.1,51.0,D,,,,,,,,,,,,
2019,320314,N,N,EDS,36.8,,,,,,,,,,71.1,,43.2,,40.1,NotMet,65.6,45.0,D,,,,,,,,,,,,
2019,320314,N,N,ELS,33.0,,,,,,,,,,,,,,33.0,Met,78.4,42.0,D,,,,,,,,,,,,
2019,320314,N,N,HI7,41.9,,,,,,,,,,,,,,41.9,Met,72.3,48.0,D,,,,,,,,,,,,
2019,320314,N,N,SWD,21.6,,,,,,,,,,,,,,21.6,Met,84.4,34.0,F,,,,,,,,,,,,
2019,320314,N,N,WH7,72.9,,,,,,,,,,,,,,72.9,Met,81.1,75.0,B,,,,,,,,,,,,
2019,320315,N,N,ALL,37.1,,,,,,50.0,,,,55.2,,,,40.7,Exceeded,89.1,50.0,D,41.4,,Exceeded,86.0,50.0,D,32.8,,Exceeded,86.0,43.0,D
2019,320315,N,N,BL7,33.4,,,,,,,,,,55.9,,,,36.9,Met,83.1,46.0,D,,,,,,,,,,,,
2019,320315,N,N,EDS,31.8,,,,,,,,,,45.9,,,,34.0,Met,82.7,44.0,D,,,,,,,,,,,,
2019,320315,N,N,ELS,31.3,,,,,,50.0,,,,,,,,37.1,Exceeded,86.7,47.0,D,,,,,,,,,,,,
2019,320315,N,N,HI7,46.7,,,,,,,,,,,,,,46.7,Exceeded,86.1,55.0,C,,,,,,,,,,,,
2019,320315,N,N,SWD,5.2,,,,,,,,,,,,,,5.2,Met,81.8,21.0,F,,,,,,,,,,,,
2019,320316,N,N,ALL,44.7,,,,,,16.9,,,,66.7,,,,46.5,Exceeded,88.0,55.0,C,44.2,,Exceeded,87.8,53.0,D,45.1,,Met,83.0,53.0,D
2019,320316,N,N,AS7,70.4,,,,,,,,,,,,,,70.4,Met,78.8,72.0,B,,,,,,,,,,,,
2019,320316,N,N,BL7,33.5,,,,,,,,,,59.1,,,,37.2,Met,84.6,47.0,D,,,,,,,,,,,,
2019,320316,N,N,EDS,35.6,,,,,,18.3,,,,58.5,,,,37.6,Exceeded,87.9,48.0,D,,,,,,,,,,,,
2019,320316,N,N,ELS,30.8,,,,,,16.9,,,,45.2,,,,29.7,Met,83.8,41.0,D,,,,,,,,,,,,
2019,320316,N,N,HI7,40.1,,,,,,16.9,,,,63.0,,,,40.4,Met,83.9,49.0,D,,,,,,,,,,,,
2019,320316,N,N,MU7,57.1,,,,,,,,,,,,,,57.1,Met,81.1,62.0,C,,,,,,,,,,,,
2019,320316,N,N,SWD,10.0,,,,,,,,,,32.4,,,,12.9,Met,83.7,27.0,F,,,,,,,,,,,,
2019,320316,N,N,WH7,75.1,,,,,,,,,,91.7,,,,77.3,Exceeded,87.1,79.0,B,,,,,,,,,,,,
2019,320317,N,N,ALL,86.1,,92.3,,95.0,1.0,,,95.0,1.0,,,95.0,1.0,93.3,Exceeded,100.0,95.0,A,,,,,,,,,,,,
2019,320317,N,N,BL7,86.9,,90.2,,95.0,1.0,,,95.0,1.0,,,95.0,1.0,94.5,Exceeded,94.6,95.0,A,,,,,,,,,,,,
2019,320317,N,N,EDS,80.9,,87.5,,95.0,1.0,,,95.0,1.0,,,95.0,1.0,90.3,Exceeded,98.4,92.0,A,,,,,,,,,,,,
2019,320317,N,N,HI7,83.8,,,,,,,,,,,,91.9,,86.3,Exceeded,96.7,88.0,A,,,,,,,,,,,,
2019,320318,N,N,ALL,55.4,,,,,,57.4,,,,81.7,,,,59.0,Exceeded,91.9,66.0,C,59.8,,Exceeded,88.5,66.0,C,50.9,,Exceeded,85.2,58.0,C
2019,320318,N,N,BL7,34.4,,,,,,,,,,,,,,34.4,Exceeded,87.0,45.0,D,,,,,,,,,,,,
2019,320318,N,N,EDS,39.0,,,,,,58.7,,,,74.0,,,,46.2,Exceeded,91.7,55.0,C,,,,,,,,,,,,
2019,320318,N,N,ELS,26.8,,,,,,57.4,,,,,,,,35.8,Exceeded,91.6,47.0,D,,,,,,,,,,,,
2019,320318,N,N,HI7,43.4,,,,,,57.4,,,,80.0,,,,50.4,Exceeded,90.6,58.0,C,,,,,,,,,,,,
2019,320318,N,N,SWD,28.1,,,,,,,,,,,,,,28.1,Met,84.7,39.0,F,,,,,,,,,,,,
2019,320318,N,N,WH7,87.7,,,,,,,,,,,,,,87.7,Met,82.2,87.0,A,,,,,,,,,,,,
2019,320319,N,N,ALL,58.1,,,,,,53.6,,,,72.9,,,,59.7,NotMet,65.8,61.0,C,59.5,,NotMet,58.7,59.0,C,56.7,,Met,77.9,61.0,C
2019,320319,N,N,AS7,76.7,,,,,,,,,,,,,,76.7,,,77.0,B,,,,,,,,,,,,
2019,320319,N,N,BL7,40.4,,,,,,,,,,68.9,,,,44.9,NotMet,69.7,50.0,D,,,,,,,,,,,,
2019,320319,N,N,EDS,32.2,,,,,,52.4,,,,56.9,,,,38.1,NotMet,64.0,43.0,D,,,,,,,,,,,,
2019,320319,N,N,ELS,26.1,,,,,,53.6,,,,,,,,34.2,Met,72.8,42.0,D,,,,,,,,,,,,
2019,320319,N,N,HI7,30.3,,,,,,51.7,,,,,,,,35.4,Met,70.1,42.0,D,,,,,,,,,,,,
2019,320319,N,N,MU7,62.5,,,,,,,,,,,,,,62.5,,,63.0,C,,,,,,,,,,,,
2019,320319,N,N,SWD,23.8,,,,,,,,,,,,,,23.8,NotMet,68.7,33.0,F,,,,,,,,,,,,
2019,320319,N,N,WH7,86.2,,,,,,,,,,95.0,1.0,,,87.8,Met,71.1,84.0,B,,,,,,,,,,,,
2019,320320,N,N,ALL,32.5,,,,,,27.5,,,,60.8,,,,35.4,NotMet,66.1,42.0,D,35.1,,NotMet,57.1,40.0,D,29.8,,Met,78.3,40.0,D
2019,320320,N,N,BL7,29.2,,,,,,,,,,55.6,,,,32.8,NotMet,59.7,38.0,F,,,,,,,,,,,,
2019,320320,N,N,EDS,27.1,,,,,,27.3,,,,58.2,,,,31.4,NotMet,65.5,38.0,F,,,,,,,,,,,,
2019,320320,N,N,ELS,27.5,,,,,,27.5,,,,57.9,,,,30.9,Met,81.0,41.0,D,,,,,,,,,,,,
2019,320320,N,N,HI7,34.9,,,,,,27.4,,,,65.1,,,,36.5,Met,80.3,45.0,D,,,,,,,,,,,,
2019,320320,N,N,SWD,9.3,,,,,,,,,,,,,,9.3,Met,83.9,24.0,F,,,,,,,,,,,,
2019,320322,Y,N,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,320322,Y,N,AM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,320322,Y,N,AS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,320322,Y,N,BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,320322,Y,N,EDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,320322,Y,N,ELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,320322,Y,N,HI7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,320322,Y,N,MU7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,320322,Y,N,SWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,320322,Y,N,WH7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,320323,N,N,ALL,78.7,,82.1,,95.0,,,,93.0,,90.0,,77.9,,82.0,Exceeded,98.5,85.0,A,80.2,,Exceeded,96.4,83.0,B,75.7,,Exceeded,87.9,78.0,B
2019,320323,N,N,AS7,92.4,,,,,,,,,,,,,,92.4,Met,83.4,91.0,A,,,,,,,,,,,,
2019,320323,N,N,BL7,67.3,,64.9,,95.0,1.0,,,91.0,,81.7,,55.1,,71.5,Exceeded,91.2,75.0,B,,,,,,,,,,,,
2019,320323,N,N,EDS,61.4,,56.7,,92.6,,,,81.0,,84.6,,56.0,,65.5,Exceeded,91.5,71.0,B,,,,,,,,,,,,
2019,320323,N,N,ELS,55.4,,,,,,,,,,,,,,55.4,Exceeded,88.0,62.0,C,,,,,,,,,,,,
2019,320323,N,N,HI7,65.5,,70.3,,95.0,1.0,,,84.6,,83.1,,72.3,,70.3,Exceeded,86.6,74.0,B,,,,,,,,,,,,
2019,320323,N,N,MU7,88.6,,,,,,,,,,,,,,88.6,Met,83.9,88.0,A,,,,,,,,,,,,
2019,320323,N,N,SWD,35.0,,,,,,,,,,,,,,35.0,Exceeded,87.3,45.0,D,,,,,,,,,,,,
2019,320323,N,N,WH7,95.0,1.0,95.0,1.0,95.0,1.0,,,95.0,1.0,95.0,1.0,94.3,,96.3,Exceeded,93.0,96.0,A,,,,,,,,,,,,
2019,320324,N,N,ALL,47.0,,,,,,57.4,,,,62.2,,,,49.7,Met,82.8,56.0,C,48.0,,Exceeded,86.9,56.0,C,46.1,,Met,80.7,53.0,D
2019,320324,N,N,BL7,33.7,,,,,,,,,,49.0,,,,35.9,Met,72.6,43.0,D,,,,,,,,,,,,
2019,320324,N,N,EDS,37.8,,,,,,57.1,,,,52.9,,,,41.4,Met,78.5,49.0,D,,,,,,,,,,,,
2019,320324,N,N,ELS,39.2,,,,,,57.4,,,,,,,,44.3,Exceeded,88.6,53.0,D,,,,,,,,,,,,
2019,320324,N,N,HI7,51.1,,,,,,56.1,,,,54.8,,,,52.4,Met,84.5,59.0,C,,,,,,,,,,,,
2019,320324,N,N,SWD,33.3,,,,,,,,,,,,,,33.3,Met,79.6,43.0,D,,,,,,,,,,,,
2019,320324,N,N,WH7,67.7,,,,,,,,,,,,,,67.7,Exceeded,86.1,71.0,B,,,,,,,,,,,,
2019,320325,N,N,ALL,37.2,,43.5,,82.4,,,,91.9,,,,64.4,,59.3,Exceeded,89.0,65.0,C,,,,,,,,,,,,
2019,320325,N,N,BL7,37.4,,45.2,,84.9,,,,91.6,,,,64.3,,59.4,Exceeded,87.0,65.0,C,,,,,,,,,,,,
2019,320325,N,N,EDS,30.1,,35.5,,82.9,,,,89.2,,,,55.9,,52.6,Met,83.3,59.0,C,,,,,,,,,,,,
2019,320325,N,N,ELS,13.3,,16.7,,72.7,,,,94.9,,,,,,49.4,Met,79.7,55.0,C,,,,,,,,,,,,
2019,320325,N,N,HI7,32.8,,32.0,,71.8,,,,94.4,,,,59.1,,54.0,Met,83.9,60.0,C,,,,,,,,,,,,
2019,320325,N,N,SWD,14.0,,6.3,,71.7,,,,55.8,,,,,,34.5,Met,80.8,44.0,D,,,,,,,,,,,,
2019,320327,N,N,ALL,56.8,,,,,,61.4,,,,74.1,,,,59.7,Exceeded,93.8,67.0,C,63.7,,Exceeded,94.4,70.0,B,49.8,,Exceeded,86.7,57.0,C
2019,320327,N,N,BL7,47.8,,,,,,,,,,78.6,,,,52.6,Exceeded,91.3,60.0,C,,,,,,,,,,,,
2019,320327,N,N,EDS,46.4,,,,,,61.6,,,,67.1,,,,51.1,Exceeded,94.8,60.0,C,,,,,,,,,,,,
2019,320327,N,N,ELS,36.6,,,,,,61.4,,,,52.6,,,,44.9,Exceeded,91.2,54.0,D,,,,,,,,,,,,
