year,agency_code,csi_lp,csi_lg,tsi_cu,tsi_at
2019,360432,N,N,Y,Y
2019,360436,N,N,Y,Y
2019,360438,N,N,Y,Y
2019,360440,N,N,Y,Y
2019,360448,N,N,N,N
2019,360456,N,N,Y,Y
2019,360464,N,N,N,N
2019,360468,N,N,Y,Y
2019,360470,N,N,Y,Y
2019,360478,N,N,Y,Y
2019,360480,N,N,Y,Y
2019,360482,N,N,Y,Y
2019,360488,N,N,Y,Y
2019,360490,N,N,Y,Y
2019,360492,N,N,Y,Y
2019,360494,N,N,Y,Y
2019,360498,N,N,Y,Y
2019,360499,N,N,Y,Y
2019,360500,N,N,Y,Y
2019,360504,N,N,Y,Y
2019,360510,N,N,Y,Y
2019,360514,N,N,Y,Y
2019,360520,N,N,Y,Y
2019,360526,N,N,Y,Y
2019,360550,N,N,N,N
2019,36B000,N,N,N,N
2019,36C000,N,N,Y,Y
2019,370304,N,N,Y,Y
2019,370308,N,N,Y,Y
2019,370312,N,N,N,Y
2019,370316,N,N,N,N
2019,370324,N,N,Y,Y
2019,380306,N,N,Y,Y
2019,380308,N,N,N,N
2019,380310,N,N,Y,Y
2019,390309,N,N,Y,Y
2019,390311,N,N,Y,Y
2019,390312,N,N,N,N
2019,390314,N,N,N,N
2019,390316,N,N,Y,Y
2019,390320,N,N,Y,Y
2019,390321,N,N,N,N
2019,390322,N,N,N,N
2019,390323,N,N,N,N
2019,390324,N,N,Y,Y
2019,390331,N,N,Y,Y
2019,390333,N,N,N,N
2019,390334,N,N,Y,Y
2019,390336,N,N,N,Y
2019,390352,N,N,N,Y
2019,390360,N,N,Y,Y
2019,390362,N,N,Y,Y
2019,390364,N,N,Y,Y
2019,390368,N,N,N,N
2019,390700,N,N,N,N
2019,39A000,N,N,N,Y
2019,39B000,N,N,N,N
2019,400308,N,N,Y,Y
2019,400312,N,N,Y,Y
2019,400315,N,N,N,N
2019,400318,N,N,Y,Y
2019,400321,N,N,Y,Y
2019,400332,N,N,Y,Y
2019,410304,N,N,N,N
2019,410307,N,N,Y,Y
2019,410310,N,N,Y,Y
2019,410311,N,N,Y,Y
2019,410313,N,N,Y,Y
2019,410316,N,N,Y,Y
2019,410319,N,N,N,N
2019,410322,N,N,Y,Y
2019,410325,N,N,Y,Y
2019,410326,N,N,N,N
2019,410328,Y,N,N,N
2019,410331,N,N,Y,Y
2019,410334,N,N,Y,Y
2019,410337,N,N,N,N
2019,410340,N,N,Y,Y
2019,410341,N,N,N,N
2019,410343,N,N,N,N
2019,410346,N,N,N,N
2019,410349,N,N,Y,Y
2019,410355,N,N,Y,Y
2019,410358,N,N,Y,Y
2019,410361,N,N,N,N
2019,410364,Y,N,N,N
2019,410366,Y,N,N,N
2019,410367,N,N,Y,Y
2019,410370,N,N,Y,Y
2019,410373,N,N,Y,Y
2019,410376,N,N,Y,Y
2019,410379,N,N,Y,Y
2019,410382,N,N,N,Y
2019,410385,N,N,Y,Y
2019,410388,N,N,Y,Y
2019,410390,N,N,N,N
2019,410391,N,N,Y,Y
2019,410394,N,N,Y,Y
2019,410395,N,N,N,N
2019,410397,N,N,Y,Y
2019,410398,Y,N,N,N
2019,410399,N,N,N,N
2019,410400,N,N,Y,N
2019,410401,N,N,N,N
2019,410402,Y,N,N,N
2019,410403,Y,N,N,N
2019,410406,N,N,N,N
2019,410407,N,N,N,N
2019,410408,N,N,N,N
2019,410409,N,N,Y,Y
2019,410412,N,N,Y,Y
2019,410415,Y,N,N,N
2019,410418,N,N,Y,Y
2019,410421,N,N,Y,Y
2019,410423,N,N,N,N
2019,410424,N,N,N,N
2019,410427,N,N,Y,Y
2019,410430,N,N,Y,Y
2019,410436,N,N,Y,Y
2019,410437,N,N,N,Y
2019,410439,N,N,Y,Y
2019,410442,N,N,Y,Y
2019,410448,N,N,Y,Y
2019,410451,N,N,N,N
2019,410454,N,N,Y,Y
2019,410457,N,N,Y,Y
2019,410458,N,N,Y,Y
2019,410460,N,N,Y,Y
2019,410461,N,N,Y,Y
2019,410462,N,N,Y,Y
2019,410463,N,N,Y,Y
2019,410464,N,N,Y,Y
2019,410466,N,N,N,N
2019,410469,N,N,Y,Y
2019,410472,N,N,N,N
2019,410478,N,N,N,N
2019,410481,N,N,Y,Y
2019,410483,N,N,N,N
2019,410484,N,N,Y,Y
2019,410486,N,N,N,N
2019,410487,N,N,Y,Y
2019,410488,N,N,Y,Y
2019,410489,N,N,N,N
2019,410490,N,N,N,N
2019,410491,N,N,N,N
2019,410493,N,N,N,N
2019,410496,N,N,Y,Y
2019,410499,N,N,Y,Y
2019,410502,N,N,N,N
2019,410505,N,N,Y,Y
2019,410508,N,N,N,N
2019,410511,N,N,N,N
2019,410514,N,N,Y,Y
2019,410517,N,N,Y,Y
2019,410522,N,N,Y,Y
2019,410523,N,N,Y,Y
2019,410529,N,N,Y,Y
2019,410530,N,N,Y,Y
2019,410532,N,N,Y,Y
2019,410533,N,N,Y,Y
2019,410534,N,N,N,N
2019,410535,N,N,Y,Y
2019,410538,N,N,Y,Y
2019,410541,N,N,Y,Y
2019,410542,N,N,Y,Y
2019,410544,N,N,Y,N
2019,410545,N,N,N,N
2019,410547,N,N,N,N
2019,410550,N,N,Y,Y
2019,410553,N,N,N,N
2019,410556,N,N,N,Y
2019,410559,N,N,N,N
2019,410562,N,N,N,N
2019,410565,N,N,Y,Y
2019,410568,N,N,N,N
2019,410569,N,N,N,N
2019,410571,N,N,N,N
2019,410574,N,N,N,N
2019,410577,N,N,Y,Y
2019,410578,N,N,Y,Y
2019,410579,N,N,N,N
2019,410580,N,N,Y,Y
2019,410583,Y,N,N,N
2019,410586,N,N,Y,Y
2019,410589,N,N,N,N
2019,410592,Y,N,N,N
2019,410595,N,N,N,Y
2019,410598,N,N,Y,Y
2019,41B000,N,N,N,N
2019,41C000,N,N,Y,Y
2019,41D000,N,N,N,N
2019,41F000,N,N,Y,Y
2019,41G000,N,N,N,N
2019,41H000,N,N,Y,Y
2019,41J000,N,N,N,N
2019,41K000,N,N,Y,Y
2019,41L000,N,N,Y,Y
2019,41M000,N,N,N,N
2019,41N000,N,N,N,N
2019,420304,N,N,Y,Y
2019,420316,N,N,Y,N
2019,420324,Y,N,N,N
2019,420328,N,N,Y,Y
2019,420336,N,N,N,N
2019,420340,N,N,N,Y
2019,420346,N,N,Y,Y
2019,420348,N,N,N,N
2019,420358,N,N,N,N
2019,420376,N,N,Y,Y
2019,421304,N,N,Y,Y
2019,421306,N,N,Y,Y
2019,421316,N,N,N,N
2019,421328,N,N,Y,Y
2019,421336,N,N,N,N
2019,422310,N,N,N,N
2019,422314,N,N,Y,Y
2019,422315,Y,Y,N,N
2019,422318,N,N,Y,Y
2019,42A000,N,N,Y,Y
2019,430304,N,N,Y,Y
2019,430308,N,N,Y,Y
2019,430312,N,N,Y,Y
2019,430316,N,N,Y,Y
2019,430320,N,N,Y,Y
2019,430328,N,N,Y,Y
2019,430330,N,N,Y,Y
2019,430332,N,N,Y,Y
2019,430336,N,N,Y,Y
2019,430340,N,N,Y,Y
2019,430341,N,N,N,N
2019,430344,N,N,Y,Y
2019,430345,N,N,Y,Y
2019,430346,N,N,N,Y
2019,430347,N,N,Y,Y
2019,430348,N,N,Y,Y
2019,430349,N,N,Y,N
2019,430351,N,N,Y,Y
2019,430352,N,N,Y,Y
2019,430358,N,N,Y,Y
2019,430368,N,N,Y,Y
2019,430369,N,N,Y,N
2019,430370,N,N,Y,Y
2019,430371,N,N,N,N
2019,430376,N,N,Y,Y
2019,430378,N,N,N,Y
2019,430380,N,N,Y,Y
2019,430384,N,N,N,Y
2019,430386,N,N,Y,Y
2019,43C000,N,N,N,N
2019,440314,N,N,N,N
2019,440318,N,N,Y,Y
2019,440320,N,N,Y,Y
2019,440326,N,Y,N,N
2019,440328,N,N,Y,Y
2019,440332,N,N,N,N
2019,440346,N,N,N,N
2019,440348,N,N,Y,Y
2019,440349,N,N,Y,Y
2019,440350,N,N,N,N
2019,440364,N,N,Y,N
2019,440368,N,N,N,N
2019,440378,N,N,N,N
2019,440390,N,N,N,Y
2019,440396,N,N,Y,Y
2019,44A000,N,N,Y,Y
2019,450301,N,N,Y,Y
2019,450302,N,N,Y,Y
2019,450306,N,N,Y,Y
2019,450307,N,N,N,Y
2019,450308,N,N,Y,Y
2019,450316,N,N,Y,Y
2019,450322,N,N,Y,Y
2019,450324,N,N,N,N
2019,450328,N,N,Y,Y
2019,450332,N,N,N,N
2019,450333,N,N,N,N
2019,450334,N,N,N,N
2019,450335,N,N,Y,Y
2019,450336,N,N,Y,Y
2019,450339,N,N,N,N
2019,450340,N,N,N,Y
2019,450341,N,N,N,N
2019,450342,N,N,Y,N
2019,450343,N,Y,N,N
2019,450344,N,N,N,N
2019,450346,N,N,Y,Y
2019,450352,N,N,N,N
2019,450354,N,N,N,N
2019,45A000,N,N,Y,Y
2019,45B000,N,N,N,N
2019,460308,N,N,Y,Y
2019,460312,N,N,Y,Y
2019,460318,N,N,Y,Y
2019,460320,N,N,Y,Y
2019,460322,N,N,N,N
2019,460332,N,N,N,N
2019,460340,N,N,N,N
2019,470310,N,N,N,N
2019,470312,N,N,N,Y
2019,470316,N,N,Y,N
2019,470320,N,N,Y,Y
2019,470328,N,N,Y,Y
2019,470330,N,N,Y,Y
2019,470332,N,N,Y,Y
2019,470336,N,N,N,N
2019,470340,N,N,N,N
2019,470342,N,N,Y,Y
2019,470346,N,N,Y,Y
2019,470441,N,N,Y,Y
2019,470442,N,N,Y,Y
2019,470443,N,N,N,N
2019,480306,N,N,Y,Y
2019,480316,N,N,N,N
2019,480318,N,N,Y,Y
2019,490307,N,N,N,N
2019,490308,N,N,Y,Y
2019,490310,N,N,N,N
2019,490312,N,N,Y,Y
2019,490316,N,N,N,N
2019,490318,N,N,Y,Y
2019,490319,N,N,Y,Y
2019,490320,N,N,N,N
2019,490324,N,N,N,N
2019,490326,N,N,Y,Y
2019,490327,N,N,Y,Y
2019,490332,N,N,Y,Y
2019,490335,N,N,N,N
2019,490336,N,N,N,N
2019,490337,N,N,N,Y
2019,490338,N,N,Y,Y
2019,490344,N,N,N,N
2019,490345,N,N,Y,Y
2019,490346,N,N,N,N
2019,490347,N,N,N,N
2019,490348,N,N,Y,Y
2019,490349,N,N,Y,Y
2019,490350,N,Y,Y,Y
2019,490352,N,N,Y,Y
2019,490354,N,N,Y,Y
2019,490355,N,N,N,N
2019,490356,N,N,N,N
2019,490360,N,N,Y,Y
2019,490362,N,N,N,N
2019,490363,N,N,Y,Y
2019,490364,N,N,Y,Y
2019,490366,N,N,Y,Y
2019,490368,N,N,N,Y
2019,490380,N,N,Y,Y
2019,490384,N,N,Y,Y
2019,490390,N,N,N,N
2019,491303,N,N,N,N
2019,491305,N,N,N,N
2019,491306,N,N,Y,N
2019,491308,N,N,Y,Y
2019,491312,N,N,N,Y
2019,491316,N,N,N,N
2019,491318,N,N,N,N
2019,491320,N,N,N,N
2019,49B000,N,N,N,N
2019,49D000,N,N,Y,Y
2019,49E000,N,N,N,N
2019,49F000,N,N,N,N
2019,49G000,N,N,Y,Y
2019,500302,N,N,N,Y
2019,500304,N,N,Y,Y
2019,500314,N,N,Y,Y
2019,500316,N,N,N,N
2019,500323,N,N,N,N
2019,500324,N,Y,Y,Y
2019,500332,N,N,Y,Y
2019,500337,N,N,Y,Y
2019,500340,N,N,N,N
2019,50A000,N,N,N,Y
2019,50Z000,N,N,N,N
2019,510308,N,N,Y,Y
2019,510310,N,N,Y,Y
2019,510324,N,N,N,Y
2019,510325,N,N,N,N
2019,510326,N,N,Y,Y
2019,510327,N,N,N,N
2019,510328,N,N,N,N
2019,510329,N,N,N,N
2019,510330,N,N,Y,Y
2019,510332,N,N,Y,Y
2019,510333,N,N,Y,Y
2019,510334,N,N,Y,Y
2019,510336,N,N,Y,Y
2019,510340,N,N,Y,Y
2019,510342,N,N,Y,Y
2019,510343,N,N,Y,Y
2019,510344,N,N,Y,Y
2019,510356,N,N,N,N
2019,510358,N,N,Y,Y
2019,510359,N,N,Y,Y
2019,510360,N,N,Y,Y
2019,510364,N,N,Y,Y
2019,510367,N,N,N,N
2019,510368,N,N,N,Y
2019,510372,N,N,Y,Y
2019,510373,N,N,N,N
2019,510374,N,N,Y,Y
2019,510376,N,N,N,N
2019,510377,N,N,Y,Y
2019,510378,N,N,N,Y
2019,510379,N,N,Y,Y
2019,510382,N,N,N,N
2019,510388,N,N,Y,Y
2019,510390,Y,N,N,N
2019,510396,N,N,Y,Y
2019,510397,N,N,Y,Y
2019,510399,N,N,N,N
2019,510402,N,N,Y,N
2019,510404,N,N,Y,Y
2019,510406,N,N,Y,Y
2019,510408,N,N,Y,Y
2019,510410,N,N,Y,Y
2019,510411,N,N,Y,Y
2019,510412,N,N,Y,Y
2019,510414,N,N,Y,Y
2019,51A000,N,N,N,N
2019,51B000,N,N,N,N
2019,520304,N,N,N,N
2019,520308,N,N,Y,Y
2019,520320,N,N,N,N
2019,520324,N,N,Y,Y
2019,520328,N,N,N,N
2019,520336,N,N,N,Y
2019,530302,N,N,Y,Y
2019,530306,N,Y,Y,Y
2019,530308,N,N,Y,Y
2019,530312,N,N,Y,N
2019,530314,N,N,Y,Y
2019,530316,N,N,Y,Y
2019,530320,N,N,Y,Y
2019,530335,N,N,N,N
2019,530336,N,N,N,Y
2019,530340,N,N,Y,Y
2019,530341,N,N,Y,Y
2019,530343,N,N,Y,Y
2019,530346,N,N,N,N
2019,530354,N,N,Y,Y
2019,530356,N,N,Y,Y
2019,530358,N,N,N,N
2019,53B000,N,N,N,N
2019,540304,N,N,Y,Y
2019,540308,N,N,Y,Y
2019,540312,N,N,N,Y
2019,540315,N,N,N,Y
2019,540316,N,N,N,N
2019,540317,N,N,N,N
2019,540318,Y,Y,N,N
2019,540320,N,N,N,N
2019,540324,N,N,Y,N
2019,540325,N,N,Y,Y
2019,540326,N,N,Y,Y
2019,540328,N,N,N,N
2019,540330,N,N,Y,Y
2019,540336,N,N,N,Y
2019,540338,Y,N,N,N
2019,540340,N,N,Y,Y
2019,540344,N,N,Y,Y
2019,54A000,N,N,Y,Y
2019,550308,N,N,Y,Y
2019,550312,N,N,Y,Y
2019,550314,N,N,N,N
2019,550316,N,N,Y,Y
2019,550320,N,N,Y,Y
2019,550322,N,N,N,Y
2019,550328,N,N,Y,N
2019,550330,N,N,N,N
2019,550332,N,N,N,N
2019,550334,N,N,Y,Y
2019,550336,N,N,N,N
2019,550340,N,N,Y,Y
2019,550342,N,N,Y,Y
2019,550344,N,N,Y,Y
2019,550348,N,N,N,Y
2019,550349,N,N,N,Y
2019,550350,N,N,Y,Y
2019,550356,N,N,N,N
2019,550360,N,N,Y,Y
2019,550362,N,N,N,N
2019,550364,N,N,N,N
2019,550368,N,N,N,N
2019,550372,N,N,Y,Y
2019,55A000,N,N,N,N
2019,560304,N,N,N,N
2019,560316,N,N,Y,Y
2019,560320,N,N,Y,Y
2019,560324,N,N,Y,Y
2019,560328,N,N,Y,N
2019,560329,N,N,N,N
2019,560330,N,N,Y,N
2019,560331,N,N,Y,Y
2019,560332,N,N,N,N
2019,560338,N,N,N,N
2019,560350,N,Y,N,Y
2019,570306,N,N,N,N
2019,570312,N,N,N,N
2019,570317,N,N,N,N
2019,570318,N,N,Y,Y
2019,570319,N,N,Y,Y
2019,570320,N,N,N,N
2019,580308,N,N,Y,Y
2019,580312,N,N,Y,Y
2019,580316,N,N,Y,Y
2019,580324,N,N,Y,Y
2019,580344,N,Y,Y,Y
2019,580356,N,N,N,Y
2019,580368,N,N,Y,Y
2019,580372,N,N,Y,Y
2019,58B000,N,N,Y,Y
2019,590306,N,N,Y,Y
2019,590310,N,N,Y,Y
2019,590316,N,N,N,N
2019,590320,N,N,Y,Y
2019,590326,N,N,N,N
2019,590328,N,N,N,N
2019,590330,N,N,N,Y
2019,590332,N,N,Y,Y
2019,590336,N,N,N,N
2019,590340,N,N,Y,Y
2019,590344,N,N,Y,Y
2019,590352,N,N,Y,Y
2019,590356,N,N,Y,Y
2019,590393,N,N,Y,Y
2019,600300,N,N,N,Y
2019,600301,N,N,Y,Y
2019,600302,N,N,N,N
2019,600303,N,N,N,N
2019,600305,N,N,Y,Y
2019,600308,Y,N,N,N
2019,600311,N,N,Y,Y
2019,600312,N,N,N,N
2019,600313,N,N,N,N
2019,600314,N,N,N,Y
2019,600316,N,N,Y,Y
2019,600317,N,N,Y,Y
2019,600318,N,N,Y,Y
2019,600319,N,N,Y,Y
2019,600322,N,N,N,N
2019,600328,N,N,N,N
2019,600329,N,N,Y,Y
2019,600333,N,N,Y,N
2019,600334,N,N,N,N
2019,600335,N,N,Y,Y
2019,600336,N,N,N,N
2019,600338,N,N,N,N
2019,600341,N,N,Y,Y
2019,600344,N,N,N,N
2019,600345,N,N,N,N
2019,600346,N,N,N,Y
2019,600349,N,N,Y,Y
2019,600351,N,N,Y,Y
2019,600352,N,N,Y,Y
2019,600353,N,N,Y,Y
2019,600357,N,N,Y,N
2019,600361,N,N,N,N
2019,600362,N,N,Y,Y
2019,600364,Y,N,N,N
2019,600365,N,N,Y,Y
2019,600366,N,N,Y,Y
2019,600367,N,N,N,Y
2019,600368,N,N,Y,Y
2019,600369,N,N,Y,Y
2019,600374,N,N,Y,Y
2019,600377,N,N,N,N
2019,600379,N,N,Y,Y
2019,600381,N,N,Y,Y
2019,600382,N,N,N,N
2019,600383,N,N,N,N
2019,600384,N,N,Y,Y
2019,600385,N,N,Y,Y
2019,600386,N,N,N,N
2019,600392,N,N,N,N
2019,600394,N,N,N,N
2019,600397,N,Y,Y,Y
2019,600398,N,N,N,N
2019,600399,N,N,Y,Y
2019,600404,N,N,N,N
2019,600405,N,Y,Y,N
2019,600406,N,N,N,N
2019,600408,N,N,Y,Y
2019,600409,N,N,N,Y
2019,600410,N,N,Y,Y
2019,600411,N,N,Y,Y
2019,600412,N,N,Y,Y
2019,600413,N,N,N,N
2019,600414,N,N,Y,Y
2019,600415,N,N,N,N
2019,600416,N,N,Y,Y
2019,600418,N,N,Y,N
2019,600420,N,N,N,N
2019,600422,N,N,Y,Y
2019,600424,N,N,Y,Y
2019,600426,N,N,N,N
2019,600428,Y,N,N,N
2019,600429,N,N,Y,Y
2019,600431,N,N,N,N
2019,600432,N,N,N,N
2019,600433,N,N,N,N
2019,600434,N,N,Y,Y
2019,600435,N,N,N,N
2019,600436,N,N,Y,Y
2019,600437,N,N,N,N
2019,600438,N,N,Y,Y
2019,600439,Y,N,N,N
2019,600440,N,N,N,N
2019,600442,N,N,Y,Y
2019,600443,N,N,N,N
2019,600444,N,N,Y,Y
2019,600445,N,N,N,N
2019,600446,N,N,Y,Y
2019,600447,N,N,Y,Y
2019,600448,N,N,Y,Y
2019,600449,N,N,N,N
2019,600450,N,N,Y,Y
2019,600451,N,N,N,N
2019,600453,N,N,Y,Y
2019,600454,N,N,Y,Y
2019,600455,N,N,Y,Y
2019,600457,N,N,Y,Y
2019,600459,N,N,Y,Y
2019,600461,Y,N,N,N
2019,600462,N,N,Y,Y
2019,600463,N,N,Y,Y
2019,600464,N,N,N,N
2019,600466,N,N,N,N
2019,600468,N,N,Y,Y
2019,600471,N,N,Y,Y
2019,600474,N,N,Y,Y
2019,600475,N,N,N,N
2019,600478,N,N,Y,Y
2019,600479,N,N,Y,Y
2019,600480,N,N,N,N
2019,600481,N,N,Y,Y
2019,600482,N,N,N,N
2019,600484,N,N,Y,Y
2019,600485,N,N,Y,Y
2019,600488,N,N,Y,Y
2019,600489,Y,N,N,N
2019,600490,N,N,N,N
2019,600491,N,N,N,N
2019,600492,N,N,N,N
2019,600493,N,N,N,N
2019,600494,N,N,N,N
2019,600496,N,N,Y,Y
2019,600497,N,N,N,N
2019,600498,N,N,N,Y
2019,600499,N,N,N,N
2019,600500,N,N,Y,Y
2019,600501,N,N,Y,Y
2019,600503,N,N,Y,Y
2019,600507,N,N,N,N
2019,600508,N,N,N,N
2019,600509,N,N,Y,Y
2019,600512,N,N,Y,Y
2019,600513,N,N,N,N
2019,600514,N,N,Y,Y
2019,600515,Y,N,N,N
2019,600516,N,N,N,Y
2019,600517,N,N,Y,Y
2019,600518,N,N,Y,Y
2019,600519,N,N,N,Y
2019,600520,Y,N,N,N
2019,600521,N,N,Y,Y
2019,600522,N,N,N,N
2019,600527,N,N,Y,Y
2019,600530,N,N,N,Y
2019,600532,N,N,N,N
2019,600534,N,N,Y,Y
2019,600535,N,N,N,N
2019,600537,N,N,N,N
2019,600538,N,N,Y,Y
2019,600545,N,N,Y,Y
2019,600546,N,N,Y,Y
2019,600549,N,N,Y,Y
2019,600550,N,N,Y,Y
2019,600553,N,N,Y,Y
2019,600557,N,N,N,N
2019,600558,N,N,Y,Y
2019,600562,N,N,Y,Y
2019,600565,N,N,Y,Y
2019,600566,N,N,Y,Y
2019,600567,N,N,N,N
2019,600569,N,N,N,N
2019,600571,N,N,N,N
2019,600574,N,N,Y,Y
2019,600576,N,N,Y,Y
2019,600577,N,N,Y,Y
2019,600579,N,N,N,N
2019,600582,N,N,N,N
2019,600583,N,N,N,N
2019,600586,N,N,Y,Y
2019,600587,N,N,Y,Y
2019,600588,N,N,N,Y
2019,600589,N,N,Y,Y
2019,600590,N,N,Y,Y
2019,600592,N,N,N,N
2019,600593,N,N,N,N
2019,600594,N,N,N,N
2019,60B000,N,N,Y,Y
2019,60D000,N,N,N,N
2019,60F000,N,N,N,N
2019,60G000,N,N,Y,Y
2019,60I000,N,N,N,N
2019,60J000,N,N,N,Y
2019,60K000,N,N,Y,Y
2019,60L000,N,N,Y,Y
2019,60M000,N,N,N,N
2019,60N000,N,N,N,N
2019,60P000,N,N,N,N
2019,60Q000,N,N,Y,Y
2019,60S000,N,N,N,N
2019,60U000,N,Y,Y,Y
2019,60V000,Y,N,N,N
2019,60Y000,N,N,N,Y
2019,610302,N,N,Y,Y
2019,610310,N,N,N,N
2019,610320,N,N,Y,N
2019,610322,N,N,N,N
2019,610326,N,N,Y,Y
2019,610332,N,N,N,N
2019,610334,N,N,N,N
2019,61J000,N,N,N,Y
2019,61K000,N,N,N,Y
2019,61L000,N,Y,Y,Y
2019,61M000,N,N,Y,Y
2019,61N000,N,N,N,N
2019,61P000,N,N,N,N
2019,61Q000,N,N,Y,Y
2019,61R000,N,N,N,N
2019,61S000,N,N,N,N
2019,61T000,N,N,N,N
2019,61U000,Y,N,N,N
2019,61W000,N,N,N,N
2019,61X000,N,N,N,N
2019,620310,N,Y,N,N
2019,620312,N,N,Y,Y
2019,620314,N,N,Y,Y
2019,620316,N,N,Y,Y
2019,620318,N,N,N,N
2019,620324,N,N,Y,Y
2019,620330,N,N,Y,Y
2019,620334,N,N,Y,Y
2019,620336,N,N,Y,Y
2019,620339,N,N,Y,Y
2019,620340,N,N,N,Y
2019,620350,N,N,N,N
2019,630304,N,N,Y,Y
2019,630308,N,N,Y,Y
2019,630312,N,N,Y,Y
2019,630316,N,N,Y,Y
2019,630317,N,N,Y,Y
2019,630320,N,N,Y,Y
2019,630324,N,N,Y,Y
2019,630328,N,N,Y,Y
2019,630330,N,N,N,Y
2019,630331,N,N,Y,Y
2019,630332,N,N,N,Y
2019,630336,N,N,N,N
2019,630342,N,N,N,N
2019,630348,N,N,Y,Y
2019,630350,N,N,Y,Y
2019,630352,N,N,Y,Y
2019,630356,N,N,Y,Y
2019,630360,N,N,N,N
2019,630364,N,N,Y,Y
2019,630368,N,N,N,N
2019,630373,N,N,N,N
2019,630374,N,N,N,Y
2019,630376,N,N,Y,Y
2019,63A000,N,N,N,N
2019,63B000,N,N,N,Y
2019,63C000,N,N,N,N
2019,640302,Y,N,N,N
2019,640304,N,N,Y,Y
2019,640306,N,N,Y,Y
2019,640308,N,N,Y,Y
2019,640316,N,N,N,N
2019,640320,N,N,Y,Y
2019,640324,N,N,Y,Y
2019,640326,Y,N,N,N
2019,640328,N,N,Y,Y
2019,640329,N,N,Y,Y
2019,640332,N,N,Y,Y
2019,640334,Y,N,N,N
2019,640335,Y,N,N,N
2019,640336,N,N,Y,Y
2019,640340,N,N,N,N
2019,640342,N,N,N,N
2019,640346,N,N,Y,Y
2019,640347,N,N,N,N
2019,640348,N,N,N,N
2019,640350,N,N,Y,Y
2019,640358,N,N,Y,Y
2019,640360,N,N,Y,Y
2019,640361,N,N,Y,Y
2019,640362,N,N,Y,Y
2019,640364,N,N,Y,Y
2019,640376,N,N,Y,Y
2019,640384,N,N,Y,Y
2019,640396,Y,N,N,N
2019,640400,N,N,Y,Y
2019,64A000,N,N,Y,Y
2019,650304,N,N,Y,Y
2019,650308,N,N,Y,Y
2019,650309,N,N,Y,Y
2019,650310,N,N,N,N
2019,650312,N,N,Y,Y
2019,650316,N,N,Y,N
2019,650323,N,N,Y,Y
2019,650324,N,N,Y,Y
2019,650325,N,N,Y,Y
2019,650326,N,N,Y,Y
2019,650327,N,N,N,N
2019,650328,N,N,Y,Y
2019,650332,N,N,Y,Y
2019,650338,N,N,N,N
2019,650339,N,N,N,N
2019,650340,N,N,N,N
2019,650341,N,N,Y,Y
2019,650342,N,N,N,Y
2019,650343,N,N,Y,Y
2019,650345,N,N,N,Y
2019,650346,N,N,Y,Y
2019,650348,N,N,Y,Y
2019,650350,N,N,Y,Y
2019,650351,N,N,Y,Y
2019,650352,N,N,Y,Y
2019,650353,N,N,Y,Y
2019,650354,N,N,Y,Y
2019,650355,N,Y,N,Y
2019,650356,N,N,N,N
2019,650362,N,N,Y,Y
2019,650364,N,N,Y,Y
2019,650366,N,N,N,N
2019,650368,N,N,N,N
2019,650380,N,N,N,N
2019,650384,N,N,Y,Y
2019,650392,N,N,Y,Y
2019,650394,N,N,N,N
2019,650395,N,N,N,N
2019,650400,N,N,Y,Y
2019,650404,N,N,Y,Y
2019,650408,N,N,N,N
2019,650420,N,N,N,N
2019,65A000,N,N,N,Y
2019,65B000,N,N,N,N
2019,65C000,N,N,N,N
2019,65D000,N,N,Y,Y
2019,65F000,N,N,Y,Y
2019,65G000,N,N,Y,Y
2019,65Z000,N,N,N,N
2019,660306,N,N,N,N
2019,660308,N,N,Y,Y
2019,660320,N,N,N,Y
2019,660325,N,N,Y,Y
2019,660336,N,Y,N,N
2019,660360,N,N,N,N
2019,660400,N,N,N,N
2019,66A000,N,N,N,N
2019,670300,N,N,N,N
2019,670304,N,N,Y,Y
2019,670308,N,N,Y,Y
2019,670310,N,N,Y,Y
2019,670312,N,N,Y,Y
2019,670314,N,N,N,N
2019,670318,N,N,Y,Y
2019,670320,N,N,N,Y
2019,670321,N,N,Y,Y
2019,670322,N,N,Y,Y
2019,670323,N,N,Y,Y
2019,670324,N,N,N,N
2019,670325,N,N,Y,Y
2019,670329,N,N,Y,Y
2019,670330,N,N,Y,Y
2019,670331,N,N,Y,Y
2019,670332,N,N,Y,Y
2019,670333,N,N,N,N
2019,670335,N,N,N,N
2019,670336,N,N,Y,Y
2019,670337,N,N,Y,Y
2019,670338,N,N,N,N
2019,670339,N,N,Y,Y
2019,670340,N,N,N,N
2019,670341,N,N,Y,Y
2019,670342,N,N,Y,Y
2019,670343,N,N,Y,Y
2019,670344,N,N,Y,Y
2019,670345,N,N,Y,Y
2019,670346,N,N,Y,Y
2019,670347,N,N,Y,Y
2019,670350,N,N,N,N
2019,670351,N,N,N,Y
2019,670352,N,N,N,N
2019,670356,N,N,Y,Y
2019,670364,N,N,N,Y
2019,67B000,Y,N,N,N
2019,680304,N,N,Y,Y
2019,680308,N,N,Y,N
2019,680310,N,N,Y,Y
2019,680312,N,N,Y,Y
2019,680316,N,N,Y,Y
2019,680324,N,N,Y,Y
2019,680327,N,N,Y,Y
2019,680328,N,N,Y,Y
2019,680329,N,N,N,N
2019,680330,N,N,Y,Y
2019,680332,N,N,Y,Y
2019,680335,N,N,N,N
