year,agency_code,category_code,avg_student_num
2019,110304,,1219
2019,110306,,523
2019,110308,,166
2019,110318,,205
2019,110320,,416
2019,110322,,272
2019,110323,,64
2019,110324,,416
2019,110326,,572
2019,110332,,301
2019,110336,,738
2019,110338,,539
2019,110340,,1148
2019,110342,,707
2019,110348,,341
2019,110352,,1069
2019,110356,,722
2019,110366,,564
2019,110368,,390
2019,110370,,409
2019,110372,,245
2019,110376,,420
2019,110379,,556
2019,110380,,1046
2019,110381,,587
2019,110382,,567
2019,110384,,441
2019,110388,,164
2019,110401,,586
2019,110408,,557
2019,110410,,547
2019,110412,,454
2019,110416,,1481
2019,110420,,583
2019,110422,,724
2019,110425,,668
2019,110428,,352
2019,110432,,230
2019,110436,,570
2019,110444,,133
2019,110450,,744
2019,110451,,728
2019,110500,,388
2019,111302,,992
2019,111304,,304
2019,111306,,447
2019,111307,,77
2019,111312,,437
2019,111332,,436
2019,111356,,741
2019,111360,,396
2019,111369,,147
2019,111700,,351
2019,120308,,99
2019,120310,,138
2019,120312,,410
2019,120314,,884
2019,120315,,660
2019,120316,,288
2019,120318,,1154
2019,120320,,310
2019,120324,,349
2019,120334,,534
2019,120338,,349
2019,120340,,257
2019,120344,,287
2019,120346,,618
2019,120350,,522
2019,120352,,81
2019,120354,,563
2019,120360,,288
2019,120364,,399
2019,120368,,444
2019,120370,,825
2019,120374,,431
2019,120376,,554
2019,120380,,549
2019,120386,,384
2019,120390,,529
2019,130304,,873
2019,130307,,1863
2019,130308,,576
2019,130309,,374
2019,130310,,1626
2019,130311,,442
2019,130312,,1067
2019,130313,,860
2019,130314,,1231
2019,130315,,738
2019,130316,,1253
2019,130317,,101
2019,130318,,1047
2019,130319,,1037
2019,130320,,1422
2019,130321,,779
2019,130322,,658
2019,130323,,701
2019,130324,,863
2019,130325,,672
2019,130326,,1290
2019,130327,,915
2019,130328,,303
2019,130329,,775
2019,130330,,344
2019,130331,,891
2019,130332,,1700
2019,130333,,103
2019,130336,,716
2019,130337,,800
2019,130338,,1071
2019,130340,,771
2019,130342,,719
2019,130344,,582
2019,130345,,1108
2019,130346,,1285
2019,130349,,178
2019,130350,,244
2019,130355,,1073
2019,132304,,1611
2019,132308,,529
2019,132312,,376
2019,132314,,554
2019,132328,,433
2019,132330,,1310
2019,132332,,331
2019,132336,,295
2019,140304,,363
2019,140305,,230
2019,140306,,68
2019,140307,,36
2019,140308,,344
2019,140309,,399
2019,140312,,487
2019,140316,,438
2019,140324,,503
2019,140332,,566
2019,140336,,581
2019,140340,,593
2019,140344,,243
2019,140348,,883
2019,140352,,681
2019,140356,,674
2019,140360,,162
2019,140368,,564
2019,140372,,391
2019,140376,,121
2019,140384,,325
2019,140386,,1433
2019,140388,,144
2019,140390,,748
2019,140392,,136
2019,140396,,284
2019,150304,,427
2019,150308,,530
2019,150310,,415
2019,150312,,306
2019,150350,,184
2019,160304,,76
2019,160306,,426
2019,160308,,443
2019,160309,,25
2019,160310,,278
2019,160311,,669
2019,160313,,528
2019,160314,,852
2019,160316,,106
2019,160317,,256
2019,160318,,513
2019,160322,,577
2019,160324,,706
2019,160326,,407
2019,160332,,291
2019,160343,,50
2019,160344,,1145
2019,160352,,801
2019,170316,,766
2019,170334,,350
2019,170338,,577
2019,170339,,330
2019,170342,,276
2019,170344,,175
2019,180302,,680
2019,180304,,686
2019,180308,,850
2019,180312,,311
2019,180316,,603
2019,180320,,865
2019,180323,,18
2019,180324,,436
2019,180325,,414
2019,180326,,456
2019,180332,,411
2019,180336,,518
2019,180340,,888
2019,180342,,516
2019,180343,,501
2019,180344,,485
2019,180346,,471
2019,180348,,834
2019,180352,,404
2019,180356,,712
2019,180360,,548
2019,180364,,494
2019,180368,,515
2019,180372,,641
2019,180376,,1165
2019,180379,,537
2019,180380,,521
2019,180388,,426
2019,181312,,578
2019,181316,,445
2019,181318,,154
2019,181322,,1043
2019,181326,,391
2019,181332,,327
2019,181336,,342
2019,181342,,323
2019,181344,,484
2019,182304,,62
2019,182316,,704
2019,182321,,678
2019,182322,,440
2019,182324,,366
2019,182328,,485
2019,182700,,219
2019,190304,,176
2019,190308,,315
2019,190310,,17
2019,190312,,599
2019,190316,,413
2019,190328,,467
2019,190332,,246
2019,190336,,829
2019,190339,,683
2019,190340,,277
2019,190341,,563
2019,190342,,1399
2019,190346,,802
2019,190348,,493
2019,190350,,649
2019,190352,,344
2019,190370,,510
2019,190501,,64
2019,200304,,315
2019,200308,,210
2019,200310,,254
2019,200312,,158
2019,200314,,180
2019,200320,,185
2019,200322,,61
2019,200324,,441
2019,200328,,479
2019,200330,,325
2019,200332,,122
2019,200336,,275
2019,200350,,145
2019,210304,,458
2019,210306,,479
2019,210312,,586
2019,210316,,436
2019,220308,,472
2019,220310,,370
2019,220312,,433
2019,230304,,429
2019,230308,,527
2019,230312,,944
2019,230316,,767
2019,230320,,244
2019,230322,,217
2019,230324,,1149
2019,230328,,931
2019,230330,,134
2019,230334,,215
2019,230336,,493
2019,230340,,489
2019,230342,,205
2019,230344,,306
2019,230346,,300
2019,230348,,376
2019,230350,,1182
2019,230351,,674
2019,230352,,652
2019,230355,,254
2019,230357,,257
2019,230359,,88
2019,230361,,888
2019,230362,,442
2019,230364,,521
2019,230368,,598
2019,230370,,393
2019,230376,,382
2019,230380,,315
2019,240304,,131
2019,240308,,292
2019,240328,,321
2019,240332,,244
2019,240334,,426
2019,240344,,345
2019,240352,,115
2019,240354,,318
2019,240356,,207
2019,240368,,201
2019,240370,,231
2019,240371,,759
2019,240372,,364
2019,240373,,333
2019,240376,,192
2019,240380,,428
2019,240388,,649
2019,241304,,481
2019,241308,,533
2019,241312,,34
2019,241316,,693
2019,241320,,487
2019,250304,,445
2019,250306,,435
2019,250308,,357
2019,250312,,607
2019,250314,,218
2019,250316,,519
2019,250320,,588
2019,250321,,188
2019,250324,,590
2019,250328,,282
2019,250332,,851
2019,250336,,327
2019,250340,,1012
2019,250344,,403
2019,250348,,293
2019,250350,,415
2019,250356,,1666
2019,250360,,403
2019,250362,,345
2019,250364,,438
2019,250368,,549
2019,250372,,936
2019,250376,,756
2019,250378,,394
2019,250380,,629
2019,260302,,293
2019,260306,,423
2019,260308,,201
2019,260310,,507
2019,260312,,93
2019,260316,,233
2019,260318,,1952
2019,260320,,462
2019,260321,,553
2019,260322,,1088
2019,260325,,1436
2019,260326,,608
2019,260332,,383
2019,260336,,459
2019,260338,,646
2019,260340,,485
2019,260342,,482
2019,260344,,207
2019,260347,,260
2019,260348,,616
2019,260352,,345
2019,260354,,285
2019,260356,,252
2019,260357,,1437
2019,260358,,561
2019,260359,,903
2019,260361,,256
2019,260362,,1138
2019,260363,,238
2019,260364,,682
2019,260365,,725
2019,260366,,690
2019,260367,,781
2019,260368,,543
2019,260369,,1088
2019,260370,,679
2019,260371,,293
2019,260372,,631
2019,260373,,997
2019,260374,,127
2019,260375,,414
2019,260380,,455
2019,260382,,448
2019,260383,,1153
2019,260386,,275
2019,260388,,268
2019,260396,,448
2019,260397,,937
2019,260398,,558
2019,260400,,425
2019,260401,,560
2019,260402,,391
2019,260403,,705
2019,260404,,403
2019,260405,,265
2019,260406,,807
2019,260407,,730
2019,260408,,1586
2019,260410,,406
2019,260411,,271
2019,260412,,232
2019,260413,,14
2019,260414,,605
2019,260415,,667
2019,260416,,259
2019,260417,,395
2019,260418,,459
2019,260419,,343
2019,260424,,1403
2019,260425,,665
2019,260426,,336
2019,260427,,1631
2019,260428,,498
2019,260430,,309
2019,260432,,166
2019,260434,,943
2019,260440,,342
2019,260444,,248
2019,260446,,1180
2019,260448,,602
2019,260449,,53
2019,260450,,354
2019,260452,,542
2019,260454,,755
2019,260455,,1094
2019,260459,,308
2019,260700,,248
2019,270304,,197
2019,270306,,987
2019,270308,,369
2019,270309,,260
2019,270310,,531
2019,270311,,285
2019,270312,,78
2019,270316,,524
2019,270318,,585
2019,270320,,252
2019,280302,,305
2019,280304,,334
2019,280306,,33
2019,280308,,445
2019,280310,,549
2019,280312,,647
2019,280316,,540
2019,280320,,453
2019,280324,,317
2019,280328,,689
2019,280330,,847
2019,290302,,290
2019,290306,,504
2019,290307,,368
2019,290308,,917
2019,290309,,790
2019,290310,,93
2019,290312,,398
2019,290314,,96
2019,290315,,123
2019,290316,,462
2019,290320,,351
2019,290322,,679
2019,290324,,848
2019,290328,,531
2019,290330,,480
2019,290332,,507
2019,290333,,473
2019,290334,,711
2019,290336,,1002
2019,290344,,511
2019,290348,,1114
2019,290349,,728
2019,290350,,714
2019,290351,,689
2019,290352,,373
2019,290356,,305
2019,290364,,250
2019,290365,,374
2019,290366,,601
2019,290367,,278
2019,290375,,350
2019,290376,,631
2019,290380,,845
2019,290384,,542
2019,290388,,746
2019,290389,,178
2019,291308,,374
2019,291332,,738
2019,291336,,803
2019,291340,,390
2019,291348,,220
2019,291350,,39
2019,291352,,423
2019,292316,,375
2019,292318,,731
2019,292320,,508
2019,292324,,661
2019,300306,,16
2019,300308,,436
2019,300310,,347
2019,300312,,1760
2019,300314,,175
2019,300320,,569
2019,300325,,469
2019,300326,,514
2019,300328,,491
2019,300330,,520
2019,300336,,365
2019,300337,,467
2019,310304,,907
2019,310308,,875
2019,310330,,500
2019,310336,,778
2019,310338,,210
2019,310344,,946
2019,310352,,665
2019,310356,,583
2019,310360,,701
2019,310364,,508
2019,310384,,1130
2019,310388,,1117
2019,310392,,624
2019,320304,,662
2019,320306,,512
2019,320308,,355
2019,320309,,393
2019,320310,,507
2019,320312,,1891
2019,320313,,505
2019,320314,,605
2019,320315,,450
2019,320316,,926
2019,320317,,346
2019,320318,,462
2019,320319,,855
2019,320320,,638
2019,320322,,182
2019,320323,,1777
2019,320324,,593
2019,320325,,1319
2019,320327,,655
2019,320328,,652
2019,320332,,757
2019,320336,,9
2019,320338,,453
2019,320339,,389
2019,320340,,496
2019,320341,,22
2019,320342,,292
2019,320343,,509
2019,320344,,264
2019,320346,,626
2019,320347,,341
2019,320348,,323
2019,320352,,617
2019,320353,,188
2019,320354,,223
2019,320355,,787
2019,320356,,1470
2019,320360,,539
2019,320362,,549
2019,320363,,494
2019,320364,,798
2019,320365,,1721
2019,320366,,995
2019,320367,,330
2019,320368,,1217
2019,320369,,553
2019,320370,,636
2019,320372,,605
2019,320374,,246
2019,320376,,595
2019,320388,,432
2019,320400,,312
2019,320701,,340
2019,330304,,694
2019,330308,,653
2019,330312,,279
2019,330326,,182
2019,330328,,225
2019,330332,,129
2019,330334,,188
2019,330340,,372
2019,330344,,292
2019,330348,,336
2019,330350,,838
2019,330354,,488
2019,330358,,563
2019,330360,,603
2019,340308,,416
2019,340311,,1019
2019,340314,,418
2019,340320,,533
2019,340326,,761
2019,340330,,571
2019,340334,,682
2019,340336,,185
2019,340344,,46
2019,340348,,789
2019,340350,,1196
2019,340351,,220
2019,340354,,397
2019,340362,,270
2019,340364,,1758
2019,340366,,743
2019,340368,,508
2019,340372,,854
2019,340376,,594
2019,340380,,624
2019,340382,,1455
2019,340384,,601
2019,340385,,26
2019,340390,,648
2019,340392,,818
2019,340398,,2
2019,340400,,480
2019,340403,,552
2019,340406,,1252
2019,340416,,789
2019,340420,,735
2019,340424,,223
2019,340426,,847
2019,340427,,80
2019,340428,,592
2019,340430,,452
2019,340432,,594
2019,340436,,122
2019,340440,,837
2019,340442,,1176
2019,340446,,75
2019,340448,,606
2019,340452,,397
2019,340453,,582
2019,340454,,1518
2019,340457,,745
2019,340460,,972
2019,340462,,478
2019,340464,,938
2019,340472,,486
2019,340476,,550
2019,340480,,830
2019,340486,,1417
2019,340488,,358
2019,340490,,406
2019,340492,,475
2019,340494,,604
2019,340495,,2047
2019,340496,,1727
2019,340504,,648
2019,340508,,662
2019,340512,,676
2019,340514,,628
2019,340516,,1163
2019,340520,,482
2019,340528,,624
2019,340530,,696
2019,340531,,20
2019,340532,,541
2019,340536,,817
2019,340540,,737
2019,340542,,709
2019,340544,,712
2019,340548,,725
2019,340556,,2377
2019,340560,,604
2019,340564,,627
2019,340568,,372
2019,350304,,578
2019,350308,,857
2019,350310,,659
2019,350312,,612
2019,350316,,535
2019,350317,,189
2019,350318,,432
2019,350321,,1115
2019,350324,,228
2019,350330,,275
2019,350331,,402
2019,350332,,456
2019,350336,,541
2019,350338,,451
2019,350339,,433
2019,350340,,398
2019,360310,,1285
2019,360320,,725
2019,360324,,710
2019,360332,,432
2019,360336,,611
2019,360337,,237
2019,360338,,471
2019,360339,,204
2019,360340,,560
2019,360344,,690
2019,360348,,322
2019,360352,,411
2019,360360,,514
2019,360364,,388
2019,360372,,144
2019,360376,,413
2019,360378,,1039
2019,360380,,825
2019,360390,,874
2019,360392,,449
2019,360394,,155
2019,360396,,1145
2019,360400,,579
2019,360408,,697
2019,360418,,551
2019,360420,,349
2019,360426,,790
2019,360428,,1060
2019,360430,,342
2019,360431,,416
2019,360432,,398
2019,360436,,553
2019,360438,,426
2019,360440,,526
2019,360448,,158
2019,360456,,659
2019,360464,,492
2019,360468,,374
2019,360470,,1065
2019,360478,,507
2019,360480,,888
2019,360482,,611
2019,360488,,401
2019,360490,,615
2019,360492,,610
2019,360494,,999
2019,360498,,835
2019,360499,,396
2019,360500,,653
2019,360504,,322
2019,360510,,554
2019,360514,,668
2019,360520,,567
2019,360526,,395
2019,360550,,73
2019,370304,,259
2019,370308,,416
2019,370312,,488
2019,370316,,279
2019,370324,,220
2019,380306,,568
2019,380308,,363
2019,380310,,187
2019,390309,,470
2019,390311,,469
2019,390312,,360
2019,390314,,20
2019,390316,,333
2019,390320,,572
2019,390321,,132
2019,390322,,671
2019,390323,,211
2019,390324,,480
2019,390331,,247
2019,390333,,348
2019,390334,,407
2019,390336,,193
2019,390352,,740
2019,390360,,355
2019,390362,,417
2019,390364,,452
2019,390368,,295
2019,390700,,224
2019,400308,,753
2019,400312,,708
2019,400315,,158
2019,400318,,458
2019,400321,,365
2019,400332,,480
2019,410304,,507
2019,410307,,396
2019,410310,,445
2019,410311,,407
2019,410313,,742
2019,410316,,737
2019,410319,,701
2019,410322,,413
2019,410325,,611
2019,410326,,114
2019,410328,,466
2019,410331,,274
2019,410334,,520
2019,410337,,364
2019,410340,,369
2019,410341,,244
2019,410343,,605
2019,410346,,625
2019,410349,,483
2019,410355,,1355
2019,410358,,1300
2019,410361,,218
2019,410364,,419
2019,410366,,580
2019,410367,,719
2019,410370,,671
2019,410373,,350
2019,410376,,337
2019,410379,,58
2019,410382,,497
2019,410385,,230
2019,410388,,519
2019,410390,,130
2019,410391,,618
2019,410394,,1691
2019,410395,,199
2019,410397,,712
2019,410398,,225
2019,410399,,145
2019,410400,,539
2019,410401,,240
2019,410402,,678
2019,410403,,130
2019,410406,,1339
2019,410407,,126
2019,410408,,145
2019,410409,,512
2019,410412,,577
2019,410415,,467
2019,410418,,426
2019,410421,,1124
2019,410423,,705
2019,410424,,528
2019,410427,,443
2019,410430,,687
2019,410436,,278
2019,410437,,739
2019,410439,,298
2019,410442,,988
2019,410448,,673
2019,410451,,484
2019,410454,,227
2019,410457,,85
2019,410458,,90
2019,410460,,1051
2019,410461,,316
2019,410462,,533
2019,410463,,738
2019,410464,,74
2019,410466,,511
2019,410469,,572
2019,410472,,589
2019,410478,,278
2019,410481,,262
2019,410483,,126
2019,410484,,952
2019,410486,,689
2019,410487,,729
2019,410488,,847
2019,410489,,1344
2019,410490,,2123
2019,410491,,749
2019,410493,,1095
2019,410496,,498
2019,410499,,464
2019,410502,,739
2019,410505,,489
2019,410508,,1789
2019,410511,,305
2019,410514,,249
2019,410517,,174
2019,410522,,611
2019,410523,,417
2019,410529,,1386
2019,410530,,426
2019,410532,,703
2019,410533,,15
2019,410534,,11
2019,410535,,455
2019,410538,,504
2019,410541,,380
2019,410542,,574
2019,410544,,1305
2019,410545,,187
2019,410547,,1289
2019,410550,,982
2019,410553,,281
2019,410556,,1035
2019,410559,,920
2019,410562,,1588
2019,410565,,1250
2019,410568,,411
2019,410569,,181
2019,410571,,539
2019,410574,,685
2019,410577,,641
2019,410578,,437
2019,410579,,204
2019,410580,,505
2019,410583,,253
2019,410586,,334
2019,410589,,333
2019,410592,,434
2019,410595,,1183
2019,410598,,294
2019,420304,,211
2019,420316,,214
2019,420324,,239
2019,420328,,256
2019,420336,,165
2019,420340,,254
2019,420346,,349
2019,420348,,123
2019,420358,,234
2019,420376,,308
2019,421304,,621
2019,421306,,666
2019,421316,,869
2019,421328,,583
2019,421336,,71
2019,422310,,146
2019,422314,,269
2019,422315,,188
2019,422318,,200
2019,430304,,550
2019,430308,,431
2019,430312,,859
2019,430316,,636
2019,430320,,271
2019,430328,,698
2019,430330,,657
2019,430332,,380
2019,430336,,272
2019,430340,,257
2019,430341,,79
2019,430344,,549
2019,430345,,141
2019,430346,,1478
2019,430347,,1155
2019,430348,,551
2019,430349,,1030
2019,430351,,941
2019,430352,,652
2019,430358,,661
2019,430368,,405
2019,430369,,921
2019,430370,,769
2019,430371,,1749
2019,430376,,511
2019,430378,,1258
2019,430380,,278
2019,430384,,1376
2019,430386,,818
2019,440314,,510
2019,440318,,274
2019,440320,,572
2019,440326,,132
2019,440328,,492
2019,440332,,213
2019,440346,,183
2019,440348,,573
2019,440349,,387
2019,440350,,442
2019,440364,,239
2019,440368,,355
2019,440378,,990
2019,440390,,977
2019,440396,,803
2019,450301,,903
2019,450302,,346
2019,450306,,467
2019,450307,,522
2019,450308,,500
2019,450316,,907
2019,450322,,444
2019,450324,,368
2019,450328,,801
2019,450332,,431
2019,450333,,366
2019,450334,,766
2019,450335,,561
2019,450336,,567
2019,450339,,557
2019,450340,,581
2019,450341,,1068
2019,450342,,864
2019,450343,,165
2019,450344,,446
2019,450346,,433
2019,450352,,1121
2019,450354,,203
2019,460308,,295
2019,460312,,566
2019,460318,,658
2019,460320,,605
2019,460322,,181
2019,460332,,359
2019,460340,,67
2019,470310,,619
2019,470312,,1922
2019,470316,,294
2019,470320,,573
2019,470328,,620
2019,470330,,389
2019,470332,,735
2019,470336,,412
2019,470340,,793
2019,470342,,44
2019,470346,,663
2019,470441,,577
2019,470442,,725
2019,470443,,404
2019,480306,,209
2019,480316,,171
2019,480318,,201
2019,490307,,154
2019,490308,,717
2019,490310,,189
2019,490312,,498
2019,490316,,373
2019,490318,,667
2019,490319,,590
2019,490320,,233
2019,490324,,374
2019,490326,,859
2019,490327,,503
2019,490332,,435
2019,490335,,1934
2019,490336,,476
2019,490337,,660
2019,490338,,621
2019,490344,,450
2019,490345,,391
2019,490346,,902
2019,490347,,448
2019,490348,,333
2019,490349,,599
2019,490350,,106
2019,490352,,364
2019,490354,,934
2019,490355,,265
2019,490356,,233
2019,490360,,467
2019,490362,,1543
2019,490363,,450
2019,490364,,663
2019,490366,,395
2019,490368,,236
2019,490380,,814
2019,490384,,685
2019,490390,,732
2019,491303,,685
2019,491306,,723
2019,491308,,981
2019,491312,,1895
2019,491316,,621
2019,491318,,570
2019,491320,,508
2019,500302,,159
2019,500304,,585
2019,500314,,813
2019,500316,,175
2019,500323,,134
2019,500324,,71
2019,500332,,479
2019,500337,,338
2019,500340,,867
2019,510308,,591
2019,510310,,518
2019,510324,,1920
2019,510325,,198
2019,510326,,799
2019,510327,,1755
2019,510328,,844
2019,510329,,974
2019,510330,,608
2019,510332,,597
2019,510333,,2023
2019,510334,,567
2019,510336,,611
2019,510340,,1010
2019,510342,,522
2019,510343,,332
2019,510344,,663
2019,510356,,544
2019,510358,,842
2019,510359,,730
2019,510360,,609
2019,510364,,1180
2019,510367,,239
2019,510368,,786
2019,510372,,385
2019,510373,,675
2019,510374,,726
2019,510376,,1042
2019,510377,,1062
2019,510378,,908
2019,510379,,1245
2019,510382,,197
2019,510388,,683
2019,510390,,534
2019,510396,,468
2019,510397,,628
2019,510399,,1321
2019,510402,,1273
2019,510404,,514
2019,510406,,1417
2019,510408,,511
2019,510410,,1102
2019,510411,,676
2019,510412,,570
2019,510414,,999
2019,520304,,142
2019,520308,,150
2019,520320,,310
2019,520324,,151
2019,520328,,135
2019,520336,,164
2019,530302,,649
2019,530306,,60
2019,530308,,573
2019,530312,,579
2019,530314,,645
2019,530316,,59
2019,530320,,666
2019,530335,,302
2019,530336,,1436
2019,530340,,737
2019,530341,,956
2019,530343,,1132
2019,530346,,698
2019,530354,,709
2019,530356,,670
2019,530358,,5
2019,540304,,524
2019,540308,,883
2019,540312,,554
2019,540315,,646
2019,540316,,468
2019,540317,,186
2019,540318,,78
2019,540320,,442
2019,540324,,863
2019,540325,,515
2019,540326,,483
2019,540328,,459
2019,540330,,489
2019,540336,,746
2019,540338,,237
2019,540340,,305
2019,540344,,639
2019,550308,,52
2019,550312,,405
2019,550314,,561
2019,550316,,315
2019,550320,,951
2019,550322,,685
2019,550328,,428
2019,550332,,776
2019,550334,,680
2019,550336,,278
2019,550340,,445
2019,550342,,339
2019,550344,,988
2019,550348,,300
2019,550349,,353
2019,550350,,708
2019,550356,,578
2019,550360,,294
2019,550362,,598
2019,550364,,252
2019,550368,,843
2019,550372,,613
2019,560304,,350
2019,560316,,370
2019,560320,,934
2019,560324,,330
2019,560328,,381
2019,560329,,152
2019,560330,,614
2019,560331,,634
2019,560332,,84
2019,560338,,482
2019,560350,,101
2019,570306,,374
2019,570312,,129
2019,570317,,255
2019,570318,,534
2019,570319,,485
2019,570320,,504
2019,580308,,313
2019,580312,,357
2019,580316,,371
2019,580324,,201
2019,580344,,461
2019,580356,,255
2019,580368,,526
2019,580372,,433
2019,590306,,314
2019,590310,,609
2019,590316,,384
2019,590320,,369
2019,590326,,72
2019,590328,,275
2019,590330,,1432
2019,590332,,361
2019,590336,,247
2019,590340,,308
2019,590344,,313
2019,590352,,417
2019,590356,,654
2019,590393,,188
2019,600300,,883
2019,600301,,1154
2019,600302,,3312
2019,600303,,368
2019,600305,,926
2019,600308,,288
2019,600311,,532
2019,600312,,2548
2019,600313,,1705
2019,600314,,939
2019,600316,,511
2019,600317,,749
2019,600318,,774
2019,600319,,508
2019,600322,,821
2019,600328,,762
2019,600329,,726
2019,600333,,1144
2019,600334,,239
2019,600335,,463
2019,600336,,301
2019,600338,,514
2019,600341,,869
2019,600344,,803
2019,600345,,1900
2019,600346,,645
2019,600349,,493
2019,600351,,721
2019,600352,,579
2019,600353,,901
2019,600357,,696
2019,600361,,2095
2019,600362,,667
2019,600364,,200
2019,600365,,626
2019,600366,,572
2019,600367,,368
2019,600368,,649
2019,600369,,837
2019,600374,,417
2019,600377,,2062
2019,600379,,445
2019,600381,,878
2019,600382,,1075
2019,600383,,1088
2019,600384,,507
2019,600385,,718
2019,600386,,256
2019,600392,,981
2019,600394,,1075
2019,600397,,1757
2019,600398,,547
2019,600399,,1420
2019,600404,,190
2019,600405,,1596
2019,600406,,879
2019,600408,,696
2019,600409,,348
2019,600410,,561
2019,600411,,597
2019,600412,,887
2019,600413,,253
2019,600414,,396
2019,600415,,1720
2019,600416,,631
2019,600418,,511
2019,600420,,795
2019,600422,,780
2019,600424,,974
2019,600426,,2232
2019,600428,,861
2019,600429,,803
2019,600431,,1226
2019,600432,,797
2019,600433,,1119
2019,600434,,1042
2019,600435,,155
2019,600436,,626
2019,600437,,878
2019,600438,,563
2019,600439,,180
2019,600440,,718
2019,600442,,1011
2019,600443,,236
2019,600444,,506
2019,600445,,2429
2019,600446,,608
2019,600447,,1025
2019,600448,,930
2019,600449,,518
2019,600450,,1152
2019,600451,,552
2019,600453,,520
2019,600454,,227
2019,600455,,1242
2019,600457,,1468
2019,600459,,443
2019,600461,,82
2019,600462,,795
2019,600463,,542
2019,600464,,660
2019,600466,,3383
2019,600468,,1081
2019,600471,,783
2019,600474,,779
2019,600475,,426
2019,600478,,735
2019,600479,,617
2019,600480,,2218
2019,600481,,903
2019,600482,,1125
2019,600484,,648
2019,600485,,598
2019,600488,,586
2019,600489,,375
2019,600490,,2613
2019,600491,,744
2019,600492,,447
2019,600493,,770
2019,600494,,642
2019,600496,,1715
2019,600497,,1087
2019,600498,,147
2019,600499,,283
2019,600500,,771
2019,600501,,448
2019,600503,,786
2019,600507,,982
2019,600508,,1953
2019,600509,,1147
2019,600512,,545
2019,600513,,1176
2019,600514,,1108
2019,600515,,565
2019,600516,,792
2019,600517,,427
2019,600518,,1280
2019,600519,,316
2019,600520,,527
2019,600521,,727
2019,600522,,816
2019,600527,,495
2019,600530,,897
2019,600532,,1377
2019,600534,,637
2019,600535,,3110
2019,600537,,978
2019,600538,,1424
2019,600545,,448
2019,600546,,588
2019,600549,,709
2019,600550,,623
2019,600553,,586
2019,600557,,769
2019,600558,,577
2019,600562,,671
2019,600565,,434
2019,600566,,631
2019,600567,,349
2019,600569,,100
2019,600571,,378
2019,600574,,306
2019,600576,,1329
2019,600577,,512
2019,600579,,1290
2019,600582,,214
2019,600583,,492
2019,600586,,773
2019,600587,,605
2019,600588,,662
2019,600589,,624
2019,600590,,774
2019,600592,,1958
2019,600593,,99
2019,600594,,175
2019,610302,,218
2019,610310,,250
2019,610320,,259
2019,610322,,227
2019,610326,,261
2019,610332,,134
2019,610334,,502
2019,620310,,42
2019,620312,,375
2019,620314,,503
2019,620316,,504
2019,620318,,335
2019,620324,,241
2019,620330,,238
2019,620334,,302
2019,620336,,294
2019,620339,,382
2019,620340,,423
2019,620350,,181
2019,630304,,298
2019,630308,,302
2019,630312,,260
2019,630316,,376
2019,630317,,422
2019,630320,,239
2019,630324,,741
