year,agency_code,category_code,pct_ready_kea
2019,920447,E,68.5
2019,920448,E,51.5
2019,920449,E,69.2
2019,920451,E,60.4
2019,920452,E,52.4
2019,920453,E,53.9
2019,920454,E,89.7
2019,920456,E,62.3
2019,920457,E,58.9
2019,920459,E,53.0
2019,920460,E,88.7
2019,920464,E,54.3
2019,920467,E,64.3
2019,920468,E,76.7
2019,920469,E,75.7
2019,920470,E,68.4
2019,920474,E,63.6
2019,920476,E,67.2
2019,920480,E,68.8
2019,920488,E,98.9
2019,920494,E,26.4
2019,920496,E,62.5
2019,920501,E,61.2
2019,920504,E,77.5
2019,920514,E,65.6
2019,920516,E,27.6
2019,920520,E,42.7
2019,920521,E,83.2
2019,920522,E,38.5
2019,920523,E,69.6
2019,920524,E,44.2
2019,920525,E,59.2
2019,920530,E,66.7
2019,920531,E,74.0
2019,920532,E,56.9
2019,920533,E,68.8
2019,920536,E,42.9
2019,920540,E,52.5
2019,920542,E,62.9
2019,920543,E,67.7
2019,920544,E,60.6
2019,920547,E,53.6
2019,920548,E,72.7
2019,920550,E,74.8
2019,920554,E,47.6
2019,920557,E,71.1
2019,920560,E,57.5
2019,920564,E,78.1
2019,920568,E,42.0
2019,920569,E,54.4
2019,920570,E,88.6
2019,920571,E,88.8
2019,920572,E,63.6
2019,920576,E,58.8
2019,920580,E,60.4
2019,920584,E,74.5
2019,920593,E,86.7
2019,920596,E,45.3
2019,920597,E,67.6
2019,920598,E,74.0
2019,920600,E,57.4
2019,920606,E,76.0
2019,920614,E,64.4
2019,920616,E,36.8
2019,920618,E,64.2
2019,920620,E,38.0
2019,920624,E,73.4
2019,920626,E,43.9
2019,920628,E,21.8
2019,920632,E,65.9
2019,930330,E,19.4
2019,930340,E,50.9
2019,930340,I,50.9
2019,930344,E,0.0
2019,930348,E,0.0
2019,940306,E,14.3
2019,940314,E,52.7
2019,950308,I,92.3
2019,950312,I,0.0
2019,950316,I,73.8
2019,950320,I,77.8
2019,950322,I,67.7
2019,950324,I,76.5
2019,950328,I,53.7
2019,950332,I,75.7
2019,960314,E,38.7
2019,960316,E,17.0
2019,960329,E,43.2
2019,960334,E,58.3
2019,960336,E,12.2
2019,960336,I,12.2
2019,960344,E,52.8
2019,960370,E,44.1
2019,960382,E,26.2
2019,960388,E,29.6
2019,960390,E,32.8
2019,960450,E,57.5
2019,960454,E,48.7
2019,970308,E,42.1
2019,970310,E,97.1
2019,970312,E,71.2
2019,970337,E,65.5
2019,970340,E,92.5
2019,970344,E,97.0
2019,970348,E,78.1
2019,970352,E,67.6
2019,970360,E,75.9
2019,970368,E,89.7
2019,970370,E,75.0
2019,970376,E,41.7
2019,970392,E,85.1
2019,980308,E,45.0
2019,980320,E,67.1
2019,980340,E,54.1
2019,980344,E,2.9
2019,980348,E,37.5
2019,980352,E,14.5
2019,980356,E,8.3
2019,980357,E,51.1
2019,980360,E,65.8
2019,980364,E,56.2
2019,980388,E,42.4
2019,980392,E,66.7
2019,980396,E,45.8
2019,980400,E,0.0
2019,990304,A,42.6
2019,990304,E,42.6
2019,990304,I,42.6
2019,990308,E,58.1
2019,990308,I,58.1
2019,990312,E,88.9
2019,990312,I,88.9
2019,990316,E,93.9
2019,990316,I,93.9
2019,990320,E,96.4
2019,990320,I,96.4
2019,990324,E,92.5
2019,990324,I,92.5
2019,990328,E,61.8
2019,990328,I,61.8
2019,990336,E,34.1
2019,990336,I,34.1
2019,995304,E,94.3
2019,995312,E,45.8
2019,995320,E,68.4
2019,995328,E,55.0
2019,995336,E,93.3
