year,agency_code,category_code,pct_ready_kea
2019,260400,E,3.9
2019,260401,E,13.1
2019,260402,E,10.3
2019,260403,E,68.8
2019,260404,E,29.3
2019,260405,E,8.3
2019,260407,E,64.9
2019,260410,E,18.9
2019,260412,E,45.1
2019,260414,E,27.3
2019,260415,E,25.0
2019,260416,E,10.5
2019,260426,E,21.6
2019,260432,E,44.0
2019,260434,E,42.3
2019,260440,E,19.4
2019,260444,E,17.6
2019,260450,E,4.5
2019,260452,E,12.4
2019,260459,E,15.5
2019,270304,E,27.3
2019,270309,E,56.0
2019,270310,E,73.9
2019,270312,E,75.0
2019,270316,E,83.1
2019,270320,E,42.9
2019,280302,E,23.9
2019,280308,E,44.4
2019,280310,E,52.4
2019,280312,E,57.7
2019,280324,E,10.4
2019,290302,E,69.2
2019,290306,E,45.7
2019,290307,E,74.1
2019,290312,E,88.0
2019,290316,E,69.1
2019,290320,E,83.6
2019,290328,E,64.4
2019,290330,E,88.6
2019,290332,E,23.1
2019,290333,E,14.9
2019,290344,E,88.5
2019,290352,E,89.7
2019,290356,E,39.1
2019,290364,E,39.0
2019,290366,E,95.2
2019,290375,E,48.5
2019,290380,E,86.0
2019,290384,E,58.0
2019,291348,E,75.3
2019,292318,E,47.3
2019,300308,E,41.3
2019,300310,E,83.1
2019,300320,E,71.3
2019,300326,E,95.2
2019,300328,E,94.0
2019,300336,E,69.4
2019,310304,I,55.2
2019,310308,I,58.6
2019,310330,I,70.5
2019,310336,E,30.2
2019,310336,I,30.2
2019,310356,E,82.9
2019,310356,I,82.9
2019,310360,E,56.9
2019,310384,E,14.3
2019,310384,I,14.3
2019,310388,E,23.8
2019,310388,I,23.8
2019,320304,E,56.0
2019,320308,E,49.2
2019,320310,E,49.3
2019,320313,E,90.4
2019,320315,E,0.0
2019,320316,M,50.0
2019,320318,E,45.2
2019,320319,E,0.0
2019,320320,E,25.7
2019,320324,E,43.2
2019,320327,E,85.3
2019,320328,E,33.3
2019,320332,E,99.3
2019,320339,E,58.3
2019,320340,E,81.3
2019,320340,I,81.3
2019,320344,E,35.7
2019,320347,E,71.9
2019,320348,E,62.3
2019,320352,E,15.1
2019,320354,E,57.9
2019,320360,E,29.8
2019,320362,E,6.7
2019,320363,E,59.0
2019,320364,E,97.1
2019,320367,E,18.5
2019,320369,E,59.8
2019,320372,E,54.8
2019,320374,E,60.0
2019,320376,E,37.1
2019,320388,E,27.6
2019,320400,E,43.2
2019,330304,E,1.8
2019,330308,E,44.3
2019,330312,E,94.6
2019,330334,E,66.7
2019,330354,E,38.6
2019,330360,I,60.9
2019,340308,E,0.0
2019,340314,E,29.2
2019,340320,E,50.0
2019,340326,E,8.4
2019,340334,E,39.8
2019,340348,E,7.5
2019,340351,E,80.4
2019,340354,E,97.7
2019,340354,I,97.7
2019,340368,E,38.8
2019,340376,E,33.7
2019,340380,E,13.3
2019,340384,E,50.5
2019,340390,E,29.9
2019,340400,E,34.6
2019,340403,E,81.5
2019,340416,E,39.4
2019,340424,E,43.6
2019,340426,E,60.7
2019,340428,E,25.7
2019,340430,E,45.3
2019,340432,E,41.1
2019,340440,E,53.0
2019,340448,E,6.7
2019,340453,E,51.9
2019,340457,E,40.0
2019,340462,E,5.8
2019,340472,E,68.5
2019,340476,E,25.9
2019,340490,E,18.5
2019,340494,E,51.7
2019,340504,E,64.0
2019,340508,E,19.1
2019,340512,E,89.7
2019,340514,E,36.8
2019,340520,E,26.7
2019,340528,E,75.6
2019,340530,E,42.2
2019,340532,E,78.6
2019,340536,E,61.1
2019,340540,E,13.6
2019,340548,E,50.0
2019,340560,E,66.7
2019,350304,E,19.8
2019,350316,E,46.2
2019,350318,E,23.2
2019,350330,E,11.6
2019,350331,E,58.2
2019,350332,E,31.7
2019,350339,E,42.3
2019,350340,E,21.2
2019,360338,E,62.2
2019,360340,E,54.1
2019,360344,E,31.4
2019,360348,E,82.8
2019,360352,E,58.8
2019,360364,E,76.0
2019,360376,E,59.4
2019,360392,E,43.9
2019,360400,E,38.1
2019,360420,E,94.9
2019,360430,E,56.1
2019,360438,E,37.5
2019,360440,E,20.3
2019,360448,E,100.0
2019,360464,E,85.7
2019,360468,E,77.0
2019,360478,E,67.1
2019,360480,E,41.8
2019,360482,E,83.2
2019,360488,E,94.6
2019,360490,E,77.6
2019,360492,E,36.9
2019,360499,E,85.7
2019,360504,E,18.2
2019,360510,E,48.2
2019,360520,E,30.0
2019,370304,E,11.9
2019,370316,E,34.0
2019,370324,E,93.3
2019,380306,E,60.7
2019,390311,E,25.3
2019,390312,E,1.8
2019,390316,E,78.7
2019,390333,E,65.3
2019,390336,E,72.0
2019,390360,E,56.4
2019,390362,E,62.7
2019,390364,E,74.0
2019,390368,E,73.1
2019,400321,E,57.9
2019,410304,E,75.3
2019,410307,E,55.6
2019,410310,E,50.6
2019,410322,E,32.3
2019,410328,E,34.4
2019,410331,E,57.7
2019,410334,E,39.5
2019,410337,E,81.8
2019,410340,E,64.0
2019,410343,E,68.1
2019,410346,E,58.0
2019,410349,E,26.7
2019,410361,E,42.3
2019,410364,E,15.9
2019,410366,E,9.5
2019,410370,E,49.0
2019,410373,E,62.0
2019,410376,E,1.8
2019,410382,E,57.8
2019,410385,E,0.0
2019,410388,E,42.0
2019,410400,E,27.8
2019,410409,E,11.6
2019,410412,E,36.3
2019,410423,E,63.6
2019,410424,E,39.3
2019,410427,I,75.6
2019,410430,E,29.9
2019,410436,E,88.0
2019,410451,E,51.8
2019,410454,E,100.0
2019,410461,E,0.0
2019,410462,E,23.5
2019,410469,E,17.0
2019,410472,E,0.0
2019,410478,E,7.7
2019,410481,E,76.9
2019,410486,E,83.5
2019,410491,E,63.5
2019,410496,E,12.7
2019,410499,E,21.3
2019,410502,E,50.0
2019,410505,E,52.7
2019,410511,E,39.3
2019,410514,E,36.8
2019,410522,E,70.7
2019,410523,E,48.5
2019,410530,E,39.4
2019,410532,E,39.6
2019,410535,E,56.3
2019,410538,E,47.0
2019,410541,E,69.1
2019,410542,E,66.2
2019,410559,E,79.1
2019,410568,E,33.3
2019,410571,E,36.4
2019,410574,E,98.2
2019,410577,E,13.5
2019,410578,E,15.0
2019,410580,E,45.9
2019,410583,E,47.6
2019,410586,E,14.9
2019,410598,E,7.5
2019,420304,E,87.5
2019,420316,E,22.9
2019,420328,E,33.3
2019,420336,E,0.0
2019,420340,E,45.7
2019,420348,E,0.0
2019,421304,E,11.6
2019,421328,E,38.0
2019,422314,E,31.8
2019,430304,E,76.4
2019,430312,E,60.3
2019,430316,E,44.4
2019,430320,E,88.9
2019,430328,E,21.6
2019,430340,E,31.4
2019,430344,E,49.2
2019,430348,E,24.4
2019,430349,E,11.1
2019,430352,E,8.2
2019,430358,E,39.5
2019,430368,E,64.4
2019,430369,E,7.5
2019,440314,E,51.1
2019,440328,E,56.2
2019,440332,E,91.9
2019,440348,E,43.9
2019,440349,E,70.8
2019,440350,E,71.6
2019,440364,E,42.9
2019,440368,E,65.3
2019,450302,E,14.8
2019,450306,E,58.4
2019,450307,E,52.6
2019,450308,E,80.3
2019,450322,E,64.9
2019,450324,E,74.5
2019,450332,E,89.6
2019,450333,E,78.2
2019,450336,E,89.5
2019,450339,E,88.2
2019,450340,E,66.0
2019,450344,E,86.8
2019,450346,E,59.1
2019,460312,E,50.7
2019,460332,E,22.4
2019,470310,E,70.5
2019,470316,E,68.2
2019,470328,E,59.1
2019,470330,E,46.3
2019,470336,E,75.0
2019,470340,E,92.9
2019,470346,E,66.1
2019,470441,E,86.6
2019,480306,E,48.8
2019,480316,A,66.7
2019,490312,E,87.1
2019,490316,E,67.9
2019,490318,E,33.6
2019,490319,E,1.1
2019,490324,E,78.8
2019,490326,E,4.8
2019,490332,E,50.0
2019,490336,E,50.0
2019,490337,E,48.2
2019,490345,E,66.7
2019,490348,E,40.5
2019,490356,E,77.3
2019,490360,E,81.2
2019,490363,E,47.9
2019,490364,E,6.9
2019,490368,E,71.4
2019,490390,E,96.4
2019,491316,E,54.7
2019,491318,E,17.5
2019,491320,E,29.6
2019,500304,I,75.0
2019,500314,I,87.7
2019,500316,A,96.0
2019,500316,E,96.0
2019,500332,I,41.7
2019,500337,I,61.8
2019,510326,E,36.2
2019,510328,E,26.5
2019,510332,E,9.6
2019,510332,I,9.6
2019,510334,E,58.3
2019,510336,E,18.6
2019,510340,E,18.5
2019,510343,E,40.4
2019,510356,E,25.7
2019,510358,E,45.7
2019,510360,I,26.8
2019,510372,E,82.3
2019,510373,E,57.4
2019,510374,E,22.4
2019,510377,E,62.1
2019,510378,E,38.1
2019,510388,E,29.5
2019,510404,E,50.0
2019,510408,E,50.6
2019,510410,E,10.3
2019,510414,E,10.5
2019,520304,E,100.0
2019,520308,E,7.1
2019,520328,E,30.4
2019,520336,E,0.0
2019,530302,E,27.3
2019,530308,E,68.0
2019,530312,E,33.7
2019,530320,E,71.2
2019,530340,E,43.6
2019,530346,E,81.4
2019,530354,E,89.4
2019,540304,E,40.8
2019,540308,E,72.6
2019,540308,I,72.6
2019,540316,E,47.5
2019,540320,E,94.6
2019,540325,E,32.5
2019,540326,E,37.2
2019,540328,E,74.3
2019,540338,E,31.6
2019,540340,E,20.5
2019,550312,E,50.0
2019,550314,E,69.8
2019,550316,E,59.6
2019,550328,E,50.0
2019,550336,E,72.3
2019,550340,E,80.0
2019,550342,E,11.7
2019,550348,E,55.4
2019,550356,E,59.6
2019,550360,E,29.6
2019,550362,E,39.4
2019,550364,E,18.9
2019,560304,E,38.9
2019,560316,E,62.5
2019,560324,A,42.9
2019,560328,E,56.6
2019,560332,A,0.0
2019,560338,E,59.1
2019,570306,E,50.0
2019,570312,E,84.2
2019,570320,E,54.1
2019,580308,E,40.4
2019,580316,E,54.1
2019,580324,E,85.2
2019,580356,E,31.4
2019,590306,E,76.1
2019,590306,I,76.1
2019,590316,E,41.7
2019,590320,E,74.2
2019,590332,E,93.0
2019,590336,E,42.9
2019,590340,E,70.5
2019,590344,E,59.1
2019,590352,E,77.6
2019,600300,E,10.4
2019,600303,I,32.4
2019,600314,E,22.3
2019,600316,E,26.4
2019,600318,E,50.9
2019,600319,E,29.1
2019,600319,I,29.1
2019,600322,E,48.0
2019,600328,E,42.7
2019,600329,E,28.7
2019,600336,E,53.1
2019,600338,E,24.1
2019,600344,E,10.3
2019,600344,I,10.3
2019,600346,E,52.2
2019,600352,E,29.6
2019,600357,E,48.5
2019,600362,E,40.5
2019,600365,E,52.3
2019,600366,I,4.7
2019,600367,E,55.5
2019,600368,E,36.1
2019,600369,E,55.8
2019,600374,E,0.0
2019,600374,I,0.0
2019,600379,E,54.9
2019,600382,E,50.3
2019,600383,E,74.5
2019,600384,E,1.3
2019,600385,E,83.3
2019,600392,E,12.9
2019,600406,E,70.2
2019,600408,E,43.4
2019,600409,E,17.1
2019,600410,E,21.6
2019,600411,E,27.2
2019,600412,E,37.1
2019,600413,E,69.4
2019,600414,E,0.0
2019,600416,E,48.9
2019,600418,E,29.1
2019,600420,E,42.9
2019,600424,E,33.8
2019,600432,E,53.3
2019,600433,E,59.6
2019,600435,E,65.4
2019,600436,E,30.3
2019,600437,E,53.7
2019,600438,E,40.7
2019,600440,E,36.4
2019,600442,E,57.4
2019,600444,E,44.6
2019,600446,E,31.9
2019,600447,E,32.8
2019,600449,E,40.7
2019,600451,E,66.3
2019,600453,E,24.1
2019,600459,E,3.8
2019,600462,E,40.5
2019,600462,I,40.5
2019,600463,E,35.5
2019,600464,E,23.6
2019,600468,E,39.7
2019,600471,E,44.3
2019,600475,E,55.0
2019,600478,E,11.7
2019,600484,E,17.9
2019,600485,E,14.7
2019,600488,E,19.3
2019,600488,I,19.3
2019,600489,E,38.7
2019,600489,I,38.7
2019,600491,E,46.8
2019,600492,E,66.2
2019,600493,E,9.0
2019,600494,E,18.9
2019,600500,E,32.8
2019,600501,E,72.1
2019,600503,E,13.8
2019,600507,E,7.2
2019,600512,E,36.0
2019,600515,E,21.8
2019,600515,I,21.8
2019,600516,E,17.3
2019,600517,E,0.0
2019,600517,I,0.0
2019,600522,E,82.6
2019,600527,E,78.7
2019,600530,E,86.3
2019,600532,I,56.4
2019,600534,E,47.6
2019,600545,E,35.9
2019,600546,E,66.7
2019,600549,E,47.7
2019,600553,E,33.3
2019,600553,I,33.3
2019,600557,E,45.7
2019,600558,E,57.4
2019,600562,E,22.4
2019,600565,E,31.3
2019,600566,E,48.5
2019,600571,E,62.5
2019,600574,E,20.8
2019,600574,I,20.8
2019,600577,E,24.2
2019,600577,I,24.2
2019,600586,E,14.8
2019,600587,E,19.8
2019,600588,E,46.2
2019,600589,E,0.0
2019,600590,E,68.9
2019,600593,E,0.0
2019,610320,E,62.0
2019,610322,E,57.7
2019,620312,E,37.9
2019,620318,E,8.9
2019,620324,E,51.4
2019,620334,E,80.9
2019,620336,E,50.0
2019,630304,E,52.0
2019,630312,E,34.4
2019,630316,E,56.5
2019,630324,E,48.7
2019,630328,I,33.3
2019,630342,E,84.0
2019,630348,E,78.7
2019,630352,E,44.4
2019,630364,E,67.9
2019,630368,E,43.6
2019,630373,E,49.5
2019,630376,I,20.7
2019,640302,E,41.1
2019,640304,E,27.5
2019,640306,E,7.0
2019,640308,E,47.0
2019,640316,E,34.5
2019,640324,E,61.6
2019,640332,E,36.0
2019,640336,E,11.9
2019,640348,E,73.5
2019,640360,E,65.9
2019,640376,E,71.7
2019,640396,E,5.4
2019,640400,E,29.2
2019,650304,E,65.2
2019,650308,E,47.4
2019,650309,E,84.4
2019,650312,E,4.3
2019,650316,E,75.5
2019,650323,E,48.3
2019,650324,E,73.6
2019,650328,E,18.2
2019,650332,E,63.5
2019,650332,I,63.5
2019,650339,E,85.2
2019,650341,E,0.0
2019,650346,E,65.7
2019,650348,E,32.0
2019,650353,E,89.5
2019,650356,E,69.3
2019,650362,E,66.3
2019,650366,E,88.6
2019,650368,E,40.4
2019,650380,E,71.8
2019,650400,E,58.5
2019,650404,E,29.3
2019,650408,E,91.7
2019,650420,E,63.0
2019,660306,E,36.1
2019,660320,E,25.0
2019,660320,M,25.0
2019,660360,E,0.0
2019,670304,E,50.5
2019,670308,E,23.6
2019,670310,E,52.5
2019,670314,E,65.3
2019,670321,E,36.8
2019,670329,E,76.9
2019,670330,E,16.7
2019,670332,E,45.7
2019,670335,E,60.0
2019,670337,E,60.5
2019,670337,E,90.2
2019,670338,E,22.1
2019,670341,E,27.8
2019,670342,E,12.4
2019,670343,E,31.1
2019,670346,E,37.2
2019,670350,E,41.9
2019,680308,E,75.5
2019,680312,E,34.7
2019,680324,E,59.7
2019,680328,E,0.0
2019,680329,E,100.0
2019,680330,E,44.4
2019,680336,E,92.9
2019,681300,E,76.4
2019,681310,E,87.1
2019,681311,E,35.7
2019,681312,E,63.5
2019,681316,E,2.5
2019,681320,E,96.8
2019,681326,E,97.7
2019,681330,E,94.5
2019,681332,E,83.0
2019,681334,E,90.4
2019,690324,E,61.0
2019,700306,E,15.4
2019,700314,E,40.7
2019,700316,E,75.0
2019,700318,E,25.0
2019,700320,E,10.3
2019,700324,E,52.9
2019,700328,E,8.3
2019,710312,E,74.7
2019,710318,E,79.7
2019,710328,I,55.8
2019,710332,E,83.6
2019,710344,E,77.3
2019,710344,I,77.3
2019,710347,E,100.0
2019,720304,E,70.1
2019,730332,E,81.5
2019,730334,E,45.9
2019,730340,E,5.0
2019,730348,E,43.6
2019,730354,E,78.8
2019,730356,E,67.3
2019,730368,E,44.4
2019,740304,E,80.6
2019,740310,E,58.7
2019,740320,I,37.1
2019,740330,E,57.0
2019,740332,I,77.0
2019,740334,E,87.0
2019,740336,E,64.3
2019,740338,E,61.4
2019,740352,I,28.6
2019,740358,I,66.7
2019,740360,E,43.4
2019,740368,E,47.1
2019,740375,E,73.6
2019,740376,I,25.6
2019,740379,E,65.1
2019,740380,E,10.9
2019,740390,E,24.2
2019,740396,I,55.6
2019,740400,E,33.8
2019,740406,E,28.1
2019,750304,E,69.1
2019,750314,E,57.4
2019,750320,E,87.5
2019,750320,I,87.5
2019,750328,E,85.7
2019,760304,E,71.2
2019,760316,E,95.8
2019,760320,E,62.0
2019,760324,E,69.6
2019,760328,E,68.3
2019,760329,E,90.0
2019,760330,E,71.7
2019,760331,E,63.2
2019,760332,E,84.1
2019,760336,E,60.3
2019,760340,E,29.6
2019,760344,E,33.3
2019,760356,E,50.8
2019,760359,E,58.5
2019,760364,E,43.2
2019,760368,E,46.8
2019,760376,E,56.9
2019,761312,E,47.1
2019,761320,E,95.3
2019,761321,E,14.5
2019,761328,E,90.5
2019,761332,E,16.4
2019,770310,E,84.3
2019,770318,E,79.7
2019,770340,E,75.9
2019,770344,E,93.6
2019,770346,E,72.3
2019,770368,E,55.8
2019,770370,E,73.5
2019,780320,E,11.5
2019,780322,E,27.0
2019,780328,E,57.9
2019,780329,E,34.2
2019,780340,E,52.6
2019,780344,I,10.2
2019,780356,E,68.6
2019,780360,I,11.5
2019,780364,E,15.8
2019,780374,E,36.7
2019,780376,E,50.0
2019,780384,I,7.1
2019,780390,E,2.2
2019,780392,E,24.4
2019,780394,E,7.5
2019,780398,E,14.2
2019,780400,E,0.7
2019,780407,E,64.0
2019,780412,E,12.9
2019,780416,E,27.5
2019,780417,E,0.0
2019,790302,E,81.5
2019,790310,E,16.0
2019,790318,E,27.3
2019,790327,E,52.4
2019,790334,E,69.3
2019,790344,E,1.3
2019,790347,E,86.2
2019,790350,E,44.4
2019,790386,E,37.1
2019,790390,E,27.9
2019,790398,E,94.4
2019,790402,E,37.7
2019,810328,E,75.6
2019,810336,E,62.6
2019,810344,E,38.0
2019,810350,E,36.4
2019,810360,E,47.7
2019,810364,E,48.2
2019,810370,E,34.6
2019,810388,E,24.6
2019,810396,E,47.4
2019,810400,E,33.3
2019,820312,E,27.1
2019,820320,E,56.0
2019,820340,E,46.7
2019,820346,E,33.3
2019,820350,E,83.3
2019,820364,E,65.6
2019,820376,E,51.3
2019,820384,E,24.1
2019,821316,E,84.9
2019,830312,E,2.6
2019,830320,A,4.4
2019,830320,E,4.4
2019,830328,E,51.9
2019,830356,E,0.0
2019,830360,E,33.3
2019,830364,E,0.0
2019,840304,E,35.6
2019,840308,A,59.3
2019,840308,E,59.3
2019,840308,I,59.3
2019,840310,E,1.0
2019,840312,A,37.0
2019,840312,E,37.0
2019,840312,I,37.0
2019,840316,E,0.0
2019,840320,E,36.5
2019,840320,I,36.5
2019,840324,E,90.9
2019,840324,I,90.9
2019,840336,E,0.0
2019,840342,I,59.6
2019,840344,E,59.6
2019,840344,I,59.6
2019,840360,E,51.9
2019,840360,I,51.9
2019,850312,E,31.4
2019,850314,E,36.4
2019,850316,E,0.0
2019,850320,E,57.1
2019,850328,E,10.0
2019,850336,E,56.5
2019,850340,E,67.7
2019,850342,E,41.8
2019,850348,E,31.3
2019,850354,E,78.6
2019,850356,E,44.7
2019,860302,E,53.1
2019,860308,E,81.6
2019,860312,E,82.5
2019,860320,E,90.3
2019,860324,E,91.2
2019,860332,E,0.0
2019,860339,E,91.4
2019,860344,E,33.9
2019,860348,E,0.0
2019,860356,E,0.0
2019,860360,E,90.2
2019,861304,E,64.7
2019,862308,E,45.9
2019,870320,E,49.2
2019,870324,E,65.9
2019,880304,E,88.2
2019,880318,E,81.3
2019,880324,E,78.3
2019,880336,E,77.8
2019,890308,E,78.0
2019,900302,E,57.1
2019,900303,E,66.0
2019,900304,E,15.1
2019,900305,E,53.5
2019,900306,E,32.8
2019,900307,E,72.0
2019,900312,E,79.2
2019,900318,E,50.0
2019,900320,E,18.3
2019,900328,E,57.6
2019,900332,E,30.9
2019,900334,E,65.9
2019,900340,E,44.2
2019,900341,E,11.3
2019,900347,E,39.8
2019,900351,E,0.0
2019,900352,E,32.3
2019,900353,E,60.2
2019,900354,E,35.3
2019,900356,E,93.0
2019,900358,E,37.2
2019,900363,E,32.1
2019,900364,E,48.6
2019,900368,E,89.3
2019,900370,E,31.5
2019,900372,E,51.7
2019,900376,E,81.6
2019,900380,E,14.1
2019,900384,E,51.3
2019,900388,E,16.7
2019,910304,E,58.7
2019,910308,E,0.0
2019,910311,E,35.9
2019,910314,E,17.7
2019,910346,E,48.0
2019,910356,E,41.2
2019,910360,E,42.9
2019,910376,E,42.1
2019,910380,E,57.1
2019,920302,E,33.6
2019,920303,E,84.3
2019,920304,E,52.6
2019,920306,E,71.3
2019,920307,E,75.0
2019,920308,E,56.6
2019,920320,E,55.7
2019,920325,E,52.9
2019,920326,E,44.4
2019,920327,E,54.6
2019,920328,E,44.7
2019,920329,E,40.7
2019,920332,E,49.2
2019,920334,E,47.0
2019,920336,E,39.4
2019,920340,E,56.0
2019,920342,E,66.0
2019,920344,E,46.3
2019,920349,E,66.3
2019,920351,E,72.9
2019,920352,E,31.1
2019,920358,E,87.0
2019,920362,E,52.2
2019,920364,E,51.3
2019,920369,E,82.7
2019,920376,E,84.2
2019,920380,E,86.8
2019,920384,E,38.9
2019,920390,E,60.3
2019,920393,E,59.4
2019,920396,E,81.7
2019,920398,E,52.3
2019,920403,E,16.0
2019,920413,E,51.2
2019,920414,E,54.8
2019,920415,E,64.9
2019,920416,E,63.8
2019,920417,E,75.0
2019,920420,E,55.6
2019,920439,E,28.2
2019,920440,E,76.4
2019,920442,E,32.1
2019,920442,I,32.1
2019,920443,E,43.2
2019,920446,E,20.0
