year,agency_code,dance_cat,music_cat,theatre_cat,va_cat
2019,360464,N,Y,N,Y
2019,360468,N,Y,N,Y
2019,360470,N,Y,Y,Y
2019,360478,N,Y,N,Y
2019,360480,N,Y,N,Y
2019,360482,N,Y,N,Y
2019,360488,N,Y,N,Y
2019,360490,N,Y,N,Y
2019,360492,N,Y,N,Y
2019,360494,N,Y,N,Y
2019,360498,N,Y,N,Y
2019,360499,N,Y,N,Y
2019,360500,N,Y,N,Y
2019,360504,N,Y,N,Y
2019,360510,N,Y,N,Y
2019,360514,N,Y,N,Y
2019,360520,N,Y,N,Y
2019,360526,N,Y,N,Y
2019,360550,N,Y,N,Y
2019,36B000,Y,Y,Y,Y
2019,36C000,N,Y,Y,Y
2019,370304,N,Y,N,N
2019,370308,N,Y,N,Y
2019,370312,Y,Y,Y,Y
2019,370316,Y,N,N,N
2019,370324,N,Y,N,N
2019,380306,N,Y,N,Y
2019,380308,N,Y,N,Y
2019,380310,N,Y,N,N
2019,390309,N,Y,N,Y
2019,390312,N,N,N,Y
2019,390314,N,N,N,Y
2019,390316,N,Y,N,Y
2019,390320,N,Y,N,N
2019,390321,N,Y,N,Y
2019,390322,N,Y,N,Y
2019,390324,N,Y,N,Y
2019,390331,N,Y,N,N
2019,390333,N,Y,N,N
2019,390334,N,Y,N,N
2019,390336,N,N,N,Y
2019,390352,N,Y,N,Y
2019,390360,N,Y,N,N
2019,390362,N,Y,N,N
2019,390364,N,Y,N,N
2019,390700,N,N,N,Y
2019,39A000,Y,Y,Y,Y
2019,39B000,N,Y,Y,Y
2019,400308,N,Y,N,Y
2019,400312,N,Y,N,Y
2019,400315,N,Y,N,Y
2019,400318,N,Y,N,Y
2019,400321,N,Y,N,Y
2019,400332,N,Y,N,Y
2019,410304,N,Y,N,Y
2019,410307,N,Y,N,Y
2019,410310,N,Y,N,Y
2019,410311,N,Y,N,N
2019,410313,N,Y,N,Y
2019,410316,N,Y,N,Y
2019,410319,N,Y,Y,Y
2019,410322,N,Y,N,Y
2019,410325,N,Y,N,Y
2019,410326,N,Y,N,Y
2019,410328,N,Y,N,Y
2019,410331,N,Y,N,Y
2019,410334,N,Y,N,Y
2019,410337,N,Y,N,Y
2019,410340,N,Y,N,Y
2019,410341,N,N,N,Y
2019,410343,N,Y,N,Y
2019,410346,N,Y,N,Y
2019,410349,N,Y,N,Y
2019,410355,Y,Y,Y,Y
2019,410358,Y,Y,Y,Y
2019,410361,N,Y,N,Y
2019,410364,N,Y,N,Y
2019,410366,N,Y,N,Y
2019,410367,N,Y,N,Y
2019,410370,N,Y,N,Y
2019,410373,N,Y,N,Y
2019,410376,N,Y,N,Y
2019,410379,N,Y,N,Y
2019,410382,N,Y,N,Y
2019,410385,N,Y,N,Y
2019,410388,N,Y,N,Y
2019,410390,N,N,Y,Y
2019,410391,Y,Y,Y,Y
2019,410394,N,Y,Y,Y
2019,410395,N,Y,Y,Y
2019,410397,N,Y,N,Y
2019,410398,N,Y,N,Y
2019,410400,N,Y,N,Y
2019,410402,N,Y,Y,Y
2019,410403,N,Y,N,Y
2019,410406,N,Y,Y,Y
2019,410409,N,Y,N,Y
2019,410412,N,Y,N,Y
2019,410415,N,Y,N,Y
2019,410418,N,Y,N,Y
2019,410421,N,Y,Y,Y
2019,410423,N,Y,N,Y
2019,410424,N,Y,N,Y
2019,410427,N,Y,N,Y
2019,410430,N,Y,N,Y
2019,410436,N,Y,N,Y
2019,410437,N,Y,N,Y
2019,410439,N,Y,N,Y
2019,410442,Y,Y,Y,Y
2019,410448,Y,Y,Y,Y
2019,410451,N,Y,N,Y
2019,410454,N,Y,N,Y
2019,410457,N,Y,N,Y
2019,410458,N,Y,N,Y
2019,410460,Y,Y,Y,Y
2019,410461,N,Y,N,Y
2019,410462,N,Y,N,Y
2019,410463,N,Y,N,Y
2019,410464,N,Y,N,Y
2019,410466,N,Y,N,Y
2019,410469,N,Y,N,Y
2019,410472,Y,Y,Y,Y
2019,410478,N,Y,N,Y
2019,410481,N,Y,N,Y
2019,410483,N,Y,N,N
2019,410484,N,Y,N,Y
2019,410486,N,Y,N,Y
2019,410487,N,Y,N,Y
2019,410488,N,Y,N,Y
2019,410489,Y,Y,Y,Y
2019,410490,N,Y,Y,Y
2019,410491,N,Y,N,Y
2019,410493,N,Y,Y,Y
2019,410496,N,Y,N,Y
2019,410499,N,Y,N,Y
2019,410502,N,Y,N,Y
2019,410505,N,Y,N,Y
2019,410508,N,Y,Y,Y
2019,410511,Y,Y,Y,Y
2019,410514,N,Y,N,Y
2019,410517,Y,Y,N,Y
2019,410522,N,Y,N,Y
2019,410523,N,Y,N,Y
2019,410529,Y,Y,Y,Y
2019,410530,N,Y,N,Y
2019,410532,N,Y,N,Y
2019,410533,N,Y,Y,Y
2019,410534,N,Y,Y,N
2019,410535,N,Y,N,Y
2019,410538,N,Y,N,Y
2019,410541,N,Y,N,Y
2019,410542,N,Y,N,Y
2019,410544,Y,Y,N,Y
2019,410547,N,Y,Y,Y
2019,410550,N,Y,N,Y
2019,410553,N,Y,N,Y
2019,410556,N,Y,N,Y
2019,410559,N,Y,N,Y
2019,410562,Y,Y,Y,Y
2019,410565,N,Y,Y,Y
2019,410568,N,Y,N,Y
2019,410569,N,Y,Y,Y
2019,410571,N,Y,N,Y
2019,410574,N,Y,N,Y
2019,410577,N,Y,N,Y
2019,410578,N,Y,N,Y
2019,410580,N,Y,N,Y
2019,410583,N,Y,N,Y
2019,410586,N,Y,N,Y
2019,410589,Y,Y,Y,Y
2019,410592,N,Y,N,N
2019,410595,N,Y,Y,Y
2019,410598,N,Y,N,Y
2019,41B000,N,Y,N,Y
2019,41C000,N,N,N,Y
2019,41D000,N,Y,N,Y
2019,41F000,N,Y,N,Y
2019,41G000,N,Y,Y,Y
2019,41H000,N,Y,Y,N
2019,41J000,N,Y,N,Y
2019,41K000,N,Y,N,Y
2019,41L000,N,Y,N,Y
2019,41M000,N,Y,N,Y
2019,41N000,Y,Y,N,Y
2019,420324,N,Y,N,Y
2019,420340,N,Y,N,N
2019,420346,N,Y,N,Y
2019,420358,N,Y,N,N
2019,420376,Y,Y,Y,N
2019,421304,N,Y,N,Y
2019,421306,N,Y,N,Y
2019,421316,N,Y,Y,Y
2019,421328,N,Y,N,Y
2019,422310,N,N,N,Y
2019,422314,N,N,N,Y
2019,422315,N,Y,N,Y
2019,422318,N,Y,N,Y
2019,42A000,N,Y,N,N
2019,430304,N,Y,N,Y
2019,430308,N,Y,N,Y
2019,430312,N,Y,N,Y
2019,430316,N,Y,N,Y
2019,430320,N,Y,N,Y
2019,430328,N,Y,N,Y
2019,430330,N,Y,N,Y
2019,430332,N,Y,N,Y
2019,430336,N,Y,N,Y
2019,430340,N,Y,N,Y
2019,430344,N,Y,N,Y
2019,430346,N,Y,Y,Y
2019,430347,N,Y,Y,Y
2019,430348,N,Y,N,Y
2019,430349,N,Y,N,Y
2019,430351,N,Y,Y,Y
2019,430352,N,Y,N,Y
2019,430358,N,Y,N,Y
2019,430368,N,Y,N,Y
2019,430369,N,Y,N,Y
2019,430370,N,Y,N,Y
2019,430371,N,Y,Y,Y
2019,430376,N,Y,N,Y
2019,430378,N,Y,Y,Y
2019,430380,N,Y,N,Y
2019,430384,N,Y,Y,Y
2019,430386,N,Y,N,Y
2019,43C000,N,Y,N,Y
2019,440314,N,Y,N,Y
2019,440318,N,Y,N,Y
2019,440320,N,Y,N,Y
2019,440326,N,N,N,Y
2019,440328,N,Y,N,Y
2019,440332,N,Y,N,Y
2019,440346,N,N,N,Y
2019,440348,N,Y,N,Y
2019,440349,N,Y,N,Y
2019,440350,N,Y,N,Y
2019,440364,N,Y,N,Y
2019,440368,N,Y,N,Y
2019,440378,N,Y,Y,Y
2019,440390,N,Y,N,Y
2019,440396,N,Y,N,Y
2019,44A000,N,Y,N,Y
2019,450301,Y,Y,N,Y
2019,450302,N,Y,N,N
2019,450306,N,Y,N,Y
2019,450307,N,Y,N,N
2019,450308,N,N,N,Y
2019,450316,Y,Y,Y,Y
2019,450322,N,Y,N,N
2019,450324,N,Y,N,N
2019,450328,N,Y,N,Y
2019,450332,N,N,N,Y
2019,450333,N,Y,N,N
2019,450334,N,Y,Y,Y
2019,450335,N,Y,Y,Y
2019,450336,N,Y,N,Y
2019,450339,N,Y,N,Y
2019,450340,N,N,N,Y
2019,450341,Y,Y,Y,Y
2019,450342,N,Y,Y,Y
2019,450343,N,N,N,Y
2019,450344,N,Y,N,Y
2019,450346,N,Y,N,N
2019,450352,Y,Y,Y,Y
2019,450354,N,N,N,Y
2019,460308,N,N,N,Y
2019,460312,N,Y,N,Y
2019,460318,N,Y,N,Y
2019,460320,N,Y,Y,Y
2019,460322,N,Y,N,Y
2019,460332,N,Y,N,Y
2019,460340,N,Y,N,Y
2019,470310,N,Y,N,Y
2019,470312,Y,Y,Y,Y
2019,470316,N,Y,N,Y
2019,470320,Y,Y,N,Y
2019,470328,N,Y,N,Y
2019,470330,N,Y,N,Y
2019,470332,Y,Y,N,Y
2019,470336,N,Y,N,Y
2019,470340,N,Y,N,Y
2019,470342,N,Y,N,Y
2019,470346,N,Y,N,Y
2019,470441,N,Y,N,Y
2019,470442,Y,Y,N,Y
2019,470443,N,Y,N,Y
2019,480306,N,N,N,Y
2019,480316,N,Y,N,Y
2019,480318,N,Y,N,Y
2019,490307,N,Y,Y,Y
2019,490308,N,Y,N,Y
2019,490310,N,N,N,Y
2019,490312,N,Y,N,Y
2019,490316,N,Y,N,Y
2019,490318,N,Y,N,Y
2019,490319,N,Y,N,Y
2019,490324,N,Y,N,Y
2019,490326,N,Y,N,Y
2019,490327,N,Y,N,Y
2019,490332,N,Y,N,Y
2019,490335,N,Y,Y,Y
2019,490336,N,Y,N,Y
2019,490337,N,Y,N,Y
2019,490338,N,Y,N,Y
2019,490344,Y,Y,Y,Y
2019,490345,N,Y,N,Y
2019,490346,N,Y,Y,Y
2019,490347,N,Y,Y,Y
2019,490348,N,Y,N,Y
2019,490349,N,Y,N,Y
2019,490350,N,Y,N,Y
2019,490352,N,Y,N,Y
2019,490354,Y,Y,Y,Y
2019,490355,Y,Y,Y,Y
2019,490356,N,Y,N,Y
2019,490360,N,Y,N,Y
2019,490362,Y,Y,Y,Y
2019,490363,N,Y,N,Y
2019,490364,N,Y,N,Y
2019,490366,N,Y,N,N
2019,490368,N,Y,N,Y
2019,490380,N,Y,Y,Y
2019,490384,N,Y,N,Y
2019,490390,N,Y,N,Y
2019,491303,N,Y,N,Y
2019,491306,N,Y,N,Y
2019,491308,N,Y,Y,Y
2019,491312,Y,Y,Y,Y
2019,491316,N,Y,N,Y
2019,491318,N,Y,N,Y
2019,491320,N,Y,N,Y
2019,49B000,N,Y,N,Y
2019,49E000,N,Y,Y,Y
2019,49F000,N,Y,N,Y
2019,49G000,N,Y,N,Y
2019,500302,N,Y,N,Y
2019,500304,N,Y,N,Y
2019,500314,N,Y,N,Y
2019,500316,N,Y,N,Y
2019,500323,N,Y,N,Y
2019,500324,N,N,N,Y
2019,500332,N,Y,Y,Y
2019,500337,N,Y,N,Y
2019,500340,N,Y,Y,Y
2019,50A000,N,Y,N,Y
2019,510308,N,Y,N,Y
2019,510310,N,Y,N,Y
2019,510324,N,Y,Y,Y
2019,510326,N,Y,N,Y
2019,510327,N,Y,Y,Y
2019,510328,N,Y,N,Y
2019,510329,N,Y,N,Y
2019,510330,N,Y,N,Y
2019,510332,N,Y,N,Y
2019,510333,N,Y,Y,Y
2019,510334,N,Y,N,Y
2019,510336,N,Y,N,Y
2019,510340,N,Y,N,Y
2019,510342,N,Y,N,Y
2019,510343,N,Y,N,Y
2019,510344,N,Y,N,Y
2019,510356,N,Y,N,Y
2019,510358,N,Y,N,Y
2019,510359,N,Y,N,Y
2019,510360,N,Y,N,Y
2019,510364,N,Y,N,Y
2019,510368,N,Y,Y,Y
2019,510372,N,Y,N,Y
2019,510373,N,Y,N,Y
2019,510374,N,Y,N,Y
2019,510376,N,Y,N,Y
2019,510377,N,Y,N,Y
2019,510378,N,Y,N,Y
2019,510379,N,Y,N,Y
2019,510382,N,N,N,Y
2019,510388,N,Y,N,Y
2019,510390,N,Y,N,Y
2019,510396,N,Y,N,Y
2019,510397,N,Y,N,Y
2019,510399,Y,Y,N,Y
2019,510402,N,Y,Y,Y
2019,510404,N,Y,N,Y
2019,510406,Y,Y,Y,Y
2019,510408,N,Y,N,Y
2019,510410,N,Y,N,Y
2019,510411,N,Y,N,Y
2019,510412,N,Y,N,Y
2019,510414,N,Y,N,Y
2019,51A000,Y,Y,Y,Y
2019,51B000,N,Y,N,Y
2019,520304,N,Y,N,Y
2019,520308,N,Y,N,Y
2019,520320,N,Y,N,Y
2019,520324,N,Y,N,Y
2019,520328,N,Y,N,Y
2019,520336,N,Y,N,Y
2019,530302,Y,Y,N,Y
2019,530306,N,N,N,Y
2019,530308,N,Y,N,Y
2019,530312,N,Y,N,Y
2019,530314,N,Y,N,Y
2019,530316,N,Y,N,N
2019,530320,N,Y,N,Y
2019,530336,N,Y,Y,Y
2019,530340,N,Y,N,Y
2019,530341,N,Y,N,Y
2019,530343,N,Y,Y,Y
2019,530346,N,Y,N,Y
2019,530354,N,Y,N,Y
2019,530356,N,Y,N,Y
2019,540304,N,Y,N,Y
2019,540308,N,Y,N,Y
2019,540312,N,Y,N,Y
2019,540315,N,Y,Y,Y
2019,540316,N,Y,N,Y
2019,540317,N,Y,N,Y
2019,540318,N,Y,N,Y
2019,540320,N,Y,N,N
2019,540324,N,Y,N,Y
2019,540325,N,Y,N,Y
2019,540326,N,Y,N,N
2019,540328,N,Y,N,N
2019,540330,N,Y,Y,Y
2019,540336,N,Y,N,Y
2019,540338,N,Y,N,N
2019,540340,N,Y,N,N
2019,540344,N,Y,N,Y
2019,54A000,N,N,N,Y
2019,550308,N,Y,N,Y
2019,550312,N,Y,N,Y
2019,550314,N,Y,N,Y
2019,550316,N,Y,N,Y
2019,550320,N,Y,Y,Y
2019,550322,N,Y,N,Y
2019,550328,N,Y,N,Y
2019,550332,N,Y,Y,Y
2019,550334,N,Y,N,Y
2019,550336,N,Y,N,Y
2019,550340,N,Y,N,Y
2019,550342,N,Y,N,Y
2019,550344,N,Y,Y,Y
2019,550348,N,Y,N,Y
2019,550349,N,Y,N,Y
2019,550350,N,Y,N,Y
2019,550356,N,Y,N,Y
2019,550360,N,Y,N,Y
2019,550362,N,Y,N,Y
2019,550364,N,Y,N,Y
2019,550368,N,Y,Y,Y
2019,550372,N,Y,N,Y
2019,55A000,N,Y,Y,Y
2019,560304,N,Y,N,Y
2019,560316,N,Y,N,Y
2019,560320,N,Y,Y,Y
2019,560324,N,Y,N,Y
2019,560328,N,Y,N,Y
2019,560329,N,N,N,Y
2019,560330,N,Y,N,N
2019,560331,N,Y,N,Y
2019,560332,N,N,N,Y
2019,560338,N,Y,N,Y
2019,570306,N,Y,N,Y
2019,570312,N,Y,N,Y
2019,570317,N,Y,N,Y
2019,570318,N,Y,Y,Y
2019,570319,Y,Y,Y,Y
2019,570320,N,Y,N,Y
2019,580308,N,Y,N,Y
2019,580312,N,Y,N,Y
2019,580316,N,Y,N,Y
2019,580324,N,Y,N,Y
2019,580344,N,Y,N,Y
2019,580356,N,Y,N,Y
2019,580368,Y,Y,N,Y
2019,580372,N,Y,N,Y
2019,58B000,N,Y,N,Y
2019,590306,N,Y,N,Y
2019,590310,N,Y,Y,Y
2019,590316,N,Y,N,Y
2019,590320,N,Y,N,Y
2019,590328,N,Y,Y,Y
2019,590330,Y,Y,Y,Y
2019,590332,N,Y,N,Y
2019,590336,N,Y,N,Y
2019,590340,N,Y,N,Y
2019,590344,N,Y,N,Y
2019,590352,N,Y,N,Y
2019,590356,N,Y,Y,Y
2019,600300,N,Y,N,Y
2019,600301,Y,Y,N,Y
2019,600302,N,Y,Y,Y
2019,600303,Y,Y,N,Y
2019,600305,Y,Y,Y,Y
2019,600308,N,Y,N,Y
2019,600311,N,Y,N,Y
2019,600312,Y,Y,Y,Y
2019,600313,Y,Y,Y,Y
2019,600314,N,Y,N,Y
2019,600316,N,Y,N,Y
2019,600317,N,Y,N,Y
2019,600318,N,Y,N,Y
2019,600319,N,Y,N,Y
2019,600322,N,Y,N,Y
2019,600328,N,Y,N,Y
2019,600329,N,Y,N,Y
2019,600333,N,Y,Y,Y
2019,600334,N,N,N,Y
2019,600335,N,Y,N,Y
2019,600336,N,Y,N,Y
2019,600338,N,Y,N,Y
2019,600341,Y,Y,N,Y
2019,600344,N,Y,Y,Y
2019,600345,Y,Y,Y,Y
2019,600346,N,Y,N,Y
2019,600349,N,Y,N,Y
2019,600351,N,Y,N,N
2019,600352,N,Y,N,Y
2019,600353,N,Y,Y,Y
2019,600357,N,Y,N,Y
2019,600361,N,Y,Y,Y
2019,600362,N,Y,N,Y
2019,600364,N,Y,Y,Y
2019,600365,N,Y,N,Y
2019,600366,N,Y,N,Y
2019,600367,N,Y,N,Y
2019,600368,Y,Y,Y,Y
2019,600369,N,Y,N,Y
2019,600374,N,Y,N,Y
2019,600377,N,Y,Y,Y
2019,600379,N,Y,N,Y
2019,600381,N,Y,Y,Y
2019,600382,N,Y,N,Y
2019,600383,N,Y,N,Y
2019,600384,N,Y,N,Y
2019,600385,N,Y,N,Y
2019,600392,N,Y,N,Y
2019,600394,Y,Y,Y,Y
2019,600397,Y,Y,Y,Y
2019,600398,Y,Y,N,Y
2019,600399,N,Y,Y,Y
2019,600405,N,Y,N,Y
2019,600406,N,Y,N,Y
2019,600408,N,Y,N,Y
2019,600409,N,Y,N,Y
2019,600410,N,Y,N,Y
2019,600411,N,Y,N,Y
2019,600412,N,Y,N,Y
2019,600413,N,Y,N,Y
2019,600414,N,Y,N,Y
2019,600415,N,Y,Y,Y
2019,600416,N,Y,N,Y
2019,600418,N,Y,N,Y
2019,600420,N,Y,N,Y
2019,600422,N,Y,N,Y
2019,600424,N,Y,N,Y
2019,600426,N,Y,Y,Y
2019,600428,N,Y,Y,Y
2019,600429,N,Y,N,Y
2019,600431,Y,Y,Y,Y
2019,600432,N,Y,N,Y
2019,600433,N,Y,N,Y
2019,600434,N,Y,N,Y
2019,600435,N,Y,N,Y
2019,600436,N,Y,N,Y
2019,600437,N,Y,N,Y
2019,600438,N,Y,N,Y
2019,600440,N,Y,N,Y
2019,600442,N,Y,N,Y
2019,600444,N,Y,N,Y
2019,600445,Y,Y,Y,Y
2019,600446,N,Y,N,Y
2019,600447,N,Y,N,Y
2019,600448,N,Y,N,Y
2019,600449,N,Y,N,Y
2019,600450,Y,Y,Y,Y
2019,600451,N,Y,N,Y
2019,600453,N,Y,N,Y
2019,600454,N,Y,N,Y
2019,600455,Y,Y,Y,Y
2019,600457,N,Y,Y,Y
2019,600459,N,Y,N,Y
2019,600461,N,Y,N,Y
2019,600462,Y,Y,N,Y
2019,600463,N,Y,N,Y
2019,600464,N,Y,N,Y
2019,600466,Y,Y,Y,Y
2019,600468,N,Y,N,Y
2019,600471,N,Y,N,Y
2019,600474,N,Y,N,Y
2019,600475,N,Y,N,Y
2019,600478,N,Y,N,Y
2019,600479,N,Y,N,Y
2019,600480,N,Y,Y,Y
2019,600481,N,Y,N,Y
2019,600482,Y,Y,Y,Y
2019,600484,N,Y,N,Y
2019,600485,N,Y,N,Y
2019,600488,N,Y,Y,Y
2019,600489,N,Y,N,Y
2019,600490,Y,Y,Y,Y
2019,600491,N,Y,N,Y
2019,600492,N,Y,N,Y
2019,600493,N,Y,N,Y
2019,600494,N,Y,N,Y
2019,600496,N,Y,N,Y
2019,600497,N,Y,Y,Y
2019,600498,N,N,N,Y
2019,600499,N,N,N,Y
2019,600500,N,Y,N,Y
2019,600501,N,Y,N,Y
2019,600503,N,Y,N,Y
2019,600507,N,Y,N,Y
2019,600508,N,Y,Y,Y
2019,600509,Y,Y,N,Y
2019,600512,N,Y,N,Y
2019,600513,Y,Y,N,Y
2019,600514,Y,Y,Y,N
2019,600515,N,Y,Y,Y
2019,600516,Y,Y,N,Y
2019,600517,N,Y,N,Y
2019,600518,Y,Y,Y,Y
2019,600519,N,Y,N,Y
2019,600520,Y,Y,N,Y
2019,600521,N,Y,N,Y
2019,600522,N,Y,N,Y
2019,600527,N,Y,N,Y
2019,600530,N,Y,N,Y
2019,600532,Y,Y,Y,Y
2019,600534,N,Y,N,Y
2019,600535,N,Y,Y,Y
2019,600537,Y,Y,Y,Y
2019,600538,Y,Y,Y,Y
2019,600545,N,Y,N,Y
2019,600546,N,Y,N,Y
2019,600549,N,Y,N,Y
2019,600550,N,Y,N,Y
2019,600553,N,Y,N,Y
2019,600557,N,Y,N,Y
2019,600558,N,Y,N,Y
2019,600562,N,Y,N,Y
2019,600565,Y,Y,Y,Y
2019,600566,N,Y,N,Y
2019,600571,N,Y,N,Y
2019,600574,N,Y,N,Y
2019,600576,N,Y,Y,Y
2019,600577,N,Y,N,Y
2019,600579,N,Y,N,Y
2019,600582,N,Y,N,Y
2019,600583,Y,Y,N,Y
2019,600586,N,Y,N,Y
2019,600587,N,Y,N,Y
2019,600588,N,Y,N,Y
2019,600589,N,Y,N,Y
2019,600590,N,Y,N,Y
2019,600592,N,Y,Y,Y
2019,600593,N,Y,N,Y
2019,60B000,N,Y,N,Y
2019,60D000,Y,Y,Y,Y
2019,60F000,N,Y,N,Y
2019,60G000,Y,Y,Y,Y
2019,60I000,Y,Y,Y,Y
2019,60J000,N,Y,Y,Y
2019,60K000,N,N,N,Y
2019,60L000,Y,N,N,Y
2019,60M000,Y,Y,Y,Y
2019,60P000,N,N,N,Y
2019,60Q000,N,Y,N,Y
2019,60S000,N,Y,Y,Y
2019,60U000,N,Y,N,Y
2019,60V000,Y,Y,N,N
2019,60Y000,N,Y,N,Y
2019,610302,N,Y,N,Y
2019,610310,N,Y,N,Y
2019,610320,N,Y,N,Y
2019,610322,N,Y,N,Y
2019,610326,N,Y,N,Y
2019,610332,N,Y,N,Y
2019,610334,N,Y,N,Y
2019,61J000,N,Y,N,N
2019,61K000,N,Y,N,N
2019,61N000,N,Y,N,Y
2019,61Q000,N,Y,N,Y
2019,61R000,N,Y,Y,Y
2019,61S000,N,Y,N,N
2019,61X000,Y,Y,Y,Y
2019,620310,N,N,N,Y
2019,620312,N,Y,N,Y
2019,620314,N,Y,N,Y
2019,620316,Y,Y,Y,Y
2019,620318,N,Y,N,Y
2019,620324,N,N,N,Y
2019,620330,N,N,N,Y
2019,620334,N,Y,N,Y
2019,620336,N,N,N,Y
2019,620339,N,Y,N,Y
2019,620340,Y,Y,Y,Y
2019,620350,N,Y,N,Y
2019,630304,N,Y,N,Y
2019,630308,N,Y,N,Y
2019,630312,N,Y,N,Y
2019,630316,N,Y,N,Y
2019,630317,N,Y,N,Y
2019,630320,N,Y,N,Y
2019,630324,N,Y,N,Y
2019,630328,N,Y,N,Y
2019,630331,N,Y,N,Y
2019,630332,N,Y,Y,Y
2019,630336,N,Y,Y,Y
2019,630342,N,Y,N,Y
2019,630348,N,Y,N,Y
2019,630350,N,Y,N,Y
2019,630352,N,Y,N,Y
2019,630356,N,Y,N,Y
2019,630360,N,Y,Y,Y
2019,630364,N,Y,N,Y
2019,630368,N,Y,N,Y
2019,630373,N,Y,N,Y
2019,630374,N,Y,Y,Y
2019,630376,N,Y,N,Y
2019,63A000,N,N,N,Y
2019,63B000,Y,Y,Y,Y
2019,640302,N,Y,N,Y
2019,640304,N,Y,N,Y
2019,640306,N,Y,N,Y
2019,640308,N,Y,N,Y
2019,640316,N,Y,N,Y
2019,640320,N,Y,N,Y
2019,640324,N,Y,N,Y
2019,640326,N,Y,N,Y
2019,640328,N,Y,N,Y
2019,640329,N,Y,N,Y
2019,640332,N,Y,N,Y
2019,640334,N,Y,N,Y
2019,640335,N,Y,N,Y
2019,640336,N,Y,N,Y
2019,640346,Y,Y,Y,Y
2019,640348,N,Y,N,Y
2019,640350,N,Y,Y,Y
2019,640358,N,Y,N,Y
2019,640360,N,Y,N,Y
2019,640361,N,Y,Y,Y
2019,640362,N,Y,N,Y
2019,640364,N,Y,Y,Y
2019,640376,N,Y,N,Y
2019,640384,N,Y,N,Y
2019,640396,N,Y,N,Y
2019,640400,N,Y,N,Y
2019,64A000,N,Y,N,Y
2019,650304,N,Y,N,Y
2019,650308,N,Y,N,Y
2019,650309,N,Y,N,Y
2019,650310,N,Y,Y,Y
2019,650312,N,Y,N,Y
2019,650316,N,Y,N,Y
2019,650323,N,Y,N,Y
2019,650324,N,Y,N,Y
2019,650325,N,Y,Y,Y
2019,650326,Y,Y,Y,Y
2019,650327,N,Y,Y,Y
2019,650328,N,Y,N,Y
2019,650332,N,Y,N,Y
2019,650338,N,Y,N,Y
2019,650339,N,Y,N,Y
2019,650340,Y,Y,Y,Y
2019,650341,N,Y,N,Y
2019,650342,Y,Y,Y,Y
2019,650343,N,Y,N,Y
2019,650346,N,Y,N,Y
2019,650348,N,Y,N,Y
2019,650350,N,Y,Y,Y
2019,650351,N,Y,Y,Y
2019,650352,N,Y,Y,Y
2019,650353,N,Y,N,Y
2019,650354,N,N,N,Y
2019,650355,N,Y,N,Y
2019,650356,N,Y,N,Y
2019,650362,N,Y,N,Y
2019,650364,N,Y,Y,Y
2019,650366,N,Y,N,Y
2019,650368,N,Y,N,Y
2019,650380,N,Y,N,Y
2019,650384,Y,Y,N,Y
2019,650392,N,Y,N,Y
2019,650394,N,Y,Y,Y
2019,650400,N,Y,N,Y
2019,650404,N,Y,N,Y
2019,650408,N,Y,N,Y
2019,650420,N,Y,N,Y
2019,65A000,N,Y,N,Y
2019,65F000,N,Y,N,Y
2019,65G000,Y,Y,Y,Y
2019,65Z000,N,Y,N,Y
2019,660306,N,Y,N,Y
2019,660308,N,Y,N,N
2019,660320,N,Y,N,Y
2019,660325,N,Y,N,N
2019,660336,N,Y,N,N
2019,660360,N,Y,N,Y
2019,660400,N,Y,N,Y
2019,66A000,N,Y,Y,Y
2019,670304,N,Y,N,Y
2019,670308,N,Y,N,Y
2019,670310,N,Y,N,Y
2019,670312,N,Y,N,Y
2019,670314,N,Y,N,Y
2019,670318,N,Y,N,Y
2019,670320,N,Y,N,Y
2019,670321,N,Y,N,Y
2019,670322,N,Y,N,Y
2019,670323,N,Y,N,Y
2019,670324,N,Y,N,Y
2019,670325,N,Y,N,Y
2019,670329,N,Y,N,Y
2019,670330,N,Y,N,Y
2019,670331,N,Y,N,Y
2019,670332,N,Y,N,Y
2019,670333,Y,Y,Y,Y
2019,670335,N,Y,N,Y
2019,670336,N,Y,N,Y
2019,670337,N,Y,N,Y
2019,670338,N,Y,N,Y
2019,670339,N,Y,N,Y
2019,670340,Y,Y,N,Y
2019,670341,N,Y,N,Y
2019,670342,N,Y,N,Y
2019,670343,N,Y,N,Y
2019,670344,N,Y,N,Y
2019,670345,N,Y,N,Y
2019,670346,N,Y,N,Y
2019,670347,N,Y,N,Y
2019,670350,N,Y,N,Y
2019,670351,N,Y,N,Y
2019,670352,N,Y,Y,Y
2019,670356,N,Y,N,Y
2019,670364,N,Y,N,Y
2019,67B000,N,Y,N,Y
2019,680304,N,Y,N,Y
2019,680308,N,Y,N,Y
2019,680310,N,Y,Y,Y
2019,680312,N,Y,N,Y
2019,680316,N,Y,N,Y
2019,680324,N,Y,N,Y
2019,680327,N,Y,N,Y
2019,680328,N,Y,N,Y
2019,680329,N,Y,N,Y
2019,680330,N,Y,N,Y
2019,680332,N,Y,Y,Y
2019,680335,N,N,N,Y
2019,680336,N,Y,N,Y
2019,681300,N,Y,N,Y
2019,681304,N,Y,N,Y
2019,681305,N,Y,Y,Y
2019,681308,Y,Y,Y,Y
2019,681309,N,Y,Y,Y
2019,681310,N,Y,N,Y
2019,681311,N,Y,N,Y
2019,681312,N,Y,N,Y
2019,681314,N,Y,Y,Y
