year,agency_code,pct_prin_demo,subgroup
2019,300LEA,0.0,BL7
2019,300LEA,0.917,FEM
2019,300LEA,0.0,OTHER
2019,300LEA,1.0,WH7
2019,300LEA,0.083,MALE
2019,310LEA,0.231,BL7
2019,310LEA,0.615,FEM
2019,310LEA,0.0,OTHER
2019,310LEA,0.769,WH7
2019,310LEA,0.385,MALE
2019,320LEA,0.691,BL7
2019,320LEA,0.691,FEM
2019,320LEA,0.0,OTHER
2019,320LEA,0.309,WH7
2019,320LEA,0.309,MALE
2019,330LEA,0.357,BL7
2019,330LEA,0.571,FEM
2019,330LEA,0.0,OTHER
2019,330LEA,0.643,WH7
2019,330LEA,0.429,MALE
2019,340LEA,0.333,BL7
2019,340LEA,0.603,FEM
2019,340LEA,0.0,OTHER
2019,340LEA,0.667,WH7
2019,340LEA,0.397,MALE
2019,350LEA,0.529,BL7
2019,350LEA,0.588,FEM
2019,350LEA,0.059,OTHER
2019,350LEA,0.412,WH7
2019,350LEA,0.412,MALE
2019,360LEA,0.148,BL7
2019,360LEA,0.704,FEM
2019,360LEA,0.0,OTHER
2019,360LEA,0.852,WH7
2019,360LEA,0.296,MALE
2019,370LEA,0.4,BL7
2019,370LEA,0.6,FEM
2019,370LEA,0.0,OTHER
2019,370LEA,0.6,WH7
2019,370LEA,0.4,MALE
2019,380LEA,0.0,BL7
2019,380LEA,0.667,FEM
2019,380LEA,0.0,OTHER
2019,380LEA,1.0,WH7
2019,380LEA,0.333,MALE
2019,390LEA,0.35,BL7
2019,390LEA,0.8,FEM
2019,390LEA,0.15,OTHER
2019,390LEA,0.5,WH7
2019,390LEA,0.2,MALE
2019,400LEA,0.333,BL7
2019,400LEA,0.333,FEM
2019,400LEA,0.0,OTHER
2019,400LEA,0.667,WH7
2019,400LEA,0.667,MALE
2019,410LEA,0.476,BL7
2019,410LEA,0.637,FEM
2019,410LEA,0.04,OTHER
2019,410LEA,0.484,WH7
2019,410LEA,0.339,MALE
2019,420LEA,0.846,BL7
2019,420LEA,0.308,FEM
2019,420LEA,0.0,OTHER
2019,420LEA,0.154,WH7
2019,420LEA,0.692,MALE
2019,421LEA,0.2,BL7
2019,421LEA,0.6,FEM
2019,421LEA,0.0,OTHER
2019,421LEA,0.8,WH7
2019,421LEA,0.4,MALE
2019,422LEA,1.0,BL7
2019,422LEA,0.25,FEM
2019,422LEA,0.0,OTHER
2019,422LEA,0.0,WH7
2019,422LEA,0.75,MALE
2019,430LEA,0.214,BL7
2019,430LEA,0.607,FEM
2019,430LEA,0.071,OTHER
2019,430LEA,0.714,WH7
2019,430LEA,0.357,MALE
2019,440LEA,0.0,BL7
2019,440LEA,0.6,FEM
2019,440LEA,0.0,OTHER
2019,440LEA,1.0,WH7
2019,440LEA,0.4,MALE
2019,450LEA,0.0,BL7
2019,450LEA,0.5,FEM
2019,450LEA,0.0,OTHER
2019,450LEA,1.0,WH7
2019,450LEA,0.5,MALE
2019,460LEA,0.714,BL7
2019,460LEA,0.571,FEM
2019,460LEA,0.0,OTHER
2019,460LEA,0.286,WH7
2019,460LEA,0.429,MALE
2019,470LEA,0.429,BL7
2019,470LEA,0.714,FEM
2019,470LEA,0.071,OTHER
2019,470LEA,0.5,WH7
2019,470LEA,0.286,MALE
2019,480LEA,0.0,BL7
2019,480LEA,0.667,FEM
2019,480LEA,0.0,OTHER
2019,480LEA,1.0,WH7
2019,480LEA,0.333,MALE
2019,490LEA,0.083,BL7
2019,490LEA,0.528,FEM
2019,490LEA,0.0,OTHER
2019,490LEA,0.917,WH7
2019,490LEA,0.472,MALE
2019,491LEA,0.5,BL7
2019,491LEA,0.625,FEM
2019,491LEA,0.0,OTHER
2019,491LEA,0.5,WH7
2019,491LEA,0.375,MALE
2019,500LEA,0.0,BL7
2019,500LEA,0.889,FEM
2019,500LEA,0.0,OTHER
2019,500LEA,1.0,WH7
2019,500LEA,0.111,MALE
2019,510LEA,0.178,BL7
2019,510LEA,0.578,FEM
2019,510LEA,0.022,OTHER
2019,510LEA,0.8,WH7
2019,510LEA,0.4,MALE
2019,520LEA,0.167,BL7
2019,520LEA,0.333,FEM
2019,520LEA,0.0,OTHER
2019,520LEA,0.833,WH7
2019,520LEA,0.667,MALE
2019,530LEA,0.313,BL7
2019,530LEA,0.75,FEM
2019,530LEA,0.063,OTHER
2019,530LEA,0.625,WH7
2019,530LEA,0.188,MALE
2019,540LEA,0.25,BL7
2019,540LEA,0.75,FEM
2019,540LEA,0.0,OTHER
2019,540LEA,0.75,WH7
2019,540LEA,0.25,MALE
2019,550LEA,0.087,BL7
2019,550LEA,0.696,FEM
2019,550LEA,0.0,OTHER
2019,550LEA,0.913,WH7
2019,550LEA,0.304,MALE
2019,560LEA,0.0,BL7
2019,560LEA,0.364,FEM
2019,560LEA,0.0,OTHER
2019,560LEA,1.0,WH7
2019,560LEA,0.636,MALE
2019,570LEA,0.0,BL7
2019,570LEA,0.5,FEM
2019,570LEA,0.0,OTHER
2019,570LEA,1.0,WH7
2019,570LEA,0.5,MALE
2019,580LEA,0.25,BL7
2019,580LEA,0.625,FEM
2019,580LEA,0.0,OTHER
2019,580LEA,0.75,WH7
2019,580LEA,0.375,MALE
2019,590LEA,0.071,BL7
2019,590LEA,0.786,FEM
2019,590LEA,0.0,OTHER
2019,590LEA,0.929,WH7
2019,590LEA,0.214,MALE
2019,600LEA,0.364,BL7
2019,600LEA,0.694,FEM
2019,600LEA,0.058,OTHER
2019,600LEA,0.578,WH7
2019,600LEA,0.295,MALE
2019,610LEA,0.0,BL7
2019,610LEA,0.429,FEM
2019,610LEA,0.0,OTHER
2019,610LEA,1.0,WH7
2019,610LEA,0.571,MALE
2019,620LEA,0.25,BL7
2019,620LEA,0.917,FEM
2019,620LEA,0.0,OTHER
2019,620LEA,0.75,WH7
2019,620LEA,0.083,MALE
2019,630LEA,0.087,BL7
2019,630LEA,0.739,FEM
2019,630LEA,0.0,OTHER
2019,630LEA,0.913,WH7
2019,630LEA,0.261,MALE
2019,640LEA,0.581,BL7
2019,640LEA,0.581,FEM
2019,640LEA,0.0,OTHER
2019,640LEA,0.419,WH7
2019,640LEA,0.419,MALE
2019,650LEA,0.167,BL7
2019,650LEA,0.643,FEM
2019,650LEA,0.071,OTHER
2019,650LEA,0.762,WH7
2019,650LEA,0.333,MALE
2019,660LEA,0.857,BL7
2019,660LEA,0.571,FEM
2019,660LEA,0.0,OTHER
2019,660LEA,0.143,WH7
2019,660LEA,0.429,MALE
2019,670LEA,0.132,BL7
2019,670LEA,0.632,FEM
2019,670LEA,0.0,OTHER
2019,670LEA,0.868,WH7
2019,670LEA,0.368,MALE
2019,680LEA,0.462,BL7
2019,680LEA,0.462,FEM
2019,680LEA,0.0,OTHER
2019,680LEA,0.538,WH7
2019,680LEA,0.538,MALE
2019,681LEA,0.4,BL7
2019,681LEA,0.65,FEM
2019,681LEA,0.0,OTHER
2019,681LEA,0.6,WH7
2019,681LEA,0.35,MALE
2019,690LEA,0.25,BL7
2019,690LEA,0.5,FEM
2019,690LEA,0.0,OTHER
2019,690LEA,0.75,WH7
2019,690LEA,0.5,MALE
2019,700LEA,0.583,BL7
2019,700LEA,0.583,FEM
2019,700LEA,0.0,OTHER
2019,700LEA,0.417,WH7
2019,700LEA,0.417,MALE
2019,710LEA,0.208,BL7
2019,710LEA,0.333,FEM
2019,710LEA,0.042,OTHER
2019,710LEA,0.75,WH7
2019,710LEA,0.625,MALE
2019,720LEA,0.0,BL7
2019,720LEA,0.5,FEM
2019,720LEA,0.0,OTHER
2019,720LEA,1.0,WH7
2019,720LEA,0.5,MALE
2019,730LEA,0.182,BL7
2019,730LEA,0.636,FEM
2019,730LEA,0.0,OTHER
2019,730LEA,0.818,WH7
2019,730LEA,0.364,MALE
2019,740LEA,0.351,BL7
2019,740LEA,0.595,FEM
2019,740LEA,0.0,OTHER
2019,740LEA,0.649,WH7
2019,740LEA,0.405,MALE
2019,750LEA,0.0,BL7
2019,750LEA,0.5,FEM
2019,750LEA,0.0,OTHER
2019,750LEA,1.0,WH7
2019,750LEA,0.5,MALE
2019,760LEA,0.032,BL7
2019,760LEA,0.516,FEM
2019,760LEA,0.0,OTHER
2019,760LEA,0.968,WH7
2019,760LEA,0.484,MALE
2019,761LEA,0.286,BL7
2019,761LEA,0.857,FEM
2019,761LEA,0.143,OTHER
2019,761LEA,0.571,WH7
2019,761LEA,0.143,MALE
2019,770LEA,0.133,BL7
2019,770LEA,0.733,FEM
2019,770LEA,0.0,OTHER
2019,770LEA,0.867,WH7
2019,770LEA,0.267,MALE
2019,780LEA,0.275,BL7
2019,780LEA,0.525,FEM
2019,780LEA,0.45,OTHER
2019,780LEA,0.275,WH7
2019,780LEA,0.475,MALE
2019,790LEA,0.273,BL7
2019,790LEA,0.591,FEM
2019,790LEA,0.0,OTHER
2019,790LEA,0.727,WH7
2019,790LEA,0.409,MALE
2019,800LEA,0.143,BL7
2019,800LEA,0.571,FEM
2019,800LEA,0.0,OTHER
2019,800LEA,0.857,WH7
2019,800LEA,0.429,MALE
2019,810LEA,0.0,BL7
2019,810LEA,0.444,FEM
2019,810LEA,0.0,OTHER
2019,810LEA,1.0,WH7
2019,810LEA,0.556,MALE
2019,820LEA,0.35,BL7
2019,820LEA,0.6,FEM
2019,820LEA,0.0,OTHER
2019,820LEA,0.65,WH7
2019,820LEA,0.4,MALE
2019,821LEA,0.2,BL7
2019,821LEA,0.6,FEM
2019,821LEA,0.0,OTHER
2019,821LEA,0.8,WH7
2019,821LEA,0.4,MALE
2019,830LEA,0.364,BL7
2019,830LEA,0.727,FEM
2019,830LEA,0.0,OTHER
2019,830LEA,0.636,WH7
2019,830LEA,0.273,MALE
2019,840LEA,0.143,BL7
2019,840LEA,0.619,FEM
2019,840LEA,0.0,OTHER
2019,840LEA,0.857,WH7
2019,840LEA,0.381,MALE
2019,850LEA,0.0,BL7
2019,850LEA,0.526,FEM
2019,850LEA,0.0,OTHER
2019,850LEA,1.0,WH7
2019,850LEA,0.474,MALE
2019,860LEA,0.0,BL7
2019,860LEA,0.842,FEM
2019,860LEA,0.0,OTHER
2019,860LEA,1.0,WH7
2019,860LEA,0.158,MALE
2019,861LEA,0.0,BL7
2019,861LEA,0.667,FEM
2019,861LEA,0.0,OTHER
2019,861LEA,1.0,WH7
2019,861LEA,0.333,MALE
2019,862LEA,0.0,BL7
2019,862LEA,0.75,FEM
2019,862LEA,0.0,OTHER
2019,862LEA,1.0,WH7
2019,862LEA,0.25,MALE
2019,870LEA,0.0,BL7
2019,870LEA,0.5,FEM
2019,870LEA,0.0,OTHER
2019,870LEA,1.0,WH7
2019,870LEA,0.5,MALE
2019,880LEA,0.0,BL7
2019,880LEA,0.444,FEM
2019,880LEA,0.0,OTHER
2019,880LEA,1.0,WH7
2019,880LEA,0.556,MALE
2019,890LEA,0.333,BL7
2019,890LEA,0.333,FEM
2019,890LEA,0.0,OTHER
2019,890LEA,0.667,WH7
2019,890LEA,0.667,MALE
2019,900LEA,0.115,BL7
2019,900LEA,0.577,FEM
2019,900LEA,0.0,OTHER
2019,900LEA,0.885,WH7
2019,900LEA,0.423,MALE
2019,910LEA,0.667,BL7
2019,910LEA,0.533,FEM
2019,910LEA,0.0,OTHER
2019,910LEA,0.333,WH7
2019,910LEA,0.467,MALE
2019,920LEA,0.211,BL7
2019,920LEA,0.578,FEM
2019,920LEA,0.043,OTHER
2019,920LEA,0.746,WH7
2019,920LEA,0.4,MALE
2019,930LEA,0.5,BL7
2019,930LEA,1.0,FEM
2019,930LEA,0.167,OTHER
2019,930LEA,0.333,WH7
2019,930LEA,0.0,MALE
2019,940LEA,0.8,BL7
2019,940LEA,0.4,FEM
2019,940LEA,0.0,OTHER
2019,940LEA,0.2,WH7
2019,940LEA,0.6,MALE
2019,950LEA,0.111,BL7
2019,950LEA,0.333,FEM
2019,950LEA,0.0,OTHER
2019,950LEA,0.889,WH7
2019,950LEA,0.667,MALE
2019,960LEA,0.531,BL7
2019,960LEA,0.656,FEM
2019,960LEA,0.0,OTHER
2019,960LEA,0.469,WH7
2019,960LEA,0.344,MALE
2019,970LEA,0.182,BL7
2019,970LEA,0.591,FEM
2019,970LEA,0.091,OTHER
2019,970LEA,0.727,WH7
2019,970LEA,0.364,MALE
2019,980LEA,0.346,BL7
2019,980LEA,0.538,FEM
2019,980LEA,0.038,OTHER
2019,980LEA,0.615,WH7
2019,980LEA,0.462,MALE
2019,990LEA,0.0,BL7
2019,990LEA,0.5,FEM
2019,990LEA,0.0,OTHER
2019,990LEA,1.0,WH7
2019,990LEA,0.5,MALE
2019,995LEA,0.0,BL7
2019,995LEA,0.875,FEM
2019,995LEA,0.0,OTHER
2019,995LEA,1.0,WH7
2019,995LEA,0.125,MALE
2019,NC-SEA,0.25,BL7
2019,NC-SEA,0.613,FEM
2019,NC-SEA,0.028,OTHER
2019,NC-SEA,0.722,WH7
2019,NC-SEA,0.38,MALE
