year,agency_code,subgroup,den,pct,masking
2019,00A000,AIG,19,84.2,
2019,00A000,ALL,152,63.8,
2019,00A000,BL7,22,40.9,
2019,00A000,EDS,23,39.1,
2019,00A000,FEM,99,60.6,
2019,00A000,HI7,10,80.0,
2019,00A000,MALE,53,69.8,
2019,00A000,MU7,12,83.3,
2019,00A000,NEDS,129,68.2,
2019,00A000,NSWD,142,66.9,
2019,00A000,SWD,10,20.0,
2019,00A000,WH7,106,64.2,
2019,00B000,ALL,41,56.1,
2019,00B000,FEM,29,55.2,
2019,00B000,MALE,12,58.3,
2019,00B000,NEDS,34,61.8,
2019,00B000,NSWD,37,56.8,
2019,00B000,WH7,36,55.6,
2019,10303,AIG,15,93.3,
2019,10303,ALL,47,87.2,
2019,10303,BL7,13,92.3,
2019,10303,EDS,18,83.3,
2019,10303,FEM,32,93.8,
2019,10303,MALE,15,73.3,
2019,10303,NEDS,29,89.7,
2019,10303,NSWD,46,89.1,
2019,10303,WH7,21,90.5,
2019,10324,AIG,61,93.4,
2019,10324,ALL,250,60.8,
2019,10324,BL7,54,40.7,
2019,10324,EDS,66,51.5,
2019,10324,FEM,127,67.7,
2019,10324,HI7,30,56.7,
2019,10324,MALE,123,53.7,
2019,10324,MU7,13,61.5,
2019,10324,NEDS,184,64.1,
2019,10324,NSWD,229,64.6,
2019,10324,SWD,21,19.0,
2019,10324,WH7,148,68.2,
2019,10348,AIG,18,95.0,1.0
2019,10348,ALL,141,46.8,
2019,10348,BL7,39,38.5,
2019,10348,EDS,81,48.1,
2019,10348,ELS,11,9.1,
2019,10348,FEM,75,48.0,
2019,10348,HI7,69,44.9,
2019,10348,MALE,66,45.5,
2019,10348,NEDS,60,45.0,
2019,10348,NSWD,129,50.4,
2019,10348,SWD,12,8.3,
2019,10348,WH7,24,66.7,
2019,10360,AIG,35,91.4,
2019,10360,ALL,180,46.1,
2019,10360,BL7,70,42.9,
2019,10360,EDS,117,45.3,
2019,10360,ELS,18,5.0,2.0
2019,10360,FEM,77,46.8,
2019,10360,HI7,86,44.2,
2019,10360,MALE,103,45.6,
2019,10360,NEDS,63,47.6,
2019,10360,NSWD,162,50.6,
2019,10360,SWD,18,5.6,
2019,10360,WH7,20,65.0,
2019,10388,AIG,68,95.0,1.0
2019,10388,ALL,335,60.6,
