year,agency_code,stu_enroll,cte_enroll,pct
2019,830304,674,562,83.38
2019,830316,83,47,56.63
2019,830343,1307,1019,77.96
2019,830348,192,47,24.48
2019,830349,612,403,65.85
2019,840302,387,291,75.19
2019,840332,580,503,86.72
2019,840342,76,50,65.79
2019,840350,577,381,66.03
2019,840356,506,401,79.25
2019,840358,383,270,70.5
2019,840361,189,73,38.62
2019,840366,14,5,35.71
2019,840368,735,609,82.86
2019,840370,48,28,58.33
2019,850304,651,472,72.5
2019,850324,110,79,71.82
2019,850332,304,285,93.75
2019,850338,268,207,77.24
2019,850350,409,261,63.81
2019,850352,505,371,73.47
2019,850358,861,644,74.8
2019,850360,180,12,6.67
2019,860306,629,607,96.5
2019,860316,577,451,78.16
2019,860326,405,402,99.26
2019,860330,366,357,97.54
2019,860336,822,678,82.48
2019,860340,485,480,98.97
2019,860352,723,511,70.68
2019,860354,314,94,29.94
2019,861304,105,105,100.0
2019,861308,345,293,84.93
2019,861312,184,181,98.37
2019,862312,547,393,71.85
2019,862316,390,351,90.0
2019,870314,535,437,81.68
2019,870318,452,258,57.08
2019,880308,728,590,81.04
2019,880312,582,382,65.64
2019,880320,97,71,73.2
2019,880328,311,254,81.67
2019,880330,223,174,78.03
2019,890304,193,142,73.58
2019,900308,772,558,72.28
2019,900310,1411,1228,87.03
2019,900311,1833,1362,74.3
2019,900314,890,272,30.56
2019,900316,908,709,78.08
2019,900336,1049,797,75.98
2019,900342,1726,1258,72.89
2019,900343,1274,986,77.39
2019,900344,1108,778,70.22
2019,900346,814,751,92.26
2019,900348,1298,946,72.88
2019,900350,1025,558,54.44
2019,900360,1406,1024,72.83
2019,900362,1230,1210,98.37
2019,900365,256,97,37.89
2019,900366,860,754,87.67
2019,900367,360,132,36.67
2019,900377,1521,950,62.46
2019,900378,1253,816,65.12
2019,900391,1368,1353,98.9
2019,900393,1765,1099,62.27
2019,90A000,944,26,2.75
2019,910316,850,723,85.06
2019,910368,191,91,47.64
2019,910370,1062,853,80.32
2019,910382,205,84,40.98
2019,91A000,448,84,18.75
2019,920312,1026,583,56.82
2019,920315,884,616,69.68
2019,920316,2067,1468,71.02
2019,920317,2457,1485,60.44
2019,920318,2033,1255,61.73
2019,920324,63,44,69.84
2019,920348,1984,1438,72.48
2019,920356,891,562,63.08
2019,920360,1038,835,80.44
2019,920368,2236,1535,68.65
2019,920370,473,383,80.97
2019,920386,109,47,43.12
2019,920388,1213,834,68.76
2019,920391,1361,869,63.85
2019,920394,1123,690,61.44
2019,920399,984,630,64.02
2019,920400,952,604,63.45
2019,920402,821,535,65.16
2019,920404,1327,1084,81.69
2019,920408,823,606,73.63
2019,920410,672,548,81.55
2019,920411,1337,1014,75.84
2019,920412,2426,1438,59.27
2019,920424,1025,607,59.22
2019,920428,2175,1451,66.71
2019,920436,2312,1645,71.15
2019,920438,83,46,55.42
2019,920441,2818,1800,63.88
2019,920442,215,172,80.0
2019,920444,1227,824,67.16
2019,920445,1869,1226,65.6
2019,920450,1120,515,45.98
2019,920455,2133,1265,59.31
2019,920458,1692,1089,64.36
2019,920466,1615,1073,66.44
2019,920471,901,514,57.05
2019,920472,941,638,67.8
2019,920473,2523,1495,59.25
2019,920484,957,668,69.8
2019,920492,1051,699,66.51
2019,920495,2064,1275,61.77
2019,920500,2337,1500,64.18
2019,920502,1758,1130,64.28
2019,920506,616,410,66.56
2019,920508,93,88,94.62
2019,920512,885,729,82.37
2019,920518,224,214,95.54
2019,920526,2778,1916,68.97
2019,920528,124,86,69.35
2019,920529,1027,754,73.42
2019,920545,1171,764,65.24
2019,920546,2241,1434,63.99
2019,920549,1232,633,51.38
2019,920551,1146,742,64.75
2019,920552,1800,1151,63.94
2019,920556,492,107,21.75
2019,920561,754,542,71.88
2019,920562,1537,958,62.33
2019,920581,373,361,96.78
2019,920582,254,149,58.66
2019,920583,328,103,31.4
2019,920585,255,171,67.06
2019,920586,316,125,39.56
2019,920588,2326,1368,58.81
2019,920592,1209,728,60.22
2019,920594,975,615,63.08
2019,920595,1843,1232,66.85
2019,920601,896,575,64.17
2019,920604,1282,557,43.45
2019,920607,1201,790,65.78
2019,920608,857,371,43.29
2019,920636,678,637,93.95
2019,92F000,904,137,15.15
2019,92G000,646,49,7.59
2019,92K000,558,1,0.18
2019,92P000,736,450,61.14
2019,92T000,460,170,36.96
2019,930340,82,82,100.0
2019,930352,362,312,86.19
2019,930354,366,315,86.07
2019,930360,102,31,30.39
2019,930700,135,59,43.7
2019,93A000,88,21,23.86
2019,93N000,132,66,50.0
2019,940316,320,250,78.13
2019,940328,280,246,87.86
2019,940330,43,39,90.7
2019,94Z000,214,185,86.45
2019,950308,51,39,76.47
2019,950312,114,107,93.86
2019,950316,91,81,89.01
2019,950320,144,92,63.89
2019,950322,297,271,91.25
2019,950324,66,66,100.0
2019,950328,175,171,97.71
2019,950332,141,131,92.91
2019,950336,1147,669,58.33
2019,950338,272,233,85.66
2019,960312,380,246,64.74
2019,960324,1171,892,76.17
2019,960326,338,157,46.45
2019,960330,970,629,64.85
2019,960331,532,279,52.44
2019,960335,567,367,64.73
2019,960338,301,225,74.75
2019,960340,306,130,42.48
2019,960348,281,238,84.7
2019,960360,898,565,62.92
2019,960372,481,336,69.85
2019,960374,347,237,68.3
2019,960380,1066,814,76.36
2019,960386,701,582,83.02
2019,960387,501,277,55.29
2019,960488,152,27,17.76
2019,960490,239,91,38.08
2019,960700,463,307,66.31
2019,970315,650,383,58.92
2019,970320,452,361,79.87
2019,970322,398,398,100.0
2019,970356,595,500,84.03
2019,970358,545,523,95.96
2019,970388,653,568,86.98
2019,970389,574,558,97.21
2019,970390,815,572,70.18
2019,970393,233,75,32.19
2019,980306,122,70,57.38
2019,980317,311,301,96.78
2019,980318,769,527,68.53
2019,980324,418,358,85.65
2019,980336,1179,879,74.55
2019,980338,482,435,90.25
2019,980342,1198,888,74.12
2019,980380,334,306,91.62
2019,980384,487,434,89.12
2019,980390,427,349,81.73
2019,980397,122,98,80.33
2019,980398,290,93,32.07
2019,98B000,400,70,17.5
2019,990321,460,274,59.57
2019,990322,836,720,86.12
2019,990325,340,256,75.29
2019,990326,549,479,87.25
2019,990332,209,117,55.98
2019,990340,36,20,55.56
2019,995316,239,217,90.79
2019,995324,281,91,32.38
2019,995330,672,515,76.64
