year,agency_code,subject,subgroup,eg_status,eg_index,eg_score
2019,00A000,ALL,AIG,NotMet,-7.71,53.8
2019,00A000,ALL,ALL,NotMet,-17.57,50.0
2019,00A000,RD,ALL,NotMet,-17.57,50.0
2019,00A000,MA,ALL,NotMet,-17.57,50.0
2019,00A000,ALL,BL7,NotMet,-6.14,56.4
2019,00A000,ALL,EDS,NotMet,-10.32,50.0
2019,00A000,ALL,HI7,NotMet,-6.69,55.5
2019,00A000,ALL,MU7,NotMet,-6.52,55.8
2019,00A000,ALL,SWD,NotMet,-4.73,58.7
2019,00A000,ALL,WH7,NotMet,-12.97,50.0
2019,00B000,ALL,AIG,NotMet,-4.88,58.5
2019,00B000,ALL,ALL,NotMet,-9.62,50.6
2019,00B000,RD,ALL,NotMet,-9.62,50.6
2019,00B000,MA,ALL,NotMet,-9.62,50.6
2019,00B000,ALL,BL7,NotMet,-5.47,57.5
2019,00B000,ALL,EDS,NotMet,-6.09,56.5
2019,00B000,ALL,ELS,Met,-1.2,
2019,00B000,ALL,HI7,NotMet,-3.4,63.0
2019,00B000,ALL,MU7,NotMet,-3.07,64.6
2019,00B000,ALL,SWD,Met,0.43,81.0
2019,00B000,ALL,WH7,NotMet,-6.06,56.5
2019,010303,ALL,AIG,Met,-1.09,74.5
2019,010303,ALL,ALL,Met,0.15,80.3
2019,010303,ALL,BL7,Met,0.79,
2019,010303,ALL,EDS,Met,0.68,81.7
2019,010303,ALL,HI7,Met,0.05,
2019,010303,ALL,WH7,Met,-0.07,79.6
2019,010304,ALL,AIG,Met,0.37,80.9
2019,010304,ALL,ALL,Met,-0.65,76.7
2019,010304,RD,ALL,Met,-0.65,76.7
2019,010304,MA,ALL,Met,-0.65,76.7
2019,010304,ALL,BL7,Met,-0.77,76.1
2019,010304,ALL,EDS,Met,-0.29,78.5
2019,010304,ALL,ELS,Exceeded,2.0,85.0
2019,010304,ALL,HI7,Met,1.47,83.6
2019,010304,ALL,MU7,Met,0.56,
2019,010304,ALL,SWD,Met,-0.8,
2019,010304,ALL,WH7,Met,-1.35,73.2
2019,010308,ALL,AIG,Met,0.46,81.1
2019,010308,ALL,ALL,Met,1.71,84.2
2019,010308,RD,ALL,Met,1.71,84.2
2019,010308,MA,ALL,Met,1.71,84.2
2019,010308,ALL,BL7,Met,0.26,80.6
2019,010308,ALL,EDS,Met,0.72,81.8
2019,010308,ALL,ELS,Met,0.94,82.3
2019,010308,ALL,HI7,Met,1.23,83.0
2019,010308,ALL,SWD,Met,0.6,81.5
2019,010308,ALL,WH7,Met,1.56,83.9
2019,010310,ALL,AIG,NotMet,-2.42,67.9
2019,010310,ALL,ALL,NotMet,-6.53,55.7
2019,010310,RD,ALL,NotMet,-6.53,55.7
2019,010310,MA,ALL,NotMet,-6.53,55.7
2019,010310,ALL,BL7,NotMet,-3.58,62.1
2019,010310,ALL,EDS,NotMet,-6.04,56.6
2019,010310,ALL,ELS,NotMet,-2.77,66.1
2019,010310,ALL,HI7,NotMet,-5.36,57.7
2019,010310,ALL,MU7,Met,0.27,80.6
2019,010310,ALL,SWD,Met,-1.98,70.1
2019,010310,ALL,WH7,Met,-1.95,70.2
2019,010312,ALL,AIG,Met,1.66,84.1
2019,010312,ALL,ALL,Met,-1.41,72.9
2019,010312,RD,ALL,Met,-1.41,72.9
2019,010312,MA,ALL,Met,-1.41,72.9
2019,010312,ALL,AS7,Met,-0.19,79.0
2019,010312,ALL,BL7,Met,-0.49,77.5
2019,010312,ALL,EDS,Met,-1.35,73.2
2019,010312,ALL,ELS,Met,-0.73,76.3
2019,010312,ALL,HI7,Met,-0.64,76.8
2019,010312,ALL,SWD,Met,-0.45,77.7
2019,010312,ALL,WH7,Met,-1.76,71.2
2019,010320,ALL,AIG,Met,-0.12,79.4
2019,010320,ALL,ALL,Met,-0.86,75.7
2019,010320,RD,ALL,Met,-0.86,75.7
2019,010320,MA,ALL,Met,-0.86,75.7
2019,010320,ALL,BL7,Met,-0.59,77.0
2019,010320,ALL,EDS,Met,-0.48,77.6
2019,010320,ALL,ELS,Met,-0.03,
2019,010320,ALL,HI7,Met,0.79,81.9
2019,010320,ALL,SWD,Met,-1.08,
2019,010320,ALL,WH7,Met,-0.84,75.8
2019,010324,ALL,AIG,Met,-1.32,73.4
2019,010324,ALL,ALL,NotMet,-3.09,64.5
2019,010324,ALL,BL7,Met,-1.75,71.2
2019,010324,ALL,EDS,NotMet,-2.57,67.1
2019,010324,ALL,ELS,Met,0.95,82.3
2019,010324,ALL,HI7,Met,1.33,83.3
2019,010324,ALL,MU7,Met,-0.92,75.4
2019,010324,ALL,SWD,Met,-1.71,71.4
2019,010324,ALL,WH7,NotMet,-3.44,62.8
2019,010326,ALL,AIG,Met,-0.45,
2019,010326,ALL,ALL,Met,-1.86,70.7
2019,010326,RD,ALL,Met,-1.86,70.7
2019,010326,MA,ALL,Met,-1.86,70.7
2019,010326,ALL,BL7,NotMet,-2.6,67.0
2019,010326,ALL,EDS,NotMet,-2.28,68.6
2019,010326,ALL,ELS,Met,1.36,83.4
2019,010326,ALL,HI7,Met,0.0,80.0
2019,010326,ALL,SWD,Met,-0.13,79.3
2019,010326,ALL,WH7,Met,-0.34,78.3
2019,010328,ALL,AIG,Met,1.73,84.3
2019,010328,ALL,ALL,Exceeded,3.23,88.0
2019,010328,RD,ALL,Exceeded,3.23,88.0
2019,010328,MA,ALL,Exceeded,3.23,88.0
2019,010328,ALL,EDS,Exceeded,2.72,86.8
2019,010328,ALL,HI7,Met,0.64,
2019,010328,ALL,MU7,Met,0.28,
2019,010328,ALL,SWD,Exceeded,2.07,85.1
2019,010328,ALL,WH7,Exceeded,4.13,90.2
2019,010340,ALL,AIG,Exceeded,2.21,85.5
2019,010340,ALL,ALL,Exceeded,3.46,88.6
2019,010340,RD,ALL,Exceeded,3.46,88.6
2019,010340,MA,ALL,Exceeded,3.46,88.6
2019,010340,ALL,BL7,Met,0.29,80.7
2019,010340,ALL,EDS,Met,0.79,81.9
2019,010340,ALL,ELS,Met,0.65,81.6
2019,010340,ALL,HI7,Met,0.3,80.7
2019,010340,ALL,SWD,Met,-0.13,
2019,010340,ALL,WH7,Exceeded,3.04,87.6
2019,010346,ALL,AIG,NotMet,-2.82,
2019,010346,ALL,ALL,NotMet,-2.48,67.6
2019,010346,RD,ALL,NotMet,-2.48,67.6
2019,010346,MA,ALL,NotMet,-2.48,67.6
2019,010346,ALL,EDS,Met,-1.92,70.4
2019,010346,ALL,ELS,Met,0.06,80.1
2019,010346,ALL,HI7,Met,-1.06,74.7
2019,010346,ALL,SWD,Met,0.93,
2019,010346,ALL,WH7,NotMet,-2.11,69.4
2019,010347,ALL,AIG,Met,-1.2,74.0
2019,010347,ALL,ALL,Met,-1.34,73.3
2019,010347,RD,ALL,Met,-1.34,73.3
2019,010347,MA,ALL,Met,-1.34,73.3
2019,010347,ALL,BL7,Met,-1.81,70.9
2019,010347,ALL,EDS,Met,-1.17,74.1
2019,010347,ALL,ELS,Met,0.46,81.1
2019,010347,ALL,HI7,Met,-0.09,79.5
2019,010347,ALL,MU7,Met,-0.21,
2019,010347,ALL,SWD,Met,-1.57,72.1
2019,010347,ALL,WH7,Met,-0.03,79.8
2019,010348,ALL,AIG,Met,0.73,81.8
2019,010348,ALL,ALL,Met,-0.93,75.3
2019,010348,ALL,BL7,Met,-1.54,72.3
2019,010348,ALL,EDS,Met,-0.21,78.9
2019,010348,ALL,ELS,Met,0.1,80.2
2019,010348,ALL,HI7,Met,1.46,83.6
2019,010348,ALL,MU7,Met,-0.29,
2019,010348,ALL,SWD,NotMet,-2.56,67.2
2019,010348,ALL,WH7,NotMet,-2.2,69.0
2019,010350,ALL,AIG,Met,-1.05,74.7
2019,010350,ALL,ALL,NotMet,-8.59,52.3
2019,010350,RD,ALL,NotMet,-8.59,52.3
2019,010350,MA,ALL,NotMet,-8.59,52.3
2019,010350,ALL,BL7,NotMet,-4.49,59.1
2019,010350,ALL,EDS,NotMet,-8.87,51.8
2019,010350,ALL,ELS,NotMet,-4.45,59.2
2019,010350,ALL,HI7,NotMet,-5.16,58.0
2019,010350,ALL,MU7,Met,-1.59,72.0
2019,010350,ALL,SWD,Met,-1.27,73.6
2019,010350,ALL,WH7,NotMet,-4.97,58.3
2019,010351,ALL,ALL,Met,1.69,84.2
2019,010351,RD,ALL,Met,1.69,84.2
2019,010351,MA,ALL,Met,1.69,84.2
2019,010351,ALL,BL7,Met,-0.41,77.9
2019,010351,ALL,EDS,Met,0.83,82.0
2019,010351,ALL,ELS,Met,1.74,84.3
2019,010351,ALL,HI7,Exceeded,2.49,86.2
2019,010351,ALL,MU7,Met,-0.82,
2019,010351,ALL,SWD,Met,0.38,80.9
2019,010351,ALL,WH7,Met,1.63,84.0
2019,010353,ALL,AIG,Exceeded,4.05,90.0
2019,010353,ALL,ALL,Exceeded,13.43,100.0
2019,010353,RD,ALL,Exceeded,13.43,100.0
2019,010353,MA,ALL,Exceeded,13.43,100.0
2019,010353,ALL,AS7,Exceeded,2.64,86.6
2019,010353,ALL,BL7,Exceeded,7.43,95.7
2019,010353,ALL,EDS,Exceeded,11.45,100.0
2019,010353,ALL,ELS,Exceeded,6.79,94.6
2019,010353,ALL,HI7,Exceeded,7.38,95.6
2019,010353,ALL,MU7,Exceeded,3.12,87.8
2019,010353,ALL,SWD,Exceeded,4.45,90.7
2019,010353,ALL,WH7,Exceeded,8.37,97.2
2019,010354,ALL,AIG,Met,0.03,
2019,010354,ALL,ALL,Met,-0.38,78.1
2019,010354,RD,ALL,Met,-0.38,78.1
2019,010354,MA,ALL,Met,-0.38,78.1
2019,010354,ALL,BL7,Met,0.16,80.4
2019,010354,ALL,EDS,Met,-0.3,78.5
2019,010354,ALL,ELS,Met,1.04,82.6
2019,010354,ALL,HI7,Met,0.36,80.9
2019,010354,ALL,MU7,Met,-1.33,
2019,010354,ALL,SWD,Met,-1.11,
2019,010354,ALL,WH7,Met,-1.14,74.3
2019,010357,ALL,ALL,Met,-1.69,71.5
2019,010357,RD,ALL,Met,-1.69,71.5
2019,010357,MA,ALL,Met,-1.69,71.5
2019,010357,ALL,BL7,Met,-0.85,75.7
2019,010357,ALL,EDS,Met,-0.92,75.4
2019,010357,ALL,ELS,Met,-1.14,74.3
2019,010357,ALL,HI7,NotMet,-2.09,69.5
2019,010357,ALL,SWD,Met,-1.1,74.5
2019,010357,ALL,WH7,Met,-0.91,75.4
2019,010358,ALL,AIG,Met,-1.53,
2019,010358,ALL,ALL,Met,-1.46,72.7
2019,010358,RD,ALL,Met,-1.46,72.7
2019,010358,MA,ALL,Met,-1.46,72.7
2019,010358,ALL,BL7,Met,-0.37,78.1
2019,010358,ALL,EDS,Met,-1.02,74.9
2019,010358,ALL,ELS,Met,0.48,81.2
2019,010358,ALL,HI7,Met,-0.96,75.2
2019,010358,ALL,MU7,Met,1.13,
2019,010358,ALL,SWD,Met,0.73,81.8
2019,010358,ALL,WH7,Met,-1.93,70.3
2019,010360,ALL,AIG,Met,1.57,
2019,010360,ALL,ALL,Met,0.7,81.7
2019,010360,ALL,BL7,Met,-0.6,77.0
2019,010360,ALL,EDS,Met,0.51,81.2
2019,010360,ALL,ELS,Met,0.33,80.8
2019,010360,ALL,HI7,Met,1.51,83.7
2019,010360,ALL,MU7,Met,-0.1,
2019,010360,ALL,SWD,Met,-0.57,77.1
2019,010360,ALL,WH7,Met,0.2,
2019,010362,ALL,AIG,NotMet,-5.44,57.6
2019,010362,ALL,ALL,NotMet,-5.88,56.8
2019,010362,RD,ALL,NotMet,-5.88,56.8
2019,010362,MA,ALL,NotMet,-5.88,56.8
2019,010362,ALL,BL7,NotMet,-2.33,68.3
2019,010362,ALL,EDS,NotMet,-4.61,58.9
2019,010362,ALL,ELS,Met,-0.11,79.4
2019,010362,ALL,HI7,NotMet,-2.15,69.2
2019,010362,ALL,MU7,NotMet,-3.11,
2019,010362,ALL,WH7,NotMet,-3.56,62.2
2019,010364,ALL,AIG,Met,0.12,
2019,010364,ALL,ALL,Met,0.16,80.4
2019,010364,RD,ALL,Met,0.16,80.4
2019,010364,MA,ALL,Met,0.16,80.4
2019,010364,ALL,BL7,Met,0.1,80.2
2019,010364,ALL,EDS,Met,-0.88,75.6
2019,010364,ALL,ELS,Exceeded,2.2,85.5
2019,010364,ALL,HI7,Met,1.75,84.3
2019,010364,ALL,MU7,Met,-1.84,
2019,010364,ALL,SWD,Met,1.87,84.6
2019,010364,ALL,WH7,Met,-1.39,73.0
2019,010372,ALL,AIG,NotMet,-2.76,66.2
2019,010372,ALL,ALL,NotMet,-2.56,67.2
2019,010372,RD,ALL,NotMet,-2.56,67.2
2019,010372,MA,ALL,NotMet,-2.56,67.2
2019,010372,ALL,BL7,Met,-0.99,75.0
2019,010372,ALL,EDS,Met,-1.04,74.8
2019,010372,ALL,ELS,Met,-1.13,
2019,010372,ALL,HI7,Met,-0.65,76.7
2019,010372,ALL,MU7,Met,0.83,
2019,010372,ALL,SWD,Met,-0.55,77.2
2019,010372,ALL,WH7,NotMet,-2.87,65.6
2019,010374,ALL,ALL,Met,-0.77,76.1
2019,010374,RD,ALL,Met,-0.77,76.1
2019,010374,MA,ALL,Met,-0.77,76.1
2019,010374,ALL,BL7,Met,-1.6,72.0
2019,010374,ALL,EDS,Met,-1.74,71.3
2019,010374,ALL,ELS,Met,-0.27,78.6
2019,010374,ALL,HI7,Met,-0.37,78.1
2019,010374,ALL,SWD,Met,-0.36,78.2
2019,010374,ALL,WH7,Met,-0.29,
2019,010378,ALL,ALL,NotMet,-2.1,69.5
2019,010378,MA,ALL,NotMet,-2.1,
2019,010378,ALL,EDS,Met,-1.5,
2019,010378,ALL,SWD,Met,-0.45,
2019,010380,ALL,AIG,Met,0.73,
2019,010380,ALL,ALL,Met,-1.67,71.6
2019,010380,RD,ALL,Met,-1.67,71.6
2019,010380,MA,ALL,Met,-1.67,71.6
2019,010380,ALL,BL7,Met,0.12,80.3
2019,010380,ALL,EDS,Met,-0.33,78.3
2019,010380,ALL,ELS,NotMet,-2.02,69.9
2019,010380,ALL,HI7,NotMet,-2.51,67.4
2019,010380,ALL,MU7,Met,-1.37,
2019,010380,ALL,SWD,Met,0.08,80.2
2019,010380,ALL,WH7,Met,0.8,82.0
2019,010384,ALL,AIG,Met,0.24,80.6
2019,010384,ALL,ALL,Exceeded,4.24,90.4
2019,010384,RD,ALL,Exceeded,4.24,90.4
2019,010384,MA,ALL,Exceeded,4.24,90.4
2019,010384,ALL,BL7,Exceeded,2.49,86.2
2019,010384,ALL,EDS,Exceeded,2.76,86.9
2019,010384,ALL,HI7,Met,0.71,81.7
2019,010384,ALL,MU7,Met,0.99,82.4
2019,010384,ALL,SWD,Exceeded,2.16,85.4
2019,010384,ALL,WH7,Exceeded,3.84,89.6
2019,010388,ALL,AIG,Met,0.88,82.2
2019,010388,ALL,ALL,Met,-1.43,72.8
2019,010388,ALL,BL7,Met,0.38,80.9
2019,010388,ALL,EDS,Met,-1.59,72.0
2019,010388,ALL,ELS,Met,-0.25,
2019,010388,ALL,HI7,Met,-0.81,75.9
2019,010388,ALL,MU7,Met,0.13,
2019,010388,ALL,SWD,Met,-0.44,77.8
2019,010388,ALL,WH7,Met,-1.47,72.6
2019,010390,ALL,AIG,Exceeded,2.19,85.4
2019,010390,ALL,ALL,Exceeded,3.69,89.2
2019,010390,RD,ALL,Exceeded,3.69,89.2
2019,010390,MA,ALL,Exceeded,3.69,89.2
2019,010390,ALL,BL7,Met,1.28,83.2
2019,010390,ALL,EDS,Met,1.67,84.1
2019,010390,ALL,ELS,Met,1.02,82.5
2019,010390,ALL,HI7,Exceeded,3.56,88.9
2019,010390,ALL,MU7,Met,0.96,
2019,010390,ALL,SWD,Met,0.04,80.1
2019,010390,ALL,WH7,Met,1.43,83.5
2019,010392,ALL,AIG,Exceeded,2.51,
2019,010392,ALL,ALL,Met,1.53,83.8
2019,010392,RD,ALL,Met,1.53,83.8
2019,010392,MA,ALL,Met,1.53,83.8
2019,010392,ALL,EDS,Met,0.96,82.4
2019,010392,ALL,HI7,Met,1.68,
2019,010392,ALL,WH7,Met,1.63,84.0
2019,010394,ALL,AIG,NotMet,-4.93,58.4
2019,010394,ALL,ALL,NotMet,-5.92,56.8
2019,010394,RD,ALL,NotMet,-5.92,56.8
2019,010394,MA,ALL,NotMet,-5.92,56.8
2019,010394,ALL,AS7,Met,0.27,80.6
2019,010394,ALL,BL7,Met,-1.49,72.5
2019,010394,ALL,EDS,NotMet,-3.67,61.6
2019,010394,ALL,ELS,Met,-0.93,75.3
2019,010394,ALL,HI7,NotMet,-3.61,61.9
2019,010394,ALL,MU7,NotMet,-3.51,62.4
2019,010394,ALL,SWD,Met,0.36,80.9
2019,010394,ALL,WH7,NotMet,-5.69,57.1
2019,010396,ALL,AIG,Exceeded,3.84,89.6
2019,010396,ALL,ALL,Exceeded,7.77,96.2
2019,010396,ALL,BL7,Exceeded,3.48,88.7
2019,010396,ALL,EDS,Exceeded,4.18,90.3
2019,010396,ALL,HI7,Exceeded,4.41,90.6
2019,010396,ALL,MU7,Met,1.75,
2019,010396,ALL,SWD,Met,0.12,80.3
2019,010396,ALL,WH7,Exceeded,3.81,89.5
2019,010400,ALL,AIG,Met,0.41,81.0
2019,010400,ALL,ALL,NotMet,-2.82,65.9
2019,010400,ALL,BL7,Met,-0.91,75.4
2019,010400,ALL,EDS,NotMet,-3.77,61.1
2019,010400,ALL,ELS,Met,-1.17,
2019,010400,ALL,HI7,Met,-0.96,75.2
2019,010400,ALL,MU7,Met,-0.86,
2019,010400,ALL,SWD,Met,-0.92,75.4
2019,010400,ALL,WH7,NotMet,-2.14,69.3
2019,010403,ALL,AIG,Met,-1.44,72.8
2019,010403,ALL,ALL,Met,-0.45,77.7
2019,010403,RD,ALL,Met,-0.45,77.7
2019,010403,MA,ALL,Met,-0.45,77.7
2019,010403,ALL,BL7,Met,0.1,80.2
2019,010403,ALL,EDS,Met,-0.5,77.5
2019,010403,ALL,ELS,Met,-0.64,76.8
2019,010403,ALL,HI7,Met,0.33,80.8
2019,010403,ALL,MU7,NotMet,-2.82,65.9
2019,010403,ALL,SWD,Met,-1.83,70.8
2019,010403,ALL,WH7,Met,-0.01,79.9
2019,010406,ALL,AIG,Met,-1.03,74.8
2019,010406,ALL,ALL,Met,-0.97,75.1
2019,010406,RD,ALL,Met,-0.97,75.1
2019,010406,MA,ALL,Met,-0.97,75.1
2019,010406,ALL,BL7,Met,0.3,80.7
2019,010406,ALL,EDS,Met,0.39,80.9
2019,010406,ALL,ELS,Met,1.58,83.9
2019,010406,ALL,HI7,Met,0.9,82.2
2019,010406,ALL,MU7,Met,1.07,82.6
2019,010406,ALL,SWD,Met,-0.45,77.7
2019,010406,ALL,WH7,Met,-1.15,74.2
2019,01B000,ALL,ALL,Exceeded,3.23,88.0
2019,01B000,RD,ALL,Exceeded,3.23,88.0
2019,01B000,MA,ALL,Exceeded,3.23,88.0
2019,01B000,ALL,BL7,Met,0.51,81.2
2019,01B000,ALL,EDS,Exceeded,2.36,85.9
2019,01B000,ALL,HI7,Met,1.01,82.5
2019,01B000,ALL,SWD,Met,1.65,84.1
2019,01B000,ALL,WH7,Exceeded,2.44,86.1
2019,01C000,ALL,ALL,Met,1.77,84.4
2019,01C000,RD,ALL,Met,1.77,84.4
2019,01C000,MA,ALL,Met,1.77,84.4
2019,01C000,ALL,EDS,Met,-0.49,77.5
2019,01C000,ALL,SWD,Met,-1.34,73.3
2019,01C000,ALL,WH7,Met,1.81,84.5
2019,01D000,ALL,ALL,NotMet,-2.01,69.9
2019,01D000,RD,ALL,NotMet,-2.01,69.9
2019,01D000,MA,ALL,NotMet,-2.01,69.9
2019,01D000,ALL,EDS,Met,-0.8,
2019,01D000,ALL,SWD,Met,0.83,
2019,01D000,ALL,WH7,Met,-1.9,70.5
2019,020302,ALL,AIG,Met,1.94,84.8
2019,020302,ALL,ALL,Met,-1.51,72.4
2019,020302,ALL,BL7,Met,-0.75,
2019,020302,ALL,EDS,NotMet,-2.45,67.7
2019,020302,ALL,HI7,Met,-0.96,75.2
2019,020302,ALL,MU7,Met,-0.04,
2019,020302,ALL,SWD,Met,-0.4,78.0
2019,020302,ALL,WH7,Met,-1.27,73.6
2019,020303,ALL,AIG,Met,1.88,84.7
2019,020303,ALL,ALL,Met,1.82,84.5
2019,020303,ALL,EDS,Met,0.24,80.6
2019,020303,ALL,HI7,Met,1.51,
2019,020303,ALL,WH7,Met,0.95,82.3
2019,020304,ALL,AIG,Met,-1.73,71.3
2019,020304,ALL,ALL,Met,1.23,83.0
2019,020304,RD,ALL,Met,1.23,83.0
2019,020304,MA,ALL,Met,1.23,83.0
2019,020304,ALL,EDS,Met,0.73,81.8
2019,020304,ALL,HI7,Met,-0.86,
2019,020304,ALL,SWD,Met,-0.16,79.2
2019,020304,ALL,WH7,Met,1.15,82.8
2019,020306,ALL,AIG,Met,-1.7,71.5
2019,020306,ALL,ALL,Met,-1.64,71.8
2019,020306,RD,ALL,Met,-1.64,71.8
2019,020306,MA,ALL,Met,-1.64,71.8
2019,020306,ALL,BL7,Met,0.68,81.7
2019,020306,ALL,EDS,Met,-1.04,74.8
2019,020306,ALL,ELS,Met,-1.17,74.1
2019,020306,ALL,HI7,Met,0.23,80.5
2019,020306,ALL,MU7,Met,0.31,80.7
2019,020306,ALL,SWD,Met,-1.13,74.3
2019,020306,ALL,WH7,NotMet,-2.66,66.7
2019,020308,ALL,AIG,NotMet,-2.08,69.6
2019,020308,ALL,ALL,Met,-0.46,77.7
2019,020308,RD,ALL,Met,-0.46,77.7
2019,020308,MA,ALL,Met,-0.46,77.7
2019,020308,ALL,EDS,Met,0.01,80.0
2019,020308,ALL,SWD,Met,0.21,80.5
2019,020308,ALL,WH7,Met,-0.53,77.3
2019,020316,ALL,AIG,Met,-0.14,
2019,020316,ALL,ALL,Met,1.86,84.6
2019,020316,RD,ALL,Met,1.86,84.6
2019,020316,MA,ALL,Met,1.86,84.6
2019,020316,ALL,BL7,Met,1.91,
2019,020316,ALL,EDS,Met,1.17,82.9
2019,020316,ALL,ELS,Met,0.59,81.4
2019,020316,ALL,HI7,Met,0.53,81.3
2019,020316,ALL,SWD,Met,1.25,83.1
2019,020316,ALL,WH7,Met,1.55,83.8
2019,020320,ALL,ALL,Met,0.54,81.3
2019,020320,RD,ALL,Met,0.54,81.3
2019,020320,MA,ALL,Met,0.54,81.3
2019,020320,ALL,EDS,Met,0.44,81.1
2019,020320,ALL,SWD,Met,-0.11,
2019,020320,ALL,WH7,Met,-0.4,78.0
2019,020324,ALL,ALL,NotMet,-2.6,67.0
2019,020324,RD,ALL,NotMet,-2.6,67.0
2019,020324,MA,ALL,NotMet,-2.6,67.0
2019,020324,ALL,EDS,Met,-1.8,71.0
2019,020324,ALL,WH7,NotMet,-2.64,66.8
2019,020328,ALL,AIG,Met,0.49,
2019,020328,ALL,ALL,Met,1.35,83.3
2019,020328,RD,ALL,Met,1.35,83.3
2019,020328,MA,ALL,Met,1.35,83.3
2019,020328,ALL,EDS,Met,1.31,83.2
2019,020328,ALL,ELS,Met,1.88,
2019,020328,ALL,HI7,Met,0.47,81.1
2019,020328,ALL,MU7,Met,0.77,
2019,020328,ALL,SWD,Exceeded,2.31,
2019,020328,ALL,WH7,Met,0.72,81.8
2019,020330,ALL,AIG,Met,0.5,81.2
2019,020330,ALL,ALL,Exceeded,3.59,88.9
2019,020330,RD,ALL,Exceeded,3.59,88.9
2019,020330,MA,ALL,Exceeded,3.59,88.9
2019,020330,ALL,AS7,Met,-0.14,
2019,020330,ALL,EDS,Met,1.0,82.5
2019,020330,ALL,ELS,Met,0.26,
2019,020330,ALL,HI7,Met,0.27,80.6
2019,020330,ALL,MU7,Met,0.69,81.7
2019,020330,ALL,SWD,Exceeded,3.34,88.3
2019,020330,ALL,WH7,Exceeded,3.07,87.6
2019,020332,ALL,AIG,Met,-1.85,
2019,020332,ALL,ALL,Met,-1.2,74.0
2019,020332,RD,ALL,Met,-1.2,74.0
2019,020332,MA,ALL,Met,-1.2,74.0
2019,020332,ALL,EDS,Met,0.96,82.4
2019,020332,ALL,HI7,Met,1.19,
2019,020332,ALL,MU7,Met,-0.12,
2019,020332,ALL,SWD,Met,1.85,
2019,020332,ALL,WH7,Met,-1.32,73.4
2019,030304,ALL,AIG,Met,-1.13,
2019,030304,ALL,ALL,Met,-1.96,70.2
2019,030304,ALL,EDS,Met,-1.04,74.8
2019,030304,ALL,HI7,Met,-0.03,79.8
2019,030304,ALL,SWD,NotMet,-2.02,
2019,030304,ALL,WH7,NotMet,-2.27,68.6
2019,030308,ALL,ALL,Exceeded,3.69,89.2
2019,030308,RD,ALL,Exceeded,3.69,89.2
2019,030308,MA,ALL,Exceeded,3.69,89.2
2019,030308,ALL,EDS,Exceeded,4.25,90.4
2019,030308,ALL,ELS,Met,0.05,
2019,030308,ALL,HI7,Met,0.77,81.9
2019,030308,ALL,SWD,Exceeded,2.8,
2019,030308,ALL,WH7,Exceeded,3.48,88.7
2019,030316,ALL,ALL,Exceeded,2.81,87.0
2019,030316,RD,ALL,Exceeded,2.81,87.0
2019,030316,MA,ALL,Exceeded,2.81,87.0
2019,030316,ALL,EDS,Exceeded,2.59,86.4
2019,030316,ALL,WH7,Exceeded,2.11,85.2
2019,030320,ALL,AIG,Met,-0.89,75.5
2019,030320,ALL,ALL,Met,-1.49,72.5
2019,030320,RD,ALL,Met,-1.49,72.5
2019,030320,MA,ALL,Met,-1.49,72.5
2019,030320,ALL,EDS,NotMet,-2.49,67.5
2019,030320,ALL,ELS,Met,1.29,
2019,030320,ALL,HI7,Met,0.91,82.2
2019,030320,ALL,SWD,NotMet,-2.12,69.4
2019,030320,ALL,WH7,NotMet,-2.65,66.7
2019,040304,ALL,AIG,Met,-0.49,77.5
2019,040304,ALL,ALL,Met,0.55,81.3
2019,040304,ALL,BL7,Met,0.38,80.9
2019,040304,ALL,EDS,Met,1.05,82.6
2019,040304,ALL,WH7,Met,0.2,80.5
2019,040305,ALL,ALL,Met,-1.41,
2019,040305,ALL,EDS,Met,-1.12,
2019,040306,ALL,AIG,NotMet,-3.28,63.6
2019,040306,ALL,ALL,NotMet,-5.26,57.9
2019,040306,ALL,BL7,NotMet,-3.46,62.7
2019,040306,ALL,EDS,NotMet,-4.5,59.1
2019,040306,ALL,HI7,Met,-1.34,
2019,040306,ALL,SWD,Met,-1.9,70.5
2019,040306,ALL,WH7,NotMet,-3.91,60.4
2019,040308,ALL,AIG,Met,-1.61,
2019,040308,ALL,ALL,Met,1.4,83.5
2019,040308,RD,ALL,Met,1.4,83.5
2019,040308,MA,ALL,Met,1.4,83.5
2019,040308,ALL,BL7,Met,1.12,82.8
2019,040308,ALL,EDS,Met,1.01,82.5
2019,040308,ALL,WH7,Met,0.97,82.4
2019,040309,ALL,AIG,NotMet,-3.15,64.2
2019,040309,ALL,ALL,NotMet,-8.53,52.4
2019,040309,RD,ALL,NotMet,-8.53,52.4
2019,040309,MA,ALL,NotMet,-8.53,52.4
2019,040309,ALL,BL7,NotMet,-7.31,54.4
2019,040309,ALL,EDS,NotMet,-6.66,55.5
2019,040309,ALL,ELS,NotMet,-2.38,68.1
2019,040309,ALL,HI7,NotMet,-2.05,69.7
2019,040309,ALL,MU7,Met,-1.34,73.3
2019,040309,ALL,SWD,Met,-0.94,75.3
2019,040309,ALL,WH7,NotMet,-5.15,58.0
2019,040311,ALL,ALL,Exceeded,3.05,87.6
2019,040311,RD,ALL,Exceeded,3.05,87.6
2019,040311,ALL,BL7,Exceeded,2.17,85.4
2019,040311,ALL,EDS,Met,1.77,84.4
2019,040311,ALL,SWD,NotMet,-2.07,
2019,040316,ALL,AIG,NotMet,-2.55,
