agency_code,tot_num_ap,subgroup,pct_ap,tot_num_ccp,pct_ccp,tot_num_ib,pct_ib,year,category_code
010324,217.0,WH7,72.81,451.0,56.54,,,2019,H
010324,217.0,FEM,58.99,451.0,43.02,,,2019,H
010324,217.0,ELS,,451.0,5.0,,,2019,H
010324,217.0,PI7,,451.0,,,,2019,H
010324,217.0,BL7,10.6,451.0,21.73,,,2019,H
010324,217.0,MALE,41.01,451.0,56.98,,,2019,H
010348,105.0,Other,,138.0,,,,2019,H
010348,105.0,FEM,59.05,138.0,28.26,,,2019,H
010348,105.0,WH7,30.48,138.0,18.84,,,2019,H
010348,105.0,AS7,,138.0,,,,2019,H
010348,105.0,MALE,40.95,138.0,71.74,,,2019,H
010348,105.0,SWD,,138.0,13.77,,,2019,H
010348,105.0,AM7,,138.0,,,,2019,H
010348,105.0,HI7,42.86,138.0,52.17,,,2019,H
010348,105.0,MU7,,138.0,,,,2019,H
010348,105.0,ELS,,138.0,7.97,,,2019,H
010348,105.0,PI7,,138.0,,,,2019,H
010348,105.0,BL7,18.1,138.0,23.91,,,2019,H
010360,68.0,HI7,47.06,191.0,53.93,,,2019,H
010360,68.0,ELS,,191.0,10.47,,,2019,H
010360,68.0,AS7,,191.0,,,,2019,H
010360,68.0,BL7,38.24,191.0,31.94,,,2019,H
010360,68.0,Other,,191.0,,,,2019,H
010360,68.0,MALE,44.12,191.0,35.6,,,2019,H
010360,68.0,MU7,,191.0,,,,2019,H
010360,68.0,SWD,,191.0,19.37,,,2019,H
010360,68.0,PI7,,191.0,,,,2019,H
010360,68.0,WH7,,191.0,9.42,,,2019,H
010360,68.0,FEM,55.88,191.0,64.4,,,2019,H
010360,68.0,AM7,,191.0,,,,2019,H
010378,,Other,,6.0,,,,2019,A
010378,,AM7,,6.0,,,,2019,A
010378,,MALE,,6.0,,,,2019,A
010378,,MU7,,6.0,,,,2019,A
010378,,FEM,,6.0,,,,2019,A
010378,,SWD,,6.0,,,,2019,A
010378,,HI7,,6.0,,,,2019,A
010378,,AS7,,6.0,,,,2019,A
010378,,WH7,,6.0,,,,2019,A
010378,,PI7,,6.0,,,,2019,A
010378,,BL7,,6.0,,,,2019,A
010378,,ELS,,6.0,,,,2019,A
010388,226.0,Other,,578.0,,,,2019,H
010388,226.0,ELS,,578.0,,,,2019,H
010388,226.0,MALE,48.23,578.0,54.67,,,2019,H
010388,226.0,WH7,77.43,578.0,79.07,,,2019,H
010388,226.0,PI7,,578.0,,,,2019,H
010388,226.0,AS7,,578.0,,,,2019,H
010388,226.0,AM7,,578.0,,,,2019,H
010388,226.0,HI7,10.62,578.0,11.76,,,2019,H
010388,226.0,BL7,6.64,578.0,5.54,,,2019,H
010388,226.0,FEM,51.77,578.0,45.33,,,2019,H
010388,226.0,MU7,,578.0,5.0,,,2019,H
010388,226.0,SWD,,578.0,11.94,,,2019,H
010396,245.0,BL7,12.24,372.0,29.3,30.0,,2019,H
010396,245.0,Other,,372.0,,30.0,,2019,H
010396,245.0,PI7,,372.0,,30.0,,2019,H
010396,245.0,AM7,,372.0,,30.0,,2019,H
010396,245.0,HI7,18.78,372.0,27.15,30.0,,2019,H
010396,245.0,WH7,60.82,372.0,35.48,30.0,43.33,2019,H
010396,245.0,MU7,,372.0,5.0,30.0,,2019,H
010396,245.0,FEM,51.84,372.0,53.76,30.0,43.33,2019,H
010396,245.0,MALE,48.16,372.0,46.24,30.0,56.67,2019,H
010396,245.0,AS7,5.0,372.0,5.0,30.0,,2019,H
010396,245.0,SWD,,372.0,8.87,30.0,,2019,H
010396,245.0,ELS,,372.0,5.0,30.0,,2019,H
010400,301.0,Other,,283.0,,,,2019,H
010400,301.0,MALE,45.18,283.0,64.66,,,2019,H
010400,301.0,AM7,,283.0,,,,2019,H
010400,301.0,WH7,81.06,283.0,77.03,,,2019,H
010400,301.0,PI7,,283.0,,,,2019,H
010400,301.0,HI7,8.97,283.0,11.31,,,2019,H
010400,301.0,SWD,,283.0,5.0,,,2019,H
010400,301.0,MU7,,283.0,,,,2019,H
010400,301.0,AS7,5.0,283.0,,,,2019,H
010400,301.0,FEM,54.82,283.0,35.34,,,2019,H
010400,301.0,ELS,,283.0,,,,2019,H
010400,301.0,BL7,5.0,283.0,7.77,,,2019,H
01B000,36.0,HI7,,27.0,,,,2019,A
01B000,36.0,Other,,27.0,,,,2019,A
01B000,36.0,WH7,72.22,27.0,77.78,,,2019,A
01B000,36.0,MU7,,27.0,,,,2019,A
01B000,36.0,PI7,,27.0,,,,2019,A
01B000,36.0,MALE,36.11,27.0,,,,2019,A
01B000,36.0,ELS,,27.0,,,,2019,A
01B000,36.0,BL7,,27.0,,,,2019,A
01B000,36.0,FEM,63.89,27.0,70.37,,,2019,A
01B000,36.0,SWD,,27.0,,,,2019,A
01B000,36.0,AM7,,27.0,,,,2019,A
01B000,36.0,AS7,,27.0,,,,2019,A
01C000,7.0,AM7,,38.0,,,,2019,A
01C000,7.0,WH7,,38.0,84.21,,,2019,A
01C000,7.0,MALE,,38.0,47.37,,,2019,A
01C000,7.0,PI7,,38.0,,,,2019,A
01C000,7.0,ELS,,38.0,,,,2019,A
01C000,7.0,HI7,,38.0,,,,2019,A
01C000,7.0,SWD,,38.0,,,,2019,A
01C000,7.0,FEM,,38.0,52.63,,,2019,A
01C000,7.0,Other,,38.0,,,,2019,A
01C000,7.0,BL7,,38.0,,,,2019,A
01C000,7.0,MU7,,38.0,,,,2019,A
01C000,7.0,AS7,,38.0,,,,2019,A
01D000,36.0,WH7,86.11,22.0,81.82,,,2019,A
01D000,36.0,BL7,,22.0,,,,2019,A
01D000,36.0,MU7,,22.0,,,,2019,A
01D000,36.0,PI7,,22.0,,,,2019,A
01D000,36.0,HI7,,22.0,,,,2019,A
01D000,36.0,SWD,,22.0,,,,2019,A
01D000,36.0,MALE,58.33,22.0,45.45,,,2019,A
01D000,36.0,AM7,,22.0,,,,2019,A
01D000,36.0,FEM,41.67,22.0,54.55,,,2019,A
01D000,36.0,ELS,,22.0,,,,2019,A
01D000,36.0,Other,,22.0,,,,2019,A
01D000,36.0,AS7,,22.0,,,,2019,A
020292,,AS7,,1.0,,,,2019,
020292,,MALE,,1.0,,,,2019,
020292,,MU7,,1.0,,,,2019,
020292,,AM7,,1.0,,,,2019,
020292,,FEM,,1.0,,,,2019,
020292,,ELS,,1.0,,,,2019,
020292,,SWD,,1.0,,,,2019,
020292,,WH7,,1.0,,,,2019,
020292,,HI7,,1.0,,,,2019,
020292,,BL7,,1.0,,,,2019,
020292,,PI7,,1.0,,,,2019,
020292,,Other,,1.0,,,,2019,
020302,157.0,Other,,567.0,,,,2019,H
020302,157.0,MALE,36.94,567.0,63.32,,,2019,H
020302,157.0,PI7,,567.0,,,,2019,H
020302,157.0,WH7,91.72,567.0,84.83,,,2019,H
020302,157.0,HI7,,567.0,6.53,,,2019,H
020302,157.0,ELS,,567.0,,,,2019,H
020302,157.0,SWD,,567.0,11.29,,,2019,H
020302,157.0,FEM,63.06,567.0,36.68,,,2019,H
020302,157.0,AM7,,567.0,,,,2019,H
020302,157.0,BL7,,567.0,5.0,,,2019,H
020302,157.0,MU7,,567.0,5.0,,,2019,H
020302,157.0,AS7,,567.0,5.0,,,2019,H
020303,,AS7,,175.0,,,,2019,H
020303,,Other,,175.0,,,,2019,H
020303,,BL7,,175.0,,,,2019,H
020303,,MALE,,175.0,45.14,,,2019,H
020303,,ELS,,175.0,,,,2019,H
020303,,WH7,,175.0,73.71,,,2019,H
020303,,AM7,,175.0,,,,2019,H
020303,,MU7,,175.0,,,,2019,H
020303,,HI7,,175.0,17.71,,,2019,H
020303,,SWD,,175.0,,,,2019,H
020303,,FEM,,175.0,54.86,,,2019,H
020303,,PI7,,175.0,,,,2019,H
030304,,HI7,,270.0,20.74,,,2019,H
030304,,PI7,,270.0,,,,2019,H
030304,,WH7,,270.0,77.04,,,2019,H
030304,,MALE,,270.0,51.11,,,2019,H
030304,,MU7,,270.0,,,,2019,H
030304,,AM7,,270.0,,,,2019,H
030304,,ELS,,270.0,,,,2019,H
030304,,AS7,,270.0,,,,2019,H
030304,,Other,,270.0,,,,2019,H
030304,,FEM,,270.0,48.89,,,2019,H
030304,,SWD,,270.0,9.26,,,2019,H
030304,,BL7,,270.0,,,,2019,H
040304,,AM7,,172.0,,,,2019,H
040304,,MU7,,172.0,,,,2019,H
040304,,Other,,172.0,,,,2019,H
040304,,MALE,,172.0,35.47,,,2019,H
040304,,BL7,,172.0,30.23,,,2019,H
040304,,ELS,,172.0,,,,2019,H
040304,,FEM,,172.0,64.53,,,2019,H
040304,,WH7,,172.0,57.56,,,2019,H
040304,,PI7,,172.0,,,,2019,H
040304,,HI7,,172.0,,,,2019,H
040304,,SWD,,172.0,,,,2019,H
040304,,AS7,,172.0,5.81,,,2019,H
040305,,ELS,,7.0,,,,2019,T
040305,,BL7,,7.0,,,,2019,T
040305,,HI7,,7.0,,,,2019,T
040305,,AS7,,7.0,,,,2019,T
040305,,MU7,,7.0,,,,2019,T
040305,,AM7,,7.0,,,,2019,T
040305,,PI7,,7.0,,,,2019,T
040305,,MALE,,7.0,,,,2019,T
040305,,WH7,,7.0,,,,2019,T
040305,,FEM,,7.0,,,,2019,T
040305,,Other,,7.0,,,,2019,T
040305,,SWD,,7.0,,,,2019,T
040306,1.0,SWD,,399.0,10.78,,,2019,H
040306,1.0,PI7,,399.0,,,,2019,H
040306,1.0,MALE,,399.0,58.15,,,2019,H
040306,1.0,MU7,,399.0,5.0,,,2019,H
040306,1.0,WH7,,399.0,30.08,,,2019,H
040306,1.0,Other,,399.0,,,,2019,H
040306,1.0,HI7,,399.0,5.76,,,2019,H
040306,1.0,ELS,,399.0,5.0,,,2019,H
040306,1.0,AM7,,399.0,,,,2019,H
040306,1.0,FEM,,399.0,41.85,,,2019,H
040306,1.0,AS7,,399.0,,,,2019,H
040306,1.0,BL7,,399.0,58.4,,,2019,H
050302,109.0,PI7,,404.0,,,,2019,H
050302,109.0,BL7,,404.0,,,,2019,H
050302,109.0,WH7,94.5,404.0,91.34,,,2019,H
050302,109.0,Other,,404.0,,,,2019,H
050302,109.0,MALE,32.11,404.0,52.48,,,2019,H
050302,109.0,FEM,67.89,404.0,47.52,,,2019,H
050302,109.0,HI7,,404.0,7.18,,,2019,H
050302,109.0,AM7,,404.0,,,,2019,H
050302,109.0,SWD,,404.0,9.41,,,2019,H
050302,109.0,AS7,,404.0,,,,2019,H
050302,109.0,MU7,,404.0,,,,2019,H
050302,109.0,ELS,,404.0,,,,2019,H
050303,,PI7,,60.0,,,,2019,H
050303,,Other,,60.0,,,,2019,H
050303,,AM7,,60.0,,,,2019,H
050303,,WH7,,60.0,90.0,,,2019,H
050303,,MALE,,60.0,31.67,,,2019,H
050303,,HI7,,60.0,,,,2019,H
050303,,ELS,,60.0,,,,2019,H
050303,,MU7,,60.0,,,,2019,H
050303,,SWD,,60.0,,,,2019,H
050303,,AS7,,60.0,,,,2019,H
050303,,FEM,,60.0,68.33,,,2019,H
050303,,BL7,,60.0,,,,2019,H
060302,29.0,Other,,197.0,,,,2019,H
060302,29.0,SWD,,197.0,9.64,,,2019,H
060302,29.0,WH7,89.66,197.0,88.83,,,2019,H
060302,29.0,HI7,,197.0,8.12,,,2019,H
060302,29.0,ELS,,197.0,,,,2019,H
060302,29.0,MU7,,197.0,,,,2019,H
060302,29.0,MALE,34.48,197.0,57.87,,,2019,H
060302,29.0,AM7,,197.0,,,,2019,H
060302,29.0,FEM,65.52,197.0,42.13,,,2019,H
060302,29.0,AS7,,197.0,,,,2019,H
060302,29.0,PI7,,197.0,,,,2019,H
060302,29.0,BL7,,197.0,,,,2019,H
060334,,BL7,,4.0,,,,2019,T
060334,,PI7,,4.0,,,,2019,T
060334,,Other,,4.0,,,,2019,T
060334,,MALE,,4.0,,,,2019,T
060334,,FEM,,4.0,,,,2019,T
060334,,WH7,,4.0,,,,2019,T
060334,,HI7,,4.0,,,,2019,T
060334,,AM7,,4.0,,,,2019,T
060334,,ELS,,4.0,,,,2019,T
060334,,SWD,,4.0,,,,2019,T
060334,,MU7,,4.0,,,,2019,T
060334,,AS7,,4.0,,,,2019,T
060700,47.0,HI7,,69.0,,,,2019,H
060700,47.0,FEM,59.57,69.0,65.22,,,2019,H
060700,47.0,Other,,69.0,,,,2019,H
060700,47.0,PI7,,69.0,,,,2019,H
060700,47.0,AM7,,69.0,,,,2019,H
060700,47.0,MALE,40.43,69.0,34.78,,,2019,H
060700,47.0,WH7,95.0,69.0,94.2,,,2019,H
060700,47.0,ELS,,69.0,,,,2019,H
060700,47.0,SWD,,69.0,,,,2019,H
060700,47.0,AS7,,69.0,,,,2019,H
060700,47.0,MU7,,69.0,,,,2019,H
060700,47.0,BL7,,69.0,,,,2019,H
060701,1.0,FEM,,19.0,,,,2019,H
060701,1.0,Other,,19.0,,,,2019,H
060701,1.0,MALE,,19.0,78.95,,,2019,H
060701,1.0,PI7,,19.0,,,,2019,H
060701,1.0,HI7,,19.0,,,,2019,H
060701,1.0,AM7,,19.0,,,,2019,H
060701,1.0,ELS,,19.0,,,,2019,H
060701,1.0,SWD,,19.0,,,,2019,H
060701,1.0,WH7,,19.0,84.21,,,2019,H
060701,1.0,AS7,,19.0,,,,2019,H
060701,1.0,BL7,,19.0,,,,2019,H
060701,1.0,MU7,,19.0,,,,2019,H
06A000,,BL7,,2.0,,,,2019,A
06A000,,PI7,,2.0,,,,2019,A
06A000,,WH7,,2.0,,,,2019,A
06A000,,Other,,2.0,,,,2019,A
06A000,,MALE,,2.0,,,,2019,A
06A000,,FEM,,2.0,,,,2019,A
06A000,,HI7,,2.0,,,,2019,A
06A000,,AM7,,2.0,,,,2019,A
06A000,,ELS,,2.0,,,,2019,A
06A000,,SWD,,2.0,,,,2019,A
06A000,,AS7,,2.0,,,,2019,A
06A000,,MU7,,2.0,,,,2019,A
06B000,,PI7,,7.0,,,,2019,A
06B000,,Other,,7.0,,,,2019,A
06B000,,AM7,,7.0,,,,2019,A
06B000,,WH7,,7.0,,,,2019,A
06B000,,MALE,,7.0,,,,2019,A
06B000,,HI7,,7.0,,,,2019,A
06B000,,ELS,,7.0,,,,2019,A
06B000,,MU7,,7.0,,,,2019,A
06B000,,BL7,,7.0,,,,2019,A
06B000,,SWD,,7.0,,,,2019,A
06B000,,AS7,,7.0,,,,2019,A
06B000,,FEM,,7.0,,,,2019,A
070310,,PI7,,5.0,,,,2019,T
070310,,Other,,5.0,,,,2019,T
070310,,MALE,,5.0,,,,2019,T
070310,,WH7,,5.0,,,,2019,T
070310,,HI7,,5.0,,,,2019,T
070310,,FEM,,5.0,,,,2019,T
070310,,AM7,,5.0,,,,2019,T
070310,,SWD,,5.0,,,,2019,T
070310,,ELS,,5.0,,,,2019,T
070310,,BL7,,5.0,,,,2019,T
070310,,MU7,,5.0,,,,2019,T
070310,,AS7,,5.0,,,,2019,T
070311,,Other,,176.0,,,,2019,H
070311,,SWD,,176.0,,,,2019,H
070311,,WH7,,176.0,54.55,,,2019,H
070311,,MALE,,176.0,32.95,,,2019,H
070311,,AM7,,176.0,,,,2019,H
070311,,HI7,,176.0,26.7,,,2019,H
070311,,ELS,,176.0,,,,2019,H
070311,,MU7,,176.0,,,,2019,H
070311,,PI7,,176.0,,,,2019,H
070311,,AS7,,176.0,,,,2019,H
070311,,FEM,,176.0,67.05,,,2019,H
070311,,BL7,,176.0,14.77,,,2019,H
070330,9.0,PI7,,246.0,,,,2019,H
070330,9.0,BL7,,246.0,15.85,,,2019,H
070330,9.0,Other,,246.0,,,,2019,H
070330,9.0,WH7,,246.0,70.33,,,2019,H
070330,9.0,MALE,,246.0,50.81,,,2019,H
070330,9.0,FEM,,246.0,49.19,,,2019,H
070330,9.0,HI7,,246.0,12.2,,,2019,H
070330,9.0,AM7,,246.0,,,,2019,H
070330,9.0,ELS,,246.0,5.0,,,2019,H
070330,9.0,SWD,,246.0,7.72,,,2019,H
070330,9.0,MU7,,246.0,,,,2019,H
070330,9.0,AS7,,246.0,,,,2019,H
070339,16.0,HI7,,192.0,13.54,,,2019,H
070339,16.0,Other,,192.0,,,,2019,H
070339,16.0,PI7,,192.0,,,,2019,H
070339,16.0,AM7,,192.0,,,,2019,H
070339,16.0,MALE,,192.0,50.52,,,2019,H
070339,16.0,WH7,,192.0,54.69,,,2019,H
070339,16.0,FEM,,192.0,49.48,,,2019,H
070339,16.0,ELS,,192.0,,,,2019,H
070339,16.0,MU7,,192.0,,,,2019,H
070339,16.0,SWD,,192.0,11.46,,,2019,H
070339,16.0,AS7,,192.0,,,,2019,H
070339,16.0,BL7,,192.0,29.17,,,2019,H
070342,128.0,FEM,59.38,353.0,49.01,,,2019,H
070342,128.0,Other,,353.0,,,,2019,H
070342,128.0,MALE,40.63,353.0,50.99,,,2019,H
070342,128.0,PI7,,353.0,,,,2019,H
070342,128.0,HI7,,353.0,16.43,,,2019,H
070342,128.0,AM7,,353.0,,,,2019,H
070342,128.0,ELS,,353.0,5.0,,,2019,H
070342,128.0,SWD,,353.0,9.07,,,2019,H
070342,128.0,WH7,78.13,353.0,53.26,,,2019,H
070342,128.0,AS7,,353.0,,,,2019,H
070342,128.0,BL7,14.06,353.0,25.78,,,2019,H
070342,128.0,MU7,,353.0,5.0,,,2019,H
07A000,,BL7,,16.0,,,,2019,A
07A000,,PI7,,16.0,,,,2019,A
07A000,,WH7,,16.0,95.0,,,2019,A
07A000,,Other,,16.0,,,,2019,A
07A000,,MALE,,16.0,,,,2019,A
07A000,,FEM,,16.0,,,,2019,A
07A000,,HI7,,16.0,,,,2019,A
07A000,,AM7,,16.0,,,,2019,A
07A000,,ELS,,16.0,,,,2019,A
07A000,,SWD,,16.0,,,,2019,A
07A000,,MU7,,16.0,,,,2019,A
07A000,,AS7,,16.0,,,,2019,A
080311,,PI7,,146.0,,,,2019,H
080311,,Other,,146.0,,,,2019,H
080311,,AM7,,146.0,,,,2019,H
080311,,MALE,,146.0,36.3,,,2019,H
080311,,WH7,,146.0,32.19,,,2019,H
080311,,HI7,,146.0,,,,2019,H
080311,,ELS,,146.0,,,,2019,H
080311,,MU7,,146.0,,,,2019,H
080311,,BL7,,146.0,64.38,,,2019,H
080311,,SWD,,146.0,,,,2019,H
080311,,AS7,,146.0,,,,2019,H
080311,,FEM,,146.0,63.7,,,2019,H
080312,,AM7,,145.0,,,,2019,H
080312,,HI7,,145.0,,,,2019,H
080312,,FEM,,145.0,55.86,,,2019,H
080312,,ELS,,145.0,,,,2019,H
080312,,AS7,,145.0,,,,2019,H
080312,,SWD,,145.0,9.66,,,2019,H
080312,,BL7,,145.0,84.83,,,2019,H
080312,,WH7,,145.0,13.79,,,2019,H
080312,,MALE,,145.0,44.14,,,2019,H
080312,,Other,,145.0,,,,2019,H
080312,,MU7,,145.0,,,,2019,H
080312,,PI7,,145.0,,,,2019,H
090330,1.0,PI7,,370.0,,,,2019,H
090330,1.0,Other,,370.0,,,,2019,H
090330,1.0,MU7,,370.0,5.0,,,2019,H
090330,1.0,WH7,,370.0,38.92,,,2019,H
090330,1.0,HI7,,370.0,11.62,,,2019,H
090330,1.0,FEM,,370.0,57.57,,,2019,H
090330,1.0,BL7,,370.0,42.97,,,2019,H
090330,1.0,AS7,,370.0,,,,2019,H
090330,1.0,AM7,,370.0,,,,2019,H
090330,1.0,SWD,,370.0,5.41,,,2019,H
090330,1.0,MALE,,370.0,42.43,,,2019,H
090330,1.0,ELS,,370.0,5.0,,,2019,H
090368,47.0,FEM,55.32,405.0,57.78,,,2019,H
090368,47.0,Other,,405.0,,,,2019,H
090368,47.0,MALE,44.68,405.0,42.22,,,2019,H
090368,47.0,WH7,53.19,405.0,49.14,,,2019,H
090368,47.0,AM7,,405.0,,,,2019,H
090368,47.0,MU7,,405.0,5.0,,,2019,H
090368,47.0,HI7,29.79,405.0,21.98,,,2019,H
090368,47.0,AS7,,405.0,,,,2019,H
090368,47.0,PI7,,405.0,,,,2019,H
090368,47.0,ELS,,405.0,5.0,,,2019,H
090368,47.0,BL7,,405.0,23.7,,,2019,H
090368,47.0,SWD,,405.0,5.68,,,2019,H
090376,,MU7,,46.0,,,,2019,H
090376,,Other,,46.0,,,,2019,H
090376,,PI7,,46.0,,,,2019,H
090376,,HI7,,46.0,,,,2019,H
090376,,FEM,,46.0,73.91,,,2019,H
090376,,WH7,,46.0,36.96,,,2019,H
090376,,BL7,,46.0,34.78,,,2019,H
090376,,AS7,,46.0,,,,2019,H
090376,,AM7,,46.0,,,,2019,H
090376,,SWD,,46.0,,,,2019,H
090376,,ELS,,46.0,,,,2019,H
090376,,MALE,,46.0,26.09,,,2019,H
09A000,,WH7,,4.0,,,,2019,T
09A000,,Other,,4.0,,,,2019,T
09A000,,MU7,,4.0,,,,2019,T
09A000,,AM7,,4.0,,,,2019,T
09A000,,MALE,,4.0,,,,2019,T
09A000,,SWD,,4.0,,,,2019,T
09A000,,HI7,,4.0,,,,2019,T
09A000,,PI7,,4.0,,,,2019,T
09A000,,BL7,,4.0,,,,2019,T
09A000,,FEM,,4.0,,,,2019,T
09A000,,AS7,,4.0,,,,2019,T
09A000,,ELS,,4.0,,,,2019,T
100307,,PI7,,284.0,,,,2019,H
100307,,HI7,,284.0,14.79,,,2019,H
100307,,MU7,,284.0,5.63,,,2019,H
100307,,MALE,,284.0,39.44,,,2019,H
100307,,Other,,284.0,,,,2019,H
100307,,ELS,,284.0,,,,2019,H
100307,,FEM,,284.0,60.56,,,2019,H
100307,,AM7,,284.0,,,,2019,H
100307,,WH7,,284.0,70.07,,,2019,H
100307,,BL7,,284.0,7.39,,,2019,H
100307,,SWD,,284.0,,,,2019,H
100307,,AS7,,284.0,,,,2019,H
100308,,MALE,,30.0,86.67,,,2019,T
100308,,WH7,,30.0,60.0,,,2019,T
100308,,MU7,,30.0,,,,2019,T
100308,,HI7,,30.0,,,,2019,T
100308,,PI7,,30.0,,,,2019,T
100308,,ELS,,30.0,,,,2019,T
100308,,FEM,,30.0,,,,2019,T
100308,,Other,,30.0,,,,2019,T
100308,,AM7,,30.0,,,,2019,T
100308,,AS7,,30.0,,,,2019,T
100308,,BL7,,30.0,,,,2019,T
100308,,SWD,,30.0,,,,2019,T
100326,70.0,MALE,45.71,391.0,54.73,,,2019,H
100326,70.0,PI7,,391.0,,,,2019,H
100326,70.0,HI7,,391.0,13.04,,,2019,H
100326,70.0,MU7,,391.0,5.37,,,2019,H
100326,70.0,WH7,78.57,391.0,61.64,,,2019,H
100326,70.0,Other,,391.0,,,,2019,H
100326,70.0,ELS,,391.0,,,,2019,H
100326,70.0,FEM,54.29,391.0,45.27,,,2019,H
100326,70.0,AM7,,391.0,,,,2019,H
100326,70.0,AS7,,391.0,,,,2019,H
100326,70.0,BL7,,391.0,17.9,,,2019,H
100326,70.0,SWD,,391.0,8.44,,,2019,H
100334,112.0,Other,,403.0,,,,2019,H
100334,112.0,PI7,,403.0,,,,2019,H
100334,112.0,HI7,,403.0,5.46,,,2019,H
100334,112.0,WH7,91.07,403.0,82.88,,,2019,H
100334,112.0,ELS,,403.0,,,,2019,H
100334,112.0,FEM,70.54,403.0,45.16,,,2019,H
100334,112.0,AM7,,403.0,,,,2019,H
100334,112.0,MU7,,403.0,5.0,,,2019,H
100334,112.0,AS7,,403.0,,,,2019,H
100334,112.0,MALE,29.46,403.0,54.84,,,2019,H
100334,112.0,BL7,,403.0,6.2,,,2019,H
100334,112.0,SWD,,403.0,8.44,,,2019,H
100348,109.0,AM7,,429.0,,,,2019,H
100348,109.0,MALE,44.04,429.0,52.21,,,2019,H
100348,109.0,HI7,10.09,429.0,15.15,,,2019,H
100348,109.0,MU7,,429.0,5.0,,,2019,H
100348,109.0,Other,,429.0,,,,2019,H
100348,109.0,ELS,,429.0,,,,2019,H
100348,109.0,SWD,,429.0,6.53,,,2019,H
100348,109.0,FEM,55.96,429.0,47.79,,,2019,H
100348,109.0,WH7,77.06,429.0,68.53,,,2019,H
100348,109.0,BL7,,429.0,10.96,,,2019,H
100348,109.0,AS7,,429.0,,,,2019,H
100348,109.0,PI7,,429.0,,,,2019,H
110303,,MALE,,1.0,,,,2019,H
110303,,HI7,,1.0,,,,2019,H
110303,,MU7,,1.0,,,,2019,H
110303,,WH7,,1.0,,,,2019,H
110303,,Other,,1.0,,,,2019,H
110303,,ELS,,1.0,,,,2019,H
110303,,PI7,,1.0,,,,2019,H
110303,,FEM,,1.0,,,,2019,H
110303,,AM7,,1.0,,,,2019,H
110303,,AS7,,1.0,,,,2019,H
110303,,BL7,,1.0,,,,2019,H
110303,,SWD,,1.0,,,,2019,H
110304,239.0,BL7,,465.0,7.31,,,2019,H
110304,239.0,Other,,465.0,,,,2019,H
110304,239.0,PI7,,465.0,,,,2019,H
110304,239.0,HI7,5.86,465.0,6.24,,,2019,H
110304,239.0,WH7,84.94,465.0,79.14,,,2019,H
110304,239.0,ELS,,465.0,,,,2019,H
110304,239.0,FEM,57.74,465.0,54.19,,,2019,H
110304,239.0,AM7,,465.0,,,,2019,H
110304,239.0,MU7,5.02,465.0,6.02,,,2019,H
110304,239.0,AS7,,465.0,,,,2019,H
110304,239.0,MALE,42.26,465.0,45.81,,,2019,H
110304,239.0,SWD,,465.0,13.55,,,2019,H
110322,,PI7,,255.0,,,,2019,H
110322,,HI7,,255.0,21.96,,,2019,H
110322,,MU7,,255.0,5.0,,,2019,H
110322,,MALE,,255.0,34.12,,,2019,H
110322,,Other,,255.0,,,,2019,H
110322,,ELS,,255.0,,,,2019,H
110322,,FEM,,255.0,65.88,,,2019,H
110322,,AM7,,255.0,,,,2019,H
110322,,WH7,,255.0,67.45,,,2019,H
