year,agency_code,category_code,ni,eff,he,ni_pct,eff_pct,he_pct
2019,19B000,A,1,2,0,0.3333333433,0.6666666864999999,0.0
2019,19C000,I,0,1,0,0.0,1.0,0.0
2019,200304,E,2,13,11,0.0769230798,0.5,0.42307692770000005
2019,200308,H,5,6,6,0.2941176593,0.3529411852,0.3529411852
2019,200310,M,2,13,4,0.1052631587,0.6842105389,0.2105263174
2019,200312,I,3,6,2,0.2727272809,0.5454545617000001,0.18181818719999998
2019,200314,H,3,7,7,0.1764705926,0.4117647111,0.4117647111
2019,200320,I,1,11,4,0.0625,0.6875,0.25
2019,200322,T,1,0,1,0.5,0.0,0.5
2019,200324,E,1,18,6,0.0399999991,0.7200000286,0.23999999460000002
2019,200328,H,12,9,7,0.4285714328,0.3214285672,0.25
2019,200330,M,2,14,4,0.1000000015,0.6999999881,0.200000003
2019,200332,E,0,8,7,0.0,0.5333333611,0.46666666869999995
2019,200336,I,2,15,4,0.095238097,0.7142857313,0.190476194
2019,200350,H,1,5,1,0.1428571492,0.7142857313,0.1428571492
2019,20A000,I,0,9,9,0.0,0.5,0.5
2019,210304,M,2,23,5,0.06666667009999999,0.7666666508,0.1666666716
2019,210306,E,1,20,4,0.0399999991,0.8000000119,0.1599999964
2019,210312,H,6,26,9,0.146341458,0.6341463327,0.21951219440000003
2019,210316,E,3,16,16,0.08571428810000001,0.4571428597,0.4571428597
2019,220308,E,3,8,6,0.1764705926,0.470588237,0.3529411852
2019,220310,H,3,15,17,0.08571428810000001,0.4285714328,0.4857142866
2019,220312,M,5,13,12,0.1666666716,0.43333333729999995,0.400000006
2019,230304,E,0,17,12,0.0,0.5862069129999999,0.41379311679999997
2019,230308,E,1,18,16,0.028571428700000002,0.5142857432,0.4571428597
2019,230312,H,15,39,9,0.2380952388,0.6190476418,0.1428571492
2019,230316,M,4,35,8,0.08510638029999999,0.7446808219,0.17021276059999998
2019,230320,E,0,11,5,0.0,0.6875,0.3125
2019,230322,H,1,5,1,0.1428571492,0.7142857313,0.1428571492
2019,230324,H,12,44,10,0.18181818719999998,0.6666666864999999,0.15151515599999998
2019,230328,M,6,43,7,0.1071428582,0.7678571343,0.125
2019,230330,T,9,3,4,0.5625,0.1875,0.25
2019,230334,E,3,7,3,0.2307692319,0.5384615660000001,0.2307692319
2019,230336,M,2,25,4,0.0645161271,0.8064516187,0.1290322542
2019,230340,E,1,21,14,0.027777778,0.5833333135000001,0.38888889549999994
2019,230342,E,3,17,3,0.1304347813,0.7391304374,0.1304347813
2019,230344,E,0,16,6,0.0,0.7272727489,0.2727272809
2019,230346,E,5,16,4,0.200000003,0.6399999857,0.1599999964
2019,230348,E,0,13,14,0.0,0.4814814925,0.5185185075
2019,230350,H,8,33,29,0.1142857149,0.4714285731,0.4142857194
2019,230351,M,4,25,10,0.10256410390000001,0.6410256624,0.2564102709
2019,230352,M,3,30,9,0.0714285746,0.7142857313,0.2142857164
2019,230355,E,3,17,4,0.125,0.7083333135,0.1666666716
2019,230357,E,1,16,7,0.0416666679,0.6666666864999999,0.2916666567
2019,230359,A,0,5,7,0.0,0.4166666567,0.5833333135000001
2019,230361,H,23,15,11,0.4693877697,0.306122452,0.2244897932
2019,230362,M,2,10,19,0.0645161271,0.3225806355,0.6129032373
2019,230364,E,0,25,10,0.0,0.7142857313,0.2857142985
2019,230368,E,5,28,10,0.1162790731,0.6511628032,0.2325581461
2019,230370,E,2,21,6,0.068965517,0.7241379023000001,0.20689655839999999
2019,230376,E,5,19,3,0.1851851791,0.7037037015000001,0.11111111189999999
2019,230380,E,0,14,5,0.0,0.7368420959,0.2631579041
2019,240304,M,0,5,2,0.0,0.7142857313,0.2857142985
2019,240308,E,2,14,6,0.09090909359999999,0.6363636254999999,0.2727272809
2019,240328,I,7,12,1,0.349999994,0.6000000238000001,0.050000000700000005
2019,240332,E,6,12,1,0.3157894611,0.6315789223,0.052631579299999995
2019,240334,H,7,22,0,0.2413793057,0.7586206794,0.0
2019,240344,I,2,18,2,0.09090909359999999,0.8181818128,0.09090909359999999
2019,240352,E,1,2,5,0.125,0.25,0.625
2019,240354,E,0,23,3,0.0,0.8846153617,0.115384616
2019,240356,M,1,10,3,0.0714285746,0.7142857313,0.2142857164
2019,240368,M,1,7,0,0.125,0.875,0.0
2019,240370,E,2,10,6,0.11111111189999999,0.555555582,0.3333333433
2019,240371,H,8,34,3,0.1777777821,0.7555555701000001,0.06666667009999999
2019,240372,E,4,19,5,0.1428571492,0.678571403,0.1785714328
2019,240373,H,2,6,6,0.1428571492,0.4285714328,0.4285714328
2019,240376,M,2,5,4,0.18181818719999998,0.4545454681,0.3636363745
2019,240380,H,3,20,11,0.0882352963,0.5882353187,0.3235294223
2019,240388,I,6,37,6,0.1224489808,0.7551020384,0.1224489808
2019,241304,M,11,14,4,0.3793103397,0.4827586114,0.137931034
2019,241308,E,1,27,5,0.0303030312,0.8181818128,0.15151515599999998
2019,241312,T,0,5,0,0.0,1.0,0.0
2019,241316,H,10,21,14,0.22222222390000002,0.46666666869999995,0.3111111224
2019,241320,E,4,21,13,0.1052631587,0.552631557,0.34210526939999997
2019,24C000,,0,1,1,0.0,0.5,0.5
2019,24N000,I,2,16,16,0.0588235296,0.470588237,0.470588237
2019,250304,E,2,21,8,0.0645161271,0.6774193645000001,0.2580645084
2019,250306,E,5,19,3,0.1851851791,0.7037037015000001,0.11111111189999999
2019,250308,E,4,16,8,0.1428571492,0.571428597,0.2857142985
2019,250312,E,7,24,9,0.174999997,0.6000000238000001,0.22499999399999998
2019,250314,H,3,4,2,0.3333333433,0.44444444780000003,0.22222222390000002
2019,250316,E,4,23,5,0.125,0.71875,0.15625
2019,250320,E,5,25,6,0.1388888955,0.694444418,0.1666666716
2019,250321,H,2,5,1,0.25,0.625,0.125
2019,250324,M,13,13,8,0.3823529482,0.3823529482,0.2352941185
2019,250328,E,6,10,4,0.30000001190000003,0.5,0.200000003
2019,250332,M,16,30,3,0.32653060559999997,0.612244904,0.0612244904
2019,250336,E,1,15,10,0.0384615399,0.5769230723,0.38461539149999996
2019,250340,H,17,33,10,0.2833333313,0.5500000119,0.1666666716
2019,250344,M,7,10,4,0.3333333433,0.4761904776,0.190476194
2019,250348,E,6,19,1,0.2307692319,0.7307692170000001,0.0384615399
2019,250350,E,5,16,7,0.1785714328,0.571428597,0.25
2019,250356,H,21,52,22,0.22105263170000003,0.5473684072,0.2315789461
2019,250360,E,4,22,2,0.1428571492,0.7857142687,0.0714285746
2019,250362,E,1,18,1,0.050000000700000005,0.8999999762,0.050000000700000005
2019,250364,E,4,22,4,0.1333333403,0.7333333492,0.1333333403
2019,250368,M,8,17,2,0.2962962985,0.629629612,0.0740740746
2019,250372,H,27,30,2,0.45762711759999997,0.5084745884,0.0338983051
2019,250376,M,12,23,12,0.25531914829999997,0.4893617034,0.25531914829999997
2019,250378,E,1,16,6,0.0434782617,0.6956521869,0.2608695626
2019,250380,E,2,33,5,0.050000000700000005,0.8249999881,0.125
2019,260302,E,2,12,5,0.1052631587,0.6315789223,0.2631579041
2019,260306,E,0,26,6,0.0,0.8125,0.1875
2019,260308,E,0,9,4,0.0,0.6923077106000001,0.3076923192
2019,260310,E,3,21,11,0.08571428810000001,0.6000000238000001,0.3142857254
2019,260312,E,0,3,5,0.0,0.375,0.625
2019,260316,E,2,8,3,0.1538461596,0.6153846383,0.2307692319
2019,260318,H,5,48,43,0.0520833321,0.5,0.4479166567
2019,260320,E,3,28,8,0.0769230798,0.7179487348,0.20512820780000002
2019,260321,M,19,13,10,0.45238095520000005,0.3095238209,0.2380952388
2019,260322,H,14,45,21,0.174999997,0.5625,0.26249998809999997
2019,260325,H,13,33,35,0.1604938209,0.40740740299999995,0.43209877609999997
2019,260326,E,3,28,14,0.06666667009999999,0.6222222447,0.3111111224
2019,260332,E,4,13,9,0.1538461596,0.5,0.34615385530000004
2019,260336,M,11,15,5,0.3548386991,0.48387095329999996,0.1612903178
2019,260338,E,11,31,5,0.23404255510000002,0.6595744491,0.1063829809
2019,260340,E,5,29,1,0.1428571492,0.8285714388,0.028571428700000002
2019,260342,E,7,22,5,0.20588235559999998,0.6470588446,0.1470588297
2019,260344,E,3,13,4,0.150000006,0.6499999761999999,0.200000003
2019,260347,H,1,4,8,0.0769230798,0.3076923192,0.6153846383
2019,260348,E,6,33,3,0.1428571492,0.7857142687,0.0714285746
2019,260352,E,4,18,4,0.1538461596,0.6923077106000001,0.1538461596
2019,260354,H,0,6,7,0.0,0.4615384638,0.5384615660000001
2019,260356,E,0,7,14,0.0,0.3333333433,0.6666666864999999
2019,260357,H,10,26,39,0.1333333403,0.3466666639,0.5199999809
2019,260358,M,12,19,5,0.3333333433,0.527777791,0.1388888955
2019,260359,H,6,35,13,0.11111111189999999,0.6481481194,0.2407407463
2019,260361,E,5,15,2,0.22727273399999998,0.6818181872,0.09090909359999999
2019,260362,M,7,25,27,0.1186440662,0.4237288237,0.45762711759999997
2019,260363,E,0,12,9,0.0,0.571428597,0.4285714328
2019,260364,E,6,33,9,0.125,0.6875,0.1875
2019,260365,M,7,25,13,0.1555555612,0.555555582,0.28888890149999996
2019,260366,E,4,33,14,0.07843137530000001,0.6470588446,0.27450981739999997
2019,260367,E,2,31,15,0.0416666679,0.6458333135000001,0.3125
2019,260368,M,7,20,12,0.1794871837,0.5128205418999999,0.3076923192
2019,260369,M,4,32,22,0.068965517,0.5517241359,0.3793103397
2019,260370,E,10,28,10,0.2083333284,0.5833333135000001,0.2083333284
2019,260371,M,1,15,9,0.0399999991,0.6000000238000001,0.3600000143
2019,260372,M,10,24,7,0.2439024448,0.5853658319,0.1707317084
2019,260373,E,5,35,18,0.0862068981,0.6034482718,0.3103448153
2019,260374,H,2,7,0,0.22222222390000002,0.7777777909999999,0.0
2019,260375,E,0,22,7,0.0,0.7586206794,0.2413793057
2019,260380,E,4,20,2,0.1538461596,0.7692307829999999,0.0769230798
2019,260382,E,4,17,10,0.1290322542,0.5483871102000001,0.3225806355
2019,260383,M,25,21,17,0.39682540299999997,0.3333333433,0.2698412836
2019,260386,E,4,13,8,0.1599999964,0.5199999809,0.3199999928
2019,260388,H,1,9,10,0.050000000700000005,0.4499999881,0.5
2019,260396,E,6,19,9,0.1764705926,0.5588235259000001,0.26470589640000003
2019,260397,E,9,34,14,0.1578947306,0.5964912176,0.24561403690000003
2019,260398,E,1,27,13,0.024390243,0.658536613,0.3170731664
2019,260400,E,3,17,13,0.09090909359999999,0.5151515007,0.3939394057
2019,260401,E,4,27,6,0.10810811070000001,0.729729712,0.1621621549
2019,260402,E,2,24,1,0.0740740746,0.8888888954999999,0.0370370373
2019,260403,E,4,40,10,0.0740740746,0.7407407165000001,0.1851851791
2019,260404,E,3,22,10,0.08571428810000001,0.6285714507,0.2857142985
2019,260405,E,1,14,4,0.052631579299999995,0.7368420959,0.2105263174
2019,260406,M,9,33,7,0.18367347120000002,0.6734693646,0.1428571492
2019,260407,E,7,26,14,0.1489361674,0.553191483,0.29787233469999996
2019,260408,H,15,35,37,0.1724137962,0.4022988379,0.42528736590000005
2019,260410,E,3,23,4,0.1000000015,0.7666666508,0.1333333403
2019,260411,H,1,12,13,0.0384615399,0.4615384638,0.5
2019,260412,E,1,8,6,0.06666667009999999,0.5333333611,0.400000006
2019,260413,M,2,9,5,0.125,0.5625,0.3125
2019,260414,E,9,28,7,0.2045454532,0.6363636254999999,0.1590909064
2019,260415,E,8,24,11,0.1860465109,0.5581395626,0.2558139563
2019,260416,E,3,9,10,0.13636364039999999,0.4090909064,0.4545454681
2019,260417,M,0,25,3,0.0,0.8928571343,0.1071428582
2019,260418,M,3,18,9,0.1000000015,0.6000000238000001,0.30000001190000003
2019,260419,M,1,6,5,0.0833333358,0.5,0.4166666567
2019,260424,H,25,54,8,0.28735631699999997,0.6206896304999999,0.0919540226
2019,260425,M,5,29,8,0.1190476194,0.6904761790999999,0.190476194
2019,260426,E,5,23,1,0.1724137962,0.7931034565,0.0344827585
2019,260427,H,11,62,19,0.11956521869999999,0.6739130616,0.2065217346
2019,260428,M,7,21,5,0.2121212184,0.6363636254999999,0.15151515599999998
2019,260430,E,1,17,5,0.0434782617,0.7391304374,0.2173912972
2019,260432,E,3,5,6,0.2142857164,0.3571428657,0.4285714328
2019,260434,E,7,35,11,0.1320754737,0.6603773832000001,0.2075471729
2019,260440,E,2,15,6,0.0869565234,0.6521739364,0.2608695626
2019,260444,E,5,14,0,0.2631579041,0.7368420959,0.0
2019,260446,H,24,22,15,0.39344263079999997,0.360655725,0.24590164420000002
2019,260448,E,5,21,9,0.1428571492,0.6000000238000001,0.2571428716
2019,260449,H,5,7,5,0.2941176593,0.4117647111,0.2941176593
2019,260450,E,2,16,12,0.06666667009999999,0.5333333611,0.400000006
2019,260452,E,8,21,9,0.2105263174,0.552631557,0.23684211079999998
2019,260454,M,7,27,12,0.1521739066,0.586956501,0.2608695626
2019,260455,H,14,46,12,0.1944444478,0.6388888954999999,0.1666666716
2019,260459,E,3,16,12,0.0967741907,0.5161290169,0.38709676270000004
2019,260700,H,0,3,10,0.0,0.2307692319,0.7692307829999999
2019,26C000,I,7,24,2,0.2121212184,0.7272727489,0.0606060624
2019,270304,E,1,13,1,0.06666667009999999,0.8666666745999999,0.06666667009999999
2019,270306,H,7,35,11,0.1320754737,0.6603773832000001,0.2075471729
2019,270308,M,5,18,3,0.1923076957,0.6923077106000001,0.115384616
2019,270309,E,3,15,2,0.150000006,0.75,0.1000000015
2019,270310,E,7,14,11,0.21875,0.4375,0.34375
2019,270311,H,0,8,2,0.0,0.8000000119,0.200000003
2019,270312,E,1,7,0,0.125,0.875,0.0
2019,270316,E,4,19,8,0.1290322542,0.6129032373,0.2580645084
2019,270318,M,4,19,13,0.11111111189999999,0.527777791,0.36111110450000006
2019,270320,E,3,12,6,0.1428571492,0.571428597,0.2857142985
2019,27A000,I,0,2,2,0.0,0.5,0.5
2019,280302,E,0,18,5,0.0,0.7826086879,0.2173912972
2019,280304,T,3,16,14,0.09090909359999999,0.4848484993,0.42424243689999996
2019,280306,H,0,3,1,0.0,0.75,0.25
2019,280308,E,1,19,11,0.0322580636,0.6129032373,0.3548386991
2019,280310,E,2,24,16,0.0476190485,0.571428597,0.380952388
2019,280312,E,0,28,23,0.0,0.5490196347,0.4509803951
2019,280316,H,3,24,12,0.0769230798,0.6153846383,0.3076923192
2019,280320,M,3,17,13,0.09090909359999999,0.5151515007,0.3939394057
2019,280324,E,0,15,11,0.0,0.5769230723,0.42307692770000005
2019,280328,M,15,24,6,0.3333333433,0.5333333611,0.1333333403
2019,280330,H,2,28,28,0.0344827585,0.4827586114,0.4827586114
2019,290302,E,1,14,4,0.052631579299999995,0.7368420959,0.2105263174
2019,290306,E,1,19,6,0.0384615399,0.7307692170000001,0.2307692319
2019,290307,E,5,10,6,0.2380952388,0.4761904776,0.2857142985
2019,290308,H,4,49,4,0.0701754391,0.8596491218000001,0.0701754391
2019,290309,M,6,34,7,0.1276595742,0.7234042287000001,0.1489361674
2019,290310,A,0,3,7,0.0,0.30000001190000003,0.6999999881
2019,290312,E,1,19,5,0.0399999991,0.7599999905,0.200000003
2019,290314,T,2,6,2,0.200000003,0.6000000238000001,0.200000003
2019,290315,H,0,4,0,0.0,1.0,0.0
2019,290316,E,2,16,16,0.0588235296,0.470588237,0.470588237
2019,290320,E,3,13,5,0.1428571492,0.6190476418,0.2380952388
2019,290322,M,5,26,8,0.1282051355,0.6666666864999999,0.20512820780000002
2019,290324,H,5,39,3,0.1063829809,0.8297872543000001,0.0638297871
2019,290328,E,5,20,5,0.1666666716,0.6666666864999999,0.1666666716
2019,290330,E,1,23,4,0.0357142873,0.821428597,0.1428571492
2019,290332,E,1,19,12,0.03125,0.59375,0.375
2019,290333,E,2,18,7,0.0740740746,0.6666666864999999,0.2592592537
2019,290334,M,2,33,7,0.0476190485,0.7857142687,0.1666666716
2019,290336,H,9,26,23,0.1551724076,0.4482758641,0.3965517282
2019,290344,E,1,27,3,0.0322580636,0.8709677458,0.0967741907
2019,290348,H,2,45,20,0.0298507456,0.671641767,0.298507452
2019,290349,H,1,30,14,0.022222222799999997,0.6666666864999999,0.3111111224
2019,290350,M,2,31,10,0.046511627699999995,0.7209302187000001,0.2325581461
2019,290351,M,1,17,24,0.023809524300000003,0.4047619104,0.571428597
2019,290352,E,1,25,3,0.0344827585,0.8620689511,0.10344827919999999
2019,290356,E,4,10,8,0.18181818719999998,0.4545454681,0.3636363745
2019,290364,E,0,13,6,0.0,0.6842105389,0.3157894611
2019,290365,H,5,18,4,0.1851851791,0.6666666864999999,0.1481481493
2019,290366,E,2,29,9,0.050000000700000005,0.7250000238,0.22499999399999998
2019,290367,M,1,12,9,0.045454546799999995,0.5454545617000001,0.4090909064
2019,290375,E,1,19,6,0.0384615399,0.7307692170000001,0.2307692319
2019,290376,M,0,32,5,0.0,0.8648648858,0.1351351291
2019,290380,E,5,24,14,0.1162790731,0.5581395626,0.3255814016
2019,290384,E,4,25,4,0.1212121248,0.7575757504,0.1212121248
2019,290388,H,19,19,8,0.4130434692,0.4130434692,0.17391304670000002
2019,290389,H,3,9,2,0.2142857164,0.6428571343,0.1428571492
2019,291000,,0,1,0,0.0,1.0,0.0
2019,291308,E,2,20,6,0.0714285746,0.7142857313,0.2142857164
2019,291332,M,5,28,9,0.1190476194,0.6666666864999999,0.2142857164
2019,291336,H,10,31,13,0.1851851791,0.5740740895,0.2407407463
2019,291340,E,1,16,7,0.0416666679,0.6666666864999999,0.2916666567
2019,291348,E,0,19,7,0.0,0.7307692170000001,0.26923078300000003
2019,291350,A,0,2,2,0.0,0.5,0.5
2019,291352,E,8,17,7,0.25,0.53125,0.21875
2019,292316,E,10,14,4,0.3571428657,0.5,0.1428571492
2019,292318,E,2,49,5,0.0357142873,0.875,0.0892857164
2019,292320,M,8,23,1,0.25,0.71875,0.03125
2019,292324,H,11,26,3,0.275000006,0.6499999761999999,0.075000003
2019,295000,,0,1,0,0.0,1.0,0.0
2019,298202,A,0,7,8,0.0,0.46666666869999995,0.5333333611
2019,298203,A,0,1,6,0.0,0.1428571492,0.8571428657
2019,299000,,1,31,60,0.0108695654,0.3369565308,0.6521739364
2019,300306,T,0,0,5,0.0,0.0,1.0
2019,300308,E,3,20,8,0.0967741907,0.6451612711,0.2580645084
2019,300310,E,1,17,5,0.0434782617,0.7391304374,0.2173912972
2019,300312,H,12,67,24,0.1165048555,0.650485456,0.2330097109
2019,300314,H,1,4,0,0.200000003,0.8000000119,0.0
2019,300320,E,3,30,6,0.0769230798,0.7692307829999999,0.1538461596
2019,300325,M,1,21,12,0.0294117648,0.6176470518,0.3529411852
2019,300326,E,2,26,4,0.0625,0.8125,0.125
2019,300328,E,2,21,7,0.06666667009999999,0.6999999881,0.2333333343
2019,300330,M,4,31,5,0.1000000015,0.7749999762,0.125
2019,300336,E,3,19,8,0.1000000015,0.6333333254,0.2666666806
2019,300337,M,0,35,1,0.0,0.9722222090000001,0.027777778
2019,310304,I,8,42,6,0.1428571492,0.75,0.1071428582
2019,310308,I,3,35,17,0.054545454699999996,0.6363636254999999,0.3090909123
2019,310330,I,4,22,11,0.10810811070000001,0.5945945978,0.2972972989
2019,310336,I,5,34,19,0.0862068981,0.5862069129999999,0.3275862038
2019,310338,H,0,7,1,0.0,0.875,0.125
2019,310344,H,8,32,14,0.1481481493,0.592592597,0.2592592537
2019,310352,H,6,21,8,0.1714285761,0.6000000238000001,0.2285714298
2019,310356,I,6,19,21,0.1304347813,0.4130434692,0.4565217495
2019,310360,E,3,27,12,0.0714285746,0.6428571343,0.2857142985
2019,310364,T,5,20,9,0.1470588297,0.5882353187,0.26470589640000003
2019,310384,I,4,45,19,0.0588235296,0.6617646813,0.27941176300000004
2019,310388,I,10,43,14,0.149253726,0.6417910457,0.2089552283
2019,310392,H,8,23,6,0.21621622149999997,0.6216216086999999,0.1621621549
2019,320304,E,15,30,0,0.3333333433,0.6666666864999999,0.0
2019,320306,M,1,34,4,0.025641026,0.8717948794,0.10256410390000001
2019,320308,E,1,17,12,0.0333333351,0.5666666627,0.400000006
2019,320309,H,1,4,9,0.0714285746,0.2857142985,0.6428571343
2019,320310,E,3,25,9,0.0810810775,0.6756756902,0.2432432473
2019,320312,H,10,59,41,0.09090909359999999,0.5363636613,0.3727272749
2019,320313,E,0,22,12,0.0,0.6470588446,0.3529411852
2019,320314,T,1,30,5,0.027777778,0.8333333135,0.1388888955
2019,320315,E,1,24,7,0.03125,0.75,0.21875
2019,320316,M,7,36,11,0.1296296269,0.6666666864999999,0.20370370149999997
2019,320317,H,0,9,15,0.0,0.375,0.625
2019,320318,E,2,26,7,0.0571428575,0.7428571582,0.200000003
2019,320319,E,12,40,7,0.2033898234,0.6779661179,0.1186440662
2019,320320,E,16,25,2,0.3720930219,0.5813953279999999,0.046511627699999995
2019,320322,H,6,11,1,0.3333333433,0.6111111045000001,0.055555556
2019,320323,T,4,42,65,0.0360360369,0.3783783913,0.5855855942
2019,320324,E,5,23,9,0.1351351291,0.6216216086999999,0.2432432473
2019,320325,H,8,65,19,0.0869565234,0.7065217495,0.2065217346
2019,320327,E,2,25,9,0.055555556,0.694444418,0.25
2019,320328,E,6,37,8,0.1176470593,0.7254902124,0.15686275060000002
2019,320329,A,0,1,1,0.0,0.5,0.5
2019,320332,E,3,39,18,0.050000000700000005,0.6499999761999999,0.30000001190000003
2019,320336,A,0,0,16,0.0,0.0,1.0
2019,320338,M,6,20,4,0.200000003,0.6666666864999999,0.1333333403
2019,320339,E,0,24,6,0.0,0.8000000119,0.200000003
2019,320340,I,3,16,16,0.08571428810000001,0.4571428597,0.4571428597
2019,320341,T,4,11,1,0.25,0.6875,0.0625
2019,320342,M,1,13,11,0.0399999991,0.5199999809,0.43999999759999997
2019,320343,M,5,23,4,0.15625,0.71875,0.125
2019,320344,E,10,9,0,0.5263158083,0.4736842215,0.0
2019,320346,M,8,30,4,0.190476194,0.7142857313,0.095238097
2019,320347,E,1,8,6,0.06666667009999999,0.5333333611,0.400000006
2019,320348,E,5,15,6,0.1923076957,0.5769230723,0.2307692319
2019,320352,E,3,39,9,0.0588235296,0.7647058964,0.1764705926
2019,320353,H,0,2,5,0.0,0.2857142985,0.7142857313
2019,320354,E,1,14,5,0.050000000700000005,0.6999999881,0.25
2019,320355,M,10,43,3,0.1785714328,0.7678571343,0.0535714291
2019,320356,H,7,52,12,0.09859155119999999,0.7323943377,0.16901408140000002
2019,320360,E,3,27,15,0.06666667009999999,0.6000000238000001,0.3333333433
2019,320362,E,14,22,3,0.3589743674,0.5641025901,0.0769230798
2019,320363,E,2,19,14,0.0571428575,0.5428571701,0.400000006
2019,320364,E,3,33,14,0.0599999987,0.6600000262,0.2800000012
2019,320365,H,15,57,35,0.1401869208,0.5327102542000001,0.32710281010000003
2019,320366,M,6,34,11,0.1176470593,0.6666666864999999,0.2156862766
2019,320367,E,1,6,7,0.0714285746,0.4285714328,0.5
2019,320368,H,6,34,33,0.0821917802,0.4657534361,0.4520547986
2019,320369,E,6,21,17,0.13636364039999999,0.47727271909999996,0.3863636255
2019,320370,M,5,26,14,0.11111111189999999,0.5777778029,0.3111111224
2019,320372,E,4,29,15,0.0833333358,0.6041666864999999,0.3125
2019,320374,E,5,17,4,0.1923076957,0.6538461447,0.1538461596
2019,320376,E,3,37,5,0.06666667009999999,0.8222222328000001,0.11111111189999999
2019,320388,E,0,3,0,0.0,1.0,0.0
2019,320400,E,4,26,0,0.1333333403,0.8666666745999999,0.0
2019,320701,H,3,12,2,0.1764705926,0.7058823705,0.1176470593
2019,32D000,I,2,6,0,0.25,0.75,0.0
2019,32L000,A,12,37,51,0.11999999730000001,0.37000000479999995,0.5099999905
2019,32P000,I,0,3,0,0.0,1.0,0.0
2019,32R000,I,3,23,7,0.09090909359999999,0.6969696879,0.2121212184
2019,330304,E,2,40,3,0.0444444455,0.8888888954999999,0.06666667009999999
2019,330308,E,0,33,8,0.0,0.804878056,0.195121944
2019,330312,E,1,15,4,0.050000000700000005,0.75,0.200000003
2019,330326,H,0,2,8,0.0,0.200000003,0.8000000119
2019,330328,H,4,9,9,0.18181818719999998,0.4090909064,0.4090909064
2019,330332,M,3,4,3,0.30000001190000003,0.400000006,0.30000001190000003
2019,330334,E,3,12,2,0.1764705926,0.7058823705,0.1176470593
2019,330340,M,4,9,8,0.190476194,0.4285714328,0.380952388
2019,330344,M,2,11,5,0.11111111189999999,0.6111111045000001,0.277777791
2019,330348,M,1,12,9,0.045454546799999995,0.5454545617000001,0.4090909064
2019,330350,H,19,22,4,0.4222222269,0.4888888896,0.088888891
2019,330354,E,8,24,2,0.2352941185,0.7058823705,0.0588235296
2019,330358,H,10,16,13,0.2564102709,0.41025641560000004,0.3333333433
2019,330360,I,3,36,1,0.075000003,0.8999999762,0.0250000004
2019,33A000,A,1,19,4,0.0416666679,0.7916666865,0.1666666716
2019,340308,E,8,22,3,0.2424242496,0.6666666864999999,0.09090909359999999
2019,340311,H,3,52,6,0.0491803288,0.8524590135,0.09836065769999999
2019,340314,E,3,27,7,0.0810810775,0.729729712,0.1891891956
2019,340320,E,6,26,1,0.18181818719999998,0.7878788114,0.0303030312
2019,340326,E,3,33,8,0.06818182019999999,0.75,0.18181818719999998
2019,340330,H,9,29,5,0.2093023211,0.6744186282,0.1162790731
2019,340332,H,2,38,20,0.0333333351,0.6333333254,0.3333333433
2019,340334,E,2,30,9,0.048780486,0.7317073345,0.21951219440000003
2019,340336,H,0,10,18,0.0,0.3571428657,0.6428571343
2019,340344,E,1,4,5,0.1000000015,0.400000006,0.5
2019,340348,E,2,33,11,0.0434782617,0.7173913121,0.23913043739999998
2019,340350,M,2,47,15,0.03125,0.734375,0.234375
2019,340351,E,3,12,2,0.1764705926,0.7058823705,0.1176470593
2019,340354,I,3,19,11,0.09090909359999999,0.5757575631,0.3333333433
2019,340362,H,2,6,1,0.22222222390000002,0.6666666864999999,0.11111111189999999
2019,340364,H,14,83,8,0.1333333403,0.790476203,0.0761904791
2019,340366,M,4,40,3,0.08510638029999999,0.8510638475,0.0638297871
2019,340368,E,4,33,6,0.09302325550000001,0.7674418688,0.1395348907
2019,340372,M,4,38,10,0.0769230798,0.7307692170000001,0.1923076957
2019,340376,E,4,34,0,0.1052631587,0.8947368264,0.0
2019,340380,E,9,32,1,0.2142857164,0.7619047761,0.023809524300000003
2019,340382,H,14,54,15,0.1686746925,0.6506024003,0.1807228923
2019,340384,E,2,37,3,0.0476190485,0.8809523582,0.0714285746
2019,340385,T,1,16,0,0.0588235296,0.9411764740999999,0.0
2019,340390,E,3,37,0,0.075000003,0.9250000119,0.0
2019,340392,M,7,29,10,0.1521739066,0.6304348111,0.2173912972
2019,340400,E,9,27,0,0.25,0.75,0.0
2019,340403,E,0,30,5,0.0,0.8571428657,0.1428571492
2019,340406,M,3,43,29,0.0399999991,0.573333323,0.38666665549999996
2019,340416,E,1,38,15,0.0185185187,0.7037037015000001,0.277777791
2019,340420,M,2,26,14,0.0476190485,0.6190476418,0.3333333433
2019,340424,E,1,19,1,0.0476190485,0.9047619104000001,0.0476190485
2019,340426,E,4,48,2,0.0740740746,0.8888888954999999,0.0370370373
2019,340427,A,0,14,5,0.0,0.7368420959,0.2631579041
2019,340428,E,9,34,0,0.2093023211,0.7906976938,0.0
2019,340430,E,8,28,3,0.20512820780000002,0.7179487348,0.0769230798
2019,340432,E,4,18,11,0.1212121248,0.5454545617000001,0.3333333433
2019,340436,M,2,14,4,0.1000000015,0.6999999881,0.200000003
2019,340440,E,3,21,25,0.0612244904,0.4285714328,0.5102040768
2019,340442,M,4,44,22,0.0571428575,0.6285714507,0.3142857254
2019,340446,H,1,5,0,0.1666666716,0.8333333135,0.0
