year,agency_code,category_code,subgroup,pct_ap,pct_ib,pct_ccp,total_ap,total_ib,total_ccp
2019,00A000,A,AS7,3.23,,4.55,1.0,,1.0
2019,00A000,A,All,100.0,,100.0,31.0,,22.0
2019,00A000,A,BL7,25.81,,13.64,8.0,,3.0
2019,00A000,A,FEM,77.42,,86.36,24.0,,19.0
2019,00A000,A,HI7,6.45,,4.55,2.0,,1.0
2019,00A000,A,MALE,19.35,,13.64,6.0,,3.0
2019,00A000,A,MU7,3.23,,,1.0,,
2019,00A000,A,SWD,,,4.55,,,1.0
2019,00A000,A,WH7,58.06,,77.27,18.0,,17.0
2019,00B000,A,All,,,100.0,,,5.0
2019,00B000,A,BL7,,,40.0,,,2.0
2019,00B000,A,FEM,,,80.0,,,4.0
2019,00B000,A,MALE,,,20.0,,,1.0
2019,00B000,A,MU7,,,20.0,,,1.0
2019,00B000,A,WH7,,,40.0,,,2.0
2019,010303,H,AM7,,,0.9,,,2.0
2019,010303,H,AS7,,,2.71,,,6.0
2019,010303,H,All,,,100.0,,,221.0
2019,010303,H,BL7,,,19.46,,,43.0
2019,010303,H,FEM,,,58.37,,,129.0
2019,010303,H,HI7,,,28.05,,,62.0
2019,010303,H,MALE,,,41.63,,,92.0
2019,010303,H,MU7,,,4.98,,,11.0
2019,010303,H,SWD,,,0.45,,,1.0
2019,010303,H,WH7,,,43.89,,,97.0
2019,010324,H,AS7,2.02,,1.33,4.0,,6.0
2019,010324,H,All,100.0,,100.0,198.0,,451.0
2019,010324,H,BL7,5.05,,21.73,10.0,,98.0
2019,010324,H,ELS,0.51,,2.44,1.0,,11.0
2019,010324,H,FEM,37.37,,43.02,74.0,,194.0
2019,010324,H,HI7,6.06,,14.63,12.0,,66.0
2019,010324,H,MALE,22.73,,56.98,45.0,,257.0
2019,010324,H,MU7,2.02,,5.32,4.0,,24.0
2019,010324,H,PI7,,,0.44,,,2.0
2019,010324,H,SWD,,,13.08,,,59.0
2019,010324,H,WH7,44.95,,56.54,89.0,,255.0
2019,010348,H,AS7,0.92,,1.45,1.0,,2.0
2019,010348,H,All,100.0,,100.0,109.0,,138.0
2019,010348,H,BL7,11.01,,23.91,12.0,,33.0
2019,010348,H,ELS,,,7.97,,,11.0
2019,010348,H,FEM,28.44,,28.26,31.0,,39.0
2019,010348,H,HI7,18.35,,52.17,20.0,,72.0
2019,010348,H,MALE,13.76,,71.74,15.0,,99.0
2019,010348,H,MU7,2.75,,3.62,3.0,,5.0
2019,010348,H,SWD,,,13.77,,,19.0
2019,010348,H,WH7,9.17,,18.84,10.0,,26.0
2019,010360,H,AM7,1.28,,0.52,1.0,,1.0
2019,010360,H,AS7,,,1.05,,,2.0
2019,010360,H,All,100.0,,100.0,78.0,,191.0
2019,010360,H,BL7,25.64,,31.94,20.0,,61.0
2019,010360,H,ELS,,,10.47,,,20.0
2019,010360,H,FEM,30.77,,64.4,24.0,,123.0
2019,010360,H,HI7,25.64,,53.93,20.0,,103.0
2019,010360,H,MALE,32.05,,35.6,25.0,,68.0
2019,010360,H,MU7,1.28,,3.14,1.0,,6.0
2019,010360,H,SWD,,,19.37,,,37.0
2019,010360,H,WH7,8.97,,9.42,7.0,,18.0
2019,010378,A,All,,,100.0,,,6.0
2019,010378,A,BL7,,,33.33,,,2.0
2019,010378,A,FEM,,,16.67,,,1.0
2019,010378,A,HI7,,,16.67,,,1.0
2019,010378,A,MALE,,,83.33,,,5.0
2019,010378,A,MU7,,,16.67,,,1.0
2019,010378,A,SWD,,,50.0,,,3.0
2019,010378,A,WH7,,,33.33,,,2.0
2019,010388,H,AM7,,,0.52,,,3.0
2019,010388,H,AS7,1.57,,0.52,4.0,,3.0
2019,010388,H,All,100.0,,100.0,254.0,,578.0
2019,010388,H,BL7,0.79,,5.54,2.0,,32.0
2019,010388,H,ELS,,,1.38,,,8.0
2019,010388,H,FEM,29.53,,45.33,75.0,,262.0
2019,010388,H,HI7,4.33,,11.76,11.0,,68.0
2019,010388,H,MALE,21.26,,54.67,54.0,,316.0
2019,010388,H,MU7,0.79,,2.6,2.0,,15.0
2019,010388,H,SWD,0.39,,11.94,1.0,,69.0
2019,010388,H,WH7,43.31,,79.07,110.0,,457.0
2019,010396,H,AM7,,,0.27,,,1.0
2019,010396,H,AS7,3.68,16.67,3.76,10.0,5.0,14.0
2019,010396,H,All,100.0,100.0,100.0,272.0,30.0,372.0
2019,010396,H,BL7,6.25,20.0,29.3,17.0,6.0,109.0
2019,010396,H,ELS,0.37,,2.96,1.0,,11.0
2019,010396,H,FEM,30.15,43.33,53.76,82.0,13.0,200.0
2019,010396,H,HI7,9.56,16.67,27.15,26.0,5.0,101.0
2019,010396,H,MALE,27.57,56.67,46.24,75.0,17.0,172.0
2019,010396,H,MU7,2.57,3.33,3.76,7.0,1.0,14.0
2019,010396,H,PI7,,,0.27,,,1.0
2019,010396,H,SWD,,,8.87,,,33.0
2019,010396,H,WH7,35.66,43.33,35.48,97.0,13.0,132.0
2019,010400,H,AM7,,,0.71,,,2.0
2019,010400,H,AS7,2.48,,1.06,7.0,,3.0
2019,010400,H,All,100.0,,100.0,282.0,,283.0
2019,010400,H,BL7,2.84,,7.77,8.0,,22.0
2019,010400,H,ELS,,,1.41,,,4.0
2019,010400,H,FEM,31.91,,35.34,90.0,,100.0
2019,010400,H,HI7,4.61,,11.31,13.0,,32.0
2019,010400,H,MALE,22.34,,64.66,63.0,,183.0
2019,010400,H,MU7,1.77,,1.77,5.0,,5.0
2019,010400,H,PI7,,,0.35,,,1.0
2019,010400,H,SWD,,,4.95,,,14.0
2019,010400,H,WH7,42.55,,77.03,120.0,,218.0
2019,01B000,A,AS7,2.94,,,1.0,,
2019,01B000,A,All,100.0,,100.0,34.0,,27.0
2019,01B000,A,BL7,14.71,,22.22,5.0,,6.0
2019,01B000,A,FEM,35.29,,70.37,12.0,,19.0
2019,01B000,A,HI7,2.94,,,1.0,,
2019,01B000,A,MALE,35.29,,29.63,12.0,,8.0
2019,01B000,A,MU7,2.94,,,1.0,,
2019,01B000,A,WH7,47.06,,77.78,16.0,,21.0
2019,01C000,A,All,100.0,,100.0,2.0,,38.0
2019,01C000,A,BL7,,,5.26,,,2.0
2019,01C000,A,FEM,,,52.63,,,20.0
2019,01C000,A,HI7,,,10.53,,,4.0
2019,01C000,A,MALE,,,47.37,,,18.0
2019,01C000,A,WH7,,,84.21,,,32.0
2019,01D000,A,AS7,,,4.55,,,1.0
2019,01D000,A,All,100.0,,100.0,44.0,,22.0
2019,01D000,A,FEM,34.09,,54.55,15.0,,12.0
2019,01D000,A,HI7,,,4.55,,,1.0
2019,01D000,A,MALE,25.0,,45.45,11.0,,10.0
2019,01D000,A,MU7,4.55,,9.09,2.0,,2.0
2019,01D000,A,WH7,54.55,,81.82,24.0,,18.0
2019,020292,,All,,,100.0,,,1.0
2019,020292,,FEM,,,100.0,,,1.0
2019,020292,,WH7,,,100.0,,,1.0
2019,020302,H,AS7,0.59,,1.76,1.0,,10.0
2019,020302,H,All,100.0,,100.0,170.0,,567.0
2019,020302,H,BL7,,,3.53,,,20.0
2019,020302,H,ELS,,,0.71,,,4.0
2019,020302,H,FEM,30.59,,36.68,52.0,,208.0
2019,020302,H,HI7,1.18,,6.53,2.0,,37.0
2019,020302,H,MALE,16.47,,63.32,28.0,,359.0
2019,020302,H,MU7,1.76,,3.35,3.0,,19.0
2019,020302,H,SWD,,,11.29,,,64.0
2019,020302,H,WH7,43.53,,84.83,74.0,,481.0
2019,020303,H,AS7,,,4.0,,,7.0
2019,020303,H,All,,,100.0,,,175.0
2019,020303,H,BL7,,,1.14,,,2.0
2019,020303,H,FEM,,,54.86,,,96.0
2019,020303,H,HI7,,,17.71,,,31.0
2019,020303,H,MALE,,,45.14,,,79.0
2019,020303,H,MU7,,,3.43,,,6.0
2019,020303,H,SWD,,,1.14,,,2.0
2019,020303,H,WH7,,,73.71,,,129.0
2019,030304,H,AM7,,,0.74,,,2.0
2019,030304,H,AS7,,,0.37,,,1.0
2019,030304,H,All,,,100.0,,,270.0
2019,030304,H,ELS,,,2.96,,,8.0
2019,030304,H,FEM,,,48.89,,,132.0
2019,030304,H,HI7,,,20.74,,,56.0
2019,030304,H,MALE,,,51.11,,,138.0
2019,030304,H,MU7,,,1.11,,,3.0
2019,030304,H,SWD,,,9.26,,,25.0
2019,030304,H,WH7,,,77.04,,,208.0
2019,040304,H,AS7,,,5.81,,,10.0
2019,040304,H,All,,,100.0,,,172.0
2019,040304,H,BL7,,,30.23,,,52.0
2019,040304,H,FEM,,,64.53,,,111.0
2019,040304,H,HI7,,,4.07,,,7.0
2019,040304,H,MALE,,,35.47,,,61.0
2019,040304,H,MU7,,,2.33,,,4.0
2019,040304,H,WH7,,,57.56,,,99.0
2019,040305,T,All,,,100.0,,,7.0
2019,040305,T,BL7,,,100.0,,,7.0
2019,040305,T,FEM,,,28.57,,,2.0
2019,040305,T,MALE,,,71.43,,,5.0
2019,040306,H,AS7,,,1.25,,,5.0
2019,040306,H,All,100.0,,100.0,18.0,,399.0
2019,040306,H,BL7,,,58.4,,,233.0
2019,040306,H,ELS,,,3.26,,,13.0
2019,040306,H,FEM,5.56,,41.85,1.0,,167.0
2019,040306,H,HI7,,,5.76,,,23.0
2019,040306,H,MALE,,,58.15,,,232.0
2019,040306,H,MU7,,,4.51,,,18.0
2019,040306,H,SWD,,,10.78,,,43.0
2019,040306,H,WH7,5.56,,30.08,1.0,,120.0
2019,050302,H,AS7,1.04,,0.5,1.0,,2.0
2019,050302,H,All,100.0,,100.0,96.0,,404.0
2019,050302,H,BL7,,,0.25,,,1.0
2019,050302,H,ELS,,,1.49,,,6.0
2019,050302,H,FEM,53.13,,47.52,51.0,,192.0
2019,050302,H,HI7,3.13,,7.18,3.0,,29.0
2019,050302,H,MALE,21.88,,52.48,21.0,,212.0
2019,050302,H,MU7,2.08,,0.74,2.0,,3.0
2019,050302,H,SWD,,,9.41,,,38.0
2019,050302,H,WH7,68.75,,91.34,66.0,,369.0
2019,050303,H,All,,,100.0,,,60.0
2019,050303,H,FEM,,,68.33,,,41.0
2019,050303,H,HI7,,,10.0,,,6.0
2019,050303,H,MALE,,,31.67,,,19.0
2019,050303,H,WH7,,,90.0,,,54.0
2019,060302,H,AM7,,,0.51,,,1.0
2019,060302,H,AS7,,,0.51,,,1.0
2019,060302,H,All,100.0,,100.0,5.0,,197.0
2019,060302,H,BL7,20.0,,1.02,1.0,,2.0
2019,060302,H,ELS,,,3.05,,,6.0
2019,060302,H,FEM,80.0,,42.13,4.0,,83.0
2019,060302,H,HI7,,,8.12,,,16.0
2019,060302,H,MALE,,,57.87,,,114.0
2019,060302,H,MU7,20.0,,0.51,1.0,,1.0
2019,060302,H,PI7,,,0.51,,,1.0
2019,060302,H,SWD,,,9.64,,,19.0
2019,060302,H,WH7,40.0,,88.83,2.0,,175.0
2019,060334,T,All,,,100.0,,,4.0
2019,060334,T,FEM,,,25.0,,,1.0
2019,060334,T,MALE,,,75.0,,,3.0
2019,060334,T,PI7,,,25.0,,,1.0
2019,060334,T,WH7,,,75.0,,,3.0
2019,060700,H,AS7,2.08,,1.45,1.0,,1.0
2019,060700,H,All,100.0,,100.0,48.0,,69.0
2019,060700,H,FEM,50.0,,65.22,24.0,,45.0
2019,060700,H,HI7,2.08,,4.35,1.0,,3.0
2019,060700,H,MALE,31.25,,34.78,15.0,,24.0
2019,060700,H,SWD,4.17,,2.9,2.0,,2.0
2019,060700,H,WH7,77.08,,94.2,37.0,,65.0
2019,060701,H,All,,,100.0,,,19.0
2019,060701,H,ELS,,,5.26,,,1.0
2019,060701,H,FEM,,,21.05,,,4.0
2019,060701,H,HI7,,,15.79,,,3.0
2019,060701,H,MALE,,,78.95,,,15.0
2019,060701,H,SWD,,,26.32,,,5.0
2019,060701,H,WH7,,,84.21,,,16.0
2019,06A000,A,All,,,100.0,,,2.0
2019,06A000,A,BL7,,,50.0,,,1.0
2019,06A000,A,FEM,,,50.0,,,1.0
2019,06A000,A,MALE,,,50.0,,,1.0
2019,06A000,A,WH7,,,50.0,,,1.0
2019,06B000,A,All,,,100.0,,,7.0
2019,06B000,A,ELS,,,14.29,,,1.0
2019,06B000,A,FEM,,,100.0,,,7.0
2019,06B000,A,HI7,,,28.57,,,2.0
2019,06B000,A,SWD,,,28.57,,,2.0
2019,06B000,A,WH7,,,71.43,,,5.0
2019,070310,T,All,,,100.0,,,5.0
2019,070310,T,BL7,,,20.0,,,1.0
2019,070310,T,MALE,,,100.0,,,5.0
2019,070310,T,WH7,,,80.0,,,4.0
2019,070311,H,AM7,,,1.14,,,2.0
2019,070311,H,All,,,100.0,,,176.0
2019,070311,H,BL7,,,14.77,,,26.0
2019,070311,H,FEM,,,67.05,,,118.0
2019,070311,H,HI7,,,26.7,,,47.0
2019,070311,H,MALE,,,32.95,,,58.0
2019,070311,H,MU7,,,2.84,,,5.0
2019,070311,H,WH7,,,54.55,,,96.0
2019,070330,H,AS7,,,0.41,,,1.0
2019,070330,H,All,100.0,,100.0,24.0,,246.0
2019,070330,H,BL7,,,15.85,,,39.0
2019,070330,H,ELS,,,4.88,,,12.0
2019,070330,H,FEM,12.5,,49.19,3.0,,121.0
2019,070330,H,HI7,,,12.2,,,30.0
2019,070330,H,MALE,12.5,,50.81,3.0,,125.0
2019,070330,H,MU7,,,1.22,,,3.0
2019,070330,H,SWD,,,7.72,,,19.0
2019,070330,H,WH7,25.0,,70.33,6.0,,173.0
2019,070339,H,All,100.0,,100.0,30.0,,192.0
2019,070339,H,BL7,20.0,,29.17,6.0,,56.0
2019,070339,H,ELS,,,3.13,,,6.0
2019,070339,H,FEM,40.0,,49.48,12.0,,95.0
2019,070339,H,HI7,3.33,,13.54,1.0,,26.0
2019,070339,H,MALE,13.33,,50.52,4.0,,97.0
2019,070339,H,MU7,3.33,,2.6,1.0,,5.0
2019,070339,H,SWD,,,11.46,,,22.0
2019,070339,H,WH7,26.67,,54.69,8.0,,105.0
2019,070342,H,All,100.0,,100.0,97.0,,353.0
2019,070342,H,BL7,4.12,,25.78,4.0,,91.0
2019,070342,H,ELS,,,3.68,,,13.0
2019,070342,H,FEM,45.36,,49.01,44.0,,173.0
2019,070342,H,HI7,4.12,,16.43,4.0,,58.0
2019,070342,H,MALE,23.71,,50.99,23.0,,180.0
2019,070342,H,MU7,,,3.97,,,14.0
2019,070342,H,PI7,,,0.57,,,2.0
2019,070342,H,SWD,,,9.07,,,32.0
2019,070342,H,WH7,60.82,,53.26,59.0,,188.0
2019,07A000,A,All,,,100.0,,,16.0
2019,07A000,A,FEM,,,50.0,,,8.0
2019,07A000,A,MALE,,,50.0,,,8.0
2019,07A000,A,WH7,,,100.0,,,16.0
2019,080311,H,All,,,100.0,,,146.0
2019,080311,H,BL7,,,64.38,,,94.0
2019,080311,H,FEM,,,63.7,,,93.0
2019,080311,H,HI7,,,0.68,,,1.0
2019,080311,H,MALE,,,36.3,,,53.0
2019,080311,H,MU7,,,2.74,,,4.0
2019,080311,H,SWD,,,2.05,,,3.0
2019,080311,H,WH7,,,32.19,,,47.0
2019,080312,H,All,100.0,,100.0,1.0,,145.0
2019,080312,H,BL7,,,84.83,,,123.0
2019,080312,H,FEM,,,55.86,,,81.0
2019,080312,H,HI7,,,0.69,,,1.0
2019,080312,H,MALE,,,44.14,,,64.0
2019,080312,H,MU7,,,0.69,,,1.0
2019,080312,H,SWD,,,9.66,,,14.0
2019,080312,H,WH7,,,13.79,,,20.0
2019,090330,H,AM7,,,1.89,,,7.0
2019,090330,H,AS7,,,0.81,,,3.0
2019,090330,H,All,100.0,,100.0,2.0,,370.0
2019,090330,H,BL7,,,42.97,,,159.0
2019,090330,H,ELS,,,3.24,,,12.0
2019,090330,H,FEM,50.0,,57.57,1.0,,213.0
2019,090330,H,HI7,,,11.62,,,43.0
2019,090330,H,MALE,50.0,,42.43,1.0,,157.0
2019,090330,H,MU7,,,3.78,,,14.0
2019,090330,H,SWD,,,5.41,,,20.0
2019,090330,H,WH7,100.0,,38.92,2.0,,144.0
2019,090368,H,AM7,,,1.98,,,8.0
2019,090368,H,AS7,,,0.25,,,1.0
2019,090368,H,All,100.0,,100.0,65.0,,405.0
2019,090368,H,BL7,4.62,,23.7,3.0,,96.0
2019,090368,H,ELS,,,2.72,,,11.0
2019,090368,H,FEM,43.08,,57.78,28.0,,234.0
2019,090368,H,HI7,23.08,,21.98,15.0,,89.0
2019,090368,H,MALE,26.15,,42.22,17.0,,171.0
2019,090368,H,MU7,3.08,,2.96,2.0,,12.0
2019,090368,H,SWD,,,5.68,,,23.0
2019,090368,H,WH7,38.46,,49.14,25.0,,199.0
2019,090376,H,AM7,,,2.17,,,1.0
2019,090376,H,All,,,100.0,,,46.0
2019,090376,H,BL7,,,34.78,,,16.0
2019,090376,H,FEM,,,73.91,,,34.0
2019,090376,H,HI7,,,15.22,,,7.0
2019,090376,H,MALE,,,26.09,,,12.0
2019,090376,H,MU7,,,10.87,,,5.0
2019,090376,H,SWD,,,2.17,,,1.0
2019,090376,H,WH7,,,36.96,,,17.0
2019,09A000,T,All,,,100.0,,,4.0
2019,09A000,T,BL7,,,25.0,,,1.0
2019,09A000,T,FEM,,,50.0,,,2.0
2019,09A000,T,HI7,,,25.0,,,1.0
2019,09A000,T,MALE,,,50.0,,,2.0
2019,09A000,T,WH7,,,50.0,,,2.0
2019,100307,H,AS7,,,2.11,,,6.0
2019,100307,H,All,,,100.0,,,284.0
2019,100307,H,BL7,,,7.39,,,21.0
2019,100307,H,FEM,,,60.56,,,172.0
2019,100307,H,HI7,,,14.79,,,42.0
2019,100307,H,MALE,,,39.44,,,112.0
2019,100307,H,MU7,,,5.63,,,16.0
2019,100307,H,WH7,,,70.07,,,199.0
2019,100308,T,AM7,,,3.33,,,1.0
2019,100308,T,All,,,100.0,,,30.0
2019,100308,T,BL7,,,20.0,,,6.0
2019,100308,T,ELS,,,3.33,,,1.0
2019,100308,T,FEM,,,13.33,,,4.0
2019,100308,T,HI7,,,16.67,,,5.0
2019,100308,T,MALE,,,86.67,,,26.0
2019,100308,T,SWD,,,10.0,,,3.0
2019,100308,T,WH7,,,60.0,,,18.0
2019,100326,H,AM7,,,0.26,,,1.0
2019,100326,H,AS7,3.13,,1.28,2.0,,5.0
2019,100326,H,All,100.0,,100.0,64.0,,391.0
2019,100326,H,BL7,10.94,,17.9,7.0,,70.0
2019,100326,H,ELS,,,2.3,,,9.0
2019,100326,H,FEM,29.69,,45.27,19.0,,177.0
2019,100326,H,HI7,4.69,,13.04,3.0,,51.0
2019,100326,H,MALE,15.63,,54.73,10.0,,214.0
2019,100326,H,MU7,1.56,,5.37,1.0,,21.0
2019,100326,H,PI7,,,0.51,,,2.0
2019,100326,H,SWD,,,8.44,,,33.0
2019,100326,H,WH7,25.0,,61.64,16.0,,241.0
2019,100334,H,AM7,1.18,,0.99,2.0,,4.0
2019,100334,H,AS7,0.59,,0.5,1.0,,2.0
2019,100334,H,All,100.0,,100.0,170.0,,403.0
2019,100334,H,BL7,1.76,,6.2,3.0,,25.0
2019,100334,H,ELS,,,0.74,,,3.0
2019,100334,H,FEM,34.12,,45.16,58.0,,182.0
2019,100334,H,HI7,2.35,,5.46,4.0,,22.0
2019,100334,H,MALE,19.41,,54.84,33.0,,221.0
2019,100334,H,MU7,1.18,,3.97,2.0,,16.0
2019,100334,H,SWD,,,8.44,,,34.0
2019,100334,H,WH7,46.47,,82.88,79.0,,334.0
2019,100348,H,AM7,,,1.17,,,5.0
2019,100348,H,AS7,0.67,,0.93,1.0,,4.0
2019,100348,H,All,100.0,,100.0,150.0,,429.0
2019,100348,H,BL7,2.0,,10.96,3.0,,47.0
2019,100348,H,ELS,,,1.86,,,8.0
2019,100348,H,FEM,22.0,,47.79,33.0,,205.0
2019,100348,H,HI7,4.67,,15.15,7.0,,65.0
2019,100348,H,MALE,17.33,,52.21,26.0,,224.0
2019,100348,H,MU7,1.33,,3.03,2.0,,13.0
2019,100348,H,PI7,,,0.23,,,1.0
2019,100348,H,SWD,,,6.53,,,28.0
2019,100348,H,WH7,30.67,,68.53,46.0,,294.0
2019,110303,H,All,,,100.0,,,1.0
2019,110303,H,FEM,,,100.0,,,1.0
2019,110303,H,HI7,,,100.0,,,1.0
2019,110304,H,AS7,1.69,,1.08,4.0,,5.0
2019,110304,H,All,100.0,,100.0,236.0,,465.0
2019,110304,H,BL7,0.85,,7.31,2.0,,34.0
2019,110304,H,ELS,,,0.65,,,3.0
2019,110304,H,FEM,37.29,,54.19,88.0,,252.0
2019,110304,H,HI7,2.97,,6.24,7.0,,29.0
2019,110304,H,MALE,26.69,,45.81,63.0,,213.0
2019,110304,H,MU7,5.93,,6.02,14.0,,28.0
2019,110304,H,PI7,,,0.22,,,1.0
2019,110304,H,SWD,3.81,,13.55,9.0,,63.0
2019,110304,H,WH7,52.54,,79.14,124.0,,368.0
2019,110322,H,AS7,,,2.75,,,7.0
2019,110322,H,All,,,100.0,,,255.0
2019,110322,H,BL7,,,3.14,,,8.0
2019,110322,H,ELS,,,1.57,,,4.0
2019,110322,H,FEM,,,65.88,,,168.0
2019,110322,H,HI7,,,21.96,,,56.0
2019,110322,H,MALE,,,34.12,,,87.0
2019,110322,H,MU7,,,4.71,,,12.0
2019,110322,H,SWD,,,4.71,,,12.0
2019,110322,H,WH7,,,67.45,,,172.0
2019,110323,H,All,,,100.0,,,32.0
2019,110323,H,FEM,,,68.75,,,22.0
2019,110323,H,HI7,,,18.75,,,6.0
2019,110323,H,MALE,,,31.25,,,10.0
2019,110323,H,SWD,,,3.13,,,1.0
2019,110323,H,WH7,,,81.25,,,26.0
2019,110336,H,AM7,,,0.44,,,1.0
2019,110336,H,AS7,1.64,,1.75,2.0,,4.0
2019,110336,H,All,100.0,,100.0,122.0,,229.0
2019,110336,H,BL7,,,1.75,,,4.0
2019,110336,H,ELS,,,2.18,,,5.0
2019,110336,H,FEM,36.07,,48.91,44.0,,112.0
2019,110336,H,HI7,3.28,,8.73,4.0,,20.0
2019,110336,H,MALE,19.67,,51.09,24.0,,117.0
2019,110336,H,MU7,4.1,,3.93,5.0,,9.0
2019,110336,H,SWD,0.82,,16.16,1.0,,37.0
2019,110336,H,WH7,46.72,,83.41,57.0,,191.0
2019,110340,H,AS7,,,0.55,,,3.0
2019,110340,H,All,100.0,,100.0,120.0,,543.0
2019,110340,H,BL7,3.33,,7.18,4.0,,39.0
2019,110340,H,ELS,0.83,,5.34,1.0,,29.0
2019,110340,H,FEM,35.0,,44.94,42.0,,244.0
2019,110340,H,HI7,6.67,,26.15,8.0,,142.0
2019,110340,H,MALE,15.0,,55.06,18.0,,299.0
2019,110340,H,MU7,3.33,,5.89,4.0,,32.0
2019,110340,H,PI7,,,1.66,,,9.0
2019,110340,H,SWD,0.83,,11.6,1.0,,63.0
2019,110340,H,WH7,36.67,,58.56,44.0,,318.0
2019,110352,H,AS7,0.62,,,1.0,,
2019,110352,H,All,100.0,,100.0,161.0,,351.0
2019,110352,H,BL7,0.62,,1.71,1.0,,6.0
2019,110352,H,ELS,,,2.56,,,9.0
2019,110352,H,FEM,34.78,,53.85,56.0,,189.0
2019,110352,H,HI7,3.73,,15.95,6.0,,56.0
2019,110352,H,MALE,24.22,,46.15,39.0,,162.0
2019,110352,H,MU7,4.35,,4.56,7.0,,16.0
2019,110352,H,SWD,1.24,,13.39,2.0,,47.0
2019,110352,H,WH7,49.69,,77.78,80.0,,273.0
2019,110380,H,AM7,,,0.28,,,1.0
2019,110380,H,AS7,1.0,,0.57,2.0,,2.0
2019,110380,H,All,100.0,,100.0,201.0,,353.0
2019,110380,H,ELS,,,1.98,,,7.0
2019,110380,H,FEM,34.33,,48.16,69.0,,170.0
2019,110380,H,HI7,6.47,,9.63,13.0,,34.0
2019,110380,H,MALE,33.33,,51.84,67.0,,183.0
2019,110380,H,MU7,1.49,,2.27,3.0,,8.0
2019,110380,H,SWD,,,9.07,,,32.0
2019,110380,H,WH7,58.71,,87.25,118.0,,308.0
2019,110416,H,AM7,,,0.47,,,2.0
2019,110416,H,AS7,2.62,,2.12,9.0,,9.0
2019,110416,H,All,100.0,,100.0,344.0,,424.0
2019,110416,H,BL7,1.45,,11.08,5.0,,47.0
2019,110416,H,ELS,,,1.42,,,6.0
2019,110416,H,FEM,31.98,,49.29,110.0,,209.0
2019,110416,H,HI7,2.33,,14.15,8.0,,60.0
2019,110416,H,MALE,25.0,,50.71,86.0,,215.0
2019,110416,H,MU7,1.74,,6.37,6.0,,27.0
2019,110416,H,SWD,0.87,,7.31,3.0,,31.0
2019,110416,H,WH7,48.84,,65.8,168.0,,279.0
2019,110500,H,AM7,,,0.28,,,1.0
2019,110500,H,AS7,2.7,,4.25,1.0,,15.0
2019,110500,H,All,100.0,,100.0,37.0,,353.0
2019,110500,H,BL7,,,0.57,,,2.0
2019,110500,H,FEM,18.92,,52.41,7.0,,185.0
2019,110500,H,HI7,2.7,,7.65,1.0,,27.0
2019,110500,H,MALE,40.54,,47.59,15.0,,168.0
2019,110500,H,MU7,2.7,,3.97,1.0,,14.0
2019,110500,H,SWD,2.7,,2.83,1.0,,10.0
2019,110500,H,WH7,51.35,,83.29,19.0,,294.0
2019,111302,H,AM7,0.4,,0.56,1.0,,1.0
2019,111302,H,AS7,0.8,,2.79,2.0,,5.0
2019,111302,H,All,100.0,,100.0,249.0,,179.0
2019,111302,H,BL7,1.61,,8.94,4.0,,16.0
2019,111302,H,ELS,,,1.12,,,2.0
2019,111302,H,FEM,34.14,,56.42,85.0,,101.0
2019,111302,H,HI7,2.81,,5.59,7.0,,10.0
2019,111302,H,MALE,24.1,,43.58,60.0,,78.0
2019,111302,H,MU7,0.4,,5.03,1.0,,9.0
2019,111302,H,SWD,0.4,,3.91,1.0,,7.0
2019,111302,H,WH7,52.21,,77.09,130.0,,138.0
2019,111700,H,AS7,1.2,,0.85,2.0,,1.0
2019,111700,H,All,100.0,,100.0,167.0,,117.0
2019,111700,H,BL7,11.38,,14.53,19.0,,17.0
2019,111700,H,FEM,33.53,,57.26,56.0,,67.0
2019,111700,H,HI7,4.79,,8.55,8.0,,10.0
2019,111700,H,MALE,22.16,,42.74,37.0,,50.0
2019,111700,H,MU7,1.2,,2.56,2.0,,3.0
2019,111700,H,SWD,2.4,,5.98,4.0,,7.0
2019,111700,H,WH7,37.13,,73.5,62.0,,86.0
2019,11C000,A,All,,,100.0,,,1.0
2019,11C000,A,FEM,,,100.0,,,1.0
2019,11C000,A,WH7,,,100.0,,,1.0
2019,11D000,T,All,100.0,,100.0,23.0,,16.0
2019,11D000,T,FEM,17.39,,62.5,4.0,,10.0
2019,11D000,T,MALE,34.78,,37.5,8.0,,6.0
2019,11D000,T,MU7,4.35,,,1.0,,
2019,11D000,T,SWD,,,6.25,,,1.0
2019,11D000,T,WH7,47.83,,100.0,11.0,,16.0
2019,120308,T,All,,,100.0,,,38.0
2019,120308,T,BL7,,,7.89,,,3.0
2019,120308,T,FEM,,,26.32,,,10.0
2019,120308,T,HI7,,,5.26,,,2.0
2019,120308,T,MALE,,,73.68,,,28.0
2019,120308,T,MU7,,,2.63,,,1.0
2019,120308,T,SWD,,,36.84,,,14.0
2019,120308,T,WH7,,,84.21,,,32.0
2019,120310,H,AS7,,,21.58,,,30.0
2019,120310,H,All,,,100.0,,,139.0
2019,120310,H,BL7,,,0.72,,,1.0
2019,120310,H,ELS,,,0.72,,,1.0
2019,120310,H,FEM,,,66.91,,,93.0
2019,120310,H,HI7,,,5.76,,,8.0
2019,120310,H,MALE,,,33.09,,,46.0
2019,120310,H,MU7,,,1.44,,,2.0
2019,120310,H,WH7,,,70.5,,,98.0
2019,120314,H,AS7,3.85,,6.98,4.0,,22.0
2019,120314,H,All,100.0,,100.0,104.0,,315.0
