year,agency_code,cgr_type,subgroup,den,pct,masking
2019,00A000,EXT,ALL,20,15.0,
2019,00A000,EXT,MALE,12,8.3,
2019,00A000,EXT,NEDS,13,15.4,
2019,00A000,EXT,NSWD,16,18.8,
2019,00A000,EXT,WH7,12,8.3,
2019,00A000,STD,AIG,32,81.3,
2019,00A000,STD,ALL,383,48.3,
2019,00A000,STD,BL7,55,43.6,
2019,00A000,STD,EDS,83,31.3,
2019,00A000,STD,FEM,247,49.4,
2019,00A000,STD,HI7,37,43.2,
2019,00A000,STD,MALE,136,46.3,
2019,00A000,STD,MU7,33,45.5,
2019,00A000,STD,NEDS,300,53.0,
2019,00A000,STD,NSWD,346,49.7,
2019,00A000,STD,SWD,37,35.1,
2019,00A000,STD,WH7,248,50.4,
2019,00B000,EXT,ALL,55,61.8,
2019,00B000,EXT,EDS,14,35.7,
2019,00B000,EXT,FEM,36,66.7,
2019,00B000,EXT,MALE,19,52.6,
2019,00B000,EXT,NEDS,41,70.7,
2019,00B000,EXT,NSWD,52,63.5,
2019,00B000,EXT,WH7,37,56.8,
2019,00B000,STD,ALL,83,60.2,
2019,00B000,STD,EDS,26,30.8,
2019,00B000,STD,FEM,53,66.0,
2019,00B000,STD,MALE,30,50.0,
2019,00B000,STD,MU7,10,50.0,
2019,00B000,STD,NEDS,57,73.7,
2019,00B000,STD,NSWD,68,61.8,
2019,00B000,STD,SWD,15,53.3,
2019,00B000,STD,WH7,61,63.9,
2019,10303,EXT,ALL,33,95.0,1.0
2019,10303,EXT,EDS,10,95.0,1.0
2019,10303,EXT,FEM,22,95.0,1.0
2019,10303,EXT,MALE,11,95.0,1.0
2019,10303,EXT,NEDS,23,95.0,1.0
2019,10303,EXT,NSWD,32,95.0,1.0
2019,10303,EXT,WH7,21,95.0,1.0
2019,10303,STD,ALL,19,95.0,1.0
2019,10303,STD,FEM,17,95.0,1.0
2019,10303,STD,NEDS,13,95.0,1.0
2019,10303,STD,NSWD,19,95.0,1.0
2019,10303,STD,WH7,10,95.0,1.0
2019,10324,EXT,AIG,64,95.0,1.0
2019,10324,EXT,ALL,329,86.0,
2019,10324,EXT,BL7,73,90.4,
2019,10324,EXT,EDS,104,77.9,
2019,10324,EXT,FEM,136,89.0,
2019,10324,EXT,HI7,40,85.0,
2019,10324,EXT,HMS,11,45.5,
2019,10324,EXT,MALE,193,83.9,
2019,10324,EXT,MU7,14,78.6,
2019,10324,EXT,NEDS,225,89.8,
2019,10324,EXT,NSWD,275,88.4,
2019,10324,EXT,SWD,54,74.1,
2019,10324,EXT,WH7,199,84.9,
2019,10324,STD,AIG,65,95.0,1.0
2019,10324,STD,ALL,328,83.2,
2019,10324,STD,BL7,82,76.8,
2019,10324,STD,EDS,113,67.3,
2019,10324,STD,ELS,10,70.0,
2019,10324,STD,FEM,150,88.0,
2019,10324,STD,HI7,44,79.5,
2019,10324,STD,MALE,178,79.2,
2019,10324,STD,MU7,19,84.2,
2019,10324,STD,NEDS,215,91.6,
2019,10324,STD,NSWD,288,86.5,
2019,10324,STD,SWD,40,60.0,
2019,10324,STD,WH7,179,86.6,
2019,10348,EXT,AIG,13,95.0,1.0
2019,10348,EXT,ALL,223,75.3,
2019,10348,EXT,BL7,67,74.6,
2019,10348,EXT,EDS,140,80.7,
2019,10348,EXT,ELS,31,64.5,
2019,10348,EXT,FEM,104,75.0,
2019,10348,EXT,HI7,93,78.5,
2019,10348,EXT,HMS,22,36.4,
2019,10348,EXT,MALE,119,75.6,
2019,10348,EXT,MU7,18,55.6,
2019,10348,EXT,NEDS,83,66.3,
2019,10348,EXT,NSWD,193,77.7,
2019,10348,EXT,SWD,30,60.0,
2019,10348,EXT,WH7,41,75.6,
2019,10348,STD,AIG,19,94.7,
2019,10348,STD,ALL,217,68.7,
2019,10348,STD,BL7,63,68.3,
2019,10348,STD,EDS,133,65.4,
2019,10348,STD,ELS,29,55.2,
2019,10348,STD,FEM,102,77.5,
2019,10348,STD,HI7,97,74.2,
2019,10348,STD,HMS,12,66.7,
2019,10348,STD,MALE,115,60.9,
2019,10348,STD,MU7,10,70.0,
2019,10348,STD,NEDS,84,73.8,
2019,10348,STD,NSWD,181,74.0,
2019,10348,STD,SWD,36,41.7,
2019,10348,STD,WH7,43,53.5,
2019,10360,EXT,AIG,24,95.0,1.0
2019,10360,EXT,ALL,266,72.2,
2019,10360,EXT,BL7,95,75.8,
2019,10360,EXT,EDS,185,74.6,
2019,10360,EXT,ELS,58,60.3,
2019,10360,EXT,FEM,116,82.8,
2019,10360,EXT,HI7,140,70.7,
2019,10360,EXT,HMS,21,52.4,
2019,10360,EXT,MALE,150,64.0,
2019,10360,EXT,MU7,10,90.0,
2019,10360,EXT,NEDS,81,66.7,
2019,10360,EXT,NSWD,232,73.7,
2019,10360,EXT,SWD,34,61.8,
2019,10360,EXT,WH7,16,43.8,
2019,10360,STD,AIG,38,92.1,
2019,10360,STD,ALL,254,73.6,
2019,10360,STD,BL7,95,76.8,
2019,10360,STD,EDS,165,73.9,
2019,10360,STD,ELS,44,61.4,
2019,10360,STD,FEM,110,74.5,
2019,10360,STD,HI7,111,78.4,
2019,10360,STD,HMS,25,40.0,
2019,10360,STD,MALE,144,72.9,
2019,10360,STD,MU7,10,50.0,
2019,10360,STD,NEDS,89,73.0,
2019,10360,STD,NSWD,202,79.7,
2019,10360,STD,SWD,52,50.0,
2019,10360,STD,WH7,37,56.8,
2019,10388,EXT,AIG,75,95.0,1.0
2019,10388,EXT,ALL,425,81.9,
2019,10388,EXT,BL7,29,75.9,
2019,10388,EXT,EDS,131,71.8,
2019,10388,EXT,ELS,21,76.2,
2019,10388,EXT,FEM,213,84.5,
2019,10388,EXT,HI7,54,87.0,
2019,10388,EXT,HMS,22,45.5,
2019,10388,EXT,MALE,212,79.2,
2019,10388,EXT,MU7,15,80.0,
2019,10388,EXT,NEDS,294,86.4,
2019,10388,EXT,NSWD,370,86.8,
2019,10388,EXT,SWD,55,49.1,
2019,10388,EXT,WH7,320,81.9,
2019,10388,STD,AIG,69,95.0,1.0
2019,10388,STD,ALL,405,85.9,
2019,10388,STD,BL7,34,82.4,
2019,10388,STD,EDS,132,75.8,
2019,10388,STD,ELS,21,76.2,
2019,10388,STD,FEM,185,90.8,
2019,10388,STD,HI7,62,83.9,
2019,10388,STD,HMS,15,46.7,
2019,10388,STD,MALE,220,81.8,
2019,10388,STD,NEDS,273,90.8,
2019,10388,STD,NSWD,360,88.6,
2019,10388,STD,SWD,45,64.4,
2019,10388,STD,WH7,293,86.3,
2019,10396,EXT,AIG,57,95.0,1.0
2019,10396,EXT,ALL,315,84.4,
2019,10396,EXT,BL7,103,87.4,
2019,10396,EXT,EDS,173,83.2,
2019,10396,EXT,ELS,30,73.3,
2019,10396,EXT,FEM,149,86.6,
2019,10396,EXT,HI7,85,80.0,
2019,10396,EXT,HMS,22,59.1,
2019,10396,EXT,MALE,166,82.5,
2019,10396,EXT,MU7,14,85.7,
2019,10396,EXT,NEDS,142,85.9,
2019,10396,EXT,NSWD,279,86.4,
2019,10396,EXT,SWD,36,69.4,
2019,10396,EXT,WH7,103,83.5,
2019,10396,STD,AIG,62,95.0,1.0
2019,10396,STD,ALL,329,88.4,
2019,10396,STD,BL7,112,86.6,
2019,10396,STD,EDS,161,87.6,
2019,10396,STD,ELS,17,88.2,
2019,10396,STD,FEM,155,89.7,
2019,10396,STD,HI7,69,94.2,
2019,10396,STD,HMS,28,67.9,
2019,10396,STD,MALE,174,87.4,
2019,10396,STD,MU7,17,76.5,
2019,10396,STD,NEDS,168,89.3,
2019,10396,STD,NSWD,284,90.1,
2019,10396,STD,SWD,45,77.8,
2019,10396,STD,WH7,118,89.8,
2019,10400,EXT,AIG,83,95.0,1.0
2019,10400,EXT,ALL,354,91.0,
2019,10400,EXT,BL7,48,93.8,
2019,10400,EXT,EDS,94,86.2,
2019,10400,EXT,ELS,14,78.6,
2019,10400,EXT,FEM,159,88.7,
2019,10400,EXT,HI7,40,82.5,
2019,10400,EXT,HMS,16,62.5,
2019,10400,EXT,MALE,195,92.8,
2019,10400,EXT,MU7,12,91.7,
2019,10400,EXT,NEDS,260,92.7,
2019,10400,EXT,NSWD,313,92.3,
2019,10400,EXT,SWD,41,80.5,
2019,10400,EXT,WH7,247,91.5,
2019,10400,STD,AIG,68,95.0,1.0
2019,10400,STD,ALL,275,88.4,
2019,10400,STD,BL7,29,75.9,
2019,10400,STD,EDS,71,78.9,
2019,10400,STD,ELS,12,83.3,
2019,10400,STD,FEM,134,90.3,
2019,10400,STD,HI7,38,86.8,
2019,10400,STD,HMS,10,50.0,
2019,10400,STD,MALE,141,86.5,
2019,10400,STD,MU7,10,95.0,1.0
2019,10400,STD,NEDS,204,91.7,
2019,10400,STD,NSWD,254,90.9,
2019,10400,STD,SWD,21,57.1,
2019,10400,STD,WH7,190,89.5,
2019,010LEA,EXT,AIG,323,95.0,1.0
2019,010LEA,EXT,ALL,1945,83.0,
2019,010LEA,EXT,AS7,28,95.0,1.0
2019,010LEA,EXT,BL7,418,83.3,
2019,010LEA,EXT,EDS,837,79.1,
2019,010LEA,EXT,ELS,163,67.5,
2019,010LEA,EXT,FEM,899,85.4,
2019,010LEA,EXT,HI7,459,78.9,
2019,010LEA,EXT,HMS,115,50.4,
2019,010LEA,EXT,MALE,1046,80.9,
2019,010LEA,EXT,MU7,85,80.0,
2019,010LEA,EXT,NEDS,1108,85.9,
2019,010LEA,EXT,NSWD,1694,85.5,
2019,010LEA,EXT,SWD,251,66.1,
2019,010LEA,EXT,WH7,947,84.7,
2019,010LEA,STD,AIG,328,95.0,1.0
2019,010LEA,STD,ALL,1827,82.6,
2019,010LEA,STD,AS7,26,95.0,1.0
2019,010LEA,STD,BL7,418,78.7,
2019,010LEA,STD,EDS,781,75.3,
2019,010LEA,STD,ELS,133,68.4,
2019,010LEA,STD,FEM,853,86.5,
2019,010LEA,STD,HI7,423,81.8,
2019,010LEA,STD,HMS,98,53.1,
2019,010LEA,STD,MALE,974,79.3,
2019,010LEA,STD,MU7,77,79.2,
2019,010LEA,STD,NEDS,1046,88.1,
2019,010LEA,STD,NSWD,1588,86.2,
2019,010LEA,STD,SWD,239,59.0,
2019,010LEA,STD,WH7,870,84.8,
2019,01B000,EXT,ALL,35,94.3,
2019,01B000,EXT,FEM,21,95.0,1.0
2019,01B000,EXT,MALE,14,85.7,
2019,01B000,EXT,NEDS,33,93.9,
2019,01B000,EXT,NSWD,29,95.0,1.0
2019,01B000,EXT,WH7,30,93.3,
2019,01B000,STD,ALL,29,95.0,1.0
2019,01B000,STD,FEM,12,95.0,1.0
2019,01B000,STD,MALE,17,95.0,1.0
2019,01B000,STD,NEDS,29,95.0,1.0
2019,01B000,STD,NSWD,28,95.0,1.0
2019,01B000,STD,WH7,18,95.0,1.0
2019,01C000,EXT,ALL,35,95.0,1.0
2019,01C000,EXT,FEM,22,95.0,1.0
2019,01C000,EXT,MALE,13,95.0,1.0
2019,01C000,EXT,NEDS,32,95.0,1.0
2019,01C000,EXT,NSWD,33,95.0,1.0
2019,01C000,EXT,WH7,29,95.0,1.0
2019,01C000,STD,ALL,45,95.0,1.0
2019,01C000,STD,FEM,24,95.0,1.0
2019,01C000,STD,MALE,21,95.0,1.0
2019,01C000,STD,NEDS,41,95.0,1.0
2019,01C000,STD,NSWD,41,95.0,1.0
2019,01C000,STD,WH7,36,95.0,1.0
2019,01D000,EXT,ALL,36,88.9,
2019,01D000,EXT,FEM,14,85.7,
2019,01D000,EXT,MALE,22,90.9,
2019,01D000,EXT,NEDS,36,88.9,
2019,01D000,EXT,NSWD,28,89.3,
2019,01D000,EXT,WH7,30,90.0,
2019,01D000,STD,ALL,45,95.0,1.0
2019,01D000,STD,FEM,23,95.0,1.0
2019,01D000,STD,MALE,22,90.9,
2019,01D000,STD,NEDS,42,95.0,1.0
2019,01D000,STD,NSWD,41,95.0,1.0
2019,01D000,STD,WH7,42,95.0,1.0
2019,20302,EXT,AIG,101,95.0,1.0
2019,20302,EXT,ALL,403,85.1,
2019,20302,EXT,BL7,14,85.7,
2019,20302,EXT,EDS,135,74.1,
2019,20302,EXT,FEM,183,88.5,
2019,20302,EXT,HI7,31,87.1,
2019,20302,EXT,HMS,15,73.3,
2019,20302,EXT,MALE,220,82.3,
2019,20302,EXT,MU7,17,76.5,
2019,20302,EXT,NEDS,268,90.7,
2019,20302,EXT,NSWD,360,86.4,
2019,20302,EXT,SWD,43,74.4,
2019,20302,EXT,WH7,336,85.1,
2019,20302,STD,AIG,75,95.0,1.0
2019,20302,STD,ALL,369,83.5,
2019,20302,STD,BL7,16,87.5,
2019,20302,STD,EDS,134,73.9,
2019,20302,STD,ELS,11,36.4,
2019,20302,STD,FEM,183,90.7,
2019,20302,STD,HI7,31,64.5,
2019,20302,STD,HMS,17,82.4,
2019,20302,STD,MALE,186,76.3,
2019,20302,STD,MU7,11,81.8,
2019,20302,STD,NEDS,235,88.9,
2019,20302,STD,NSWD,316,86.4,
2019,20302,STD,SWD,53,66.0,
2019,20302,STD,WH7,300,85.3,
2019,020LEA,EXT,AIG,101,95.0,1.0
2019,020LEA,EXT,ALL,403,85.1,
2019,020LEA,EXT,BL7,14,85.7,
2019,020LEA,EXT,EDS,135,74.1,
2019,020LEA,EXT,FEM,183,88.5,
2019,020LEA,EXT,HI7,31,87.1,
2019,020LEA,EXT,HMS,15,73.3,
2019,020LEA,EXT,MALE,220,82.3,
2019,020LEA,EXT,MU7,17,76.5,
2019,020LEA,EXT,NEDS,268,90.7,
2019,020LEA,EXT,NSWD,360,86.4,
2019,020LEA,EXT,SWD,43,74.4,
2019,020LEA,EXT,WH7,336,85.1,
2019,020LEA,STD,AIG,75,95.0,1.0
2019,020LEA,STD,ALL,369,83.5,
2019,020LEA,STD,BL7,16,87.5,
2019,020LEA,STD,EDS,134,73.9,
2019,020LEA,STD,ELS,11,36.4,
2019,020LEA,STD,FEM,183,90.7,
2019,020LEA,STD,HI7,31,64.5,
2019,020LEA,STD,HMS,17,82.4,
2019,020LEA,STD,MALE,186,76.3,
2019,020LEA,STD,MU7,11,81.8,
2019,020LEA,STD,NEDS,235,88.9,
2019,020LEA,STD,NSWD,316,86.4,
2019,020LEA,STD,SWD,53,66.0,
2019,020LEA,STD,WH7,300,85.3,
2019,30304,EXT,AIG,21,95.0,1.0
2019,30304,EXT,ALL,100,92.0,
2019,30304,EXT,EDS,52,94.2,
2019,30304,EXT,FEM,46,95.0,1.0
2019,30304,EXT,HI7,18,88.9,
2019,30304,EXT,MALE,54,88.9,
2019,30304,EXT,NEDS,48,89.6,
2019,30304,EXT,NSWD,88,94.3,
2019,30304,EXT,SWD,12,75.0,
2019,30304,EXT,WH7,79,92.4,
2019,30304,STD,AIG,26,95.0,1.0
2019,30304,STD,ALL,131,89.3,
2019,30304,STD,EDS,61,86.9,
2019,30304,STD,FEM,68,94.1,
2019,30304,STD,HI7,25,95.0,1.0
2019,30304,STD,MALE,63,84.1,
2019,30304,STD,NEDS,70,91.4,
2019,30304,STD,NSWD,120,90.8,
2019,30304,STD,SWD,11,72.7,
2019,30304,STD,WH7,102,88.2,
2019,030LEA,EXT,AIG,21,95.0,1.0
2019,030LEA,EXT,ALL,100,92.0,
2019,030LEA,EXT,EDS,52,94.2,
2019,030LEA,EXT,FEM,46,95.0,1.0
2019,030LEA,EXT,HI7,18,88.9,
2019,030LEA,EXT,MALE,54,88.9,
2019,030LEA,EXT,NEDS,48,89.6,
2019,030LEA,EXT,NSWD,88,94.3,
2019,030LEA,EXT,SWD,12,75.0,
2019,030LEA,EXT,WH7,79,92.4,
2019,030LEA,STD,AIG,26,95.0,1.0
2019,030LEA,STD,ALL,131,89.3,
2019,030LEA,STD,EDS,61,86.9,
2019,030LEA,STD,FEM,68,94.1,
2019,030LEA,STD,HI7,25,95.0,1.0
2019,030LEA,STD,MALE,63,84.1,
2019,030LEA,STD,NEDS,70,91.4,
2019,030LEA,STD,NSWD,120,90.8,
2019,030LEA,STD,SWD,11,72.7,
2019,030LEA,STD,WH7,102,88.2,
2019,40304,EXT,AIG,15,95.0,1.0
2019,40304,EXT,ALL,58,95.0,1.0
2019,40304,EXT,BL7,27,95.0,1.0
2019,40304,EXT,EDS,14,95.0,1.0
2019,40304,EXT,FEM,40,95.0,1.0
2019,40304,EXT,MALE,18,95.0,1.0
2019,40304,EXT,NEDS,44,95.0,1.0
2019,40304,EXT,NSWD,57,95.0,1.0
2019,40304,EXT,WH7,28,95.0,1.0
2019,40304,STD,AIG,18,95.0,1.0
2019,40304,STD,ALL,36,95.0,1.0
2019,40304,STD,BL7,11,95.0,1.0
2019,40304,STD,EDS,10,90.0,
2019,40304,STD,FEM,22,95.0,1.0
2019,40304,STD,MALE,14,92.9,
2019,40304,STD,NEDS,26,95.0,1.0
2019,40304,STD,NSWD,35,95.0,1.0
2019,40304,STD,WH7,20,95.0,
2019,40305,EXT,ALL,45,51.1,
2019,40305,EXT,BL7,37,51.4,
2019,40305,EXT,EDS,25,48.0,
2019,40305,EXT,FEM,15,53.3,
2019,40305,EXT,MALE,30,50.0,
2019,40305,EXT,NEDS,20,55.0,
2019,40305,EXT,NSWD,40,50.0,
2019,40305,STD,ALL,102,51.0,
2019,40305,STD,BL7,86,52.3,
2019,40305,STD,EDS,59,55.9,
2019,40305,STD,FEM,30,53.3,
2019,40305,STD,MALE,72,50.0,
2019,40305,STD,NEDS,15,40.0,
2019,40305,STD,NSWD,25,52.0,
2019,40305,STD,SWD,15,53.3,
2019,40305,STD,WH7,13,46.2,
2019,40306,EXT,AIG,36,95.0,1.0
2019,40306,EXT,ALL,178,91.0,
2019,40306,EXT,BL7,105,93.3,
2019,40306,EXT,EDS,70,85.7,
2019,40306,EXT,FEM,88,92.0,
2019,40306,EXT,MALE,90,90.0,
2019,40306,EXT,NEDS,108,94.4,
2019,40306,EXT,NSWD,149,95.0,1.0
2019,40306,EXT,SWD,29,65.5,
2019,40306,EXT,WH7,61,86.9,
2019,40306,STD,AIG,27,95.0,1.0
2019,40306,STD,ALL,195,86.2,
2019,40306,STD,BL7,125,85.6,
2019,40306,STD,EDS,95,80.0,
2019,40306,STD,FEM,84,89.3,
2019,40306,STD,MALE,111,83.8,
2019,40306,STD,NEDS,100,92.0,
2019,40306,STD,NSWD,164,91.5,
2019,40306,STD,SWD,31,58.1,
2019,40306,STD,WH7,52,88.5,
2019,040LEA,EXT,AIG,52,95.0,1.0
2019,040LEA,EXT,ALL,281,86.5,
2019,040LEA,EXT,BL7,169,85.2,
2019,040LEA,EXT,EDS,109,78.9,
2019,040LEA,EXT,FEM,143,90.2,
2019,040LEA,EXT,MALE,138,82.6,
2019,040LEA,EXT,NEDS,172,91.3,
2019,040LEA,EXT,NSWD,246,89.4,
2019,040LEA,EXT,SWD,35,65.7,
2019,040LEA,EXT,WH7,95,89.5,
2019,040LEA,STD,AIG,47,95.0,1.0
2019,040LEA,STD,ALL,264,83.0,
2019,040LEA,STD,BL7,164,80.5,
2019,040LEA,STD,EDS,123,77.2,
2019,040LEA,STD,FEM,114,87.7,
2019,040LEA,STD,HI7,10,95.0,1.0
2019,040LEA,STD,MALE,150,79.3,
2019,040LEA,STD,NEDS,141,87.9,
2019,040LEA,STD,NSWD,224,87.9,
2019,040LEA,STD,SWD,40,55.0,
2019,040LEA,STD,WH7,77,87.0,
2019,50302,EXT,AIG,44,95.0,1.0
2019,50302,EXT,ALL,220,89.1,
2019,50302,EXT,EDS,103,89.3,
2019,50302,EXT,FEM,104,89.4,
2019,50302,EXT,HI7,19,89.5,
2019,50302,EXT,HMS,10,70.0,
2019,50302,EXT,MALE,116,88.8,
2019,50302,EXT,NEDS,117,88.9,
2019,50302,EXT,NSWD,192,92.2,
2019,50302,EXT,SWD,28,67.9,
2019,50302,EXT,WH7,196,89.3,
2019,50302,STD,AIG,36,95.0,1.0
2019,50302,STD,ALL,242,86.0,
2019,50302,STD,EDS,102,79.4,
2019,50302,STD,FEM,140,85.7,
2019,50302,STD,HI7,17,76.5,
2019,50302,STD,HMS,19,78.9,
2019,50302,STD,MALE,102,86.3,
2019,50302,STD,NEDS,140,90.7,
2019,50302,STD,NSWD,209,86.6,
2019,50302,STD,SWD,33,81.8,
2019,50302,STD,WH7,217,86.6,
2019,050LEA,EXT,AIG,44,95.0,1.0
2019,050LEA,EXT,ALL,220,89.1,
2019,050LEA,EXT,EDS,103,89.3,
2019,050LEA,EXT,FEM,104,89.4,
2019,050LEA,EXT,HI7,19,89.5,
2019,050LEA,EXT,HMS,10,70.0,
2019,050LEA,EXT,MALE,116,88.8,
2019,050LEA,EXT,NEDS,117,88.9,
2019,050LEA,EXT,NSWD,192,92.2,
2019,050LEA,EXT,SWD,28,67.9,
2019,050LEA,EXT,WH7,196,89.3,
2019,050LEA,STD,AIG,36,95.0,1.0
2019,050LEA,STD,ALL,242,86.0,
2019,050LEA,STD,EDS,102,79.4,
2019,050LEA,STD,FEM,140,85.7,
2019,050LEA,STD,HI7,17,76.5,
2019,050LEA,STD,HMS,19,78.9,
2019,050LEA,STD,MALE,102,86.3,
2019,050LEA,STD,NEDS,140,90.7,
2019,050LEA,STD,NSWD,209,86.6,
2019,050LEA,STD,SWD,33,81.8,
2019,050LEA,STD,WH7,217,86.6,
2019,60302,EXT,ALL,82,87.8,
2019,60302,EXT,EDS,54,88.9,
2019,60302,EXT,ELS,10,90.0,
2019,60302,EXT,FEM,39,92.3,
2019,60302,EXT,HI7,14,92.9,
2019,60302,EXT,MALE,43,83.7,
2019,60302,EXT,NEDS,28,85.7,
2019,60302,EXT,NSWD,72,87.5,
2019,60302,EXT,SWD,10,90.0,
2019,60302,EXT,WH7,66,87.9,
2019,60302,STD,ALL,95,94.7,
2019,60302,STD,EDS,49,95.0,1.0
2019,60302,STD,FEM,43,95.0,1.0
2019,60302,STD,MALE,52,94.2,
2019,60302,STD,NEDS,46,93.5,
2019,60302,STD,NSWD,79,95.0,1.0
2019,60302,STD,SWD,16,87.5,
2019,60302,STD,WH7,83,95.0,1.0
2019,60334,EXT,ALL,15,95.0,1.0
2019,60334,EXT,MALE,12,95.0,1.0
2019,60334,EXT,NSWD,10,95.0,1.0
2019,60334,EXT,WH7,15,95.0,1.0
2019,60334,STD,ALL,51,74.5,
2019,60334,STD,EDS,29,75.9,
2019,60334,STD,FEM,15,73.3,
2019,60334,STD,MALE,36,75.0,
2019,60334,STD,NEDS,12,50.0,
2019,60334,STD,NSWD,17,47.1,
2019,60334,STD,SWD,12,91.7,
2019,60334,STD,WH7,48,75.0,
2019,60700,EXT,AIG,20,95.0,1.0
2019,60700,EXT,ALL,69,95.0,1.0
2019,60700,EXT,EDS,31,95.0,1.0
2019,60700,EXT,FEM,43,95.0,1.0
2019,60700,EXT,MALE,26,95.0,1.0
2019,60700,EXT,NEDS,38,95.0,1.0
2019,60700,EXT,NSWD,67,95.0,1.0
2019,60700,EXT,WH7,64,95.0,1.0
2019,60700,STD,AIG,23,95.0,1.0
2019,60700,STD,ALL,46,95.0,1.0
2019,60700,STD,EDS,12,95.0,1.0
2019,60700,STD,FEM,33,95.0,1.0
2019,60700,STD,MALE,13,92.3,
2019,60700,STD,NEDS,34,94.1,
2019,60700,STD,NSWD,44,95.0,1.0
2019,60700,STD,WH7,44,95.0,1.0
2019,060LEA,EXT,AIG,28,95.0,1.0
2019,060LEA,EXT,ALL,166,94.0,
2019,060LEA,EXT,EDS,94,93.6,
2019,060LEA,EXT,ELS,10,90.0,
2019,060LEA,EXT,FEM,85,95.0,1.0
2019,060LEA,EXT,HI7,18,94.4,
2019,060LEA,EXT,MALE,81,91.4,
2019,060LEA,EXT,NEDS,72,94.4,
2019,060LEA,EXT,NSWD,149,94.0,
2019,060LEA,EXT,SWD,17,94.1,
2019,060LEA,EXT,WH7,145,94.5,
2019,060LEA,STD,AIG,32,93.8,
2019,060LEA,STD,ALL,162,89.5,
2019,060LEA,STD,EDS,70,91.4,
2019,060LEA,STD,FEM,82,93.9,
2019,060LEA,STD,MALE,80,85.0,
2019,060LEA,STD,NEDS,92,88.0,
2019,060LEA,STD,NSWD,140,90.0,
2019,060LEA,STD,SWD,22,86.4,
2019,060LEA,STD,WH7,147,89.8,
2019,06A000,STD,ALL,12,8.3,
2019,06A000,STD,FEM,10,5.0,2.0
2019,06B000,STD,ALL,12,66.7,
2019,06B000,STD,NSWD,10,60.0,
2019,70310,EXT,ALL,35,71.4,
2019,70310,EXT,BL7,21,71.4,
2019,70310,EXT,EDS,19,73.7,
2019,70310,EXT,FEM,15,80.0,
2019,70310,EXT,MALE,20,65.0,
2019,70310,EXT,NEDS,16,68.8,
2019,70310,EXT,NSWD,25,76.0,
2019,70310,EXT,SWD,10,60.0,
2019,70310,EXT,WH7,10,60.0,
2019,70310,STD,ALL,119,65.5,
2019,70310,STD,BL7,73,64.4,
2019,70310,STD,EDS,71,77.5,
2019,70310,STD,FEM,44,72.7,
2019,70310,STD,MALE,75,61.3,
2019,70310,STD,NEDS,21,33.3,
2019,70310,STD,NSWD,44,68.2,
2019,70310,STD,SWD,28,53.6,
2019,70310,STD,WH7,35,68.6,
2019,70311,EXT,ALL,34,95.0,1.0
2019,70311,EXT,FEM,22,95.0,1.0
2019,70311,EXT,MALE,12,95.0,1.0
2019,70311,EXT,NEDS,25,95.0,1.0
2019,70311,EXT,NSWD,34,95.0,1.0
2019,70311,EXT,WH7,18,95.0,1.0
2019,70311,STD,AIG,21,95.0,1.0
2019,70311,STD,ALL,57,95.0,1.0
2019,70311,STD,EDS,30,95.0,1.0
2019,70311,STD,FEM,35,95.0,1.0
2019,70311,STD,HI7,14,95.0,1.0
2019,70311,STD,MALE,22,95.0,1.0
2019,70311,STD,NEDS,27,95.0,1.0
2019,70311,STD,NSWD,56,95.0,1.0
2019,70311,STD,WH7,33,95.0,1.0
2019,70330,EXT,AIG,21,95.0,1.0
2019,70330,EXT,ALL,112,84.8,
2019,70330,EXT,BL7,16,81.3,
2019,70330,EXT,EDS,27,77.8,
2019,70330,EXT,FEM,58,79.3,
2019,70330,EXT,HI7,10,80.0,
2019,70330,EXT,MALE,54,90.7,
2019,70330,EXT,NEDS,85,87.1,
2019,70330,EXT,NSWD,96,90.6,
2019,70330,EXT,SWD,16,50.0,
2019,70330,EXT,WH7,82,85.4,
2019,70330,STD,AIG,21,95.0,1.0
2019,70330,STD,ALL,103,83.5,
2019,70330,STD,BL7,22,90.9,
2019,70330,STD,EDS,40,87.5,
2019,70330,STD,FEM,55,85.5,
2019,70330,STD,HI7,10,90.0,
2019,70330,STD,MALE,48,81.3,
2019,70330,STD,NEDS,63,81.0,
2019,70330,STD,NSWD,85,88.2,
2019,70330,STD,SWD,18,61.1,
2019,70330,STD,WH7,68,83.8,
2019,70339,EXT,AIG,10,90.0,
2019,70339,EXT,ALL,141,83.7,
2019,70339,EXT,BL7,49,87.8,
2019,70339,EXT,EDS,55,81.8,
2019,70339,EXT,FEM,65,86.2,
2019,70339,EXT,HI7,15,86.7,
2019,70339,EXT,MALE,76,81.6,
2019,70339,EXT,MU7,13,92.3,
2019,70339,EXT,NEDS,86,84.9,
2019,70339,EXT,NSWD,126,88.1,
2019,70339,EXT,SWD,15,46.7,
2019,70339,EXT,WH7,64,78.1,
2019,70339,STD,AIG,15,93.3,
2019,70339,STD,ALL,120,82.5,
2019,70339,STD,BL7,36,77.8,
2019,70339,STD,EDS,59,84.7,
2019,70339,STD,FEM,51,86.3,
2019,70339,STD,HI7,12,91.7,
2019,70339,STD,MALE,69,79.7,
2019,70339,STD,NEDS,61,80.3,
2019,70339,STD,NSWD,96,86.5,
2019,70339,STD,SWD,24,66.7,
2019,70339,STD,WH7,67,82.1,
2019,70342,EXT,AIG,47,93.6,
2019,70342,EXT,ALL,263,84.0,
