year,agency_code,target,pct_met,target_met,target_assign
2019,00A000,Total Targets,14.3,3,21
2019,00A000,Math Grades 3-8,0.0,0,7
2019,00A000,Math Grade 11,66.7,2,3
2019,00A000,Reading Grades 3-8,14.3,1,7
2019,00A000,Reading Grade 10,0.0,0,4
2019,00B000,Total Targets,25.0,5,20
2019,00B000,4 Year Graduation Rate,50.0,1,2
2019,00B000,Math Grades 3-8,0.0,0,7
2019,00B000,Math Grade 11,100.0,2,2
2019,00B000,Reading Grades 3-8,14.3,1,7
2019,00B000,Reading Grade 10,50.0,1,2
2019,010303,Total Targets,50.0,1,2
2019,010303,Math Grade 11,100.0,1,1
2019,010303,Reading Grade 10,0.0,0,1
2019,010304,Total Targets,9.1,1,11
2019,010304,EL Progress,100.0,1,1
2019,010304,Math Grades 3-8,0.0,0,5
2019,010304,Reading Grades 3-8,0.0,0,5
2019,010308,Total Targets,0.0,0,10
2019,010308,Math Grades 3-8,0.0,0,5
2019,010308,Reading Grades 3-8,0.0,0,5
2019,010310,Total Targets,20.0,3,15
2019,010310,EL Progress,100.0,1,1
2019,010310,Math Grades 3-8,14.3,1,7
2019,010310,Reading Grades 3-8,14.3,1,7
2019,010312,Total Targets,6.7,1,15
2019,010312,EL Progress,100.0,1,1
2019,010312,Math Grades 3-8,0.0,0,7
2019,010312,Reading Grades 3-8,0.0,0,7
2019,010320,Total Targets,16.7,1,6
2019,010320,Math Grades 3-8,0.0,0,3
2019,010320,Reading Grades 3-8,33.3,1,3
2019,010324,Total Targets,15.8,3,19
2019,010324,4 Year Graduation Rate,16.7,1,6
2019,010324,EL Progress,0.0,0,1
2019,010324,Math Grade 11,0.0,0,6
2019,010324,Reading Grade 10,33.3,2,6
2019,010326,Total Targets,23.1,3,13
2019,010326,EL Progress,100.0,1,1
2019,010326,Math Grades 3-8,0.0,0,6
2019,010326,Reading Grades 3-8,33.3,2,6
2019,010328,Total Targets,12.5,1,8
2019,010328,Math Grades 3-8,25.0,1,4
2019,010328,Reading Grades 3-8,0.0,0,4
2019,010340,Total Targets,7.7,1,13
2019,010340,EL Progress,100.0,1,1
2019,010340,Math Grades 3-8,0.0,0,6
2019,010340,Reading Grades 3-8,0.0,0,6
2019,010346,Total Targets,9.1,1,11
2019,010346,EL Progress,100.0,1,1
2019,010346,Math Grades 3-8,0.0,0,5
2019,010346,Reading Grades 3-8,0.0,0,5
2019,010347,Total Targets,13.3,2,15
2019,010347,EL Progress,100.0,1,1
2019,010347,Math Grades 3-8,0.0,0,7
2019,010347,Reading Grades 3-8,14.3,1,7
2019,010348,Total Targets,12.5,2,16
2019,010348,4 Year Graduation Rate,0.0,0,6
2019,010348,EL Progress,0.0,0,1
2019,010348,Math Grade 11,25.0,1,4
2019,010348,Reading Grade 10,20.0,1,5
2019,010350,Total Targets,11.8,2,17
2019,010350,EL Progress,0.0,0,1
2019,010350,Math Grades 3-8,12.5,1,8
2019,010350,Reading Grades 3-8,12.5,1,8
2019,010351,Total Targets,26.7,4,15
2019,010351,EL Progress,100.0,1,1
2019,010351,Math Grades 3-8,14.3,1,7
