year,agency_code,subgroup,count,count_masked,den,den_masked,pct,pct_masked,masking
2019,130340,ALL,18,18,18,18,1.0,1.0,
2019,130342,ALL,18,18,18,18,1.0,1.0,
2019,132308,ALL,3,10,3,10,1.0,,3.0
2019,132336,ALL,66,66,66,66,1.0,1.0,
2019,140304,ALL,16,16,16,16,1.0,1.0,
2019,140308,ALL,12,12,12,12,1.0,1.0,
2019,140312,ALL,17,17,17,17,1.0,1.0,
2019,140316,ALL,28,28,28,28,1.0,1.0,
2019,140324,ALL,31,31,31,31,1.0,1.0,
2019,140340,ALL,25,25,25,25,1.0,1.0,
2019,140344,ALL,11,11,11,11,1.0,1.0,
2019,140352,ALL,27,27,27,27,1.0,1.0,
2019,140360,ALL,11,11,11,11,1.0,1.0,
2019,140376,ALL,9,10,9,10,1.0,,3.0
2019,140384,ALL,18,18,18,18,1.0,1.0,
2019,140388,ALL,14,14,14,14,1.0,1.0,
2019,140396,ALL,29,29,29,29,1.0,1.0,
2019,150308,ALL,40,40,40,40,1.0,1.0,
2019,160304,ALL,10,10,10,10,1.0,1.0,
2019,160306,ALL,14,14,14,14,1.0,1.0,
2019,160308,ALL,14,14,14,14,1.0,1.0,
2019,160322,ALL,15,15,15,15,1.0,1.0,
2019,160324,ALL,15,15,15,15,1.0,1.0,
2019,160332,ALL,14,14,14,14,1.0,1.0,
2019,160352,ALL,13,13,13,13,1.0,1.0,
2019,170334,ALL,18,18,18,18,1.0,1.0,
2019,170339,ALL,22,22,22,22,1.0,1.0,
2019,170342,ALL,18,18,18,18,1.0,1.0,
2019,180304,ALL,21,21,21,21,1.0,1.0,
2019,180324,ALL,17,17,17,17,1.0,1.0,
2019,180332,ALL,16,16,16,16,1.0,1.0,
2019,180343,ALL,15,15,15,15,1.0,1.0,
2019,180356,ALL,17,17,17,17,1.0,1.0,
2019,180360,ALL,35,35,35,35,1.0,1.0,
2019,180372,ALL,21,21,21,21,1.0,1.0,
2019,180379,ALL,16,16,16,16,1.0,1.0,
2019,180380,ALL,15,15,15,15,1.0,1.0,
2019,180388,ALL,16,16,16,16,1.0,1.0,
2019,181336,ALL,48,48,48,48,1.0,1.0,
2019,181342,ALL,32,32,32,32,1.0,1.0,
2019,181344,ALL,14,14,14,14,1.0,1.0,
2019,182304,ALL,21,21,21,21,1.0,1.0,
2019,182322,ALL,18,18,18,18,1.0,1.0,
2019,182324,ALL,16,16,16,16,1.0,1.0,
2019,182328,ALL,17,17,17,17,1.0,1.0,
2019,190304,ALL,12,12,12,12,1.0,1.0,
2019,190340,ALL,16,16,16,16,1.0,1.0,
2019,190341,ALL,53,53,53,53,1.0,1.0,
2019,190346,ALL,34,34,34,34,1.0,1.0,
2019,190348,ALL,43,43,43,43,1.0,1.0,
2019,190350,ALL,36,36,36,36,1.0,1.0,
2019,190370,ALL,44,44,44,44,1.0,1.0,
2019,200304,ALL,35,35,35,35,1.0,1.0,
2019,200312,ALL,9,10,9,10,1.0,,3.0
2019,200320,ALL,18,18,18,18,1.0,1.0,
2019,200324,ALL,36,36,36,36,1.0,1.0,
2019,200332,ALL,18,18,18,18,1.0,1.0,
2019,200336,ALL,18,18,18,18,1.0,1.0,
2019,210316,ALL,56,56,56,56,1.0,1.0,
2019,220308,ALL,57,57,57,57,1.0,1.0,
2019,230304,ALL,33,33,33,33,1.0,1.0,
2019,230308,ALL,34,34,34,34,1.0,1.0,
2019,230320,ALL,16,16,16,16,1.0,1.0,
2019,230334,ALL,16,16,16,16,1.0,1.0,
2019,230340,ALL,32,32,32,32,1.0,1.0,
2019,230342,ALL,33,33,33,33,1.0,1.0,
2019,230344,ALL,30,30,30,30,1.0,1.0,
2019,230346,ALL,48,48,48,48,1.0,1.0,
2019,230348,ALL,22,22,22,22,1.0,1.0,
2019,230355,ALL,31,31,31,31,1.0,1.0,
2019,230357,ALL,17,17,17,17,1.0,1.0,
2019,230364,ALL,1,10,1,10,1.0,,3.0
2019,230368,ALL,40,40,40,40,1.0,1.0,
2019,230370,ALL,32,32,32,32,1.0,1.0,
2019,230376,ALL,30,30,30,30,1.0,1.0,
2019,230380,ALL,16,16,16,16,1.0,1.0,
2019,240308,ALL,30,30,30,30,1.0,1.0,
2019,240328,ALL,26,26,26,26,1.0,1.0,
2019,240332,ALL,17,17,17,17,1.0,1.0,
2019,240344,ALL,14,14,14,14,1.0,1.0,
2019,240352,ALL,16,16,16,16,1.0,1.0,
2019,240354,ALL,29,29,29,29,1.0,1.0,
2019,240370,ALL,22,22,22,22,1.0,1.0,
2019,240372,ALL,46,46,46,46,1.0,1.0,
2019,240388,ALL,29,29,29,29,1.0,1.0,
2019,241320,ALL,61,61,61,61,1.0,1.0,
2019,250306,ALL,8,10,8,10,1.0,,3.0
2019,250308,ALL,16,16,16,16,1.0,1.0,
2019,250320,ALL,35,35,35,35,1.0,1.0,
2019,250328,ALL,11,11,11,11,1.0,1.0,
2019,250336,ALL,12,12,12,12,1.0,1.0,
2019,250348,ALL,9,10,9,10,1.0,,3.0
2019,250350,ALL,34,34,34,34,1.0,1.0,
2019,260306,ALL,16,16,16,16,1.0,1.0,
2019,260310,ALL,15,15,15,15,1.0,1.0,
2019,260320,ALL,16,16,16,16,1.0,1.0,
2019,260326,ALL,32,32,32,32,1.0,1.0,
2019,260332,ALL,15,15,15,15,1.0,1.0,
2019,260338,ALL,52,52,52,52,1.0,1.0,
2019,260340,ALL,5,10,5,10,1.0,,3.0
2019,260342,ALL,30,30,30,30,1.0,1.0,
2019,260344,ALL,1,10,1,10,1.0,,3.0
2019,260348,ALL,15,15,15,15,1.0,1.0,
2019,260352,ALL,16,16,16,16,1.0,1.0,
2019,260356,ALL,16,16,16,16,1.0,1.0,
2019,260363,ALL,17,17,17,17,1.0,1.0,
2019,260364,ALL,20,20,20,20,1.0,1.0,
2019,260370,ALL,32,32,32,32,1.0,1.0,
2019,260373,ALL,30,30,30,30,1.0,1.0,
2019,260375,ALL,15,15,15,15,1.0,1.0,
2019,260382,ALL,16,16,16,16,1.0,1.0,
2019,260386,ALL,9,10,9,10,1.0,,3.0
2019,260396,ALL,17,17,17,17,1.0,1.0,
2019,260398,ALL,32,32,32,32,1.0,1.0,
2019,260400,ALL,14,14,14,14,1.0,1.0,
2019,260402,ALL,4,10,4,10,1.0,,3.0
2019,260403,ALL,32,32,32,32,1.0,1.0,
2019,260404,ALL,16,16,16,16,1.0,1.0,
2019,260405,ALL,1,10,1,10,1.0,,3.0
2019,260407,ALL,37,37,37,37,1.0,1.0,
2019,260410,ALL,30,30,30,30,1.0,1.0,
2019,260414,ALL,15,15,15,15,1.0,1.0,
2019,260415,ALL,30,30,30,30,1.0,1.0,
2019,260416,ALL,16,16,16,16,1.0,1.0,
2019,260426,ALL,16,16,16,16,1.0,1.0,
2019,260432,ALL,21,21,21,21,1.0,1.0,
2019,260450,ALL,18,18,18,18,1.0,1.0,
2019,260452,ALL,14,14,14,14,1.0,1.0,
2019,260459,ALL,30,30,30,30,1.0,1.0,
2019,270304,ALL,34,34,34,34,1.0,1.0,
2019,270320,ALL,22,22,22,22,1.0,1.0,
2019,280302,ALL,18,18,18,18,1.0,1.0,
2019,280310,ALL,36,36,36,36,1.0,1.0,
2019,280312,ALL,45,45,45,45,1.0,1.0,
2019,280324,ALL,36,36,36,36,1.0,1.0,
2019,290306,ALL,3,10,3,10,1.0,,3.0
2019,290312,ALL,24,24,24,24,1.0,1.0,
2019,290316,ALL,9,10,9,10,1.0,,3.0
2019,290320,ALL,7,10,7,10,1.0,,3.0
2019,290328,ALL,3,10,3,10,1.0,,3.0
2019,290330,ALL,10,10,10,10,1.0,1.0,
2019,290333,ALL,20,20,20,20,1.0,1.0,
2019,290344,ALL,6,10,6,10,1.0,,3.0
2019,290352,ALL,4,10,4,10,1.0,,3.0
2019,290356,ALL,7,10,7,10,1.0,,3.0
2019,290364,ALL,13,13,13,13,1.0,1.0,
2019,290366,ALL,25,25,25,25,1.0,1.0,
2019,290375,ALL,5,10,5,10,1.0,,3.0
2019,290380,ALL,2,10,2,10,1.0,,3.0
2019,290384,ALL,10,10,10,10,1.0,1.0,
2019,291348,ALL,102,102,102,102,1.0,1.0,
2019,292318,ALL,75,75,75,75,1.0,1.0,
2019,310330,ALL,18,18,18,18,1.0,1.0,
2019,310336,ALL,25,25,25,25,1.0,1.0,
2019,310360,ALL,38,38,38,38,1.0,1.0,
2019,310384,ALL,5,10,5,10,1.0,,3.0
2019,310388,ALL,15,15,15,15,1.0,1.0,
2019,320308,ALL,12,12,12,12,1.0,1.0,
2019,320310,ALL,24,24,24,24,1.0,1.0,
2019,320315,ALL,39,39,39,39,1.0,1.0,
2019,320324,ALL,16,16,16,16,1.0,1.0,
2019,320328,ALL,23,23,23,23,1.0,1.0,
2019,320339,ALL,19,19,19,19,1.0,1.0,
2019,320340,ALL,23,23,23,23,1.0,1.0,
2019,320344,ALL,19,19,19,19,1.0,1.0,
2019,320347,ALL,53,53,53,53,1.0,1.0,
2019,320354,ALL,29,29,29,29,1.0,1.0,
2019,320360,ALL,40,40,40,40,1.0,1.0,
2019,320362,ALL,2,10,2,10,1.0,,3.0
2019,320364,ALL,20,20,20,20,1.0,1.0,
2019,320367,ALL,14,14,14,14,1.0,1.0,
2019,320369,ALL,24,24,24,24,1.0,1.0,
2019,320372,ALL,12,12,12,12,1.0,1.0,
2019,320374,ALL,13,13,13,13,1.0,1.0,
2019,320376,ALL,28,28,28,28,1.0,1.0,
2019,320388,ALL,30,30,30,30,1.0,1.0,
2019,320400,ALL,25,25,25,25,1.0,1.0,
2019,330304,ALL,41,41,41,41,1.0,1.0,
2019,330308,ALL,35,35,35,35,1.0,1.0,
2019,330312,ALL,26,26,26,26,1.0,1.0,
2019,330334,ALL,10,10,10,10,1.0,1.0,
2019,330354,ALL,39,39,39,39,1.0,1.0,
2019,340308,ALL,14,14,14,14,1.0,1.0,
2019,340314,ALL,17,17,17,17,1.0,1.0,
2019,340326,ALL,18,18,18,18,1.0,1.0,
2019,340334,ALL,2,10,2,10,1.0,,3.0
2019,340344,ALL,16,16,16,16,1.0,1.0,
2019,340348,ALL,11,11,11,11,1.0,1.0,
2019,340351,ALL,25,25,25,25,1.0,1.0,
2019,340354,ALL,29,29,29,29,1.0,1.0,
2019,340368,ALL,47,47,47,47,1.0,1.0,
2019,340376,ALL,40,40,40,40,1.0,1.0,
2019,340380,ALL,48,48,48,48,1.0,1.0,
2019,340384,ALL,19,19,19,19,1.0,1.0,
2019,340390,ALL,30,30,30,30,1.0,1.0,
2019,340400,ALL,32,32,32,32,1.0,1.0,
2019,340403,ALL,2,10,2,10,1.0,,3.0
2019,340424,ALL,35,35,35,35,1.0,1.0,
2019,340426,ALL,19,19,19,19,1.0,1.0,
2019,340428,ALL,18,18,18,18,1.0,1.0,
2019,340430,ALL,34,34,34,34,1.0,1.0,
2019,340432,ALL,3,10,3,10,1.0,,3.0
2019,340440,ALL,5,10,5,10,1.0,,3.0
2019,340462,ALL,27,27,27,27,1.0,1.0,
2019,340476,ALL,57,57,57,57,1.0,1.0,
2019,340490,ALL,28,28,28,28,1.0,1.0,
2019,340494,ALL,6,10,6,10,1.0,,3.0
2019,340504,ALL,10,10,10,10,1.0,1.0,
2019,340508,ALL,15,15,15,15,1.0,1.0,
2019,340512,ALL,2,10,2,10,1.0,,3.0
2019,340514,ALL,38,38,38,38,1.0,1.0,
2019,340520,ALL,22,22,22,22,1.0,1.0,
2019,340528,ALL,11,11,11,11,1.0,1.0,
2019,340530,ALL,36,36,36,36,1.0,1.0,
2019,340531,ALL,34,34,34,34,1.0,1.0,
2019,340532,ALL,41,41,41,41,1.0,1.0,
2019,340536,ALL,4,10,4,10,1.0,,3.0
2019,340540,ALL,18,18,18,18,1.0,1.0,
2019,340548,ALL,9,10,9,10,1.0,,3.0
2019,340560,ALL,1,10,1,10,1.0,,3.0
2019,350316,ALL,14,14,14,14,1.0,1.0,
2019,350318,ALL,10,10,10,10,1.0,1.0,
2019,350330,ALL,18,18,18,18,1.0,1.0,
2019,350331,ALL,16,16,16,16,1.0,1.0,
2019,350332,ALL,10,10,10,10,1.0,1.0,
2019,350339,ALL,5,10,5,10,1.0,,3.0
2019,360338,ALL,18,18,18,18,1.0,1.0,
2019,360344,ALL,18,18,18,18,1.0,1.0,
2019,360352,ALL,34,34,34,34,1.0,1.0,
2019,360364,ALL,34,34,34,34,1.0,1.0,
2019,360400,ALL,18,18,18,18,1.0,1.0,
2019,360438,ALL,23,23,23,23,1.0,1.0,
2019,360468,ALL,18,18,18,18,1.0,1.0,
2019,360478,ALL,18,18,18,18,1.0,1.0,
2019,360482,ALL,18,18,18,18,1.0,1.0,
2019,360488,ALL,38,38,38,38,1.0,1.0,
2019,360490,ALL,18,18,18,18,1.0,1.0,
2019,360499,ALL,59,59,59,59,1.0,1.0,
2019,360504,ALL,40,40,40,40,1.0,1.0,
2019,360510,ALL,18,18,18,18,1.0,1.0,
2019,370316,ALL,34,34,34,34,1.0,1.0,
2019,380306,ALL,38,38,38,38,1.0,1.0,
2019,380308,ALL,15,15,15,15,1.0,1.0,
2019,390311,ALL,16,16,16,16,1.0,1.0,
2019,390316,ALL,18,18,18,18,1.0,1.0,
2019,390333,ALL,35,35,35,35,1.0,1.0,
2019,390336,ALL,17,17,17,17,1.0,1.0,
2019,390360,ALL,18,18,18,18,1.0,1.0,
2019,390362,ALL,17,17,17,17,1.0,1.0,
2019,390364,ALL,37,37,37,37,1.0,1.0,
2019,410304,ALL,18,18,18,18,1.0,1.0,
2019,410307,ALL,36,36,36,36,1.0,1.0,
2019,410310,ALL,28,28,28,28,1.0,1.0,
2019,410322,ALL,15,15,15,15,1.0,1.0,
2019,410328,ALL,36,36,36,36,1.0,1.0,
2019,410334,ALL,36,36,36,36,1.0,1.0,
2019,410340,ALL,35,35,35,35,1.0,1.0,
2019,410346,ALL,20,20,20,20,1.0,1.0,
2019,410349,ALL,20,20,20,20,1.0,1.0,
2019,410361,ALL,39,39,39,39,1.0,1.0,
2019,410364,ALL,19,19,19,19,1.0,1.0,
2019,410366,ALL,17,17,17,17,1.0,1.0,
2019,410370,ALL,18,18,18,18,1.0,1.0,
2019,410373,ALL,15,15,15,15,1.0,1.0,
2019,410376,ALL,19,19,19,19,1.0,1.0,
2019,410379,ALL,44,44,44,44,1.0,1.0,
2019,410382,ALL,18,18,18,18,1.0,1.0,
2019,410385,ALL,18,18,18,18,1.0,1.0,
2019,410400,ALL,36,36,36,36,1.0,1.0,
2019,410409,ALL,52,52,52,52,1.0,1.0,
2019,410412,ALL,14,14,14,14,1.0,1.0,
2019,410418,ALL,18,18,18,18,1.0,1.0,
2019,410423,ALL,39,39,39,39,1.0,1.0,
2019,410430,ALL,36,36,36,36,1.0,1.0,
2019,410436,ALL,15,15,15,15,1.0,1.0,
2019,410439,ALL,36,36,36,36,1.0,1.0,
2019,410451,ALL,18,18,18,18,1.0,1.0,
2019,410461,ALL,18,18,18,18,1.0,1.0,
2019,410462,ALL,34,34,34,34,1.0,1.0,
2019,410464,ALL,32,32,32,32,1.0,1.0,
2019,410466,ALL,18,18,18,18,1.0,1.0,
2019,410469,ALL,18,18,18,18,1.0,1.0,
2019,410496,ALL,35,35,35,35,1.0,1.0,
2019,410499,ALL,18,18,18,18,1.0,1.0,
2019,410502,ALL,18,18,18,18,1.0,1.0,
2019,410505,ALL,28,28,28,28,1.0,1.0,
2019,410511,ALL,17,17,17,17,1.0,1.0,
2019,410514,ALL,35,35,35,35,1.0,1.0,
2019,410522,ALL,18,18,18,18,1.0,1.0,
2019,410523,ALL,18,18,18,18,1.0,1.0,
2019,410530,ALL,18,18,18,18,1.0,1.0,
2019,410532,ALL,59,59,59,59,1.0,1.0,
2019,410535,ALL,34,34,34,34,1.0,1.0,
2019,410538,ALL,30,30,30,30,1.0,1.0,
2019,410541,ALL,18,18,18,18,1.0,1.0,
2019,410542,ALL,22,22,22,22,1.0,1.0,
2019,410553,ALL,15,15,15,15,1.0,1.0,
2019,410568,ALL,17,17,17,17,1.0,1.0,
2019,410571,ALL,19,19,19,19,1.0,1.0,
2019,410578,ALL,74,74,74,74,1.0,1.0,
2019,410580,ALL,36,36,36,36,1.0,1.0,
2019,410583,ALL,35,35,35,35,1.0,1.0,
2019,410586,ALL,54,54,54,54,1.0,1.0,
2019,410598,ALL,29,29,29,29,1.0,1.0,
2019,420304,ALL,30,30,30,30,1.0,1.0,
2019,420316,ALL,16,16,16,16,1.0,1.0,
2019,420328,ALL,34,34,34,34,1.0,1.0,
2019,420336,ALL,17,17,17,17,1.0,1.0,
2019,420340,ALL,28,28,28,28,1.0,1.0,
2019,420348,ALL,15,15,15,15,1.0,1.0,
2019,421304,ALL,71,71,71,71,1.0,1.0,
2019,421328,ALL,58,58,58,58,1.0,1.0,
2019,422314,ALL,46,46,46,46,1.0,1.0,
2019,430304,ALL,49,49,49,49,1.0,1.0,
2019,430308,ALL,34,34,34,34,1.0,1.0,
2019,430312,ALL,54,54,54,54,1.0,1.0,
2019,430328,ALL,5,10,5,10,1.0,,3.0
2019,430344,ALL,36,36,36,36,1.0,1.0,
2019,430358,ALL,30,30,30,30,1.0,1.0,
2019,430368,ALL,18,18,18,18,1.0,1.0,
2019,430369,ALL,11,11,11,11,1.0,1.0,
2019,440328,ALL,18,18,18,18,1.0,1.0,
2019,440348,ALL,16,16,16,16,1.0,1.0,
2019,440349,ALL,32,32,32,32,1.0,1.0,
2019,440364,ALL,18,18,18,18,1.0,1.0,
2019,440368,ALL,18,18,18,18,1.0,1.0,
2019,460312,ALL,89,89,89,89,1.0,1.0,
2019,460332,ALL,43,43,43,43,1.0,1.0,
2019,470310,ALL,18,18,18,18,1.0,1.0,
2019,470328,ALL,35,35,35,35,1.0,1.0,
2019,470330,ALL,37,37,37,37,1.0,1.0,
2019,470336,ALL,54,54,54,54,1.0,1.0,
2019,470340,ALL,37,37,37,37,1.0,1.0,
2019,470346,ALL,42,42,42,42,1.0,1.0,
2019,470441,ALL,36,36,36,36,1.0,1.0,
2019,480306,ALL,15,15,15,15,1.0,1.0,
2019,480316,ALL,15,15,15,15,1.0,1.0,
2019,490312,ALL,38,38,38,38,1.0,1.0,
2019,490316,ALL,1,10,1,10,1.0,,3.0
2019,490318,ALL,7,10,7,10,1.0,,3.0
2019,490319,ALL,13,13,13,13,1.0,1.0,
2019,490324,ALL,2,10,2,10,1.0,,3.0
2019,490326,ALL,5,10,5,10,1.0,,3.0
2019,490332,ALL,19,19,19,19,1.0,1.0,
2019,490336,ALL,1,10,1,10,1.0,,3.0
2019,490337,ALL,14,14,14,14,1.0,1.0,
2019,490345,ALL,30,30,30,30,1.0,1.0,
2019,490348,ALL,19,19,19,19,1.0,1.0,
2019,490356,ALL,2,10,2,10,1.0,,3.0
2019,490360,ALL,2,10,2,10,1.0,,3.0
2019,490363,ALL,35,35,35,35,1.0,1.0,
2019,490364,ALL,4,10,4,10,1.0,,3.0
2019,490368,ALL,2,10,2,10,1.0,,3.0
2019,490390,ALL,2,10,2,10,1.0,,3.0
2019,491318,ALL,24,24,24,24,1.0,1.0,
2019,491320,ALL,54,54,54,54,1.0,1.0,
2019,500314,ALL,18,18,18,18,1.0,1.0,
2019,500316,ALL,18,18,18,18,1.0,1.0,
2019,500337,ALL,16,16,16,16,1.0,1.0,
2019,510308,ALL,20,20,20,20,1.0,1.0,
2019,510326,ALL,12,12,12,12,1.0,1.0,
2019,510328,ALL,13,13,13,13,1.0,1.0,
2019,510330,ALL,27,27,27,27,1.0,1.0,
2019,510332,ALL,14,14,14,14,1.0,1.0,
2019,510334,ALL,7,10,7,10,1.0,,3.0
2019,510336,ALL,6,10,6,10,1.0,,3.0
2019,510340,ALL,17,17,17,17,1.0,1.0,
2019,510343,ALL,2,10,2,10,1.0,,3.0
2019,510356,ALL,16,16,16,16,1.0,1.0,
2019,510358,ALL,6,10,6,10,1.0,,3.0
2019,510360,ALL,10,10,10,10,1.0,1.0,
2019,510372,ALL,15,15,15,15,1.0,1.0,
2019,510373,ALL,10,10,10,10,1.0,1.0,
2019,510374,ALL,11,11,11,11,1.0,1.0,
2019,510377,ALL,14,14,14,14,1.0,1.0,
2019,510378,ALL,9,10,9,10,1.0,,3.0
2019,510388,ALL,37,37,37,37,1.0,1.0,
2019,510396,ALL,20,20,20,20,1.0,1.0,
2019,510404,ALL,17,17,17,17,1.0,1.0,
2019,510408,ALL,5,10,5,10,1.0,,3.0
2019,510410,ALL,14,14,14,14,1.0,1.0,
2019,510414,ALL,22,22,22,22,1.0,1.0,
2019,520304,ALL,18,18,18,18,1.0,1.0,
2019,520308,ALL,18,18,18,18,1.0,1.0,
2019,520328,ALL,15,15,15,15,1.0,1.0,
2019,520336,ALL,32,32,32,32,1.0,1.0,
2019,530308,ALL,18,18,18,18,1.0,1.0,
2019,530316,ALL,68,68,68,68,1.0,1.0,
2019,530358,ALL,118,118,118,118,1.0,1.0,
2019,540304,ALL,18,18,18,18,1.0,1.0,
2019,540308,ALL,28,28,28,28,1.0,1.0,
2019,540316,ALL,36,36,36,36,1.0,1.0,
2019,540325,ALL,18,18,18,18,1.0,1.0,
2019,540328,ALL,18,18,18,18,1.0,1.0,
2019,550314,ALL,7,10,7,10,1.0,,3.0
2019,550316,ALL,37,37,37,37,1.0,1.0,
2019,550328,ALL,16,16,16,16,1.0,1.0,
2019,550336,ALL,22,22,22,22,1.0,1.0,
2019,550340,ALL,17,17,17,17,1.0,1.0,
2019,550342,ALL,22,22,22,22,1.0,1.0,
2019,550348,ALL,16,16,16,16,1.0,1.0,
2019,550356,ALL,6,10,6,10,1.0,,3.0
2019,550360,ALL,18,18,18,18,1.0,1.0,
2019,550362,ALL,2,10,2,10,1.0,,3.0
2019,560304,ALL,18,18,18,18,1.0,1.0,
2019,560328,ALL,23,23,23,23,1.0,1.0,
2019,560338,ALL,27,27,27,27,1.0,1.0,
2019,580308,ALL,45,45,45,45,1.0,1.0,
2019,580316,ALL,33,33,33,33,1.0,1.0,
2019,580324,ALL,17,17,17,17,1.0,1.0,
2019,600308,ALL,28,28,28,28,1.0,1.0,
2019,600311,ALL,30,30,30,30,1.0,1.0,
2019,600318,ALL,44,44,44,44,1.0,1.0,
2019,600319,ALL,31,31,31,31,1.0,1.0,
2019,600328,ALL,47,47,47,47,1.0,1.0,
2019,600329,ALL,28,28,28,28,1.0,1.0,
2019,600336,ALL,50,50,50,50,1.0,1.0,
2019,600338,ALL,34,34,34,34,1.0,1.0,
2019,600362,ALL,44,44,44,44,1.0,1.0,
2019,600369,ALL,31,31,31,31,1.0,1.0,
2019,600374,ALL,37,37,37,37,1.0,1.0,
2019,600385,ALL,32,32,32,32,1.0,1.0,
2019,600398,ALL,53,53,53,53,1.0,1.0,
2019,600408,ALL,245,245,245,245,1.0,1.0,
2019,600409,ALL,48,48,48,48,1.0,1.0,
2019,600410,ALL,133,133,133,133,1.0,1.0,
2019,600412,ALL,33,33,33,33,1.0,1.0,
2019,600413,ALL,49,49,49,49,1.0,1.0,
2019,600414,ALL,55,55,55,55,1.0,1.0,
2019,600416,ALL,49,49,49,49,1.0,1.0,
2019,600418,ALL,55,55,55,55,1.0,1.0,
2019,600422,ALL,46,46,46,46,1.0,1.0,
2019,600424,ALL,61,61,61,61,1.0,1.0,
2019,600432,ALL,48,48,48,48,1.0,1.0,
2019,600435,ALL,31,31,31,31,1.0,1.0,
2019,600436,ALL,64,64,64,64,1.0,1.0,
2019,600440,ALL,50,50,50,50,1.0,1.0,
2019,600442,ALL,34,34,34,34,1.0,1.0,
2019,600447,ALL,32,32,32,32,1.0,1.0,
2019,600449,ALL,29,29,29,29,1.0,1.0,
2019,600453,ALL,85,85,85,85,1.0,1.0,
2019,600454,ALL,5,10,5,10,1.0,,3.0
2019,600459,ALL,60,60,60,60,1.0,1.0,
2019,600462,ALL,29,29,29,29,1.0,1.0,
2019,600463,ALL,50,50,50,50,1.0,1.0,
2019,600468,ALL,80,80,80,80,1.0,1.0,
2019,600471,ALL,55,55,55,55,1.0,1.0,
2019,600489,ALL,33,33,33,33,1.0,1.0,
