year,agency_code,asm_option,subgroup,ma_score,ma_score_masking,ma_grade,rd_score,rd_score_masking,rd_grade,sc_score,sc_score_masking,m1_score,m1_score_masking,e2_score,e2_score_masking,bi_score,bi_score_masking,act_score,act_score_masking,wk_score,wk_score_masking,mcr_score,mcr_score_masking,cgrs_score,cgrs_score_masking,ach_score,ach_score_masking,eg_status,eg_score,spg_score,spg_grade,ma_spg_score,rd_spg_score,ma_eg_status,rd_eg_status,ma_eg_score,rd_eg_score
2017,740396,,ALL,47.0,,D,48.0,,D,66.0,,95.0,1.0,,,,,,,,,,,,,52.0,,NotMet,67.8,55.0,C,51.0,54.0,NotMet,Met,66.6,78.4
2017,740400,,ALL,41.0,,D,42.0,,D,63.0,,,,,,,,,,,,,,,,44.0,,NotMet,59.2,47.0,D,44.0,47.0,NotMet,NotMet,57.9,69.8
2017,740402,,ALL,45.0,,D,46.0,,C,55.0,,95.0,1.0,,,,,,,,,,,,,50.0,,Exceeded,92.0,58.0,C,54.0,55.0,Exceeded,Exceeded,91.4,92.8
2017,740404,,ALL,79.0,,B,68.0,,B,89.0,,,,,,,,,,,,,,,,76.0,,Met,80.7,77.0,B,75.0,72.0,NotMet,Exceeded,59.1,87.8
2017,740500,,ALL,,,,,,,,,91.0,,83.0,,83.0,,,,,,,,,,86.0,,Exceeded,93.2,87.0,A,,,,,,
2017,750304,,ALL,83.0,,B,80.0,,B,79.0,,,,,,,,,,,,,,,,81.0,,Met,81.0,81.0,B,81.0,81.0,Met,Met,76.3,84.6
2017,750314,,ALL,83.0,,B,72.0,,B,94.0,,,,,,,,,,,,,,,,80.0,,NotMet,68.2,77.0,B,78.0,73.0,NotMet,Met,61.1,77.2
2017,750317,,ALL,,,,,,,,,75.0,,89.0,,83.0,,95.0,1.0,,,95.0,1.0,95.0,,89.0,,Met,77.6,87.0,A,,,,,,
2017,750318,,ALL,,,,,,,,,64.0,,64.0,,66.0,,72.0,,84.0,,95.0,1.0,88.0,,75.0,,Met,76.4,76.0,B,,,,,,
2017,750319,,ALL,67.0,,B,75.0,,B,88.0,,95.0,1.0,,,,,,,,,,,,,74.0,,Exceeded,88.6,77.0,B,72.0,74.0,Exceeded,Met,94.5,71.1
2017,750320,,ALL,86.0,,A,81.0,,B,95.0,1.0,,,,,,,,,,,,,,,86.0,,Met,82.9,85.0,A,85.0,82.0,Met,Met,79.8,83.6
2017,750328,,ALL,72.0,,B,62.0,,C,88.0,,,,,,,,,,,,,,,,70.0,,Met,74.4,71.0,B,72.0,65.0,Met,Met,72.5,76.9
2017,760304,,ALL,72.0,,B,65.0,,C,76.0,,,,,,,,,,,,,,,,69.0,,Exceeded,85.3,73.0,B,73.0,69.0,Met,Exceeded,77.6,87.3
2017,760308,,ALL,48.0,,D,60.0,,C,,,,,,,,,,,,,,,,,54.0,,NotMet,56.2,54.0,D,49.0,63.0,NotMet,Met,52.7,72.3
2017,760316,,ALL,60.0,,C,50.0,,D,81.0,,,,,,,,,,,,,,,,59.0,,Met,74.9,62.0,C,63.0,54.0,Met,Met,74.8,72.3
2017,760318,,ALL,,,,,,,,,24.0,,46.0,,40.0,,35.0,,71.0,,95.0,1.0,89.0,,57.0,,Met,77.3,61.0,C,,,,,,
2017,760320,,ALL,49.0,,C,58.0,,C,81.0,,,,,,,,,,,,,,,,58.0,,Met,84.6,63.0,C,55.0,63.0,Met,Met,76.0,84.7
2017,760324,,ALL,60.0,,C,61.0,,C,72.0,,,,,,,,,,,,,,,,62.0,,Met,74.2,65.0,C,64.0,64.0,Met,Met,76.4,77.2
2017,760328,,ALL,73.0,,B,65.0,,C,72.0,,,,,,,,,,,,,,,,69.0,,Met,72.2,70.0,B,73.0,67.0,Met,Met,70.1,78.5
2017,760329,,ALL,85.0,,A,71.0,,B,92.0,,,,,,,,,,,,,,,,79.0,,Exceeded,86.3,81.0,B,85.0,73.0,Met,Met,84.2,83.3
2017,760330,,ALL,61.0,,C,56.0,,C,43.0,,,,,,,,,,,,,,,,56.0,,NotMet,56.0,56.0,C,60.0,59.0,NotMet,Met,57.0,71.2
2017,760331,,ALL,64.0,,C,55.0,,C,74.0,,,,,,,,,,,,,,,,62.0,,Met,81.3,66.0,C,68.0,59.0,Met,Met,83.5,75.6
2017,760332,,ALL,49.0,,C,41.0,,D,67.0,,,,,,,,,,,,,,,,49.0,,Met,78.5,55.0,C,55.0,48.0,Met,Met,81.4,72.6
2017,760336,,ALL,68.0,,B,53.0,,C,75.0,,,,,,,,,,,,,,,,62.0,,Met,77.7,65.0,C,71.0,57.0,Met,Met,82.2,73.3
2017,760338,,ALL,45.0,,D,51.0,,C,83.0,,95.0,1.0,,,,,,,,,,,,,55.0,,Met,81.1,60.0,C,51.0,56.0,Met,Met,73.3,78.5
2017,760339,,ALL,,,,,,,,,50.0,,53.0,,51.0,,63.0,,72.0,,95.0,1.0,91.0,,67.0,,Met,77.0,69.0,C,,,,,,
2017,760340,,ALL,60.0,,C,44.0,,D,67.0,,,,,,,,,,,,,,,,55.0,,Met,75.0,59.0,C,62.0,51.0,NotMet,Met,69.7,78.7
2017,760344,,ALL,64.0,,C,48.0,,D,,,,,,,,,,,,,,,,,56.0,,NotMet,68.8,59.0,C,64.0,54.0,NotMet,Met,60.4,78.7
2017,760348,,ALL,,,,,,,,,52.0,,54.0,,45.0,,51.0,,76.0,,95.0,1.0,86.0,,64.0,,Met,83.6,68.0,C,,,,,,
2017,760352,,ALL,42.0,,D,48.0,,C,71.0,,95.0,1.0,,,,,,,,,,,,,51.0,,Met,80.3,57.0,C,45.0,56.0,NotMet,Exceeded,60.8,88.0
2017,760354,,ALL,,,,,,,,,93.0,,94.0,,95.0,1.0,88.0,,,,95.0,1.0,95.0,1.0,95.0,,Exceeded,100.0,96.0,A+NG,,,,,,
2017,760356,,ALL,67.0,,B,58.0,,C,75.0,,,,,,,,,,,,,,,,65.0,,Met,82.4,68.0,C,70.0,63.0,Met,Met,82.3,80.1
2017,760357,,ALL,22.0,,F,37.0,,D,61.0,,82.0,,,,,,,,,,,,,,36.0,,NotMet,52.3,39.0,F,28.0,43.0,NotMet,NotMet,50.0,68.7
2017,760358,,ALL,,,,,,,,,55.0,,61.0,,53.0,,53.0,,85.0,,95.0,1.0,87.0,,69.0,,Exceeded,95.7,74.0,B,,,,,,
2017,760359,,ALL,63.0,,C,48.0,,D,86.0,,,,,,,,,,,,,,,,59.0,,Exceeded,87.6,65.0,C,68.0,54.0,Exceeded,Met,88.3,80.1
2017,760360,,ALL,47.0,,D,52.0,,C,76.0,,95.0,1.0,,,,,,,,,,,,,55.0,,Met,82.4,61.0,C,50.0,59.0,NotMet,Exceeded,65.4,87.7
2017,760364,,ALL,64.0,,C,58.0,,C,73.0,,,,,,,,,,,,,,,,63.0,,Exceeded,92.7,69.0,C,69.0,64.0,Exceeded,Exceeded,90.0,87.1
2017,760368,,ALL,72.0,,B,54.0,,C,81.0,,,,,,,,,,,,,,,,66.0,,Met,80.1,69.0,C,75.0,56.0,Exceeded,NotMet,86.5,68.2
2017,760376,,ALL,67.0,,B,53.0,,C,84.0,,,,,,,,,,,,,,,,64.0,,Exceeded,90.8,69.0,C,72.0,59.0,Exceeded,Met,91.7,82.8
2017,760378,,ALL,46.0,,D,51.0,,D,76.0,,95.0,1.0,,,,,,,,,,,,,56.0,,NotMet,66.2,58.0,C,50.0,54.0,NotMet,NotMet,68.7,68.6
2017,760380,,ALL,,,,,,,,,73.0,,57.0,,51.0,,62.0,,72.0,,95.0,1.0,91.0,,72.0,,Exceeded,90.2,76.0,B,,,,,,
2017,760382,,ALL,36.0,,D,49.0,,D,70.0,,95.0,1.0,,,,,,,,,,,,,48.0,,NotMet,68.9,52.0,D,42.0,54.0,NotMet,Met,68.4,73.1
2017,760388,,ALL,,,,,,,,,63.0,,61.0,,59.0,,67.0,,73.0,,95.0,1.0,92.0,,73.0,,Exceeded,85.9,75.0,B,,,,,,
2017,761304,,ALL,,,,,,,,,47.0,,56.0,,40.0,,44.0,,71.0,,88.0,,92.0,,61.0,,Met,77.3,64.0,C,,,,,,
2017,761308,,ALL,54.0,,C,58.0,,C,70.0,,95.0,1.0,,,,,,,,,,,,,60.0,,Exceeded,90.3,66.0,C,60.0,65.0,Exceeded,Exceeded,85.7,92.5
2017,761312,,ALL,59.0,,C,42.0,,D,68.0,,,,,,,,,,,,,,,,53.0,,Exceeded,93.6,61.0,C,64.0,52.0,Exceeded,Exceeded,86.0,92.5
2017,761320,,ALL,50.0,,C,40.0,,D,58.0,,,,,,,,,,,,,,,,47.0,,Met,84.1,54.0,D,55.0,50.0,Met,Exceeded,73.9,88.1
2017,761321,,ALL,55.0,,C,47.0,,D,74.0,,,,,,,,,,,,,,,,54.0,,Met,73.6,58.0,C,59.0,53.0,Met,Met,70.9,78.7
2017,761328,,ALL,74.0,,B,58.0,,C,82.0,,,,,,,,,,,,,,,,68.0,,Exceeded,86.2,72.0,B,76.0,63.0,Met,Met,83.9,83.0
2017,761332,,ALL,67.0,,C,59.0,,C,70.0,,,,,,,,,,,,,,,,64.0,,Met,72.5,66.0,C,65.0,64.0,NotMet,Met,59.8,83.0
2017,761336,,ALL,47.0,,D,48.0,,C,84.0,,95.0,1.0,,,,,,,,,,,,,55.0,,Exceeded,92.2,63.0,C,54.0,56.0,Met,Exceeded,84.6,86.1
2017,770310,,ALL,54.0,,C,43.0,,D,67.0,,,,,,,,,,,,,,,,51.0,,Met,82.2,57.0,C,58.0,51.0,Met,Met,72.5,83.0
2017,770312,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,770316,,ALL,47.0,,D,52.0,,C,81.0,,95.0,1.0,,,,,,,,,,,,,56.0,,Exceeded,89.4,62.0,C,54.0,58.0,Met,Met,83.8,83.3
2017,770318,,ALL,65.0,,C,52.0,,C,69.0,,,,,,,,,,,,,,,,60.0,,Met,79.6,64.0,C,68.0,57.0,Met,Met,81.1,75.8
2017,770328,,ALL,54.0,,C,55.0,,C,77.0,,95.0,1.0,,,,,,,,,,,,,59.0,,Exceeded,89.3,65.0,C,61.0,60.0,Exceeded,Met,91.4,80.9
2017,770340,,ALL,61.0,,C,57.0,,C,73.0,,,,,,,,,,,,,,,,61.0,,Met,84.0,66.0,C,65.0,63.0,Met,Met,81.4,83.5
2017,770342,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,770344,,ALL,69.0,,B,49.0,,C,80.0,,,,,,,,,,,,,,,,62.0,,Exceeded,87.4,67.0,C,73.0,56.0,Exceeded,Met,88.4,80.6
2017,770346,,ALL,42.0,,D,33.0,,D,71.0,,,,,,,,,,,,,,,,42.0,,Met,76.3,49.0,D,45.0,43.0,NotMet,Met,57.9,83.6
2017,770348,,ALL,,,,,,,,,25.0,,42.0,,52.0,,36.0,,61.0,,95.0,1.0,82.0,,62.0,,Met,70.6,64.0,C,,,,,,
2017,770349,,ALL,,,,,,,,,95.0,1.0,95.0,1.0,77.0,,85.0,,95.0,1.0,95.0,1.0,95.0,1.0,93.0,,Met,72.6,89.0,A+NG,,,,,,
2017,770351,,ALL,,,,,,,,,77.0,,,,,,,,,,,,5.0,2.0,75.0,,Exceeded,100.0,80.0,B,,,,,,
2017,770360,,ALL,46.0,,D,54.0,,C,77.0,,95.0,1.0,,,,,,,,,,,,,56.0,,Exceeded,85.0,62.0,C,52.0,60.0,Met,Exceeded,76.3,85.9
2017,770364,,ALL,37.0,,D,48.0,,C,69.0,,95.0,1.0,,,,,,,,,,,,,48.0,,NotMet,68.4,52.0,D,41.0,55.0,NotMet,Met,58.5,83.0
2017,770368,,ALL,63.0,,C,44.0,,D,80.0,,,,,,,,,,,,,,,,58.0,,Met,84.1,63.0,C,67.0,52.0,Met,Met,82.0,81.3
2017,770370,,ALL,50.0,,C,49.0,,C,58.0,,,,,,,,,,,,,,,,51.0,,Met,79.3,57.0,C,55.0,56.0,Met,Met,71.3,81.1
2017,790302,,ALL,74.0,,B,68.0,,B,80.0,,,,,,,,,,,,,,,,73.0,,Met,81.2,74.0,B,76.0,71.0,Met,Met,82.4,79.7
2017,790310,,ALL,72.0,,B,63.0,,C,79.0,,,,,,,,,,,,,,,,69.0,,Exceeded,94.6,74.0,B,75.0,69.0,Exceeded,Exceeded,91.1,92.0
2017,790314,,ALL,,,,,,,,,54.0,,55.0,,48.0,,57.0,,90.0,,95.0,,84.0,,65.0,,NotMet,54.0,63.0,C,,,,,,
2017,790318,,ALL,59.0,,C,51.0,,C,69.0,,,,,,,,,,,,,,,,57.0,,Met,83.7,63.0,C,64.0,57.0,Met,Met,84.2,81.4
2017,790322,,ALL,33.0,,D,37.0,,D,55.0,,,,,,,,,,,,,,,,38.0,,Met,76.9,46.0,D,42.0,46.0,Met,Met,80.1,79.3
2017,790327,,ALL,70.0,,B,55.0,,C,71.0,,,,,,,,,,,,,,,,64.0,,Met,84.1,68.0,C,72.0,61.0,Met,Exceeded,81.4,85.5
2017,790330,,ALL,48.0,,C,53.0,,C,71.0,,95.0,1.0,,,,,,,,,,,,,56.0,,Exceeded,91.9,63.0,C,57.0,59.0,Exceeded,Met,91.7,82.9
2017,790334,,ALL,65.0,,C,55.0,,C,74.0,,,,,,,,,,,,,,,,62.0,,Met,81.1,66.0,C,67.0,61.0,Met,Met,75.0,83.3
2017,790344,,ALL,48.0,,C,54.0,,C,72.0,,,,,,,,,,,,,,,,54.0,,Met,79.9,59.0,C,55.0,58.0,Met,Met,82.9,77.2
2017,790347,,ALL,55.0,,C,48.0,,D,50.0,,,,,,,,,,,,,,,,51.0,,Exceeded,86.0,58.0,C,63.0,53.0,Exceeded,Met,94.1,73.3
2017,790350,,ALL,64.0,,C,57.0,,C,66.0,,,,,,,,,,,,,,,,61.0,,Met,81.5,65.0,C,68.0,61.0,Met,Met,84.8,80.8
2017,790354,,ALL,,,,,,,,,30.0,,38.0,,33.0,,44.0,,77.0,,95.0,1.0,88.0,,56.0,,NotMet,50.0,55.0,C,,,,,,
2017,790358,,ALL,44.0,,D,41.0,,D,47.0,,,,,,,,,,,,,,,,43.0,,Met,75.3,50.0,D,50.0,49.0,Met,Met,74.0,80.2
2017,790362,,ALL,73.0,,B,69.0,,B,77.0,,,,,,,,,,,,,,,,72.0,,Met,74.9,72.0,B,74.0,71.0,Met,Met,81.4,78.8
2017,790366,,ALL,,,,,,,,,52.0,,40.0,,34.0,,27.0,,52.0,,95.0,1.0,87.0,,58.0,,Met,70.9,60.0,C,,,,,,
2017,790374,,ALL,35.0,,D,44.0,,D,60.0,,95.0,1.0,,,,,,,,,,,,,44.0,,Met,81.7,52.0,D,46.0,51.0,Exceeded,Met,87.4,77.9
2017,790378,,ALL,,,,,,,,,55.0,,54.0,,61.0,,65.0,,81.0,,84.0,,86.0,,67.0,,Met,74.8,68.0,C,,,,,,
2017,790379,,ALL,,,,,,,,,89.0,,93.0,,95.0,1.0,95.0,,,,95.0,1.0,95.0,1.0,95.0,1.0,Exceeded,88.8,94.0,A,,,,,,
2017,790380,,ALL,64.0,,B,62.0,,C,79.0,,95.0,1.0,,,,,,,,,,,,,67.0,,Exceeded,90.8,72.0,B,70.0,65.0,Exceeded,Met,95.9,80.4
2017,790386,,ALL,62.0,,C,65.0,,C,62.0,,,,,,,,,,,,,,,,63.0,,NotMet,60.9,63.0,C,64.0,65.0,Met,NotMet,74.8,64.2
2017,790390,,ALL,56.0,,C,50.0,,C,59.0,,,,,,,,,,,,,,,,54.0,,Exceeded,90.5,61.0,C,64.0,56.0,Exceeded,Met,95.6,81.5
2017,790392,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,790394,,ALL,53.0,,C,57.0,,C,92.0,,91.0,,,,,,,,,,,,,,62.0,,Exceeded,88.0,67.0,C,58.0,62.0,Met,Met,76.3,82.6
2017,790398,,ALL,67.0,,B,58.0,,C,85.0,,,,,,,,,,,,,,,,65.0,,Exceeded,92.2,71.0,B,72.0,63.0,Exceeded,Exceeded,90.6,86.4
2017,790402,,ALL,64.0,,C,56.0,,C,73.0,,,,,,,,,,,,,,,,62.0,,Exceeded,88.2,67.0,C,68.0,62.0,Met,Exceeded,84.3,88.6
2017,810324,,ALL,,,,,,,,,50.0,,50.0,,44.0,,62.0,,83.0,,95.0,1.0,93.0,,66.0,,NotMet,60.7,65.0,C,,,,,,
2017,810326,,ALL,55.0,,C,56.0,,C,71.0,,95.0,1.0,,,,,,,,,,,,,58.0,,NotMet,63.7,59.0,C,60.0,57.0,Met,NotMet,80.9,58.8
2017,810328,,ALL,68.0,,B,59.0,,C,91.0,,,,,,,,,,,,,,,,68.0,,Met,79.1,70.0,B,70.0,63.0,Met,Met,79.8,76.6
2017,810336,,ALL,58.0,,C,58.0,,C,59.0,,,,,,,,,,,,,,,,58.0,,NotMet,64.4,59.0,C,59.0,62.0,NotMet,Met,64.1,77.1
2017,810340,,ALL,,,,,,,,,62.0,,58.0,,44.0,,56.0,,79.0,,95.0,1.0,88.0,,68.0,,Met,83.7,71.0,B,,,,,,
2017,810342,,ALL,44.0,,D,54.0,,D,74.0,,95.0,1.0,,,,,,,,,,,,,53.0,,NotMet,54.2,53.0,D,48.0,54.0,NotMet,NotMet,64.2,55.1
2017,810344,,ALL,76.0,,B,69.0,,B,90.0,,,,,,,,,,,,,,,,74.0,,Met,74.6,74.0,B,73.0,71.0,NotMet,Met,64.0,81.0
2017,810350,,ALL,69.0,,C,65.0,,C,93.0,,,,,,,,,,,,,,,,70.0,,Met,77.4,72.0,B,68.0,69.0,NotMet,Met,64.8,83.0
2017,810360,,ALL,72.0,,B,67.0,,B,87.0,,,,,,,,,,,,,,,,72.0,,Exceeded,85.7,75.0,B,74.0,70.0,Met,Met,82.6,82.0
2017,810364,,ALL,66.0,,B,62.0,,C,77.0,,,,,,,,,,,,,,,,66.0,,Exceeded,90.6,71.0,B,73.0,65.0,Exceeded,Met,97.0,76.8
2017,810370,,ALL,80.0,,B,76.0,,B,95.0,,,,,,,,,,,,,,,,80.0,,Met,82.8,80.0,B,80.0,77.0,Met,Met,80.3,82.0
2017,810378,,ALL,49.0,,D,56.0,,C,76.0,,95.0,,,,,,,,,,,,,,57.0,,NotMet,59.3,57.0,C,53.0,57.0,NotMet,NotMet,67.7,60.0
2017,810384,,ALL,,,,,,,,,47.0,,52.0,,54.0,,56.0,,76.0,,95.0,1.0,90.0,,67.0,,NotMet,63.2,66.0,C,,,,,,
2017,810385,,ALL,,,,,,,,,90.0,,95.0,,71.0,,95.0,1.0,,,95.0,1.0,95.0,1.0,94.0,,Met,74.7,90.0,A,,,,,,
2017,810386,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,810388,,ALL,71.0,,B,68.0,,B,89.0,,,,,,,,,,,,,,,,72.0,,Met,83.4,74.0,B,72.0,71.0,Met,Met,79.5,81.3
2017,810396,,ALL,61.0,,C,52.0,,C,84.0,,,,,,,,,,,,,,,,61.0,,Exceeded,85.9,66.0,C,66.0,58.0,Met,Met,83.5,84.4
2017,810400,,ALL,81.0,,B,69.0,,B,82.0,,,,,,,,,,,,,,,,76.0,,Met,78.1,76.0,B,80.0,71.0,Met,Met,72.2,82.0
2017,820312,,ALL,71.0,,B,57.0,,C,88.0,,,,,,,,,,,,,,,,67.0,,Met,83.4,70.0,B,73.0,62.0,Met,Met,79.9,83.2
2017,820320,,ALL,85.0,,B,83.0,,A,95.0,,,,,,,,,,,,,,,,86.0,,Exceeded,86.4,86.0,A+NG,82.0,85.0,NotMet,Exceeded,69.8,92.2
2017,820324,,ALL,,,,,,,,,95.0,1.0,93.0,,93.0,,67.0,,95.0,1.0,95.0,1.0,95.0,1.0,91.0,,Exceeded,94.0,92.0,A,,,,,,
2017,820340,,ALL,75.0,,B,64.0,,C,91.0,,,,,,,,,,,,,,,,72.0,,Exceeded,85.2,75.0,B,76.0,68.0,Met,Met,82.9,82.3
2017,820346,,ALL,78.0,,B,72.0,,B,79.0,,,,,,,,,,,,,,,,75.0,,NotMet,69.5,74.0,B,75.0,73.0,NotMet,Met,66.1,77.2
2017,820347,,ALL,58.0,,C,62.0,,C,80.0,,95.0,1.0,,,,,,,,,,,,,64.0,,NotMet,61.9,64.0,C,59.0,65.0,NotMet,Met,62.9,76.3
2017,820348,,ALL,,,,,,,,,65.0,,66.0,,39.0,,53.0,,78.0,,95.0,1.0,77.0,,66.0,,Exceeded,85.6,70.0,B,,,,,,
2017,820349,,ALL,,,,,,,,,58.0,,44.0,,43.0,,44.0,,66.0,,95.0,1.0,79.0,,62.0,,Met,70.0,63.0,C,,,,,,
2017,820350,,ALL,82.0,,B,65.0,,B,86.0,,,,,,,,,,,,,,,,76.0,,Exceeded,89.5,78.0,B,82.0,70.0,Met,Exceeded,82.4,87.2
2017,820352,,ALL,,,,,,,,,78.0,,64.0,,56.0,,61.0,,82.0,,95.0,1.0,84.0,,75.0,,Exceeded,87.2,77.0,B,,,,,,
2017,820354,,ALL,73.0,,B,67.0,,B,95.0,,95.0,1.0,,,,,,,,,,,,,75.0,,Exceeded,90.5,78.0,B,77.0,70.0,Exceeded,Met,91.0,83.1
2017,820364,,ALL,82.0,,B,70.0,,B,95.0,1.0,,,,,,,,,,,,,,,80.0,,Exceeded,88.5,81.0,B,82.0,73.0,Met,Exceeded,82.0,85.0
2017,820370,,ALL,48.0,,C,52.0,,C,63.0,,94.0,,,,,,,,,,,,,,53.0,,Met,77.6,58.0,C,55.0,58.0,Met,Met,81.7,80.3
2017,820372,,ALL,40.0,,D,54.0,,C,89.0,,95.0,1.0,,,,,,,,,,,,,53.0,,Met,78.8,58.0,C,46.0,59.0,Met,Met,72.7,79.7
2017,820376,,ALL,58.0,,C,52.0,,C,88.0,,,,,,,,,,,,,,,,60.0,,Exceeded,85.5,65.0,C,64.0,57.0,Met,Met,84.9,80.7
2017,820384,,ALL,83.0,,B,62.0,,C,,,,,,,,,,,,,,,,,72.0,,Exceeded,86.5,75.0,B,83.0,67.0,,Exceeded,,86.5
2017,820385,,ALL,61.0,,C,61.0,,C,70.0,,,,,,,,,,,,,,,,63.0,,NotMet,59.8,62.0,C,60.0,64.0,NotMet,Met,57.2,76.4
2017,820388,,ALL,,,,,,,,,55.0,,53.0,,37.0,,34.0,,59.0,,95.0,1.0,74.0,,57.0,,Exceeded,89.9,64.0,C,,,,,,
2017,821304,,ALL,72.0,,B,55.0,,C,,,,,,,,,,,,,,,,,63.0,,Exceeded,89.2,69.0,C,72.0,62.0,,Exceeded,,89.2
2017,821308,,ALL,,,,,,,,,56.0,,53.0,,41.0,,48.0,,77.0,,95.0,1.0,87.0,,64.0,,NotMet,57.6,63.0,C,,,,,,
2017,821320,,ALL,48.0,,D,54.0,,C,72.0,,95.0,,,,,,,,,,,,,,56.0,,NotMet,65.8,58.0,C,52.0,58.0,NotMet,Met,66.8,74.5
2017,821330,,ALL,59.0,,C,51.0,,C,67.0,,,,,,,,,,,,,,,,57.0,,NotMet,58.6,58.0,C,59.0,56.0,NotMet,Met,55.8,76.7
2017,830304,,ALL,51.0,,C,49.0,,D,68.0,,95.0,1.0,,,,,,,,,,,,,54.0,,NotMet,61.5,55.0,C,55.0,51.0,Met,NotMet,74.5,59.5
2017,830312,,ALL,57.0,,C,48.0,,C,88.0,,,,,,,,,,,,,,,,57.0,,Met,83.5,63.0,C,62.0,55.0,Met,Met,80.4,80.9
2017,830316,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,830320,,ALL,56.0,,C,37.0,,D,52.0,,,,,,,,,,,,,,,,47.0,,Met,84.3,55.0,C,62.0,46.0,Met,Met,83.7,82.9
2017,830328,,ALL,74.0,,B,65.0,,B,87.0,,,,,,,,,,,,,,,,72.0,,Met,83.4,75.0,B,73.0,70.0,NotMet,Exceeded,67.3,88.4
2017,830336,,ALL,49.0,,D,43.0,,D,71.0,,,,,,,,,,,,,,,,49.0,,NotMet,69.1,53.0,D,52.0,49.0,NotMet,Met,67.0,74.5
2017,830343,,ALL,,,,,,,,,48.0,,41.0,,41.0,,35.0,,64.0,,95.0,1.0,82.0,,57.0,,NotMet,56.0,57.0,C,,,,,,
2017,830348,,ALL,,,,,,,,,92.0,,87.0,,89.0,,78.0,,,,95.0,1.0,95.0,1.0,92.0,,Met,83.1,90.0,A,,,,,,
2017,830349,,ALL,46.0,,D,54.0,,C,68.0,,95.0,1.0,,,,,,,,,,,,,55.0,,Met,78.5,60.0,C,53.0,58.0,Met,Met,83.3,77.8
2017,830356,,ALL,53.0,,D,51.0,,C,73.0,,,,,,,,,,,,,,,,55.0,,Met,70.9,58.0,C,54.0,57.0,NotMet,Met,58.8,81.7
2017,830360,,ALL,49.0,,D,42.0,,D,52.0,,,,,,,,,,,,,,,,46.0,,Met,82.9,54.0,D,54.0,51.0,Met,Exceeded,76.0,86.7
2017,830364,,ALL,51.0,,D,42.0,,D,66.0,,,,,,,,,,,,,,,,49.0,,NotMet,66.0,53.0,D,52.0,50.0,NotMet,Met,59.0,79.0
2017,840302,,ALL,,,,,,,,,37.0,,33.0,,23.0,,30.0,,63.0,,95.0,1.0,80.0,,48.0,,NotMet,50.0,49.0,D,,,,,,
2017,840303,,ALL,38.0,,D,54.0,,C,61.0,,95.0,1.0,,,,,,,,,,,,,49.0,,Exceeded,88.8,57.0,C,47.0,61.0,Met,Exceeded,83.5,90.4
2017,840304,,ALL,72.0,,B,67.0,,B,77.0,,,,,,,,,,,,,,,,71.0,,Met,80.5,73.0,B,70.0,71.0,NotMet,Exceeded,64.2,86.1
2017,840308,,ALL,55.0,,C,65.0,,C,86.0,,,,,,,,,,,,,,,,64.0,,Met,82.8,68.0,C,59.0,68.0,Met,Met,75.4,81.0
2017,840310,,ALL,51.0,,C,47.0,,D,55.0,,,,,,,,,,,,,,,,50.0,,NotMet,65.8,53.0,D,55.0,52.0,Met,Met,72.8,71.2
2017,840312,,ALL,54.0,,C,55.0,,C,40.0,,,,,,,,,,,,,,,,52.0,,Met,81.7,58.0,C,60.0,61.0,Met,Met,84.0,83.1
2017,840316,,ALL,46.0,,D,37.0,,D,65.0,,,,,,,,,,,,,,,,44.0,,NotMet,69.6,49.0,D,50.0,45.0,NotMet,Met,66.9,76.5
2017,840320,,ALL,60.0,,C,62.0,,C,72.0,,,,,,,,,,,,,,,,63.0,,Met,80.3,66.0,C,64.0,66.0,Met,Met,77.6,81.5
2017,840324,,ALL,52.0,,C,58.0,,C,60.0,,,,,,,,,,,,,,,,56.0,,Met,82.4,61.0,C,60.0,61.0,Exceeded,Met,90.1,72.0
2017,840328,,ALL,54.0,,C,67.0,,B,83.0,,95.0,1.0,,,,,,,,,,,,,65.0,,Exceeded,96.2,71.0,B,63.0,71.0,Exceeded,Exceeded,96.1,89.6
2017,840332,,ALL,,,,,,,,,54.0,,42.0,,44.0,,50.0,,70.0,,95.0,,90.0,,64.0,,NotMet,57.0,63.0,C,,,,,,
2017,840336,,ALL,51.0,,C,57.0,,C,59.0,,,,,,,,,,,,,,,,55.0,,Met,70.6,58.0,C,55.0,61.0,NotMet,Met,69.6,77.4
2017,840344,,ALL,60.0,,C,61.0,,C,74.0,,,,,,,,,,,,,,,,62.0,,Exceeded,90.2,68.0,C,66.0,65.0,Exceeded,Met,93.4,81.7
2017,840350,,ALL,61.0,,C,69.0,,B,88.0,,95.0,1.0,,,,,,,,,,,,,70.0,,Exceeded,100.0,76.0,B,69.0,74.0,Exceeded,Exceeded,100.0,92.0
2017,840356,,ALL,,,,,,,,,57.0,,56.0,,46.0,,58.0,,70.0,,95.0,1.0,93.0,,67.0,,NotMet,68.1,67.0,C,,,,,,
