year,agency_code,category_code,grade_eoc,avg_size
2019,260382,,02,20
2019,260382,,03,12
2019,260382,,04,22
2019,260382,,05,15
2019,260383,,06,28
2019,260383,,07,25
2019,260383,,08,26
2019,260383,,NC Math 1,23
2019,260386,,00,17
2019,260386,,01,10
2019,260386,,02,21
2019,260386,,03,19
2019,260386,,04,13
2019,260386,,05,14
2019,260388,,Biology,18
2019,260388,,English II,18
2019,260388,,NC Math 1,15
2019,260388,,NC Math 3,14
2019,260396,,00,12
2019,260396,,01,12
2019,260396,,02,13
2019,260396,,03,13
2019,260396,,04,26
2019,260396,,05,20
2019,260397,,00,20
2019,260397,,01,19
2019,260397,,02,18
2019,260397,,03,21
2019,260397,,04,23
2019,260397,,05,23
2019,260398,,00,15
2019,260398,,01,13
2019,260398,,02,14
2019,260398,,03,16
2019,260398,,04,16
2019,260398,,05,15
2019,260400,,00,12
2019,260400,,01,7
2019,260400,,02,11
2019,260400,,03,21
2019,260400,,04,23
2019,260400,,05,21
2019,260401,,00,9
2019,260401,,01,16
2019,260401,,02,11
2019,260401,,03,11
2019,260401,,04,22
2019,260401,,05,15
2019,260402,,00,18
2019,260402,,01,15
2019,260402,,02,17
2019,260402,,03,17
2019,260402,,04,16
2019,260402,,05,17
2019,260403,,00,11
2019,260403,,01,10
2019,260403,,02,18
2019,260403,,03,17
2019,260403,,04,21
2019,260403,,05,20
2019,260404,,00,10
2019,260404,,01,12
2019,260404,,02,12
2019,260404,,03,11
2019,260404,,04,14
2019,260404,,05,9
2019,260405,,00,14
2019,260405,,01,15
2019,260405,,02,11
2019,260405,,03,8
2019,260405,,04,20
2019,260405,,05,12
2019,260406,,06,24
2019,260406,,07,21
2019,260406,,08,22
2019,260406,,NC Math 1,27
2019,260407,,00,17
2019,260407,,01,17
2019,260407,,02,15
2019,260407,,03,20
2019,260407,,04,20
2019,260407,,05,13
2019,260408,,Biology,21
2019,260408,,English II,22
2019,260408,,NC Math 1,16
2019,260408,,NC Math 3,26
2019,260410,,00,14
2019,260410,,01,11
2019,260410,,02,11
2019,260410,,03,12
2019,260410,,04,22
2019,260410,,05,14
2019,260411,,Biology,9
2019,260411,,English II,8
2019,260411,,NC Math 1,15
2019,260411,,NC Math 3,9
2019,260412,,00,16
2019,260412,,01,16
2019,260413,,06,8
2019,260413,,07,11
2019,260413,,08,9
2019,260414,,00,13
2019,260414,,01,17
2019,260414,,02,19
2019,260414,,03,17
2019,260414,,04,13
2019,260414,,05,14
2019,260415,,00,22
2019,260415,,01,21
2019,260415,,02,15
2019,260415,,03,19
2019,260415,,04,20
2019,260415,,05,21
2019,260416,,00,11
2019,260416,,01,13
2019,260416,,02,13
2019,260416,,03,13
2019,260416,,04,17
2019,260416,,05,21
2019,260417,,06,17
2019,260417,,07,18
2019,260417,,08,19
2019,260417,,NC Math 1,33
2019,260418,,06,23
2019,260418,,07,17
2019,260418,,08,20
2019,260418,,NC Math 1,20
2019,260419,,06,25
2019,260419,,07,21
2019,260419,,08,21
2019,260419,,NC Math 1,32
2019,260424,,Biology,24
2019,260424,,English II,16
2019,260424,,NC Math 1,19
2019,260424,,NC Math 3,25
2019,260425,,06,12
2019,260425,,07,17
2019,260425,,08,24
2019,260425,,NC Math 1,34
2019,260426,,00,12
2019,260426,,01,12
2019,260426,,02,14
2019,260426,,03,12
2019,260426,,04,10
2019,260426,,05,16
2019,260427,,Biology,19
2019,260427,,English II,19
2019,260427,,NC Math 1,16
2019,260427,,NC Math 3,23
2019,260428,,06,22
2019,260428,,07,18
2019,260428,,08,25
2019,260428,,NC Math 1,26
2019,260430,,02,15
2019,260430,,03,11
2019,260430,,04,21
2019,260430,,05,17
2019,260432,,00,15
2019,260432,,01,14
2019,260434,,00,18
2019,260434,,01,16
2019,260434,,02,16
2019,260434,,03,14
2019,260434,,04,20
2019,260434,,05,24
2019,260440,,00,15
2019,260440,,01,12
2019,260440,,02,14
2019,260440,,03,11
2019,260440,,04,14
2019,260440,,05,13
2019,260444,,00,12
2019,260444,,01,18
2019,260444,,02,19
2019,260444,,03,13
2019,260444,,04,18
2019,260444,,05,19
2019,260446,,Biology,28
2019,260446,,English II,19
2019,260446,,NC Math 1,18
2019,260446,,NC Math 3,21
2019,260448,,02,19
2019,260448,,03,19
2019,260448,,04,19
2019,260448,,05,25
2019,260449,,Biology,8
2019,260449,,English II,14
2019,260449,,NC Math 1,13
2019,260449,,NC Math 3,8
2019,260450,,00,16
2019,260450,,01,13
2019,260450,,02,14
2019,260450,,03,15
2019,260450,,04,16
2019,260450,,05,18
2019,260452,,00,15
2019,260452,,01,16
2019,260452,,02,17
2019,260452,,03,19
2019,260452,,04,19
2019,260452,,05,19
2019,260454,,06,23
2019,260454,,07,24
2019,260454,,08,19
2019,260454,,NC Math 1,16
2019,260455,,Biology,16
2019,260455,,English II,16
2019,260455,,NC Math 1,15
2019,260455,,NC Math 3,18
2019,260459,,00,12
2019,260459,,01,13
2019,260459,,02,9
2019,260459,,03,19
2019,260459,,04,15
2019,260459,,05,20
2019,260700,,Biology,14
2019,260700,,English II,11
2019,260700,,NC Math 1,8
2019,260700,,NC Math 3,17
2019,26B000,,NC Math 1,20
2019,270304,,00,22
2019,270304,,01,11
2019,270304,,02,20
2019,270304,,03,7
2019,270304,,04,16
2019,270304,,05,15
2019,270306,,Biology,19
2019,270306,,English II,15
2019,270306,,NC Math 1,14
2019,270306,,NC Math 3,19
2019,270308,,06,14
2019,270308,,07,15
2019,270308,,08,18
2019,270308,,NC Math 1,17
2019,270309,,00,16
2019,270309,,01,18
2019,270309,,02,15
2019,270309,,03,16
2019,270309,,04,19
2019,270309,,05,17
2019,270310,,00,22
2019,270310,,01,17
2019,270310,,02,21
2019,270310,,03,19
2019,270310,,04,21
2019,270310,,05,23
2019,270311,,Biology,17
2019,270311,,English II,20
2019,270311,,NC Math 1,16
2019,270311,,NC Math 3,18
2019,270312,,00,16
2019,270312,,01,16
2019,270312,,02,6
2019,270312,,03,12
2019,270312,,04,6
2019,270312,,05,8
2019,270316,,00,21
2019,270316,,01,18
2019,270316,,02,21
2019,270316,,03,20
2019,270316,,04,21
2019,270316,,05,21
2019,270318,,06,26
2019,270318,,07,21
2019,270318,,08,21
2019,270318,,NC Math 1,23
2019,270320,,00,14
2019,270320,,01,15
2019,270320,,02,20
2019,270320,,03,14
2019,270320,,04,19
2019,270320,,05,17
2019,280302,,00,15
2019,280302,,01,8
2019,280302,,02,10
2019,280302,,03,13
2019,280302,,04,13
2019,280302,,05,17
2019,280304,,06,17
2019,280304,,07,15
2019,280304,,08,15
2019,280304,,Biology,15
2019,280304,,English II,14
2019,280304,,NC Math 1,12
2019,280304,,NC Math 3,12
2019,280306,,Biology,6
2019,280306,,NC Math 1,5
2019,280306,,NC Math 3,8
2019,280308,,00,16
2019,280308,,01,16
2019,280308,,02,20
2019,280308,,03,21
2019,280308,,04,15
2019,280308,,05,17
2019,280310,,00,12
2019,280310,,01,15
2019,280310,,02,13
2019,280310,,03,21
2019,280310,,04,17
2019,280310,,05,18
2019,280312,,00,21
2019,280312,,01,15
2019,280312,,02,18
2019,280312,,03,18
2019,280312,,04,21
2019,280312,,05,18
2019,280316,,Biology,17
2019,280316,,English II,23
2019,280316,,NC Math 1,14
2019,280316,,NC Math 3,19
2019,280320,,06,23
2019,280320,,07,23
2019,280320,,08,23
2019,280320,,NC Math 1,23
2019,280324,,00,15
2019,280324,,01,15
2019,280324,,02,19
2019,280324,,03,18
2019,280324,,04,14
2019,280324,,05,17
2019,280328,,06,25
2019,280328,,07,20
2019,280328,,08,21
2019,280328,,NC Math 1,22
2019,280330,,Biology,20
2019,280330,,English II,26
2019,280330,,NC Math 1,23
2019,280330,,NC Math 3,21
2019,290302,,00,20
2019,290302,,01,15
2019,290302,,02,23
2019,290302,,03,20
2019,290302,,04,27
2019,290302,,05,27
2019,290306,,00,21
2019,290306,,01,21
2019,290306,,02,22
2019,290306,,03,23
2019,290306,,04,23
2019,290306,,05,30
2019,290307,,00,13
2019,290307,,01,17
2019,290307,,02,16
2019,290307,,03,20
2019,290307,,04,21
2019,290307,,05,25
2019,290308,,Biology,19
2019,290308,,English II,21
2019,290308,,NC Math 1,20
2019,290308,,NC Math 3,22
2019,290309,,06,22
2019,290309,,07,23
2019,290309,,08,23
2019,290309,,NC Math 1,25
2019,290312,,00,13
2019,290312,,01,21
2019,290312,,02,11
2019,290312,,03,17
2019,290312,,04,27
2019,290312,,05,17
2019,290314,,Biology,11
2019,290314,,English II,7
2019,290314,,NC Math 1,5
2019,290314,,NC Math 3,8
2019,290315,,Biology,18
2019,290315,,English II,20
2019,290315,,NC Math 1,25
2019,290315,,NC Math 3,19
2019,290316,,00,17
2019,290316,,01,17
2019,290316,,02,14
2019,290316,,03,14
2019,290316,,04,23
2019,290316,,05,27
2019,290320,,00,17
2019,290320,,01,13
2019,290320,,02,17
2019,290320,,03,17
2019,290320,,04,27
2019,290320,,05,19
2019,290322,,06,20
2019,290322,,07,24
2019,290322,,08,26
2019,290322,,NC Math 1,28
2019,290324,,Biology,23
2019,290324,,English II,22
2019,290324,,NC Math 1,23
2019,290324,,NC Math 3,24
2019,290328,,00,22
2019,290328,,01,22
2019,290328,,02,20
2019,290328,,03,19
2019,290328,,04,22
2019,290328,,05,27
2019,290330,,00,18
2019,290330,,01,20
2019,290330,,02,22
2019,290330,,03,19
2019,290330,,04,28
2019,290330,,05,28
2019,290332,,00,13
2019,290332,,01,18
2019,290332,,02,14
2019,290332,,03,18
2019,290332,,04,28
2019,290332,,05,22
2019,290333,,00,17
2019,290333,,01,16
2019,290333,,02,17
2019,290333,,03,17
2019,290333,,04,27
2019,290333,,05,25
2019,290334,,06,22
2019,290334,,07,26
2019,290334,,08,25
2019,290334,,NC Math 1,27
2019,290336,,Biology,20
2019,290336,,English II,24
2019,290336,,NC Math 1,22
2019,290336,,NC Math 3,22
2019,290344,,00,17
2019,290344,,01,22
2019,290344,,02,21
2019,290344,,03,21
2019,290344,,04,28
2019,290344,,05,20
2019,290348,,Biology,25
2019,290348,,English II,23
2019,290348,,NC Math 1,22
2019,290348,,NC Math 3,22
2019,290349,,Biology,25
2019,290349,,English II,25
2019,290349,,NC Math 1,26
2019,290349,,NC Math 3,28
2019,290350,,06,29
2019,290350,,07,30
2019,290350,,08,23
2019,290350,,NC Math 1,27
2019,290351,,06,25
2019,290351,,07,27
2019,290351,,08,27
2019,290351,,NC Math 1,31
2019,290352,,00,19
2019,290352,,01,16
2019,290352,,02,18
2019,290352,,03,16
2019,290352,,04,24
2019,290352,,05,27
2019,290356,,00,15
2019,290356,,01,16
2019,290356,,02,14
2019,290356,,03,14
2019,290356,,04,28
2019,290356,,05,18
2019,290364,,00,19
2019,290364,,01,17
2019,290364,,02,18
2019,290364,,03,19
2019,290364,,04,22
2019,290364,,05,22
2019,290365,,Biology,18
2019,290365,,English II,18
2019,290365,,NC Math 1,23
2019,290365,,NC Math 3,21
2019,290366,,00,20
2019,290366,,01,20
2019,290366,,02,20
2019,290366,,03,19
2019,290366,,04,22
2019,290366,,05,23
2019,290367,,06,20
2019,290367,,07,26
2019,290367,,08,24
2019,290367,,NC Math 1,22
2019,290375,,00,21
2019,290375,,01,18
2019,290375,,02,18
2019,290375,,03,15
2019,290375,,04,22
2019,290375,,05,14
2019,290376,,06,25
2019,290376,,07,24
2019,290376,,08,23
2019,290376,,NC Math 1,25
2019,290380,,00,20
2019,290380,,01,18
2019,290380,,02,20
2019,290380,,03,20
2019,290380,,04,20
2019,290380,,05,26
2019,290384,,00,21
2019,290384,,01,16
2019,290384,,02,16
2019,290384,,03,15
2019,290384,,04,24
2019,290384,,05,27
2019,290388,,Biology,25
2019,290388,,English II,22
2019,290388,,NC Math 1,22
2019,290388,,NC Math 3,26
2019,290389,,Biology,14
2019,290389,,English II,15
2019,290389,,NC Math 1,11
2019,290389,,NC Math 3,15
2019,291308,,01,16
2019,291308,,02,15
2019,291308,,03,15
2019,291308,,04,12
2019,291308,,05,19
2019,291332,,06,23
2019,291332,,07,23
2019,291332,,08,22
2019,291332,,NC Math 1,25
2019,291336,,Biology,19
2019,291336,,English II,25
2019,291336,,NC Math 1,18
2019,291336,,NC Math 3,20
2019,291340,,01,16
2019,291340,,02,18
2019,291340,,03,18
2019,291340,,04,21
2019,291340,,05,24
2019,291348,,00,17
2019,291352,,01,15
2019,291352,,02,13
2019,291352,,03,15
2019,291352,,04,15
2019,291352,,05,22
2019,292316,,04,24
2019,292316,,05,20
2019,292318,,00,17
2019,292318,,01,19
2019,292318,,02,17
2019,292318,,03,17
2019,292320,,06,15
2019,292320,,07,23
2019,292320,,08,19
2019,292320,,NC Math 1,25
2019,292324,,Biology,20
2019,292324,,English II,16
2019,292324,,NC Math 1,23
2019,292324,,NC Math 3,21
2019,295300,,04,18
2019,295300,,05,18
2019,298204,,Biology,6
2019,298204,,NC Math 1,6
2019,300308,,00,21
2019,300308,,01,17
2019,300308,,02,16
2019,300308,,03,11
2019,300308,,04,16
2019,300308,,05,23
2019,300310,,00,11
2019,300310,,01,11
2019,300310,,02,21
2019,300310,,03,18
2019,300310,,04,22
2019,300310,,05,23
2019,300312,,Biology,21
2019,300312,,English II,21
2019,300312,,NC Math 1,21
2019,300312,,NC Math 3,19
2019,300314,,Biology,17
2019,300314,,English II,14
2019,300314,,NC Math 1,19
2019,300314,,NC Math 3,21
2019,300320,,00,21
2019,300320,,01,16
2019,300320,,02,18
2019,300320,,03,16
2019,300320,,04,23
2019,300320,,05,21
2019,300325,,06,23
2019,300325,,07,20
2019,300325,,08,20
2019,300325,,NC Math 1,31
2019,300326,,00,21
2019,300326,,01,18
2019,300326,,02,20
2019,300326,,03,17
2019,300326,,04,16
2019,300326,,05,31
2019,300328,,00,17
2019,300328,,01,17
2019,300328,,02,16
2019,300328,,03,17
2019,300328,,04,22
2019,300328,,05,17
2019,300330,,06,23
2019,300330,,07,21
2019,300330,,08,19
2019,300330,,NC Math 1,22
2019,300336,,00,18
2019,300336,,01,19
2019,300336,,02,15
2019,300336,,03,17
2019,300336,,04,21
2019,300336,,05,20
2019,300337,,06,22
2019,300337,,07,23
2019,300337,,08,21
2019,300337,,NC Math 1,29
2019,310304,,04,26
2019,310304,,05,22
2019,310304,,06,22
2019,310304,,07,20
2019,310304,,08,27
2019,310308,,04,20
2019,310308,,05,24
2019,310308,,06,24
2019,310308,,07,19
2019,310308,,08,12
2019,310330,,04,21
2019,310330,,05,25
2019,310330,,06,20
2019,310330,,07,16
2019,310330,,08,25
2019,310330,,NC Math 1,5
2019,310336,,04,20
2019,310336,,05,20
2019,310336,,06,25
2019,310336,,07,18
2019,310336,,08,16
2019,310338,,Biology,15
2019,310338,,English II,15
2019,310338,,NC Math 1,15
2019,310338,,NC Math 3,11
2019,310344,,Biology,17
2019,310344,,English II,23
2019,310344,,NC Math 1,13
2019,310344,,NC Math 3,21
2019,310352,,Biology,15
2019,310352,,English II,19
2019,310352,,NC Math 1,23
2019,310352,,NC Math 3,15
2019,310356,,04,22
2019,310356,,05,17
2019,310356,,06,25
2019,310356,,07,27
2019,310356,,08,28
2019,310360,,04,27
2019,310360,,05,26
2019,310360,,06,26
2019,310364,,07,27
2019,310364,,08,24
2019,310364,,Biology,24
2019,310364,,English II,20
2019,310364,,NC Math 1,17
2019,310364,,NC Math 3,17
2019,310384,,04,21
2019,310384,,05,25
2019,310384,,06,25
2019,310384,,07,24
2019,310384,,08,20
2019,310388,,04,18
2019,310388,,05,25
2019,310388,,06,24
2019,310388,,07,26
2019,310388,,08,24
2019,310388,,NC Math 1,14
2019,310392,,Biology,17
2019,310392,,English II,16
2019,310392,,NC Math 1,16
2019,310392,,NC Math 3,21
2019,320304,,00,20
2019,320304,,01,20
2019,320304,,02,21
2019,320304,,03,14
2019,320304,,04,24
2019,320304,,05,17
2019,320306,,06,19
2019,320306,,07,19
2019,320306,,08,17
2019,320306,,NC Math 1,16
2019,320308,,00,18
2019,320308,,01,18
2019,320308,,02,18
2019,320308,,03,19
2019,320308,,04,15
2019,320308,,05,19
2019,320309,,Biology,16
2019,320309,,English II,19
2019,320309,,NC Math 1,18
2019,320309,,NC Math 3,19
2019,320310,,00,18
2019,320310,,01,18
2019,320310,,02,17
2019,320310,,03,16
2019,320310,,04,20
2019,320310,,05,21
2019,320312,,Biology,16
2019,320312,,English II,24
2019,320312,,NC Math 1,23
2019,320312,,NC Math 3,25
2019,320313,,00,17
2019,320313,,01,17
2019,320313,,02,15
2019,320313,,03,16
2019,320313,,04,23
2019,320313,,05,25
2019,320314,,06,25
2019,320314,,07,22
2019,320314,,08,20
2019,320314,,Biology,20
2019,320314,,English II,21
2019,320314,,NC Math 1,22
2019,320314,,NC Math 3,27
2019,320315,,00,17
2019,320315,,01,20
2019,320315,,02,18
2019,320315,,03,19
2019,320315,,04,20
2019,320315,,05,25
2019,320316,,06,26
2019,320316,,07,23
2019,320316,,08,23
2019,320316,,NC Math 1,20
2019,320317,,Biology,23
2019,320317,,English II,21
2019,320317,,NC Math 1,22
2019,320317,,NC Math 3,20
2019,320318,,00,14
2019,320318,,01,14
2019,320318,,02,20
2019,320318,,03,19
2019,320318,,04,23
2019,320318,,05,24
2019,320319,,00,20
2019,320319,,01,19
2019,320319,,02,19
2019,320319,,03,20
2019,320319,,04,26
2019,320319,,05,23
2019,320320,,04,25
2019,320320,,05,21
2019,320322,,Biology,9
2019,320322,,English II,7
2019,320322,,NC Math 1,10
2019,320322,,NC Math 3,7
2019,320323,,06,25
2019,320323,,07,24
2019,320323,,08,16
2019,320323,,Biology,14
2019,320323,,English II,12
2019,320323,,NC Math 1,10
2019,320323,,NC Math 3,12
2019,320324,,00,19
2019,320324,,01,17
2019,320324,,02,20
2019,320324,,03,19
2019,320324,,04,24
2019,320324,,05,22
2019,320325,,Biology,16
2019,320325,,English II,20
2019,320325,,NC Math 1,19
2019,320325,,NC Math 3,22
2019,320327,,00,20
2019,320327,,01,17
2019,320327,,02,21
2019,320327,,03,18
2019,320327,,04,17
2019,320327,,05,22
2019,320328,,00,20
2019,320328,,01,20
2019,320328,,02,21
2019,320328,,03,18
2019,320328,,04,19
2019,320328,,05,21
2019,320332,,00,18
2019,320332,,01,17
2019,320332,,02,16
2019,320332,,03,18
2019,320332,,04,19
2019,320332,,05,20
2019,320338,,06,20
2019,320338,,07,23
2019,320338,,08,19
2019,320338,,NC Math 1,6
2019,320339,,04,19
2019,320339,,05,24
2019,320340,,00,20
2019,320340,,01,16
2019,320340,,02,16
2019,320340,,03,18
2019,320340,,04,21
2019,320340,,05,19
2019,320340,,06,22
2019,320340,,07,19
2019,320340,,08,14
2019,320340,,NC Math 1,12
2019,320341,,07,8
2019,320341,,Biology,8
2019,320341,,English II,7
2019,320341,,NC Math 1,9
2019,320341,,NC Math 3,6
2019,320342,,06,20
2019,320342,,07,11
2019,320342,,08,11
2019,320342,,NC Math 1,14
2019,320343,,06,23
2019,320343,,07,24
2019,320343,,08,22
2019,320343,,NC Math 1,23
2019,320344,,00,18
2019,320344,,01,20
2019,320344,,02,16
2019,320344,,03,21
2019,320344,,04,20
2019,320344,,05,25
2019,320346,,06,24
2019,320346,,07,24
2019,320346,,08,19
2019,320346,,NC Math 1,24
2019,320347,,00,9
2019,320347,,01,6
2019,320347,,02,6
2019,320347,,03,6
2019,320347,,04,14
2019,320347,,05,13
2019,320348,,00,20
2019,320348,,01,16
2019,320348,,02,22
2019,320348,,03,21
2019,320348,,04,16
2019,320348,,05,16
2019,320352,,00,19
2019,320352,,01,18
2019,320352,,02,18
2019,320352,,03,20
2019,320352,,04,20
2019,320352,,05,20
2019,320353,,Biology,10
2019,320353,,NC Math 3,16
2019,320354,,00,8
2019,320354,,01,6
2019,320354,,02,6
2019,320354,,03,5
2019,320354,,04,11
2019,320354,,05,10
2019,320355,,06,21
2019,320355,,07,18
2019,320355,,08,19
2019,320355,,NC Math 1,11
2019,320356,,Biology,23
2019,320356,,English II,24
2019,320356,,NC Math 1,21
2019,320356,,NC Math 3,25
2019,320360,,00,15
2019,320360,,01,19
2019,320360,,02,15
2019,320360,,03,14
2019,320360,,04,22
2019,320360,,05,23
2019,320362,,00,19
2019,320362,,01,16
2019,320362,,02,20
2019,320362,,03,18
2019,320362,,04,28
2019,320362,,05,22
2019,320363,,00,20
2019,320363,,01,20
2019,320363,,02,18
2019,320363,,03,19
2019,320363,,04,18
2019,320363,,05,18
2019,320364,,00,23
2019,320364,,01,22
2019,320364,,02,21
2019,320364,,03,21
2019,320364,,04,22
2019,320364,,05,22
2019,320365,,Biology,22
2019,320365,,English II,24
2019,320365,,NC Math 1,20
2019,320365,,NC Math 3,24
2019,320366,,06,24
2019,320366,,07,23
2019,320366,,08,22
2019,320366,,NC Math 1,26
2019,320367,,00,18
2019,320367,,01,14
2019,320367,,02,18
2019,320367,,03,20
2019,320367,,04,18
2019,320367,,05,15
2019,320368,,Biology,18
2019,320368,,English II,16
2019,320368,,NC Math 1,20
2019,320368,,NC Math 3,26
2019,320369,,00,19
2019,320369,,01,18
2019,320369,,02,18
2019,320369,,03,17
2019,320369,,04,23
2019,320369,,05,23
2019,320370,,06,24
2019,320370,,07,24
2019,320370,,08,23
2019,320370,,NC Math 1,19
2019,320372,,00,18
2019,320372,,01,20
2019,320372,,02,20
2019,320372,,03,18
2019,320372,,04,19
2019,320372,,05,22
2019,320374,,00,13
2019,320374,,01,13
2019,320374,,02,12
2019,320374,,03,14
2019,320374,,04,13
2019,320374,,05,18
2019,320376,,00,17
2019,320376,,01,16
2019,320376,,02,13
2019,320376,,03,15
2019,320376,,04,26
2019,320376,,05,23
2019,320388,,04,16
2019,320388,,05,20
2019,320400,,00,16
2019,320400,,01,18
2019,320400,,02,18
2019,320400,,03,17
2019,320400,,04,19
2019,320400,,05,21
2019,320701,,Biology,19
2019,320701,,English II,17
2019,320701,,NC Math 1,18
2019,320701,,NC Math 3,23
2019,32A000,,NC Math 1,30
2019,32D000,,NC Math 1,16
2019,32H000,,NC Math 1,29
2019,32K000,,NC Math 1,24
2019,32L000,,Biology,11
2019,32L000,,English II,17
2019,32L000,,NC Math 1,24
2019,32L000,,NC Math 3,18
2019,32N000,,Biology,23
2019,32N000,,English II,21
2019,32N000,,NC Math 1,18
2019,32N000,,NC Math 3,23
2019,32S000,,NC Math 1,18
2019,330304,,04,25
2019,330304,,05,22
2019,330308,,04,19
2019,330308,,05,26
2019,330312,,04,24
2019,330312,,05,19
2019,330326,,Biology,13
2019,330326,,English II,11
2019,330326,,NC Math 1,16
2019,330326,,NC Math 3,16
2019,330328,,Biology,18
2019,330328,,English II,14
2019,330328,,NC Math 1,13
2019,330328,,NC Math 3,12
2019,330332,,06,24
2019,330332,,07,22
2019,330332,,08,15
2019,330332,,NC Math 1,19
2019,330334,,04,28
2019,330334,,05,16
2019,330340,,06,19
2019,330340,,07,18
2019,330340,,08,23
2019,330340,,NC Math 1,31
2019,330344,,06,24
2019,330344,,07,21
2019,330344,,08,22
2019,330344,,NC Math 1,19
2019,330348,,06,26
2019,330348,,07,24
2019,330348,,08,18
2019,330348,,NC Math 1,24
2019,330350,,Biology,18
2019,330350,,English II,18
2019,330350,,NC Math 1,18
2019,330350,,NC Math 3,28
2019,330354,,04,26
2019,330354,,05,22
2019,330358,,Biology,15
2019,330358,,English II,17
2019,330358,,NC Math 1,14
2019,330358,,NC Math 3,24
2019,330360,,04,22
2019,330360,,05,19
2019,330360,,06,20
2019,330360,,07,17
2019,330360,,08,18
2019,330360,,NC Math 1,26
2019,33A000,,Biology,17
2019,33A000,,English II,17
2019,33A000,,NC Math 1,18
2019,33A000,,NC Math 3,16
2019,340308,,00,12
2019,340308,,01,15
2019,340308,,02,14
2019,340308,,03,15
2019,340308,,04,12
2019,340308,,05,21
2019,340311,,Biology,28
2019,340311,,English II,26
2019,340311,,NC Math 1,22
2019,340311,,NC Math 3,23
2019,340314,,00,13
2019,340314,,01,15
2019,340314,,02,13
2019,340314,,03,13
2019,340314,,04,23
2019,340314,,05,23
2019,340320,,00,16
2019,340320,,01,18
2019,340320,,02,18
2019,340320,,03,16
2019,340320,,04,21
2019,340320,,05,17
2019,340326,,00,18
2019,340326,,01,17
2019,340326,,02,18
2019,340326,,03,17
2019,340326,,04,24
2019,340326,,05,21
2019,340330,,Biology,12
2019,340330,,English II,14
2019,340330,,NC Math 1,17
2019,340330,,NC Math 3,14
2019,340332,,Biology,26
2019,340334,,00,19
2019,340334,,01,18
2019,340334,,02,18
2019,340334,,03,18
2019,340334,,04,21
2019,340334,,05,26
2019,340344,,00,7
2019,340348,,00,21
2019,340348,,01,20
2019,340348,,02,17
2019,340348,,03,19
2019,340348,,04,22
2019,340348,,05,24
2019,340350,,06,23
2019,340350,,07,26
2019,340350,,08,26
2019,340350,,NC Math 1,31
2019,340351,,04,14
2019,340351,,05,23
2019,340354,,00,15
2019,340354,,01,15
2019,340354,,02,15
2019,340354,,03,14
2019,340354,,04,15
2019,340354,,05,15
2019,340354,,06,15
2019,340354,,07,15
2019,340354,,08,14
2019,340354,,NC Math 1,19
2019,340362,,Biology,17
2019,340362,,English II,21
2019,340362,,NC Math 1,15
2019,340362,,NC Math 3,19
2019,340364,,Biology,23
2019,340364,,English II,22
2019,340364,,NC Math 1,21
2019,340364,,NC Math 3,21
2019,340366,,06,22
2019,340366,,07,20
2019,340366,,08,20
2019,340366,,NC Math 1,26
2019,340368,,00,16
2019,340368,,01,19
2019,340368,,02,18
2019,340368,,03,21
2019,340368,,04,21
2019,340368,,05,15
2019,340372,,06,20
2019,340372,,07,17
2019,340372,,08,18
2019,340372,,NC Math 1,29
2019,340376,,00,19
2019,340376,,01,16
2019,340376,,02,21
2019,340376,,03,13
2019,340376,,04,22
2019,340376,,05,25
2019,340380,,00,17
2019,340380,,01,18
2019,340380,,02,18
2019,340380,,03,16
2019,340380,,04,21
2019,340380,,05,18
2019,340382,,Biology,21
2019,340382,,English II,23
2019,340382,,NC Math 1,20
2019,340382,,NC Math 3,20
2019,340384,,00,15
2019,340384,,01,18
2019,340384,,02,19
2019,340384,,03,19
2019,340384,,04,20
2019,340384,,05,24
2019,340385,,07,7
2019,340385,,08,5
2019,340385,,Biology,5
2019,340385,,English II,10
2019,340385,,NC Math 1,11
2019,340390,,00,18
2019,340390,,01,19
2019,340390,,02,15
2019,340390,,03,15
2019,340390,,04,22
2019,340390,,05,22
2019,340392,,06,20
2019,340392,,07,22
2019,340392,,08,20
2019,340392,,NC Math 1,29
2019,340400,,00,15
2019,340400,,01,14
2019,340400,,02,14
2019,340400,,03,13
2019,340400,,04,19
2019,340400,,05,22
2019,340403,,00,24
2019,340403,,01,20
2019,340403,,02,17
2019,340403,,03,16
2019,340403,,04,24
2019,340403,,05,21
2019,340406,,06,26
2019,340406,,07,26
2019,340406,,08,27
2019,340406,,NC Math 1,31
2019,340416,,00,19
2019,340416,,01,16
2019,340416,,02,17
2019,340416,,03,16
2019,340416,,04,17
2019,340416,,05,21
2019,340420,,06,30
2019,340420,,07,20
2019,340420,,08,25
2019,340420,,NC Math 1,30
2019,340424,,00,19
2019,340424,,01,18
2019,340424,,02,18
2019,340424,,03,21
2019,340424,,04,14
2019,340424,,05,21
2019,340426,,00,20
2019,340426,,01,19
2019,340426,,02,18
2019,340426,,03,16
2019,340426,,04,25
2019,340426,,05,22
2019,340427,,02,6
2019,340427,,03,5
2019,340428,,00,17
2019,340428,,01,16
2019,340428,,02,18
2019,340428,,03,21
2019,340428,,04,17
2019,340428,,05,20
2019,340430,,00,11
2019,340430,,01,14
2019,340430,,02,16
2019,340430,,03,18
2019,340430,,04,15
2019,340430,,05,19
2019,340432,,00,18
2019,340432,,01,13
2019,340432,,02,18
2019,340432,,03,16
2019,340432,,04,20
2019,340432,,05,28
