title1_type_flg,clp_ind_flg,summer_program_flg,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem_flg,Avg_Class_Size_06,Avg_Class_Size_07,Avg_Class_Size_08,Avg_Class_Size_MathI,Avg_Dist_Size_06,Avg_Dist_Size_07,Avg_Dist_Size_08,Avg_Dist_Size_Biology,lea_total_expense_num,lea_salary_expense_pct,lea_benefits_expense_pct,lea_services_expense_pct,lea_supplies_expense_pct,lea_instruct_equip_exp_pct,lea_federal_perpupil_num,lea_local_perpupil_num,lea_state_perpupil_num,SPG Score,Reading  SPG Score,Math SPG Score,EVAAS Growth Score,Science Score,Math I Score,lea_sat_avg_score_num,lea_sat_participation_pct,lea_ap_participation_pct,lea_ap_pct_3_or_above,lea_ib_pct_4_or_above,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,st_avg_daily_attend_pct,st_crime_per_c_num,digital_media_pct,avg_age_media_collection,books_per_student,lea_books_per_student,wap_num,wap_per_classroom,lea_wap_num,lea_wap_per_classroom,flicensed_teach_pct,tchyrs_0thru3_pct,tchyrs_4thru10_pct,tchyrs_11plus_pct,nbpts_num,advance_dgr_pct,_1yr_tchr_trnovr_pct,lateral_teach_pct,highqual_class_pct,lea_flicensed_teach_pct,lea_tchyrs_0thru3_pct,lea_tchyrs_4thru10_pct,lea_tchyrs_11plus_pct,lea_nbpts_num,lea_advance_dgr_pct,lea_1yr_tchr_trnovr_pct,lea_emer_prov_teach_pct,lea_highqual_class_pct,lea_highqual_class_hp_pct,lea_highqual_class_lp_pct,lea_highqual_class_all_pct,lea_not_highqual_class_hp_pct,lea_not_highqual_class_lp_pct,st_flicensed_teach_pct,st_tchyrs_0thru3_pct,st_tchyrs_4thru10_pct,st_tchyrs_11plus_pct,st_advance_dgr_pct,Dist_Prin_Exp_Pct_0_3_Years,Dist_Prin_Exp_Pct_4_10_Years,Dist_Prin_Exp_Pct_10+_Years,All_EOC_Subjects_CACR,EOG_Gr6_CACR,EOG_Gr7_CACR,EOG_Gr8_CACR,EOG_Science_Grades_5&8_CACR,Indian Male,Asian Male,Hispanic Male,Black Male,White Male,Pacific Island Male,Pacific Island Female,Two or  More Male,Two or  More Female,Pacific Island,White_Pct,Majority_Minority,category_cd_T,calendar_only_txt_Year-Round Calendar,esea_status_Esea_Pass,esea_status_Non_Esea,SPG Grade_A+NG,SPG Grade_B,SPG Grade_C,SPG Grade_D,SPG Grade_F,Reading SPG Grade_B,Reading SPG Grade_C,Reading SPG Grade_D,Reading SPG Grade_F,Math SPG Grade_B,Math SPG Grade_C,Math SPG Grade_D,Math SPG Grade_F,EVAAS Growth Status_Met,EVAAS Growth Status_NotMet,State Gap Compared_Y,Byod_Yes,1_to_1_access_Yes
False,False,False,468.0,468.0,634,False,False,23.0,19.0,20.0,20.0,23.0,19.0,20.0,20.0,10493.54,0.601,0.20800000000000002,0.092,0.084,0.015,1133.43,1920.94,7439.17,61.0,57.0,52.0,95.2,78.0,100.0,925.0,0.33,0.1,0.17,0.0,0.9490000000000001,0.85,18.16,0.21,0.0,0.66,0.95,0.85,18.16,0.21,0.0,1.02,0.951,0.83,0.01,1994.0,18.33,20.81,42.0,1.17,138.0,0.9,0.972,0.19399999999999998,0.139,0.667,12.0,0.444,0.132,0.027999999999999997,1.0,0.972,0.19399999999999998,0.139,0.667,12.0,0.444,0.132,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9229999999999999,0.244,0.251,0.506,0.268,0.75,0.0,0.25,90.0,32.0,30.2,40.3,60.5,1.0,0.0,12.0,101.0,107.0,0.0,0.0,7.0,8.0,0.0,0.448275862,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
False,False,False,439.0,439.0,634,False,False,25.0,28.0,26.0,0.0,25.0,28.0,26.0,0.0,10280.58,0.594,0.19899999999999998,0.099,0.095,0.013000000000000001,950.39,1518.16,7812.03,59.0,56.0,53.0,78.7,74.0,0.0,1076.0,0.44,0.0,0.71,0.0,0.9790000000000001,0.23,1.59,0.0,0.0,0.81,0.96,0.23,1.59,0.0,0.0,0.76,0.951,0.83,0.0,1996.0,17.71,17.05,30.0,0.86,119.0,1.06,0.963,0.222,0.33299999999999996,0.444,2.0,0.519,0.071,0.037000000000000005,1.0,0.963,0.222,0.33299999999999996,0.444,2.0,0.519,0.071,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9229999999999999,0.244,0.251,0.506,0.268,0.33299999999999996,0.0,0.667,0.0,42.1,40.9,51.2,58.4,2.0,0.0,17.0,3.0,198.0,0.0,0.0,6.0,1.0,0.0,0.898850575,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
False,False,False,772.0,650.0,634,False,False,21.0,19.0,18.0,23.0,22.0,19.0,20.0,16.0,9251.73,0.62,0.21600000000000003,0.067,0.085,0.012,1248.84,2035.02,5967.87,55.0,55.0,45.0,62.5,83.0,100.0,979.0,0.43,0.18,0.42,0.0,0.951,0.52,13.21,0.0,0.0,1.6,0.9470000000000001,0.41,23.66,0.0,0.0,1.5,0.951,0.83,0.01,2000.0,20.75,20.07,66.0,1.1,1176.0,1.02,0.941,0.196,0.268,0.536,9.0,0.429,0.07200000000000001,0.059000000000000004,0.9890000000000001,0.9490000000000001,0.179,0.239,0.5820000000000001,7.0,0.32,0.10800000000000001,0.004,0.98,0.9890000000000001,0.0,0.9840000000000001,0.011000000000000001,0.0,0.9229999999999999,0.244,0.251,0.506,0.268,0.69,0.276,0.034,93.3,40.8,43.4,45.0,62.5,0.0,0.0,25.0,54.0,292.0,0.0,0.0,7.0,12.0,0.0,0.735924933,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
False,False,False,907.0,650.0,634,False,False,21.0,20.0,22.0,27.0,22.0,19.0,20.0,16.0,9251.73,0.62,0.21600000000000003,0.067,0.085,0.012,1248.84,2035.02,5967.87,56.0,59.0,48.0,58.2,74.0,100.0,979.0,0.43,0.18,0.42,0.0,0.9570000000000001,0.44,23.37,0.0,0.0,1.76,0.9470000000000001,0.41,23.66,0.0,0.0,1.5,0.951,0.83,0.0,1995.0,25.49,20.07,70.0,1.19,1176.0,1.02,0.9840000000000001,0.131,0.19699999999999998,0.672,9.0,0.39299999999999996,0.078,0.016,0.9890000000000001,0.9490000000000001,0.179,0.239,0.5820000000000001,7.0,0.32,0.10800000000000001,0.004,0.98,0.9890000000000001,0.0,0.9840000000000001,0.011000000000000001,0.0,0.9229999999999999,0.244,0.251,0.506,0.268,0.69,0.276,0.034,90.6,45.2,47.8,41.7,59.3,0.0,2.0,30.0,112.0,336.0,0.0,0.0,27.0,19.0,0.0,0.661425577,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
True,False,False,466.0,650.0,634,False,False,20.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,9251.73,0.62,0.21600000000000003,0.067,0.085,0.012,1248.84,2035.02,5967.87,57.0,55.0,57.0,81.3,57.0,0.0,979.0,0.43,0.18,0.42,0.0,0.9590000000000001,0.21,25.97,0.0,0.0,1.28,0.9470000000000001,0.41,23.66,0.0,0.0,1.5,0.951,0.83,0.15,2003.0,16.14,20.07,18.0,0.47,1176.0,1.02,0.99,0.061,0.242,0.6970000000000001,9.0,0.406,0.053,0.01,1.0,0.9490000000000001,0.179,0.239,0.5820000000000001,7.0,0.32,0.10800000000000001,0.004,0.98,0.9890000000000001,0.0,0.9840000000000001,0.011000000000000001,0.0,0.9229999999999999,0.244,0.251,0.506,0.268,0.69,0.276,0.034,0.0,38.4,0.0,0.0,56.3,0.0,3.0,20.0,125.0,98.0,0.0,0.0,7.0,14.0,0.0,0.38641189,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
False,False,False,643.0,650.0,634,False,False,24.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,9251.73,0.62,0.21600000000000003,0.067,0.085,0.012,1248.84,2035.02,5967.87,63.0,65.0,54.0,58.2,84.0,0.0,979.0,0.43,0.18,0.42,0.0,0.955,0.0,21.46,0.0,0.0,1.46,0.9470000000000001,0.41,23.66,0.0,0.0,1.5,0.951,0.83,0.01,2002.0,21.08,20.07,17.0,0.38,1176.0,1.02,1.0,0.243,0.21600000000000003,0.541,5.0,0.27,0.11199999999999999,0.0,0.903,0.9490000000000001,0.179,0.239,0.5820000000000001,7.0,0.32,0.10800000000000001,0.004,0.98,0.9890000000000001,0.0,0.9840000000000001,0.011000000000000001,0.0,0.9229999999999999,0.244,0.251,0.506,0.268,0.69,0.276,0.034,0.0,50.7,0.0,0.0,80.1,0.0,2.0,13.0,53.0,247.0,0.0,0.0,24.0,23.0,0.0,0.7142857140000001,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
False,False,False,653.0,650.0,634,False,False,0.0,21.0,22.0,25.0,0.0,19.0,20.0,16.0,9251.73,0.62,0.21600000000000003,0.067,0.085,0.012,1248.84,2035.02,5967.87,58.0,61.0,45.0,52.7,78.0,100.0,979.0,0.43,0.18,0.42,0.0,0.9490000000000001,0.31,26.65,0.0,0.0,1.68,0.9470000000000001,0.41,23.66,0.0,0.0,1.5,0.951,0.83,0.02,1995.0,22.61,20.07,57.0,1.02,1176.0,1.02,0.9540000000000001,0.114,0.25,0.636,7.0,0.22699999999999998,0.113,0.023,1.0,0.9490000000000001,0.179,0.239,0.5820000000000001,7.0,0.32,0.10800000000000001,0.004,0.98,0.9890000000000001,0.0,0.9840000000000001,0.011000000000000001,0.0,0.9229999999999999,0.244,0.251,0.506,0.268,0.69,0.276,0.034,88.0,0.0,41.8,42.8,63.7,0.0,10.0,13.0,66.0,219.0,0.0,0.0,21.0,19.0,0.0,0.6821829859999999,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
False,False,False,456.0,650.0,634,False,False,0.0,17.0,18.0,30.0,0.0,19.0,20.0,16.0,9251.73,0.62,0.21600000000000003,0.067,0.085,0.012,1248.84,2035.02,5967.87,46.0,51.0,41.0,57.6,50.0,100.0,979.0,0.43,0.18,0.42,0.0,0.9540000000000001,1.1,38.38,0.0,0.0,1.21,0.9470000000000001,0.41,23.66,0.0,0.0,1.5,0.951,0.83,0.0,1995.0,42.24,20.07,54.0,1.2,1176.0,1.02,0.804,0.35100000000000003,0.27,0.37799999999999995,3.0,0.111,0.24,0.196,0.9890000000000001,0.9490000000000001,0.179,0.239,0.5820000000000001,7.0,0.32,0.10800000000000001,0.004,0.98,0.9890000000000001,0.0,0.9840000000000001,0.011000000000000001,0.0,0.9229999999999999,0.244,0.251,0.506,0.268,0.69,0.276,0.034,89.8,0.0,38.7,46.7,73.2,0.0,3.0,15.0,118.0,86.0,0.0,0.0,11.0,9.0,0.0,0.37173913,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
True,False,True,142.0,169.0,634,False,False,22.0,18.0,20.0,0.0,19.0,21.0,20.0,0.0,9498.67,0.607,0.207,0.08800000000000001,0.091,0.006999999999999999,1705.1,1156.11,6637.46,39.0,47.0,26.0,60.8,53.0,90.0,872.0,0.43,0.06,0.13,0.0,0.951,0.0,23.94,0.0,0.0,0.46,0.945,0.0,17.24,0.0,0.0,1.0,0.951,0.83,0.02,1993.0,35.04,24.55,38.0,3.17,1057.0,2.27,0.8,0.273,0.545,0.182,1.0,0.3,0.191,0.2,1.0,0.86,0.159,0.261,0.58,1.0,0.273,0.16699999999999998,0.0,0.963,0.9590000000000001,0.938,0.968,0.040999999999999995,0.062,0.9229999999999999,0.244,0.251,0.506,0.268,0.389,0.5,0.111,0.0,30.0,28.7,25.0,37.5,3.0,0.0,11.0,24.0,34.0,0.0,0.0,0.0,1.0,0.0,0.364963504,1.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
True,False,True,344.0,438.0,475,False,False,17.0,24.0,17.0,13.0,19.0,21.0,20.0,16.0,9498.67,0.607,0.207,0.08800000000000001,0.091,0.006999999999999999,1705.1,1156.11,6637.46,59.0,60.0,56.0,74.3,67.0,0.0,872.0,0.43,0.06,0.13,0.0,0.9620000000000001,0.0,5.81,0.0,0.0,0.77,0.9490000000000001,0.0,5.86,0.0,0.0,1.0,0.9570000000000001,0.24,0.0,1997.0,27.95,24.55,48.0,1.71,1057.0,2.27,0.9570000000000001,0.25,0.33299999999999996,0.41700000000000004,4.0,0.20800000000000002,0.125,0.0,1.0,0.965,0.24100000000000002,0.276,0.483,3.0,0.267,0.11599999999999999,0.012,0.948,0.9590000000000001,0.938,0.968,0.040999999999999995,0.062,0.895,0.255,0.254,0.491,0.262,0.389,0.5,0.111,84.6,37.1,62.2,48.6,63.6,3.0,0.0,13.0,45.0,106.0,0.0,0.0,3.0,3.0,0.0,0.6190476189999999,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
True,False,True,120.0,169.0,634,False,False,15.0,17.0,27.0,0.0,19.0,21.0,20.0,0.0,9498.67,0.607,0.207,0.08800000000000001,0.091,0.006999999999999999,1705.1,1156.11,6637.46,51.0,49.0,46.0,88.0,61.0,100.0,872.0,0.43,0.06,0.13,0.0,0.925,0.0,55.0,0.0,0.0,0.77,0.945,0.0,17.24,0.0,0.0,1.0,0.951,0.83,0.0,1996.0,64.17,24.55,51.0,2.43,1057.0,2.27,0.917,0.154,0.154,0.6920000000000001,1.0,0.25,0.042,0.083,1.0,0.86,0.159,0.261,0.58,1.0,0.273,0.16699999999999998,0.0,0.963,0.9590000000000001,0.938,0.968,0.040999999999999995,0.062,0.9229999999999999,0.244,0.251,0.506,0.268,0.389,0.5,0.111,0.0,37.5,25.0,39.4,47.1,0.0,0.0,5.0,49.0,5.0,0.0,0.0,2.0,0.0,0.0,0.168316832,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
True,False,True,259.0,438.0,475,False,False,21.0,26.0,14.0,11.0,19.0,21.0,20.0,16.0,9498.67,0.607,0.207,0.08800000000000001,0.091,0.006999999999999999,1705.1,1156.11,6637.46,52.0,56.0,48.0,80.7,50.0,75.0,872.0,0.43,0.06,0.13,0.0,0.961,0.0,18.15,0.0,0.0,1.0,0.9490000000000001,0.0,5.86,0.0,0.0,1.0,0.9570000000000001,0.24,0.0,1995.0,21.24,24.55,45.0,1.96,1057.0,2.27,0.882,0.444,0.222,0.33299999999999996,3.0,0.11800000000000001,0.222,0.11800000000000001,0.868,0.965,0.24100000000000002,0.276,0.483,3.0,0.267,0.11599999999999999,0.012,0.948,0.9590000000000001,0.938,0.968,0.040999999999999995,0.062,0.895,0.255,0.254,0.491,0.262,0.389,0.5,0.111,0.0,9.1,44.6,35.1,42.0,4.0,0.0,7.0,47.0,73.0,0.0,1.0,4.0,0.0,1.0,0.526315789,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1
True,False,True,210.0,169.0,634,False,False,18.0,17.0,17.0,9.0,19.0,21.0,20.0,16.0,9498.67,0.607,0.207,0.08800000000000001,0.091,0.006999999999999999,1705.1,1156.11,6637.46,50.0,54.0,40.0,81.8,63.0,100.0,872.0,0.43,0.06,0.13,0.0,0.971,0.0,14.29,0.0,0.0,0.59,0.945,0.0,17.24,0.0,0.0,1.0,0.951,0.83,0.0,2008.0,43.53,24.55,49.0,1.75,1057.0,2.27,0.8059999999999999,0.235,0.11800000000000001,0.647,1.0,0.188,0.207,0.19399999999999998,0.97,0.86,0.159,0.261,0.58,1.0,0.273,0.16699999999999998,0.0,0.963,0.9590000000000001,0.938,0.968,0.040999999999999995,0.062,0.9229999999999999,0.244,0.251,0.506,0.268,0.389,0.5,0.111,0.0,33.3,35.9,47.9,62.5,32.0,0.0,10.0,29.0,31.0,0.0,0.0,4.0,6.0,0.0,0.251231527,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1
True,False,True,198.0,169.0,634,False,False,17.0,23.0,26.0,20.0,19.0,21.0,20.0,16.0,9498.67,0.607,0.207,0.08800000000000001,0.091,0.006999999999999999,1705.1,1156.11,6637.46,57.0,59.0,49.0,69.4,74.0,100.0,872.0,0.43,0.06,0.13,0.0,0.97,0.0,3.03,0.0,0.0,0.52,0.945,0.0,17.24,0.0,0.0,1.0,0.951,0.83,0.05,2003.0,21.18,24.55,34.0,2.0,1057.0,2.27,0.84,0.077,0.231,0.6920000000000001,2.0,0.462,0.10800000000000001,0.16,0.96,0.86,0.159,0.261,0.58,1.0,0.273,0.16699999999999998,0.0,0.963,0.9590000000000001,0.938,0.968,0.040999999999999995,0.062,0.9229999999999999,0.244,0.251,0.506,0.268,0.389,0.5,0.111,95.0,39.8,36.2,47.9,67.9,1.0,0.0,18.0,15.0,66.0,0.0,0.0,1.0,1.0,0.0,0.579487179,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
True,False,True,177.0,169.0,634,False,False,15.0,17.0,13.0,19.0,19.0,21.0,20.0,16.0,9498.67,0.607,0.207,0.08800000000000001,0.091,0.006999999999999999,1705.1,1156.11,6637.46,43.0,47.0,38.0,65.3,42.0,100.0,872.0,0.43,0.06,0.13,0.0,0.966,0.0,5.65,0.0,0.0,0.98,0.945,0.0,17.24,0.0,0.0,1.0,0.951,0.83,0.01,1997.0,28.91,24.55,43.0,1.72,1057.0,2.27,0.9309999999999999,0.067,0.33299999999999996,0.6,0.0,0.2,0.226,0.069,0.889,0.86,0.159,0.261,0.58,1.0,0.273,0.16699999999999998,0.0,0.963,0.9590000000000001,0.938,0.968,0.040999999999999995,0.062,0.9229999999999999,0.244,0.251,0.506,0.268,0.389,0.5,0.111,88.9,30.9,27.9,38.0,55.9,0.0,0.0,6.0,42.0,46.0,0.0,0.0,0.0,0.0,0.0,0.45833333299999995,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
True,False,True,711.0,438.0,475,False,False,24.0,26.0,28.0,15.0,19.0,21.0,20.0,16.0,9498.67,0.607,0.207,0.08800000000000001,0.091,0.006999999999999999,1705.1,1156.11,6637.46,57.0,56.0,55.0,78.4,62.0,91.0,872.0,0.43,0.06,0.13,0.0,0.9520000000000001,0.0,1.41,0.0,0.0,0.89,0.9490000000000001,0.0,5.86,0.0,0.0,1.0,0.9570000000000001,0.24,0.0,2002.0,18.28,24.55,73.0,1.66,1057.0,2.27,1.0,0.156,0.267,0.578,2.0,0.35600000000000004,0.075,0.0,0.958,0.965,0.24100000000000002,0.276,0.483,3.0,0.267,0.11599999999999999,0.012,0.948,0.9590000000000001,0.938,0.968,0.040999999999999995,0.062,0.895,0.255,0.254,0.491,0.262,0.389,0.5,0.111,86.7,46.1,38.5,37.6,56.3,3.0,0.0,20.0,39.0,270.0,0.0,0.0,2.0,1.0,0.0,0.814550642,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
True,False,False,524.0,524.0,634,False,False,20.0,18.0,22.0,25.0,20.0,18.0,22.0,18.0,9856.72,0.638,0.213,0.061,0.081,0.006999999999999999,1620.29,1469.07,6767.36,63.0,56.0,61.0,85.6,81.0,100.0,906.0,0.59,0.0,0.24,0.0,0.9520000000000001,0.95,31.3,0.0,0.0,0.79,0.945,0.95,31.3,0.0,0.0,0.99,0.951,0.83,0.01,1993.0,31.93,24.45,25.0,0.44,114.0,0.57,0.889,0.139,0.222,0.639,5.0,0.19399999999999998,0.257,0.083,0.9079999999999999,0.889,0.139,0.222,0.639,5.0,0.19399999999999998,0.257,0.0,0.9079999999999999,1.0,0.0,0.9490000000000001,0.0,0.0,0.9229999999999999,0.244,0.251,0.506,0.268,0.4,0.6,0.0,85.7,44.7,43.3,45.1,64.2,3.0,1.0,27.0,92.0,110.0,0.0,0.0,15.0,15.0,0.0,0.430278884,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
False,False,False,577.0,606.0,634,False,False,21.0,21.0,22.0,26.0,21.0,22.0,20.0,21.0,8394.45,0.615,0.204,0.081,0.08199999999999999,0.018000000000000002,1174.8,1684.1,5535.55,60.0,60.0,53.0,82.4,70.0,100.0,1009.0,0.3,0.11,0.25,0.0,0.95,0.52,8.49,0.35,0.0,0.98,0.951,0.83,21.93,0.5,0.0,0.96,0.951,0.83,0.0,1996.0,18.26,20.25,33.0,0.79,791.0,0.84,0.887,0.156,0.289,0.556,2.0,0.205,0.126,0.09,0.9690000000000001,0.9470000000000001,0.213,0.237,0.55,3.0,0.23399999999999999,0.172,0.01,0.951,0.987,0.9490000000000001,0.955,0.013000000000000001,0.051,0.9229999999999999,0.244,0.251,0.506,0.268,0.36,0.6,0.04,94.1,58.2,54.9,51.9,70.9,2.0,17.0,17.0,61.0,174.0,0.0,0.0,14.0,10.0,0.0,0.60971223,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
False,False,False,765.0,606.0,634,False,False,25.0,22.0,18.0,26.0,21.0,22.0,20.0,21.0,8394.45,0.615,0.204,0.081,0.08199999999999999,0.018000000000000002,1174.8,1684.1,5535.55,59.0,60.0,51.0,60.1,74.0,100.0,1009.0,0.3,0.11,0.25,0.0,0.95,1.57,29.54,1.18,0.0,0.94,0.951,0.83,21.93,0.5,0.0,0.96,0.951,0.83,0.01,1997.0,14.58,20.25,40.0,0.89,791.0,0.84,1.0,0.14800000000000002,0.259,0.593,5.0,0.302,0.166,0.0,0.9329999999999999,0.9470000000000001,0.213,0.237,0.55,3.0,0.23399999999999999,0.172,0.01,0.951,0.987,0.9490000000000001,0.955,0.013000000000000001,0.051,0.9229999999999999,0.244,0.251,0.506,0.268,0.36,0.6,0.04,100.0,45.3,50.2,52.8,71.0,0.0,42.0,23.0,169.0,164.0,1.0,0.0,18.0,25.0,1.0,0.375634518,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
False,False,False,381.0,606.0,634,False,False,17.0,23.0,17.0,24.0,21.0,22.0,20.0,21.0,8394.45,0.615,0.204,0.081,0.08199999999999999,0.018000000000000002,1174.8,1684.1,5535.55,68.0,63.0,64.0,92.8,80.0,100.0,1009.0,0.3,0.11,0.25,0.0,0.955,0.0,22.57,0.26,0.0,1.13,0.951,0.83,21.93,0.5,0.0,0.96,0.951,0.83,0.0,1999.0,16.88,20.25,31.0,0.69,791.0,0.84,0.9640000000000001,0.28600000000000003,0.25,0.46399999999999997,1.0,0.214,0.23399999999999999,0.036000000000000004,0.9940000000000001,0.9470000000000001,0.213,0.237,0.55,3.0,0.23399999999999999,0.172,0.01,0.951,0.987,0.9490000000000001,0.955,0.013000000000000001,0.051,0.9229999999999999,0.244,0.251,0.506,0.268,0.36,0.6,0.04,100.0,50.9,47.7,54.0,77.2,0.0,4.0,24.0,83.0,74.0,1.0,1.0,24.0,23.0,2.0,0.36548223399999996,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
False,False,False,489.0,606.0,634,False,False,22.0,23.0,22.0,25.0,21.0,22.0,20.0,21.0,8394.45,0.615,0.204,0.081,0.08199999999999999,0.018000000000000002,1174.8,1684.1,5535.55,72.0,70.0,66.0,77.5,90.0,100.0,1009.0,0.3,0.11,0.25,0.0,0.953,0.41,4.91,0.0,0.0,0.84,0.951,0.83,21.93,0.5,0.0,0.96,0.951,0.83,0.0,2002.0,19.14,20.25,39.0,1.0,791.0,0.84,0.935,0.21899999999999997,0.125,0.6559999999999999,4.0,0.313,0.125,0.032,0.9520000000000001,0.9470000000000001,0.213,0.237,0.55,3.0,0.23399999999999999,0.172,0.01,0.951,0.987,0.9490000000000001,0.955,0.013000000000000001,0.051,0.9229999999999999,0.244,0.251,0.506,0.268,0.36,0.6,0.04,100.0,58.4,66.4,53.6,72.4,0.0,6.0,32.0,42.0,142.0,2.0,0.0,25.0,21.0,2.0,0.608163265,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
False,False,False,816.0,606.0,634,False,False,20.0,21.0,20.0,32.0,21.0,22.0,20.0,21.0,8394.45,0.615,0.204,0.081,0.08199999999999999,0.018000000000000002,1174.8,1684.1,5535.55,60.0,55.0,52.0,93.1,84.0,100.0,1009.0,0.3,0.11,0.25,0.0,0.9329999999999999,0.98,34.19,0.37,0.0,0.95,0.951,0.83,21.93,0.5,0.0,0.96,0.951,0.83,0.0,1998.0,12.88,20.25,39.0,0.75,791.0,0.84,0.943,0.28800000000000003,0.231,0.48100000000000004,3.0,0.154,0.18600000000000003,0.038,0.9329999999999999,0.9470000000000001,0.213,0.237,0.55,3.0,0.23399999999999999,0.172,0.01,0.951,0.987,0.9490000000000001,0.955,0.013000000000000001,0.051,0.9229999999999999,0.244,0.251,0.506,0.268,0.36,0.6,0.04,87.5,35.7,37.1,43.7,70.0,2.0,8.0,49.0,105.0,230.0,0.0,0.0,17.0,19.0,0.0,0.525252525,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
True,False,True,697.0,603.0,634,False,False,0.0,26.0,23.0,23.0,0.0,23.0,23.0,19.0,8265.21,0.649,0.21,0.066,0.063,0.012,1180.42,1671.5,5413.29,50.0,46.0,36.0,92.8,72.0,100.0,952.0,0.4,0.12,0.31,0.95,0.945,4.88,57.25,0.0,0.0,2.16,0.9490000000000001,1.76,35.28,0.02,0.0,1.36,0.951,0.83,0.03,2001.0,16.07,20.63,31.0,0.54,2868.0,0.8,0.8240000000000001,0.41200000000000003,0.17600000000000002,0.41200000000000003,3.0,0.157,0.27899999999999997,0.098,0.8109999999999999,0.903,0.247,0.243,0.509,3.0,0.23199999999999998,0.174,0.009000000000000001,0.8809999999999999,0.941,0.987,0.935,0.059000000000000004,0.013000000000000001,0.9229999999999999,0.244,0.251,0.506,0.268,0.29100000000000004,0.593,0.11599999999999999,100.0,0.0,24.5,37.8,65.4,10.0,1.0,52.0,202.0,71.0,2.0,3.0,24.0,29.0,5.0,0.17734724300000002,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
False,False,True,408.0,603.0,634,False,False,21.0,20.0,24.0,21.0,23.0,23.0,23.0,19.0,8265.21,0.649,0.21,0.066,0.063,0.012,1180.42,1671.5,5413.29,54.0,54.0,43.0,90.8,68.0,100.0,952.0,0.4,0.12,0.31,0.95,0.961,0.0,29.41,0.0,0.0,0.63,0.9490000000000001,1.76,35.28,0.02,0.0,1.36,0.951,0.83,0.04,2001.0,25.59,20.63,31.0,0.7,2868.0,0.8,1.0,0.133,0.233,0.633,1.0,0.36700000000000005,0.054000000000000006,0.0,0.924,0.903,0.247,0.243,0.509,3.0,0.23199999999999998,0.174,0.009000000000000001,0.8809999999999999,0.941,0.987,0.935,0.059000000000000004,0.013000000000000001,0.9229999999999999,0.244,0.251,0.506,0.268,0.29100000000000004,0.593,0.11599999999999999,100.0,28.3,31.3,33.1,43.7,0.0,2.0,39.0,102.0,15.0,1.0,1.0,22.0,10.0,2.0,0.104651163,1.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
