agency_code,avg_student_num
090LEA,125
100LEA,12458
100LEA,579
100LEA,670
100LEA,987
100LEA,501
100LEA,121
110LEA,23801
110LEA,413
110LEA,610
110LEA,760
111LEA,4346
111LEA,364
111LEA,418
111LEA,665
120LEA,11999
120LEA,361
120LEA,536
120LEA,743
120LEA,107
120LEA,86
130LEA,32400
130LEA,720
130LEA,952
130LEA,1129
130LEA,108
132LEA,5339
132LEA,421
132LEA,1195
132LEA,1616
140LEA,11445
140LEA,376
140LEA,575
140LEA,738
140LEA,219
140LEA,67
150LEA,1823
150LEA,480
150LEA,274
150LEA,295
160LEA,8141
160LEA,429
160LEA,454
160LEA,869
160LEA,260
160LEA,25
170LEA,2547
170LEA,299
170LEA,566
170LEA,786
180LEA,16104
180LEA,530
180LEA,478
180LEA,867
180LEA,39
181LEA,4117
181LEA,387
181LEA,495
181LEA,1042
181LEA,151
182LEA,2982
182LEA,455
182LEA,606
182LEA,475
182LEA,62
190LEA,8747
190LEA,599
190LEA,559
190LEA,536
190LEA,279
200LEA,3187
200LEA,308
200LEA,276
200LEA,265
200LEA,203
200LEA,46
210LEA,1964
210LEA,467
210LEA,441
210LEA,590
220LEA,1269
220LEA,477
220LEA,414
220LEA,378
230LEA,14452
230LEA,375
230LEA,641
230LEA,878
230LEA,131
230LEA,93
240LEA,5598
240LEA,269
240LEA,160
240LEA,481
240LEA,420
241LEA,2215
241LEA,518
241LEA,475
241LEA,675
241LEA,30
250LEA,13665
250LEA,445
250LEA,597
250LEA,802
260LEA,49641
260LEA,459
260LEA,589
260LEA,894
270LEA,3983
270LEA,303
270LEA,475
270LEA,609
280LEA,5070
280LEA,460
280LEA,557
280LEA,651
280LEA,176
290LEA,18907
290LEA,459
290LEA,641
290LEA,663
290LEA,88
290LEA,96
291LEA,3064
291LEA,378
291LEA,689
291LEA,822
291LEA,40
292LEA,2286
292LEA,563
292LEA,499
292LEA,662
300LEA,6104
300LEA,460
300LEA,489
300LEA,930
300LEA,17
310LEA,9562
310LEA,694
310LEA,625
310LEA,839
310LEA,498
320LEA,32693
320LEA,521
320LEA,610
320LEA,919
320LEA,500
320LEA,801
320LEA,13
330LEA,5853
330LEA,463
330LEA,268
330LEA,456
330LEA,640
340LEA,54105
340LEA,571
340LEA,775
340LEA,1152
340LEA,393
340LEA,372
340LEA,61
350LEA,8105
350LEA,453
350LEA,461
350LEA,658
360LEA,31293
360LEA,486
360LEA,583
360LEA,859
360LEA,133
360LEA,142
370LEA,1618
370LEA,244
370LEA,388
370LEA,498
380LEA,1126
380LEA,588
380LEA,196
380LEA,342
390LEA,7438
390LEA,372
390LEA,422
390LEA,475
390LEA,24
400LEA,3016
400LEA,470
400LEA,678
400LEA,465
410LEA,71304
410LEA,467
410LEA,735
410LEA,806
410LEA,402
410LEA,215
410LEA,140
420LEA,2443
420LEA,214
420LEA,252
420LEA,330
421LEA,2847
421LEA,636
421LEA,594
421LEA,982
422LEA,860
422LEA,299
422LEA,207
422LEA,177
430LEA,20306
430LEA,574
430LEA,741
430LEA,1197
430LEA,110
440LEA,7120
440LEA,412
440LEA,522
440LEA,565
450LEA,13316
450LEA,471
450LEA,752
450LEA,802
450LEA,175
460LEA,2781
460LEA,426
460LEA,650
460LEA,284
470LEA,8605
470LEA,550
470LEA,617
470LEA,1140
470LEA,76
480LEA,569
480LEA,210
480LEA,197
480LEA,162
490LEA,20319
490LEA,505
490LEA,506
490LEA,868
490LEA,101
490LEA,138
491LEA,5980
491LEA,644
491LEA,931
491LEA,1827
500LEA,3661
500LEA,177
500LEA,505
500LEA,553
500LEA,166
500LEA,96
510LEA,35928
510LEA,715
510LEA,678
510LEA,1047
510LEA,607
510LEA,992
520LEA,1065
520LEA,146
520LEA,158
520LEA,323
530LEA,9839
530LEA,588
530LEA,719
530LEA,952
530LEA,58
530LEA,63
540LEA,8520
540LEA,440
540LEA,523
540LEA,624
540LEA,867
540LEA,74
550LEA,11329
550LEA,365
550LEA,653
550LEA,887
550LEA,58
560LEA,4325
560LEA,385
560LEA,607
560LEA,531
560LEA,105
560LEA,204
570LEA,2266
570LEA,333
570LEA,495
570LEA,386
580LEA,3028
580LEA,262
580LEA,338
580LEA,390
590LEA,6006
590LEA,343
590LEA,587
590LEA,906
590LEA,274
600LEA,146693
600LEA,666
600LEA,1043
600LEA,1282
600LEA,686
600LEA,597
600LEA,159
610LEA,1851
610LEA,257
610LEA,221
610LEA,320
620LEA,3878
620LEA,309
620LEA,409
620LEA,389
620LEA,44
630LEA,12541
630LEA,440
630LEA,540
630LEA,1310
630LEA,284
630LEA,69
640LEA,14967
640LEA,440
640LEA,547
640LEA,913
640LEA,78
650LEA,25994
650LEA,488
650LEA,694
650LEA,1145
650LEA,274
650LEA,49
650LEA,106
660LEA,1617
660LEA,228
660LEA,241
660LEA,226
670LEA,26319
670LEA,669
670LEA,726
670LEA,893
680LEA,7315
680LEA,456
680LEA,574
680LEA,800
681LEA,12239
681LEA,502
681LEA,709
681LEA,969
681LEA,2
690LEA,1250
690LEA,267
690LEA,295
690LEA,421
700LEA,5471
700LEA,389
700LEA,568
700LEA,524
700LEA,37
710LEA,9166
710LEA,531
710LEA,543
710LEA,809
710LEA,379
710LEA,639
720LEA,1575
720LEA,393
720LEA,342
720LEA,448
730LEA,4399
730LEA,307
730LEA,456
730LEA,669
740LEA,23259
740LEA,553
740LEA,611
740LEA,1024
740LEA,488
740LEA,41
750LEA,2101
750LEA,236
750LEA,478
750LEA,341
760LEA,16575
760LEA,439
760LEA,561
760LEA,742
761LEA,4548
761LEA,446
761LEA,493
761LEA,1331
770LEA,7159
770LEA,471
770LEA,416
770LEA,710
770LEA,68
780LEA,22103
780LEA,439
780LEA,394
780LEA,917
780LEA,661
790LEA,11969
790LEA,378
790LEA,626
790LEA,751
790LEA,47
800LEA,18924
800LEA,435
800LEA,601
800LEA,847
800LEA,79
810LEA,7948
810LEA,367
810LEA,588
810LEA,603
810LEA,103
820LEA,8172
820LEA,414
820LEA,463
820LEA,518
821LEA,2977
821LEA,487
821LEA,676
821LEA,840
830LEA,5667
830LEA,399
830LEA,610
830LEA,807
830LEA,42
840LEA,8226
840LEA,368
840LEA,446
840LEA,409
840LEA,302
850LEA,5831
850LEA,232
850LEA,449
850LEA,463
850LEA,84
860LEA,7796
860LEA,317
860LEA,444
860LEA,633
861LEA,1165
861LEA,633
861LEA,158
861LEA,374
862LEA,1601
862LEA,364
862LEA,356
862LEA,517
870LEA,1838
870LEA,427
870LEA,537
870LEA,447
880LEA,3386
880LEA,370
880LEA,385
880LEA,379
890LEA,596
890LEA,289
890LEA,138
890LEA,169
900LEA,41202
900LEA,578
900LEA,1094
900LEA,1257
900LEA,91
900LEA,90
910LEA,5831
910LEA,309
910LEA,378
910LEA,402
920LEA,158970
920LEA,654
920LEA,971
920LEA,1667
920LEA,437
920LEA,198
930LEA,2017
930LEA,216
930LEA,348
930LEA,213
930LEA,382
940LEA,1395
940LEA,342
940LEA,239
940LEA,167
940LEA,139
950LEA,4483
950LEA,684
950LEA,390
960LEA,18301
960LEA,613
960LEA,500
960LEA,735
960LEA,456
960LEA,119
970LEA,9285
970LEA,322
970LEA,525
970LEA,601
980LEA,11441
980LEA,381
980LEA,404
980LEA,718
980LEA,89
990LEA,5207
990LEA,319
990LEA,401
990LEA,536
990LEA,403
990LEA,199
995LEA,2164
995LEA,161
995LEA,259
995LEA,678
NC-SEA,1521108
NC-SEA,483
NC-SEA,626
NC-SEA,843
NC-SEA,467
NC-SEA,268
NC-SEA,611
