agency_code,pct_rating_P1_Accomplished,pct_rating_P1_Developing,pct_rating_P1_Distinguished,pct_rating_P1_NotDemostrated,pct_rating_P1_Proficient,pct_rating_P2_Accomplished,pct_rating_P2_Developing,pct_rating_P2_Distinguished,pct_rating_P2_NotDemostrated,pct_rating_P2_Proficient,pct_rating_P3_Accomplished,pct_rating_P3_Developing,pct_rating_P3_Distinguished,pct_rating_P3_NotDemostrated,pct_rating_P3_Proficient,pct_rating_P4_Accomplished,pct_rating_P4_Developing,pct_rating_P4_Distinguished,pct_rating_P4_NotDemostrated,pct_rating_P4_Proficient,pct_rating_P5_Accomplished,pct_rating_P5_Developing,pct_rating_P5_Distinguished,pct_rating_P5_NotDemostrated,pct_rating_P5_Proficient,pct_rating_P6_Accomplished,pct_rating_P6_Developing,pct_rating_P6_Distinguished,pct_rating_P6_NotDemostrated,pct_rating_P6_Proficient,pct_rating_P7_Accomplished,pct_rating_P7_Developing,pct_rating_P7_Distinguished,pct_rating_P7_NotDemostrated,pct_rating_P7_Proficient,pct_rating_PS_DoesNotMeetExpectedGrowth,pct_rating_PS_ExceedsExpectedGrowth,pct_rating_PS_MeetsExpectedGrowth,pct_rating_T1_Accomplished,pct_rating_T1_Developing,pct_rating_T1_Distinguished,pct_rating_T1_NotDemostrated,pct_rating_T1_Proficient,pct_rating_T2_Accomplished,pct_rating_T2_Developing,pct_rating_T2_Distinguished,pct_rating_T2_NotDemostrated,pct_rating_T2_Proficient,pct_rating_T3_Accomplished,pct_rating_T3_Developing,pct_rating_T3_Distinguished,pct_rating_T3_NotDemostrated,pct_rating_T3_Proficient,pct_rating_T4_Accomplished,pct_rating_T4_Developing,pct_rating_T4_Distinguished,pct_rating_T4_NotDemostrated,pct_rating_T4_Proficient,pct_rating_T5_Accomplished,pct_rating_T5_Developing,pct_rating_T5_Distinguished,pct_rating_T5_NotDemostrated,pct_rating_T5_Proficient,pct_rating_TS_DoesNotMeetExpectedGrowth,pct_rating_TS_ExceedsExpectedGrowth,pct_rating_TS_MeetsExpectedGrowth
280328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5579999999999999,,0.326,,0.116,0.563,,0.125,,0.313,0.688,,0.125,,0.188,0.674,,0.233,,0.093,0.688,,0.063,,0.25,0.406,0.031,0.563
280330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.586,0.017,0.345,,0.052000000000000005,0.611,0.056,0.278,,0.056,0.556,0.056,0.278,,0.111,0.621,0.017,0.31,,0.052000000000000005,0.611,0.056,0.222,,0.111,0.056,0.278,0.667
280LEA,0.5,0.05,0.25,,0.2,0.3,,0.3,,0.4,0.55,0.05,0.25,,0.15,0.65,,0.15,,0.2,0.6,0.05,0.25,,0.1,0.7,,0.15,,0.15,0.65,0.05,0.1,,0.2,0.25,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.778,,0.056,,0.16699999999999998,0.5,,,,0.5,0.25,,,,0.75,0.778,,,,0.222,0.5,,,,0.5,0.071,0.14300000000000002,0.7859999999999999
290306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609,,,,0.391,0.625,,,,0.375,0.375,,,,0.625,0.522,,,,0.478,0.25,,,,0.75,0.14300000000000002,0.14300000000000002,0.7140000000000001
290307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.091,0.182,,0.227,0.28600000000000003,0.14300000000000002,0.14300000000000002,,0.429,0.28600000000000003,0.28600000000000003,0.14300000000000002,,0.28600000000000003,0.5,0.091,0.182,,0.227,0.28600000000000003,0.28600000000000003,0.14300000000000002,,0.28600000000000003,0.16699999999999998,0.16699999999999998,0.667
290308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,0.017,,0.763,0.263,0.053,,,0.684,0.211,,,,0.789,0.203,,,,0.797,0.211,,,,0.789,0.19,0.238,0.5710000000000001
290309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313,,,,0.688,0.105,,,,0.895,0.158,,,,0.8420000000000001,0.396,,,,0.604,,,,,1.0,0.294,0.265,0.441
290310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.545,,,,0.455,0.25,,0.25,,0.5,0.25,,,,0.75,0.636,,,,0.364,0.25,,,,0.75,,,
290312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.517,0.069,0.207,,0.207,0.625,,,,0.375,0.75,,,,0.25,0.552,0.069,0.103,,0.276,0.875,,,,0.125,,0.091,0.909
290314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222,,,,0.778,,,,,,,,,,,0.333,,,,0.667,,,,,,0.28600000000000003,,0.7140000000000001
290315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,0.2,,,0.667,,,,0.333,1.0,,,,,1.0,,,,,1.0,,,,,,0.8,0.2
290316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.107,,0.393,1.0,,,,,0.429,,,,0.5710000000000001,0.429,,0.071,,0.5,0.28600000000000003,,,,0.7140000000000001,,0.28600000000000003,0.7140000000000001
290320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,0.083,,,0.292,0.25,0.25,,,0.5,,0.25,,,0.75,0.625,0.083,,,0.292,0.125,0.375,,,0.5,,0.188,0.813
290322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35600000000000004,,0.08900000000000001,,0.556,0.636,,,,0.364,0.091,,,,0.909,0.4,,0.044,,0.556,0.273,,,,0.727,0.2,0.3,0.5
290324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235,,,,0.765,0.118,,,,0.882,0.059,,,,0.941,0.294,,,,0.706,,,,,1.0,0.179,0.282,0.5379999999999999
290328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.419,,0.032,,0.5479999999999999,0.467,,,,0.5329999999999999,0.333,,,,0.667,0.419,,0.065,,0.516,0.6,,,,0.4,0.5,,0.5
290330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593,,,,0.407,0.5,,,,0.5,0.25,0.125,,,0.625,0.667,0.07400000000000001,,,0.259,0.375,,0.125,,0.5,,0.19,0.81
290332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8059999999999999,,0.097,,0.097,0.583,,0.25,,0.16699999999999998,0.583,,0.083,,0.333,0.8059999999999999,,0.065,,0.129,0.5,,0.333,,0.16699999999999998,0.042,0.292,0.667
290333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,0.12,0.857,,0.14300000000000002,,,0.14300000000000002,,,,0.857,0.8,,,,0.2,0.28600000000000003,,,,0.7140000000000001,0.053,0.211,0.737
290334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,0.024,,,0.561,0.35700000000000004,,,,0.643,0.28600000000000003,,,,0.7140000000000001,0.39,,,,0.61,0.28600000000000003,,,,0.7140000000000001,0.233,0.133,0.633
290336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,0.016,0.016,,0.302,0.421,0.053,,,0.526,0.316,0.053,,,0.632,0.778,0.016,,,0.206,0.263,0.053,,,0.684,0.2,0.244,0.556
290344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212,,,,0.7879999999999999,0.28600000000000003,,,,0.7140000000000001,0.14300000000000002,,,,0.857,0.273,,,,0.727,,,,,1.0,0.042,0.16699999999999998,0.792
290348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.688,,0.104,,0.208,0.304,,0.087,,0.609,0.435,,,,0.565,0.753,,0.039,,0.208,0.391,,,,0.609,0.13,0.35200000000000004,0.519
290349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,0.125,,0.125,0.364,,0.182,,0.455,0.545,,0.091,,0.364,0.406,,0.031,,0.563,0.091,,,,0.909,0.043,0.391,0.565
290350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364,,,,0.636,0.438,,,,0.563,0.125,,,,0.875,0.318,,,,0.682,0.313,,,,0.688,0.258,0.355,0.387
290351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.833,,,,0.16699999999999998,0.818,,,,0.182,0.545,,,,0.455,0.833,,,,0.16699999999999998,0.455,,,,0.545,0.14300000000000002,0.214,0.643
290352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,0.7,0.3,,,,0.7,,,0.1,,0.9,0.2,,0.033,,0.767,0.3,,0.1,,0.6,,0.19,0.81
290356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.696,,0.13,,0.174,0.429,,0.14300000000000002,,0.429,0.28600000000000003,,0.14300000000000002,,0.5710000000000001,0.696,,0.13,,0.174,0.28600000000000003,,0.14300000000000002,,0.5710000000000001,0.125,0.063,0.813
290364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647,,0.059,,0.294,0.75,,,,0.25,0.25,,,,0.75,0.8240000000000001,,0.059,,0.118,0.25,,,,0.75,0.083,0.083,0.833
290365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.071,,0.679,0.455,,,,0.545,0.273,,,,0.727,0.321,,0.036000000000000004,,0.643,0.273,,,,0.727,0.174,0.13,0.696
290366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452,,0.024,,0.524,0.5710000000000001,,,,0.429,0.429,,,,0.5710000000000001,0.5,,0.024,,0.476,0.35700000000000004,,,,0.643,0.185,0.222,0.593
290367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.042,,0.458,0.2,,,,0.8,0.2,,,,0.8,0.667,,,,0.333,0.1,,,,0.9,0.133,0.267,0.6
290375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448,,0.034,,0.517,0.231,,0.077,,0.6920000000000001,,,0.077,,0.923,0.276,,0.034,,0.69,0.077,,0.077,,0.846,,0.118,0.882
290376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,0.026,,,0.895,0.083,,,,0.917,0.083,,,,0.917,0.053,0.026,,,0.921,,,,,1.0,0.231,0.192,0.5770000000000001
290380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.909,,0.023,,0.068,0.7859999999999999,,,,0.214,0.7140000000000001,,,,0.28600000000000003,0.795,,0.023,,0.182,0.7140000000000001,,,,0.28600000000000003,0.222,0.056,0.722
290384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.485,,,,0.515,0.429,,,,0.5710000000000001,0.214,,,,0.7859999999999999,0.394,,,,0.606,0.071,,,,0.929,0.083,0.25,0.667
290388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6809999999999999,,,,0.319,0.625,,,,0.375,0.5,,,,0.5,0.617,,,,0.383,0.188,,,,0.813,0.469,0.125,0.406
290389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.643,,0.214,,0.14300000000000002,1.0,,,,,1.0,,,,,0.857,,0.071,,0.071,1.0,,,,,,0.333,0.667
290LEA,0.609,,,,0.391,0.6809999999999999,,,,0.319,0.652,,0.058,,0.29,0.594,,0.043,,0.362,0.609,,0.029,,0.362,0.507,,0.07200000000000001,,0.42,0.493,,0.058,,0.449,0.191,0.368,0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.643,,0.036000000000000004,,0.321,0.5,,,,0.5,0.375,0.063,,,0.563,0.5710000000000001,,,,0.429,0.375,,,,0.625,,0.28600000000000003,0.7140000000000001
291332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,0.45,0.625,,0.042,,0.333,0.417,0.042,,,0.542,0.4,0.025,,,0.575,0.5,,,,0.5,0.111,0.037000000000000005,0.852
291336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593,0.037000000000000005,0.07400000000000001,,0.29600000000000004,0.778,,0.037000000000000005,,0.185,0.407,0.037000000000000005,0.037000000000000005,,0.519,0.667,0.037000000000000005,0.037000000000000005,,0.259,0.481,0.037000000000000005,,,0.481,0.25,0.194,0.556
291340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,,0.769,,,0.333,,0.667,,,0.25,,0.667,,0.083,0.231,,0.769,,,0.333,,0.667,,,0.105,,0.895
291348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444,,0.037000000000000005,,0.519,0.25,,,,0.75,,,,,1.0,0.444,,0.037000000000000005,,0.519,,,,,1.0,,0.077,0.923
291350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16699999999999998,,0.16699999999999998,,0.667,0.75,,,,0.25,0.25,,,,0.75,0.333,,0.16699999999999998,,0.5,0.25,,,,0.75,,,
291352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5379999999999999,0.077,0.115,,0.269,0.722,0.111,,,0.16699999999999998,0.556,0.111,,,0.333,0.615,0.077,0.115,,0.192,0.5,0.16699999999999998,,,0.333,0.15,0.35,0.5
291LEA,0.563,,0.125,,0.313,0.625,,0.063,,0.313,0.688,,0.063,,0.25,0.313,,0.25,,0.438,0.438,,0.188,,0.375,0.313,,0.438,,0.25,0.5,,0.188,,0.313,0.429,0.14300000000000002,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.308,0.038,,0.115,0.5379999999999999,0.16699999999999998,0.25,,0.083,0.5,0.25,0.25,,0.083,0.417,0.34600000000000003,0.115,,0.038,0.5,0.083,0.25,,0.083,0.583,0.111,0.056,0.833
292318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,0.037000000000000005,,,0.778,0.189,0.038,,,0.774,0.17,0.038,,,0.792,0.111,0.07400000000000001,,,0.815,0.038,0.057,,,0.906,0.098,0.171,0.732
292320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139,0.083,,,0.778,0.038,0.154,0.038,,0.769,0.077,0.192,,,0.731,0.139,0.194,,,0.667,0.077,0.269,,,0.654,0.125,0.25,0.625
292324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233,0.023,0.093,,0.6509999999999999,0.3,0.1,,,0.6,0.2,0.15,,,0.65,0.233,0.07,,,0.698,0.2,,,,0.8,0.259,0.185,0.556
292LEA,0.111,,,,0.889,0.222,0.111,,,0.667,,,,,1.0,,0.111,,,0.889,0.111,,,,0.889,,,,,1.0,,0.111,,,0.889,,0.222,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,,0.667,,,,,1.0,,,0.25,,0.75,,,0.417,,0.583,,,,,1.0,,,,,
298204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.579,,0.421,,,0.857,,0.14300000000000002,,,0.5710000000000001,,0.429,,,0.895,,0.105,,,1.0,,,,,,,
298LEA,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,0.16699999999999998,,0.208,0.647,,0.118,,0.235,0.706,,0.118,,0.17600000000000002,0.604,,0.16699999999999998,,0.229,0.588,,0.118,,0.294,,,
299LEA,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,0.333,,,,0.667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,,,,0.333,,,0.333,,0.667,0.667,,,,0.333,0.667,,,,0.333,0.667,,,,0.333,,,
300306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
300308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5670000000000001,,0.1,,0.333,0.333,,,,0.667,0.333,,,,0.667,0.733,,,,0.267,0.333,,,,0.667,0.042,0.375,0.583
300310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6920000000000001,,,,0.308,0.4,,,,0.6,0.2,,,,0.8,0.231,,,,0.769,0.3,,,,0.7,0.111,0.222,0.667
300312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505,,0.01,,0.485,0.368,,,,0.632,0.289,0.026,,,0.684,0.526,,0.01,,0.464,0.237,,,,0.763,0.16699999999999998,0.278,0.556
300314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.833,,,,0.16699999999999998,0.5,,,,0.5,0.5,,,,0.5,0.833,,,,0.16699999999999998,0.5,,,,0.5,,0.333,0.667
300320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.632,,,,0.368,0.75,,,,0.25,0.5,,,,0.5,0.5,,,,0.5,0.25,,,,0.75,0.07400000000000001,0.07400000000000001,0.852
300325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529,0.029,0.059,,0.382,0.273,,,,0.727,0.364,,,,0.636,0.618,,,,0.382,0.364,,0.091,,0.545,0.053,0.368,0.579
300326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8059999999999999,,,,0.194,0.273,,,,0.727,0.091,,,,0.909,0.5479999999999999,,,,0.452,0.091,,,,0.909,0.087,0.13,0.7829999999999999
300328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536,,,,0.464,0.5,,,,0.5,0.25,,,,0.75,0.643,,,,0.35700000000000004,0.5,,,,0.5,0.174,0.174,0.652
300330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366,,,,0.634,0.5329999999999999,,,,0.467,0.4,,,,0.6,0.341,,,,0.659,0.267,,,,0.733,0.16,0.16,0.68
300336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.036000000000000004,,0.464,0.5710000000000001,,,,0.429,0.429,0.14300000000000002,,,0.429,0.7140000000000001,,,,0.28600000000000003,0.429,,,,0.5710000000000001,0.053,0.211,0.737
300337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278,,,,0.722,0.111,,,,0.889,0.333,,,,0.667,0.056,,,,0.944,0.222,,,,0.778,0.1,0.45,0.45
300LEA,0.333,,0.28600000000000003,,0.381,0.619,,0.19,,0.19,0.476,,0.19,,0.333,0.7140000000000001,,0.14300000000000002,,0.14300000000000002,0.5710000000000001,,0.14300000000000002,,0.28600000000000003,0.381,,0.333,,0.28600000000000003,0.381,,0.28600000000000003,,0.333,,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429,,0.14300000000000002,,0.429,0.28600000000000003,,0.14300000000000002,,0.5710000000000001,0.429,,0.14300000000000002,,0.429,0.28600000000000003,,,,0.7140000000000001,0.28600000000000003,,,,0.7140000000000001,,,
310304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491,,0.018000000000000002,,0.491,0.5,,,,0.5,0.25,0.045,,,0.705,0.544,0.018000000000000002,,,0.439,0.25,,,,0.75,0.225,0.175,0.6
310308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.804,0.018000000000000002,,,0.179,0.762,,,,0.238,0.762,,,,0.238,0.768,,,,0.232,0.7140000000000001,,,,0.28600000000000003,0.05,0.2,0.75
310330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.757,,,,0.243,0.636,,,,0.364,0.545,,,,0.455,0.73,,,,0.27,0.545,,,,0.455,0.115,0.308,0.5770000000000001
310336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.463,,0.204,,0.333,0.575,,0.15,,0.275,0.525,,0.15,,0.325,0.37,,0.278,,0.35200000000000004,0.525,,0.175,,0.3,0.132,0.211,0.6579999999999999
310338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,,,,0.333,0.6,,,,0.4,0.6,,,,0.4,0.5,,,,0.5,0.6,,,,0.4,,0.333,0.667
310344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491,0.018000000000000002,0.345,,0.145,0.588,0.029,0.118,,0.265,0.618,,0.206,,0.17600000000000002,0.782,,0.127,,0.091,0.206,,0.029,0.029,0.735,0.135,0.297,0.568
310352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.15,,0.45,0.412,,0.118,,0.471,0.441,,0.147,,0.412,0.425,,0.125,,0.45,0.382,,0.118,,0.5,0.192,0.077,0.731
310356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7440000000000001,,0.093,,0.163,0.706,,,,0.294,0.588,,,,0.412,0.86,0.023,0.023,,0.093,0.588,,,,0.412,0.16,0.36,0.48
310360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.614,,,,0.386,0.524,,,,0.476,0.429,,,,0.5710000000000001,0.614,,,,0.386,0.762,,,,0.238,0.063,0.344,0.594
310364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313,,0.125,,0.563,0.214,,0.071,,0.7140000000000001,0.429,,,,0.5710000000000001,0.406,,0.031,,0.563,0.214,,,,0.7859999999999999,0.045,0.409,0.545
310384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.414,0.043,,,0.5429999999999999,0.362,0.043,,,0.596,0.234,0.043,,,0.723,0.4,0.014,,,0.586,0.255,0.064,,,0.6809999999999999,0.21600000000000005,0.235,0.5489999999999999
310388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313,,0.045,,0.642,0.358,,0.015,,0.627,0.299,,0.03,,0.672,0.328,,0.03,,0.642,0.433,,0.03,,0.537,0.163,0.204,0.633
310392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.526,0.026,0.026,,0.421,0.304,,,,0.696,0.435,,,,0.565,0.5529999999999999,,,,0.447,0.174,,,,0.826,0.192,0.308,0.5
310396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,
310LEA,0.618,,0.235,,0.147,0.5589999999999999,,0.059,,0.382,0.5589999999999999,,0.206,,0.235,0.618,,0.08800000000000001,,0.294,0.647,,,,0.353,0.471,,0.059,,0.471,0.588,,,,0.412,0.17600000000000002,0.5,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368,,,,0.632,0.778,,,,0.222,0.5,,,,0.5,0.526,,,,0.474,0.611,,,,0.389,,,
320304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227,0.068,,,0.705,0.182,0.114,,,0.705,0.091,0.091,,,0.818,0.205,0.068,,,0.727,0.25,,,,0.75,0.069,0.138,0.7929999999999999
320306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269,,0.115,,0.615,0.25,0.1,0.05,,0.6,0.2,0.05,0.1,,0.65,0.269,0.038,,,0.6920000000000001,0.25,0.05,0.1,,0.6,0.375,,0.625
320308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393,,0.321,,0.28600000000000003,0.524,,0.238,,0.238,0.429,,0.095,,0.476,0.321,,0.28600000000000003,,0.393,0.429,,0.095,,0.476,,0.5,0.5
320309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.643,0.071,0.214,,0.071,0.583,,0.25,,0.16699999999999998,0.667,,0.16699999999999998,,0.16699999999999998,0.643,,0.214,,0.14300000000000002,0.5,0.083,0.25,,0.16699999999999998,,0.857,0.14300000000000002
320310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.16699999999999998,0.333,,0.16699999999999998,0.8,,,,0.2,0.6,,0.2,,0.2,0.833,,,,0.16699999999999998,0.8,,,,0.2,,,1.0
320312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574,,0.204,,0.222,0.6629999999999999,,0.116,,0.221,0.5579999999999999,,0.128,,0.314,0.657,,0.093,,0.25,0.523,,0.151,,0.326,0.077,0.523,0.4
320313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647,,0.206,,0.147,0.5379999999999999,,0.231,,0.231,0.5379999999999999,,0.077,,0.385,0.706,,0.118,,0.17600000000000002,0.6920000000000001,,0.077,,0.231,0.292,0.042,0.667
320314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531,,0.094,,0.375,0.462,0.077,,,0.462,0.34600000000000003,0.038,,,0.615,0.469,0.031,0.063,,0.438,0.385,,0.038,,0.5770000000000001,0.2,0.2,0.6
320315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.433,,,,0.5670000000000001,0.333,0.048,,,0.619,0.28600000000000003,,,,0.7140000000000001,0.433,,,,0.5670000000000001,0.333,,,,0.667,0.412,,0.588
320316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34700000000000003,0.061,,,0.5920000000000001,0.281,,,,0.7190000000000001,0.219,0.031,0.031,,0.7190000000000001,0.34700000000000003,0.02,,,0.633,0.281,0.094,,,0.625,0.029,0.114,0.857
320317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583,,0.292,,0.125,0.8,,0.05,,0.15,0.8,,0.05,,0.15,0.792,,0.083,,0.125,0.8,,0.05,,0.15,,0.737,0.263
320318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.486,,0.086,,0.429,0.679,,,,0.321,0.5710000000000001,,0.071,,0.35700000000000004,0.6,,0.029,,0.371,0.5,,0.071,,0.429,,0.368,0.632
320319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172,,,,0.828,0.429,,,,0.5710000000000001,0.071,,,,0.929,0.276,,,,0.7240000000000001,0.16699999999999998,,,,0.833,0.068,0.114,0.818
320320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304,,,,0.696,0.4320000000000001,0.027000000000000003,,,0.541,0.054000000000000006,,,,0.946,0.109,,0.022,,0.87,0.081,,,,0.919,,0.433,0.5670000000000001
320322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,
